,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,JNJ,V,UNH,BRK.B,NESN.SW,HD,MA,PG,PYPL,DIS,BAC,ADBE,ASML.AS,XOM,ROG.SW,CMCSA,NFLX,VZ,CRM,INTC,CSCO,MC.PA,KO,PFE,WMT,T,ABT,ABBV,PEP,NOVN.SW,TMO,NKE,CVX,MRK,ACN,LLY,AVGO,DHR,COST,WFC,MCD,SHOP,TXN,MDT,QCOM,ORCL,AZN.L,PM,HON,BMY,LIN,UPS,ULVR.L,1299.HK,NOVO B.CO,SAP.DE,RY.TO,NEE,C,LOW,UNP,BLK,SBUX,AMGN,INTU,RTX,TD.TO,CBA.AX,BA,MS,AMAT,IBM,GS,TGT,AMT,Cash & Cash Equivalents,HSBA.L,SIE.DE,CAT,SAN.PA,AMD,ISRG,MMM,AXP,DGE.L,OR.PA,GE,TTE.PA,BHP.AX,NOW,CVS,DE,SCHW,ALV.DE,GSK.L,SPGI,CHTR,SQ,ANTM,ZTS,CSL.AX,FIS,LMT,TMUS,BKNG,PLD,MU,MDLZ,SYK,LRCX,SU.PA,MO,RIO.L,BP.L,ADP,RDSA.AS,CI,CCI,GILD,COP,AI.PA,BATS.L,TJX,PNC,ENB.TO,ZM,AIR.PA,ENEL.MI,USB,BNS.TO,IBE.MC,DUK,GM,CME,MRNA,BDX,CNR.TO,CB,DAI.DE,EQIX,388.HK,MMC,EL,ATVI,FDX,COF,TFC,CSX,ILMN,DTE.DE,BAS.DE,ITW,WBC.AX,ADS.DE,RYDBF,DPW.DE,NSC,MELI,BNP.PA,EW,BMO.TO,SHW,BAM.A.TO,ADSK,SAN.MC,KER.PA,SO,MCO,ICE,SNAP,NAB.AX,RITN.,BX,RKT.L,ADI,ABBN.SW,ETN,CL,TWLO,BSX,APD,UBER,HUM,FISV,HCA,ANZ.AX,BHP.L,BAYN.DE,WM,D,REGN,ZURN.SW,PGR,NXPI,GPN,LONN.SW,UBSG.SW,AON,ECL,GE.,n/a,EMR,PRX.AS,BAM,ADYEN.AS,CFR.SW,DOCU,EL.PA,SNOW,IDXX,SUM
08/26/2021,4.49,3.91,2.5,1.56,1.51,1.49,0.98,0.97,0.85,0.82,0.7,0.72,0.7,0.66,0.63,0.58,0.64,0.55,0.58,0.57,0.57,0.6,0.42,0.49,0.48,0.44,0.4,0.44,0.39,0.44,0.38,0.41,0.5,0.41,0.36,0.4,0.38,0.39,0.38,0.39,0.38,0.33,0.36,0.38,0.39,0.35,0.37,0.36,0.35,0.32,0.3,0.3,0.31,0.29,0.31,0.33,0.28,0.29,0.28,0.29,0.25,0.26,0.27,0.33,0.27,0.27,0.29,0.27,0.27,0.27,0.26,0.25,0.23,0.26,0.23,0.23,0.22,0.21,0.25,0.22,0.22,0.24,0.23,0.23,0.0,0.2,0.22,0.21,0.21,0.24,0.23,0.2,0.19,0.21,0.21,0.2,0.19,0.17,0.21,0.2,0.19,0.19,0.17,0.19,0.19,0.19,0.19,0.17,0.18,0.18,0.15,0.16,0.16,0.16,0.18,0.14,0.16,0.16,0.15,0.18,0.16,0.14,0.15,0.16,0.15,0.13,0.15,0.16,0.14,0.15,0.14,0.16,0.14,0.14,0.12,0.14,0.14,0.14,0.14,0.14,0.15,0.11,0.13,0.24,0.13,0.14,0.15,0.12,0.13,0.14,0.14,0.14,0.11,0.12,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.14,0.12,0.13,0.12,0.13,0.0,0.14,0.12,0.11,0.13,0.12,0.12,0.13,0.12,0.0,0.14,0.0,0.11,0.12,0.13,0.12,0.0,0.11,0.0,0.0,0.0,0.12,0.13,0.0,0.11,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.12,0.11,0.12,0.0,0.0,0.35,0.0,0.13,0.13,0.11,0.11,0.0,0.0,0.0,0.0,64.04000000000002
08/27/2021,4.48,3.87,2.52,1.56,1.52,1.5,0.97,0.97,0.86,0.81,0.7,0.72,0.7,0.66,0.62,0.58,0.63,0.55,0.58,0.57,0.57,0.6,0.42,0.49,0.48,0.44,0.4,0.44,0.39,0.44,0.37,0.41,0.48,0.4,0.35,0.39,0.38,0.38,0.37,0.39,0.38,0.34,0.35,0.38,0.38,0.35,0.37,0.36,0.35,0.32,0.31,0.3,0.32,0.29,0.3,0.32,0.28,0.29,0.28,0.29,0.25,0.25,0.26,0.32,0.27,0.27,0.29,0.27,0.27,0.27,0.26,0.24,0.22,0.26,0.23,0.23,0.22,0.21,0.26,0.22,0.22,0.24,0.22,0.22,0.0,0.2,0.22,0.21,0.21,0.23,0.23,0.2,0.19,0.21,0.21,0.2,0.19,0.17,0.21,0.19,0.2,0.19,0.17,0.18,0.19,0.19,0.19,0.17,0.18,0.18,0.15,0.16,0.16,0.16,0.17,0.14,0.16,0.16,0.15,0.18,0.16,0.14,0.15,0.16,0.15,0.14,0.15,0.16,0.14,0.15,0.14,0.16,0.15,0.14,0.12,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.23,0.13,0.14,0.15,0.13,0.13,0.14,0.14,0.14,0.11,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.15,0.12,0.13,0.12,0.13,0.0,0.14,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.14,0.0,0.11,0.12,0.13,0.12,0.0,0.11,0.0,0.0,0.0,0.12,0.13,0.0,0.11,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.12,0.11,0.12,0.0,0.0,0.36,0.0,0.14,0.13,0.11,0.11,0.0,0.0,0.0,0.0,63.85000000000001
09/02/2021,4.55,3.85,2.59,1.61,1.54,1.53,1.0,0.99,0.86,0.79,0.69,0.7,0.69,0.65,0.62,0.56,0.62,0.57,0.58,0.57,0.57,0.61,0.42,0.48,0.47,0.45,0.39,0.45,0.39,0.44,0.37,0.41,0.46,0.4,0.35,0.39,0.38,0.38,0.36,0.39,0.37,0.34,0.34,0.38,0.38,0.36,0.37,0.36,0.35,0.32,0.31,0.31,0.32,0.29,0.3,0.32,0.29,0.29,0.27,0.29,0.24,0.25,0.26,0.31,0.27,0.26,0.29,0.27,0.27,0.26,0.26,0.24,0.22,0.26,0.23,0.22,0.22,0.21,0.26,0.22,0.22,0.25,0.22,0.23,0.0,0.2,0.22,0.21,0.21,0.24,0.23,0.2,0.2,0.2,0.21,0.2,0.19,0.18,0.22,0.19,0.2,0.19,0.17,0.18,0.19,0.19,0.19,0.16,0.18,0.18,0.14,0.16,0.15,0.17,0.18,0.15,0.16,0.16,0.15,0.17,0.17,0.14,0.15,0.16,0.15,0.13,0.14,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.12,0.14,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.21,0.13,0.14,0.15,0.13,0.13,0.14,0.14,0.14,0.11,0.12,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.15,0.12,0.13,0.12,0.13,0.0,0.13,0.11,0.0,0.12,0.12,0.12,0.12,0.12,0.0,0.15,0.0,0.16,0.12,0.13,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.13,0.0,0.11,0.0,0.11,0.11,0.12,0.11,0.0,0.12,0.0,0.12,0.11,0.12,0.11,0.0,0.52,0.11,0.14,0.13,0.11,0.0,0.0,0.0,0.0,0.0,64.13
09/03/2021,4.47,3.81,2.78,1.6,1.5,1.54,0.99,1.06,0.85,0.8,0.69,0.7,0.66,0.64,0.61,0.54,0.61,0.57,0.58,0.56,0.56,0.61,0.4,0.49,0.49,0.44,0.4,0.46,0.39,0.44,0.36,0.41,0.46,0.4,0.34,0.4,0.37,0.38,0.37,0.39,0.37,0.33,0.33,0.37,0.37,0.36,0.37,0.36,0.34,0.3,0.3,0.31,0.32,0.3,0.3,0.32,0.28,0.28,0.26,0.29,0.25,0.26,0.26,0.3,0.27,0.26,0.29,0.26,0.25,0.25,0.25,0.25,0.22,0.27,0.23,0.2,0.22,0.22,0.26,0.22,0.22,0.25,0.22,0.23,0.0,0.19,0.22,0.21,0.21,0.24,0.22,0.2,0.2,0.2,0.21,0.2,0.19,0.18,0.22,0.2,0.2,0.19,0.17,0.18,0.19,0.19,0.19,0.17,0.18,0.18,0.14,0.16,0.15,0.17,0.18,0.15,0.15,0.17,0.15,0.17,0.17,0.14,0.15,0.16,0.14,0.13,0.15,0.16,0.12,0.15,0.14,0.16,0.15,0.14,0.11,0.15,0.14,0.14,0.13,0.12,0.14,0.12,0.13,0.23,0.13,0.15,0.15,0.13,0.13,0.14,0.14,0.14,0.11,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.15,0.12,0.13,0.12,0.13,0.0,0.12,0.11,0.11,0.12,0.11,0.12,0.13,0.12,0.0,0.15,0.0,0.16,0.11,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.23,0.11,0.15,0.13,0.11,0.11,0.0,0.0,0.0,0.0,63.66
09/06/2021,4.5,3.78,2.76,1.58,1.47,1.51,0.98,1.05,0.85,0.81,0.67,0.71,0.66,0.64,0.61,0.53,0.61,0.56,0.58,0.55,0.56,0.63,0.4,0.49,0.5,0.46,0.4,0.45,0.39,0.44,0.37,0.41,0.46,0.4,0.34,0.4,0.35,0.38,0.36,0.39,0.37,0.33,0.34,0.38,0.37,0.35,0.37,0.36,0.32,0.31,0.31,0.3,0.32,0.29,0.3,0.32,0.28,0.27,0.26,0.29,0.25,0.25,0.25,0.3,0.27,0.26,0.3,0.25,0.25,0.25,0.25,0.25,0.22,0.27,0.23,0.2,0.23,0.22,0.26,0.22,0.22,0.25,0.22,0.24,0.0,0.19,0.22,0.21,0.21,0.23,0.22,0.2,0.19,0.21,0.21,0.2,0.2,0.16,0.23,0.2,0.2,0.19,0.17,0.18,0.19,0.19,0.18,0.17,0.18,0.18,0.14,0.15,0.15,0.17,0.18,0.15,0.14,0.17,0.15,0.18,0.17,0.14,0.15,0.16,0.14,0.13,0.15,0.16,0.13,0.15,0.14,0.15,0.15,0.14,0.11,0.15,0.14,0.14,0.13,0.12,0.15,0.11,0.13,0.24,0.14,0.16,0.15,0.13,0.14,0.14,0.14,0.14,0.11,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.15,0.13,0.14,0.12,0.13,0.0,0.12,0.12,0.11,0.13,0.11,0.12,0.12,0.12,0.0,0.15,0.0,0.16,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.27,0.11,0.15,0.13,0.11,0.11,0.0,0.0,0.0,0.0,63.59
09/07/2021,4.5,3.78,2.76,1.58,1.47,1.51,0.98,1.05,0.85,0.81,0.67,0.71,0.66,0.64,0.61,0.53,0.61,0.56,0.58,0.55,0.56,0.63,0.4,0.49,0.5,0.46,0.4,0.45,0.39,0.44,0.37,0.41,0.46,0.4,0.34,0.4,0.35,0.38,0.36,0.39,0.37,0.33,0.34,0.38,0.37,0.35,0.37,0.36,0.32,0.31,0.31,0.3,0.32,0.29,0.3,0.32,0.28,0.27,0.26,0.29,0.25,0.25,0.25,0.3,0.27,0.26,0.3,0.25,0.25,0.25,0.25,0.25,0.22,0.27,0.23,0.2,0.23,0.22,0.26,0.22,0.22,0.25,0.22,0.24,0.0,0.19,0.22,0.21,0.21,0.23,0.22,0.2,0.19,0.21,0.21,0.2,0.2,0.16,0.23,0.2,0.2,0.19,0.17,0.18,0.19,0.19,0.18,0.17,0.18,0.18,0.14,0.15,0.15,0.17,0.18,0.15,0.14,0.17,0.15,0.18,0.17,0.14,0.15,0.16,0.14,0.13,0.15,0.16,0.13,0.15,0.14,0.15,0.15,0.14,0.11,0.15,0.14,0.14,0.13,0.12,0.15,0.11,0.13,0.24,0.14,0.16,0.15,0.13,0.14,0.14,0.14,0.14,0.11,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.15,0.13,0.14,0.12,0.13,0.0,0.12,0.12,0.11,0.13,0.11,0.12,0.12,0.12,0.0,0.15,0.0,0.16,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.27,0.11,0.15,0.13,0.11,0.11,0.0,0.0,0.0,0.0,63.59
09/08/2021,4.52,3.78,2.77,1.58,1.48,1.52,1.0,1.05,0.84,0.81,0.67,0.7,0.65,0.64,0.61,0.52,0.62,0.57,0.58,0.55,0.56,0.63,0.4,0.49,0.5,0.46,0.4,0.46,0.38,0.44,0.37,0.41,0.46,0.4,0.34,0.4,0.34,0.38,0.36,0.4,0.36,0.33,0.34,0.38,0.37,0.36,0.37,0.36,0.32,0.3,0.31,0.3,0.32,0.29,0.3,0.32,0.29,0.27,0.26,0.28,0.25,0.25,0.25,0.3,0.27,0.26,0.29,0.25,0.25,0.24,0.25,0.25,0.22,0.27,0.23,0.2,0.23,0.21,0.26,0.22,0.22,0.24,0.22,0.24,0.0,0.19,0.23,0.21,0.21,0.24,0.22,0.2,0.19,0.21,0.21,0.2,0.19,0.17,0.23,0.2,0.2,0.19,0.17,0.18,0.19,0.19,0.19,0.17,0.18,0.18,0.14,0.15,0.15,0.17,0.18,0.15,0.14,0.17,0.16,0.18,0.17,0.14,0.15,0.16,0.14,0.13,0.15,0.16,0.12,0.15,0.14,0.15,0.15,0.14,0.11,0.14,0.14,0.14,0.13,0.12,0.14,0.11,0.13,0.25,0.14,0.16,0.15,0.12,0.14,0.13,0.14,0.14,0.11,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.15,0.12,0.14,0.12,0.13,0.0,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.0,0.15,0.0,0.15,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.29,0.11,0.15,0.13,0.11,0.11,0.11,0.0,0.0,0.0,63.530000000000015
09/09/2021,4.52,3.78,2.77,1.58,1.48,1.52,1.0,1.05,0.84,0.81,0.67,0.7,0.65,0.64,0.61,0.52,0.62,0.57,0.58,0.55,0.56,0.63,0.4,0.49,0.5,0.46,0.4,0.46,0.38,0.44,0.37,0.41,0.46,0.4,0.34,0.4,0.34,0.38,0.36,0.4,0.36,0.33,0.34,0.38,0.37,0.36,0.37,0.36,0.32,0.3,0.31,0.3,0.32,0.29,0.3,0.32,0.29,0.27,0.26,0.28,0.25,0.25,0.25,0.3,0.27,0.26,0.29,0.25,0.25,0.24,0.25,0.25,0.22,0.27,0.22,0.2,0.23,0.21,0.26,0.22,0.22,0.24,0.22,0.24,0.0,0.19,0.23,0.21,0.21,0.24,0.22,0.2,0.19,0.21,0.21,0.2,0.19,0.17,0.23,0.2,0.2,0.19,0.17,0.18,0.19,0.19,0.19,0.17,0.18,0.18,0.14,0.15,0.15,0.17,0.18,0.15,0.14,0.17,0.16,0.18,0.17,0.14,0.15,0.16,0.14,0.13,0.15,0.16,0.12,0.15,0.14,0.15,0.15,0.14,0.11,0.14,0.14,0.14,0.13,0.12,0.14,0.11,0.13,0.25,0.14,0.16,0.15,0.12,0.14,0.13,0.14,0.14,0.11,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.15,0.12,0.14,0.12,0.13,0.0,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.0,0.15,0.0,0.15,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.14,0.11,0.15,0.13,0.11,0.11,0.11,0.0,0.0,0.0,63.370000000000005
09/10/2021,4.6,3.78,2.8,1.61,1.49,1.53,0.99,1.09,0.84,0.8,0.68,0.7,0.64,0.64,0.61,0.53,0.61,0.58,0.59,0.56,0.56,0.64,0.4,0.48,0.49,0.47,0.4,0.45,0.39,0.44,0.38,0.4,0.46,0.4,0.34,0.4,0.34,0.38,0.36,0.4,0.36,0.33,0.33,0.38,0.37,0.36,0.37,0.36,0.32,0.3,0.31,0.3,0.32,0.29,0.29,0.32,0.29,0.27,0.26,0.29,0.25,0.25,0.26,0.3,0.27,0.26,0.29,0.25,0.25,0.24,0.25,0.24,0.22,0.27,0.22,0.2,0.23,0.21,0.26,0.22,0.22,0.24,0.22,0.24,0.0,0.19,0.23,0.2,0.21,0.24,0.22,0.19,0.19,0.2,0.21,0.2,0.2,0.16,0.23,0.2,0.2,0.19,0.17,0.18,0.19,0.18,0.18,0.17,0.18,0.18,0.14,0.15,0.15,0.17,0.18,0.15,0.14,0.17,0.15,0.18,0.17,0.14,0.15,0.16,0.14,0.13,0.15,0.16,0.12,0.15,0.14,0.15,0.15,0.14,0.11,0.14,0.13,0.14,0.13,0.12,0.14,0.11,0.13,0.26,0.14,0.16,0.15,0.13,0.14,0.14,0.14,0.14,0.11,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.11,0.15,0.13,0.14,0.12,0.13,0.0,0.12,0.12,0.11,0.12,0.11,0.12,0.13,0.12,0.0,0.15,0.0,0.16,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.12,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.29,0.11,0.16,0.13,0.11,0.11,0.0,0.0,0.0,0.0,63.72000000000001
09/13/2021,4.56,3.77,2.81,1.61,1.5,1.53,0.98,1.1,0.85,0.79,0.69,0.7,0.65,0.64,0.62,0.55,0.62,0.57,0.6,0.56,0.56,0.63,0.4,0.47,0.48,0.47,0.4,0.45,0.39,0.44,0.38,0.41,0.46,0.4,0.34,0.4,0.33,0.38,0.35,0.4,0.37,0.33,0.33,0.38,0.35,0.36,0.37,0.37,0.33,0.31,0.3,0.31,0.32,0.29,0.3,0.31,0.28,0.27,0.25,0.29,0.24,0.25,0.26,0.3,0.27,0.26,0.3,0.25,0.25,0.24,0.25,0.25,0.22,0.28,0.23,0.2,0.23,0.21,0.26,0.22,0.22,0.24,0.22,0.24,0.0,0.19,0.23,0.2,0.2,0.23,0.22,0.19,0.19,0.2,0.21,0.2,0.19,0.16,0.23,0.2,0.19,0.19,0.17,0.18,0.19,0.18,0.18,0.16,0.18,0.18,0.14,0.15,0.15,0.17,0.18,0.15,0.14,0.17,0.15,0.18,0.17,0.14,0.15,0.16,0.14,0.13,0.15,0.16,0.12,0.15,0.14,0.15,0.15,0.14,0.11,0.15,0.13,0.14,0.13,0.12,0.14,0.11,0.13,0.28,0.14,0.15,0.15,0.12,0.14,0.14,0.15,0.14,0.11,0.11,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.15,0.13,0.14,0.12,0.13,0.0,0.12,0.11,0.11,0.13,0.11,0.12,0.13,0.12,0.0,0.15,0.0,0.16,0.11,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.3,0.0,0.15,0.13,0.11,0.11,0.0,0.11,0.11,0.0,63.7
09/14/2021,4.56,3.77,2.81,1.61,1.5,1.53,0.98,1.1,0.85,0.79,0.69,0.7,0.65,0.64,0.62,0.55,0.62,0.57,0.6,0.56,0.56,0.63,0.4,0.47,0.48,0.47,0.4,0.45,0.39,0.44,0.38,0.41,0.46,0.4,0.34,0.4,0.33,0.38,0.35,0.4,0.37,0.33,0.33,0.38,0.35,0.36,0.37,0.37,0.33,0.31,0.3,0.31,0.32,0.29,0.3,0.31,0.28,0.27,0.25,0.29,0.24,0.25,0.26,0.3,0.27,0.26,0.3,0.25,0.25,0.24,0.25,0.25,0.22,0.28,0.23,0.2,0.23,0.21,0.26,0.22,0.22,0.24,0.22,0.24,0.0,0.19,0.23,0.2,0.2,0.23,0.22,0.19,0.19,0.2,0.21,0.2,0.19,0.16,0.23,0.2,0.19,0.19,0.17,0.18,0.19,0.18,0.18,0.16,0.18,0.18,0.14,0.15,0.15,0.17,0.18,0.15,0.14,0.17,0.15,0.18,0.17,0.14,0.15,0.16,0.14,0.13,0.15,0.16,0.12,0.15,0.14,0.15,0.15,0.14,0.11,0.15,0.13,0.14,0.13,0.12,0.14,0.11,0.13,0.28,0.14,0.15,0.15,0.12,0.14,0.14,0.15,0.14,0.11,0.11,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.15,0.13,0.14,0.12,0.13,0.0,0.12,0.11,0.11,0.13,0.11,0.12,0.13,0.12,0.0,0.15,0.0,0.16,0.11,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.3,0.0,0.15,0.13,0.11,0.11,0.0,0.11,0.11,0.0,63.7
09/15/2021,4.43,3.77,2.81,1.62,1.47,1.51,1.0,1.07,0.84,0.78,0.68,0.68,0.65,0.64,0.63,0.54,0.63,0.57,0.59,0.55,0.56,0.65,0.4,0.46,0.48,0.47,0.4,0.45,0.39,0.44,0.39,0.41,0.46,0.4,0.34,0.41,0.33,0.39,0.34,0.41,0.37,0.33,0.33,0.38,0.35,0.36,0.38,0.37,0.33,0.31,0.3,0.31,0.32,0.29,0.3,0.31,0.28,0.27,0.25,0.29,0.25,0.26,0.26,0.3,0.27,0.26,0.29,0.25,0.26,0.24,0.25,0.26,0.22,0.28,0.23,0.2,0.23,0.21,0.26,0.23,0.22,0.24,0.22,0.23,0.0,0.19,0.23,0.2,0.2,0.23,0.22,0.19,0.19,0.21,0.21,0.2,0.19,0.16,0.23,0.2,0.19,0.19,0.17,0.18,0.19,0.18,0.17,0.16,0.18,0.18,0.14,0.15,0.15,0.17,0.18,0.15,0.14,0.17,0.15,0.18,0.17,0.14,0.15,0.16,0.14,0.12,0.14,0.16,0.13,0.15,0.14,0.15,0.15,0.14,0.11,0.15,0.13,0.14,0.13,0.12,0.14,0.12,0.12,0.27,0.14,0.15,0.15,0.12,0.14,0.14,0.15,0.14,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.11,0.15,0.12,0.14,0.12,0.13,0.0,0.12,0.11,0.11,0.13,0.11,0.12,0.13,0.12,0.0,0.15,0.0,0.16,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.2,0.0,0.15,0.13,0.11,0.11,0.0,0.11,0.0,0.11,63.42000000000001
09/16/2021,4.45,3.78,2.8,1.61,1.49,1.53,0.98,1.08,0.86,0.78,0.68,0.7,0.65,0.64,0.63,0.54,0.63,0.56,0.6,0.56,0.55,0.65,0.41,0.46,0.49,0.46,0.4,0.44,0.4,0.44,0.38,0.41,0.44,0.4,0.34,0.4,0.34,0.39,0.34,0.4,0.36,0.34,0.32,0.38,0.35,0.36,0.37,0.36,0.34,0.31,0.3,0.32,0.32,0.29,0.3,0.31,0.28,0.27,0.25,0.29,0.25,0.26,0.26,0.3,0.27,0.26,0.29,0.25,0.26,0.24,0.25,0.26,0.22,0.27,0.23,0.2,0.23,0.21,0.26,0.23,0.22,0.25,0.22,0.23,0.0,0.19,0.23,0.2,0.2,0.23,0.22,0.19,0.2,0.21,0.21,0.2,0.2,0.16,0.22,0.2,0.19,0.19,0.17,0.18,0.19,0.18,0.17,0.16,0.18,0.18,0.14,0.15,0.15,0.17,0.18,0.15,0.14,0.17,0.16,0.18,0.17,0.14,0.15,0.16,0.15,0.13,0.14,0.16,0.13,0.15,0.14,0.15,0.15,0.14,0.11,0.15,0.13,0.14,0.13,0.12,0.14,0.12,0.12,0.26,0.14,0.15,0.15,0.13,0.14,0.14,0.15,0.14,0.11,0.12,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.11,0.15,0.13,0.14,0.12,0.13,0.0,0.11,0.12,0.11,0.13,0.11,0.12,0.12,0.12,0.0,0.15,0.0,0.17,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.32,0.0,0.14,0.13,0.11,0.11,0.0,0.11,0.11,0.0,63.650000000000006
09/17/2021,4.42,3.84,2.8,1.61,1.49,1.54,0.99,1.09,0.85,0.78,0.68,0.7,0.65,0.64,0.63,0.54,0.63,0.57,0.59,0.55,0.55,0.67,0.41,0.47,0.46,0.46,0.4,0.44,0.4,0.44,0.38,0.41,0.45,0.4,0.34,0.4,0.33,0.39,0.34,0.4,0.36,0.33,0.32,0.38,0.34,0.37,0.37,0.36,0.34,0.31,0.29,0.32,0.32,0.29,0.29,0.31,0.28,0.27,0.25,0.29,0.25,0.26,0.26,0.3,0.27,0.26,0.29,0.25,0.26,0.23,0.24,0.26,0.22,0.28,0.23,0.2,0.23,0.21,0.26,0.23,0.22,0.24,0.22,0.24,0.0,0.19,0.24,0.2,0.2,0.23,0.22,0.19,0.19,0.21,0.21,0.2,0.2,0.16,0.23,0.2,0.19,0.18,0.17,0.18,0.19,0.18,0.17,0.16,0.18,0.18,0.14,0.15,0.14,0.17,0.18,0.15,0.14,0.17,0.16,0.18,0.16,0.14,0.15,0.16,0.15,0.12,0.14,0.16,0.13,0.15,0.14,0.15,0.15,0.14,0.11,0.14,0.13,0.14,0.13,0.12,0.14,0.12,0.12,0.26,0.14,0.15,0.15,0.13,0.13,0.14,0.15,0.14,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.15,0.13,0.14,0.12,0.13,0.0,0.11,0.12,0.11,0.13,0.11,0.12,0.12,0.12,0.0,0.16,0.0,0.17,0.11,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.32,0.0,0.14,0.13,0.11,0.11,0.0,0.11,0.11,0.0,63.610000000000014
