,US Dollar,WORK,NUAN,KNL,TLND,MXIM,ATH,XLNX,INFO,MGLN,PNM,PFPT,ORBC,AJRD,CLDR,PPD,GRA,CHNG,EBSB,HOME,CNST,SPWH,ICLR,INDB,CRM,MLHR,SPGI,AMD,APO,ADI,Us Dollars,n/a,VER,SAFM,CVA,XEC,FIVN,STFC,FBC,INOV,STL,ISBC,PBCT,CSOD,QADB,MGP,UFS,FOE,VICI,CFG,MTB,WBS,NYCB,ZM,COG,O,CTRA,MLKN,QADB.,SUM
10/04/2021,0.0,0.0,6.27,0.0,0.0,0.0,6.38,5.44,4.59,3.64,3.49,0.0,0.0,2.32,2.54,2.54,0.0,1.99,2.71,0.0,0.0,1.8,-0.02,-2.73,0.03,-0.02,-4.74,-6.4,-6.52,-0.01,0.0,55.77,4.04,3.88,3.99,5.66,3.39,3.55,3.42,2.97,2.42,2.38,2.39,2.0,2.0,1.78,1.23,0.99,-1.8,-2.2,-2.41,-2.44,-3.48,-3.07,-5.67,-4.08,0.0,0.0,0.0,100.01
10/11/2021,0.0,0.0,6.31,0.0,0.0,0.0,7.48,6.41,5.3,3.65,3.52,0.0,0.0,2.28,2.54,2.55,0.0,1.98,3.23,0.0,0.0,1.81,-0.02,-3.24,0.03,-0.02,-5.43,-7.45,-7.57,-0.01,0.0,55.76,4.77,3.89,3.99,0.0,3.55,3.57,4.08,3.0,2.82,2.79,2.76,2.0,2.0,2.08,1.25,0.99,-2.11,-2.56,-2.79,-2.85,-4.13,-3.39,0.0,-4.8,0.0,0.0,0.0,100.02
10/12/2021,0.0,0.0,6.47,0.0,0.0,0.0,7.89,6.51,5.42,3.75,3.6,0.0,0.0,2.38,0.0,2.63,0.0,2.03,3.35,0.0,0.0,1.86,-0.02,-3.36,0.03,-0.02,-5.54,-7.56,-8.0,-0.02,0.0,57.26,4.85,3.99,4.11,0.0,3.51,3.66,4.21,3.08,2.9,2.87,2.84,2.06,2.06,2.1,1.28,1.03,-2.14,-2.66,-2.87,-2.93,-4.28,-3.46,0.0,-4.89,0.0,0.0,0.0,99.97999999999998
10/13/2021,0.0,0.0,6.47,0.0,0.0,0.0,7.89,6.51,5.42,3.75,3.6,0.0,0.0,2.38,0.0,2.63,0.0,2.03,3.35,0.0,0.0,1.86,-0.02,-3.36,0.03,-0.02,-5.54,-7.56,-8.0,-0.02,0.0,57.26,4.85,3.99,4.11,0.0,3.51,3.66,4.21,3.08,2.9,2.87,2.84,2.06,2.06,2.1,1.28,1.03,-2.14,-2.66,-2.87,-2.93,-4.28,-3.46,0.0,-4.89,0.0,0.0,0.0,99.97999999999998
10/14/2021,0.0,0.0,6.3,0.0,0.0,0.0,7.69,6.31,5.26,3.66,3.51,0.0,0.0,2.32,0.0,2.56,0.0,1.97,3.29,0.0,0.0,1.81,-0.02,-3.3,0.03,-0.02,-5.4,-7.35,-7.82,-0.01,0.0,58.44,4.77,3.88,4.0,0.0,3.36,3.57,4.13,3.01,2.8,2.77,2.74,2.01,2.01,2.06,1.25,1.01,-2.1,-2.56,-2.76,-2.84,-4.18,-3.37,0.0,-4.81,0.0,0.0,0.0,99.98000000000002
10/15/2021,0.0,0.0,6.29,0.0,0.0,0.0,7.74,6.33,5.29,3.65,3.51,0.0,0.0,2.33,0.0,2.55,0.0,1.97,3.26,0.0,0.0,1.81,-0.02,-3.27,0.03,-0.02,-5.42,-7.37,-7.86,-0.01,0.0,58.34,4.82,3.89,4.0,0.0,3.49,3.57,4.14,3.01,2.82,2.77,2.72,2.01,2.01,2.08,1.25,1.01,-2.12,-2.55,-2.74,-2.86,-4.19,-3.38,0.0,-4.87,0.0,0.0,0.0,100.01
10/19/2021,0.0,0.0,6.3,0.0,0.0,0.0,7.92,6.79,5.45,3.65,3.51,0.0,0.0,2.34,0.0,2.56,0.0,1.96,3.23,0.0,0.0,1.81,-0.02,-3.24,0.03,-0.02,-5.58,-7.86,-8.04,-0.02,0.0,58.34,4.92,3.85,4.0,0.0,3.68,3.57,4.15,3.0,2.85,2.75,2.73,2.01,2.01,2.11,1.25,1.01,-2.15,-2.54,-2.75,-2.88,-4.23,-3.53,0.0,-4.94,0.0,0.0,0.0,99.98
10/20/2021,0.0,0.0,6.3,0.0,0.0,0.0,7.92,6.79,5.45,3.65,3.51,0.0,0.0,2.34,0.0,2.56,0.0,1.96,3.23,0.0,0.0,1.81,-0.02,-3.24,0.03,-0.02,-5.58,-7.86,-8.04,-0.02,0.0,58.34,4.92,3.85,4.0,0.0,3.68,3.57,4.15,3.0,2.85,2.75,2.73,2.01,2.01,2.11,1.25,1.01,-2.15,-2.54,-2.75,-2.88,-4.23,-3.53,0.0,-4.94,0.0,0.0,0.0,99.98
10/21/2021,0.0,0.0,6.44,0.0,0.0,0.0,8.19,7.06,5.62,3.73,3.58,0.0,0.0,2.39,0.0,2.61,0.0,2.01,3.34,0.0,0.0,1.86,-0.02,-3.34,0.03,-0.02,-5.75,-8.33,-8.31,-0.02,0.0,59.63,5.07,3.94,4.09,0.0,3.86,3.64,4.26,3.07,2.92,2.83,2.78,0.0,2.05,2.17,1.27,1.04,-2.2,-2.61,-2.8,-2.95,-4.34,-3.71,0.0,-5.09,0.0,0.0,0.0,99.99
10/22/2021,0.0,0.0,6.31,0.0,0.0,0.0,8.59,6.92,5.58,3.65,3.51,0.0,0.0,2.35,0.0,2.56,0.0,1.98,3.29,0.0,0.0,1.82,-0.02,-3.31,0.03,-0.02,-5.67,-8.16,-8.73,-0.02,0.0,60.43,4.95,3.85,4.01,0.0,3.82,3.57,4.23,3.01,2.85,2.8,2.74,0.0,2.01,2.12,1.24,1.02,-2.15,-2.59,-2.76,-2.89,-4.31,-3.66,0.0,-4.97,0.0,0.0,0.0,99.98
10/25/2021,0.0,0.0,6.29,0.0,0.0,0.0,9.08,7.05,5.51,3.66,3.51,0.0,0.0,2.36,0.0,2.56,0.0,2.01,3.35,0.0,0.0,1.81,-0.02,-3.36,0.03,-0.02,-5.6,-8.36,-9.21,-0.02,0.0,60.4,5.03,3.87,4.01,0.0,3.84,3.57,4.25,3.01,2.87,2.8,2.88,0.0,2.01,2.12,1.24,1.02,-2.15,-2.61,-2.9,-2.91,-4.3,-3.64,0.0,-5.04,0.0,0.0,0.0,100.0
10/26/2021,0.0,0.0,6.3,0.0,0.0,0.0,9.39,7.01,5.55,3.66,3.51,0.0,0.0,2.37,0.0,2.56,0.0,2.02,3.42,0.0,0.0,1.81,-0.02,-3.42,0.03,-0.02,-5.67,-8.41,-9.51,-0.02,0.0,60.47,5.08,3.91,4.01,0.0,3.87,3.57,4.2,3.02,2.92,2.85,2.89,0.0,2.01,2.13,1.24,1.01,-2.16,-2.66,-2.91,-2.94,-4.28,-3.68,0.0,-5.09,0.0,0.0,0.0,100.02
10/27/2021,0.0,0.0,6.3,0.0,0.0,0.0,9.39,7.01,5.55,3.66,3.51,0.0,0.0,2.37,0.0,2.56,0.0,2.02,3.42,0.0,0.0,1.81,-0.02,-3.42,0.03,-0.02,-5.67,-8.41,-9.51,-0.02,0.0,60.47,5.08,3.91,4.01,0.0,3.87,3.57,4.2,3.02,2.92,2.85,2.89,0.0,2.01,2.13,1.24,1.01,-2.16,-2.66,-2.91,-2.94,-4.28,-3.68,0.0,-5.09,0.0,0.0,0.0,100.02
10/28/2021,0.0,0.0,6.3,0.0,0.0,0.0,9.39,7.01,5.55,3.66,3.51,0.0,0.0,2.37,0.0,2.56,0.0,2.02,3.42,0.0,0.0,1.81,-0.02,-3.42,0.03,-0.02,-5.67,-8.41,-9.51,-0.02,0.0,60.47,5.08,3.91,4.01,0.0,3.87,3.57,4.2,3.02,2.92,2.85,2.89,0.0,2.01,2.13,1.24,1.01,-2.16,-2.66,-2.91,-2.94,-4.28,-3.68,0.0,-5.09,0.0,0.0,0.0,100.02
10/29/2021,0.0,0.0,6.3,0.0,0.0,0.0,9.43,7.13,5.51,3.66,3.52,0.0,0.0,2.34,0.0,2.56,0.0,2.02,3.36,0.0,0.0,1.83,-0.02,-3.38,0.03,-0.02,-5.64,-8.6,-9.55,-0.02,0.0,60.54,5.24,3.92,4.01,0.0,3.85,3.58,4.21,3.02,2.95,2.86,2.88,0.0,2.01,2.13,1.24,1.02,-2.16,-2.66,-2.9,-2.98,-4.27,-3.71,0.0,-5.25,0.0,0.0,0.0,99.99
11/01/2021,0.0,0.0,6.29,0.0,0.0,0.0,9.23,7.34,5.73,3.65,3.53,0.0,0.0,2.33,0.0,2.57,0.0,2.04,3.4,0.0,0.0,1.76,-0.02,-3.39,0.03,-0.02,-5.9,-8.49,-9.33,-0.02,0.0,60.37,5.18,3.9,4.0,0.0,3.79,3.58,3.73,3.01,2.82,2.75,2.68,0.0,2.01,2.11,1.24,1.02,-2.14,-2.53,-2.69,-2.84,-3.86,-3.66,0.0,-5.18,0.0,0.0,0.0,100.02
11/02/2021,0.0,0.0,6.28,0.0,0.0,0.0,9.09,7.31,5.8,3.66,3.52,0.0,0.0,2.35,0.0,2.57,0.0,2.05,3.41,0.0,0.0,1.76,-0.02,-3.41,0.03,0.0,-5.96,-8.43,-9.17,-0.02,0.0,60.41,5.06,3.91,4.01,0.0,3.78,3.58,3.58,3.01,2.78,2.72,2.64,0.0,2.01,2.06,1.24,1.02,-2.1,-2.5,-2.67,-2.83,-3.79,-3.63,0.0,-5.06,0.0,-0.02,0.0,100.03
11/03/2021,0.0,0.0,6.28,0.0,0.0,0.0,9.09,7.31,5.8,3.66,3.52,0.0,0.0,2.35,0.0,2.57,0.0,2.05,3.41,0.0,0.0,1.76,-0.02,-3.41,0.03,0.0,-5.96,-8.43,-9.17,-0.02,0.0,60.41,5.06,3.91,4.01,0.0,3.78,3.58,3.58,3.01,2.78,2.72,2.64,0.0,2.01,2.06,1.24,1.02,-2.1,-2.5,-2.67,-2.83,-3.79,-3.63,0.0,-5.06,0.0,-0.02,0.0,100.03
11/04/2021,0.0,0.0,6.28,0.0,0.0,0.0,9.09,7.31,5.8,3.66,3.52,0.0,0.0,2.35,0.0,2.57,0.0,2.05,3.41,0.0,0.0,1.76,-0.02,-3.41,0.03,0.0,-5.96,-8.43,-9.17,-0.02,0.0,60.41,5.06,3.91,4.01,0.0,3.78,3.58,3.58,3.01,2.78,2.72,2.64,0.0,2.01,2.06,1.24,1.02,-2.1,-2.5,-2.67,-2.83,-3.79,-3.63,0.0,-5.06,0.0,-0.02,0.0,100.03
11/09/2021,0.0,0.0,6.31,0.0,0.0,0.0,9.14,8.08,5.63,3.66,3.44,0.0,0.0,2.45,0.0,2.58,0.0,2.05,3.65,0.0,0.0,1.77,-0.02,-3.66,0.04,0.0,-5.8,-9.59,-9.2,-0.02,0.0,60.59,0.0,3.91,4.03,0.0,3.55,3.6,3.68,3.03,2.95,2.78,2.78,0.0,2.02,2.09,1.23,1.04,-2.13,-2.53,-2.83,-2.98,-3.79,-3.51,0.0,0.0,0.0,-0.03,0.0,99.99
11/10/2021,0.0,0.0,6.31,0.0,0.0,0.0,9.14,8.08,5.63,3.66,3.44,0.0,0.0,2.45,0.0,2.58,0.0,2.05,3.65,0.0,0.0,1.77,-0.02,-3.66,0.04,0.0,-5.8,-9.59,-9.2,-0.02,0.0,60.59,0.0,3.91,4.03,0.0,3.55,3.6,3.68,3.03,2.95,2.78,2.78,0.0,0.0,2.09,1.23,1.04,-2.13,-2.53,-2.83,-2.98,-3.79,-3.51,0.0,0.0,0.0,-0.03,2.02,99.99
11/11/2021,0.0,0.0,6.48,0.0,0.0,0.0,9.41,8.71,5.78,3.77,3.56,0.0,0.0,2.48,0.0,2.65,0.0,2.1,3.83,0.0,0.0,1.82,-0.02,-3.81,0.04,0.0,-5.99,-10.86,-9.48,-0.02,0.0,62.21,0.0,4.01,4.14,0.0,3.59,3.7,3.85,3.11,3.03,2.86,2.88,0.0,0.0,2.14,1.26,1.07,-2.18,-2.61,-2.94,-3.05,-3.96,-3.55,0.0,0.0,0.0,-0.03,0.0,99.98000000000002
11/12/2021,0.0,0.0,6.33,0.0,0.0,0.0,9.09,8.38,5.64,3.68,3.48,0.0,0.0,2.35,0.0,2.59,0.0,2.05,3.72,0.0,0.0,1.78,-0.02,-3.72,0.04,0.0,-5.84,-10.5,-9.15,-0.02,0.0,62.69,0.0,3.91,4.04,0.0,4.0,3.62,3.76,3.04,2.96,2.77,2.77,0.0,0.0,2.07,1.24,1.04,-2.1,-2.54,-2.83,-2.98,-3.87,-3.44,0.0,0.0,0.0,-0.02,0.0,100.01
11/15/2021,0.0,0.0,6.3,0.0,0.0,0.0,8.8,8.06,5.53,3.66,3.46,0.0,0.0,2.37,0.0,2.58,0.0,2.04,3.59,0.0,0.0,1.77,-0.02,-3.58,0.03,0.0,-5.73,-9.83,-8.85,-0.02,0.0,62.48,0.0,3.89,4.03,0.0,3.9,3.6,3.69,3.02,2.94,2.75,2.79,0.0,0.0,2.04,1.23,1.04,-2.07,-2.54,-2.85,-2.96,-3.8,-3.33,0.0,0.0,0.0,-0.02,0.0,99.99
11/16/2021,0.0,0.0,6.28,0.0,0.0,0.0,8.92,8.71,5.58,3.67,3.46,0.0,0.0,2.34,0.0,2.58,0.0,2.04,3.56,0.0,0.0,1.78,-0.02,-3.55,0.04,0.0,-5.72,-10.4,-8.97,-0.02,0.0,62.49,0.0,3.86,4.03,0.0,3.86,3.6,3.69,3.02,2.94,2.82,2.85,0.0,0.0,2.03,1.23,1.04,-2.06,-2.61,-2.91,-2.96,-3.8,-3.38,0.0,0.0,0.0,-0.02,0.0,100.0
11/17/2021,0.0,0.0,6.28,0.0,0.0,0.0,8.92,8.71,5.58,3.67,3.46,0.0,0.0,2.34,0.0,2.58,0.0,2.04,3.56,0.0,0.0,1.78,-0.02,-3.55,0.04,0.0,-5.72,-10.4,-8.97,-0.02,0.0,62.49,0.0,3.86,4.03,0.0,3.86,3.6,3.69,3.02,2.94,2.82,2.85,0.0,0.0,2.03,1.23,1.04,-2.06,-2.61,-2.91,-2.96,-3.8,-3.38,0.0,0.0,0.0,-0.02,0.0,100.0
11/25/2021,0.0,0.0,6.35,0.0,0.0,0.0,9.12,9.01,5.71,3.66,3.54,0.0,0.0,2.33,0.0,2.59,0.0,1.96,0.0,0.0,0.0,1.79,-0.02,0.01,0.03,0.0,-5.79,-10.76,-9.1,-0.02,0.0,62.62,0.0,3.9,4.04,0.0,3.36,3.61,3.71,3.05,2.93,2.86,2.9,0.0,0.0,2.0,1.27,1.04,-2.03,-2.67,-2.95,-2.95,-3.85,-3.23,0.0,0.0,0.0,-0.03,0.0,99.99000000000004
12/21/2021,0.0,0.0,6.74,0.0,0.0,0.0,10.34,9.98,7.14,3.91,3.42,0.0,0.0,2.65,0.0,0.0,0.0,2.14,0.0,0.0,0.0,1.21,-0.03,0.01,0.03,0.0,-7.22,-11.86,-10.3,-0.02,0.0,72.09,0.0,4.22,0.0,0.0,4.01,3.86,4.21,0.0,3.19,3.12,3.17,0.0,0.0,2.41,0.0,1.13,-2.42,-2.95,-3.28,-3.26,-4.38,-3.25,0.0,0.0,0.0,-0.03,0.0,99.98
12/22/2021,0.0,0.0,6.74,0.0,0.0,0.0,10.34,9.98,7.14,3.91,3.42,0.0,0.0,2.65,0.0,0.0,0.0,2.14,0.0,0.0,0.0,1.21,-0.03,0.01,0.03,0.0,-7.22,-11.86,-10.3,-0.02,0.0,72.09,0.0,4.22,0.0,0.0,4.01,3.86,4.21,0.0,3.19,3.12,3.17,0.0,0.0,2.41,0.0,1.13,-2.42,-2.95,-3.28,-3.26,-4.38,-3.25,0.0,0.0,0.0,-0.03,0.0,99.98
12/23/2021,0.0,0.0,6.32,0.0,0.0,0.0,9.46,9.17,6.59,3.67,3.2,0.0,0.0,2.51,0.0,0.0,0.0,1.98,0.0,0.0,0.0,1.11,-0.03,0.01,0.03,0.0,-6.66,-10.96,-9.41,-0.02,0.0,73.62,0.0,3.96,0.0,0.0,3.84,3.63,3.94,0.0,3.0,2.9,2.94,0.0,0.0,2.24,0.0,1.06,-2.26,-2.7,-3.03,-3.01,-4.06,-3.02,0.0,0.0,0.0,-0.02,0.0,100.00000000000004
12/24/2021,0.0,0.0,6.77,0.0,0.0,0.0,10.58,10.29,7.18,3.92,3.4,0.0,0.0,2.68,0.0,0.0,0.0,2.15,0.0,0.0,0.0,1.23,-0.03,0.01,0.03,0.0,-7.26,-12.41,-10.52,-0.02,0.0,72.05,0.0,4.16,0.0,0.0,4.12,3.86,4.3,0.0,3.33,3.18,3.23,0.0,0.0,2.49,0.0,1.13,-2.51,-2.97,-3.32,-3.35,-4.44,-3.24,0.0,0.0,0.0,-0.03,0.0,99.99
12/27/2021,0.0,0.0,6.74,0.0,0.0,0.0,10.86,10.71,7.19,3.9,3.4,0.0,0.0,2.61,0.0,0.0,0.0,2.17,0.0,0.0,0.0,1.25,-0.03,0.01,0.03,0.0,-7.27,-12.5,-10.81,-0.02,0.0,71.64,0.0,4.13,0.0,0.0,4.09,3.84,4.36,0.0,3.4,3.23,3.28,0.0,0.0,2.53,0.0,1.13,-2.52,-3.0,-3.35,-3.41,-4.49,-3.09,0.0,0.0,0.0,-0.03,0.0,99.98
12/28/2021,0.0,0.0,6.74,0.0,0.0,0.0,10.86,10.71,7.19,3.9,3.4,0.0,0.0,2.61,0.0,0.0,0.0,2.17,0.0,0.0,0.0,1.25,-0.03,0.01,0.03,0.0,-7.27,-12.5,-10.81,-0.02,0.0,71.64,0.0,4.13,0.0,0.0,4.09,3.84,4.36,0.0,3.4,3.23,3.28,0.0,0.0,2.53,0.0,1.13,-2.52,-3.0,-3.35,-3.41,-4.49,-3.09,0.0,0.0,0.0,-0.03,0.0,99.98
12/29/2021,0.0,0.0,6.74,0.0,0.0,0.0,10.86,10.71,7.19,3.9,3.4,0.0,0.0,2.61,0.0,0.0,0.0,2.17,0.0,0.0,0.0,1.25,-0.03,0.01,0.03,0.0,-7.27,-12.5,-10.81,-0.02,0.0,71.64,0.0,4.13,0.0,0.0,4.09,3.84,4.36,0.0,3.4,3.23,3.28,0.0,0.0,2.53,0.0,1.13,-2.52,-3.0,-3.35,-3.41,-4.49,-3.09,0.0,0.0,0.0,-0.03,0.0,99.98
12/30/2021,0.0,0.0,6.76,0.0,0.0,0.0,10.86,11.07,7.3,3.92,3.42,0.0,0.0,2.64,0.0,0.0,0.0,2.17,0.0,0.0,0.0,1.26,-0.03,0.01,0.03,0.0,-7.36,-13.25,-10.8,-0.02,0.0,71.86,0.0,4.18,0.0,0.0,4.02,3.85,4.44,0.0,3.46,3.26,3.36,0.0,0.0,2.57,0.0,1.13,-2.56,-3.05,-3.41,-3.48,-4.56,-3.04,0.0,0.0,0.0,-0.03,0.0,99.97999999999999
