,LIN GR,SAP.DE,SIE.DE,ALV.DE,DAI.DE,BAS.DE,DTE.DE,DPW.DE,ADS.DE,BAYN.DE,IFX.DE,VOW3.DE,MUV2.DE,VNA.DE,BMW.DE,DB1.DE,DHER.DE,DBK.DE,MRK.DE,RWE.DE,EOAN.DE,FRE.DE,DWNI.DE,HEN3.DE,FME.DE,CON.DE,ENR.DE,MTX.DE,HEI.DE,1COV.DE,CASH,LIN,4165.T,Cash,n/a,VTSC GR,AIR GR,ZAL.DE,SHL.DE,HFG.DE,SY1.DE,SRT3 GR,BNR.DE,PAH3.DE,QIA GZ,PUM.DE,LIN.,VTSC.DE,SRT3.,QIA.,BEI.DE,SUM
10/07/2021,9.62,8.88,7.57,5.93,4.79,4.39,4.15,3.87,3.53,3.39,3.28,2.59,2.49,2.0,1.98,1.94,1.44,1.63,1.75,1.56,1.67,1.23,0.78,1.02,0.89,0.73,0.77,0.78,0.69,0.83,0.0,0.0,0.0,0.0,0.08,0.0,4.9,1.32,1.13,1.01,1.01,0.93,0.92,0.95,0.73,0.72,0.0,0.09,0.0,0.0,0.0,99.96
10/08/2021,0.0,8.8,7.61,5.95,4.75,4.35,4.16,3.89,3.49,3.33,3.4,2.58,2.5,1.97,1.97,1.93,1.43,1.67,1.77,1.58,1.69,1.21,0.77,1.02,0.88,0.72,0.77,0.77,0.68,0.81,0.0,0.0,0.0,0.0,0.08,0.0,4.91,1.33,1.14,1.04,1.0,0.94,0.93,0.95,0.73,0.73,9.73,0.08,0.0,0.0,0.0,100.04
10/11/2021,0.0,9.02,7.57,5.96,4.83,4.25,3.97,3.84,3.52,3.4,3.42,2.55,2.48,1.97,1.95,1.95,1.45,1.72,1.76,1.57,1.67,1.19,0.77,1.01,0.87,0.74,0.76,0.77,0.68,0.8,0.0,0.0,0.0,0.0,0.08,0.0,4.86,1.31,1.13,1.04,1.01,0.92,0.92,0.94,0.74,0.74,9.8,0.09,0.0,0.0,0.0,100.02
10/12/2021,0.0,9.02,7.57,5.96,4.83,4.25,3.97,3.84,3.52,3.4,3.42,2.55,2.48,1.97,1.95,1.95,1.45,1.72,1.76,1.57,1.67,1.19,0.77,1.01,0.87,0.74,0.76,0.77,0.68,0.8,0.0,0.0,0.0,0.0,0.08,0.0,4.86,1.31,1.13,1.04,1.01,0.92,0.92,0.94,0.74,0.74,9.8,0.09,0.0,0.0,0.0,100.02
10/13/2021,0.0,8.98,7.59,5.98,4.96,4.29,3.96,3.78,3.47,3.44,3.4,2.55,2.5,1.95,1.99,1.97,1.46,1.73,1.76,1.53,1.64,1.22,0.77,1.01,0.88,0.77,0.76,0.78,0.68,0.81,0.0,0.0,0.0,0.0,0.08,0.0,4.83,1.31,1.13,1.02,1.0,0.9,0.93,0.94,0.74,0.72,9.7,0.09,0.0,0.0,0.0,100.0
10/14/2021,0.0,8.97,7.52,5.99,5.11,4.32,3.95,3.73,3.45,3.5,3.41,2.56,2.48,1.96,2.03,1.97,1.46,1.74,1.74,1.49,1.58,1.23,0.77,1.0,0.89,0.78,0.78,0.77,0.68,0.83,0.0,0.0,0.0,0.0,0.08,0.0,4.86,1.28,1.13,0.96,1.0,0.0,0.91,0.95,0.0,0.71,9.71,0.09,0.89,0.74,0.0,100.0
10/15/2021,0.0,9.02,7.57,6.01,5.11,4.39,3.91,3.78,3.47,3.47,3.41,2.53,2.49,1.97,2.04,1.99,1.49,1.74,1.78,1.51,1.59,1.22,0.46,1.0,0.88,0.78,0.79,0.75,0.68,0.83,0.0,0.0,0.0,0.0,0.13,0.0,4.87,1.26,1.13,0.98,1.0,0.9,0.91,0.95,0.74,0.72,9.74,0.0,0.0,0.0,0.0,99.99
10/18/2021,0.0,9.44,7.68,5.84,5.06,4.33,3.86,3.73,3.49,3.4,3.49,2.59,2.44,1.97,1.99,1.93,1.47,1.65,1.79,1.49,1.56,1.21,0.46,0.98,0.87,0.77,0.8,0.73,0.66,0.81,0.0,0.0,0.0,0.0,0.13,0.0,4.78,1.3,1.14,0.97,1.0,0.94,0.91,0.97,0.74,0.73,9.89,0.0,0.0,0.0,0.0,99.99
10/19/2021,0.0,9.44,7.68,5.84,5.06,4.33,3.86,3.73,3.49,3.4,3.49,2.59,2.44,1.97,1.99,1.93,1.47,1.65,1.79,1.49,1.56,1.21,0.46,0.98,0.87,0.77,0.8,0.73,0.66,0.81,0.0,0.0,0.0,0.0,0.13,0.0,4.78,1.3,1.14,0.97,1.0,0.94,0.91,0.97,0.74,0.73,9.89,0.0,0.0,0.0,0.0,99.99
10/21/2021,0.0,9.44,7.61,5.9,4.98,4.26,3.85,3.74,3.54,3.32,3.54,2.53,2.45,2.0,1.99,1.95,1.52,1.7,1.8,1.55,1.58,1.2,0.46,0.97,0.86,0.76,0.8,0.72,0.66,0.78,0.0,0.0,0.0,0.0,0.13,0.0,4.78,1.33,1.14,1.03,1.0,0.93,0.91,0.96,0.74,0.72,9.86,0.0,0.0,0.0,0.0,99.99
10/22/2021,0.0,9.4,7.63,5.9,5.0,4.23,3.82,3.79,3.5,3.36,3.56,2.5,2.51,2.02,1.97,1.97,1.54,1.69,1.81,1.57,1.59,1.19,0.45,0.96,0.87,0.75,0.81,0.71,0.67,0.78,0.0,0.0,0.0,0.0,0.13,0.0,4.71,1.32,1.15,1.01,1.0,0.94,0.91,0.95,0.74,0.73,9.88,0.0,0.0,0.0,0.0,100.02
10/25/2021,0.0,9.05,7.54,5.91,4.97,4.18,3.86,3.74,3.6,3.43,3.58,2.53,2.52,2.0,1.94,1.93,1.58,1.72,1.89,1.59,1.62,1.21,0.45,0.96,0.88,0.76,0.82,0.7,0.67,0.76,0.0,0.0,0.0,0.0,0.13,0.0,4.7,1.36,1.17,0.99,1.01,1.0,0.91,0.96,0.75,0.74,9.88,0.0,0.0,0.0,0.0,99.99
10/26/2021,0.0,9.05,7.54,5.91,4.97,4.18,3.86,3.74,3.6,3.43,3.58,2.53,2.52,2.0,1.94,1.93,1.58,1.72,1.89,1.59,1.62,1.21,0.45,0.96,0.88,0.76,0.82,0.7,0.67,0.76,0.0,0.0,0.0,0.0,0.13,0.0,4.7,1.36,1.17,0.99,1.01,1.0,0.91,0.96,0.75,0.74,9.88,0.0,0.0,0.0,0.0,99.99
10/27/2021,0.0,9.12,7.56,5.89,4.97,4.16,3.81,3.77,3.61,3.43,3.63,2.57,2.49,2.0,1.97,1.92,1.52,1.72,1.87,1.6,1.62,1.2,0.45,0.97,0.87,0.76,0.81,0.69,0.67,0.76,0.0,0.0,0.0,0.0,0.13,0.0,4.6,1.33,1.17,0.98,1.01,0.0,0.91,0.97,0.0,0.74,10.0,0.0,0.99,0.76,0.0,100.0
10/28/2021,0.0,9.27,7.51,5.86,5.0,4.17,3.77,3.73,3.59,3.42,3.65,2.68,2.47,1.98,2.0,1.89,1.49,1.72,1.87,1.57,1.6,1.21,0.44,0.94,0.88,0.75,0.8,0.69,0.67,0.77,0.0,0.0,0.0,0.0,0.12,0.0,4.52,1.32,1.18,0.99,1.02,1.0,0.91,1.01,0.76,0.73,10.06,0.0,0.0,0.0,0.0,100.01
10/29/2021,10.04,9.35,7.56,5.88,4.96,4.15,3.76,3.78,3.59,3.41,3.64,2.67,2.49,1.95,2.0,1.88,1.5,1.74,1.85,1.59,1.6,1.15,0.43,0.95,0.83,0.75,0.82,0.7,0.67,0.77,0.0,0.0,0.0,0.0,0.12,0.0,4.55,1.33,1.17,0.97,1.01,0.0,0.9,1.01,0.0,0.73,0.0,0.0,0.97,0.76,0.0,99.98
11/01/2021,9.95,9.37,7.48,5.87,5.01,4.08,3.67,3.75,3.64,3.4,3.71,2.53,2.53,1.98,1.99,1.88,1.45,1.62,1.88,1.62,1.65,1.16,0.0,0.95,0.84,0.77,0.84,0.71,0.67,0.76,0.0,0.0,0.0,0.0,0.14,0.0,4.63,1.33,1.17,0.9,1.04,0.98,0.9,0.99,0.76,0.76,0.0,0.0,0.0,0.0,0.64,100.0
11/02/2021,9.95,9.37,7.48,5.87,5.01,4.08,3.67,3.75,3.64,3.4,3.71,2.53,2.53,1.98,1.99,1.88,1.45,1.62,1.88,1.62,1.65,1.16,0.0,0.95,0.84,0.77,0.84,0.71,0.67,0.76,0.0,0.0,0.0,0.0,0.14,0.0,4.63,1.33,1.17,0.9,1.04,0.98,0.9,0.99,0.76,0.76,0.0,0.0,0.0,0.0,0.64,100.0
11/03/2021,0.0,9.3,7.5,5.88,5.12,4.07,3.69,3.71,3.63,3.4,3.74,2.52,2.55,1.93,1.98,1.87,1.41,1.63,1.87,1.6,1.62,1.14,0.0,0.96,0.81,0.78,0.83,0.73,0.68,0.76,0.0,0.0,0.0,0.0,0.14,0.0,4.58,1.34,1.13,0.86,1.03,0.98,0.9,0.97,0.77,0.76,10.2,0.0,0.0,0.0,0.64,100.01
11/04/2021,0.0,9.31,7.47,5.86,5.16,4.07,3.7,3.75,3.61,3.43,3.74,2.51,2.53,1.92,1.99,1.88,1.4,1.64,1.89,1.61,1.63,1.15,0.0,0.96,0.82,0.76,0.83,0.72,0.68,0.76,0.0,0.0,0.0,0.0,0.14,0.0,4.51,1.34,1.15,0.86,1.04,0.0,0.9,0.97,0.0,0.75,10.15,0.0,0.98,0.78,0.64,99.99
11/05/2021,0.0,9.27,7.63,5.83,5.12,4.0,3.69,3.76,3.6,3.44,3.77,2.47,2.54,1.9,1.98,1.88,1.39,1.64,1.89,1.58,1.62,1.17,0.0,0.96,0.82,0.75,0.8,0.72,0.67,0.74,0.0,0.0,0.0,0.0,0.13,0.0,4.49,1.34,1.17,1.0,1.05,0.0,0.91,0.96,0.0,0.75,10.21,0.0,0.98,0.76,0.64,100.02
11/09/2021,0.0,9.36,7.64,5.76,5.09,3.93,3.73,3.9,3.69,3.42,3.81,2.39,2.54,1.92,2.0,1.91,1.41,1.59,1.95,1.54,1.62,1.11,0.0,0.97,0.82,0.76,0.76,0.7,0.65,0.73,0.0,0.0,0.0,0.0,0.13,0.0,4.41,1.27,1.18,1.06,1.04,0.0,0.89,0.93,0.0,0.77,10.21,0.0,1.01,0.76,0.63,99.99
11/10/2021,0.0,9.36,7.61,5.81,5.11,3.96,3.77,3.77,3.74,3.4,3.88,2.45,2.52,1.86,2.04,1.89,1.38,1.6,1.81,1.52,1.59,1.13,0.0,0.98,0.84,0.76,0.74,0.75,0.66,0.73,0.0,0.0,0.0,0.0,0.13,0.0,4.61,1.22,1.16,1.01,1.02,0.0,0.86,0.94,0.0,0.78,10.3,0.0,0.93,0.74,0.64,100.0
11/11/2021,0.0,9.36,7.64,5.8,5.09,3.96,3.72,3.77,3.69,3.42,3.87,2.38,2.53,1.84,2.03,1.89,1.37,1.6,1.87,1.5,1.59,1.12,0.0,0.91,0.83,0.76,0.78,0.74,0.66,0.73,0.0,0.0,0.0,0.0,0.13,0.0,4.68,1.22,1.16,1.02,1.03,0.0,0.85,0.93,0.0,0.77,10.4,0.0,0.95,0.74,0.63,99.95999999999998
11/12/2021,10.45,9.32,7.62,5.81,5.11,3.94,3.71,3.82,3.71,3.47,3.78,2.36,2.47,1.87,2.02,1.9,1.41,1.58,1.87,1.5,1.59,1.07,0.0,0.94,0.8,0.79,0.8,0.75,0.66,0.74,0.0,0.0,0.0,0.0,0.13,0.0,4.71,1.23,1.15,1.03,1.04,0.95,0.85,0.91,0.73,0.78,0.0,0.0,0.0,0.0,0.63,100.0
11/15/2021,0.0,9.21,7.89,5.85,5.09,3.97,3.74,3.82,3.51,3.47,3.8,2.36,2.47,1.89,2.05,1.88,1.46,1.6,1.83,1.53,1.59,1.08,0.0,0.93,0.79,0.77,0.79,0.74,0.66,0.74,0.0,0.0,0.0,0.0,0.13,0.0,4.63,1.21,1.16,1.02,1.05,0.0,0.87,0.89,0.0,0.76,10.5,0.0,0.91,0.74,0.64,100.02
11/16/2021,0.0,9.21,7.89,5.85,5.09,3.97,3.74,3.82,3.51,3.47,3.8,2.36,2.47,1.89,2.05,1.88,1.46,1.6,1.83,1.53,1.59,1.08,0.0,0.93,0.79,0.77,0.79,0.74,0.66,0.74,0.0,0.0,0.0,0.0,0.13,0.0,4.63,1.21,1.16,1.02,1.05,0.0,0.87,0.89,0.0,0.76,10.5,0.0,0.91,0.74,0.64,100.02
11/17/2021,0.0,9.05,7.74,5.85,5.12,3.99,3.81,3.79,3.51,3.46,3.86,2.38,2.47,1.92,2.06,1.87,1.52,1.59,1.91,1.5,1.59,1.08,0.0,0.92,0.79,0.79,0.8,0.73,0.67,0.75,0.0,0.0,0.0,0.0,0.13,0.0,4.53,1.24,1.15,1.02,1.06,0.0,0.87,0.89,0.0,0.77,10.51,0.0,0.91,0.74,0.64,99.98
11/18/2021,0.0,9.0,7.8,5.84,5.16,3.96,3.73,3.8,3.51,3.42,3.84,2.38,2.46,1.96,2.07,1.89,1.55,1.6,1.93,1.55,1.58,1.07,0.0,0.92,0.79,0.8,0.79,0.72,0.66,0.74,0.0,0.0,0.0,0.0,0.12,0.0,4.59,1.29,1.15,1.05,1.06,0.0,0.86,0.89,0.0,0.77,10.41,0.0,0.91,0.74,0.65,100.01
11/19/2021,10.45,9.02,7.93,5.81,5.15,3.97,3.7,3.77,3.55,3.38,3.84,2.37,2.43,1.94,2.05,1.88,1.6,1.59,1.91,1.53,1.58,1.06,0.0,0.93,0.79,0.82,0.79,0.71,0.66,0.74,0.0,0.0,0.0,0.0,0.12,0.0,4.6,1.28,1.15,1.04,1.06,0.91,0.85,0.89,0.77,0.78,0.0,0.0,0.0,0.0,0.64,100.04
11/22/2021,10.38,8.99,7.99,5.79,5.16,3.95,3.72,3.76,3.52,3.37,3.84,2.35,2.43,1.93,2.06,1.84,1.63,1.62,1.94,1.54,1.58,1.03,0.0,0.92,0.77,0.82,0.79,0.7,0.65,0.74,0.0,0.0,0.0,0.0,0.12,0.0,4.58,1.3,1.21,1.07,1.06,0.93,0.85,0.89,0.77,0.78,0.0,0.0,0.0,0.0,0.63,100.0
11/23/2021,10.38,8.99,7.99,5.79,5.16,3.95,3.72,3.76,3.52,3.37,3.84,2.35,2.43,1.93,2.06,1.84,1.63,1.62,1.94,1.54,1.58,1.03,0.0,0.92,0.77,0.82,0.79,0.7,0.65,0.74,0.0,0.0,0.0,0.0,0.12,0.0,4.58,1.3,1.21,1.07,1.06,0.93,0.85,0.89,0.77,0.78,0.0,0.0,0.0,0.0,0.63,100.0
