,VACN.SW,LOGN.SW,ABBN.SW,KNIN.SW,SIGN.SW,SCMN.SW,SPSN.SW,DUFN.SW,Sika AG (Registered),SFSN.SW,BKW.SW,BAER.SW,BUCN.SW,UBSG.SW,Holcim Ltd.,BANB.SW,PGHN.SW,ROG.SW,CSGN.SW,SLHN.SW,Helvetia Holding AG,VONN.SW,PSPN.SW,Compagnie Financiere Richemont S.A.,SWON.SW,NESN.SW,TECN.SW,EMMN.SW,SREN.SW,CLN.SW,ZURN.SW,BALN.SW,STMN.SW,FI-N.SW,LONN.SW,Chocoladefabriken Lindt & Spruengli AG (Participation Certificates),BARN.SW,NOVN.SW,Vifor Pharma AG,BCVN.SW,US Dollar,SIKA.SW,HOLN.SW,HELN.SW,RITN.,LISP.SW,VIFN.SW,Us Dollars,SUN.SW,GEBN.SW,SOON.SW,DAE.SW,UHR.SW,GIVN.SW,018000.KQ,n/a,CFR.SW,MEDX.SW,ADEN.SW,BEAN.SW,ALC.SW,EMSN.SW,SUM
09/22/2021,4.36,3.12,3.37,4.47,3.48,4.04,4.03,0.0,0.0,2.3,4.26,1.65,0.0,3.45,0.0,5.65,0.91,1.57,3.12,2.53,0.0,1.89,3.09,0.0,0.0,0.79,1.0,0.84,0.0,3.92,1.67,2.35,3.04,0.86,0.0,0.0,0.82,1.47,0.0,0.69,0.0,2.56,2.69,2.4,0.0,0.0,0.81,0.0,4.16,2.57,2.61,1.65,1.31,1.66,0.0,0.01,2.83,0.0,0.0,0.0,0.0,0.0,100.0
09/27/2021,4.38,3.24,3.33,4.47,3.46,4.04,4.04,0.0,0.0,2.35,4.29,1.6,0.0,3.28,0.0,5.75,0.93,1.57,2.96,2.5,0.0,1.79,3.09,0.0,0.0,0.8,0.99,0.87,0.0,3.95,1.67,2.34,3.09,0.86,0.0,0.0,0.82,1.46,0.0,0.68,0.0,2.59,2.63,2.42,0.0,0.0,0.8,0.0,4.22,2.58,2.64,1.77,1.28,1.66,0.0,0.01,2.8,0.0,0.0,0.0,0.0,0.0,100.0
10/01/2021,3.93,3.1,3.32,4.28,3.35,4.16,4.13,0.0,0.0,2.4,4.39,1.71,0.0,3.5,0.0,5.31,0.86,1.59,3.21,2.59,0.0,1.84,3.2,0.0,0.0,0.8,0.92,0.85,0.0,4.03,1.72,2.45,2.88,0.85,0.0,0.0,0.81,1.51,0.0,0.72,0.0,2.47,2.75,2.58,0.0,0.0,0.82,0.0,4.31,2.47,2.54,1.79,1.3,1.63,0.0,0.07,2.88,0.0,0.0,0.0,0.0,0.0,100.02
10/07/2021,3.92,3.04,3.26,3.94,3.3,4.33,4.21,0.0,0.0,2.31,4.5,1.7,0.0,3.5,0.0,5.52,0.84,1.69,3.17,2.64,0.0,1.81,3.25,0.0,0.0,0.82,0.94,0.86,0.0,3.98,1.72,2.49,2.83,0.83,0.0,0.0,0.82,1.52,0.0,0.72,0.0,2.45,2.73,2.59,0.0,0.0,0.85,0.0,2.72,2.46,2.5,1.78,1.3,1.66,0.0,0.06,2.99,1.45,0.0,0.0,0.0,0.0,100.0
10/08/2021,4.1,3.03,3.25,3.95,3.3,4.29,4.16,0.0,0.0,2.32,4.53,1.71,0.0,3.53,0.0,5.79,0.83,1.66,3.19,2.64,0.0,1.82,3.21,0.0,0.0,0.81,0.94,0.85,0.0,3.95,1.71,2.47,2.84,0.83,0.0,0.0,0.81,1.5,0.0,0.71,0.0,2.42,2.68,2.59,0.0,0.0,0.83,0.0,2.78,2.45,2.49,1.78,1.28,1.65,0.0,-0.04,2.94,1.43,0.0,0.0,0.0,0.0,100.01
10/11/2021,3.97,3.03,3.26,3.9,3.26,4.19,4.17,0.0,0.0,2.31,4.65,1.73,0.0,3.59,0.0,5.61,0.87,1.69,3.26,2.66,0.0,1.84,3.22,0.0,0.0,0.81,0.93,0.84,0.0,3.92,1.72,2.45,2.84,0.82,0.0,0.0,0.81,1.51,0.0,0.72,0.0,2.52,2.68,2.59,0.0,0.0,0.84,0.0,2.82,2.48,2.5,1.77,1.29,1.66,0.0,-0.11,3.0,1.38,0.0,0.0,0.0,0.0,100.0
10/12/2021,3.93,3.04,3.25,3.9,3.2,4.22,4.12,0.0,0.0,2.31,4.7,1.74,0.0,3.65,0.0,5.65,0.86,1.72,3.3,2.66,0.0,1.86,3.21,0.0,0.0,0.81,0.92,0.85,0.0,3.93,1.73,2.47,2.82,0.82,0.0,0.0,0.82,1.51,0.0,0.71,0.0,2.49,2.69,2.6,0.0,0.0,0.85,0.0,2.81,2.47,2.43,1.81,1.28,1.64,0.0,-0.11,2.97,1.34,0.0,0.0,0.0,0.0,99.98
10/13/2021,3.93,3.04,3.25,3.9,3.2,4.22,4.12,0.0,0.0,2.31,4.7,1.74,0.0,3.65,0.0,5.65,0.86,1.72,3.3,2.66,0.0,1.86,3.21,0.0,0.0,0.81,0.92,0.85,0.0,3.93,1.73,2.47,2.82,0.82,0.0,0.0,0.82,1.51,0.0,0.71,0.0,2.49,2.69,2.6,0.0,0.0,0.85,0.0,2.81,2.47,2.43,1.81,1.28,1.64,0.0,-0.11,2.97,1.34,0.0,0.0,0.0,0.0,99.98
10/14/2021,3.93,3.04,3.25,3.9,3.2,4.22,4.12,0.0,0.0,2.31,4.7,1.74,0.0,3.65,0.0,5.65,0.86,1.72,3.3,2.66,0.0,1.86,3.21,0.0,0.0,0.81,0.92,0.85,0.0,3.93,1.73,2.47,2.82,0.82,0.0,0.0,0.82,1.51,0.0,0.71,0.0,2.49,2.69,2.6,0.0,0.0,0.85,0.0,2.81,2.47,2.43,1.81,1.28,1.64,0.0,-0.11,2.97,1.34,0.0,0.0,0.0,0.0,99.98
10/15/2021,3.97,2.99,3.23,3.84,3.19,4.23,4.14,0.0,0.0,2.29,5.07,1.71,0.0,3.62,0.0,5.78,0.85,1.69,3.28,2.61,0.0,1.84,3.22,0.0,0.0,0.8,0.91,0.84,0.0,3.91,1.72,2.43,2.83,0.82,0.0,0.0,0.81,1.49,0.0,0.69,0.0,2.45,2.62,2.61,0.0,0.0,0.85,0.0,2.8,2.46,2.47,1.83,1.27,1.6,0.0,-0.11,2.98,1.38,0.0,0.0,0.0,0.0,100.01
10/18/2021,4.13,3.01,3.25,3.81,3.25,4.2,4.11,0.0,0.0,2.32,4.95,1.7,0.0,3.56,0.0,5.91,0.86,1.67,3.19,2.57,0.0,1.84,3.19,0.0,0.0,0.8,0.94,0.84,0.0,3.93,1.7,2.38,2.9,0.82,0.0,0.0,0.81,1.48,0.0,0.68,0.0,2.49,2.59,2.55,0.0,0.0,0.85,0.0,2.77,2.46,2.49,1.84,1.26,1.6,0.0,-0.11,3.04,1.39,0.0,0.0,0.0,0.0,100.02
10/19/2021,4.23,2.9,3.26,3.63,3.19,4.13,4.1,0.0,0.0,2.35,4.68,1.72,0.0,3.59,0.0,6.13,0.87,1.66,3.24,2.59,0.0,1.84,3.19,0.0,0.0,0.8,0.95,0.83,0.0,3.91,1.69,2.38,2.94,0.82,0.0,0.0,0.81,1.46,0.0,0.67,0.0,2.47,2.57,2.57,0.0,0.0,0.83,0.0,2.84,2.45,2.48,1.87,1.27,1.57,0.0,0.02,3.15,1.36,0.0,0.0,0.0,0.0,100.01
10/20/2021,4.23,2.9,3.26,3.63,3.19,4.13,4.1,0.0,0.0,2.35,4.68,1.72,0.0,3.59,0.0,6.13,0.87,1.66,3.24,2.59,0.0,1.84,3.19,0.0,0.0,0.8,0.95,0.83,0.0,3.91,1.69,2.38,2.94,0.82,0.0,0.0,0.81,1.46,0.0,0.67,0.0,2.47,2.57,2.57,0.0,0.0,0.83,0.0,2.84,2.45,2.48,1.87,1.27,1.57,0.0,0.02,3.15,1.36,0.0,0.0,0.0,0.0,100.01
10/21/2021,4.23,2.9,3.26,3.63,3.19,4.13,4.1,0.0,0.0,2.35,4.68,1.72,0.0,3.59,0.0,6.13,0.87,1.66,3.24,2.59,0.0,1.84,3.19,0.0,0.0,0.8,0.95,0.83,0.0,3.91,1.69,2.38,2.94,0.82,0.0,0.0,0.81,1.46,0.0,0.67,0.0,2.47,2.57,2.57,0.0,0.0,0.83,0.0,2.84,2.45,2.48,1.87,1.27,1.57,0.0,0.02,3.15,1.36,0.0,0.0,0.0,0.0,100.01
10/22/2021,4.19,2.99,3.27,3.78,3.1,4.11,4.14,0.0,0.0,2.29,4.76,1.73,0.0,3.62,0.0,5.47,0.89,1.65,3.25,2.61,0.0,1.87,3.2,0.0,0.0,0.79,0.95,0.82,0.0,3.93,1.7,2.4,3.05,0.83,0.0,0.0,0.8,1.46,0.0,0.68,0.0,2.52,2.62,2.59,0.0,0.0,0.82,0.0,2.94,2.48,2.53,1.85,1.25,1.6,0.0,0.02,3.13,1.32,0.0,0.0,0.0,0.0,100.0
10/26/2021,4.45,2.94,3.09,3.74,3.07,4.14,4.1,0.0,0.0,2.26,4.91,1.73,0.0,3.63,0.0,5.6,0.9,1.63,3.18,2.6,0.0,1.87,3.16,0.0,0.0,0.81,0.97,0.83,0.0,3.88,1.71,2.39,3.06,0.79,0.0,0.0,0.78,1.47,0.0,0.67,0.0,2.49,2.6,2.56,0.0,0.0,0.83,0.0,2.85,2.47,2.58,1.86,1.23,1.6,0.0,0.02,3.19,1.38,0.0,0.0,0.0,0.0,100.02
10/27/2021,4.45,2.94,3.09,3.74,3.07,4.14,4.1,0.0,0.0,2.26,4.91,1.73,0.0,3.63,0.0,5.6,0.9,1.63,3.18,2.6,0.0,1.87,3.16,0.0,0.0,0.81,0.97,0.83,0.0,3.88,1.71,2.39,3.06,0.79,0.0,0.0,0.78,1.47,0.0,0.67,0.0,2.49,2.6,2.56,0.0,0.0,0.83,0.0,2.85,2.47,2.58,1.86,1.23,1.6,0.0,0.02,3.19,1.38,0.0,0.0,0.0,0.0,100.02
10/28/2021,4.43,2.92,3.06,3.69,3.06,4.16,4.09,0.0,0.0,2.27,4.88,1.75,0.0,3.69,0.0,5.59,0.91,1.64,3.22,2.6,0.0,1.87,3.14,0.0,0.0,0.81,0.98,0.83,0.0,3.88,1.71,2.38,3.06,0.79,0.0,0.0,0.78,1.46,0.0,0.68,0.0,2.47,2.61,2.56,0.0,0.0,0.83,0.0,2.85,2.47,2.62,1.85,1.23,1.6,0.0,0.02,3.2,1.38,0.0,0.0,0.0,0.0,100.02
10/29/2021,4.43,2.92,3.06,3.69,3.06,4.16,4.09,0.0,0.0,2.27,4.88,1.75,0.0,3.69,0.0,5.59,0.91,1.64,3.22,2.6,0.0,1.87,3.14,0.0,0.0,0.81,0.98,0.83,0.0,3.88,1.71,2.38,3.06,0.79,0.0,0.0,0.78,1.46,0.0,0.68,0.0,2.47,2.61,2.56,0.0,0.0,0.83,0.0,2.85,2.47,2.62,1.85,1.23,1.6,0.0,0.02,3.2,1.38,0.0,0.0,0.0,0.0,100.02
11/02/2021,4.55,2.72,3.09,3.65,3.05,3.78,4.06,0.0,0.0,2.22,5.04,1.76,0.0,3.76,0.0,5.38,0.91,1.63,3.15,2.69,0.0,1.88,3.12,0.0,0.0,0.84,0.98,0.81,0.0,4.19,1.75,2.43,3.1,0.81,0.0,0.0,0.79,1.44,0.0,0.71,0.0,2.46,2.64,2.63,0.0,0.0,0.79,0.0,2.82,2.47,2.61,1.82,1.27,1.6,0.0,0.02,3.24,1.37,0.0,0.0,0.0,0.0,100.03
11/03/2021,4.55,2.72,3.09,3.65,3.05,3.78,4.06,0.0,0.0,2.22,5.04,1.76,0.0,3.76,0.0,5.38,0.91,1.63,3.15,2.69,0.0,1.88,3.12,0.0,0.0,0.84,0.98,0.81,0.0,4.19,1.75,2.43,3.1,0.81,0.0,0.0,0.79,1.44,0.0,0.71,0.0,2.46,2.64,2.63,0.0,0.0,0.79,0.0,2.82,2.47,2.61,1.82,1.27,1.6,0.0,0.02,3.24,1.37,0.0,0.0,0.0,0.0,100.03
11/04/2021,4.55,2.72,3.09,3.65,3.05,3.78,4.06,0.0,0.0,2.22,5.04,1.76,0.0,3.76,0.0,5.38,0.91,1.63,3.15,2.69,0.0,1.88,3.12,0.0,0.0,0.84,0.98,0.81,0.0,4.19,1.75,2.43,3.1,0.81,0.0,0.0,0.79,1.44,0.0,0.71,0.0,2.46,2.64,2.63,0.0,0.0,0.79,0.0,2.82,2.47,2.61,1.82,1.27,1.6,0.0,0.02,3.24,1.37,0.0,0.0,0.0,0.0,100.03
11/05/2021,4.66,2.59,3.1,3.64,3.06,3.73,4.0,0.0,0.0,2.2,5.13,1.75,0.0,3.79,0.0,5.3,0.91,1.67,3.28,2.68,0.0,1.9,3.08,0.0,0.0,0.83,0.99,0.8,0.0,4.14,1.74,2.39,3.19,0.81,0.0,0.0,0.79,1.44,0.0,0.71,0.0,2.47,2.66,2.59,0.0,0.0,0.79,0.0,2.79,2.48,2.63,1.85,1.25,1.62,0.0,0.02,3.22,1.34,0.0,0.0,0.0,0.0,100.01
11/08/2021,4.77,2.58,3.15,3.7,3.13,3.71,4.03,0.0,0.0,2.19,5.14,1.7,0.0,3.68,0.0,5.34,0.92,1.66,3.04,2.66,0.0,1.75,3.1,0.0,0.0,0.84,1.0,0.81,0.0,4.16,1.73,2.37,3.3,0.82,0.0,0.0,0.8,1.42,0.0,0.7,0.0,2.49,2.63,2.57,0.0,0.0,0.78,0.0,2.82,2.46,2.69,1.85,1.26,1.62,0.0,0.02,3.26,1.34,0.0,0.0,0.0,0.0,99.99
11/09/2021,4.69,2.56,3.18,3.6,3.16,3.75,4.04,0.0,0.0,2.2,5.13,1.71,0.0,3.74,0.0,5.01,0.94,1.65,3.07,2.7,0.0,1.76,3.13,0.0,0.0,0.85,0.92,0.81,0.0,4.2,1.76,2.41,3.24,0.83,0.0,0.0,0.8,1.43,0.0,0.71,0.0,2.5,2.69,2.61,0.0,0.0,0.79,0.0,2.83,2.45,2.67,1.85,1.3,1.6,0.0,0.02,3.4,1.32,0.0,0.0,0.0,0.0,100.01
11/10/2021,4.69,2.56,3.18,3.6,3.16,3.75,4.04,0.0,0.0,2.2,5.13,1.71,0.0,3.74,0.0,5.01,0.94,1.65,3.07,2.7,0.0,1.76,3.13,0.0,0.0,0.85,0.92,0.81,0.0,4.2,1.76,2.41,3.24,0.83,0.0,0.0,0.8,1.43,0.0,0.71,0.0,2.5,2.69,2.61,0.0,0.0,0.79,0.0,2.83,2.45,2.67,1.85,1.3,1.6,0.0,0.02,3.4,1.32,0.0,0.0,0.0,0.0,100.01
11/11/2021,4.78,2.56,3.2,3.65,3.16,3.71,3.99,0.0,0.0,2.19,5.12,1.72,0.0,3.73,0.0,5.16,0.93,1.65,3.08,2.69,0.0,1.73,3.08,0.0,0.0,0.83,0.93,0.81,0.0,4.13,1.74,2.37,3.26,0.84,0.0,0.0,0.79,1.42,0.0,0.69,0.0,2.51,2.68,2.6,0.0,0.0,0.8,0.0,2.86,2.46,2.63,1.86,1.3,1.61,0.0,-0.05,3.48,1.29,0.0,0.0,0.0,0.0,99.97
11/12/2021,4.78,2.54,3.18,3.72,3.23,3.76,4.01,0.0,0.0,2.19,5.08,1.7,0.0,3.71,0.0,5.22,0.92,1.65,3.02,2.68,0.0,1.73,3.12,0.0,0.0,0.84,0.93,0.81,0.0,4.1,1.73,2.35,3.27,0.84,0.0,0.0,0.79,1.41,0.0,0.67,0.0,2.5,2.67,2.57,0.0,0.0,0.78,0.0,2.86,2.45,2.69,1.88,1.31,1.6,0.0,-0.05,3.46,1.29,0.0,0.0,0.0,0.0,99.99
11/15/2021,4.74,2.54,3.2,3.66,3.16,3.75,3.99,0.0,0.0,2.2,5.1,1.71,0.0,3.69,0.0,5.06,0.9,1.66,3.01,2.69,0.0,1.7,3.09,0.0,0.0,0.84,0.93,0.85,0.0,4.1,1.69,2.36,3.28,0.81,0.0,0.0,0.81,1.42,0.0,0.67,0.0,2.78,2.69,2.54,0.0,0.0,0.77,0.0,2.93,2.49,2.63,1.9,1.34,1.62,0.0,-0.05,3.43,1.32,0.0,0.0,0.0,0.0,100.0
11/16/2021,4.73,2.56,3.19,3.63,3.16,3.74,3.97,0.0,0.0,2.19,5.1,1.7,0.0,3.65,0.0,5.04,0.9,1.64,2.98,2.67,0.0,1.69,3.09,0.0,0.0,0.83,0.92,0.83,0.0,4.17,1.68,2.35,3.21,0.81,0.0,0.0,0.81,1.4,0.0,0.66,0.0,2.72,2.69,2.52,0.0,0.0,0.77,0.0,2.91,2.49,2.65,1.9,1.39,1.62,0.0,-0.05,3.76,1.29,0.0,0.0,0.0,0.0,99.96
11/17/2021,4.73,2.56,3.19,3.63,3.16,3.74,3.97,0.0,0.0,2.19,5.1,1.7,0.0,3.65,0.0,5.04,0.9,1.64,2.98,2.67,0.0,1.69,3.09,0.0,0.0,0.83,0.92,0.83,0.0,4.17,1.68,2.35,3.21,0.81,0.0,0.0,0.81,1.4,0.0,0.66,0.0,2.72,2.69,2.52,0.0,0.0,0.77,0.0,2.91,2.49,2.65,1.9,1.39,1.62,0.0,-0.05,3.76,1.29,0.0,0.0,0.0,0.0,99.96
11/18/2021,4.78,2.57,3.18,3.61,3.17,3.73,3.95,0.0,0.0,2.17,5.14,1.71,0.0,3.65,0.0,5.17,0.89,1.64,2.98,2.66,0.0,1.7,3.08,0.0,0.0,0.83,0.93,0.84,0.0,4.13,1.68,2.36,3.24,0.8,0.0,0.0,0.82,1.4,0.0,0.67,0.0,2.73,2.68,2.52,0.0,0.0,0.77,0.0,2.87,2.46,2.49,1.92,1.38,1.61,0.0,-0.05,3.87,1.29,0.0,0.0,0.0,0.0,100.02
11/24/2021,4.86,2.62,3.27,3.55,3.15,3.78,3.96,0.0,0.0,2.21,5.07,1.61,0.0,3.54,0.0,4.93,0.91,1.64,2.92,2.61,0.0,1.62,3.09,0.0,0.0,0.82,0.98,0.86,0.0,4.14,1.63,2.29,3.12,0.8,0.0,0.0,0.83,1.39,0.0,0.68,0.0,2.83,2.59,2.45,0.0,0.0,0.77,0.0,2.73,2.47,2.42,1.89,1.42,1.66,0.0,0.78,3.81,1.29,0.0,0.0,0.0,0.0,99.99
11/25/2021,4.82,2.6,3.32,3.48,3.19,3.84,3.92,0.0,0.0,2.2,5.1,1.54,0.0,3.59,0.0,4.85,0.91,1.63,2.9,2.64,0.0,1.63,3.05,0.0,0.0,0.83,0.97,0.87,0.0,4.18,1.64,2.32,3.1,0.8,0.0,0.0,0.83,1.4,0.0,0.68,0.0,2.83,2.6,2.47,0.0,0.0,0.77,0.0,2.73,2.41,2.39,1.88,1.44,1.67,0.0,0.79,3.86,1.32,0.0,0.0,0.0,0.0,99.99
11/26/2021,4.82,2.6,3.32,3.48,3.19,3.84,3.92,0.0,0.0,2.2,5.1,1.54,0.0,3.59,0.0,4.85,0.91,1.63,2.9,2.64,0.0,1.63,3.05,0.0,0.0,0.83,0.97,0.87,0.0,4.18,1.64,2.32,3.1,0.8,0.0,0.0,0.83,1.4,0.0,0.68,0.0,2.83,2.6,2.47,0.0,0.0,0.77,0.0,2.73,2.41,2.39,1.88,1.44,1.67,0.0,0.79,3.86,1.32,0.0,0.0,0.0,0.0,99.99
11/29/2021,4.61,2.64,3.31,3.36,3.03,3.95,3.96,0.0,0.0,2.17,5.14,1.57,0.0,3.69,0.0,4.74,0.88,1.64,3.01,2.7,0.0,1.66,3.1,0.0,0.0,0.83,0.92,0.87,0.0,4.08,1.69,2.37,3.07,0.8,0.0,0.0,0.83,1.44,0.0,0.68,0.0,2.83,2.71,2.5,0.0,0.0,0.71,0.0,2.76,2.38,2.36,1.85,1.42,1.65,0.0,0.8,3.92,1.35,0.0,0.0,0.0,0.0,99.98
11/30/2021,4.61,2.64,3.31,3.36,3.03,3.95,3.96,0.0,0.0,2.17,5.14,1.57,0.0,3.69,0.0,4.74,0.88,1.64,3.01,2.7,0.0,1.66,3.1,0.0,0.0,0.83,0.92,0.87,0.0,4.08,1.69,2.37,3.07,0.8,0.0,0.0,0.83,1.44,0.0,0.68,0.0,2.83,2.71,2.5,0.0,0.0,0.71,0.0,2.76,2.38,2.36,1.85,1.42,1.65,0.0,0.8,3.92,1.35,0.0,0.0,0.0,0.0,99.98
12/01/2021,4.79,2.8,3.23,3.4,3.15,3.94,3.92,0.0,0.0,2.19,5.2,1.52,0.0,3.54,0.0,4.98,0.88,1.65,2.95,2.76,0.0,1.64,3.01,0.0,0.0,0.84,0.99,0.88,0.0,3.97,1.66,2.31,3.08,0.8,0.0,0.0,0.83,1.42,0.0,0.68,0.0,2.85,2.68,2.44,0.0,0.0,0.71,0.0,2.67,2.41,2.39,1.83,1.35,1.69,0.0,0.8,3.82,1.35,0.0,0.0,0.0,0.0,100.0
12/02/2021,4.79,2.8,3.23,3.4,3.15,3.94,3.92,0.0,0.0,2.19,5.2,1.52,0.0,3.54,0.0,4.98,0.88,1.65,2.95,2.76,0.0,1.64,3.01,0.0,0.0,0.84,0.99,0.88,0.0,3.97,1.66,2.31,3.08,0.8,0.0,0.0,0.83,1.42,0.0,0.68,0.0,2.85,2.68,2.44,0.0,0.0,0.71,0.0,2.67,2.41,2.39,1.83,1.35,1.69,0.0,0.8,3.82,1.35,0.0,0.0,0.0,0.0,100.0
12/21/2021,4.49,2.73,3.49,3.52,3.14,3.95,3.88,0.0,0.0,2.14,4.89,1.56,0.0,3.66,0.0,4.61,0.84,1.75,2.88,2.97,0.0,1.72,3.06,0.0,0.0,0.89,0.95,0.89,0.0,4.1,1.69,2.4,2.97,0.78,0.0,0.0,0.81,1.52,0.0,0.66,0.0,2.94,2.59,2.56,0.0,0.0,1.07,0.0,2.72,2.49,2.35,1.98,1.36,1.78,0.0,0.0,3.75,1.48,0.0,0.0,0.0,0.0,100.01
12/22/2021,4.49,2.73,3.49,3.52,3.14,3.95,3.88,0.0,0.0,2.14,4.89,1.56,0.0,3.66,0.0,4.61,0.84,1.75,2.88,2.97,0.0,1.72,3.06,0.0,0.0,0.89,0.95,0.89,0.0,4.1,1.69,2.4,2.97,0.78,0.0,0.0,0.81,1.52,0.0,0.66,0.0,2.94,2.59,2.56,0.0,0.0,1.07,0.0,2.72,2.49,2.35,1.98,1.36,1.78,0.0,0.0,3.75,1.48,0.0,0.0,0.0,0.0,100.01
12/23/2021,4.49,2.73,3.49,3.52,3.14,3.95,3.88,0.0,0.0,2.14,4.89,1.56,0.0,3.66,0.0,4.61,0.84,1.75,2.88,2.97,0.0,1.72,3.06,0.0,0.0,0.89,0.95,0.89,0.0,4.1,1.69,2.4,2.97,0.78,0.0,0.0,0.81,1.52,0.0,0.66,0.0,2.94,2.59,2.56,0.0,0.0,1.07,0.0,2.72,2.49,2.35,1.98,1.36,1.78,0.0,0.0,3.75,1.48,0.0,0.0,0.0,0.0,100.01
12/24/2021,4.52,2.74,3.47,3.61,3.11,3.92,3.83,0.0,0.0,2.13,4.92,1.58,0.0,3.65,0.0,4.67,0.83,1.74,2.89,2.92,0.0,1.72,3.02,0.0,0.0,0.88,0.94,0.89,0.0,4.05,1.7,2.41,3.08,0.79,0.0,0.0,0.8,1.51,0.0,0.67,0.0,2.94,2.6,2.52,0.0,0.0,1.09,0.0,2.71,2.5,2.35,1.98,1.35,1.76,0.0,0.0,3.8,1.42,0.0,0.0,0.0,0.0,100.01
12/27/2021,4.58,2.73,3.47,3.6,3.13,3.85,3.77,0.0,0.0,2.27,4.74,1.58,0.0,3.65,0.0,4.84,0.84,1.7,2.9,2.92,0.0,1.73,2.96,0.0,0.0,0.87,0.94,0.88,0.0,4.03,1.69,2.4,3.11,0.8,0.0,0.0,0.8,1.49,0.0,0.66,0.0,2.9,2.61,2.51,0.0,0.0,1.07,0.0,2.76,2.49,2.4,2.0,1.35,1.72,0.0,0.0,3.81,1.45,0.0,0.0,0.0,0.0,100.0
12/28/2021,4.58,2.73,3.47,3.6,3.13,3.85,3.77,0.0,0.0,2.27,4.74,1.58,0.0,3.65,0.0,4.84,0.84,1.7,2.9,2.92,0.0,1.73,2.96,0.0,0.0,0.87,0.94,0.88,0.0,4.03,1.69,2.4,3.11,0.8,0.0,0.0,0.8,1.49,0.0,0.66,0.0,2.9,2.61,2.51,0.0,0.0,1.07,0.0,2.76,2.49,2.4,2.0,1.35,1.72,0.0,0.0,3.81,1.45,0.0,0.0,0.0,0.0,100.0
12/29/2021,4.58,2.73,3.47,3.6,3.13,3.85,3.77,0.0,0.0,2.27,4.74,1.58,0.0,3.65,0.0,4.84,0.84,1.7,2.9,2.92,0.0,1.73,2.96,0.0,0.0,0.87,0.94,0.88,0.0,4.03,1.69,2.4,3.11,0.8,0.0,0.0,0.8,1.49,0.0,0.66,0.0,2.9,2.61,2.51,0.0,0.0,1.07,0.0,2.76,2.49,2.4,2.0,1.35,1.72,0.0,0.0,3.81,1.45,0.0,0.0,0.0,0.0,100.0
12/30/2021,4.66,2.71,3.47,3.59,3.1,3.78,3.76,0.0,0.0,2.21,4.73,1.58,0.0,3.63,0.0,4.82,0.83,1.7,2.87,2.91,0.0,1.73,2.95,0.0,0.0,0.86,0.94,0.87,0.0,4.01,1.67,2.39,3.08,0.79,0.0,0.0,0.79,1.48,0.0,0.66,0.0,2.9,2.6,2.5,0.0,0.0,1.05,0.0,2.74,2.5,2.38,2.0,1.35,1.71,0.0,0.5,3.8,1.41,0.0,0.0,0.0,0.0,100.01
12/31/2021,4.72,2.67,3.45,3.6,3.09,3.78,3.76,0.0,0.0,2.21,4.76,1.57,0.0,3.62,0.0,4.88,0.83,1.7,2.86,2.9,0.0,1.73,2.96,0.0,0.0,0.86,0.93,0.87,0.0,4.0,1.68,2.39,3.07,0.79,0.0,0.0,0.79,1.48,0.0,0.65,0.0,2.9,2.59,2.5,0.0,0.0,1.05,0.0,2.76,2.49,2.38,2.0,1.36,1.72,0.0,0.49,3.78,1.41,0.0,0.0,0.0,0.0,100.03
01/03/2022,4.57,2.65,3.44,3.6,3.14,3.77,3.78,0.0,0.0,2.2,4.77,1.57,0.0,3.59,0.0,5.06,0.84,1.68,2.83,2.89,0.0,1.72,3.0,0.0,0.0,0.86,0.94,0.88,0.0,4.0,1.67,2.4,3.05,0.78,0.0,0.0,0.8,1.47,0.0,0.66,0.0,2.92,2.6,2.51,0.0,0.0,1.05,0.0,2.72,2.49,2.39,1.99,1.36,1.72,0.0,0.49,3.79,1.37,0.0,0.0,0.0,0.0,100.01
01/07/2022,4.71,2.68,3.52,3.58,2.98,3.78,3.79,0.0,0.0,2.27,4.8,1.58,0.0,3.73,0.0,4.37,0.81,1.65,2.94,3.0,0.0,1.75,2.99,0.0,0.0,0.87,0.83,0.89,0.0,4.11,1.72,2.5,3.04,0.82,0.0,0.0,0.79,1.48,0.0,0.67,0.0,2.92,2.69,2.62,0.0,0.0,1.05,0.0,2.84,2.45,2.37,1.99,1.43,1.71,0.0,-0.04,3.85,1.43,0.0,0.0,0.0,0.0,99.96
01/10/2022,4.39,2.64,3.52,3.65,3.01,3.82,3.77,0.0,0.0,2.36,4.76,1.63,0.0,3.85,0.0,4.28,0.78,1.68,3.01,3.05,0.0,1.78,3.0,0.0,0.0,0.86,0.82,0.88,0.0,4.15,1.75,2.57,2.94,0.85,0.0,0.0,0.8,1.52,0.0,0.69,0.0,2.82,2.73,2.66,0.0,0.0,1.07,0.0,2.75,2.43,2.32,1.98,1.51,1.68,0.0,-0.04,3.92,1.39,0.0,0.0,0.0,0.0,100.03
01/14/2022,4.18,2.77,3.48,3.41,3.04,3.91,3.78,0.0,0.0,2.37,4.7,1.65,0.0,4.01,0.0,4.18,0.77,1.72,3.08,3.17,0.0,1.82,3.0,0.0,0.0,0.84,0.82,0.91,0.0,4.19,1.84,2.63,2.8,0.84,0.0,0.0,0.8,1.56,0.0,0.7,0.0,2.77,2.91,2.74,0.0,0.0,1.08,0.0,2.73,2.37,2.24,1.94,1.45,1.64,0.0,-0.03,3.84,1.38,0.0,0.0,0.0,0.0,100.03000000000002
