,OXY,FANG,RMD,LB,PAYC,LEN,AZO,CTAS,CPRT,LH,COO,MRO,STE,URI,COP,TRMB,AAP,DHI,AOS,ABMD,WAT,ROL,UPS,OKE,COG,TFX,DPZ,ZBH,MSI,ODFL,PHM,PXD,VRSK,ETN,DVN,MHK,TSCO,XOM,PSA,PH,SWK,LKQ,BLL,ALB,TXT,JBHT,NEE,RSG,WM,UNP,FDX,SEE,EOG,AEP,TT,WAB,MAS,WRB,LIN,EMR,HBAN,MLM,VMC,CSX,NVR,GPN,FAST,HAL,HES,WMT,TDG,DLTR,PWR,TRV,CAT,HON,HWM,CMA,MCD,BRK.B,CF,ZION,WHR,ABC,FE,TFC,MPC,APA,CINF,HST,IP,KSU,ITW,WMB,PPL,KMI,SO,HBI,SYY,MO,PCAR,LNT,APD,HII,EXC,D,PPG,LEG,PSX,VLO,EVRG,LVS,FITB,CE,NI,SJM,ATO,KEY,REG,RF,PNW,CNP,ARE,LYB,LUV,EMN,ETR,WRK,BEN,ADM,MOS,NCLH,AAL,PENN,FMC,FCX,NUE,TAP,NEM,FGXXX,First American Government Obligs X,VSCO WI,n/a,BBWI WI,VSCO,LBEUR,SLVM WI,CTRA,SLVM,CEGVV,CEG,SUM
11/04/2021,0.91,0.97,0.6,0.0,0.78,0.68,0.76,0.73,0.74,0.65,0.63,0.98,0.76,0.76,0.91,0.63,0.76,0.68,0.71,0.62,0.59,0.61,0.75,0.82,0.0,0.65,0.65,0.69,0.7,0.79,0.68,0.84,0.69,0.7,0.97,0.64,0.72,0.81,0.7,0.71,0.65,0.74,0.65,0.7,0.71,0.77,0.68,0.73,0.7,0.79,0.62,0.69,0.93,0.65,0.65,0.69,0.75,0.75,0.7,0.66,0.7,0.72,0.73,0.79,0.66,0.58,0.72,0.87,0.83,0.69,0.71,0.81,0.71,0.7,0.68,0.67,0.64,0.79,0.7,0.7,0.84,0.74,0.66,0.67,0.69,0.78,0.79,0.95,0.7,0.71,0.58,0.75,0.71,0.78,0.66,0.71,0.64,0.62,0.68,0.59,0.73,0.64,0.76,0.69,0.72,0.67,0.71,0.68,0.76,0.83,0.65,0.63,0.76,0.71,0.68,0.69,0.67,0.79,0.72,0.82,0.59,0.67,0.69,0.68,0.67,0.64,0.62,0.63,0.68,0.73,0.89,0.71,0.69,0.61,0.63,0.72,0.67,0.66,0.64,0.47,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.79,0.03,0.0,0.0,99.99
11/05/2021,0.93,1.0,0.6,0.0,0.77,0.68,0.75,0.72,0.72,0.64,0.63,1.01,0.75,0.76,0.9,0.62,0.76,0.68,0.71,0.65,0.58,0.59,0.73,0.82,0.0,0.65,0.64,0.7,0.68,0.79,0.68,0.84,0.68,0.69,1.0,0.66,0.7,0.82,0.69,0.71,0.64,0.74,0.66,0.71,0.71,0.76,0.68,0.72,0.69,0.77,0.61,0.68,0.93,0.64,0.64,0.68,0.73,0.75,0.7,0.66,0.7,0.71,0.71,0.77,0.65,0.59,0.71,0.88,0.84,0.69,0.71,0.82,0.7,0.69,0.67,0.66,0.66,0.8,0.7,0.69,0.85,0.75,0.67,0.67,0.69,0.78,0.79,0.97,0.69,0.72,0.56,0.74,0.7,0.79,0.66,0.72,0.63,0.63,0.69,0.58,0.73,0.64,0.75,0.68,0.72,0.65,0.7,0.69,0.79,0.83,0.64,0.66,0.77,0.71,0.68,0.68,0.67,0.8,0.72,0.83,0.58,0.67,0.69,0.68,0.69,0.65,0.62,0.62,0.75,0.71,0.87,0.74,0.7,0.63,0.64,0.72,0.65,0.66,0.64,0.46,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.79,0.03,0.0,0.0,99.95
11/08/2021,0.91,1.02,0.6,0.0,0.72,0.68,0.78,0.73,0.73,0.63,0.62,0.99,0.71,0.76,0.89,0.62,0.77,0.67,0.74,0.67,0.55,0.62,0.73,0.81,0.0,0.62,0.67,0.66,0.69,0.82,0.68,0.82,0.71,0.72,1.02,0.62,0.71,0.81,0.69,0.77,0.66,0.76,0.65,0.76,0.72,0.76,0.67,0.72,0.7,0.76,0.64,0.71,0.92,0.63,0.64,0.69,0.73,0.74,0.72,0.65,0.69,0.75,0.73,0.77,0.67,0.55,0.73,0.85,0.81,0.69,0.7,0.8,0.65,0.67,0.66,0.67,0.66,0.81,0.71,0.69,0.87,0.75,0.68,0.69,0.7,0.77,0.75,1.05,0.71,0.75,0.6,0.73,0.71,0.78,0.65,0.7,0.63,0.64,0.68,0.59,0.72,0.62,0.75,0.65,0.72,0.65,0.71,0.63,0.78,0.81,0.64,0.64,0.76,0.73,0.68,0.69,0.67,0.79,0.75,0.84,0.57,0.68,0.69,0.66,0.69,0.66,0.62,0.62,0.77,0.72,0.83,0.74,0.73,0.48,0.71,0.7,0.67,0.68,0.64,0.46,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,100.03
11/09/2021,0.91,1.02,0.6,0.0,0.72,0.68,0.78,0.73,0.73,0.63,0.62,0.99,0.71,0.76,0.89,0.62,0.77,0.67,0.74,0.67,0.55,0.62,0.73,0.81,0.0,0.62,0.67,0.66,0.69,0.82,0.68,0.82,0.71,0.72,1.02,0.62,0.71,0.81,0.69,0.77,0.66,0.76,0.65,0.76,0.72,0.76,0.67,0.72,0.7,0.76,0.64,0.71,0.92,0.63,0.64,0.69,0.73,0.74,0.72,0.65,0.69,0.75,0.73,0.77,0.67,0.55,0.73,0.85,0.81,0.69,0.7,0.8,0.65,0.67,0.66,0.67,0.66,0.81,0.71,0.69,0.87,0.75,0.68,0.69,0.7,0.77,0.75,1.05,0.71,0.75,0.6,0.73,0.71,0.78,0.65,0.7,0.63,0.64,0.68,0.59,0.72,0.62,0.75,0.65,0.72,0.65,0.71,0.63,0.78,0.81,0.64,0.64,0.76,0.73,0.68,0.69,0.67,0.79,0.75,0.84,0.57,0.68,0.69,0.66,0.69,0.66,0.62,0.62,0.77,0.72,0.83,0.74,0.73,0.48,0.71,0.7,0.67,0.68,0.64,0.46,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,100.03
11/10/2021,0.91,1.02,0.6,0.0,0.72,0.68,0.78,0.73,0.73,0.63,0.62,0.99,0.71,0.76,0.89,0.62,0.77,0.67,0.74,0.67,0.55,0.62,0.73,0.81,0.0,0.62,0.67,0.66,0.69,0.82,0.68,0.82,0.71,0.72,1.02,0.62,0.71,0.81,0.69,0.77,0.66,0.76,0.65,0.76,0.72,0.76,0.67,0.72,0.7,0.76,0.64,0.71,0.92,0.63,0.64,0.69,0.73,0.74,0.72,0.65,0.69,0.75,0.73,0.77,0.67,0.55,0.73,0.85,0.81,0.69,0.7,0.8,0.65,0.67,0.66,0.67,0.66,0.81,0.71,0.69,0.87,0.75,0.68,0.69,0.7,0.77,0.75,1.05,0.71,0.75,0.6,0.73,0.71,0.78,0.65,0.7,0.63,0.64,0.68,0.59,0.72,0.62,0.75,0.65,0.72,0.65,0.71,0.63,0.78,0.81,0.64,0.64,0.76,0.73,0.68,0.69,0.67,0.79,0.75,0.84,0.57,0.68,0.69,0.66,0.69,0.66,0.62,0.62,0.77,0.72,0.83,0.74,0.73,0.48,0.71,0.7,0.67,0.68,0.64,0.46,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,100.03
11/11/2021,0.9,1.02,0.59,0.0,0.71,0.69,0.78,0.73,0.71,0.61,0.62,1.02,0.71,0.77,0.91,0.61,0.76,0.69,0.73,0.67,0.54,0.61,0.72,0.82,0.0,0.63,0.65,0.67,0.68,0.8,0.7,0.82,0.69,0.71,1.04,0.63,0.71,0.81,0.66,0.76,0.65,0.75,0.63,0.75,0.73,0.74,0.67,0.71,0.69,0.76,0.63,0.72,0.95,0.64,0.65,0.7,0.72,0.75,0.71,0.65,0.69,0.74,0.73,0.76,0.67,0.55,0.72,0.85,0.81,0.68,0.74,0.81,0.67,0.68,0.67,0.68,0.71,0.81,0.71,0.69,0.87,0.75,0.67,0.69,0.7,0.77,0.77,1.07,0.71,0.76,0.6,0.73,0.71,0.78,0.64,0.7,0.63,0.64,0.71,0.59,0.71,0.63,0.77,0.66,0.72,0.66,0.71,0.63,0.79,0.82,0.65,0.68,0.76,0.73,0.68,0.69,0.67,0.79,0.76,0.84,0.58,0.68,0.69,0.67,0.72,0.68,0.62,0.62,0.76,0.71,0.79,0.79,0.76,0.51,0.72,0.69,0.66,0.68,0.66,0.19,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.79,0.0,0.0,0.0,100.04999999999998
11/12/2021,0.92,1.03,0.59,0.0,0.71,0.69,0.78,0.72,0.71,0.62,0.63,1.02,0.73,0.76,0.91,0.63,0.75,0.69,0.73,0.66,0.55,0.61,0.72,0.82,0.0,0.63,0.65,0.65,0.68,0.8,0.69,0.82,0.69,0.72,1.05,0.62,0.72,0.82,0.66,0.77,0.66,0.75,0.64,0.76,0.71,0.74,0.66,0.71,0.69,0.76,0.64,0.72,0.97,0.63,0.65,0.72,0.71,0.75,0.72,0.65,0.69,0.76,0.77,0.76,0.66,0.54,0.72,0.86,0.84,0.68,0.74,0.81,0.68,0.67,0.69,0.67,0.69,0.81,0.7,0.69,0.92,0.75,0.67,0.68,0.69,0.78,0.76,1.1,0.7,0.76,0.6,0.73,0.71,0.78,0.64,0.7,0.63,0.63,0.7,0.59,0.7,0.61,0.77,0.66,0.7,0.64,0.7,0.63,0.79,0.81,0.63,0.66,0.76,0.73,0.67,0.68,0.66,0.79,0.73,0.84,0.57,0.67,0.69,0.67,0.71,0.67,0.6,0.63,0.76,0.71,0.79,0.77,0.78,0.49,0.71,0.74,0.69,0.67,0.65,0.18,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.79,0.0,0.0,0.0,100.02
11/15/2021,0.86,0.96,0.59,0.0,0.69,0.7,0.81,0.72,0.71,0.63,0.64,0.99,0.74,0.75,0.88,0.61,0.78,0.71,0.75,0.66,0.56,0.61,0.73,0.8,0.0,0.61,0.65,0.64,0.68,0.79,0.71,0.81,0.7,0.72,1.02,0.62,0.71,0.8,0.68,0.77,0.67,0.75,0.64,0.74,0.71,0.74,0.67,0.72,0.7,0.78,0.64,0.74,0.95,0.63,0.67,0.72,0.72,0.76,0.73,0.65,0.69,0.75,0.75,0.77,0.67,0.53,0.73,0.82,0.81,0.68,0.75,0.83,0.67,0.68,0.67,0.68,0.69,0.82,0.71,0.69,0.93,0.76,0.69,0.68,0.7,0.77,0.77,1.04,0.7,0.75,0.61,0.74,0.72,0.77,0.65,0.7,0.64,0.64,0.69,0.59,0.71,0.63,0.79,0.66,0.73,0.65,0.7,0.63,0.79,0.81,0.65,0.64,0.76,0.74,0.69,0.7,0.67,0.8,0.75,0.84,0.58,0.68,0.69,0.67,0.69,0.68,0.62,0.63,0.75,0.73,0.77,0.74,0.76,0.47,0.72,0.71,0.66,0.67,0.68,0.19,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.75,0.0,0.0,0.0,100.01
11/16/2021,0.87,0.97,0.57,0.0,0.68,0.71,0.81,0.72,0.71,0.63,0.61,1.0,0.74,0.75,0.87,0.61,0.79,0.72,0.76,0.66,0.56,0.61,0.74,0.8,0.0,0.61,0.66,0.63,0.68,0.8,0.7,0.81,0.69,0.71,1.02,0.62,0.71,0.8,0.68,0.77,0.68,0.76,0.64,0.75,0.73,0.75,0.67,0.72,0.7,0.77,0.65,0.74,0.95,0.62,0.66,0.72,0.72,0.75,0.72,0.65,0.71,0.75,0.75,0.76,0.68,0.51,0.74,0.82,0.8,0.68,0.73,0.84,0.67,0.67,0.68,0.66,0.68,0.82,0.7,0.68,0.94,0.76,0.7,0.68,0.7,0.76,0.77,1.06,0.7,0.74,0.61,0.73,0.71,0.79,0.65,0.7,0.63,0.63,0.67,0.59,0.72,0.62,0.77,0.64,0.73,0.65,0.69,0.63,0.79,0.81,0.64,0.63,0.76,0.74,0.68,0.69,0.68,0.81,0.76,0.83,0.58,0.68,0.69,0.68,0.68,0.7,0.61,0.64,0.75,0.74,0.78,0.72,0.75,0.49,0.72,0.77,0.67,0.69,0.69,0.19,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.77,0.0,0.0,0.0,100.03
11/17/2021,0.87,0.97,0.57,0.0,0.68,0.71,0.81,0.72,0.71,0.63,0.61,1.0,0.74,0.75,0.87,0.61,0.79,0.72,0.76,0.66,0.56,0.61,0.74,0.8,0.0,0.61,0.66,0.63,0.68,0.8,0.7,0.81,0.69,0.71,1.02,0.62,0.71,0.8,0.68,0.77,0.68,0.76,0.64,0.75,0.73,0.75,0.67,0.72,0.7,0.77,0.65,0.74,0.95,0.62,0.66,0.72,0.72,0.75,0.72,0.65,0.71,0.75,0.75,0.76,0.68,0.51,0.74,0.82,0.8,0.68,0.73,0.84,0.67,0.67,0.68,0.66,0.68,0.82,0.7,0.68,0.94,0.76,0.7,0.68,0.7,0.76,0.77,1.06,0.7,0.74,0.61,0.73,0.71,0.79,0.65,0.7,0.63,0.63,0.67,0.59,0.72,0.62,0.77,0.64,0.73,0.65,0.69,0.63,0.79,0.81,0.64,0.63,0.76,0.74,0.68,0.69,0.68,0.81,0.76,0.83,0.58,0.68,0.69,0.68,0.68,0.7,0.61,0.64,0.75,0.74,0.78,0.72,0.75,0.49,0.72,0.77,0.67,0.69,0.69,0.19,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.77,0.0,0.0,0.0,100.03
11/18/2021,0.87,0.97,0.57,0.0,0.68,0.71,0.81,0.72,0.71,0.63,0.61,1.0,0.74,0.75,0.87,0.61,0.79,0.72,0.76,0.66,0.56,0.61,0.74,0.8,0.0,0.61,0.66,0.63,0.68,0.8,0.7,0.81,0.69,0.71,1.02,0.62,0.71,0.8,0.68,0.77,0.68,0.76,0.64,0.75,0.73,0.75,0.67,0.72,0.7,0.77,0.65,0.74,0.95,0.62,0.66,0.72,0.72,0.75,0.72,0.65,0.71,0.75,0.75,0.76,0.68,0.51,0.74,0.82,0.8,0.68,0.73,0.84,0.67,0.67,0.68,0.66,0.68,0.82,0.7,0.68,0.94,0.76,0.7,0.68,0.7,0.76,0.77,1.06,0.7,0.74,0.61,0.73,0.71,0.79,0.65,0.7,0.63,0.63,0.67,0.59,0.72,0.62,0.77,0.64,0.73,0.65,0.69,0.63,0.79,0.81,0.64,0.63,0.76,0.74,0.68,0.69,0.68,0.81,0.76,0.83,0.58,0.68,0.69,0.68,0.68,0.7,0.61,0.64,0.75,0.74,0.78,0.72,0.75,0.49,0.72,0.77,0.67,0.69,0.69,0.19,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.77,0.0,0.0,0.0,100.03
11/19/2021,0.85,0.99,0.59,0.0,0.67,0.71,0.82,0.72,0.72,0.63,0.61,0.99,0.73,0.75,0.87,0.61,0.8,0.72,0.77,0.64,0.54,0.61,0.72,0.8,0.0,0.6,0.67,0.62,0.68,0.82,0.7,0.8,0.7,0.71,1.03,0.62,0.72,0.8,0.68,0.76,0.69,0.77,0.67,0.74,0.72,0.76,0.68,0.72,0.7,0.77,0.65,0.75,0.93,0.62,0.67,0.71,0.75,0.74,0.71,0.64,0.71,0.75,0.75,0.75,0.69,0.52,0.75,0.8,0.8,0.67,0.72,0.95,0.68,0.67,0.67,0.66,0.7,0.82,0.7,0.68,0.96,0.76,0.72,0.67,0.7,0.76,0.77,1.06,0.68,0.74,0.6,0.73,0.72,0.78,0.64,0.7,0.62,0.63,0.66,0.59,0.71,0.62,0.75,0.64,0.72,0.65,0.7,0.63,0.79,0.81,0.65,0.65,0.76,0.72,0.69,0.7,0.68,0.8,0.75,0.83,0.58,0.68,0.68,0.68,0.68,0.7,0.62,0.63,0.75,0.74,0.8,0.69,0.71,0.47,0.72,0.76,0.65,0.71,0.68,0.22,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.76,0.0,0.0,0.0,100.03
11/22/2021,0.85,0.99,0.59,0.0,0.67,0.71,0.82,0.72,0.72,0.63,0.61,0.99,0.73,0.75,0.87,0.61,0.8,0.72,0.77,0.64,0.54,0.61,0.72,0.8,0.0,0.6,0.67,0.62,0.68,0.82,0.7,0.8,0.7,0.71,1.03,0.62,0.72,0.8,0.68,0.76,0.69,0.77,0.67,0.74,0.72,0.76,0.68,0.72,0.7,0.77,0.65,0.75,0.93,0.62,0.67,0.71,0.75,0.74,0.71,0.64,0.71,0.75,0.75,0.75,0.69,0.52,0.75,0.8,0.8,0.67,0.72,0.95,0.68,0.67,0.67,0.66,0.7,0.82,0.7,0.68,0.96,0.76,0.72,0.67,0.7,0.76,0.77,1.06,0.68,0.74,0.6,0.73,0.72,0.78,0.64,0.7,0.62,0.63,0.66,0.59,0.71,0.62,0.75,0.64,0.72,0.65,0.7,0.63,0.79,0.81,0.65,0.65,0.76,0.72,0.69,0.7,0.68,0.8,0.75,0.83,0.58,0.68,0.68,0.68,0.68,0.7,0.62,0.63,0.75,0.74,0.8,0.69,0.71,0.47,0.72,0.76,0.65,0.71,0.68,0.22,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.76,0.0,0.0,0.0,100.03
11/23/2021,0.85,0.99,0.59,0.0,0.67,0.71,0.82,0.72,0.72,0.63,0.61,0.99,0.73,0.75,0.87,0.61,0.8,0.72,0.77,0.64,0.54,0.61,0.72,0.8,0.0,0.6,0.67,0.62,0.68,0.82,0.7,0.8,0.7,0.71,1.03,0.62,0.72,0.8,0.68,0.76,0.69,0.77,0.67,0.74,0.72,0.76,0.68,0.72,0.7,0.77,0.65,0.75,0.93,0.62,0.67,0.71,0.75,0.74,0.71,0.64,0.71,0.75,0.75,0.75,0.69,0.52,0.75,0.8,0.8,0.67,0.72,0.95,0.68,0.67,0.67,0.66,0.7,0.82,0.7,0.68,0.96,0.76,0.72,0.67,0.7,0.76,0.77,1.06,0.68,0.74,0.6,0.73,0.72,0.78,0.64,0.7,0.62,0.63,0.66,0.59,0.71,0.62,0.75,0.64,0.72,0.65,0.7,0.63,0.79,0.81,0.65,0.65,0.76,0.72,0.69,0.7,0.68,0.8,0.75,0.83,0.58,0.68,0.68,0.68,0.68,0.7,0.62,0.63,0.75,0.74,0.8,0.69,0.71,0.47,0.72,0.76,0.65,0.71,0.68,0.22,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.76,0.0,0.0,0.0,100.03
11/24/2021,0.8,0.93,0.6,0.0,0.67,0.76,0.81,0.75,0.72,0.64,0.61,0.93,0.75,0.75,0.85,0.64,0.78,0.77,0.8,0.64,0.56,0.61,0.73,0.79,0.0,0.58,0.71,0.62,0.71,0.82,0.74,0.79,0.76,0.73,0.99,0.64,0.76,0.77,0.69,0.79,0.69,0.78,0.68,0.79,0.72,0.76,0.7,0.74,0.72,0.79,0.64,0.75,0.87,0.63,0.7,0.72,0.77,0.76,0.72,0.63,0.71,0.76,0.75,0.79,0.7,0.51,0.77,0.77,0.76,0.66,0.71,1.01,0.71,0.66,0.66,0.66,0.65,0.83,0.71,0.68,0.98,0.77,0.72,0.66,0.7,0.74,0.72,0.95,0.68,0.72,0.59,0.74,0.75,0.76,0.65,0.68,0.64,0.62,0.66,0.58,0.7,0.64,0.75,0.64,0.73,0.65,0.71,0.61,0.72,0.74,0.67,0.62,0.76,0.73,0.69,0.69,0.69,0.8,0.75,0.83,0.61,0.68,0.7,0.65,0.66,0.7,0.64,0.61,0.75,0.74,0.78,0.64,0.69,0.44,0.72,0.73,0.68,0.68,0.67,0.25,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.75,0.0,0.0,0.0,100.01999999999998
11/25/2021,0.8,0.93,0.6,0.0,0.67,0.76,0.81,0.75,0.72,0.64,0.61,0.93,0.75,0.75,0.85,0.64,0.78,0.77,0.8,0.64,0.56,0.61,0.73,0.79,0.0,0.58,0.71,0.62,0.71,0.82,0.74,0.79,0.76,0.73,0.99,0.64,0.76,0.77,0.69,0.79,0.69,0.78,0.68,0.79,0.72,0.76,0.7,0.74,0.72,0.79,0.64,0.75,0.87,0.63,0.7,0.72,0.77,0.76,0.72,0.63,0.71,0.76,0.75,0.79,0.7,0.51,0.77,0.77,0.76,0.66,0.71,1.01,0.71,0.66,0.66,0.66,0.65,0.83,0.71,0.68,0.98,0.77,0.72,0.66,0.7,0.74,0.72,0.95,0.68,0.72,0.59,0.74,0.75,0.76,0.65,0.68,0.64,0.62,0.66,0.58,0.7,0.64,0.75,0.64,0.73,0.65,0.71,0.61,0.72,0.74,0.67,0.62,0.76,0.73,0.69,0.69,0.69,0.8,0.75,0.83,0.61,0.68,0.7,0.65,0.66,0.7,0.64,0.61,0.75,0.74,0.78,0.64,0.69,0.44,0.72,0.73,0.68,0.68,0.67,0.25,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.75,0.0,0.0,0.0,100.01999999999998
11/26/2021,0.82,0.95,0.59,0.0,0.64,0.74,0.81,0.74,0.69,0.63,0.6,0.94,0.74,0.74,0.88,0.62,0.78,0.75,0.79,0.62,0.55,0.61,0.73,0.79,0.0,0.58,0.7,0.62,0.71,0.82,0.73,0.8,0.75,0.72,0.99,0.65,0.75,0.77,0.68,0.77,0.68,0.78,0.67,0.79,0.73,0.76,0.69,0.74,0.71,0.79,0.65,0.75,0.88,0.64,0.69,0.72,0.77,0.77,0.71,0.63,0.71,0.76,0.75,0.78,0.69,0.5,0.76,0.77,0.77,0.67,0.7,0.99,0.7,0.67,0.66,0.66,0.65,0.83,0.71,0.69,0.97,0.78,0.72,0.66,0.7,0.76,0.73,0.96,0.69,0.72,0.6,0.72,0.74,0.76,0.65,0.68,0.64,0.62,0.66,0.58,0.71,0.65,0.75,0.65,0.73,0.64,0.71,0.62,0.74,0.75,0.67,0.65,0.77,0.73,0.69,0.7,0.69,0.8,0.75,0.84,0.61,0.68,0.69,0.67,0.67,0.7,0.64,0.62,0.74,0.74,0.78,0.64,0.7,0.45,0.71,0.71,0.72,0.7,0.66,0.25,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.78,0.0,0.0,0.0,99.99
11/29/2021,0.86,0.99,0.57,0.0,0.63,0.74,0.81,0.72,0.69,0.63,0.59,0.98,0.73,0.73,0.89,0.61,0.78,0.76,0.78,0.61,0.54,0.61,0.73,0.81,0.0,0.56,0.69,0.62,0.7,0.81,0.73,0.83,0.74,0.72,1.04,0.64,0.73,0.79,0.68,0.77,0.68,0.78,0.66,0.76,0.72,0.77,0.68,0.74,0.71,0.79,0.64,0.75,0.92,0.63,0.68,0.71,0.76,0.78,0.71,0.63,0.71,0.76,0.75,0.78,0.7,0.5,0.76,0.79,0.8,0.66,0.69,1.07,0.69,0.68,0.67,0.65,0.65,0.84,0.71,0.69,0.96,0.78,0.71,0.67,0.7,0.76,0.75,1.02,0.69,0.73,0.59,0.73,0.74,0.77,0.64,0.68,0.63,0.6,0.66,0.58,0.71,0.64,0.74,0.64,0.72,0.64,0.7,0.61,0.75,0.76,0.66,0.63,0.77,0.73,0.69,0.73,0.68,0.8,0.74,0.85,0.6,0.67,0.69,0.67,0.65,0.71,0.63,0.61,0.74,0.74,0.78,0.62,0.68,0.43,0.71,0.72,0.71,0.7,0.65,0.25,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.77,0.0,0.0,0.0,99.99
11/30/2021,0.86,1.02,0.57,0.0,0.63,0.73,0.8,0.73,0.69,0.63,0.58,1.0,0.72,0.73,0.9,0.61,0.78,0.75,0.78,0.62,0.54,0.61,0.72,0.82,0.0,0.57,0.7,0.62,0.72,0.82,0.73,0.84,0.74,0.71,1.08,0.64,0.73,0.79,0.69,0.76,0.68,0.78,0.66,0.76,0.71,0.77,0.68,0.74,0.71,0.79,0.63,0.74,0.93,0.63,0.68,0.72,0.76,0.77,0.7,0.63,0.71,0.76,0.76,0.78,0.7,0.5,0.76,0.8,0.8,0.67,0.69,1.08,0.7,0.68,0.67,0.63,0.65,0.84,0.72,0.69,0.96,0.78,0.71,0.67,0.7,0.76,0.75,1.03,0.68,0.73,0.58,0.72,0.74,0.78,0.64,0.69,0.63,0.61,0.66,0.58,0.71,0.64,0.74,0.63,0.73,0.64,0.69,0.6,0.75,0.76,0.65,0.64,0.77,0.72,0.69,0.73,0.68,0.8,0.75,0.85,0.6,0.68,0.7,0.66,0.65,0.69,0.63,0.6,0.73,0.74,0.77,0.62,0.68,0.44,0.71,0.72,0.69,0.69,0.65,0.25,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.77,0.0,0.0,0.0,100.04
12/01/2021,0.82,0.99,0.58,0.0,0.63,0.74,0.81,0.73,0.7,0.66,0.58,0.96,0.74,0.73,0.89,0.61,0.78,0.76,0.79,0.62,0.55,0.62,0.73,0.82,0.0,0.56,0.71,0.61,0.72,0.83,0.74,0.83,0.75,0.72,1.05,0.64,0.76,0.79,0.69,0.75,0.67,0.78,0.68,0.76,0.71,0.77,0.69,0.75,0.73,0.79,0.63,0.75,0.9,0.64,0.7,0.71,0.77,0.77,0.71,0.62,0.69,0.77,0.76,0.79,0.72,0.51,0.77,0.77,0.77,0.68,0.64,1.07,0.7,0.67,0.67,0.64,0.63,0.81,0.72,0.7,0.95,0.77,0.72,0.67,0.7,0.75,0.74,0.97,0.69,0.7,0.6,0.72,0.74,0.8,0.65,0.7,0.64,0.62,0.65,0.59,0.71,0.65,0.75,0.64,0.73,0.65,0.7,0.6,0.72,0.74,0.66,0.62,0.75,0.72,0.7,0.74,0.69,0.79,0.74,0.83,0.6,0.69,0.7,0.66,0.64,0.69,0.63,0.61,0.73,0.74,0.77,0.57,0.64,0.45,0.72,0.72,0.7,0.69,0.67,0.27,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,99.99
12/02/2021,0.82,0.99,0.58,0.0,0.63,0.74,0.81,0.73,0.7,0.66,0.58,0.96,0.74,0.73,0.89,0.61,0.78,0.76,0.79,0.62,0.55,0.62,0.73,0.82,0.0,0.56,0.71,0.61,0.72,0.83,0.74,0.83,0.75,0.72,1.05,0.64,0.76,0.79,0.69,0.75,0.67,0.78,0.68,0.76,0.71,0.77,0.69,0.75,0.73,0.79,0.63,0.75,0.9,0.64,0.7,0.71,0.77,0.77,0.71,0.62,0.69,0.77,0.76,0.79,0.72,0.51,0.77,0.77,0.77,0.68,0.64,1.07,0.7,0.67,0.67,0.64,0.63,0.81,0.72,0.7,0.95,0.77,0.72,0.67,0.7,0.75,0.74,0.97,0.69,0.7,0.6,0.72,0.74,0.8,0.65,0.7,0.64,0.62,0.65,0.59,0.71,0.65,0.75,0.64,0.73,0.65,0.7,0.6,0.72,0.74,0.66,0.62,0.75,0.72,0.7,0.74,0.69,0.79,0.74,0.83,0.6,0.69,0.7,0.66,0.64,0.69,0.63,0.61,0.73,0.74,0.77,0.57,0.64,0.45,0.72,0.72,0.7,0.69,0.67,0.27,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,99.99
