,OXY,FANG,RMD,LB,PAYC,LEN,AZO,CTAS,CPRT,LH,COO,MRO,STE,URI,COP,TRMB,AAP,DHI,AOS,ABMD,WAT,ROL,UPS,OKE,COG,TFX,DPZ,ZBH,MSI,ODFL,PHM,PXD,VRSK,ETN,DVN,MHK,TSCO,XOM,PSA,PH,SWK,LKQ,BLL,ALB,TXT,JBHT,NEE,RSG,WM,UNP,FDX,SEE,EOG,AEP,TT,WAB,MAS,WRB,LIN,EMR,HBAN,MLM,VMC,CSX,NVR,GPN,FAST,HAL,HES,WMT,TDG,DLTR,PWR,TRV,CAT,HON,HWM,CMA,MCD,BRK.B,CF,ZION,WHR,ABC,FE,TFC,MPC,APA,CINF,HST,IP,KSU,ITW,WMB,PPL,KMI,SO,HBI,SYY,MO,PCAR,LNT,APD,HII,EXC,D,PPG,LEG,PSX,VLO,EVRG,LVS,FITB,CE,NI,SJM,ATO,KEY,REG,RF,PNW,CNP,ARE,LYB,LUV,EMN,ETR,WRK,BEN,ADM,MOS,NCLH,AAL,PENN,FMC,FCX,NUE,TAP,NEM,FGXXX,First American Government Obligs X,VSCO WI,n/a,BBWI WI,VSCO,LBEUR,SLVM WI,CTRA,SLVM,CEGVV,CEG,SUM
09/07/2021,0.67,0.62,0.96,0.0,1.04,0.82,0.77,0.8,0.82,0.85,0.85,0.62,0.78,0.82,0.67,0.85,0.71,0.77,0.76,0.88,0.89,0.84,0.69,0.69,0.71,0.73,0.81,0.67,0.82,0.85,0.71,0.65,0.84,0.81,0.71,0.73,0.75,0.63,0.79,0.69,0.67,0.73,0.85,1.02,0.76,0.78,0.83,0.82,0.79,0.7,0.64,0.75,0.57,0.76,0.77,0.79,0.75,0.7,0.77,0.77,0.75,0.76,0.74,0.71,0.71,0.58,0.76,0.6,0.56,0.75,0.65,0.65,0.88,0.73,0.68,0.73,0.64,0.7,0.72,0.7,0.61,0.73,0.71,0.74,0.73,0.69,0.65,0.62,0.71,0.65,0.67,0.71,0.7,0.64,0.74,0.61,0.74,0.7,0.7,0.73,0.64,0.75,0.64,0.66,0.76,0.72,0.63,0.64,0.55,0.57,0.76,0.56,0.68,0.69,0.69,0.63,0.69,0.65,0.72,0.66,0.63,0.7,0.77,0.63,0.61,0.64,0.74,0.65,0.66,0.65,0.67,0.56,0.6,0.7,0.57,0.63,0.77,0.56,0.59,0.38,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/08/2021,0.67,0.62,0.96,0.0,1.04,0.82,0.77,0.8,0.82,0.85,0.85,0.62,0.78,0.82,0.67,0.85,0.71,0.77,0.76,0.88,0.89,0.84,0.69,0.69,0.71,0.73,0.81,0.67,0.82,0.85,0.71,0.65,0.84,0.81,0.71,0.73,0.75,0.63,0.79,0.69,0.67,0.73,0.85,1.02,0.76,0.78,0.83,0.82,0.79,0.7,0.64,0.75,0.57,0.76,0.77,0.79,0.75,0.7,0.77,0.77,0.75,0.76,0.74,0.71,0.71,0.58,0.76,0.6,0.56,0.75,0.65,0.65,0.88,0.73,0.68,0.73,0.64,0.7,0.72,0.7,0.61,0.73,0.71,0.74,0.73,0.69,0.65,0.62,0.71,0.65,0.67,0.71,0.7,0.64,0.74,0.61,0.74,0.7,0.7,0.73,0.64,0.75,0.64,0.66,0.76,0.72,0.63,0.64,0.55,0.57,0.76,0.56,0.68,0.69,0.69,0.63,0.69,0.65,0.72,0.66,0.63,0.7,0.77,0.63,0.61,0.64,0.74,0.65,0.66,0.65,0.67,0.56,0.6,0.7,0.57,0.63,0.77,0.56,0.59,0.38,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/09/2021,0.65,0.62,0.97,0.0,1.04,0.81,0.78,0.8,0.83,0.85,0.86,0.62,0.78,0.82,0.67,0.86,0.71,0.76,0.76,0.89,0.9,0.85,0.69,0.69,0.74,0.72,0.81,0.66,0.82,0.86,0.7,0.66,0.85,0.81,0.71,0.72,0.77,0.63,0.8,0.68,0.67,0.73,0.85,1.01,0.76,0.78,0.83,0.82,0.79,0.69,0.64,0.74,0.57,0.76,0.77,0.79,0.74,0.7,0.77,0.77,0.75,0.76,0.74,0.7,0.71,0.58,0.76,0.6,0.56,0.76,0.65,0.65,0.9,0.73,0.68,0.72,0.63,0.7,0.72,0.7,0.6,0.74,0.71,0.75,0.73,0.69,0.66,0.62,0.71,0.64,0.67,0.71,0.7,0.64,0.73,0.61,0.74,0.7,0.69,0.73,0.65,0.75,0.64,0.66,0.76,0.72,0.63,0.63,0.55,0.57,0.76,0.55,0.68,0.69,0.69,0.63,0.68,0.65,0.73,0.65,0.63,0.71,0.77,0.62,0.61,0.64,0.74,0.65,0.66,0.65,0.66,0.55,0.59,0.69,0.57,0.63,0.76,0.56,0.61,0.4,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/10/2021,0.65,0.62,0.98,0.0,1.02,0.81,0.78,0.8,0.83,0.85,0.86,0.62,0.78,0.81,0.67,0.87,0.72,0.76,0.75,0.9,0.9,0.83,0.69,0.69,0.74,0.73,0.82,0.67,0.83,0.87,0.7,0.65,0.85,0.8,0.71,0.72,0.77,0.63,0.8,0.69,0.65,0.74,0.86,1.01,0.75,0.78,0.83,0.81,0.79,0.69,0.64,0.73,0.57,0.76,0.75,0.78,0.72,0.7,0.78,0.77,0.76,0.75,0.73,0.7,0.71,0.59,0.74,0.6,0.56,0.75,0.64,0.66,0.9,0.74,0.68,0.71,0.64,0.71,0.72,0.7,0.62,0.75,0.69,0.75,0.72,0.7,0.67,0.62,0.71,0.66,0.66,0.7,0.69,0.64,0.74,0.61,0.75,0.7,0.7,0.74,0.64,0.73,0.64,0.65,0.76,0.71,0.61,0.63,0.54,0.58,0.75,0.58,0.68,0.68,0.68,0.63,0.68,0.66,0.73,0.66,0.62,0.71,0.77,0.62,0.61,0.64,0.74,0.65,0.65,0.65,0.67,0.56,0.6,0.73,0.58,0.64,0.78,0.55,0.6,0.42,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/13/2021,0.63,0.62,0.98,0.0,1.01,0.79,0.8,0.81,0.84,0.86,0.87,0.6,0.79,0.8,0.67,0.86,0.72,0.74,0.75,0.9,0.91,0.85,0.69,0.69,0.77,0.73,0.83,0.67,0.84,0.86,0.66,0.64,0.86,0.8,0.7,0.7,0.78,0.63,0.81,0.69,0.67,0.74,0.86,1.01,0.75,0.77,0.85,0.82,0.8,0.7,0.63,0.73,0.57,0.77,0.75,0.79,0.72,0.71,0.77,0.77,0.76,0.75,0.73,0.71,0.71,0.63,0.74,0.58,0.55,0.76,0.63,0.66,0.91,0.74,0.68,0.72,0.63,0.71,0.73,0.7,0.6,0.74,0.69,0.75,0.73,0.69,0.65,0.61,0.71,0.65,0.66,0.71,0.69,0.64,0.75,0.61,0.76,0.69,0.69,0.74,0.64,0.75,0.64,0.65,0.77,0.73,0.61,0.62,0.53,0.57,0.77,0.57,0.68,0.68,0.7,0.65,0.69,0.65,0.73,0.65,0.63,0.73,0.78,0.61,0.6,0.63,0.76,0.65,0.65,0.65,0.65,0.55,0.59,0.71,0.59,0.61,0.76,0.56,0.59,0.38,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/14/2021,0.64,0.63,0.98,0.0,1.02,0.78,0.8,0.82,0.82,0.85,0.86,0.61,0.78,0.81,0.67,0.86,0.73,0.74,0.74,0.88,0.91,0.84,0.67,0.69,0.78,0.71,0.83,0.66,0.83,0.84,0.65,0.67,0.86,0.8,0.7,0.71,0.79,0.63,0.79,0.69,0.67,0.74,0.85,1.03,0.75,0.76,0.85,0.82,0.8,0.69,0.63,0.72,0.57,0.77,0.74,0.79,0.73,0.7,0.78,0.75,0.77,0.75,0.73,0.7,0.72,0.64,0.74,0.58,0.55,0.75,0.65,0.65,0.9,0.74,0.67,0.72,0.65,0.72,0.73,0.7,0.61,0.75,0.7,0.75,0.72,0.7,0.66,0.61,0.71,0.65,0.67,0.7,0.68,0.63,0.73,0.6,0.76,0.7,0.71,0.74,0.65,0.75,0.64,0.65,0.77,0.73,0.63,0.63,0.53,0.57,0.77,0.57,0.69,0.69,0.7,0.64,0.68,0.66,0.73,0.66,0.62,0.73,0.76,0.6,0.62,0.63,0.75,0.65,0.65,0.65,0.66,0.56,0.62,0.72,0.59,0.62,0.76,0.56,0.59,0.39,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/15/2021,0.64,0.63,0.98,0.0,1.02,0.78,0.8,0.83,0.84,0.85,0.87,0.61,0.77,0.81,0.68,0.87,0.73,0.73,0.74,0.88,0.91,0.85,0.69,0.69,0.77,0.69,0.82,0.65,0.83,0.85,0.64,0.67,0.87,0.8,0.7,0.71,0.81,0.63,0.79,0.68,0.67,0.74,0.85,1.03,0.75,0.76,0.84,0.82,0.8,0.68,0.63,0.72,0.57,0.76,0.75,0.8,0.74,0.69,0.78,0.75,0.77,0.76,0.74,0.69,0.73,0.62,0.74,0.59,0.55,0.75,0.65,0.65,0.91,0.74,0.67,0.72,0.64,0.72,0.73,0.7,0.62,0.76,0.69,0.75,0.71,0.69,0.66,0.6,0.7,0.65,0.67,0.69,0.68,0.64,0.73,0.61,0.75,0.7,0.7,0.74,0.66,0.74,0.65,0.65,0.77,0.73,0.63,0.63,0.53,0.57,0.76,0.55,0.69,0.69,0.69,0.65,0.67,0.66,0.71,0.66,0.62,0.73,0.75,0.61,0.61,0.64,0.75,0.66,0.66,0.66,0.67,0.56,0.59,0.69,0.6,0.63,0.77,0.55,0.59,0.44,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/16/2021,0.64,0.63,0.98,0.0,1.02,0.78,0.8,0.83,0.84,0.85,0.87,0.61,0.77,0.81,0.68,0.87,0.73,0.73,0.74,0.88,0.91,0.85,0.69,0.69,0.77,0.69,0.82,0.65,0.83,0.85,0.64,0.67,0.87,0.8,0.7,0.71,0.81,0.63,0.79,0.68,0.67,0.74,0.85,1.03,0.75,0.76,0.84,0.82,0.8,0.68,0.63,0.72,0.57,0.76,0.75,0.8,0.74,0.69,0.78,0.75,0.77,0.76,0.74,0.69,0.73,0.62,0.74,0.59,0.55,0.75,0.65,0.65,0.91,0.74,0.67,0.72,0.64,0.72,0.73,0.7,0.62,0.76,0.69,0.75,0.71,0.69,0.66,0.6,0.7,0.65,0.67,0.69,0.68,0.64,0.73,0.61,0.75,0.7,0.7,0.74,0.66,0.74,0.65,0.65,0.77,0.73,0.63,0.63,0.53,0.57,0.76,0.55,0.69,0.69,0.69,0.65,0.67,0.66,0.71,0.66,0.62,0.73,0.75,0.61,0.61,0.64,0.75,0.66,0.66,0.66,0.67,0.56,0.59,0.69,0.6,0.63,0.77,0.55,0.59,0.44,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/17/2021,0.68,0.64,0.96,0.0,0.99,0.78,0.8,0.83,0.83,0.83,0.85,0.65,0.77,0.81,0.7,0.85,0.72,0.73,0.73,0.85,0.87,0.82,0.69,0.7,0.8,0.69,0.82,0.64,0.82,0.84,0.64,0.69,0.86,0.78,0.71,0.72,0.79,0.64,0.79,0.69,0.66,0.74,0.83,0.97,0.75,0.75,0.83,0.82,0.8,0.68,0.64,0.71,0.59,0.75,0.74,0.8,0.74,0.69,0.78,0.74,0.77,0.75,0.74,0.69,0.71,0.62,0.74,0.62,0.58,0.75,0.66,0.64,0.9,0.74,0.68,0.72,0.66,0.73,0.74,0.7,0.62,0.76,0.7,0.75,0.7,0.7,0.67,0.64,0.7,0.67,0.67,0.69,0.68,0.65,0.73,0.61,0.75,0.71,0.7,0.73,0.66,0.73,0.65,0.66,0.78,0.72,0.62,0.64,0.54,0.59,0.75,0.56,0.71,0.69,0.69,0.65,0.66,0.68,0.72,0.67,0.62,0.72,0.75,0.62,0.61,0.64,0.75,0.65,0.66,0.67,0.67,0.57,0.59,0.67,0.6,0.63,0.74,0.57,0.59,0.43,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/20/2021,0.71,0.67,0.96,0.0,1.01,0.77,0.82,0.81,0.86,0.84,0.85,0.68,0.78,0.81,0.71,0.84,0.75,0.72,0.72,0.85,0.88,0.81,0.69,0.73,0.83,0.71,0.81,0.67,0.83,0.84,0.63,0.7,0.86,0.79,0.75,0.7,0.8,0.65,0.78,0.69,0.66,0.77,0.82,0.99,0.74,0.75,0.83,0.82,0.8,0.67,0.62,0.72,0.64,0.74,0.73,0.8,0.72,0.68,0.78,0.74,0.76,0.74,0.72,0.69,0.69,0.62,0.74,0.62,0.58,0.74,0.66,0.63,0.93,0.74,0.67,0.71,0.65,0.72,0.73,0.7,0.65,0.76,0.69,0.76,0.7,0.69,0.68,0.66,0.7,0.67,0.66,0.69,0.68,0.67,0.72,0.62,0.75,0.71,0.69,0.71,0.66,0.73,0.65,0.65,0.78,0.71,0.61,0.63,0.52,0.59,0.73,0.49,0.72,0.68,0.67,0.64,0.63,0.69,0.73,0.66,0.61,0.69,0.74,0.62,0.61,0.61,0.75,0.64,0.66,0.68,0.7,0.56,0.59,0.66,0.59,0.65,0.74,0.56,0.59,0.43,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/21/2021,0.7,0.66,0.95,0.0,1.03,0.78,0.83,0.82,0.88,0.83,0.85,0.66,0.79,0.82,0.72,0.85,0.75,0.74,0.7,0.87,0.86,0.82,0.69,0.73,0.81,0.71,0.82,0.67,0.83,0.84,0.64,0.7,0.85,0.79,0.75,0.69,0.82,0.65,0.78,0.69,0.67,0.76,0.82,0.98,0.73,0.75,0.83,0.82,0.8,0.67,0.63,0.71,0.63,0.73,0.73,0.79,0.72,0.69,0.78,0.74,0.75,0.73,0.72,0.69,0.71,0.61,0.74,0.62,0.58,0.75,0.66,0.64,0.92,0.73,0.67,0.71,0.64,0.72,0.74,0.7,0.66,0.76,0.68,0.75,0.7,0.69,0.68,0.66,0.7,0.66,0.66,0.69,0.68,0.66,0.72,0.61,0.74,0.72,0.7,0.71,0.65,0.73,0.64,0.64,0.78,0.7,0.61,0.63,0.52,0.58,0.73,0.49,0.72,0.69,0.67,0.65,0.64,0.69,0.74,0.67,0.61,0.68,0.74,0.62,0.62,0.61,0.75,0.64,0.66,0.69,0.71,0.56,0.61,0.66,0.59,0.61,0.75,0.56,0.57,0.46,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/22/2021,0.7,0.66,0.95,0.0,1.03,0.78,0.83,0.82,0.88,0.83,0.85,0.66,0.79,0.82,0.72,0.85,0.75,0.74,0.7,0.87,0.86,0.82,0.69,0.73,0.81,0.71,0.82,0.67,0.83,0.84,0.64,0.7,0.85,0.79,0.75,0.69,0.82,0.65,0.78,0.69,0.67,0.76,0.82,0.98,0.73,0.75,0.83,0.82,0.8,0.67,0.63,0.71,0.63,0.73,0.73,0.79,0.72,0.69,0.78,0.74,0.75,0.73,0.72,0.69,0.71,0.61,0.74,0.62,0.58,0.75,0.66,0.64,0.92,0.73,0.67,0.71,0.64,0.72,0.74,0.7,0.66,0.76,0.68,0.75,0.7,0.69,0.68,0.66,0.7,0.66,0.66,0.69,0.68,0.66,0.72,0.61,0.74,0.72,0.7,0.71,0.65,0.73,0.64,0.64,0.78,0.7,0.61,0.63,0.52,0.58,0.73,0.49,0.72,0.69,0.67,0.65,0.64,0.69,0.74,0.67,0.61,0.68,0.74,0.62,0.62,0.61,0.75,0.64,0.66,0.69,0.71,0.56,0.61,0.66,0.59,0.61,0.75,0.56,0.57,0.46,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/23/2021,0.7,0.66,0.95,0.0,1.03,0.78,0.83,0.82,0.88,0.83,0.85,0.66,0.79,0.82,0.72,0.85,0.75,0.74,0.7,0.87,0.86,0.82,0.69,0.73,0.81,0.71,0.82,0.67,0.83,0.84,0.64,0.7,0.85,0.79,0.75,0.69,0.82,0.65,0.78,0.69,0.67,0.76,0.82,0.98,0.73,0.75,0.83,0.82,0.8,0.67,0.63,0.71,0.63,0.73,0.73,0.79,0.72,0.69,0.78,0.74,0.75,0.73,0.72,0.69,0.71,0.61,0.74,0.62,0.58,0.75,0.66,0.64,0.92,0.73,0.67,0.71,0.64,0.72,0.74,0.7,0.66,0.76,0.68,0.75,0.7,0.69,0.68,0.66,0.7,0.66,0.66,0.69,0.68,0.66,0.72,0.61,0.74,0.72,0.7,0.71,0.65,0.73,0.64,0.64,0.78,0.7,0.61,0.63,0.52,0.58,0.73,0.49,0.72,0.69,0.67,0.65,0.64,0.69,0.74,0.67,0.61,0.68,0.74,0.62,0.62,0.61,0.75,0.64,0.66,0.69,0.71,0.56,0.61,0.66,0.59,0.61,0.75,0.56,0.57,0.46,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/24/2021,0.75,0.78,0.72,0.0,0.76,0.72,0.75,0.72,0.72,0.72,0.69,0.74,0.74,0.71,0.78,0.7,0.76,0.72,0.67,0.7,0.69,0.7,0.72,0.75,0.76,0.75,0.72,0.75,0.71,0.75,0.72,0.72,0.73,0.71,0.74,0.7,0.74,0.73,0.71,0.72,0.71,0.72,0.72,0.66,0.7,0.72,0.71,0.73,0.73,0.7,0.72,0.71,0.79,0.69,0.7,0.7,0.69,0.73,0.72,0.69,0.68,0.68,0.71,0.7,0.72,0.69,0.72,0.73,0.73,0.72,0.75,0.7,0.73,0.72,0.68,0.71,0.72,0.72,0.74,0.72,0.79,0.71,0.7,0.73,0.71,0.71,0.75,0.74,0.71,0.74,0.69,0.71,0.72,0.75,0.7,0.73,0.71,0.72,0.73,0.7,0.69,0.71,0.71,0.7,0.72,0.71,0.7,0.71,0.71,0.73,0.7,0.62,0.73,0.7,0.72,0.73,0.7,0.74,0.74,0.72,0.72,0.7,0.72,0.71,0.75,0.67,0.71,0.68,0.69,0.74,0.75,0.75,0.77,0.65,0.7,0.63,0.63,0.72,0.7,0.35,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/27/2021,0.78,0.81,0.71,0.0,0.76,0.71,0.76,0.71,0.73,0.7,0.7,0.77,0.75,0.74,0.81,0.7,0.77,0.72,0.66,0.7,0.68,0.7,0.69,0.76,0.76,0.75,0.7,0.75,0.71,0.74,0.72,0.72,0.72,0.71,0.78,0.71,0.75,0.74,0.69,0.73,0.71,0.72,0.71,0.67,0.71,0.7,0.7,0.73,0.72,0.69,0.64,0.7,0.8,0.67,0.7,0.7,0.69,0.73,0.71,0.69,0.68,0.69,0.71,0.7,0.72,0.7,0.72,0.73,0.76,0.71,0.76,0.68,0.72,0.71,0.68,0.71,0.72,0.73,0.74,0.72,0.8,0.72,0.7,0.72,0.71,0.72,0.76,0.78,0.71,0.75,0.7,0.7,0.71,0.75,0.7,0.73,0.7,0.72,0.74,0.69,0.69,0.7,0.7,0.7,0.72,0.7,0.69,0.71,0.73,0.75,0.68,0.63,0.73,0.69,0.71,0.72,0.69,0.74,0.74,0.72,0.71,0.68,0.71,0.71,0.77,0.66,0.69,0.68,0.71,0.71,0.76,0.77,0.78,0.67,0.69,0.64,0.63,0.72,0.69,0.35,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/28/2021,0.8,0.83,0.68,0.0,0.77,0.71,0.75,0.71,0.73,0.7,0.69,0.8,0.75,0.74,0.81,0.68,0.76,0.69,0.65,0.69,0.68,0.69,0.69,0.78,0.77,0.74,0.69,0.76,0.71,0.73,0.7,0.75,0.72,0.7,0.83,0.7,0.73,0.75,0.67,0.73,0.7,0.73,0.7,0.68,0.72,0.7,0.68,0.71,0.71,0.69,0.63,0.7,0.82,0.66,0.7,0.71,0.68,0.72,0.71,0.69,0.7,0.69,0.72,0.69,0.7,0.7,0.72,0.76,0.78,0.7,0.76,0.68,0.73,0.71,0.68,0.7,0.72,0.75,0.73,0.71,0.83,0.74,0.69,0.71,0.69,0.74,0.77,0.82,0.7,0.75,0.7,0.69,0.71,0.75,0.69,0.74,0.68,0.71,0.74,0.69,0.69,0.68,0.69,0.7,0.71,0.68,0.68,0.7,0.74,0.75,0.68,0.63,0.75,0.69,0.69,0.7,0.67,0.75,0.73,0.74,0.69,0.67,0.7,0.72,0.78,0.66,0.65,0.69,0.71,0.72,0.78,0.79,0.79,0.67,0.69,0.64,0.63,0.72,0.68,0.34,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9
09/29/2021,0.8,0.83,0.68,0.0,0.77,0.71,0.75,0.71,0.73,0.7,0.69,0.8,0.75,0.74,0.81,0.68,0.76,0.69,0.65,0.69,0.68,0.69,0.69,0.78,0.77,0.74,0.69,0.76,0.71,0.73,0.7,0.75,0.72,0.7,0.83,0.7,0.73,0.75,0.67,0.73,0.7,0.73,0.7,0.68,0.72,0.7,0.68,0.71,0.71,0.69,0.63,0.7,0.82,0.66,0.7,0.71,0.68,0.72,0.71,0.69,0.7,0.69,0.72,0.69,0.7,0.7,0.72,0.76,0.78,0.7,0.76,0.68,0.73,0.71,0.68,0.7,0.72,0.75,0.73,0.71,0.83,0.74,0.69,0.71,0.69,0.74,0.77,0.82,0.7,0.75,0.7,0.69,0.71,0.75,0.69,0.74,0.68,0.71,0.74,0.69,0.69,0.68,0.69,0.7,0.71,0.68,0.68,0.7,0.74,0.75,0.68,0.63,0.75,0.69,0.69,0.7,0.67,0.75,0.73,0.74,0.69,0.67,0.7,0.72,0.78,0.66,0.65,0.69,0.71,0.72,0.78,0.79,0.79,0.67,0.69,0.64,0.63,0.72,0.68,0.34,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9
09/30/2021,0.8,0.84,0.67,0.0,0.77,0.71,0.75,0.71,0.73,0.7,0.69,0.81,0.75,0.74,0.83,0.66,0.77,0.69,0.65,0.69,0.67,0.68,0.69,0.78,0.79,0.74,0.68,0.76,0.71,0.74,0.7,0.76,0.72,0.69,0.84,0.7,0.73,0.76,0.67,0.72,0.71,0.73,0.69,0.67,0.72,0.71,0.67,0.71,0.71,0.7,0.63,0.7,0.83,0.66,0.69,0.71,0.67,0.73,0.71,0.68,0.7,0.68,0.7,0.7,0.69,0.69,0.72,0.76,0.79,0.7,0.76,0.67,0.72,0.71,0.68,0.7,0.72,0.77,0.73,0.71,0.85,0.75,0.69,0.71,0.69,0.75,0.77,0.83,0.71,0.75,0.69,0.69,0.7,0.74,0.68,0.74,0.68,0.71,0.75,0.68,0.68,0.68,0.69,0.7,0.7,0.69,0.69,0.71,0.73,0.76,0.67,0.63,0.76,0.71,0.69,0.7,0.67,0.76,0.73,0.75,0.69,0.69,0.7,0.71,0.78,0.66,0.64,0.69,0.72,0.71,0.8,0.81,0.8,0.67,0.68,0.65,0.64,0.72,0.67,0.35,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/01/2021,0.85,0.9,0.64,0.0,0.73,0.68,0.75,0.68,0.7,0.67,0.67,0.87,0.71,0.76,0.86,0.64,0.76,0.67,0.64,0.65,0.62,0.65,0.69,0.79,0.85,0.74,0.68,0.76,0.68,0.72,0.7,0.8,0.7,0.68,0.89,0.7,0.72,0.79,0.66,0.71,0.69,0.72,0.67,0.64,0.73,0.7,0.65,0.69,0.69,0.69,0.61,0.69,0.86,0.65,0.66,0.7,0.66,0.72,0.69,0.68,0.72,0.69,0.71,0.7,0.68,0.69,0.7,0.81,0.82,0.68,0.76,0.68,0.71,0.7,0.69,0.69,0.74,0.8,0.73,0.71,0.88,0.78,0.69,0.7,0.69,0.76,0.78,0.82,0.7,0.75,0.69,0.7,0.69,0.76,0.68,0.75,0.66,0.72,0.75,0.68,0.69,0.66,0.7,0.7,0.69,0.67,0.68,0.7,0.76,0.8,0.67,0.63,0.8,0.71,0.69,0.7,0.66,0.78,0.73,0.79,0.68,0.68,0.68,0.74,0.79,0.68,0.63,0.71,0.7,0.72,0.82,0.81,0.8,0.67,0.68,0.67,0.65,0.74,0.68,0.37,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/04/2021,0.85,0.91,0.64,0.0,0.74,0.68,0.77,0.68,0.7,0.68,0.66,0.87,0.71,0.75,0.87,0.64,0.77,0.68,0.64,0.65,0.62,0.66,0.68,0.79,0.87,0.73,0.67,0.75,0.69,0.71,0.71,0.8,0.7,0.68,0.9,0.69,0.72,0.79,0.66,0.72,0.69,0.72,0.67,0.64,0.72,0.69,0.65,0.7,0.7,0.69,0.61,0.68,0.87,0.66,0.66,0.7,0.66,0.73,0.68,0.68,0.72,0.68,0.69,0.7,0.68,0.68,0.7,0.8,0.82,0.68,0.75,0.79,0.71,0.7,0.68,0.69,0.72,0.8,0.73,0.71,0.88,0.79,0.7,0.71,0.68,0.76,0.77,0.81,0.7,0.74,0.69,0.69,0.69,0.77,0.68,0.75,0.67,0.7,0.75,0.68,0.69,0.67,0.69,0.71,0.69,0.68,0.67,0.71,0.75,0.79,0.67,0.62,0.79,0.71,0.7,0.72,0.68,0.78,0.73,0.79,0.69,0.68,0.68,0.73,0.78,0.67,0.64,0.71,0.69,0.72,0.81,0.79,0.79,0.65,0.67,0.66,0.63,0.74,0.67,0.35,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/05/2021,0.86,0.91,0.64,0.0,0.75,0.68,0.77,0.68,0.7,0.68,0.66,0.88,0.71,0.74,0.88,0.63,0.76,0.68,0.63,0.65,0.62,0.66,0.68,0.8,0.86,0.73,0.68,0.75,0.69,0.71,0.69,0.8,0.7,0.67,0.91,0.68,0.71,0.79,0.67,0.71,0.68,0.72,0.69,0.66,0.72,0.7,0.67,0.7,0.7,0.68,0.62,0.68,0.86,0.66,0.66,0.7,0.67,0.74,0.68,0.68,0.73,0.67,0.69,0.69,0.67,0.68,0.7,0.8,0.83,0.69,0.75,0.77,0.71,0.7,0.68,0.69,0.72,0.8,0.73,0.71,0.88,0.78,0.68,0.7,0.68,0.77,0.79,0.83,0.7,0.74,0.69,0.7,0.68,0.77,0.68,0.76,0.68,0.66,0.74,0.65,0.68,0.68,0.69,0.7,0.7,0.68,0.68,0.69,0.76,0.8,0.67,0.63,0.79,0.71,0.71,0.72,0.68,0.79,0.73,0.79,0.7,0.68,0.69,0.73,0.78,0.67,0.64,0.69,0.69,0.72,0.81,0.78,0.78,0.66,0.67,0.66,0.63,0.74,0.69,0.31,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
