,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,NKE,ABBV,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,BLK,GS,AMT,AMAT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,AXP,NOW,DE,CVS,SCHW,CHTR,SPGI,ANTM,LMT,ZTS,MU,BKNG,PLD,FIS,LRCX,MDLZ,MO,SYK,TMUS,CCI,ADP,GILD,TJX,COP,CI,PNC,DUK,USB,CME,CSX,EL,EQIX,GM,TFC,ATVI,CB,BDX,MMC,FDX,COF,CL,ILMN,NSC,EW,ICE,SHW,SO,ADSK,FISV,ITW,APD,ADI,BSX,REGN,D,ETN,MCO,HUM,EMR,PGR,HCA,GPN,F,IDXX,TWTR,NXPI,WM,NOC,AON,FCX,ECL,VRTX,BIIB,DG,NEM,ROP,JCI,EOG,IQV,KLAC,PSA,TROW,DOW,KMB,MSCI,A,LHX,ROST,TEL,EBAY,MET,TT,CMG,EXC,SLB,ALGN,GD,CNC,DLR,SNPS,APTV,INFO,DXCM,AEP,SRE,SPG,APH,DD,EA,BAX,ORLY,ALXN,AIG,PPG,MCHP,BK,ALL,PRU,CARR,PH,STZ,CDNS,SYY,MPC,TRV,MSI,DFS,4970.T,WELL,XEL,GIS,RMD,MRNA,MAR,CTSH,YUM,GEN.,FTNT,IFF,GE.,SBAC,XLNX,MTCH,n/a,SIVB,PXD,HLT,AZO,PAYX,ROK,HPQ,O,ADM,MCK,AFL,PSX,OTIS,WBA,STT,WMB,AMP,CTVA,OXY,NUE,KR,DVN,VLO,WBD,KMI,DLTR,META,MNST,ED,ELV,AJG,CTAS,ENPH,SUM
12/23/2021,6.82,6.19,3.76,1.99,2.2,2.05,1.37,1.79,1.89,1.17,1.14,0.9,1.17,0.55,1.06,0.99,0.76,0.69,0.8,0.67,0.57,0.65,0.68,0.57,0.62,0.52,0.66,0.88,0.62,0.58,0.44,0.6,0.52,0.6,0.66,0.57,0.5,0.63,0.68,0.51,0.54,0.48,0.52,0.44,0.63,0.5,0.35,0.51,0.37,0.38,0.35,0.38,0.44,0.35,0.4,0.46,0.3,0.32,0.44,0.44,0.33,0.35,0.31,0.27,0.33,0.33,0.33,0.34,0.29,0.28,0.27,0.42,0.26,0.25,0.3,0.25,0.31,0.25,0.34,0.31,0.21,0.29,0.28,0.21,0.29,0.24,0.23,0.31,0.16,0.24,0.23,0.23,0.21,0.18,0.22,0.25,0.23,0.23,0.23,0.19,0.21,0.21,0.19,0.21,0.2,0.21,0.19,0.2,0.19,0.12,0.21,0.19,0.22,0.16,0.15,0.18,0.15,0.18,0.19,0.19,0.21,0.18,0.16,0.15,0.17,0.17,0.23,0.14,0.16,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.2,0.13,0.0,0.15,0.16,0.14,0.17,0.14,0.14,0.14,0.0,0.13,0.12,0.13,0.14,0.13,0.13,0.15,0.14,0.11,0.1,0.12,0.12,0.12,0.1,0.0,0.13,0.1,0.11,0.12,0.12,0.13,0.1,0.11,0.12,0.12,0.12,0.14,0.11,0.13,0.14,0.11,0.1,0.12,0.12,0.1,0.0,0.11,0.12,0.0,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.1,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.25,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.13,0.0,0.26,0.0,0.1,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.9
12/24/2021,6.82,6.19,3.76,1.99,2.2,2.05,1.37,1.79,1.89,1.17,1.14,0.9,1.17,0.55,1.06,0.99,0.76,0.69,0.8,0.67,0.57,0.65,0.68,0.57,0.62,0.52,0.66,0.88,0.62,0.58,0.44,0.6,0.52,0.6,0.66,0.57,0.5,0.63,0.68,0.51,0.54,0.48,0.52,0.44,0.63,0.5,0.35,0.51,0.37,0.38,0.35,0.38,0.44,0.35,0.4,0.46,0.3,0.32,0.44,0.44,0.33,0.35,0.31,0.27,0.33,0.33,0.33,0.34,0.29,0.28,0.27,0.42,0.26,0.25,0.3,0.25,0.31,0.25,0.34,0.31,0.21,0.29,0.28,0.21,0.29,0.24,0.23,0.31,0.16,0.24,0.23,0.23,0.21,0.18,0.22,0.25,0.23,0.23,0.23,0.19,0.21,0.21,0.19,0.21,0.2,0.21,0.19,0.2,0.19,0.12,0.21,0.19,0.22,0.16,0.15,0.18,0.15,0.18,0.19,0.19,0.21,0.18,0.16,0.15,0.17,0.17,0.23,0.14,0.16,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.2,0.13,0.0,0.15,0.16,0.14,0.17,0.14,0.14,0.14,0.0,0.13,0.12,0.13,0.14,0.13,0.13,0.15,0.14,0.11,0.1,0.12,0.12,0.12,0.1,0.0,0.13,0.1,0.11,0.12,0.12,0.13,0.1,0.11,0.12,0.12,0.12,0.14,0.11,0.13,0.14,0.11,0.1,0.12,0.12,0.1,0.0,0.11,0.12,0.0,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.1,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.25,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.13,0.0,0.26,0.0,0.1,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.9
12/27/2021,6.87,6.28,3.73,1.98,2.21,2.06,1.35,1.85,2.17,1.16,1.11,0.91,1.17,0.56,1.05,0.97,0.78,0.7,0.8,0.68,0.57,0.65,0.68,0.55,0.62,0.52,0.66,0.82,0.61,0.57,0.44,0.59,0.53,0.59,0.64,0.56,0.48,0.64,0.68,0.5,0.54,0.48,0.51,0.43,0.61,0.5,0.35,0.51,0.36,0.39,0.35,0.36,0.43,0.34,0.39,0.44,0.3,0.32,0.43,0.45,0.33,0.36,0.32,0.28,0.33,0.33,0.32,0.35,0.29,0.27,0.28,0.44,0.25,0.26,0.32,0.26,0.32,0.25,0.33,0.32,0.2,0.28,0.28,0.21,0.29,0.27,0.25,0.3,0.17,0.25,0.23,0.21,0.22,0.18,0.22,0.26,0.23,0.22,0.23,0.19,0.21,0.2,0.19,0.21,0.2,0.21,0.18,0.21,0.19,0.13,0.21,0.18,0.22,0.16,0.15,0.17,0.15,0.17,0.2,0.19,0.2,0.18,0.15,0.16,0.17,0.17,0.23,0.15,0.16,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.2,0.14,0.0,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.0,0.13,0.12,0.13,0.14,0.13,0.13,0.16,0.14,0.11,0.1,0.12,0.13,0.12,0.1,0.0,0.13,0.1,0.11,0.12,0.12,0.13,0.1,0.12,0.12,0.12,0.12,0.14,0.11,0.13,0.14,0.11,0.1,0.13,0.13,0.1,0.0,0.11,0.11,0.0,0.12,0.0,0.12,0.11,0.0,0.1,0.11,0.1,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.1,0.13,0.0,0.0,0.0,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.03
12/28/2021,6.85,6.26,3.72,1.98,2.2,2.05,1.34,1.85,2.16,1.16,1.1,0.91,1.16,0.56,1.04,0.97,0.78,0.7,0.8,0.67,0.57,0.64,0.68,0.54,0.62,0.52,0.65,0.82,0.61,0.56,0.44,0.59,0.53,0.59,0.64,0.56,0.48,0.64,0.68,0.5,0.54,0.48,0.51,0.43,0.61,0.5,0.35,0.51,0.36,0.39,0.35,0.36,0.43,0.34,0.39,0.44,0.3,0.32,0.43,0.45,0.33,0.36,0.32,0.28,0.32,0.33,0.32,0.35,0.29,0.27,0.28,0.44,0.25,0.26,0.32,0.26,0.32,0.25,0.33,0.32,0.2,0.28,0.28,0.21,0.29,0.26,0.25,0.3,0.17,0.25,0.23,0.21,0.22,0.18,0.21,0.25,0.23,0.22,0.23,0.19,0.21,0.2,0.19,0.2,0.2,0.21,0.18,0.21,0.19,0.13,0.2,0.18,0.22,0.16,0.15,0.17,0.15,0.17,0.2,0.19,0.2,0.18,0.15,0.16,0.17,0.16,0.23,0.15,0.16,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.2,0.14,0.0,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.0,0.13,0.12,0.13,0.14,0.13,0.13,0.16,0.14,0.11,0.1,0.12,0.13,0.12,0.1,0.0,0.13,0.1,0.11,0.12,0.12,0.13,0.1,0.12,0.12,0.12,0.12,0.14,0.11,0.13,0.14,0.11,0.1,0.13,0.13,0.1,0.0,0.11,0.11,0.0,0.12,0.0,0.12,0.11,0.0,0.1,0.11,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.1,0.13,0.0,0.25,0.0,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.94
12/29/2021,6.85,6.26,3.72,1.98,2.2,2.05,1.34,1.85,2.16,1.16,1.1,0.91,1.16,0.56,1.04,0.97,0.78,0.7,0.8,0.67,0.57,0.64,0.68,0.54,0.62,0.52,0.65,0.82,0.61,0.56,0.44,0.59,0.53,0.59,0.64,0.56,0.48,0.64,0.68,0.5,0.54,0.48,0.51,0.43,0.61,0.5,0.35,0.51,0.36,0.39,0.35,0.36,0.43,0.34,0.39,0.44,0.3,0.32,0.43,0.45,0.33,0.36,0.32,0.28,0.32,0.33,0.32,0.35,0.29,0.27,0.28,0.44,0.25,0.26,0.32,0.26,0.32,0.25,0.33,0.32,0.2,0.28,0.28,0.21,0.29,0.26,0.25,0.3,0.17,0.25,0.23,0.21,0.22,0.18,0.21,0.25,0.23,0.22,0.23,0.19,0.21,0.2,0.19,0.2,0.2,0.21,0.18,0.21,0.19,0.13,0.2,0.18,0.22,0.16,0.15,0.17,0.15,0.17,0.2,0.19,0.2,0.18,0.15,0.16,0.17,0.16,0.23,0.15,0.16,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.2,0.14,0.0,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.0,0.13,0.12,0.13,0.14,0.13,0.13,0.16,0.14,0.11,0.1,0.12,0.13,0.12,0.1,0.0,0.13,0.1,0.11,0.12,0.12,0.13,0.1,0.12,0.12,0.12,0.12,0.14,0.11,0.13,0.14,0.11,0.1,0.13,0.13,0.1,0.0,0.11,0.11,0.0,0.12,0.0,0.12,0.11,0.0,0.1,0.11,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.1,0.13,0.0,0.25,0.0,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.94
12/30/2021,6.93,6.34,3.65,2.02,2.19,2.04,1.34,1.91,2.19,1.15,1.1,0.9,1.16,0.56,1.05,0.97,0.77,0.68,0.79,0.68,0.57,0.65,0.67,0.54,0.62,0.52,0.66,0.82,0.62,0.56,0.43,0.58,0.53,0.59,0.64,0.56,0.48,0.65,0.68,0.49,0.54,0.48,0.51,0.44,0.61,0.49,0.35,0.51,0.36,0.39,0.35,0.36,0.43,0.34,0.39,0.44,0.3,0.31,0.43,0.45,0.33,0.36,0.32,0.28,0.32,0.32,0.32,0.36,0.29,0.27,0.28,0.46,0.25,0.26,0.32,0.25,0.33,0.25,0.33,0.32,0.2,0.28,0.28,0.21,0.29,0.26,0.24,0.3,0.16,0.25,0.23,0.21,0.22,0.17,0.22,0.26,0.22,0.22,0.24,0.19,0.21,0.2,0.19,0.2,0.2,0.21,0.18,0.21,0.19,0.13,0.21,0.18,0.22,0.16,0.15,0.17,0.15,0.17,0.2,0.19,0.21,0.17,0.15,0.15,0.17,0.16,0.23,0.15,0.16,0.15,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.2,0.14,0.0,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.0,0.13,0.12,0.13,0.14,0.13,0.13,0.17,0.14,0.11,0.1,0.12,0.13,0.12,0.1,0.0,0.13,0.1,0.11,0.12,0.12,0.13,0.1,0.12,0.12,0.12,0.12,0.14,0.11,0.13,0.14,0.11,0.1,0.13,0.13,0.1,0.0,0.11,0.12,0.0,0.12,0.0,0.12,0.11,0.0,0.1,0.11,0.1,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.1,0.14,0.0,0.0,0.0,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.96000000000001
12/31/2021,6.88,6.31,3.66,2.02,2.17,2.02,1.34,1.87,2.18,1.15,1.1,0.9,1.17,0.55,1.06,0.97,0.77,0.69,0.79,0.67,0.57,0.64,0.67,0.54,0.62,0.52,0.66,0.8,0.61,0.56,0.44,0.59,0.52,0.58,0.64,0.56,0.48,0.65,0.68,0.5,0.54,0.48,0.51,0.43,0.61,0.49,0.35,0.51,0.36,0.39,0.35,0.35,0.43,0.34,0.39,0.44,0.3,0.31,0.43,0.45,0.33,0.35,0.32,0.28,0.32,0.32,0.32,0.35,0.29,0.27,0.28,0.46,0.25,0.26,0.32,0.25,0.32,0.24,0.33,0.32,0.2,0.28,0.28,0.21,0.28,0.26,0.24,0.3,0.16,0.25,0.23,0.21,0.22,0.17,0.22,0.26,0.22,0.22,0.24,0.19,0.21,0.2,0.19,0.2,0.2,0.21,0.18,0.2,0.19,0.13,0.21,0.18,0.22,0.16,0.15,0.18,0.15,0.18,0.2,0.19,0.21,0.18,0.15,0.15,0.17,0.17,0.23,0.15,0.16,0.15,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.2,0.14,0.0,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.0,0.13,0.12,0.13,0.14,0.13,0.13,0.16,0.14,0.11,0.1,0.12,0.12,0.12,0.1,0.0,0.13,0.1,0.11,0.12,0.12,0.13,0.1,0.12,0.12,0.12,0.12,0.14,0.11,0.13,0.13,0.11,0.1,0.13,0.13,0.1,0.0,0.11,0.12,0.0,0.12,0.0,0.12,0.11,0.0,0.1,0.11,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.1,0.13,0.0,0.25,0.0,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.85
01/03/2022,6.86,6.3,3.64,2.01,2.17,2.02,1.36,1.83,2.15,1.16,1.12,0.9,1.17,0.56,1.07,0.97,0.78,0.7,0.79,0.67,0.57,0.64,0.67,0.53,0.62,0.52,0.66,0.81,0.62,0.56,0.44,0.59,0.53,0.59,0.65,0.56,0.48,0.65,0.68,0.5,0.54,0.47,0.52,0.43,0.62,0.49,0.35,0.51,0.36,0.39,0.35,0.35,0.44,0.34,0.4,0.45,0.3,0.32,0.44,0.45,0.34,0.35,0.32,0.28,0.32,0.32,0.33,0.35,0.3,0.28,0.28,0.43,0.25,0.26,0.32,0.25,0.32,0.24,0.34,0.31,0.2,0.28,0.28,0.21,0.29,0.26,0.24,0.31,0.17,0.25,0.23,0.21,0.22,0.17,0.22,0.26,0.23,0.22,0.24,0.19,0.21,0.2,0.19,0.2,0.2,0.21,0.19,0.21,0.19,0.13,0.21,0.18,0.22,0.16,0.15,0.18,0.15,0.18,0.2,0.19,0.21,0.18,0.15,0.15,0.17,0.17,0.23,0.15,0.17,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.2,0.14,0.0,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.0,0.14,0.12,0.13,0.14,0.13,0.13,0.16,0.14,0.11,0.1,0.12,0.12,0.12,0.1,0.0,0.13,0.11,0.11,0.12,0.12,0.14,0.1,0.12,0.12,0.12,0.12,0.14,0.11,0.13,0.13,0.11,0.1,0.13,0.13,0.1,0.0,0.11,0.12,0.0,0.12,0.0,0.12,0.11,0.0,0.1,0.11,0.0,0.1,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.12,0.0,0.0,0.12,0.0,0.0,0.1,0.13,0.0,0.0,0.0,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.9
01/03/2022,6.85,6.28,3.63,2.01,2.17,2.01,1.35,1.82,2.15,1.15,1.12,0.9,1.17,0.56,1.07,0.97,0.77,0.7,0.79,0.67,0.57,0.63,0.67,0.53,0.62,0.52,0.66,0.81,0.61,0.56,0.43,0.59,0.53,0.59,0.65,0.56,0.48,0.65,0.67,0.5,0.54,0.47,0.51,0.43,0.61,0.49,0.35,0.5,0.36,0.38,0.35,0.35,0.44,0.34,0.4,0.45,0.3,0.32,0.44,0.45,0.34,0.35,0.32,0.27,0.32,0.32,0.33,0.35,0.3,0.28,0.27,0.43,0.25,0.26,0.32,0.25,0.32,0.24,0.34,0.31,0.2,0.28,0.28,0.21,0.29,0.26,0.24,0.31,0.17,0.25,0.23,0.21,0.22,0.17,0.22,0.26,0.23,0.22,0.23,0.19,0.21,0.2,0.19,0.2,0.2,0.21,0.19,0.21,0.19,0.13,0.21,0.18,0.22,0.16,0.15,0.18,0.15,0.18,0.2,0.19,0.21,0.18,0.15,0.15,0.17,0.17,0.23,0.15,0.17,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.2,0.14,0.0,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.0,0.14,0.12,0.13,0.14,0.13,0.13,0.16,0.14,0.11,0.1,0.12,0.12,0.12,0.1,0.0,0.13,0.1,0.11,0.12,0.12,0.14,0.1,0.12,0.12,0.12,0.12,0.14,0.11,0.13,0.13,0.11,0.1,0.13,0.13,0.1,0.0,0.11,0.12,0.0,0.12,0.0,0.12,0.11,0.0,0.1,0.11,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.12,0.0,0.0,0.12,0.0,0.0,0.1,0.13,0.0,0.26,0.0,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.85000000000001
01/03/2022,6.85,6.28,3.63,2.01,2.17,2.01,1.35,1.82,2.15,1.15,1.12,0.9,1.17,0.56,1.07,0.97,0.77,0.7,0.79,0.67,0.57,0.63,0.67,0.53,0.62,0.52,0.66,0.81,0.61,0.56,0.43,0.59,0.53,0.59,0.65,0.56,0.48,0.65,0.67,0.5,0.54,0.47,0.51,0.43,0.61,0.49,0.35,0.5,0.36,0.38,0.35,0.35,0.44,0.34,0.4,0.45,0.3,0.32,0.44,0.45,0.34,0.35,0.32,0.27,0.32,0.32,0.33,0.35,0.3,0.28,0.27,0.43,0.25,0.26,0.32,0.25,0.32,0.24,0.34,0.31,0.2,0.28,0.28,0.21,0.29,0.26,0.24,0.31,0.17,0.25,0.23,0.21,0.22,0.17,0.22,0.26,0.23,0.22,0.23,0.19,0.21,0.2,0.19,0.2,0.2,0.21,0.19,0.21,0.19,0.13,0.21,0.18,0.22,0.16,0.15,0.18,0.15,0.18,0.2,0.19,0.21,0.18,0.15,0.15,0.17,0.17,0.23,0.15,0.17,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.2,0.14,0.0,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.0,0.14,0.12,0.13,0.14,0.13,0.13,0.16,0.14,0.11,0.1,0.12,0.12,0.12,0.1,0.0,0.13,0.1,0.11,0.12,0.12,0.14,0.1,0.12,0.12,0.12,0.12,0.14,0.11,0.13,0.13,0.11,0.1,0.13,0.13,0.1,0.0,0.11,0.12,0.0,0.12,0.0,0.12,0.11,0.0,0.1,0.11,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.12,0.0,0.0,0.12,0.0,0.0,0.1,0.13,0.0,0.26,0.0,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.85000000000001
01/04/2022,6.85,6.28,3.63,2.01,2.17,2.01,1.35,1.82,2.15,1.15,1.12,0.9,1.17,0.56,1.07,0.97,0.77,0.7,0.79,0.67,0.57,0.63,0.67,0.53,0.62,0.52,0.66,0.81,0.61,0.56,0.43,0.59,0.53,0.59,0.65,0.56,0.48,0.65,0.67,0.5,0.54,0.47,0.51,0.43,0.61,0.49,0.35,0.5,0.36,0.38,0.35,0.35,0.44,0.34,0.4,0.45,0.3,0.32,0.44,0.45,0.34,0.35,0.32,0.27,0.32,0.32,0.33,0.35,0.3,0.28,0.27,0.43,0.25,0.26,0.32,0.25,0.32,0.24,0.34,0.31,0.2,0.28,0.28,0.21,0.29,0.26,0.24,0.31,0.17,0.25,0.23,0.21,0.22,0.17,0.22,0.26,0.23,0.22,0.23,0.19,0.21,0.2,0.19,0.2,0.2,0.21,0.19,0.21,0.19,0.13,0.21,0.18,0.22,0.16,0.15,0.18,0.15,0.18,0.2,0.19,0.21,0.18,0.15,0.15,0.17,0.17,0.23,0.15,0.17,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.2,0.14,0.0,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.0,0.14,0.12,0.13,0.14,0.13,0.13,0.16,0.14,0.11,0.1,0.12,0.12,0.12,0.1,0.0,0.13,0.1,0.11,0.12,0.12,0.14,0.1,0.12,0.12,0.12,0.12,0.14,0.11,0.13,0.13,0.11,0.1,0.13,0.13,0.1,0.0,0.11,0.12,0.0,0.12,0.0,0.12,0.11,0.0,0.1,0.11,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.12,0.0,0.0,0.12,0.0,0.0,0.1,0.13,0.0,0.26,0.0,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.85000000000001
01/05/2022,6.86,6.26,3.6,1.97,2.16,2.0,1.36,1.82,2.13,1.16,1.12,0.9,1.17,0.55,1.09,0.98,0.77,0.7,0.79,0.67,0.57,0.64,0.66,0.53,0.62,0.52,0.66,0.82,0.62,0.57,0.43,0.6,0.53,0.59,0.65,0.56,0.48,0.65,0.68,0.51,0.54,0.47,0.52,0.43,0.62,0.5,0.34,0.51,0.37,0.39,0.36,0.35,0.44,0.34,0.4,0.45,0.3,0.32,0.44,0.45,0.34,0.35,0.32,0.27,0.32,0.32,0.33,0.35,0.3,0.28,0.28,0.43,0.25,0.26,0.32,0.25,0.32,0.24,0.34,0.31,0.2,0.28,0.28,0.22,0.29,0.26,0.24,0.31,0.16,0.25,0.23,0.22,0.22,0.17,0.22,0.26,0.23,0.23,0.24,0.19,0.21,0.2,0.19,0.2,0.21,0.21,0.19,0.21,0.19,0.13,0.21,0.18,0.22,0.16,0.15,0.18,0.15,0.18,0.2,0.19,0.21,0.18,0.15,0.15,0.17,0.17,0.23,0.15,0.16,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.0,0.2,0.14,0.0,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.0,0.14,0.12,0.13,0.14,0.13,0.13,0.16,0.14,0.11,0.1,0.12,0.12,0.12,0.1,0.0,0.13,0.1,0.11,0.12,0.12,0.14,0.1,0.12,0.12,0.12,0.12,0.14,0.11,0.13,0.13,0.11,0.1,0.13,0.13,0.1,0.0,0.11,0.12,0.0,0.12,0.0,0.12,0.11,0.0,0.0,0.12,0.1,0.1,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.11,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.13,0.0,0.0,0.0,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.78999999999999
