,FANG,WFC L,JPM-PK,EVV,WFC C,COF L,DSL,TROW,SKT,DCUE,VIAC,FRT,SLG,BRX,MPLX,SPG,AES,PSXP,OMP,AMGN,KIM,BMY,GD,PTR,GLP,INTC,LMT,MDLZ,ALL,BK,BBY,TRV,STT,PRU,NS,AFL,SITC,JPM,HPQ,MET,WHR,CVS,TSN,CEQP,TX,HYT,ADM,SNP,C,RF E,KOF,EPD,NMR,BSM,GEL,DCP,WFC Z,CIM,GGN,VST,SKM,HFRO,NAVI,BAC O,OMF,JEF,PRGO,VALE,WES,ET,CAH,CNP,OZK,RDN,IVZ,VIRT,HII,FAF,ORI,JPC,CAG,UNM,FNF,KKR C,EQH,HBI,LNC,ZION,T C,CANG,PACW,RCII,BG,MDC,PKX,RDS/A.MX,KT,PBR,DLY,PRE J,COF 4.8 PERP J,BSAC,MUFG,GHY,FCT,TEI,SHG,NRGX,BGB,AKR,UE,BKE,ARI,PDM,RGR,SC,RILY,ISD,FHI,DSU,KRG,DHT,WD,PINC,EAD,REYN,THG,TRTN,SBTA.,PB,SFNC,BOKF,AAT,WAFD,FBP,ONB,BXS,FULT,BLW,SSB,ARDC,PAG,LCII,HOMB,BGFV,KIO,ACRE,JGH,AGPXX,HYI,Cash/Receivables/Payables,WFC 7.5 PERP L,T 4.75 PERP C,BAC 4.375 PERP NN,n/a,RDS/A,COF J,SBGI,KKR 6 09/15/23 C,CNR.TO,BAC L,JPM L,ACGLN,UDR,CI,NSA,WELL,MG.TO,MS,ALLY,RF,AAP,GGB,TEF,PAA,SID,SI A,KL.TO,AOD,HRB,CWH,K.TO,NXST,EVR,AEM.TO,EBR,MTG,YRI.TO,BPOP,MFC.TO,TTE,PII,HMC,GSK,EPRT,ARLP,EMD,PSEC 5.35 PERP A,BOH 4.375 PERP A,D 7.25 06/01/22 A,FTHY,WFC 4.75 PERP Z,ALSN,DAC,HI,BTO.TO,GNK,TGNA,SLF.TO,HWC,BKU,SPB,CNO,TROX,BGH,NTST,HIO,CNI,MGA,KL,KGC,AEM,AUY,MFC,PSEC A,BOH A,BTG,SLF,BAC 7.25 PERP L,JPM 4.625 PERP LL,ACGL 4.55 PERP G,JPM 4.55 PERP JJ,SNP.L,COF 4.375 PERP L,WFC 4.375 PERP CC,SI 5.375 PERP A,RDS.A.MX,D 7.25 06.01.22 A,XAODX,XEMDX,COS.,BG3.,SUM
09/08/2021,0.0,1.09,1.08,1.09,0.77,0.94,1.08,0.98,0.0,0.0,1.01,1.01,0.0,1.01,1.05,1.01,0.0,1.01,1.12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.98,0.96,0.0,0.95,0.97,0.0,0.0,1.03,0.97,0.72,0.97,1.01,0.97,1.0,0.0,0.98,1.0,0.46,0.0,0.0,1.05,0.96,0.0,0.0,0.85,0.0,0.9,0.0,0.62,0.0,0.81,0.0,0.68,0.0,1.08,0.67,0.0,0.65,0.65,0.0,0.83,0.72,0.7,1.02,0.0,0.33,0.32,0.98,0.62,0.65,0.64,0.0,0.0,1.0,0.65,0.65,0.0,0.66,0.0,0.0,0.67,0.0,0.0,0.33,0.66,0.67,0.33,0.43,0.6,0.44,0.71,0.42,0.0,0.0,0.41,0.0,0.56,0.38,0.41,0.0,0.0,0.44,0.36,0.35,0.0,0.35,0.0,0.32,0.0,0.32,0.46,0.0,0.35,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.32,0.0,0.33,0.0,0.34,0.0,0.0,0.0,0.3,0.33,0.31,0.0,0.44,0.23,0.25,0.23,0.3,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,1.14,1.11,1.1,1.09,1.03,1.02,1.03,1.0,1.0,0.98,0.96,0.94,0.94,0.92,0.79,0.79,0.72,0.71,0.72,0.7,0.67,0.67,0.69,0.66,0.67,0.68,0.66,0.66,0.67,0.64,0.65,0.64,0.64,0.63,0.61,0.6,0.57,0.54,0.54,0.53,0.51,0.5,0.46,0.33,0.34,0.33,0.35,0.33,0.33,0.33,0.32,0.33,0.33,0.32,0.31,0.3,0.29,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/10/2021,0.0,0.0,0.0,1.11,0.0,0.0,1.1,0.98,0.0,0.0,1.03,1.02,0.0,1.01,1.05,1.02,0.0,1.01,1.13,0.99,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.97,0.96,0.0,0.94,0.98,0.0,0.0,1.04,0.97,0.72,0.98,0.98,0.98,0.98,0.0,0.98,0.99,0.47,0.0,0.0,0.0,0.97,0.0,0.0,0.85,0.0,0.9,0.0,0.62,0.0,0.81,0.0,0.67,0.0,1.08,0.68,0.0,0.65,0.66,0.0,0.82,0.72,0.69,1.04,0.0,0.33,0.32,0.98,0.62,0.64,0.64,0.0,0.0,1.0,0.65,0.64,0.0,0.66,0.0,0.0,0.68,0.0,0.0,0.34,0.65,0.68,0.33,0.45,0.61,0.44,0.72,0.43,0.0,0.0,0.41,0.0,0.56,0.39,0.42,0.0,0.0,0.45,0.36,0.35,0.0,0.35,0.0,0.32,0.0,0.34,0.47,0.0,0.35,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.32,0.0,0.33,0.0,0.34,0.0,0.0,0.0,0.3,0.33,0.31,0.0,0.43,0.23,0.25,0.23,0.0,0.21,0.0,1.11,0.0,0.0,-0.11,0.0,0.0,0.31,0.0,1.12,0.0,0.0,0.0,1.02,1.03,1.03,1.0,1.02,1.0,0.95,0.95,0.95,0.96,0.81,0.8,0.71,0.0,0.72,0.71,0.67,0.67,0.68,0.66,0.67,0.67,0.68,0.67,0.66,0.64,0.65,0.65,0.63,0.65,0.6,0.6,0.58,0.55,0.55,0.53,0.51,0.5,0.47,0.33,0.35,0.32,0.34,0.34,0.32,0.33,0.33,0.33,0.33,0.32,0.33,0.31,0.29,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.11,1.1,1.09,1.08,0.95,0.77,0.71,0.0,0.0,0.0,0.0,0.0,0.0,100.12
09/14/2021,0.0,0.0,0.0,1.12,0.0,0.0,1.11,1.0,0.0,0.0,1.0,1.0,0.0,0.99,1.03,0.98,0.0,1.0,1.09,0.97,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.99,0.97,0.0,0.95,0.98,0.0,0.0,1.01,0.97,0.7,0.98,0.97,0.99,0.98,0.0,0.96,1.01,0.46,0.0,0.0,0.0,0.97,0.0,0.0,0.84,0.0,0.89,0.0,0.63,0.0,0.81,0.0,0.67,0.0,1.11,0.69,0.0,0.66,0.67,0.0,0.8,0.73,0.69,1.04,0.0,0.33,0.32,0.99,0.62,0.65,0.65,0.0,0.0,1.01,0.65,0.64,0.0,0.64,0.0,0.0,0.69,0.0,0.0,0.34,0.63,0.68,0.33,0.45,0.61,0.44,0.69,0.43,0.0,0.0,0.41,0.0,0.57,0.39,0.43,0.0,0.0,0.45,0.35,0.34,0.0,0.34,0.0,0.32,0.0,0.32,0.48,0.0,0.36,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.31,0.0,0.33,0.0,0.34,0.0,0.0,0.0,0.3,0.35,0.31,0.0,0.4,0.24,0.25,0.24,0.0,0.22,0.0,1.13,0.0,0.0,-0.08,0.0,0.0,0.3,0.0,1.1,0.0,0.0,0.0,1.01,0.99,1.04,1.03,1.01,1.0,0.98,0.95,0.96,0.93,0.8,0.82,0.71,0.0,0.72,0.71,0.66,0.68,0.66,0.65,0.69,0.65,0.66,0.67,0.65,0.65,0.66,0.64,0.65,0.65,0.59,0.59,0.59,0.56,0.55,0.54,0.52,0.51,0.48,0.32,0.34,0.32,0.33,0.34,0.32,0.34,0.32,0.33,0.39,0.32,0.33,0.31,0.29,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,1.12,1.11,1.11,1.06,0.96,0.79,0.71,0.0,0.0,0.0,0.0,0.0,0.0,100.11
09/16/2021,0.0,0.0,0.0,1.1,0.0,0.0,1.1,0.99,0.0,0.0,1.0,1.01,0.0,1.02,1.04,0.99,0.0,1.01,1.09,0.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.98,0.97,0.0,0.94,0.99,0.0,0.0,0.99,0.97,0.71,0.98,0.97,0.99,0.98,0.0,0.97,1.04,0.46,0.0,0.0,0.0,0.97,0.0,0.0,0.84,0.0,0.91,0.0,0.63,0.0,0.81,0.0,0.67,0.0,1.1,0.69,0.0,0.66,0.66,0.0,0.8,0.72,0.68,1.03,0.0,0.33,0.32,0.99,0.61,0.65,0.65,0.0,0.0,1.01,0.66,0.64,0.0,0.65,0.0,0.0,0.69,0.0,0.0,0.34,0.63,0.68,0.32,0.46,0.62,0.44,0.71,0.43,0.0,0.0,0.41,0.0,0.57,0.39,0.42,0.0,0.0,0.45,0.35,0.35,0.0,0.34,0.0,0.31,0.0,0.31,0.47,0.0,0.35,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.32,0.0,0.33,0.0,0.34,0.0,0.0,0.0,0.3,0.34,0.31,0.0,0.37,0.23,0.25,0.23,0.0,0.22,0.0,1.12,0.0,0.0,-0.08,0.0,0.0,0.3,0.0,1.06,0.0,0.0,0.0,1.01,1.0,1.03,1.04,1.0,1.0,1.01,0.96,0.95,0.94,0.8,0.83,0.7,0.0,0.74,0.7,0.65,0.67,0.66,0.66,0.68,0.65,0.68,0.67,0.65,0.65,0.66,0.65,0.66,0.65,0.59,0.58,0.59,0.55,0.55,0.53,0.51,0.51,0.47,0.33,0.33,0.31,0.33,0.36,0.33,0.34,0.32,0.33,0.4,0.33,0.36,0.31,0.29,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.11,1.1,1.09,1.08,0.95,0.78,0.71,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/17/2021,0.0,0.0,0.0,1.11,0.0,0.0,1.11,0.98,0.0,0.0,0.98,1.02,0.0,1.02,1.03,0.99,0.0,1.0,1.11,0.98,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.97,0.0,0.94,0.98,0.0,0.0,0.99,0.97,0.71,0.98,0.95,0.99,0.98,0.0,0.97,1.04,0.45,0.0,0.0,0.0,0.95,0.0,0.0,0.85,0.0,0.91,0.0,0.62,0.0,0.82,0.0,0.65,0.0,1.1,0.68,0.0,0.65,0.67,0.0,0.79,0.72,0.69,1.02,0.0,0.33,0.31,1.0,0.63,0.65,0.65,0.0,0.0,1.02,0.66,0.64,0.0,0.64,0.0,0.0,0.68,0.0,0.0,0.33,0.63,0.68,0.32,0.46,0.62,0.44,0.71,0.43,0.0,0.0,0.42,0.0,0.57,0.4,0.42,0.0,0.0,0.45,0.36,0.35,0.0,0.34,0.0,0.31,0.0,0.31,0.48,0.0,0.36,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.32,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.31,0.35,0.31,0.0,0.35,0.23,0.25,0.24,0.0,0.22,0.0,1.13,0.0,0.0,-0.07,0.0,0.0,0.3,0.0,1.06,0.0,0.0,0.0,1.02,0.98,1.02,1.04,1.01,0.99,0.99,0.95,0.97,0.95,0.8,0.83,0.69,0.0,0.76,0.7,0.65,0.66,0.67,0.66,0.68,0.66,0.69,0.66,0.67,0.64,0.66,0.66,0.65,0.65,0.59,0.58,0.61,0.55,0.55,0.54,0.51,0.51,0.48,0.33,0.33,0.31,0.34,0.35,0.33,0.34,0.32,0.33,0.4,0.33,0.38,0.31,0.29,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1.12,1.1,1.1,1.08,0.96,0.79,0.72,0.0,0.0,0.0,0.0,0.0,0.0,100.14
09/20/2021,0.0,0.0,0.0,1.11,0.0,0.0,1.09,0.98,0.0,0.0,1.01,1.02,0.0,1.03,1.03,1.01,0.0,1.0,1.1,0.98,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.99,0.96,0.0,0.93,0.98,0.0,0.0,1.0,0.97,0.72,0.98,0.96,1.01,0.96,0.0,0.97,1.05,0.45,0.0,0.0,0.0,0.96,0.0,0.0,0.84,0.0,0.92,0.0,0.63,0.0,0.83,0.0,0.64,0.0,1.09,0.69,0.0,0.65,0.66,0.0,0.74,0.75,0.67,1.03,0.0,0.32,0.31,1.0,0.63,0.64,0.65,0.0,0.0,1.02,0.65,0.63,0.0,0.64,0.0,0.0,0.69,0.0,0.0,0.33,0.64,0.72,0.33,0.45,0.63,0.44,0.7,0.42,0.0,0.0,0.42,0.0,0.56,0.39,0.42,0.0,0.0,0.45,0.36,0.35,0.0,0.35,0.0,0.31,0.0,0.31,0.47,0.0,0.36,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.31,0.0,0.32,0.0,0.34,0.0,0.0,0.0,0.3,0.36,0.31,0.0,0.35,0.23,0.25,0.23,0.01,0.22,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.06,0.0,0.0,0.0,1.02,0.99,1.02,1.04,0.97,0.99,1.0,0.96,0.99,0.9,0.8,0.82,0.65,0.0,0.73,0.69,0.66,0.67,0.64,0.69,0.68,0.63,0.67,0.66,0.63,0.64,0.66,0.68,0.66,0.65,0.58,0.57,0.63,0.56,0.55,0.54,0.51,0.51,0.48,0.32,0.33,0.31,0.33,0.36,0.38,0.33,0.32,0.32,0.4,0.32,0.38,0.31,0.29,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1.12,1.11,1.1,1.07,0.96,0.79,0.72,0.0,0.0,0.0,0.0,0.0,0.0,100.08
09/23/2021,0.0,0.0,0.0,1.14,0.0,0.0,1.11,0.96,0.0,0.0,1.0,1.02,0.0,1.02,1.04,1.01,0.0,0.99,1.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.01,0.98,0.0,0.93,0.98,0.0,0.0,0.96,0.95,0.72,0.97,0.96,0.98,0.97,0.0,0.99,1.01,0.4,0.0,0.0,0.0,0.95,0.0,0.0,0.83,0.0,0.91,0.0,0.6,0.0,0.84,0.0,0.64,0.0,1.11,0.69,0.0,0.65,0.67,0.0,0.71,0.72,0.66,1.03,0.0,0.33,0.32,0.98,0.65,0.65,0.65,0.0,0.0,1.04,0.62,0.63,0.0,0.62,0.0,0.0,0.68,0.0,0.0,0.34,0.65,0.7,0.33,0.44,0.62,0.44,0.67,0.43,0.0,0.0,0.42,0.0,0.57,0.4,0.41,0.0,0.0,0.46,0.35,0.35,0.0,0.35,0.0,0.32,0.0,0.3,0.48,0.0,0.36,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.32,0.0,0.33,0.0,0.34,0.0,0.0,0.0,0.31,0.37,0.3,0.0,0.37,0.24,0.25,0.24,0.04,0.22,0.0,1.15,0.0,0.0,0.01,0.0,0.0,0.32,0.0,1.07,0.0,0.0,0.0,1.04,1.0,1.04,1.04,0.97,0.97,1.01,0.96,1.0,0.84,0.81,0.79,0.61,0.0,0.75,0.68,0.68,0.65,0.64,0.68,0.67,0.64,0.68,0.67,0.65,0.65,0.65,0.66,0.65,0.65,0.59,0.56,0.6,0.55,0.56,0.55,0.52,0.51,0.48,0.32,0.31,0.31,0.33,0.31,0.38,0.33,0.32,0.32,0.4,0.32,0.38,0.31,0.28,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.15,1.14,1.13,1.07,0.99,0.8,0.74,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/24/2021,0.0,0.0,0.0,1.13,0.0,0.0,1.11,0.95,0.0,0.0,0.98,1.0,0.0,1.01,1.04,1.01,0.0,0.97,1.13,0.99,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.99,0.97,0.0,0.92,0.97,0.0,0.0,0.94,0.92,0.71,0.96,0.94,0.96,0.94,0.0,0.98,0.99,0.39,0.0,0.0,0.0,0.94,0.0,0.0,0.83,0.0,0.93,0.0,0.59,0.0,0.84,0.0,0.64,0.0,1.11,0.67,0.0,0.65,0.66,0.0,0.71,0.71,0.66,1.01,0.0,0.32,0.32,0.96,0.64,0.63,0.64,0.0,0.0,1.02,0.6,0.62,0.0,0.62,0.0,0.0,0.67,0.0,0.0,0.34,0.64,0.69,0.32,0.44,0.64,0.44,0.68,0.43,0.0,0.0,0.41,0.0,0.56,0.38,0.41,0.0,0.0,0.45,0.35,0.34,0.0,0.35,0.0,0.32,0.0,0.3,0.48,0.0,0.35,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.31,0.0,0.32,0.0,0.33,0.0,0.0,0.0,0.31,0.38,0.29,0.0,0.36,0.23,0.25,0.23,1.09,0.22,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.07,0.0,0.0,0.0,1.03,0.99,1.03,1.03,0.96,0.96,1.0,0.94,1.0,0.83,0.79,0.79,0.6,0.0,0.75,0.68,0.67,0.66,0.64,0.68,0.66,0.63,0.69,0.66,0.64,0.64,0.63,0.67,0.64,0.65,0.59,0.55,0.58,0.55,0.55,0.54,0.51,0.51,0.48,0.32,0.31,0.31,0.32,0.3,0.42,0.32,0.32,0.32,0.39,0.31,0.37,0.31,0.28,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,1.14,1.13,1.12,1.08,0.98,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.0,100.1
09/27/2021,0.0,0.0,0.0,1.11,0.0,0.0,1.08,0.96,0.0,0.0,0.99,1.0,0.0,1.01,1.04,1.02,0.0,1.0,1.14,0.96,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.98,0.95,0.0,0.89,0.97,0.0,0.0,1.0,0.92,0.71,0.99,0.95,0.98,0.94,0.0,0.97,1.0,0.38,0.0,0.0,0.0,0.97,0.0,0.0,0.82,0.0,0.92,0.0,0.62,0.0,0.83,0.0,0.63,0.0,1.08,0.66,0.0,0.66,0.67,0.0,0.65,0.73,0.69,0.99,0.0,0.33,0.32,0.99,0.62,0.63,0.63,0.0,0.0,1.0,0.6,0.63,0.0,0.63,0.0,0.0,0.7,0.0,0.0,0.35,0.65,0.69,0.32,0.43,0.64,0.43,0.71,0.42,0.0,0.0,0.41,0.0,0.56,0.37,0.41,0.0,0.0,0.44,0.35,0.35,0.0,0.35,0.0,0.32,0.0,0.31,0.47,0.0,0.35,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.31,0.0,0.33,0.0,0.34,0.0,0.0,0.0,0.3,0.4,0.3,0.0,0.37,0.23,0.25,0.23,1.73,0.22,0.0,1.11,0.0,0.0,-0.73,0.0,0.0,0.32,0.0,1.06,0.0,0.0,0.0,1.02,0.97,1.0,1.0,0.98,0.99,1.01,0.99,1.02,0.91,0.78,0.83,0.61,0.0,0.74,0.67,0.67,0.67,0.6,0.7,0.67,0.6,0.69,0.66,0.62,0.65,0.65,0.68,0.65,0.64,0.58,0.54,0.6,0.54,0.54,0.53,0.5,0.5,0.47,0.32,0.32,0.31,0.3,0.31,0.41,0.33,0.33,0.33,0.4,0.31,0.38,0.3,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.11,1.11,1.09,1.08,0.96,0.78,0.72,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/28/2021,0.0,0.0,0.0,1.11,0.0,0.0,1.08,0.96,0.0,0.0,1.0,1.0,0.0,1.0,1.04,1.02,0.0,1.0,1.13,0.96,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.98,0.95,0.0,0.88,0.97,0.0,0.0,0.99,0.93,0.7,1.0,0.95,0.99,0.95,0.0,0.97,0.99,0.37,0.0,0.0,0.0,0.98,0.0,0.0,0.81,0.0,0.93,0.0,0.61,0.0,0.84,0.0,0.63,0.0,1.08,0.66,0.0,0.66,0.67,0.0,0.64,0.73,0.68,0.99,0.0,0.33,0.32,0.99,0.62,0.63,0.64,0.0,0.0,1.01,0.61,0.63,0.0,0.63,0.0,0.0,0.72,0.0,0.0,0.36,0.62,0.69,0.32,0.43,0.64,0.44,0.71,0.42,0.0,0.0,0.41,0.0,0.56,0.38,0.41,0.0,0.0,0.44,0.35,0.34,0.0,0.35,0.0,0.32,0.0,0.3,0.47,0.0,0.35,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.31,0.0,0.34,0.0,0.34,0.0,0.0,0.0,0.3,0.41,0.3,0.0,0.36,0.23,0.25,0.23,1.74,0.21,0.0,1.1,0.0,0.0,-0.73,0.0,0.0,0.35,0.0,1.06,0.0,0.0,0.0,1.02,0.98,0.98,0.98,0.98,0.99,1.0,1.0,1.03,0.89,0.78,0.84,0.59,0.0,0.74,0.68,0.67,0.67,0.6,0.72,0.67,0.59,0.69,0.66,0.61,0.66,0.65,0.68,0.65,0.64,0.57,0.53,0.61,0.54,0.54,0.53,0.5,0.5,0.47,0.31,0.31,0.31,0.3,0.32,0.4,0.33,0.33,0.33,0.4,0.32,0.38,0.31,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.11,1.11,1.09,1.06,0.96,0.78,0.72,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/30/2021,0.0,0.0,0.0,1.09,0.0,0.0,1.07,0.95,0.0,0.0,0.99,0.99,0.0,0.99,1.05,1.01,0.0,1.0,1.16,0.95,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.95,0.94,0.0,0.92,0.96,0.0,0.0,1.0,0.93,0.7,1.02,0.97,1.01,0.94,0.0,0.97,1.02,0.38,0.0,0.0,0.0,0.98,0.0,0.0,0.81,0.0,0.93,0.0,0.63,0.0,0.83,0.0,0.61,0.0,1.06,0.67,0.0,0.67,0.68,0.0,0.63,0.77,0.7,0.99,0.0,0.34,0.32,1.01,0.62,0.63,0.64,0.0,0.0,1.01,0.63,0.63,0.0,0.65,0.0,0.0,0.74,0.0,0.0,0.36,0.63,0.7,0.32,0.42,0.67,0.43,0.71,0.41,0.0,0.0,0.4,0.0,0.55,0.37,0.41,0.0,0.0,0.44,0.34,0.34,0.0,0.35,0.0,0.32,0.0,0.31,0.46,0.0,0.35,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.31,0.0,0.35,0.0,0.35,0.0,0.0,0.0,0.3,0.4,0.3,0.0,0.37,0.23,0.24,0.23,1.72,0.21,0.0,1.08,0.0,0.0,-0.72,0.0,0.0,0.36,0.0,1.06,0.0,0.0,0.0,0.99,0.98,0.95,0.96,0.98,1.0,1.01,1.04,1.03,0.88,0.79,0.85,0.6,0.0,0.76,0.67,0.66,0.68,0.59,0.72,0.68,0.59,0.69,0.66,0.61,0.68,0.66,0.69,0.65,0.65,0.56,0.53,0.64,0.53,0.53,0.52,0.5,0.51,0.46,0.32,0.32,0.31,0.3,0.33,0.4,0.33,0.35,0.34,0.4,0.32,0.39,0.3,0.26,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.09,1.09,1.07,1.06,0.95,0.76,0.71,0.0,0.0,0.0,0.0,0.0,0.0,100.13
10/01/2021,0.0,0.0,0.0,1.09,0.0,0.0,1.07,0.92,0.0,0.0,1.0,1.0,0.0,0.99,1.05,1.01,0.0,1.0,1.15,0.95,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.95,0.93,0.0,0.92,0.95,0.0,0.0,0.99,0.93,0.7,1.02,0.98,1.01,0.95,0.0,0.99,1.03,0.37,0.0,0.0,0.0,0.98,0.0,0.0,0.82,0.0,0.96,0.0,0.63,0.0,0.83,0.0,0.6,0.0,1.07,0.66,0.0,0.66,0.68,0.0,0.61,0.76,0.7,0.99,0.0,0.34,0.32,0.99,0.63,0.64,0.64,0.0,0.0,1.02,0.62,0.63,0.0,0.65,0.0,0.0,0.75,0.0,0.0,0.36,0.61,0.71,0.31,0.41,0.68,0.43,0.7,0.41,0.0,0.0,0.4,0.0,0.54,0.38,0.41,0.0,0.0,0.44,0.35,0.35,0.0,0.35,0.0,0.32,0.0,0.31,0.46,0.0,0.35,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.3,0.0,0.35,0.0,0.35,0.0,0.0,0.0,0.3,0.4,0.31,0.0,0.36,0.23,0.25,0.23,1.75,0.21,0.0,1.07,0.0,0.0,-0.73,0.0,0.0,0.35,0.0,1.06,0.0,0.0,0.0,1.0,0.97,0.96,0.98,0.97,0.98,0.99,1.04,1.02,0.87,0.79,0.85,0.56,0.0,0.71,0.67,0.66,0.68,0.6,0.71,0.67,0.58,0.67,0.66,0.63,0.69,0.66,0.71,0.66,0.65,0.56,0.53,0.64,0.53,0.53,0.52,0.5,0.5,0.46,0.32,0.33,0.31,0.3,0.33,0.4,0.33,0.35,0.34,0.4,0.33,0.39,0.3,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.09,1.09,1.07,1.08,0.95,0.76,0.72,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/07/2021,0.0,0.0,0.0,1.1,0.0,0.0,1.11,0.89,0.0,0.0,0.98,1.03,0.0,1.01,1.08,1.01,0.0,1.06,1.24,0.96,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.95,0.93,0.0,0.9,0.95,0.0,0.0,1.04,0.94,0.75,1.04,0.97,1.01,0.93,0.0,1.0,1.06,0.36,0.0,0.0,0.0,0.99,0.0,0.0,0.86,0.0,1.03,0.0,0.69,0.0,0.82,0.0,0.61,0.0,1.09,0.55,0.0,0.67,0.69,0.0,0.62,0.81,0.75,0.97,0.0,0.35,0.33,0.97,0.66,0.63,0.65,0.0,0.0,1.04,0.65,0.62,0.0,0.65,0.0,0.0,0.77,0.0,0.0,0.37,0.59,0.73,0.3,0.4,0.7,0.43,0.75,0.42,0.0,0.0,0.39,0.0,0.55,0.37,0.41,0.0,0.0,0.44,0.37,0.36,0.0,0.34,0.0,0.32,0.0,0.3,0.47,0.0,0.35,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.31,0.0,0.36,0.0,0.35,0.0,0.0,0.0,0.29,0.39,0.32,0.0,0.34,0.23,0.24,0.23,0.0,0.22,0.0,1.07,0.0,0.0,-0.02,0.0,0.0,0.35,0.0,1.07,0.0,0.0,0.0,1.03,0.96,0.95,0.99,0.99,0.94,1.02,1.07,1.0,0.92,0.78,0.86,0.55,0.0,0.73,0.67,0.68,0.7,0.62,0.7,0.68,0.61,0.64,0.68,0.61,0.7,0.66,0.72,0.66,0.64,0.57,0.53,0.76,0.53,0.53,0.52,0.5,0.5,0.46,0.32,0.28,0.33,0.31,0.32,0.38,0.34,0.36,0.35,0.41,0.33,0.38,0.31,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.11,1.1,1.08,1.07,0.96,0.77,0.73,0.0,0.0,0.0,0.0,0.0,0.0,100.07999999999998
