,RVLV,FB,GOOGL,TGT,MOH,NTAP,NLOK,MRK,SYKE,ABBV,JNJ,QRTEA,ORCL,DELL,STX,HD,UNH,NCR,DVA,VMW,GM,EBAY,AMZN,VZ,MSFT,HPQ,TMUS,LH,BAC,XRX,LOW,TXN,ANGI,UTHR,CMCSA,BRK.B,JPM,MTCH,QNST,HIBB,NRG,QCOM,AVGO,MXIM,PRGS,JAZZ,MU,AAPL,PAYX,CVS,SMCI,SSTK,WMT,WWE,BBY,IDXX,RCII,T,CNC,SSNC,C,JCOM,ARW,SEM,FTNT,ROKU,HPE,MTD,MET,CERN,CAH,LMT,SYF,BR,HOLX,NKE,CDNS,WAT,INTC,F,INTU,ANTM,TDC,STE,ALXN,WHR,KR,SIVB,BMY,CRL,FIBK,CBRE,PINS,AMP,APPF,ABT,ADBE,CVLT,NSIT,SNPS,BKNG,GD,DG,PG,EXLS,PGR,AMGN,GRMN,REGN,MASI,ON,DIS,ATUS,DIOD,RJF,LLY,DLTR,PANW,GILD,VICI,CENTA,TTEC,EW,SYK,CL,EXC,HSIC,FITB,NFLX,NOW,PFE,MDT,CHTR,HCA,MPW,ADP,HUM,TTWO,Z,CNA,KTB,TSCO,ABNB,A,USB,MS,MCK,CSGS,R,ETSY,SJM,TDY,ALLY,MCY,IAC,BPMC,DASH,NVCR,LZB,BIO,CCS,DGX,VTRS,DPZ,SPB,SYNA,SNAP,ZTS,EVR,HSY,MODV,SPSC,SANM,PFG,GMED,TXT,ACI,QRVO,ADSK,RGR,KMB,LGF.A,IVZ,DISCA,CNO,TSN,TRV,LHX,JEF,YUM,ALL,PLUS,ADI,NOC,PNC,CFG,GIS,NUS,MMS,NUAN,ICUI,OMCL,TYL,HZNP,CRWD,CRVL,ALGN,TPX,7342.T,WY,WBA,n/a,YELP,DLB,BAX,XPER,PRU,BK,CI,TWTR,CARG,WU,ORI,AFL,HRC,CDK,HII,W,VRSN,BMBL,FICO,PINC,CDW,COO,GHC,COF,JBL,SNX,CHH,BDX,VRNT,SWKS,GS,TDS,MCD,EA,TGNA,ZBH,PBH,VRTX,MEI,CRM,WELL,IQV,FE,LSTR,WFC,FOXA,NTRS,AFG,NXPI,DKS,CRI,CINF,WDC,PSA,DHI,SNDR,HRB,EL,NVDA,GRPN,ATVI,NDAQ,BIG,WERN,VTR,APLE,SUM
08/09/2021,1.17,1.25,1.19,1.13,1.08,0.97,0.86,0.93,0.97,0.96,0.98,0.86,1.02,0.9,0.94,0.93,0.9,0.73,0.93,0.87,0.76,0.79,0.78,0.76,0.8,0.73,0.73,0.79,0.68,0.68,0.67,0.69,0.61,0.72,0.64,0.64,0.63,0.58,0.64,0.54,0.62,0.61,0.63,0.57,0.57,0.46,0.57,0.59,0.59,0.54,0.6,0.57,0.56,0.45,0.51,0.55,0.53,0.48,0.45,0.51,0.49,0.5,0.5,0.44,0.59,0.45,0.47,0.51,0.46,0.47,0.4,0.43,0.44,0.48,0.51,0.49,0.5,0.5,0.42,0.41,0.47,0.42,0.44,0.45,0.0,0.42,0.46,0.42,0.43,0.46,0.45,0.47,0.31,0.42,0.4,0.43,0.42,0.39,0.39,0.41,0.38,0.39,0.41,0.39,0.4,0.37,0.35,0.4,0.37,0.39,0.41,0.35,0.3,0.4,0.35,0.39,0.35,0.37,0.34,0.34,0.31,0.35,0.36,0.33,0.32,0.34,0.32,0.31,0.31,0.34,0.36,0.31,0.32,0.35,0.29,0.31,0.27,0.25,0.27,0.27,0.27,0.28,0.28,0.29,0.27,0.29,0.28,0.27,0.27,0.24,0.26,0.28,0.26,0.25,0.23,0.28,0.26,0.22,0.24,0.29,0.27,0.27,0.23,0.28,0.24,0.23,0.28,0.26,0.23,0.24,0.24,0.26,0.23,0.23,0.23,0.23,0.25,0.22,0.25,0.2,0.21,0.0,0.19,0.21,0.19,0.19,0.2,0.21,0.2,0.22,0.18,0.22,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.16,0.16,0.17,0.0,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.75
08/10/2021,1.25,1.25,1.19,1.13,1.06,0.98,0.86,0.93,0.96,0.95,0.97,0.82,1.02,0.9,0.95,0.92,0.9,0.76,0.95,0.86,0.77,0.77,0.77,0.76,0.8,0.73,0.73,0.78,0.7,0.7,0.67,0.69,0.58,0.75,0.64,0.65,0.64,0.58,0.63,0.54,0.64,0.61,0.62,0.57,0.57,0.47,0.58,0.58,0.59,0.54,0.6,0.55,0.56,0.45,0.51,0.53,0.54,0.48,0.45,0.51,0.49,0.48,0.5,0.42,0.6,0.43,0.48,0.51,0.47,0.47,0.4,0.43,0.45,0.47,0.5,0.49,0.49,0.5,0.42,0.41,0.46,0.42,0.42,0.46,0.0,0.42,0.45,0.43,0.42,0.45,0.45,0.46,0.3,0.43,0.4,0.43,0.42,0.39,0.38,0.41,0.37,0.4,0.41,0.39,0.41,0.37,0.34,0.41,0.37,0.39,0.42,0.35,0.3,0.41,0.36,0.39,0.35,0.36,0.34,0.34,0.31,0.35,0.36,0.33,0.31,0.34,0.33,0.31,0.31,0.34,0.36,0.31,0.32,0.35,0.29,0.31,0.27,0.26,0.25,0.28,0.27,0.28,0.28,0.29,0.27,0.3,0.28,0.27,0.27,0.24,0.26,0.28,0.27,0.25,0.22,0.3,0.25,0.21,0.23,0.29,0.26,0.27,0.24,0.28,0.23,0.27,0.27,0.25,0.23,0.24,0.24,0.26,0.23,0.24,0.23,0.24,0.27,0.22,0.25,0.2,0.21,0.0,0.19,0.21,0.2,0.19,0.2,0.21,0.2,0.22,0.18,0.22,0.18,0.17,0.17,0.0,0.0,0.16,0.0,0.17,0.0,0.17,0.16,0.17,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.78
08/11/2021,1.25,1.25,1.19,1.13,1.06,0.98,0.86,0.93,0.96,0.95,0.97,0.82,1.02,0.9,0.95,0.92,0.9,0.76,0.95,0.86,0.77,0.77,0.77,0.76,0.8,0.73,0.73,0.78,0.7,0.7,0.67,0.69,0.58,0.75,0.64,0.65,0.64,0.58,0.63,0.54,0.64,0.61,0.62,0.57,0.57,0.47,0.58,0.58,0.59,0.54,0.6,0.55,0.56,0.45,0.51,0.53,0.54,0.48,0.45,0.51,0.49,0.48,0.5,0.42,0.6,0.43,0.48,0.51,0.47,0.47,0.4,0.43,0.45,0.47,0.5,0.49,0.49,0.5,0.42,0.41,0.46,0.42,0.42,0.46,0.0,0.42,0.45,0.43,0.42,0.45,0.45,0.46,0.3,0.43,0.4,0.43,0.42,0.39,0.38,0.41,0.37,0.4,0.41,0.39,0.41,0.37,0.34,0.41,0.37,0.39,0.42,0.35,0.3,0.41,0.36,0.39,0.35,0.36,0.34,0.34,0.31,0.35,0.36,0.33,0.31,0.34,0.33,0.31,0.31,0.34,0.36,0.31,0.32,0.35,0.29,0.31,0.27,0.26,0.25,0.28,0.27,0.28,0.28,0.29,0.27,0.3,0.28,0.27,0.27,0.24,0.26,0.28,0.27,0.25,0.22,0.3,0.25,0.21,0.23,0.29,0.26,0.27,0.24,0.28,0.23,0.27,0.27,0.25,0.23,0.24,0.24,0.26,0.23,0.24,0.23,0.24,0.27,0.22,0.25,0.2,0.21,0.0,0.19,0.21,0.2,0.19,0.2,0.21,0.2,0.22,0.18,0.22,0.18,0.17,0.17,0.0,0.0,0.16,0.0,0.17,0.0,0.17,0.16,0.17,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.78
08/13/2021,1.26,1.24,1.2,1.14,1.05,0.98,0.86,0.93,0.97,0.95,0.98,0.81,1.02,0.91,0.96,0.92,0.9,0.75,0.94,0.86,0.75,0.77,0.77,0.76,0.8,0.73,0.73,0.79,0.71,0.69,0.66,0.68,0.59,0.73,0.64,0.66,0.64,0.56,0.61,0.55,0.64,0.61,0.62,0.57,0.57,0.47,0.57,0.59,0.59,0.55,0.6,0.56,0.56,0.44,0.5,0.54,0.55,0.48,0.44,0.52,0.5,0.47,0.5,0.41,0.59,0.44,0.47,0.51,0.47,0.47,0.4,0.43,0.45,0.47,0.51,0.48,0.49,0.5,0.43,0.41,0.46,0.42,0.43,0.45,0.0,0.42,0.46,0.43,0.42,0.45,0.45,0.46,0.3,0.43,0.39,0.43,0.42,0.38,0.38,0.41,0.37,0.39,0.41,0.39,0.41,0.37,0.34,0.41,0.37,0.39,0.42,0.35,0.3,0.41,0.36,0.4,0.35,0.36,0.34,0.33,0.31,0.35,0.36,0.32,0.31,0.34,0.32,0.31,0.31,0.34,0.37,0.31,0.32,0.35,0.29,0.31,0.27,0.26,0.25,0.28,0.27,0.28,0.28,0.29,0.27,0.3,0.27,0.27,0.27,0.24,0.26,0.28,0.27,0.25,0.22,0.3,0.26,0.21,0.23,0.29,0.26,0.27,0.25,0.28,0.24,0.26,0.28,0.25,0.23,0.24,0.24,0.25,0.23,0.24,0.23,0.24,0.27,0.22,0.25,0.21,0.21,0.0,0.2,0.21,0.2,0.21,0.2,0.2,0.2,0.22,0.19,0.22,0.18,0.17,0.17,0.0,0.16,0.0,0.0,0.17,0.0,0.16,0.0,0.17,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.75
08/16/2021,1.26,1.24,1.19,1.13,0.99,0.98,0.93,0.93,0.96,0.96,0.98,0.81,1.02,0.92,0.93,0.92,0.88,0.81,0.93,0.85,0.76,0.8,0.76,0.76,0.8,0.76,0.74,0.78,0.73,0.7,0.67,0.67,0.54,0.71,0.64,0.66,0.66,0.55,0.57,0.57,0.63,0.61,0.62,0.55,0.56,0.45,0.49,0.59,0.59,0.57,0.59,0.56,0.57,0.45,0.52,0.52,0.6,0.48,0.42,0.51,0.51,0.47,0.49,0.4,0.6,0.41,0.49,0.51,0.49,0.46,0.41,0.42,0.47,0.47,0.51,0.48,0.49,0.5,0.42,0.41,0.46,0.41,0.46,0.46,0.0,0.44,0.46,0.43,0.41,0.45,0.46,0.45,0.29,0.44,0.38,0.43,0.42,0.39,0.38,0.41,0.37,0.39,0.41,0.39,0.41,0.37,0.34,0.4,0.37,0.37,0.4,0.36,0.29,0.41,0.37,0.39,0.36,0.34,0.35,0.33,0.31,0.35,0.35,0.32,0.31,0.34,0.32,0.32,0.3,0.33,0.37,0.31,0.32,0.34,0.28,0.31,0.26,0.26,0.24,0.28,0.27,0.28,0.28,0.29,0.28,0.31,0.27,0.27,0.28,0.26,0.26,0.28,0.28,0.25,0.22,0.29,0.26,0.2,0.25,0.29,0.27,0.27,0.25,0.27,0.23,0.26,0.27,0.25,0.24,0.24,0.24,0.26,0.23,0.24,0.22,0.24,0.32,0.21,0.25,0.21,0.21,0.0,0.2,0.2,0.2,0.22,0.2,0.2,0.2,0.22,0.19,0.22,0.17,0.17,0.17,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.71000000000001
08/17/2021,1.15,1.24,1.2,1.13,0.99,0.98,0.94,0.94,0.96,0.96,0.99,0.8,1.02,0.91,0.93,0.92,0.89,0.8,0.92,0.86,0.75,0.86,0.76,0.77,0.81,0.72,0.74,0.79,0.72,0.69,0.67,0.67,0.54,0.71,0.65,0.66,0.65,0.54,0.57,0.56,0.64,0.61,0.62,0.56,0.56,0.44,0.5,0.59,0.59,0.56,0.56,0.57,0.57,0.45,0.5,0.52,0.59,0.48,0.42,0.51,0.51,0.46,0.49,0.4,0.61,0.39,0.48,0.51,0.48,0.46,0.4,0.42,0.47,0.48,0.51,0.48,0.5,0.51,0.42,0.4,0.47,0.41,0.48,0.46,0.0,0.44,0.46,0.43,0.42,0.45,0.46,0.45,0.29,0.44,0.38,0.43,0.42,0.39,0.38,0.41,0.38,0.39,0.41,0.39,0.42,0.37,0.34,0.41,0.38,0.37,0.4,0.36,0.29,0.41,0.37,0.39,0.36,0.34,0.35,0.33,0.31,0.35,0.35,0.33,0.32,0.35,0.32,0.32,0.31,0.34,0.38,0.31,0.32,0.34,0.29,0.31,0.26,0.26,0.24,0.27,0.28,0.29,0.28,0.29,0.28,0.31,0.27,0.28,0.28,0.26,0.26,0.28,0.28,0.24,0.21,0.29,0.27,0.19,0.25,0.3,0.27,0.27,0.25,0.27,0.23,0.27,0.26,0.25,0.24,0.24,0.24,0.26,0.23,0.24,0.22,0.24,0.33,0.21,0.25,0.2,0.21,0.0,0.19,0.2,0.2,0.22,0.2,0.2,0.2,0.22,0.19,0.23,0.18,0.17,0.17,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.72
08/18/2021,1.15,1.24,1.2,1.13,0.99,0.98,0.94,0.94,0.96,0.96,0.99,0.8,1.02,0.91,0.93,0.92,0.89,0.8,0.92,0.86,0.75,0.86,0.76,0.77,0.81,0.72,0.74,0.79,0.72,0.69,0.67,0.67,0.54,0.71,0.65,0.66,0.65,0.54,0.57,0.56,0.64,0.61,0.62,0.56,0.56,0.44,0.5,0.59,0.59,0.56,0.56,0.57,0.57,0.45,0.5,0.52,0.59,0.48,0.42,0.51,0.51,0.46,0.49,0.4,0.61,0.39,0.48,0.51,0.48,0.46,0.4,0.42,0.47,0.48,0.51,0.48,0.5,0.51,0.42,0.4,0.47,0.41,0.48,0.46,0.0,0.44,0.46,0.43,0.42,0.45,0.46,0.45,0.29,0.44,0.38,0.43,0.42,0.39,0.38,0.41,0.38,0.39,0.41,0.39,0.42,0.37,0.34,0.41,0.38,0.37,0.4,0.36,0.29,0.41,0.37,0.39,0.36,0.34,0.35,0.33,0.31,0.35,0.35,0.33,0.32,0.35,0.32,0.32,0.31,0.34,0.38,0.31,0.32,0.34,0.29,0.31,0.26,0.26,0.24,0.27,0.28,0.29,0.28,0.29,0.28,0.31,0.27,0.28,0.28,0.26,0.26,0.28,0.28,0.24,0.21,0.29,0.27,0.19,0.25,0.3,0.27,0.27,0.25,0.27,0.23,0.27,0.26,0.25,0.24,0.24,0.24,0.26,0.23,0.24,0.22,0.24,0.33,0.21,0.25,0.2,0.21,0.0,0.19,0.2,0.2,0.22,0.2,0.2,0.2,0.22,0.19,0.23,0.18,0.17,0.17,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.72
08/19/2021,1.15,1.24,1.2,1.13,0.99,0.98,0.94,0.94,0.96,0.96,0.99,0.8,1.02,0.91,0.93,0.92,0.89,0.8,0.92,0.86,0.75,0.86,0.76,0.77,0.81,0.72,0.74,0.79,0.72,0.69,0.67,0.67,0.54,0.71,0.65,0.66,0.65,0.54,0.57,0.56,0.64,0.61,0.62,0.56,0.56,0.44,0.5,0.59,0.59,0.56,0.56,0.57,0.57,0.45,0.5,0.52,0.59,0.48,0.42,0.51,0.51,0.46,0.49,0.4,0.61,0.39,0.48,0.51,0.48,0.46,0.4,0.42,0.47,0.48,0.51,0.48,0.5,0.51,0.42,0.4,0.47,0.41,0.48,0.46,0.0,0.44,0.46,0.43,0.42,0.45,0.46,0.45,0.29,0.44,0.38,0.43,0.42,0.39,0.38,0.41,0.38,0.39,0.41,0.39,0.42,0.37,0.34,0.41,0.38,0.37,0.4,0.36,0.29,0.41,0.37,0.39,0.36,0.34,0.35,0.33,0.31,0.35,0.35,0.33,0.32,0.35,0.32,0.32,0.31,0.34,0.38,0.31,0.32,0.34,0.29,0.31,0.26,0.26,0.24,0.27,0.28,0.29,0.28,0.29,0.28,0.31,0.27,0.28,0.28,0.26,0.26,0.28,0.28,0.24,0.21,0.29,0.27,0.19,0.25,0.3,0.27,0.27,0.25,0.27,0.23,0.27,0.26,0.25,0.24,0.24,0.24,0.26,0.23,0.24,0.22,0.24,0.33,0.21,0.25,0.2,0.21,0.0,0.19,0.2,0.2,0.22,0.2,0.2,0.2,0.22,0.19,0.23,0.18,0.17,0.17,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.72
08/20/2021,1.14,1.25,1.2,1.14,1.01,0.97,0.93,0.95,0.96,0.98,0.99,0.78,1.03,0.91,0.93,0.93,0.9,0.78,0.93,0.85,0.73,0.88,0.76,0.77,0.81,0.73,0.72,0.8,0.71,0.69,0.68,0.67,0.52,0.7,0.65,0.66,0.65,0.53,0.56,0.56,0.63,0.61,0.62,0.56,0.55,0.43,0.5,0.6,0.6,0.57,0.57,0.56,0.58,0.44,0.51,0.53,0.59,0.48,0.43,0.51,0.5,0.46,0.49,0.4,0.59,0.39,0.48,0.52,0.48,0.47,0.41,0.43,0.47,0.48,0.51,0.48,0.49,0.51,0.42,0.4,0.47,0.42,0.47,0.47,0.0,0.44,0.47,0.43,0.43,0.46,0.46,0.45,0.29,0.43,0.38,0.43,0.42,0.39,0.38,0.41,0.36,0.4,0.41,0.39,0.42,0.37,0.34,0.41,0.38,0.38,0.4,0.36,0.28,0.41,0.37,0.4,0.36,0.34,0.35,0.33,0.31,0.35,0.35,0.33,0.32,0.35,0.32,0.32,0.31,0.33,0.39,0.32,0.33,0.34,0.28,0.31,0.26,0.26,0.23,0.27,0.27,0.29,0.27,0.3,0.27,0.31,0.28,0.28,0.28,0.25,0.27,0.28,0.27,0.24,0.21,0.29,0.26,0.19,0.25,0.3,0.27,0.28,0.25,0.27,0.23,0.26,0.26,0.26,0.24,0.24,0.24,0.27,0.23,0.24,0.22,0.24,0.32,0.21,0.25,0.2,0.21,0.0,0.2,0.2,0.2,0.22,0.21,0.21,0.2,0.22,0.19,0.23,0.18,0.17,0.17,0.16,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.76
08/23/2021,1.11,1.24,1.21,1.08,1.07,0.96,0.94,0.98,0.98,1.0,1.02,0.77,1.03,0.9,0.92,0.91,0.95,0.75,0.96,0.85,0.69,0.87,0.75,0.78,0.83,0.71,0.73,0.81,0.71,0.66,0.73,0.67,0.53,0.72,0.66,0.66,0.64,0.54,0.55,0.53,0.64,0.59,0.62,0.58,0.54,0.42,0.5,0.6,0.6,0.57,0.55,0.55,0.59,0.43,0.5,0.54,0.58,0.48,0.43,0.51,0.49,0.46,0.5,0.37,0.59,0.39,0.47,0.53,0.48,0.47,0.41,0.43,0.46,0.48,0.52,0.47,0.51,0.52,0.42,0.38,0.48,0.42,0.45,0.46,0.0,0.43,0.51,0.41,0.43,0.47,0.46,0.44,0.27,0.42,0.36,0.45,0.43,0.38,0.38,0.45,0.36,0.39,0.41,0.4,0.43,0.37,0.34,0.41,0.41,0.4,0.38,0.35,0.28,0.41,0.36,0.41,0.37,0.34,0.36,0.33,0.31,0.34,0.37,0.34,0.32,0.36,0.33,0.32,0.33,0.34,0.39,0.32,0.34,0.35,0.29,0.31,0.27,0.27,0.23,0.27,0.27,0.29,0.27,0.32,0.27,0.3,0.28,0.28,0.26,0.26,0.27,0.28,0.27,0.25,0.22,0.29,0.26,0.18,0.24,0.3,0.25,0.29,0.25,0.27,0.22,0.26,0.26,0.26,0.23,0.24,0.25,0.28,0.22,0.24,0.23,0.23,0.32,0.2,0.25,0.2,0.22,0.0,0.19,0.2,0.2,0.22,0.21,0.21,0.2,0.22,0.19,0.24,0.18,0.17,0.17,0.0,0.17,0.0,0.0,0.17,0.0,0.16,0.0,0.17,0.0,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9
08/24/2021,1.12,1.24,1.21,1.1,1.08,0.97,0.93,0.97,0.97,0.99,1.01,0.77,1.02,0.91,0.93,0.92,0.94,0.76,0.95,0.85,0.68,0.86,0.74,0.77,0.85,0.71,0.73,0.81,0.7,0.66,0.74,0.66,0.54,0.72,0.66,0.66,0.63,0.53,0.56,0.55,0.64,0.59,0.61,0.58,0.55,0.42,0.5,0.6,0.59,0.57,0.56,0.56,0.59,0.43,0.5,0.54,0.59,0.47,0.43,0.51,0.49,0.46,0.5,0.37,0.59,0.39,0.47,0.52,0.47,0.47,0.4,0.43,0.45,0.48,0.52,0.48,0.51,0.51,0.41,0.38,0.47,0.42,0.46,0.46,0.0,0.43,0.51,0.41,0.43,0.47,0.47,0.44,0.28,0.42,0.36,0.44,0.43,0.38,0.38,0.45,0.36,0.39,0.41,0.4,0.42,0.38,0.34,0.42,0.41,0.4,0.38,0.35,0.29,0.41,0.36,0.4,0.37,0.34,0.36,0.33,0.31,0.35,0.37,0.33,0.32,0.36,0.32,0.31,0.33,0.35,0.39,0.32,0.34,0.35,0.29,0.31,0.27,0.26,0.24,0.27,0.25,0.29,0.27,0.31,0.27,0.3,0.28,0.28,0.27,0.27,0.26,0.28,0.26,0.24,0.22,0.29,0.26,0.19,0.24,0.3,0.26,0.28,0.25,0.27,0.23,0.27,0.26,0.26,0.23,0.24,0.25,0.28,0.22,0.24,0.23,0.23,0.32,0.2,0.25,0.2,0.22,0.0,0.19,0.2,0.2,0.22,0.21,0.21,0.2,0.22,0.19,0.24,0.17,0.17,0.17,0.0,0.17,0.0,0.0,0.17,0.0,0.16,0.0,0.17,0.0,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.85
