,United States Treasury Bills 0%,AAPL,MSFT,AMZN,FB,GOOG,TSLA,NVDA,GOOGL,PYPL,ADBE,CMCSA,NFLX,INTC,CSCO,PEP,AVGO,TMUS,TXN,COST,QCOM,AMGN,CHTR,INTU,SBUX,AMAT,AMD,ISRG,MRNA,BKNG,LRCX,ZM,MU,MDLZ,GILD,ADP,MELI,CSX,FISV,ATVI,ILMN,ADSK,JD,ADI,REGN,NXPI,IDXX,BIDU,BIIB,ASML,VRTX,DOCU,KDP,KHC,ALGN,MNST,KLAC,MRVL,EBAY,PDD,LULU,MAR,ROST,EXC,MTCH,WDAY,AEP,SNPS,WBA,ORLY,DXCM,EA,ALXN,CTAS,CHG.BK,MCHP,PAYX,CDNS,CTSH,XEL,NTES,XLNX,TEAM,PTON,PCAR,SWKS,CPRT,ANSS,OKTA,FAST,SGEN,VRSK,SIRI,MXIM,VRSN,CDW,CERN,DLTR,SPLK,TCOM,INCY,CHKP,FOXA,FOX,U.S. Bank Money Market Deposit Account,B 0 07/15/21,AZN,HON,n/a,EGCO.BK,BIDI11.SA,B 0 10/14/21,CRWD,USBFS03,B 0 10.14.21,CLV.,B 0 01.13.22,CMBR 0 01.13.22,SUM
08/31/2021,0.0,6.35,5.81,4.3,2.26,2.37,2.16,2.15,2.19,1.26,1.22,1.06,0.96,0.85,0.98,0.84,0.77,0.67,0.68,0.78,0.63,0.5,0.59,0.59,0.53,0.48,0.51,0.48,0.62,0.37,0.33,0.32,0.32,0.34,0.35,0.35,0.36,0.3,0.31,0.25,0.27,0.27,0.25,0.24,0.28,0.24,0.23,0.16,0.2,0.25,0.2,0.22,0.19,0.17,0.22,0.2,0.2,0.2,0.2,0.14,0.2,0.17,0.17,0.19,0.14,0.17,0.17,0.19,0.16,0.17,0.2,0.16,0.0,0.16,0.0,0.16,0.16,0.17,0.16,0.14,0.11,0.15,0.18,0.11,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.11,0.09,0.11,0.09,0.08,0.1,0.06,0.06,0.07,0.05,0.03,0.0,0.0,0.0,0.62,37.22,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
09/01/2021,0.0,6.36,5.79,4.32,2.3,2.4,2.18,2.19,2.22,1.27,1.23,1.06,0.97,0.85,0.98,0.84,0.79,0.67,0.68,0.78,0.64,0.5,0.59,0.6,0.53,0.49,0.52,0.48,0.59,0.37,0.34,0.31,0.32,0.34,0.35,0.35,0.37,0.3,0.31,0.25,0.27,0.27,0.25,0.35,0.27,0.24,0.22,0.16,0.2,0.25,0.2,0.22,0.19,0.17,0.22,0.2,0.21,0.2,0.2,0.14,0.2,0.17,0.17,0.19,0.15,0.19,0.17,0.2,0.16,0.17,0.2,0.16,0.0,0.16,0.0,0.17,0.16,0.18,0.16,0.14,0.11,0.15,0.19,0.1,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.0,0.09,0.11,0.09,0.08,0.1,0.06,0.06,0.07,0.05,0.03,0.0,0.0,0.0,0.62,37.01,0.0,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/02/2021,0.0,6.36,5.79,4.32,2.3,2.4,2.18,2.19,2.22,1.27,1.23,1.06,0.97,0.85,0.98,0.84,0.79,0.67,0.68,0.78,0.64,0.5,0.59,0.6,0.53,0.49,0.52,0.48,0.59,0.37,0.34,0.31,0.32,0.34,0.35,0.35,0.37,0.3,0.31,0.25,0.27,0.27,0.25,0.35,0.27,0.24,0.22,0.16,0.2,0.25,0.2,0.22,0.19,0.17,0.22,0.2,0.21,0.2,0.2,0.14,0.2,0.17,0.17,0.19,0.15,0.19,0.17,0.2,0.16,0.17,0.2,0.16,0.0,0.16,0.0,0.17,0.16,0.18,0.16,0.14,0.11,0.15,0.19,0.1,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.0,0.09,0.11,0.09,0.08,0.1,0.06,0.06,0.07,0.05,0.03,0.0,0.0,0.0,0.62,37.01,0.0,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/03/2021,0.0,6.51,5.83,4.39,2.33,2.4,2.22,2.19,2.21,1.31,1.23,1.06,0.97,0.85,0.97,0.84,0.79,0.67,0.68,0.78,0.64,0.5,0.6,0.6,0.53,0.48,0.52,0.48,0.57,0.37,0.34,0.32,0.32,0.34,0.35,0.35,0.37,0.3,0.3,0.24,0.26,0.27,0.25,0.35,0.28,0.24,0.23,0.16,0.2,0.25,0.2,0.22,0.19,0.17,0.22,0.2,0.2,0.2,0.2,0.14,0.2,0.17,0.16,0.19,0.14,0.19,0.17,0.2,0.16,0.17,0.19,0.16,0.0,0.16,0.0,0.17,0.16,0.18,0.16,0.14,0.11,0.15,0.19,0.1,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.0,0.09,0.11,0.09,0.08,0.1,0.06,0.06,0.07,0.05,0.03,0.0,0.0,0.0,0.62,36.78,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/06/2021,0.0,6.48,5.79,4.46,2.34,2.41,2.23,2.16,2.22,1.3,1.23,1.08,1.0,0.84,0.97,0.85,0.78,0.66,0.67,0.78,0.64,0.5,0.6,0.6,0.54,0.47,0.51,0.49,0.6,0.37,0.34,0.27,0.32,0.34,0.35,0.34,0.37,0.29,0.31,0.25,0.26,0.26,0.26,0.33,0.28,0.23,0.22,0.17,0.2,0.25,0.2,0.21,0.2,0.17,0.22,0.2,0.2,0.19,0.2,0.16,0.19,0.17,0.16,0.19,0.14,0.19,0.17,0.2,0.17,0.16,0.2,0.16,0.0,0.16,0.0,0.16,0.16,0.18,0.16,0.15,0.12,0.15,0.19,0.1,0.11,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.1,0.0,0.09,0.11,0.09,0.08,0.1,0.06,0.06,0.07,0.05,0.03,0.0,0.0,0.0,0.61,36.76,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/07/2021,0.0,6.53,5.78,4.44,2.3,2.38,2.22,2.16,2.19,1.29,1.23,1.1,1.01,0.85,0.98,0.84,0.77,0.66,0.68,0.79,0.64,0.51,0.6,0.59,0.54,0.48,0.51,0.49,0.61,0.37,0.34,0.27,0.32,0.34,0.35,0.34,0.38,0.29,0.3,0.24,0.27,0.25,0.26,0.34,0.28,0.23,0.23,0.17,0.2,0.26,0.2,0.21,0.2,0.17,0.22,0.2,0.2,0.19,0.2,0.15,0.19,0.17,0.16,0.19,0.15,0.19,0.18,0.2,0.17,0.16,0.2,0.16,0.0,0.16,0.0,0.16,0.16,0.18,0.16,0.15,0.11,0.15,0.19,0.1,0.11,0.11,0.13,0.12,0.13,0.12,0.11,0.12,0.1,0.0,0.1,0.11,0.09,0.08,0.1,0.06,0.06,0.07,0.05,0.03,0.0,0.0,0.0,0.62,6.02,0.0,0.0,36.77,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/08/2021,0.0,6.53,5.78,4.44,2.3,2.38,2.22,2.16,2.19,1.29,1.23,1.1,1.01,0.85,0.98,0.84,0.77,0.66,0.68,0.79,0.64,0.51,0.6,0.59,0.54,0.48,0.51,0.49,0.61,0.37,0.34,0.27,0.32,0.34,0.35,0.34,0.38,0.29,0.3,0.24,0.27,0.25,0.26,0.34,0.28,0.23,0.23,0.17,0.2,0.26,0.2,0.21,0.2,0.17,0.22,0.2,0.2,0.19,0.2,0.15,0.19,0.17,0.16,0.19,0.15,0.19,0.18,0.2,0.17,0.16,0.2,0.16,0.0,0.16,0.0,0.16,0.16,0.18,0.16,0.15,0.11,0.15,0.19,0.1,0.11,0.11,0.13,0.12,0.13,0.12,0.11,0.12,0.1,0.0,0.1,0.11,0.09,0.08,0.1,0.06,0.06,0.07,0.05,0.03,0.0,0.0,0.0,0.62,6.02,0.0,0.0,36.77,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/09/2021,0.0,6.55,5.77,4.45,2.3,2.38,2.22,2.2,2.2,1.31,1.23,1.09,1.01,0.84,0.97,0.84,0.78,0.66,0.68,0.79,0.64,0.51,0.59,0.6,0.53,0.48,0.51,0.49,0.64,0.37,0.34,0.27,0.32,0.34,0.35,0.35,0.38,0.29,0.3,0.24,0.27,0.25,0.26,0.34,0.28,0.23,0.23,0.17,0.2,0.26,0.2,0.22,0.19,0.17,0.22,0.2,0.2,0.2,0.2,0.15,0.19,0.17,0.16,0.19,0.15,0.19,0.17,0.2,0.17,0.16,0.2,0.16,0.0,0.16,0.0,0.16,0.16,0.18,0.15,0.15,0.11,0.15,0.2,0.1,0.11,0.11,0.13,0.12,0.13,0.12,0.11,0.12,0.1,0.0,0.09,0.11,0.09,0.08,0.1,0.06,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.61,6.02,0.0,0.0,36.71,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/10/2021,0.0,6.64,5.74,4.49,2.33,2.39,2.28,2.18,2.2,1.33,1.22,1.07,1.04,0.84,0.96,0.83,0.78,0.65,0.67,0.79,0.63,0.49,0.58,0.59,0.53,0.48,0.51,0.49,0.67,0.38,0.33,0.27,0.32,0.33,0.35,0.34,0.38,0.28,0.3,0.24,0.26,0.25,0.27,0.34,0.27,0.23,0.23,0.17,0.19,0.26,0.19,0.21,0.19,0.17,0.22,0.19,0.2,0.19,0.19,0.16,0.19,0.17,0.16,0.19,0.16,0.19,0.17,0.2,0.17,0.16,0.21,0.16,0.0,0.16,0.0,0.16,0.16,0.18,0.15,0.14,0.11,0.15,0.2,0.1,0.11,0.11,0.12,0.13,0.12,0.12,0.1,0.12,0.1,0.0,0.09,0.11,0.09,0.08,0.1,0.06,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.59,6.01,0.0,0.0,36.68,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/13/2021,0.0,6.56,5.71,4.48,2.32,2.4,2.3,2.14,2.2,1.3,1.23,1.06,1.03,0.84,0.96,0.84,0.78,0.64,0.67,0.8,0.62,0.48,0.58,0.6,0.54,0.48,0.5,0.49,0.7,0.37,0.33,0.27,0.32,0.33,0.34,0.34,0.37,0.28,0.3,0.24,0.26,0.25,0.26,0.35,0.27,0.23,0.22,0.17,0.18,0.26,0.19,0.2,0.19,0.17,0.22,0.2,0.21,0.19,0.19,0.15,0.2,0.17,0.16,0.19,0.16,0.19,0.17,0.2,0.17,0.16,0.21,0.16,0.0,0.16,0.0,0.16,0.16,0.18,0.15,0.14,0.11,0.15,0.2,0.11,0.11,0.11,0.12,0.13,0.12,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.09,0.08,0.1,0.06,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.6,6.0,0.0,0.0,36.84,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/14/2021,0.0,6.56,5.71,4.48,2.32,2.4,2.3,2.14,2.2,1.3,1.23,1.06,1.03,0.84,0.96,0.84,0.78,0.64,0.67,0.8,0.62,0.48,0.58,0.6,0.54,0.48,0.5,0.49,0.7,0.37,0.33,0.27,0.32,0.33,0.34,0.34,0.37,0.28,0.3,0.24,0.26,0.25,0.26,0.35,0.27,0.23,0.22,0.17,0.18,0.26,0.19,0.2,0.19,0.17,0.22,0.2,0.21,0.19,0.19,0.15,0.2,0.17,0.16,0.19,0.16,0.19,0.17,0.2,0.17,0.16,0.21,0.16,0.0,0.16,0.0,0.16,0.16,0.18,0.15,0.14,0.11,0.15,0.2,0.11,0.11,0.11,0.12,0.13,0.12,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.09,0.08,0.1,0.06,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.6,6.0,0.0,0.0,36.84,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/15/2021,0.0,6.56,5.71,4.48,2.32,2.4,2.3,2.14,2.2,1.3,1.23,1.06,1.03,0.84,0.96,0.84,0.78,0.64,0.67,0.8,0.62,0.48,0.58,0.6,0.54,0.48,0.5,0.49,0.7,0.37,0.33,0.27,0.32,0.33,0.34,0.34,0.37,0.28,0.3,0.24,0.26,0.25,0.26,0.35,0.27,0.23,0.22,0.17,0.18,0.26,0.19,0.2,0.19,0.17,0.22,0.2,0.21,0.19,0.19,0.15,0.2,0.17,0.16,0.19,0.16,0.19,0.17,0.2,0.17,0.16,0.21,0.16,0.0,0.16,0.0,0.16,0.16,0.18,0.15,0.14,0.11,0.15,0.2,0.11,0.11,0.11,0.12,0.13,0.12,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.09,0.08,0.1,0.06,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.6,6.0,0.0,0.0,36.84,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/17/2021,0.0,6.4,5.73,4.46,2.32,2.38,2.27,2.15,2.19,1.28,1.2,1.07,1.02,0.87,0.96,0.84,0.79,0.63,0.7,0.79,0.63,0.49,0.58,0.6,0.55,0.5,0.49,0.47,0.65,0.38,0.34,0.27,0.32,0.33,0.35,0.34,0.37,0.28,0.29,0.24,0.26,0.24,0.26,0.36,0.26,0.23,0.22,0.17,0.18,0.26,0.19,0.2,0.19,0.17,0.22,0.2,0.21,0.2,0.19,0.15,0.21,0.18,0.16,0.19,0.17,0.19,0.17,0.2,0.17,0.16,0.2,0.16,0.0,0.17,0.0,0.17,0.15,0.18,0.16,0.14,0.11,0.15,0.2,0.11,0.11,0.11,0.13,0.12,0.12,0.11,0.11,0.13,0.1,0.0,0.1,0.11,0.09,0.08,0.1,0.06,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.6,6.03,0.0,0.0,37.01,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/20/2021,0.0,6.36,5.87,4.47,2.3,2.41,2.3,2.16,2.22,1.29,1.23,1.02,1.01,0.87,0.95,0.84,0.81,0.62,0.71,0.79,0.61,0.49,0.56,0.61,0.53,0.5,0.5,0.48,0.67,0.38,0.34,0.26,0.32,0.33,0.35,0.34,0.37,0.28,0.28,0.24,0.26,0.25,0.25,0.36,0.27,0.23,0.22,0.17,0.18,0.27,0.19,0.2,0.19,0.17,0.22,0.2,0.22,0.2,0.19,0.15,0.2,0.18,0.16,0.19,0.17,0.19,0.17,0.2,0.17,0.17,0.21,0.15,0.0,0.16,0.0,0.17,0.15,0.18,0.16,0.14,0.1,0.15,0.2,0.11,0.11,0.11,0.13,0.13,0.12,0.12,0.11,0.12,0.1,0.0,0.1,0.1,0.09,0.08,0.1,0.06,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.59,6.02,0.0,0.0,36.91,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/21/2021,0.0,6.35,5.88,4.49,2.29,2.39,2.31,2.15,2.21,1.29,1.24,1.02,1.01,0.87,0.94,0.84,0.8,0.62,0.71,0.8,0.61,0.49,0.56,0.61,0.53,0.51,0.5,0.47,0.68,0.38,0.35,0.26,0.32,0.33,0.35,0.33,0.37,0.28,0.28,0.24,0.26,0.25,0.25,0.36,0.27,0.23,0.22,0.17,0.18,0.27,0.19,0.2,0.19,0.17,0.22,0.2,0.22,0.2,0.2,0.15,0.21,0.18,0.16,0.19,0.17,0.19,0.17,0.2,0.17,0.17,0.21,0.15,0.0,0.16,0.0,0.17,0.15,0.18,0.16,0.14,0.1,0.15,0.21,0.1,0.11,0.11,0.13,0.13,0.12,0.11,0.11,0.12,0.1,0.0,0.1,0.1,0.08,0.08,0.1,0.06,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.59,6.01,0.0,0.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/22/2021,0.0,6.35,5.88,4.49,2.29,2.39,2.31,2.15,2.21,1.29,1.24,1.02,1.01,0.87,0.94,0.84,0.8,0.62,0.71,0.8,0.61,0.49,0.56,0.61,0.53,0.51,0.5,0.47,0.68,0.38,0.35,0.26,0.32,0.33,0.35,0.33,0.37,0.28,0.28,0.24,0.26,0.25,0.25,0.36,0.27,0.23,0.22,0.17,0.18,0.27,0.19,0.2,0.19,0.17,0.22,0.2,0.22,0.2,0.2,0.15,0.21,0.18,0.16,0.19,0.17,0.19,0.17,0.2,0.17,0.17,0.21,0.15,0.0,0.16,0.0,0.17,0.15,0.18,0.16,0.14,0.1,0.15,0.21,0.1,0.11,0.11,0.13,0.13,0.12,0.11,0.11,0.12,0.1,0.0,0.1,0.1,0.08,0.08,0.1,0.06,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.59,6.01,0.0,0.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/23/2021,0.0,6.35,5.88,4.49,2.29,2.39,2.31,2.15,2.21,1.29,1.24,1.02,1.01,0.87,0.94,0.84,0.8,0.62,0.71,0.8,0.61,0.49,0.56,0.61,0.53,0.51,0.5,0.47,0.68,0.38,0.35,0.26,0.32,0.33,0.35,0.33,0.37,0.28,0.28,0.24,0.26,0.25,0.25,0.36,0.27,0.23,0.22,0.17,0.18,0.27,0.19,0.2,0.19,0.17,0.22,0.2,0.22,0.2,0.2,0.15,0.21,0.18,0.16,0.19,0.17,0.19,0.17,0.2,0.17,0.17,0.21,0.15,0.0,0.16,0.0,0.17,0.15,0.18,0.16,0.14,0.1,0.15,0.21,0.1,0.11,0.11,0.13,0.13,0.12,0.11,0.11,0.12,0.1,0.0,0.1,0.1,0.08,0.08,0.1,0.06,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.59,6.01,0.0,0.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/24/2021,0.0,6.12,5.72,4.37,2.2,2.31,2.32,2.09,2.16,1.25,1.21,1.01,1.0,0.84,0.92,0.83,0.79,0.62,0.71,0.79,0.58,0.48,0.54,0.6,0.53,0.48,0.49,0.48,0.69,0.38,0.33,0.26,0.32,0.34,0.36,0.33,0.36,0.26,0.28,0.23,0.27,0.25,0.23,0.36,0.27,0.21,0.23,0.16,0.18,0.27,0.19,0.2,0.19,0.17,0.22,0.19,0.22,0.2,0.18,0.14,0.21,0.18,0.16,0.19,0.16,0.2,0.16,0.19,0.16,0.17,0.21,0.14,0.0,0.16,0.0,0.17,0.16,0.18,0.15,0.14,0.1,0.15,0.22,0.1,0.11,0.11,0.13,0.12,0.14,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.09,0.08,0.1,0.06,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.59,6.15,0.0,0.0,37.72,0.15,0.0,0.0,0.0,0.0,0.0,99.98
09/27/2021,0.0,6.17,5.74,4.38,2.09,2.31,2.33,2.14,2.16,1.25,1.16,1.0,1.02,0.84,0.91,0.83,0.8,0.63,0.71,0.78,0.58,0.47,0.54,0.61,0.52,0.49,0.5,0.48,0.69,0.38,0.33,0.26,0.33,0.34,0.35,0.33,0.36,0.26,0.29,0.22,0.26,0.25,0.23,0.36,0.27,0.22,0.23,0.16,0.17,0.27,0.19,0.2,0.19,0.17,0.22,0.19,0.22,0.2,0.19,0.15,0.21,0.18,0.16,0.19,0.16,0.2,0.16,0.19,0.16,0.17,0.22,0.14,0.0,0.16,0.0,0.17,0.16,0.18,0.15,0.13,0.1,0.15,0.21,0.1,0.11,0.11,0.13,0.12,0.14,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.08,0.1,0.06,0.06,0.06,0.05,0.04,0.0,0.0,0.0,0.59,6.49,0.0,0.0,37.36,0.15,0.0,0.0,0.0,0.0,0.0,99.96
09/28/2021,0.0,6.18,5.73,4.4,2.1,2.31,2.33,2.18,2.16,1.28,1.16,1.0,1.02,0.85,0.93,0.82,0.8,0.64,0.72,0.78,0.59,0.47,0.53,0.62,0.53,0.49,0.5,0.48,0.71,0.39,0.34,0.26,0.32,0.34,0.35,0.33,0.36,0.26,0.29,0.23,0.26,0.25,0.23,0.37,0.27,0.22,0.23,0.16,0.18,0.28,0.19,0.2,0.19,0.17,0.23,0.19,0.22,0.2,0.19,0.15,0.21,0.19,0.16,0.19,0.16,0.2,0.16,0.19,0.16,0.18,0.22,0.14,0.0,0.17,0.0,0.17,0.16,0.18,0.16,0.13,0.1,0.15,0.21,0.09,0.11,0.11,0.13,0.12,0.14,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.08,0.1,0.06,0.06,0.06,0.05,0.04,0.0,0.0,0.0,0.59,6.46,0.0,0.0,37.17,0.15,0.0,0.0,0.0,0.0,0.0,100.01
09/29/2021,0.0,6.18,5.72,4.41,2.14,2.32,2.39,2.14,2.18,1.27,1.15,1.0,1.01,0.85,0.93,0.82,0.8,0.63,0.72,0.8,0.58,0.47,0.53,0.62,0.53,0.5,0.5,0.48,0.67,0.4,0.34,0.25,0.32,0.33,0.35,0.33,0.36,0.27,0.29,0.23,0.26,0.25,0.23,0.37,0.27,0.22,0.23,0.15,0.17,0.27,0.19,0.2,0.19,0.17,0.23,0.19,0.22,0.2,0.18,0.14,0.21,0.19,0.16,0.19,0.17,0.2,0.16,0.19,0.16,0.18,0.21,0.15,0.0,0.17,0.0,0.17,0.16,0.18,0.16,0.13,0.1,0.15,0.22,0.09,0.11,0.11,0.13,0.12,0.14,0.12,0.11,0.13,0.1,0.0,0.09,0.1,0.08,0.08,0.1,0.06,0.06,0.06,0.05,0.04,0.0,0.0,0.0,0.59,6.46,0.0,0.0,37.15,0.15,0.0,0.0,0.0,0.0,0.0,99.98
09/30/2021,0.0,6.18,5.72,4.41,2.14,2.32,2.39,2.14,2.18,1.27,1.15,1.0,1.01,0.85,0.93,0.82,0.8,0.63,0.72,0.8,0.58,0.47,0.53,0.62,0.53,0.5,0.5,0.48,0.67,0.4,0.34,0.25,0.32,0.33,0.35,0.33,0.36,0.27,0.29,0.23,0.26,0.25,0.23,0.37,0.27,0.22,0.23,0.15,0.17,0.27,0.19,0.2,0.19,0.17,0.23,0.19,0.22,0.2,0.18,0.14,0.21,0.19,0.16,0.19,0.17,0.2,0.16,0.19,0.16,0.18,0.21,0.15,0.0,0.17,0.0,0.17,0.16,0.18,0.16,0.13,0.1,0.15,0.22,0.09,0.11,0.11,0.13,0.12,0.14,0.12,0.11,0.13,0.1,0.0,0.09,0.1,0.08,0.08,0.1,0.06,0.06,0.06,0.05,0.04,0.0,0.0,0.0,0.59,6.46,0.0,0.0,37.15,0.15,0.0,0.0,0.0,0.0,0.0,99.98
10/01/2021,0.0,6.09,5.53,4.36,2.11,2.27,2.45,2.04,2.12,1.23,1.09,0.99,1.02,0.87,0.92,0.83,0.8,0.63,0.72,0.78,0.58,0.48,0.53,0.6,0.53,0.47,0.49,0.47,0.61,0.39,0.33,0.25,0.33,0.33,0.35,0.33,0.33,0.27,0.29,0.24,0.25,0.25,0.24,0.37,0.26,0.22,0.21,0.15,0.17,0.25,0.19,0.19,0.19,0.18,0.21,0.19,0.21,0.2,0.18,0.13,0.21,0.2,0.16,0.19,0.17,0.19,0.16,0.18,0.17,0.18,0.21,0.15,0.0,0.16,0.0,0.17,0.15,0.17,0.16,0.13,0.1,0.15,0.2,0.09,0.11,0.11,0.13,0.12,0.13,0.12,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.08,0.09,0.06,0.06,0.06,0.05,0.04,0.0,0.0,0.0,0.59,6.6,0.0,0.0,37.93,0.14,0.0,0.0,0.0,0.0,0.0,99.98
10/04/2021,0.0,6.35,5.6,4.37,2.23,2.29,2.14,1.92,2.11,1.28,1.18,1.07,0.91,0.87,0.93,0.86,0.78,0.71,0.7,0.76,0.68,0.55,0.56,0.58,0.57,0.51,0.51,0.46,0.56,0.36,0.37,0.35,0.34,0.35,0.34,0.36,0.31,0.3,0.31,0.26,0.29,0.28,0.23,0.25,0.24,0.23,0.23,0.18,0.2,0.24,0.21,0.22,0.2,0.19,0.22,0.2,0.21,0.2,0.18,0.14,0.2,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.2,0.16,0.0,0.16,0.0,0.15,0.16,0.16,0.15,0.15,0.12,0.15,0.17,0.12,0.11,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.05,0.06,0.07,0.05,0.03,0.0,0.0,0.0,0.64,4.04,0.0,0.0,37.54,0.0,6.33,0.0,0.0,0.0,0.0,104.07999999999998
10/05/2021,0.0,6.09,5.52,4.33,2.11,2.22,2.45,2.05,2.1,1.22,1.09,1.02,1.07,0.86,0.91,0.82,0.79,0.64,0.71,0.79,0.58,0.48,0.53,0.59,0.52,0.46,0.5,0.47,0.61,0.39,0.32,0.25,0.32,0.33,0.35,0.34,0.33,0.27,0.29,0.24,0.25,0.25,0.23,0.36,0.26,0.21,0.21,0.15,0.17,0.24,0.19,0.19,0.19,0.18,0.21,0.19,0.21,0.2,0.18,0.14,0.2,0.19,0.16,0.19,0.17,0.19,0.16,0.18,0.16,0.18,0.21,0.16,0.0,0.16,0.0,0.17,0.16,0.17,0.16,0.13,0.11,0.15,0.21,0.09,0.11,0.11,0.13,0.12,0.14,0.11,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.09,0.06,0.06,0.06,0.05,0.04,0.0,0.0,0.0,0.59,6.63,0.0,0.0,38.04,0.15,0.0,0.0,0.0,0.0,0.0,100.03
10/06/2021,0.0,6.09,5.52,4.33,2.11,2.22,2.45,2.05,2.1,1.22,1.09,1.02,1.07,0.86,0.91,0.82,0.79,0.64,0.71,0.79,0.58,0.48,0.53,0.59,0.52,0.46,0.5,0.47,0.61,0.39,0.32,0.25,0.32,0.33,0.35,0.34,0.33,0.27,0.29,0.24,0.25,0.25,0.23,0.36,0.26,0.21,0.21,0.15,0.17,0.24,0.19,0.19,0.19,0.18,0.21,0.19,0.21,0.2,0.18,0.14,0.2,0.19,0.16,0.19,0.17,0.19,0.16,0.18,0.16,0.18,0.21,0.16,0.0,0.16,0.0,0.17,0.16,0.17,0.16,0.13,0.11,0.15,0.21,0.09,0.11,0.11,0.13,0.12,0.14,0.11,0.12,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.09,0.06,0.06,0.06,0.05,0.04,0.0,0.0,0.0,0.59,6.63,0.0,0.0,38.04,0.15,0.0,0.0,0.0,0.0,0.0,100.03
10/07/2021,0.0,6.12,5.64,4.31,2.12,2.27,2.44,2.05,2.13,1.24,1.09,1.03,1.07,0.86,0.92,0.82,0.79,0.63,0.71,0.78,0.57,0.48,0.54,0.59,0.53,0.46,0.49,0.48,0.54,0.4,0.32,0.25,0.32,0.33,0.34,0.34,0.33,0.27,0.29,0.24,0.24,0.25,0.22,0.36,0.24,0.2,0.21,0.15,0.17,0.24,0.19,0.19,0.19,0.18,0.21,0.19,0.21,0.2,0.18,0.13,0.2,0.2,0.16,0.19,0.17,0.19,0.16,0.18,0.16,0.17,0.21,0.16,0.0,0.16,0.0,0.16,0.17,0.17,0.16,0.13,0.1,0.15,0.21,0.09,0.11,0.11,0.13,0.12,0.13,0.11,0.13,0.13,0.1,0.0,0.09,0.1,0.08,0.09,0.09,0.06,0.06,0.06,0.05,0.04,0.0,0.0,0.0,0.59,6.61,0.0,0.0,37.89,0.15,0.0,0.0,0.0,0.0,0.0,99.96
