,UNH,ABT,MDT,TMO,JNJ,DHR,ISRG,SYK,XTSLA,CVS,EW,BDX,ILMN,BSX,HCA,CI,HUM,ANTM,DXCM,CNC,IDXX,RMD,ABBV,ZBH,PFE,LH,IQV,A,BAX,PODD,COO,MCK,TFX,ALGN,EXAS,CERN,DGX,HOLX,WBA,ABMD,MASI,TDOC,CAH,ABC,PEN,TECH,UHS,PKI,AMED,BIO,EHC,WAT,NVCR,DVA,NTRA,STE,GH,HSIC,WELL,XRAY,THC,CHD,VTR,GMED,MPW,AMGN,LHCG,HRC,AVTR,STAA,SEM,NVTA,TNDM,CHE,CRL,INSP,NEO,ACHC,QDEL,BRKR,SWAV,IART,LLY,OMCL,PINC,PEAK,TXG,NVRO,BFAM,NOVT,NVST,CDNA,AMN,CHNG,PACB,LIVN,NUVA,MMSI,MOH,ICUI,TWST,MD,MMS,OHI,ATRC,ENSG,BHC.TO,PGNY,USD,MDRX,VCYT,USPH,OMI,ITGR,NSTG,SBRA,ZTS,DOC,HAE,MYGN,IRTC,MODV,OPCH,PDCO,ICLR,MEDP,LOPE,GKOS,ADPT,HCSG,RCM,SYNH,EVH,SRCL,EYE,SILK,OPK,NEOG,LMNX,PHR,NHI,CSII,QTRX,CVET,ANGO,MGLN,LMAT,PRGO,ADUS,AVNS,TRHC,OSIS,OFIX,OSUR,STRA,CUTR,AXGN,127.HK,XENT,n/a,BISXX,SUM
08/23/2021,12.03,7.91,5.78,4.62,4.46,4.65,4.26,2.98,2.95,2.72,2.62,2.28,2.25,2.17,2.22,1.62,1.39,1.32,1.46,1.06,1.25,1.29,0.99,0.79,1.01,0.84,0.78,0.86,0.65,0.65,0.67,0.65,0.54,0.66,0.41,0.55,0.59,0.52,0.47,0.48,0.47,0.36,0.37,0.37,0.33,0.37,0.35,0.39,0.21,0.36,0.29,0.34,0.2,0.32,0.25,0.29,0.21,0.25,0.25,0.23,0.23,0.23,0.21,0.21,0.21,0.2,0.17,0.22,0.2,0.17,0.13,0.12,0.17,0.15,0.17,0.17,0.15,0.14,0.13,0.15,0.13,0.14,0.15,0.14,0.13,0.12,0.09,0.08,0.1,0.12,0.1,0.09,0.12,0.1,0.08,0.11,0.1,0.11,0.11,0.09,0.07,0.1,0.08,0.08,0.08,0.07,0.07,0.06,0.03,0.06,0.06,0.06,0.06,0.07,0.05,0.06,0.07,0.07,0.06,0.07,0.04,0.06,0.05,0.05,0.07,0.06,0.06,0.03,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.04,0.03,0.04,0.0,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,100.0
08/24/2021,12.0,7.89,5.79,4.62,4.45,4.64,4.18,2.97,2.93,2.72,2.62,2.28,2.31,2.16,2.23,1.62,1.39,1.31,1.49,1.06,1.24,1.29,0.99,0.79,1.01,0.84,0.77,0.85,0.65,0.65,0.67,0.65,0.54,0.66,0.42,0.54,0.59,0.52,0.47,0.49,0.48,0.37,0.37,0.37,0.34,0.37,0.35,0.39,0.2,0.36,0.29,0.33,0.21,0.32,0.26,0.28,0.22,0.25,0.25,0.23,0.24,0.22,0.2,0.21,0.21,0.2,0.17,0.22,0.2,0.16,0.13,0.12,0.18,0.15,0.17,0.18,0.15,0.14,0.14,0.15,0.13,0.14,0.15,0.14,0.13,0.12,0.09,0.08,0.1,0.12,0.11,0.09,0.12,0.1,0.09,0.11,0.1,0.11,0.11,0.09,0.07,0.1,0.08,0.08,0.08,0.08,0.07,0.06,0.03,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.05,0.07,0.06,0.06,0.03,0.04,0.04,0.04,0.05,0.06,0.04,0.05,0.04,0.03,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,100.01
08/25/2021,12.0,7.89,5.79,4.62,4.45,4.64,4.18,2.97,2.93,2.72,2.62,2.28,2.31,2.16,2.23,1.62,1.39,1.31,1.49,1.06,1.24,1.29,0.99,0.79,1.01,0.84,0.77,0.85,0.65,0.65,0.67,0.65,0.54,0.66,0.42,0.54,0.59,0.52,0.47,0.49,0.48,0.37,0.37,0.37,0.34,0.37,0.35,0.39,0.2,0.36,0.29,0.33,0.21,0.32,0.26,0.28,0.22,0.25,0.25,0.23,0.24,0.22,0.2,0.21,0.21,0.2,0.17,0.22,0.2,0.16,0.13,0.12,0.18,0.15,0.17,0.18,0.15,0.14,0.14,0.15,0.13,0.14,0.15,0.14,0.13,0.12,0.09,0.08,0.1,0.12,0.11,0.09,0.12,0.1,0.09,0.11,0.1,0.11,0.11,0.09,0.07,0.1,0.08,0.08,0.08,0.08,0.07,0.06,0.03,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.05,0.07,0.06,0.06,0.03,0.04,0.04,0.04,0.05,0.06,0.04,0.05,0.04,0.03,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,100.01
08/26/2021,11.91,7.88,5.74,4.61,4.42,4.61,4.2,2.98,2.94,2.72,2.59,2.29,2.28,2.15,2.24,1.63,1.39,1.31,1.47,1.07,1.22,1.3,0.99,0.79,1.03,0.84,0.77,0.87,0.64,0.65,0.67,0.66,0.55,0.68,0.44,0.54,0.59,0.53,0.48,0.5,0.48,0.38,0.38,0.37,0.34,0.37,0.35,0.39,0.21,0.36,0.29,0.33,0.21,0.32,0.26,0.28,0.23,0.25,0.25,0.23,0.24,0.22,0.2,0.21,0.21,0.2,0.17,0.22,0.2,0.16,0.13,0.13,0.17,0.15,0.18,0.18,0.15,0.14,0.14,0.15,0.13,0.14,0.15,0.14,0.13,0.12,0.1,0.08,0.1,0.12,0.11,0.09,0.13,0.1,0.09,0.11,0.1,0.11,0.11,0.09,0.08,0.1,0.08,0.08,0.08,0.08,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.05,0.06,0.06,0.06,0.03,0.04,0.04,0.04,0.05,0.06,0.04,0.05,0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,100.01
08/27/2021,11.81,7.84,5.9,4.57,4.35,4.63,4.19,3.03,2.93,2.68,2.6,2.26,2.28,2.18,2.23,1.65,1.38,1.31,1.48,1.06,1.22,1.27,0.99,0.81,1.0,0.83,0.77,0.87,0.64,0.66,0.67,0.65,0.55,0.69,0.45,0.53,0.58,0.52,0.47,0.51,0.48,0.38,0.37,0.37,0.35,0.38,0.35,0.39,0.21,0.36,0.29,0.33,0.21,0.31,0.27,0.28,0.24,0.25,0.25,0.23,0.24,0.22,0.2,0.21,0.21,0.2,0.17,0.22,0.2,0.17,0.13,0.13,0.18,0.15,0.18,0.18,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.12,0.1,0.08,0.1,0.12,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.1,0.08,0.08,0.08,0.08,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.05,0.07,0.06,0.06,0.03,0.04,0.04,0.04,0.05,0.06,0.04,0.05,0.04,0.03,0.04,0.0,0.05,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.95
08/30/2021,11.69,7.88,5.97,4.62,4.32,4.62,4.2,3.05,2.94,2.67,2.59,2.27,2.25,2.18,2.26,1.63,1.35,1.29,1.49,1.05,1.23,1.29,1.0,0.82,0.98,0.83,0.78,0.89,0.64,0.65,0.68,0.64,0.55,0.68,0.46,0.53,0.58,0.53,0.47,0.51,0.47,0.37,0.37,0.37,0.35,0.38,0.35,0.4,0.2,0.37,0.29,0.34,0.21,0.31,0.27,0.28,0.25,0.24,0.25,0.23,0.25,0.21,0.2,0.22,0.21,0.2,0.17,0.22,0.2,0.17,0.14,0.13,0.17,0.15,0.18,0.18,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.12,0.1,0.08,0.11,0.12,0.11,0.1,0.12,0.1,0.09,0.11,0.1,0.11,0.11,0.09,0.08,0.1,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.05,0.07,0.06,0.06,0.03,0.04,0.04,0.04,0.05,0.06,0.04,0.05,0.04,0.03,0.04,0.0,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.93999999999998
08/31/2021,11.71,7.8,5.97,4.57,4.3,4.62,4.16,3.06,2.93,2.69,2.57,2.28,2.21,2.18,2.26,1.65,1.36,1.3,1.49,1.06,1.22,1.3,0.99,0.82,0.96,0.83,0.78,0.88,0.64,0.65,0.67,0.65,0.55,0.68,0.47,0.53,0.58,0.54,0.47,0.51,0.47,0.37,0.37,0.37,0.35,0.38,0.36,0.39,0.2,0.36,0.29,0.34,0.21,0.31,0.28,0.28,0.26,0.25,0.25,0.24,0.25,0.22,0.21,0.22,0.21,0.2,0.18,0.22,0.2,0.18,0.14,0.14,0.17,0.15,0.18,0.18,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.12,0.1,0.09,0.11,0.12,0.11,0.1,0.13,0.1,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.11,0.08,0.08,0.08,0.08,0.07,0.07,0.05,0.06,0.08,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.06,0.07,0.06,0.06,0.04,0.05,0.04,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.04,0.0,0.05,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,100.0
09/01/2021,11.71,7.8,5.97,4.57,4.3,4.62,4.16,3.06,2.93,2.69,2.57,2.28,2.21,2.18,2.26,1.65,1.36,1.3,1.49,1.06,1.22,1.3,0.99,0.82,0.96,0.83,0.78,0.88,0.64,0.65,0.67,0.65,0.55,0.68,0.47,0.53,0.58,0.54,0.47,0.51,0.47,0.37,0.37,0.37,0.35,0.38,0.36,0.39,0.2,0.36,0.29,0.34,0.21,0.31,0.28,0.28,0.26,0.25,0.25,0.24,0.25,0.22,0.21,0.22,0.21,0.2,0.18,0.22,0.2,0.18,0.14,0.14,0.17,0.15,0.18,0.18,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.12,0.1,0.09,0.11,0.12,0.11,0.1,0.13,0.1,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.11,0.08,0.08,0.08,0.08,0.07,0.07,0.05,0.06,0.08,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.06,0.07,0.06,0.06,0.04,0.05,0.04,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.04,0.0,0.05,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,100.0
09/02/2021,11.62,7.83,5.93,4.62,4.29,4.7,4.22,3.05,2.91,2.7,2.59,2.28,2.16,2.17,2.26,1.61,1.35,1.28,1.49,1.04,1.24,1.3,1.0,0.81,0.96,0.83,0.79,0.89,0.65,0.65,0.67,0.65,0.56,0.68,0.47,0.52,0.58,0.54,0.47,0.51,0.46,0.37,0.37,0.37,0.35,0.39,0.35,0.4,0.2,0.37,0.29,0.34,0.21,0.31,0.28,0.28,0.27,0.25,0.25,0.23,0.25,0.22,0.21,0.22,0.21,0.2,0.17,0.24,0.2,0.18,0.14,0.14,0.17,0.15,0.18,0.18,0.17,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.12,0.13,0.1,0.09,0.1,0.12,0.11,0.1,0.13,0.1,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.11,0.08,0.08,0.08,0.08,0.07,0.07,0.05,0.05,0.08,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.06,0.07,0.06,0.06,0.04,0.05,0.04,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.04,0.0,0.05,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,100.01
09/03/2021,11.55,7.85,5.91,4.59,4.27,4.65,4.2,3.08,2.91,2.75,2.57,2.29,2.16,2.18,2.25,1.64,1.35,1.3,1.51,1.03,1.22,1.31,1.0,0.81,0.95,0.83,0.78,0.89,0.65,0.65,0.68,0.66,0.56,0.68,0.47,0.52,0.59,0.53,0.49,0.51,0.46,0.37,0.38,0.38,0.35,0.38,0.35,0.4,0.21,0.37,0.29,0.34,0.21,0.31,0.28,0.28,0.27,0.25,0.26,0.24,0.25,0.22,0.21,0.22,0.21,0.2,0.18,0.24,0.2,0.19,0.14,0.14,0.17,0.15,0.18,0.18,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.13,0.1,0.09,0.11,0.12,0.11,0.09,0.13,0.1,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.1,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.05,0.08,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.06,0.07,0.06,0.06,0.04,0.05,0.04,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.04,0.0,0.05,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,100.01
09/06/2021,11.58,7.86,5.87,4.6,4.25,4.68,4.2,3.04,2.87,2.73,2.6,2.28,2.18,2.15,2.22,1.67,1.36,1.3,1.51,1.04,1.22,1.3,0.91,0.79,0.95,0.83,0.78,0.88,0.68,0.65,0.66,0.65,0.57,0.69,0.48,0.51,0.59,0.53,0.5,0.51,0.46,0.37,0.38,0.38,0.35,0.39,0.35,0.4,0.21,0.37,0.3,0.34,0.21,0.31,0.29,0.28,0.28,0.25,0.25,0.23,0.25,0.21,0.21,0.22,0.22,0.19,0.17,0.25,0.2,0.19,0.14,0.14,0.17,0.15,0.18,0.19,0.17,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.12,0.13,0.11,0.09,0.1,0.12,0.11,0.09,0.13,0.1,0.1,0.12,0.1,0.11,0.11,0.09,0.08,0.1,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.05,0.08,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.07,0.07,0.06,0.07,0.06,0.06,0.04,0.05,0.04,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.04,0.0,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.91
09/07/2021,11.58,7.86,5.87,4.6,4.25,4.68,4.2,3.04,2.87,2.73,2.6,2.28,2.18,2.15,2.22,1.67,1.36,1.3,1.51,1.04,1.22,1.3,0.91,0.79,0.95,0.83,0.78,0.88,0.68,0.65,0.66,0.65,0.57,0.69,0.48,0.51,0.59,0.53,0.5,0.51,0.46,0.37,0.38,0.38,0.35,0.39,0.35,0.4,0.21,0.37,0.3,0.34,0.21,0.31,0.29,0.28,0.28,0.25,0.25,0.23,0.25,0.21,0.21,0.22,0.22,0.19,0.17,0.25,0.2,0.19,0.14,0.14,0.17,0.15,0.18,0.19,0.17,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.12,0.13,0.11,0.09,0.1,0.12,0.11,0.09,0.13,0.1,0.1,0.12,0.1,0.11,0.11,0.09,0.08,0.1,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.05,0.08,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.07,0.07,0.06,0.07,0.06,0.06,0.04,0.05,0.04,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.04,0.0,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.91
09/08/2021,11.56,7.89,5.87,4.62,4.25,4.7,4.21,3.03,2.87,2.74,2.61,2.31,2.17,2.14,2.21,1.66,1.36,1.29,1.52,1.04,1.23,1.31,0.91,0.78,0.95,0.82,0.78,0.89,0.7,0.65,0.67,0.65,0.56,0.68,0.48,0.51,0.59,0.53,0.49,0.52,0.46,0.37,0.38,0.38,0.35,0.39,0.35,0.4,0.21,0.37,0.29,0.34,0.21,0.31,0.29,0.28,0.28,0.25,0.25,0.23,0.25,0.21,0.21,0.22,0.22,0.19,0.17,0.25,0.2,0.19,0.14,0.15,0.17,0.15,0.18,0.19,0.17,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.12,0.12,0.11,0.09,0.1,0.12,0.11,0.09,0.13,0.1,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.05,0.08,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.07,0.06,0.07,0.06,0.06,0.04,0.05,0.04,0.04,0.05,0.06,0.04,0.05,0.05,0.03,0.04,0.0,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.95
09/09/2021,11.56,7.89,5.87,4.62,4.25,4.7,4.21,3.03,2.87,2.74,2.61,2.31,2.17,2.14,2.21,1.66,1.36,1.29,1.52,1.04,1.23,1.31,0.91,0.78,0.95,0.82,0.78,0.89,0.7,0.65,0.67,0.65,0.56,0.68,0.48,0.51,0.59,0.53,0.49,0.52,0.46,0.37,0.38,0.38,0.35,0.39,0.35,0.4,0.21,0.37,0.29,0.34,0.21,0.31,0.29,0.28,0.28,0.25,0.25,0.23,0.25,0.21,0.21,0.22,0.22,0.19,0.17,0.25,0.2,0.19,0.14,0.15,0.17,0.15,0.18,0.19,0.17,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.12,0.12,0.11,0.09,0.1,0.12,0.11,0.09,0.13,0.1,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.05,0.08,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.07,0.06,0.07,0.06,0.06,0.04,0.05,0.04,0.04,0.05,0.06,0.04,0.05,0.05,0.03,0.04,0.0,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.95
09/10/2021,11.55,7.88,5.88,4.65,4.2,4.68,4.24,3.06,2.88,2.72,2.64,2.31,2.15,2.15,2.21,1.66,1.36,1.29,1.55,1.03,1.22,1.31,0.89,0.78,0.95,0.82,0.78,0.89,0.7,0.66,0.66,0.65,0.56,0.68,0.47,0.51,0.59,0.53,0.49,0.52,0.45,0.37,0.38,0.38,0.34,0.39,0.35,0.4,0.2,0.36,0.29,0.34,0.21,0.31,0.29,0.28,0.28,0.25,0.25,0.23,0.25,0.21,0.2,0.22,0.22,0.19,0.17,0.25,0.21,0.2,0.14,0.15,0.2,0.15,0.18,0.19,0.17,0.15,0.16,0.15,0.16,0.14,0.14,0.14,0.12,0.12,0.11,0.09,0.1,0.12,0.11,0.09,0.13,0.1,0.1,0.11,0.1,0.11,0.11,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.05,0.08,0.06,0.06,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.07,0.06,0.07,0.06,0.06,0.04,0.05,0.04,0.04,0.05,0.06,0.04,0.05,0.05,0.03,0.04,0.0,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.94
09/13/2021,11.44,7.9,5.87,4.67,4.12,4.69,4.24,3.06,2.92,2.7,2.66,2.35,2.16,2.18,2.28,1.65,1.38,1.28,1.57,1.01,1.22,1.32,0.88,0.78,0.94,0.82,0.78,0.89,0.69,0.65,0.67,0.65,0.54,0.69,0.47,0.51,0.61,0.54,0.49,0.51,0.46,0.37,0.38,0.38,0.35,0.39,0.34,0.4,0.21,0.37,0.3,0.34,0.21,0.3,0.28,0.28,0.28,0.25,0.25,0.24,0.24,0.21,0.21,0.22,0.22,0.19,0.17,0.25,0.21,0.19,0.14,0.15,0.19,0.15,0.18,0.19,0.17,0.15,0.16,0.16,0.15,0.14,0.13,0.14,0.13,0.12,0.11,0.09,0.1,0.12,0.11,0.09,0.13,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.04,0.05,0.08,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.04,0.05,0.06,0.04,0.05,0.05,0.03,0.03,0.0,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.93
09/14/2021,11.27,8.04,5.84,4.75,4.14,4.76,4.1,3.06,2.96,2.68,2.66,2.36,2.17,2.16,2.29,1.6,1.35,1.24,1.57,0.98,1.24,1.33,0.89,0.76,0.94,0.83,0.79,0.9,0.69,0.65,0.68,0.66,0.53,0.7,0.47,0.51,0.6,0.54,0.48,0.51,0.46,0.37,0.38,0.38,0.36,0.4,0.34,0.4,0.21,0.37,0.29,0.35,0.21,0.29,0.28,0.28,0.28,0.25,0.26,0.23,0.24,0.21,0.21,0.22,0.22,0.19,0.17,0.25,0.21,0.18,0.14,0.15,0.19,0.15,0.18,0.2,0.18,0.15,0.17,0.16,0.15,0.13,0.13,0.15,0.13,0.12,0.11,0.09,0.1,0.12,0.11,0.09,0.13,0.1,0.1,0.11,0.09,0.11,0.1,0.11,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.05,0.08,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.04,0.05,0.06,0.05,0.05,0.05,0.03,0.03,0.0,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.91
09/15/2021,11.27,8.04,5.84,4.75,4.14,4.76,4.1,3.06,2.96,2.68,2.66,2.36,2.17,2.16,2.29,1.6,1.35,1.24,1.57,0.98,1.24,1.33,0.89,0.76,0.94,0.83,0.79,0.9,0.69,0.65,0.68,0.66,0.53,0.7,0.47,0.51,0.6,0.54,0.48,0.51,0.46,0.37,0.38,0.38,0.36,0.4,0.34,0.4,0.21,0.37,0.29,0.35,0.21,0.29,0.28,0.28,0.28,0.25,0.26,0.23,0.24,0.21,0.21,0.22,0.22,0.19,0.17,0.25,0.21,0.18,0.14,0.15,0.19,0.15,0.18,0.2,0.18,0.15,0.17,0.16,0.15,0.13,0.13,0.15,0.13,0.12,0.11,0.09,0.1,0.12,0.11,0.09,0.13,0.1,0.1,0.11,0.09,0.11,0.1,0.11,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.05,0.08,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.04,0.05,0.06,0.05,0.05,0.05,0.03,0.03,0.0,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.91
09/16/2021,11.61,7.94,5.81,4.66,4.13,4.66,4.13,3.04,2.97,2.72,2.64,2.37,2.16,2.16,2.31,1.64,1.37,1.28,1.55,1.04,1.2,1.31,0.9,0.77,0.92,0.82,0.77,0.88,0.69,0.65,0.67,0.67,0.54,0.69,0.45,0.52,0.6,0.54,0.48,0.5,0.46,0.36,0.38,0.39,0.36,0.39,0.34,0.39,0.2,0.36,0.29,0.33,0.2,0.3,0.29,0.28,0.27,0.26,0.26,0.24,0.25,0.22,0.22,0.22,0.22,0.19,0.17,0.25,0.22,0.17,0.14,0.14,0.19,0.16,0.18,0.19,0.17,0.15,0.16,0.15,0.15,0.13,0.13,0.14,0.13,0.12,0.1,0.09,0.11,0.13,0.11,0.08,0.13,0.1,0.09,0.11,0.1,0.11,0.11,0.11,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.05,0.08,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.03,0.03,0.0,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.95
09/17/2021,11.61,7.94,5.81,4.66,4.13,4.66,4.13,3.04,2.97,2.72,2.64,2.37,2.16,2.16,2.31,1.64,1.37,1.28,1.55,1.04,1.2,1.31,0.9,0.77,0.92,0.82,0.77,0.88,0.69,0.65,0.67,0.67,0.54,0.69,0.45,0.52,0.6,0.54,0.48,0.5,0.46,0.36,0.38,0.39,0.36,0.39,0.34,0.39,0.2,0.36,0.29,0.33,0.2,0.3,0.29,0.28,0.27,0.26,0.26,0.24,0.25,0.22,0.22,0.22,0.22,0.19,0.17,0.25,0.22,0.17,0.14,0.14,0.19,0.16,0.18,0.19,0.17,0.15,0.16,0.15,0.15,0.13,0.13,0.14,0.13,0.12,0.1,0.09,0.11,0.13,0.11,0.08,0.13,0.1,0.09,0.11,0.1,0.11,0.11,0.11,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.05,0.08,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.03,0.05,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.03,0.03,0.0,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.0,0.0,99.95
