,3690.HK,9988 HK,NIO,JD,PDD,2331.HK,YUMC,2020.HK,1211 HK,175.HK,2313.HK,TCOM,2333 HK,LI,XPEV,HTHT,EDU,881.HK,002594 C2,VIPS,3606 HK,601888 C1,6690 HK,6862.HK,1268.HK,TAL,425.HK,3998.HK,6618.HK,2238 HK,489.HK,1585.HK,780.HK,9922.HK,6110.HK,BZUN,839.HK,600104 C1,000333 C2,1114.HK,600690 C1,493.HK,DADA,000625 C2,000100 C2,603486 C1,600660 C1,6169.HK,136.HK,601633 C1,GOTU,667.HK,600741 C1,603833 C1,000069 C2,601966 C1,002024 C2,600754 C1,601799 C1,CASH,002625 C2,002920 C2,002508 C2,002607 C2,603816 C1,300144 C2,002444 C2,600699 C1,601689 C1,002405 C2,600655 C1,600704 C1,000800 C2,002242 C2,600739 C1,601058 C1,002032 C2,002563 C2,002429 C2,600859 C1,002705 C2,002925 C2,000581 C2,002572 C2,n/a,688169 C1,3690 HK,2331 HK,175 HK,2020 HK,2313 HK,881 HK,1268 HK,3998 HK,489 HK,6862 HK,425 HK,780 HK,6618 HK,1585 HK,6110 HK,9922 HK,839 HK,493 HK,1114 HK,136 HK,6169 HK,667 HK,SUM
08/23/2021,7.89,7.84,6.19,6.46,3.87,4.5,3.76,3.84,4.53,3.75,3.33,2.22,3.23,2.19,2.31,1.69,0.46,1.72,1.99,1.23,1.53,1.25,1.48,0.9,1.31,0.3,1.06,1.06,0.68,1.04,0.99,0.84,0.76,0.7,0.72,0.48,0.6,0.59,0.72,0.53,0.68,0.51,0.38,0.57,0.44,0.35,0.39,0.29,0.32,0.53,0.06,0.24,0.27,0.31,0.23,0.21,0.2,0.18,0.21,0.0,0.21,0.17,0.15,0.11,0.19,0.15,0.15,0.13,0.17,0.12,0.14,0.12,0.13,0.09,0.13,0.11,0.11,0.08,0.1,0.09,0.08,0.09,0.08,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/24/2021,7.89,7.84,6.19,6.46,3.87,4.5,3.76,3.84,4.53,3.75,3.33,2.22,3.23,2.19,2.31,1.69,0.46,1.72,1.99,1.23,1.53,1.25,1.48,0.9,1.31,0.3,1.06,1.06,0.68,1.04,0.99,0.84,0.76,0.7,0.72,0.48,0.6,0.59,0.72,0.53,0.68,0.51,0.38,0.57,0.44,0.35,0.39,0.29,0.32,0.53,0.06,0.24,0.27,0.31,0.23,0.21,0.2,0.18,0.21,0.0,0.21,0.17,0.15,0.11,0.19,0.15,0.15,0.13,0.17,0.12,0.14,0.12,0.13,0.09,0.13,0.11,0.11,0.08,0.1,0.09,0.08,0.09,0.08,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/25/2021,7.66,7.77,6.41,6.72,4.07,4.31,3.84,3.76,4.46,3.67,3.37,2.24,3.23,2.31,2.42,1.72,0.47,1.65,1.95,1.26,1.47,1.23,1.49,0.88,1.22,0.31,1.0,1.01,0.59,1.04,0.98,0.8,0.81,0.68,0.72,0.48,0.59,0.59,0.73,0.53,0.67,0.5,0.42,0.57,0.44,0.35,0.38,0.28,0.31,0.55,0.07,0.25,0.27,0.3,0.24,0.21,0.2,0.18,0.22,0.0,0.22,0.18,0.15,0.1,0.19,0.15,0.15,0.15,0.17,0.13,0.14,0.13,0.13,0.08,0.13,0.11,0.11,0.08,0.1,0.09,0.08,0.09,0.08,0.03,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/26/2021,7.59,7.34,6.51,6.82,4.19,4.45,3.82,3.9,4.58,3.58,3.28,2.29,3.25,2.32,2.43,1.75,0.43,1.68,1.96,1.31,1.51,1.23,1.48,0.84,1.16,0.29,0.98,1.03,0.64,1.04,0.97,0.79,0.78,0.64,0.72,0.52,0.59,0.58,0.71,0.5,0.67,0.5,0.42,0.57,0.43,0.34,0.38,0.27,0.29,0.56,0.06,0.24,0.28,0.3,0.23,0.2,0.19,0.18,0.22,0.0,0.22,0.18,0.14,0.11,0.19,0.15,0.15,0.15,0.17,0.12,0.14,0.13,0.14,0.08,0.13,0.11,0.12,0.08,0.11,0.09,0.08,0.09,0.08,0.03,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/27/2021,8.18,7.63,6.3,7.4,4.86,4.31,3.69,3.73,4.42,3.37,2.91,2.29,3.18,2.3,2.36,1.71,0.52,1.63,1.92,1.37,1.46,1.21,1.44,0.87,1.17,0.32,0.93,1.0,0.7,1.01,0.93,0.79,0.79,0.67,0.7,0.54,0.6,0.56,0.67,0.46,0.64,0.5,0.45,0.52,0.4,0.33,0.37,0.27,0.3,0.52,0.07,0.24,0.26,0.28,0.22,0.2,0.18,0.18,0.21,0.0,0.21,0.17,0.13,0.1,0.19,0.14,0.15,0.13,0.16,0.12,0.13,0.12,0.13,0.08,0.12,0.11,0.11,0.08,0.1,0.09,0.07,0.08,0.07,0.03,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03999999999996
08/30/2021,8.51,7.56,6.29,7.71,4.78,4.34,3.71,3.43,4.33,3.39,2.81,2.32,3.09,2.27,2.4,1.69,0.49,1.61,1.84,1.33,1.46,1.26,1.44,0.84,1.22,0.28,0.99,1.01,0.7,1.03,0.95,0.79,0.82,0.68,0.7,0.57,0.64,0.56,0.65,0.45,0.63,0.53,0.46,0.5,0.41,0.32,0.36,0.27,0.28,0.52,0.07,0.23,0.26,0.29,0.22,0.19,0.18,0.18,0.21,0.0,0.2,0.17,0.13,0.1,0.19,0.15,0.15,0.12,0.15,0.12,0.13,0.11,0.13,0.08,0.12,0.11,0.11,0.08,0.1,0.09,0.08,0.08,0.07,0.03,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02999999999996
08/31/2021,8.51,7.56,6.29,7.71,4.78,4.34,3.71,3.43,4.33,3.39,2.81,2.32,3.09,2.27,2.4,1.69,0.49,1.61,1.84,1.33,1.46,1.26,1.44,0.84,1.22,0.28,0.99,1.01,0.7,1.03,0.95,0.79,0.82,0.68,0.7,0.57,0.64,0.56,0.65,0.45,0.63,0.53,0.46,0.5,0.41,0.32,0.36,0.27,0.28,0.52,0.07,0.23,0.26,0.29,0.22,0.19,0.18,0.18,0.21,0.0,0.2,0.17,0.13,0.1,0.19,0.15,0.15,0.12,0.15,0.12,0.13,0.11,0.13,0.08,0.12,0.11,0.11,0.08,0.1,0.09,0.08,0.08,0.07,0.03,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02999999999996
09/01/2021,8.42,7.25,6.25,7.64,4.71,4.49,3.7,3.41,4.42,3.48,2.78,2.29,3.23,2.25,2.38,1.72,0.49,1.62,1.88,1.3,1.45,1.23,1.45,0.87,1.2,0.27,0.99,1.07,0.68,1.07,1.08,0.8,0.81,0.69,0.68,0.55,0.64,0.58,0.65,0.44,0.64,0.51,0.45,0.51,0.41,0.33,0.36,0.26,0.28,0.56,0.06,0.23,0.28,0.29,0.22,0.18,0.19,0.17,0.21,0.0,0.2,0.17,0.13,0.1,0.19,0.15,0.15,0.11,0.15,0.11,0.13,0.11,0.13,0.08,0.14,0.1,0.11,0.08,0.1,0.09,0.07,0.08,0.08,0.03,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/02/2021,8.46,7.28,6.14,7.58,4.68,4.58,3.67,3.47,4.35,3.59,2.8,2.28,3.41,2.2,2.38,1.73,0.54,1.59,1.82,1.27,1.5,1.22,1.43,0.89,1.15,0.29,0.97,1.1,0.69,1.1,1.08,0.77,0.84,0.7,0.67,0.53,0.61,0.59,0.63,0.43,0.62,0.51,0.46,0.51,0.41,0.3,0.37,0.26,0.27,0.57,0.07,0.24,0.28,0.3,0.21,0.17,0.18,0.17,0.21,0.0,0.2,0.16,0.13,0.09,0.17,0.16,0.15,0.11,0.15,0.11,0.13,0.11,0.13,0.07,0.13,0.11,0.1,0.07,0.1,0.09,0.07,0.08,0.08,0.03,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
09/03/2021,10.16,8.44,6.19,7.61,5.02,4.17,3.62,3.2,3.72,3.18,2.71,2.36,2.47,2.27,2.41,1.73,0.68,1.35,1.31,1.28,1.27,1.13,1.43,0.93,1.09,0.49,0.93,1.08,0.67,1.05,1.08,0.74,0.85,0.68,0.67,0.56,0.61,0.57,0.61,0.41,0.64,0.51,0.46,0.48,0.39,0.27,0.37,0.31,0.38,0.57,0.15,0.24,0.29,0.3,0.21,0.16,0.2,0.17,0.21,0.0,0.19,0.16,0.14,0.09,0.17,0.15,0.15,0.1,0.15,0.1,0.12,0.12,0.13,0.07,0.15,0.11,0.1,0.07,0.09,0.09,0.07,0.07,0.07,0.02,0.03,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999998
09/06/2021,10.24,8.64,6.28,7.68,5.1,3.95,3.63,3.14,3.67,3.14,2.7,2.39,2.34,2.27,2.28,1.76,0.68,1.35,1.25,1.34,1.21,1.11,1.52,0.92,1.14,0.47,0.86,1.08,0.72,1.1,1.08,0.71,0.84,0.68,0.68,0.56,0.61,0.58,0.63,0.4,0.66,0.54,0.48,0.47,0.4,0.27,0.36,0.32,0.37,0.54,0.16,0.25,0.3,0.29,0.22,0.17,0.2,0.16,0.21,0.0,0.18,0.15,0.13,0.09,0.17,0.15,0.14,0.1,0.14,0.1,0.12,0.12,0.13,0.07,0.15,0.13,0.1,0.07,0.09,0.1,0.06,0.07,0.07,0.03,0.02,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/07/2021,0.0,8.64,6.28,7.68,5.1,0.0,3.63,0.0,3.67,0.0,0.0,2.39,2.34,2.27,2.28,1.76,0.68,0.0,1.25,1.34,1.21,1.11,1.52,0.0,0.0,0.47,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.58,0.63,0.0,0.66,0.0,0.48,0.47,0.4,0.27,0.36,0.0,0.0,0.54,0.16,0.0,0.3,0.29,0.22,0.17,0.2,0.16,0.21,0.0,0.18,0.15,0.13,0.09,0.17,0.15,0.14,0.1,0.14,0.1,0.12,0.12,0.13,0.07,0.15,0.13,0.1,0.07,0.09,0.1,0.06,0.07,0.07,0.03,0.02,0.23,10.24,3.95,3.14,3.14,2.7,1.35,1.14,1.08,1.08,0.92,0.86,0.84,0.72,0.71,0.68,0.68,0.61,0.54,0.4,0.37,0.32,0.25,100.01
09/08/2021,10.0,8.42,6.36,7.74,5.13,3.99,3.68,3.19,3.61,3.1,2.75,2.43,2.3,2.22,2.25,1.78,0.71,1.36,1.21,1.33,1.24,1.17,1.51,0.93,1.14,0.48,0.85,1.11,0.73,1.1,1.09,0.73,0.85,0.68,0.68,0.57,0.61,0.57,0.65,0.4,0.67,0.53,0.5,0.45,0.4,0.27,0.35,0.31,0.37,0.53,0.17,0.25,0.29,0.29,0.23,0.17,0.2,0.18,0.21,0.0,0.18,0.15,0.13,0.1,0.18,0.16,0.15,0.1,0.15,0.1,0.13,0.12,0.13,0.07,0.15,0.12,0.1,0.07,0.09,0.11,0.07,0.07,0.07,0.03,0.04,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
09/09/2021,10.0,8.42,6.36,7.74,5.13,3.99,3.68,3.19,3.61,3.1,2.75,2.43,2.3,2.22,2.25,1.78,0.71,1.36,1.21,1.33,1.24,1.17,1.51,0.93,1.14,0.48,0.85,1.11,0.73,1.1,1.09,0.73,0.85,0.68,0.68,0.57,0.61,0.57,0.65,0.4,0.67,0.53,0.5,0.45,0.4,0.27,0.35,0.31,0.37,0.53,0.17,0.25,0.29,0.29,0.23,0.17,0.2,0.18,0.21,0.0,0.18,0.15,0.13,0.1,0.18,0.16,0.15,0.1,0.15,0.1,0.13,0.12,0.13,0.07,0.15,0.12,0.1,0.07,0.09,0.11,0.07,0.07,0.07,0.03,0.04,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
09/10/2021,10.17,8.41,6.19,7.81,5.24,4.16,3.56,3.09,3.72,3.14,2.72,2.42,2.29,2.21,2.29,1.8,0.7,1.34,1.26,1.3,1.24,1.19,1.45,0.89,1.11,0.52,0.86,1.09,0.72,1.19,1.08,0.73,0.82,0.68,0.65,0.54,0.58,0.59,0.65,0.39,0.65,0.49,0.5,0.46,0.38,0.29,0.35,0.29,0.34,0.51,0.17,0.26,0.31,0.28,0.22,0.18,0.2,0.17,0.21,0.0,0.18,0.15,0.13,0.09,0.17,0.15,0.14,0.1,0.15,0.1,0.12,0.12,0.13,0.07,0.15,0.12,0.1,0.07,0.09,0.1,0.07,0.07,0.07,0.03,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/13/2021,10.14,8.22,6.06,7.77,5.23,4.15,3.62,3.22,3.72,3.06,2.75,2.46,2.24,2.25,2.23,1.84,0.67,1.39,1.28,1.3,1.22,1.21,1.46,0.91,1.14,0.5,0.85,1.13,0.7,1.13,1.09,0.72,0.87,0.68,0.65,0.53,0.57,0.61,0.67,0.41,0.66,0.49,0.51,0.47,0.4,0.28,0.35,0.3,0.33,0.52,0.15,0.25,0.31,0.28,0.23,0.18,0.21,0.18,0.21,0.0,0.19,0.15,0.14,0.11,0.17,0.16,0.14,0.1,0.16,0.11,0.13,0.14,0.13,0.07,0.16,0.12,0.1,0.07,0.09,0.1,0.07,0.07,0.07,0.03,0.05,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/14/2021,10.14,8.22,6.06,7.77,5.23,4.15,3.62,3.22,3.72,3.06,2.75,2.46,2.24,2.25,2.23,1.84,0.67,1.39,1.28,1.3,1.22,1.21,1.46,0.91,1.14,0.5,0.85,1.13,0.7,1.13,1.09,0.72,0.87,0.68,0.65,0.53,0.57,0.61,0.67,0.41,0.66,0.49,0.51,0.47,0.4,0.28,0.35,0.3,0.33,0.52,0.15,0.25,0.31,0.28,0.23,0.18,0.21,0.18,0.21,0.0,0.19,0.15,0.14,0.11,0.17,0.16,0.14,0.1,0.16,0.11,0.13,0.14,0.13,0.07,0.16,0.12,0.1,0.07,0.09,0.1,0.07,0.07,0.07,0.03,0.05,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/15/2021,10.5,8.5,5.94,7.75,5.16,4.14,3.58,3.3,3.68,3.04,2.79,2.37,2.26,2.2,2.16,1.78,0.62,1.35,1.25,1.25,1.2,1.25,1.46,0.97,1.17,0.46,0.87,1.16,0.7,1.11,1.07,0.72,0.88,0.66,0.64,0.51,0.56,0.61,0.67,0.41,0.66,0.5,0.5,0.46,0.4,0.27,0.35,0.3,0.32,0.51,0.14,0.26,0.31,0.28,0.22,0.18,0.2,0.18,0.21,0.0,0.19,0.15,0.14,0.11,0.17,0.16,0.14,0.1,0.15,0.1,0.13,0.14,0.13,0.07,0.16,0.11,0.1,0.07,0.09,0.1,0.07,0.07,0.07,0.03,0.05,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95999999999998
09/16/2021,10.25,8.32,6.13,7.87,5.3,4.06,3.7,3.26,3.68,3.07,2.78,2.3,2.27,2.2,2.2,1.81,0.63,1.38,1.25,1.24,1.21,1.26,1.46,0.97,1.17,0.46,0.86,1.13,0.72,1.14,1.06,0.71,0.85,0.65,0.63,0.51,0.57,0.61,0.67,0.43,0.65,0.5,0.42,0.45,0.4,0.27,0.35,0.3,0.31,0.52,0.14,0.26,0.31,0.28,0.23,0.18,0.21,0.16,0.21,0.0,0.2,0.15,0.14,0.11,0.17,0.15,0.15,0.1,0.15,0.11,0.13,0.14,0.14,0.07,0.16,0.12,0.1,0.07,0.09,0.1,0.07,0.07,0.07,0.03,0.05,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
09/17/2021,10.27,8.31,6.14,7.76,5.25,4.05,3.7,3.26,3.83,3.08,2.76,2.26,2.38,2.25,2.24,1.79,0.61,1.36,1.31,1.2,1.22,1.26,1.4,0.95,1.15,0.45,0.85,1.15,0.74,1.12,1.07,0.71,0.86,0.66,0.65,0.5,0.57,0.62,0.65,0.44,0.65,0.49,0.39,0.46,0.4,0.28,0.37,0.29,0.28,0.55,0.14,0.25,0.31,0.28,0.22,0.18,0.2,0.17,0.21,0.0,0.2,0.16,0.14,0.11,0.18,0.15,0.14,0.1,0.15,0.11,0.12,0.14,0.14,0.07,0.16,0.12,0.1,0.07,0.09,0.1,0.07,0.07,0.07,0.03,0.05,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
09/20/2021,10.13,8.24,6.22,7.99,5.36,4.23,3.5,3.24,3.75,3.03,2.87,2.37,2.19,2.27,2.27,1.8,0.6,1.34,1.27,1.18,1.21,1.27,1.42,0.93,1.13,0.44,0.85,1.17,0.73,1.1,1.0,0.7,0.85,0.64,0.62,0.5,0.57,0.63,0.65,0.47,0.65,0.47,0.45,0.44,0.41,0.3,0.36,0.29,0.27,0.5,0.14,0.25,0.31,0.27,0.22,0.17,0.21,0.16,0.22,0.0,0.2,0.15,0.14,0.11,0.18,0.16,0.13,0.1,0.15,0.11,0.13,0.15,0.14,0.07,0.16,0.12,0.1,0.07,0.09,0.13,0.07,0.07,0.07,0.03,0.17,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02999999999996
09/21/2021,10.13,8.24,6.22,7.99,5.36,4.23,3.5,3.24,3.75,3.03,2.87,2.37,2.19,2.27,2.27,1.8,0.6,1.34,1.27,1.18,1.21,1.27,1.42,0.93,1.13,0.44,0.85,1.17,0.73,1.1,1.0,0.7,0.85,0.64,0.62,0.5,0.57,0.63,0.65,0.47,0.65,0.47,0.45,0.44,0.41,0.3,0.36,0.29,0.27,0.5,0.14,0.25,0.31,0.27,0.22,0.17,0.21,0.16,0.22,0.0,0.2,0.15,0.14,0.11,0.18,0.16,0.13,0.1,0.15,0.11,0.13,0.15,0.14,0.07,0.16,0.12,0.1,0.07,0.09,0.13,0.07,0.07,0.07,0.03,0.17,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02999999999996
09/22/2021,10.28,8.26,6.17,7.88,5.29,4.37,3.38,3.27,3.8,3.05,2.84,2.34,2.24,2.24,2.31,1.76,0.59,1.35,1.26,1.16,1.24,1.29,1.44,0.96,1.14,0.45,0.85,1.17,0.78,1.09,0.98,0.72,0.87,0.63,0.65,0.5,0.57,0.62,0.66,0.47,0.66,0.48,0.44,0.43,0.39,0.29,0.36,0.29,0.24,0.51,0.14,0.23,0.31,0.27,0.22,0.18,0.21,0.16,0.22,0.0,0.2,0.15,0.13,0.11,0.17,0.15,0.12,0.1,0.15,0.11,0.13,0.14,0.13,0.07,0.15,0.12,0.1,0.07,0.09,0.12,0.06,0.07,0.07,0.03,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
09/23/2021,10.4,8.39,6.01,7.82,5.15,4.17,3.43,3.22,3.74,2.98,2.88,2.36,2.22,2.15,2.26,1.77,0.6,1.36,1.31,1.15,1.26,1.34,1.42,1.01,1.15,0.44,0.85,1.2,0.78,1.09,0.98,0.77,0.88,0.65,0.63,0.48,0.58,0.64,0.69,0.5,0.69,0.45,0.42,0.45,0.4,0.3,0.37,0.29,0.23,0.53,0.13,0.25,0.32,0.28,0.23,0.18,0.21,0.17,0.23,0.0,0.2,0.16,0.14,0.11,0.17,0.16,0.13,0.1,0.15,0.11,0.13,0.15,0.14,0.07,0.16,0.13,0.1,0.07,0.09,0.13,0.07,0.07,0.07,0.03,0.12,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999996
09/24/2021,10.22,8.23,5.96,7.75,5.19,4.18,3.47,3.28,3.72,3.0,2.89,2.38,2.28,2.16,2.26,1.79,0.62,1.4,1.31,1.16,1.26,1.34,1.45,0.99,1.17,0.45,0.86,1.2,0.8,1.1,1.0,0.75,0.91,0.65,0.64,0.48,0.6,0.64,0.69,0.51,0.69,0.46,0.43,0.45,0.4,0.3,0.37,0.29,0.22,0.52,0.14,0.25,0.32,0.28,0.23,0.18,0.21,0.17,0.23,0.0,0.2,0.16,0.14,0.11,0.17,0.16,0.13,0.1,0.15,0.11,0.13,0.15,0.14,0.07,0.16,0.13,0.1,0.07,0.09,0.13,0.07,0.07,0.07,0.03,0.12,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
09/27/2021,10.68,8.16,6.11,7.97,5.33,4.03,3.59,3.13,3.69,2.82,2.85,2.45,2.17,2.17,2.25,1.83,0.63,1.34,1.27,1.12,1.21,1.25,1.4,0.97,1.15,0.48,0.87,1.17,0.78,1.04,0.97,0.68,0.93,0.65,0.64,0.49,0.6,0.63,0.67,0.53,0.64,0.48,0.46,0.44,0.39,0.29,0.36,0.3,0.2,0.5,0.18,0.26,0.31,0.27,0.24,0.18,0.21,0.16,0.22,0.0,0.2,0.16,0.13,0.11,0.16,0.15,0.13,0.1,0.15,0.11,0.13,0.15,0.14,0.07,0.16,0.12,0.1,0.07,0.09,0.13,0.06,0.08,0.07,0.03,0.16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94999999999997
