,XTSLA,GME,OMCL,SAIA,NEO,GTLS,POWI,MSTR,ADC,IIPR,EXPO,AMN,DDD,ENSG,SEM,UFPI,ITRI,JBT,BCPC,AEIS,REZI,CNMD,SIG,TRUP,LPSN,VIAV,ALRM,WTS,SHAK,GKOS,M,FHB,ROG,KFY,SPSC,STMP,LGIH,EXLS,MTH,HP,ARNC,FN,ONTO,VG,AIT,NSIT,WDFC,KLIC,LXP,ABG,DIOD,UNF,FUL,MED,SHOO,LCII,HI,EPRT,BBBY,CCOI,SMPL,KWR,RCII,MMSI,OMI,ITGR,FELE,LTHM,SFBS,SHEN,EGHT,REGI,ABM,BMI,DORM,SJI,MXL,WD,AWR,CWT,FIX,PRFT,ACA,WWW,UFS,FORM,SPXC,MATX,ALGT,EAT,ANF,MDC,CBU,EVTC,IBTX,RMBS,IBP,SNBR,BRC,AIN,FLOW,KTB,GPI,PRLB,PLXS,OI,SITC,PCRX,AAON,CVET,SCL,PPBI,BKU,MDRX,PBH,ATI,MD,JJSF,BOOT,FWRD,CAKE,SBH,MYGN,ESE,ODP,UNIT,ROCK,SANM,VCEL,IRBT,RPAI,B,CORT,HSKA,EPC,BDN,AX,MLI,FSS,CELH,WGO,SSTK,UCTT,COOP,HUBG,ABCB,HTH,VICR,THRM,RLGY,SKYW,SYKE,FCPT,BLMN,IOSP,XPER,TSE,IDCC,AVAV,BCC,PRGS,XHR,MODV,PMT,SFNC,WSFS,RAVN,PSMT,ROIC,CPK,MNRO,ISBC,WRE,CYH,NPO,AGO,VRTS,AVA,FBC,UNFI,ARI,BIG,XNCR,BGS,GMS,DLX,CCS,PIPR,CENTA,KN,AAWW,KRG,MEI,KALU,PLAY,HNI,NMIH,GNW,SKT,CVCO,AEL,CADE,COLB,LNTH,IRT,FBP,GVA,AMCX,CRS,ONB,AAT,AKR,TTEC,COKE,DEA,UCBI,GDOT,CVBF,INDB,CTRE,MGLN,FFBC,FMBI,RNST,DRH,CYTK,FOE,ILPT,COHU,AVNS,PATK,PRAA,STAR,TTGT,FLGT,MHO,LNN,MDP,MTOR,WIRE,TBK,MYRG,AMEH,INT,TWO,ARCB,MSEX,SVC,ATGE,BANR,VBTX,SBCF,LKFN,ACLS,PRK,VRTV,CRVL,BSIG,LGND,NTCT,THS,EPAY,TRMK,CSGS,EXTR,PTEN,CNK,NXRT,IPAR,MTRN,GCP,GNL,APOG,TNC,CASH,ANDE,JOE,BANF,RWT,AZZ,PBF,ASTE,PFS,SGH,HSC,SXI,UIS,FBNC,FCF,LZB,CALM,EGBN,LTC,TTMI,GWB,AIR,HCSG,USPH,NBTB,CXW,TBBK,DCOM,GIII,PGTI,MMI,SUM
09/28/2021,4.75,0.0,0.68,0.0,0.59,0.72,0.65,0.0,0.48,0.6,0.63,0.56,0.37,0.4,0.39,0.43,0.36,0.49,0.48,0.35,0.37,0.38,0.44,0.3,0.42,0.37,0.38,0.48,0.34,0.24,0.57,0.38,0.36,0.42,0.61,0.61,0.33,0.42,0.39,0.3,0.35,0.4,0.38,0.42,0.35,0.32,0.32,0.42,0.37,0.39,0.44,0.34,0.35,0.24,0.33,0.33,0.31,0.34,0.24,0.31,0.3,0.33,0.37,0.37,0.24,0.31,0.33,0.39,0.38,0.0,0.28,0.24,0.31,0.32,0.28,0.25,0.38,0.34,0.33,0.31,0.27,0.41,0.24,0.27,0.28,0.32,0.25,0.36,0.32,0.24,0.25,0.28,0.19,0.29,0.26,0.26,0.27,0.24,0.25,0.26,0.33,0.26,0.36,0.2,0.26,0.22,0.29,0.26,0.28,0.2,0.24,0.29,0.28,0.0,0.29,0.22,0.25,0.23,0.29,0.24,0.25,0.2,0.27,0.2,0.2,0.3,0.22,0.26,0.23,0.23,0.28,0.2,0.22,0.28,0.2,0.24,0.25,0.24,0.25,0.38,0.23,0.28,0.21,0.35,0.24,0.31,0.21,0.3,0.28,0.22,0.26,0.0,0.21,0.22,0.21,0.21,0.21,0.22,0.2,0.22,0.24,0.22,0.22,0.2,0.0,0.0,0.21,0.2,0.22,0.22,0.21,0.34,0.22,0.0,0.0,0.35,0.24,0.0,0.25,0.21,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.21,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.25,0.24,0.0,0.19,0.22,0.0,0.19,0.0,0.0,0.0,0.21,0.0,0.0,0.19,0.0,0.0,0.21,0.2,0.0,0.0,0.22,0.0,0.0,0.0,0.2,0.28,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.23,0.0,0.0,0.0,0.23,0.0,0.21,0.21,0.0,0.37,0.21,0.21,0.2,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.27000000000001
09/29/2021,4.75,0.0,0.68,0.0,0.59,0.72,0.65,0.0,0.48,0.6,0.63,0.56,0.37,0.4,0.39,0.43,0.36,0.49,0.48,0.35,0.37,0.38,0.44,0.3,0.42,0.37,0.38,0.48,0.34,0.24,0.57,0.38,0.36,0.42,0.61,0.61,0.33,0.42,0.39,0.3,0.35,0.4,0.38,0.42,0.35,0.32,0.32,0.42,0.37,0.39,0.44,0.34,0.35,0.24,0.33,0.33,0.31,0.34,0.24,0.31,0.3,0.33,0.37,0.37,0.24,0.31,0.33,0.39,0.38,0.0,0.28,0.24,0.31,0.32,0.28,0.25,0.38,0.34,0.33,0.31,0.27,0.41,0.24,0.27,0.28,0.32,0.25,0.36,0.32,0.24,0.25,0.28,0.19,0.29,0.26,0.26,0.27,0.24,0.25,0.26,0.33,0.26,0.36,0.2,0.26,0.22,0.29,0.26,0.28,0.2,0.24,0.29,0.28,0.0,0.29,0.22,0.25,0.23,0.29,0.24,0.25,0.2,0.27,0.2,0.2,0.3,0.22,0.26,0.23,0.23,0.28,0.2,0.22,0.28,0.2,0.24,0.25,0.24,0.25,0.38,0.23,0.28,0.21,0.35,0.24,0.31,0.21,0.3,0.28,0.22,0.26,0.0,0.21,0.22,0.21,0.21,0.21,0.22,0.2,0.22,0.24,0.22,0.22,0.2,0.0,0.0,0.21,0.2,0.22,0.22,0.21,0.34,0.22,0.0,0.0,0.35,0.24,0.0,0.25,0.21,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.21,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.25,0.24,0.0,0.19,0.22,0.0,0.19,0.0,0.0,0.0,0.21,0.0,0.0,0.19,0.0,0.0,0.21,0.2,0.0,0.0,0.22,0.0,0.0,0.0,0.2,0.28,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.23,0.0,0.0,0.0,0.23,0.0,0.21,0.21,0.0,0.37,0.21,0.21,0.2,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.27000000000001
09/30/2021,4.68,0.0,0.67,0.0,0.58,0.71,0.64,0.0,0.47,0.58,0.62,0.54,0.37,0.41,0.39,0.44,0.36,0.5,0.48,0.35,0.38,0.38,0.45,0.3,0.41,0.36,0.38,0.48,0.33,0.24,0.58,0.39,0.36,0.42,0.59,0.61,0.33,0.41,0.39,0.3,0.36,0.4,0.38,0.42,0.36,0.32,0.32,0.4,0.36,0.4,0.43,0.34,0.35,0.25,0.33,0.33,0.31,0.34,0.25,0.31,0.3,0.33,0.37,0.37,0.24,0.3,0.33,0.39,0.39,0.0,0.28,0.25,0.31,0.32,0.28,0.25,0.37,0.34,0.32,0.31,0.27,0.4,0.25,0.27,0.28,0.31,0.25,0.36,0.32,0.24,0.25,0.29,0.0,0.28,0.27,0.25,0.27,0.25,0.25,0.26,0.32,0.27,0.37,0.2,0.26,0.23,0.28,0.26,0.28,0.2,0.24,0.29,0.28,0.0,0.28,0.22,0.25,0.23,0.29,0.24,0.24,0.2,0.26,0.2,0.21,0.29,0.22,0.26,0.23,0.24,0.28,0.2,0.22,0.27,0.2,0.23,0.26,0.24,0.25,0.35,0.23,0.28,0.21,0.36,0.24,0.33,0.21,0.29,0.28,0.22,0.26,0.0,0.21,0.22,0.22,0.21,0.22,0.21,0.2,0.22,0.23,0.22,0.23,0.2,0.0,0.0,0.21,0.2,0.22,0.22,0.21,0.34,0.21,0.0,0.0,0.35,0.23,0.0,0.25,0.22,0.2,0.0,0.21,0.2,0.21,0.0,0.2,0.21,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.21,0.25,0.24,0.2,0.0,0.22,0.0,0.19,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.0,0.0,0.22,0.0,0.0,0.0,0.2,0.29,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.23,0.0,0.0,0.0,0.23,0.0,0.21,0.22,0.0,0.38,0.22,0.21,0.2,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.14
10/04/2021,4.97,0.0,0.66,0.0,0.61,0.7,0.61,0.0,0.47,0.56,0.61,0.54,0.35,0.4,0.4,0.44,0.36,0.5,0.48,0.35,0.37,0.39,0.46,0.28,0.38,0.36,0.37,0.49,0.32,0.23,0.59,0.39,0.35,0.41,0.59,0.61,0.33,0.42,0.38,0.3,0.36,0.39,0.36,0.41,0.36,0.32,0.33,0.37,0.37,0.4,0.42,0.34,0.35,0.24,0.33,0.35,0.32,0.34,0.24,0.31,0.3,0.33,0.36,0.37,0.24,0.3,0.33,0.37,0.39,0.0,0.26,0.25,0.31,0.31,0.28,0.25,0.35,0.33,0.33,0.31,0.27,0.4,0.25,0.27,0.28,0.3,0.25,0.36,0.31,0.24,0.25,0.28,0.19,0.29,0.27,0.25,0.27,0.25,0.25,0.26,0.31,0.27,0.37,0.19,0.26,0.24,0.29,0.26,0.28,0.19,0.25,0.29,0.28,0.0,0.29,0.22,0.25,0.23,0.29,0.24,0.23,0.21,0.25,0.21,0.2,0.3,0.23,0.26,0.23,0.23,0.29,0.2,0.21,0.27,0.21,0.24,0.27,0.24,0.24,0.35,0.25,0.27,0.19,0.36,0.24,0.33,0.21,0.29,0.27,0.21,0.26,0.0,0.21,0.22,0.21,0.2,0.22,0.21,0.2,0.22,0.22,0.21,0.24,0.2,0.0,0.0,0.21,0.2,0.22,0.22,0.2,0.35,0.22,0.0,0.0,0.35,0.23,0.0,0.25,0.29,0.2,0.0,0.19,0.2,0.2,0.0,0.19,0.2,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.21,0.25,0.24,0.2,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.0,0.0,0.22,0.0,0.0,0.0,0.2,0.28,0.0,0.0,0.0,0.0,0.19,0.2,0.0,0.22,0.0,0.0,0.0,0.23,0.0,0.21,0.23,0.0,0.36,0.22,0.21,0.2,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.14
10/05/2021,4.5,0.0,0.67,0.0,0.61,0.7,0.62,0.0,0.47,0.57,0.61,0.56,0.36,0.4,0.4,0.43,0.35,0.46,0.48,0.35,0.37,0.39,0.43,0.27,0.39,0.37,0.37,0.48,0.32,0.23,0.73,0.39,0.36,0.42,0.6,0.62,0.32,0.42,0.38,0.31,0.36,0.39,0.37,0.42,0.36,0.32,0.33,0.37,0.37,0.39,0.42,0.33,0.35,0.23,0.32,0.35,0.32,0.34,0.0,0.31,0.3,0.33,0.35,0.37,0.24,0.3,0.32,0.39,0.39,0.0,0.27,0.26,0.31,0.3,0.28,0.25,0.36,0.34,0.33,0.31,0.27,0.39,0.25,0.25,0.28,0.3,0.25,0.36,0.31,0.23,0.24,0.27,0.34,0.28,0.27,0.25,0.26,0.23,0.25,0.26,0.31,0.25,0.35,0.0,0.26,0.23,0.29,0.26,0.28,0.0,0.25,0.41,0.36,0.0,0.29,0.22,0.25,0.23,0.27,0.23,0.24,0.2,0.26,0.21,0.2,0.3,0.23,0.26,0.23,0.23,0.29,0.2,0.21,0.28,0.2,0.24,0.28,0.24,0.24,0.35,0.25,0.27,0.0,0.37,0.24,0.35,0.21,0.29,0.28,0.21,0.26,0.0,0.21,0.21,0.21,0.2,0.22,0.21,0.2,0.22,0.22,0.21,0.23,0.2,0.33,0.22,0.21,0.0,0.22,0.22,0.2,0.35,0.22,0.0,0.0,0.35,0.23,0.25,0.28,0.28,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.21,0.25,0.28,0.3,0.0,0.22,0.28,0.0,0.0,0.0,0.29,0.2,0.0,0.0,0.0,0.0,0.29,0.28,0.27,0.23,0.2,0.23,0.23,0.2,0.0,0.21,0.31,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.23,0.0,0.2,0.24,0.0,0.35,0.22,0.21,0.22,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.96
10/06/2021,4.5,0.0,0.67,0.0,0.61,0.7,0.62,0.0,0.47,0.57,0.61,0.56,0.36,0.4,0.4,0.43,0.35,0.46,0.48,0.35,0.37,0.39,0.43,0.27,0.39,0.37,0.37,0.48,0.32,0.23,0.73,0.39,0.36,0.42,0.6,0.62,0.32,0.42,0.38,0.31,0.36,0.39,0.37,0.42,0.36,0.32,0.33,0.37,0.37,0.39,0.42,0.33,0.35,0.23,0.32,0.35,0.32,0.34,0.0,0.31,0.3,0.33,0.35,0.37,0.24,0.3,0.32,0.39,0.39,0.0,0.27,0.26,0.31,0.3,0.28,0.25,0.36,0.34,0.33,0.31,0.27,0.39,0.25,0.25,0.28,0.3,0.25,0.36,0.31,0.23,0.24,0.27,0.34,0.28,0.27,0.25,0.26,0.23,0.25,0.26,0.31,0.25,0.35,0.0,0.26,0.23,0.29,0.26,0.28,0.0,0.25,0.41,0.36,0.0,0.29,0.22,0.25,0.23,0.27,0.23,0.24,0.2,0.26,0.21,0.2,0.3,0.23,0.26,0.23,0.23,0.29,0.2,0.21,0.28,0.2,0.24,0.28,0.24,0.24,0.35,0.25,0.27,0.0,0.37,0.24,0.35,0.21,0.29,0.28,0.21,0.26,0.0,0.21,0.21,0.21,0.2,0.22,0.21,0.2,0.22,0.22,0.21,0.23,0.2,0.33,0.22,0.21,0.0,0.22,0.22,0.2,0.35,0.22,0.0,0.0,0.35,0.23,0.25,0.28,0.28,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.21,0.25,0.28,0.3,0.0,0.22,0.28,0.0,0.0,0.0,0.29,0.2,0.0,0.0,0.0,0.0,0.29,0.28,0.27,0.23,0.2,0.23,0.23,0.2,0.0,0.21,0.31,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.23,0.0,0.2,0.24,0.0,0.35,0.22,0.21,0.22,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.96
10/07/2021,2.45,0.0,0.69,0.0,0.55,0.74,0.6,0.0,0.48,0.56,0.61,0.57,0.34,0.41,0.4,0.44,0.34,0.48,0.5,0.34,0.36,0.39,0.46,0.27,0.4,0.36,0.37,0.48,0.31,0.22,0.55,0.39,0.36,0.43,0.58,0.0,0.31,0.43,0.38,0.34,0.36,0.39,0.36,0.42,0.37,0.33,0.33,0.35,0.37,0.41,0.41,0.34,0.35,0.23,0.32,0.36,0.33,0.35,0.0,0.32,0.31,0.34,0.35,0.37,0.25,0.31,0.33,0.38,0.4,0.0,0.27,0.27,0.33,0.31,0.29,0.26,0.35,0.35,0.33,0.32,0.28,0.41,0.25,0.26,0.29,0.29,0.26,0.37,0.32,0.24,0.25,0.27,0.38,0.29,0.28,0.25,0.26,0.23,0.25,0.27,0.32,0.25,0.36,0.0,0.27,0.23,0.3,0.23,0.29,0.0,0.25,0.31,0.41,0.0,0.29,0.22,0.25,0.24,0.28,0.23,0.24,0.19,0.25,0.21,0.2,0.3,0.24,0.26,0.24,0.23,0.3,0.21,0.21,0.28,0.2,0.24,0.29,0.25,0.25,0.35,0.27,0.27,0.0,0.37,0.24,0.37,0.22,0.32,0.29,0.21,0.27,0.0,0.21,0.22,0.22,0.2,0.23,0.22,0.2,0.22,0.22,0.21,0.23,0.2,0.0,0.24,0.21,0.2,0.23,0.23,0.2,0.36,0.22,0.0,0.0,0.36,0.23,0.27,0.27,0.27,0.2,0.0,0.21,0.2,0.2,0.0,0.0,0.21,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.21,0.26,0.25,0.28,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.29,0.27,0.26,0.0,0.23,0.0,0.22,0.21,0.21,0.31,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.21,0.0,0.0,0.0,0.23,0.0,0.2,0.26,0.0,0.35,0.2,0.21,0.22,0.0,0.0,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.540000000000006
10/08/2021,2.63,0.0,0.71,0.0,0.55,0.7,0.61,0.0,0.47,0.56,0.62,0.57,0.34,0.4,0.39,0.45,0.34,0.48,0.5,0.34,0.36,0.39,0.47,0.28,0.4,0.36,0.37,0.49,0.31,0.22,0.54,0.39,0.36,0.44,0.59,0.0,0.31,0.43,0.38,0.35,0.36,0.4,0.37,0.42,0.37,0.33,0.33,0.35,0.37,0.4,0.41,0.34,0.35,0.23,0.33,0.35,0.33,0.34,0.0,0.32,0.3,0.34,0.34,0.37,0.25,0.31,0.33,0.39,0.39,0.0,0.26,0.27,0.33,0.31,0.29,0.26,0.35,0.36,0.33,0.32,0.29,0.41,0.25,0.27,0.29,0.29,0.27,0.37,0.31,0.24,0.25,0.27,0.38,0.29,0.28,0.25,0.25,0.22,0.26,0.27,0.32,0.25,0.35,0.0,0.27,0.24,0.3,0.22,0.29,0.0,0.26,0.31,0.4,0.0,0.29,0.22,0.25,0.24,0.28,0.24,0.23,0.19,0.25,0.21,0.21,0.3,0.23,0.26,0.24,0.23,0.3,0.21,0.21,0.28,0.2,0.24,0.29,0.25,0.25,0.37,0.27,0.27,0.19,0.36,0.24,0.36,0.21,0.3,0.29,0.22,0.27,0.0,0.21,0.21,0.22,0.2,0.23,0.21,0.2,0.22,0.22,0.21,0.22,0.2,0.0,0.25,0.21,0.19,0.22,0.23,0.19,0.36,0.22,0.0,0.0,0.36,0.23,0.27,0.26,0.28,0.2,0.0,0.21,0.2,0.2,0.0,0.0,0.22,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.21,0.26,0.25,0.28,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.26,0.0,0.23,0.0,0.22,0.21,0.21,0.32,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.21,0.0,0.0,0.0,0.23,0.0,0.21,0.26,0.0,0.35,0.21,0.21,0.23,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.68000000000001
10/11/2021,2.63,0.0,0.71,0.0,0.54,0.7,0.61,0.0,0.48,0.57,0.61,0.57,0.33,0.4,0.38,0.45,0.32,0.47,0.5,0.34,0.35,0.41,0.46,0.29,0.41,0.36,0.37,0.49,0.32,0.22,0.72,0.39,0.35,0.44,0.6,0.0,0.31,0.42,0.38,0.34,0.35,0.38,0.37,0.4,0.37,0.33,0.33,0.35,0.39,0.39,0.4,0.35,0.35,0.22,0.32,0.35,0.33,0.35,0.0,0.32,0.31,0.32,0.34,0.37,0.24,0.3,0.33,0.39,0.38,0.0,0.26,0.27,0.32,0.31,0.28,0.26,0.35,0.36,0.34,0.32,0.29,0.41,0.26,0.26,0.29,0.29,0.27,0.37,0.31,0.24,0.24,0.27,0.39,0.29,0.28,0.25,0.26,0.22,0.25,0.27,0.32,0.23,0.35,0.0,0.27,0.23,0.3,0.22,0.29,0.0,0.26,0.42,0.41,0.0,0.29,0.22,0.24,0.24,0.28,0.24,0.23,0.0,0.25,0.21,0.2,0.3,0.23,0.26,0.24,0.23,0.3,0.21,0.21,0.28,0.2,0.24,0.29,0.25,0.25,0.37,0.26,0.27,0.0,0.37,0.25,0.36,0.21,0.31,0.28,0.22,0.27,0.0,0.21,0.21,0.22,0.0,0.22,0.21,0.2,0.23,0.22,0.21,0.22,0.2,0.34,0.26,0.21,0.0,0.22,0.23,0.0,0.36,0.22,0.0,0.0,0.36,0.24,0.3,0.29,0.28,0.2,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.2,0.21,0.0,0.21,0.26,0.29,0.31,0.0,0.23,0.29,0.0,0.0,0.0,0.29,0.2,0.0,0.0,0.0,0.0,0.29,0.26,0.27,0.27,0.2,0.23,0.23,0.23,0.21,0.2,0.31,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.23,0.0,0.21,0.26,0.0,0.33,0.21,0.21,0.23,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.42
10/12/2021,2.59,0.0,0.7,0.0,0.56,0.7,0.61,0.0,0.48,0.57,0.61,0.58,0.34,0.38,0.38,0.46,0.33,0.47,0.5,0.34,0.35,0.41,0.47,0.29,0.4,0.36,0.37,0.49,0.31,0.22,0.71,0.39,0.35,0.44,0.59,0.0,0.31,0.42,0.38,0.33,0.35,0.38,0.36,0.4,0.38,0.33,0.33,0.35,0.39,0.4,0.4,0.35,0.35,0.23,0.33,0.35,0.33,0.34,0.0,0.32,0.31,0.32,0.34,0.37,0.24,0.31,0.33,0.39,0.38,0.0,0.27,0.27,0.32,0.31,0.28,0.26,0.35,0.35,0.33,0.32,0.29,0.41,0.25,0.26,0.28,0.29,0.27,0.36,0.3,0.23,0.25,0.27,0.39,0.29,0.28,0.25,0.26,0.23,0.25,0.27,0.31,0.24,0.35,0.0,0.27,0.23,0.3,0.22,0.29,0.2,0.26,0.42,0.4,0.0,0.29,0.22,0.24,0.23,0.29,0.24,0.23,0.0,0.25,0.21,0.2,0.29,0.24,0.26,0.25,0.24,0.3,0.21,0.21,0.29,0.0,0.24,0.29,0.25,0.25,0.38,0.26,0.28,0.0,0.36,0.24,0.36,0.21,0.31,0.29,0.22,0.26,0.0,0.21,0.21,0.21,0.0,0.23,0.21,0.2,0.23,0.22,0.21,0.22,0.2,0.34,0.26,0.21,0.0,0.22,0.23,0.0,0.36,0.22,0.0,0.0,0.37,0.23,0.29,0.29,0.27,0.2,0.0,0.22,0.0,0.2,0.0,0.0,0.22,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.2,0.21,0.0,0.2,0.26,0.29,0.32,0.0,0.22,0.29,0.0,0.0,0.0,0.29,0.2,0.0,0.0,0.0,0.0,0.3,0.27,0.26,0.27,0.2,0.22,0.23,0.23,0.22,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.24,0.0,0.22,0.26,0.0,0.32,0.21,0.21,0.23,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.400000000000006
