,GOOGL,PSA,FB,MSFT,AAPL,ACN,AMZN,AMGN,JNJ,INTU,PG,CSCO,MA,ADBE,TGT,WM,V,KO,HSY,MMM,NVDA,VZ,ZTS,ABBV,TTC,ORCL,COST,BMY,RSG,MRK,EMR,A,HD,ABT,WMT,TXN,JKHY,JBHT,JPM,IBM,RF,JAZZ,SNA,NOW,VEEV,PEP,FRC,UNP,BAC,EA,LLY,TYL,TEAM,MG.TO,ISRG,AVGO,EPAM,MS,CTSH,CBOE,Deckers Outdoor Corp,SYK,SPGI,ZBRA,VMW,ITW,PNC,MSCI,ROL,EWBC,RMD,T,EL,PPG,PANW,CRM,FTNT,VRSK,ALGN,MMC,AOS,CHE,GRMN,NDSN,CNHI.MI,TW,TRV,AME,CVX,IEX,LOGN.SW,GNTX,PYPL,ELS,SNPS,GIS,CL,Ssc Government Mm Gvmxx,DECK,Equity Lifestyle Properties Inc,SHW,PH,MCO,SBUX,MPWR,WDAY,PPG Industries Inc,TEL,ADI,ITT,ETN,n/a,MDT,FDS,DOV,APH,BRK.B,BRO,BKNG,HLT,VLO,MPC,APA,EOG,COP,FANG,LOW,NKE,LIN,F,ODFL,RTX,KD WI,GD,QCOM,ADM,TROW,CMCSA,SPG,MCD,PLD,HSIC,CE,CF,KEYS,NSC,STX,DVN,GS,SUM
08/06/2021,3.15,2.67,2.74,2.74,3.31,3.49,2.03,2.26,2.37,2.37,2.08,2.23,0.75,2.81,1.53,1.73,1.58,1.67,1.49,1.43,0.94,0.76,0.88,1.28,1.32,0.5,1.16,1.09,0.94,0.0,1.01,0.97,0.95,1.17,1.49,0.87,0.91,0.59,0.82,0.84,0.82,0.52,0.8,0.72,1.6,0.77,0.49,0.99,0.0,0.7,0.0,0.73,0.0,0.47,0.72,0.7,0.53,0.0,0.71,0.68,0.0,0.65,3.18,0.5,0.0,0.63,0.59,0.68,0.67,0.0,0.61,1.77,0.56,0.0,0.57,0.52,0.0,0.54,0.56,0.93,0.49,0.48,0.53,0.5,0.0,0.0,0.0,0.48,0.0,0.47,0.0,0.44,0.39,0.0,0.88,0.3,0.27,0.74,0.53,0.0,1.05,0.99,0.99,0.97,0.67,0.49,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/07/2021,3.88,2.11,2.87,2.8,3.69,3.67,2.21,2.04,2.32,2.46,2.28,3.08,0.68,2.94,1.39,1.76,2.38,1.63,1.44,1.35,1.05,0.0,1.09,1.2,1.23,0.0,1.21,1.01,0.96,0.0,1.39,1.11,0.92,1.21,1.51,0.85,0.79,0.61,0.83,0.91,0.49,0.0,0.63,0.0,1.46,0.75,0.49,0.94,0.0,0.72,0.0,0.48,0.0,0.0,0.85,1.76,0.58,0.0,0.68,0.69,0.0,1.04,2.42,0.0,0.0,0.61,0.58,0.7,0.0,0.0,0.0,1.68,0.57,0.48,0.65,0.56,0.0,0.58,0.0,0.97,0.0,0.0,0.57,0.51,0.0,0.0,0.0,0.46,0.0,0.59,0.0,0.46,0.0,0.0,1.0,0.0,0.26,0.0,0.0,0.0,1.82,0.9,1.48,1.5,0.0,0.56,0.0,0.98,0.92,0.7,0.6,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/08/2021,3.88,2.11,2.87,2.8,3.69,3.67,2.21,2.04,2.32,2.46,2.28,3.08,0.68,2.94,1.39,1.76,2.38,1.63,1.44,1.35,1.05,0.0,1.09,1.2,1.23,0.0,1.21,1.01,0.96,0.0,1.39,1.11,0.92,1.21,1.51,0.85,0.79,0.61,0.83,0.91,0.49,0.0,0.63,0.0,1.46,0.75,0.49,0.94,0.0,0.72,0.0,0.48,0.0,0.0,0.85,1.76,0.58,0.0,0.68,0.69,0.0,1.04,2.42,0.0,0.0,0.61,0.58,0.7,0.0,0.0,0.0,1.68,0.57,0.48,0.65,0.56,0.0,0.58,0.0,0.97,0.0,0.0,0.57,0.51,0.0,0.0,0.0,0.46,0.0,0.59,0.0,0.46,0.0,0.0,1.0,0.0,0.26,0.0,0.0,0.0,1.82,0.9,1.48,1.5,0.0,0.56,0.0,0.98,0.92,0.7,0.6,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/09/2021,3.88,2.11,2.87,2.8,3.69,3.67,2.21,2.04,2.32,2.46,2.28,3.08,0.68,2.94,1.39,1.76,2.38,1.63,1.44,1.35,1.05,0.0,1.09,1.2,1.23,0.0,1.21,1.01,0.96,0.0,1.39,1.11,0.92,1.21,1.51,0.85,0.79,0.61,0.83,0.91,0.49,0.0,0.63,0.0,1.46,0.75,0.49,0.94,0.0,0.72,0.0,0.48,0.0,0.0,0.85,1.76,0.58,0.0,0.68,0.69,0.0,1.04,2.42,0.0,0.0,0.61,0.58,0.7,0.0,0.0,0.0,1.68,0.57,0.48,0.65,0.56,0.0,0.58,0.0,0.97,0.0,0.0,0.57,0.51,0.0,0.0,0.0,0.46,0.0,0.59,0.0,0.46,0.0,0.0,1.0,0.0,0.26,0.0,0.0,0.0,1.82,0.9,1.48,1.5,0.0,0.56,0.0,0.98,0.92,0.7,0.6,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/10/2021,3.93,2.1,2.93,2.81,3.78,3.68,2.25,2.01,2.3,2.46,2.29,3.07,0.7,2.94,1.39,1.75,2.41,1.61,1.42,1.3,1.05,0.0,1.09,1.18,1.21,0.0,1.21,1.01,0.95,0.0,1.37,1.11,0.93,1.21,1.5,0.85,0.78,0.61,0.84,0.91,0.49,0.0,0.62,0.0,1.44,0.74,0.48,0.94,0.0,0.72,0.0,0.48,0.0,0.0,0.86,1.77,0.57,0.0,0.69,0.68,0.0,1.06,2.41,0.0,0.0,0.59,0.58,0.71,0.0,0.0,0.0,1.69,0.57,0.47,0.65,0.56,0.0,0.57,0.0,0.96,0.0,0.0,0.57,0.52,0.0,0.0,0.0,0.45,0.0,0.58,0.0,0.46,0.0,0.0,1.0,0.0,0.26,0.0,0.0,0.0,1.81,0.91,1.47,1.5,0.0,0.56,0.0,0.98,0.93,0.69,0.59,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/13/2021,3.92,2.09,2.91,2.79,3.73,3.69,2.24,1.97,2.26,2.5,2.31,3.07,0.71,2.95,1.41,1.76,2.44,1.62,1.44,1.3,1.03,0.0,1.08,1.16,1.21,0.0,1.23,0.99,0.96,0.0,1.33,1.11,0.94,1.21,1.5,0.85,0.77,0.59,0.84,0.91,0.49,0.0,0.62,0.0,1.43,0.75,0.48,0.93,0.0,0.7,0.0,0.48,0.0,0.0,0.86,1.77,0.57,0.0,0.69,0.68,0.0,1.06,2.44,0.0,0.0,0.59,0.59,0.71,0.0,0.0,0.0,1.69,0.57,0.48,0.66,0.55,0.0,0.58,0.0,0.98,0.0,0.0,0.57,0.52,0.0,0.0,0.0,0.45,0.0,0.58,0.0,0.47,0.0,0.0,1.0,0.0,0.26,0.0,0.0,0.0,1.78,0.91,1.48,1.54,0.0,0.56,0.0,0.96,0.97,0.68,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/14/2021,3.86,2.09,2.93,2.79,3.62,3.71,2.24,1.96,2.25,2.51,2.32,3.04,0.71,2.95,1.41,1.77,2.42,1.62,1.44,1.3,1.05,0.0,1.09,1.16,1.22,0.0,1.23,0.98,0.96,0.0,1.34,1.11,0.94,1.23,1.5,0.87,0.77,0.59,0.84,0.91,0.49,0.0,0.62,0.0,1.42,0.75,0.49,0.93,0.0,0.72,0.0,0.48,0.0,0.0,0.82,1.79,0.57,0.0,0.69,0.7,0.0,1.05,2.45,0.0,0.0,0.59,0.59,0.71,0.0,0.0,0.0,1.69,0.57,0.48,0.67,0.55,0.0,0.59,0.0,0.99,0.0,0.0,0.57,0.52,0.0,0.0,0.0,0.45,0.0,0.58,0.0,0.47,0.0,0.0,1.0,0.0,0.26,0.0,0.0,0.0,1.81,0.9,1.49,1.56,0.0,0.55,0.0,0.96,0.98,0.68,0.58,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/15/2021,3.86,2.09,2.93,2.79,3.62,3.71,2.24,1.96,2.25,2.51,2.32,3.04,0.71,2.95,1.41,1.77,2.42,1.62,1.44,1.3,1.05,0.0,1.09,1.16,1.22,0.0,1.23,0.98,0.96,0.0,1.34,1.11,0.94,1.23,1.5,0.87,0.77,0.59,0.84,0.91,0.49,0.0,0.62,0.0,1.42,0.75,0.49,0.93,0.0,0.72,0.0,0.48,0.0,0.0,0.82,1.79,0.57,0.0,0.69,0.7,0.0,1.05,2.45,0.0,0.0,0.59,0.59,0.71,0.0,0.0,0.0,1.69,0.57,0.48,0.67,0.55,0.0,0.59,0.0,0.99,0.0,0.0,0.57,0.52,0.0,0.0,0.0,0.45,0.0,0.58,0.0,0.47,0.0,0.0,1.0,0.0,0.26,0.0,0.0,0.0,1.81,0.9,1.49,1.56,0.0,0.55,0.0,0.96,0.98,0.68,0.58,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/16/2021,3.86,2.09,2.93,2.79,3.62,3.71,2.24,1.96,2.25,2.51,2.32,3.04,0.71,2.95,1.41,1.77,2.42,1.62,1.44,1.3,1.05,0.0,1.09,1.16,1.22,0.0,1.23,0.98,0.96,0.0,1.34,1.11,0.94,1.23,1.5,0.87,0.77,0.59,0.84,0.91,0.49,0.0,0.62,0.0,1.42,0.75,0.49,0.93,0.0,0.72,0.0,0.48,0.0,0.0,0.82,1.79,0.57,0.0,0.69,0.7,0.0,1.05,2.45,0.0,0.0,0.59,0.59,0.71,0.0,0.0,0.0,1.69,0.57,0.48,0.67,0.55,0.0,0.59,0.0,0.99,0.0,0.0,0.57,0.52,0.0,0.0,0.0,0.45,0.0,0.58,0.0,0.47,0.0,0.0,1.0,0.0,0.26,0.0,0.0,0.0,1.81,0.9,1.49,1.56,0.0,0.55,0.0,0.96,0.98,0.68,0.58,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/17/2021,4.24,1.57,2.69,2.84,3.61,3.71,2.24,1.1,2.23,2.52,2.35,3.05,0.71,2.9,0.67,1.78,2.65,1.63,1.14,1.29,1.04,0.0,1.08,0.47,1.19,0.0,1.22,0.97,0.97,0.0,1.31,1.09,0.95,1.21,1.49,1.65,0.76,0.58,0.84,0.9,0.0,0.0,0.61,0.0,0.65,0.75,0.49,0.91,0.0,0.72,0.0,0.47,0.0,0.0,0.84,2.11,0.57,0.0,0.69,0.69,0.0,1.46,2.46,0.0,0.0,0.59,0.58,0.52,0.0,0.0,0.0,1.7,0.56,0.47,0.69,0.54,0.0,0.59,0.0,0.97,0.0,0.0,0.56,0.52,0.0,0.0,0.0,0.45,0.0,0.58,0.0,0.48,0.0,0.0,1.0,0.0,0.27,0.0,0.0,0.0,1.81,0.91,1.48,1.55,0.0,0.56,0.0,1.21,1.0,0.68,0.57,0.39,1.0,0.6,0.58,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/20/2021,4.26,1.57,2.65,2.88,3.62,3.72,2.25,1.11,2.23,2.54,2.32,3.02,0.7,2.98,0.68,1.77,2.66,1.61,1.14,1.29,1.04,0.0,1.07,0.48,1.18,0.0,1.23,0.96,0.96,0.0,1.32,1.09,0.95,1.21,1.49,1.66,0.78,0.59,0.84,0.9,0.0,0.0,0.62,0.0,0.66,0.75,0.49,0.91,0.0,0.68,0.0,0.47,0.0,0.0,0.83,2.13,0.57,0.0,0.7,0.68,0.0,1.46,2.47,0.0,0.0,0.59,0.58,0.51,0.0,0.0,0.0,1.71,0.55,0.47,0.69,0.55,0.0,0.58,0.0,0.97,0.0,0.0,0.55,0.53,0.0,0.0,0.0,0.45,0.0,0.59,0.0,0.48,0.0,0.0,1.01,0.0,0.26,0.0,0.0,0.0,1.79,0.92,1.48,1.49,0.0,0.56,0.0,1.2,1.0,0.67,0.58,0.41,1.0,0.6,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/21/2021,4.22,1.55,2.62,2.86,3.59,3.68,2.26,1.13,2.25,2.52,2.35,3.02,0.71,2.96,0.68,1.77,2.66,1.6,1.15,1.29,1.04,0.0,1.06,0.48,1.18,0.0,1.23,0.97,0.97,0.0,1.3,1.1,0.96,1.22,1.5,1.68,0.77,0.58,0.85,0.91,0.0,0.0,0.61,0.0,0.66,0.75,0.5,0.91,0.0,0.67,0.0,0.48,0.0,0.0,0.84,2.15,0.57,0.0,0.69,0.69,0.0,1.46,2.46,0.0,0.0,0.59,0.58,0.51,0.0,0.0,0.0,1.73,0.55,0.46,0.68,0.56,0.0,0.58,0.0,0.97,0.0,0.0,0.55,0.53,0.0,0.0,0.0,0.45,0.0,0.58,0.0,0.49,0.0,0.0,0.99,0.0,0.26,0.0,0.0,0.0,1.79,0.92,1.46,1.5,0.0,0.56,0.0,1.2,1.0,0.67,0.58,0.42,1.01,0.6,0.57,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
09/22/2021,4.22,1.55,2.62,2.86,3.59,3.68,2.26,1.13,2.25,2.52,2.35,3.02,0.71,2.96,0.68,1.77,2.66,1.6,1.15,1.29,1.04,0.0,1.06,0.48,1.18,0.0,1.23,0.97,0.97,0.0,1.3,1.1,0.96,1.22,1.5,1.68,0.77,0.58,0.85,0.91,0.0,0.0,0.61,0.0,0.66,0.75,0.5,0.91,0.0,0.67,0.0,0.48,0.0,0.0,0.84,2.15,0.57,0.0,0.69,0.69,0.0,1.46,2.46,0.0,0.0,0.59,0.58,0.51,0.0,0.0,0.0,1.73,0.55,0.46,0.68,0.56,0.0,0.58,0.0,0.97,0.0,0.0,0.55,0.53,0.0,0.0,0.0,0.45,0.0,0.58,0.0,0.49,0.0,0.0,0.99,0.0,0.26,0.0,0.0,0.0,1.79,0.92,1.46,1.5,0.0,0.56,0.0,1.2,1.0,0.67,0.58,0.42,1.01,0.6,0.57,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
09/23/2021,4.22,1.55,2.62,2.86,3.59,3.68,2.26,1.13,2.25,2.52,2.35,3.02,0.71,2.96,0.68,1.77,2.66,1.6,1.15,1.29,1.04,0.0,1.06,0.48,1.18,0.0,1.23,0.97,0.97,0.0,1.3,1.1,0.96,1.22,1.5,1.68,0.77,0.58,0.85,0.91,0.0,0.0,0.61,0.0,0.66,0.75,0.5,0.91,0.0,0.67,0.0,0.48,0.0,0.0,0.84,2.15,0.57,0.0,0.69,0.69,0.0,1.46,2.46,0.0,0.0,0.59,0.58,0.51,0.0,0.0,0.0,1.73,0.55,0.46,0.68,0.56,0.0,0.58,0.0,0.97,0.0,0.0,0.55,0.53,0.0,0.0,0.0,0.45,0.0,0.58,0.0,0.49,0.0,0.0,0.99,0.0,0.26,0.0,0.0,0.0,1.79,0.92,1.46,1.5,0.0,0.56,0.0,1.2,1.0,0.67,0.58,0.42,1.01,0.6,0.57,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
09/24/2021,4.23,1.58,2.61,2.86,3.58,3.69,2.22,1.13,2.28,2.52,2.36,2.98,0.7,2.97,0.68,1.8,2.68,1.62,1.15,1.29,1.02,0.0,1.09,0.48,1.15,0.0,1.23,0.97,0.98,0.0,1.29,1.1,0.97,1.22,1.51,1.67,0.78,0.6,0.83,0.9,0.0,0.0,0.61,0.0,0.67,0.76,0.49,0.9,0.0,0.65,0.0,0.48,0.0,0.0,0.84,2.11,0.58,0.0,0.69,0.7,0.0,1.45,2.48,0.0,0.0,0.59,0.58,0.52,0.0,0.0,0.0,1.72,0.54,0.47,0.69,0.56,0.0,0.59,0.0,0.98,0.0,0.0,0.56,0.53,0.0,0.0,0.0,0.45,0.0,0.59,0.0,0.49,0.0,0.0,0.98,0.0,0.27,0.0,0.0,0.0,1.79,0.91,1.48,1.5,0.0,0.57,0.0,1.18,1.01,0.66,0.58,0.42,1.0,0.59,0.57,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/27/2021,4.22,1.52,2.48,2.85,3.6,3.76,2.23,1.1,2.24,2.58,2.34,3.01,0.73,2.85,0.67,1.78,2.73,1.59,1.14,1.29,1.06,0.0,1.09,0.48,1.15,0.0,1.21,0.95,0.97,0.0,1.31,1.09,0.96,1.2,1.48,1.69,0.78,0.59,0.86,0.91,0.0,0.0,0.61,0.0,0.66,0.75,0.49,0.91,0.0,0.64,0.0,0.49,0.0,0.0,0.85,2.13,0.58,0.0,0.71,0.69,0.0,1.47,2.48,0.0,0.0,0.59,0.6,0.52,0.0,0.0,0.0,1.7,0.55,0.46,0.69,0.6,0.0,0.6,0.0,0.98,0.0,0.0,0.57,0.53,0.0,0.0,0.0,0.45,0.0,0.59,0.0,0.5,0.0,0.0,0.98,0.0,0.26,0.0,0.0,0.0,1.79,0.93,1.48,1.5,0.0,0.56,0.0,1.21,1.03,0.66,0.58,0.42,1.01,0.59,0.57,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/28/2021,4.26,1.51,2.54,2.86,3.61,3.72,2.24,1.1,2.24,2.59,2.33,3.02,0.74,2.82,0.67,1.79,2.77,1.59,1.14,1.29,1.04,0.0,1.09,0.48,1.13,0.0,1.25,0.95,0.98,0.0,1.3,1.09,0.97,1.2,1.49,1.71,0.79,0.6,0.88,0.92,0.0,0.0,0.61,0.0,0.66,0.75,0.49,0.92,0.0,0.65,0.0,0.49,0.0,0.0,0.85,2.14,0.58,0.0,0.71,0.7,0.0,1.48,2.49,0.0,0.0,0.59,0.6,0.53,0.0,0.0,0.0,1.7,0.55,0.47,0.7,0.61,0.0,0.6,0.0,0.99,0.0,0.0,0.57,0.53,0.0,0.0,0.0,0.45,0.0,0.59,0.0,0.5,0.0,0.0,0.98,0.0,0.26,0.0,0.0,0.0,1.78,0.92,1.48,1.5,0.0,0.56,0.0,1.22,1.04,0.65,0.57,0.17,1.01,0.59,0.56,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/29/2021,4.26,1.51,2.54,2.86,3.61,3.72,2.24,1.1,2.24,2.59,2.33,3.02,0.74,2.82,0.67,1.79,2.77,1.59,1.14,1.29,1.04,0.0,1.09,0.48,1.13,0.0,1.25,0.95,0.98,0.0,1.3,1.09,0.97,1.2,1.49,1.71,0.79,0.6,0.88,0.92,0.0,0.0,0.61,0.0,0.66,0.75,0.49,0.92,0.0,0.65,0.0,0.49,0.0,0.0,0.85,2.14,0.58,0.0,0.71,0.7,0.0,1.48,2.49,0.0,0.0,0.59,0.6,0.53,0.0,0.0,0.0,1.7,0.55,0.47,0.7,0.61,0.0,0.6,0.0,0.99,0.0,0.0,0.57,0.53,0.0,0.0,0.0,0.45,0.0,0.59,0.0,0.5,0.0,0.0,0.98,0.0,0.26,0.0,0.0,0.0,1.78,0.92,1.48,1.5,0.0,0.56,0.0,1.22,1.04,0.65,0.57,0.17,1.01,0.59,0.56,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/30/2021,4.26,1.51,2.54,2.86,3.61,3.72,2.24,1.1,2.24,2.59,2.33,3.02,0.74,2.82,0.67,1.79,2.77,1.59,1.14,1.29,1.04,0.0,1.09,0.48,1.13,0.0,1.25,0.95,0.98,0.0,1.3,1.09,0.97,1.2,1.49,1.71,0.79,0.6,0.88,0.92,0.0,0.0,0.61,0.0,0.66,0.75,0.49,0.92,0.0,0.65,0.0,0.49,0.0,0.0,0.85,2.14,0.58,0.0,0.71,0.7,0.0,1.48,2.49,0.0,0.0,0.59,0.6,0.53,0.0,0.0,0.0,1.7,0.55,0.47,0.7,0.61,0.0,0.6,0.0,0.99,0.0,0.0,0.57,0.53,0.0,0.0,0.0,0.45,0.0,0.59,0.0,0.5,0.0,0.0,0.98,0.0,0.26,0.0,0.0,0.0,1.78,0.92,1.48,1.5,0.0,0.56,0.0,1.22,1.04,0.65,0.57,0.17,1.01,0.59,0.56,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/01/2021,4.2,1.54,2.53,2.79,3.6,3.67,2.23,1.13,2.29,2.52,2.36,3.05,0.74,2.7,0.67,1.8,2.79,1.6,1.15,1.32,1.01,0.0,1.06,0.49,1.18,0.0,1.24,0.97,0.98,0.0,1.33,1.05,0.99,1.18,1.51,1.72,0.78,0.61,0.92,0.95,0.0,0.0,0.63,0.0,0.65,0.76,0.49,0.94,0.0,0.69,0.0,0.48,0.0,0.0,0.83,2.15,0.54,0.0,0.72,0.71,0.0,1.47,2.42,0.0,0.0,0.6,0.63,0.49,0.0,0.0,0.0,1.76,0.55,0.48,0.7,0.6,0.0,0.6,0.0,0.98,0.0,0.0,0.54,0.54,0.0,0.0,0.0,0.46,0.0,0.59,0.0,0.52,0.0,0.0,0.95,0.0,0.27,0.0,0.0,0.0,1.76,0.94,1.44,1.52,0.0,0.54,0.0,1.23,1.03,0.68,0.58,0.18,1.01,0.62,0.57,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/04/2021,4.14,1.55,2.51,2.79,3.61,3.65,2.22,1.14,2.3,2.52,2.38,3.04,0.75,2.69,0.67,1.81,2.79,1.61,1.16,1.33,1.0,0.0,1.07,0.5,1.18,0.0,1.24,0.98,0.99,0.0,1.33,1.04,0.99,1.18,1.5,1.7,0.78,0.61,0.92,0.96,0.0,0.0,0.63,0.0,0.64,0.77,0.5,0.94,0.0,0.71,0.0,0.48,0.0,0.0,0.83,2.13,0.54,0.0,0.71,0.72,0.0,1.47,2.41,0.0,0.0,0.6,0.63,0.5,0.0,0.0,0.0,1.77,0.54,0.47,0.7,0.6,0.0,0.6,0.0,0.99,0.0,0.0,0.54,0.55,0.0,0.0,0.0,0.45,0.0,0.59,0.0,0.52,0.0,0.0,0.95,0.0,0.27,0.0,0.0,0.0,1.77,0.95,1.46,1.52,0.0,0.54,0.0,1.21,1.01,0.68,0.58,0.18,1.01,0.64,0.57,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
