,AAPL,MSFT,JPM,INTC,BAC,T,PG,JNJ,XOM,GOOGL,GOOG,BRK.B,ORCL,WFC,HD,C,CSCO,V,VZ,ABBV,CVX,BMY,MRK,AMGN,PFE,CHTR,PEP,UNH,LOW,PM,FB,AVGO,MO,UNP,MA,MCD,HON,KO,GS,IBM,TXN,QCOM,MS,BIIB,EBAY,USB,JCI,WMT,GILD,LIN,ACN,CMCSA,COP,NKE,CI,PNC,SBUX,MMM,CAT,HPQ,ABT,LMT,MDT,ADBE,BLK,MDLZ,UPS,BKNG,ANTM,LLY,AXP,PGR,RTX,PRU,TGT,LRCX,BK,TMO,DG,MET,CL,CSX,LHX,NSC,ALL,ATUS,ADP,REGN,TFC,CVS,ETN,BX,CB,NOC,KMB,SO,NEE,AMT,CCI,AMP,PSX,WBA,AFL,SYF,AON,CTSH,LYB,ITW,ORLY,KMI,SHW,XTSLA,DOW,ICE,DE,D,TROW,HUM,SCHW,WMB,STT,PYPL,AMAT,MPC,TRV,VLO,EMR,PLD,AZO,CMI,SPGI,GD,COST,DELL,STX,NXPI,MCK,NEM,KR,DVA,AIG,KLAC,EXC,DUK,COF,ADI,CERN,SYY,DFS,WM,PSA,AEP,EL,GIS,YUM,DD,BAX,NTRS,APD,CME,BA,CLX,OKE,INTU,TEL,FIS,HCA,NTAP,CFG,NLOK,HPE,GLW,A,GPN,NLY,MTB,TJX,PANW,INFO,WAT,MMC,FITB,FISV,SBAC,CTXS,PEG,VFC,IP,RF,SWKS,BBY,XLNX,APH,KEY,CE,MAS,ROK,EQH,WEC,EOG,TT,PAYX,MCO,ZTS,MTD,AVB,USD,ANSGR.IS,EA,DGX,LSXMK,HSY,CDW,MSCI,SPG,CMA,VOYA,MSI,NRG,CTAS,ALLY,DPZ,HIG,KHC,HBAN,LBRDK,LUMN,AGNC,PFG,NUE,ADM,n/a,PXD,STZ,SRE,VMW,VRTX,FLT,SLM,CAH,JEF,CAG,NVR,FE,XRX,PCAR,CINF,BXP,AGO,GDDY,GPC,LEN,HOLX,CSL,PPL,EXPE,ABC,CHD,SLG,AMG,DHI,MAA,DISCK,WPC,CF,EVRG,L,IQV,ED,BEN,RJF,HLT,SJM,DAL,IVZ,OVV,OMF,FNF,WU,IRM,K,WHR,OMC,SUM
12/28/2021,4.86,4.28,2.56,1.58,2.02,2.02,1.84,1.46,1.49,1.8,1.68,2.02,1.43,1.11,1.33,1.16,0.96,1.12,1.1,1.11,1.02,1.13,0.85,0.85,1.01,0.86,0.75,0.85,0.91,0.79,1.64,0.76,0.76,0.78,0.64,0.53,0.58,0.67,0.62,0.66,0.5,0.56,0.8,0.54,0.53,0.48,0.25,0.56,0.46,0.55,0.5,0.46,0.41,0.26,0.66,0.34,0.27,0.43,0.39,0.56,0.46,0.43,0.32,0.28,0.37,0.39,0.33,0.15,0.36,0.37,0.38,0.32,0.4,0.35,0.42,0.33,0.36,0.26,0.32,0.34,0.3,0.28,0.24,0.33,0.36,0.24,0.3,0.21,0.3,0.29,0.21,0.31,0.39,0.27,0.22,0.27,0.31,0.12,0.25,0.23,0.2,0.2,0.26,0.26,0.23,0.19,0.12,0.21,0.21,0.21,0.26,0.0,0.23,0.16,0.2,0.32,0.18,0.14,0.13,0.19,0.0,0.17,0.22,0.24,0.21,0.18,0.19,0.19,0.22,0.19,0.14,0.2,0.18,0.18,0.2,0.25,0.15,0.24,0.17,0.0,0.23,0.15,0.15,0.15,0.37,0.17,0.17,0.13,0.17,0.15,0.13,0.12,0.15,0.15,0.14,0.16,0.13,0.0,0.13,0.13,0.0,0.11,0.11,0.14,0.13,0.21,0.32,0.0,0.1,0.1,0.0,0.0,0.0,0.16,0.11,0.0,0.15,0.12,0.0,0.0,0.13,0.14,0.17,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.13,0.0,0.11,0.15,0.12,0.12,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.13,0.13,0.11,0.0,0.1,0.15,0.0,0.12,0.0,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.63
12/29/2021,4.86,4.28,2.56,1.58,2.02,2.02,1.84,1.46,1.49,1.8,1.68,2.02,1.43,1.11,1.33,1.16,0.96,1.12,1.1,1.11,1.02,1.13,0.85,0.85,1.01,0.86,0.75,0.85,0.91,0.79,1.64,0.76,0.76,0.78,0.64,0.53,0.58,0.67,0.62,0.66,0.5,0.56,0.8,0.54,0.53,0.48,0.25,0.56,0.46,0.55,0.5,0.46,0.41,0.26,0.66,0.34,0.27,0.43,0.39,0.56,0.46,0.43,0.32,0.28,0.37,0.39,0.33,0.15,0.36,0.37,0.38,0.32,0.4,0.35,0.42,0.33,0.36,0.26,0.32,0.34,0.3,0.28,0.24,0.33,0.36,0.24,0.3,0.21,0.3,0.29,0.21,0.31,0.39,0.27,0.22,0.27,0.31,0.12,0.25,0.23,0.2,0.2,0.26,0.26,0.23,0.19,0.12,0.21,0.21,0.21,0.26,0.0,0.23,0.16,0.2,0.32,0.18,0.14,0.13,0.19,0.0,0.17,0.22,0.24,0.21,0.18,0.19,0.19,0.22,0.19,0.14,0.2,0.18,0.18,0.2,0.25,0.15,0.24,0.17,0.0,0.23,0.15,0.15,0.15,0.37,0.17,0.17,0.13,0.17,0.15,0.13,0.12,0.15,0.15,0.14,0.16,0.13,0.0,0.13,0.13,0.0,0.11,0.11,0.14,0.13,0.21,0.32,0.0,0.1,0.1,0.0,0.0,0.0,0.16,0.11,0.0,0.15,0.12,0.0,0.0,0.13,0.14,0.17,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.13,0.0,0.11,0.15,0.12,0.12,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.13,0.13,0.11,0.0,0.1,0.15,0.0,0.12,0.0,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.63
12/30/2021,4.91,4.33,2.54,1.58,2.0,1.99,1.84,1.45,1.49,1.79,1.67,2.01,1.41,1.1,1.34,1.15,0.97,1.11,1.09,1.11,1.03,1.12,0.85,0.85,1.01,0.85,0.74,0.85,0.92,0.79,1.68,0.76,0.75,0.78,0.63,0.53,0.58,0.67,0.62,0.66,0.51,0.57,0.8,0.53,0.53,0.48,0.25,0.56,0.46,0.55,0.51,0.46,0.42,0.26,0.66,0.35,0.27,0.43,0.39,0.56,0.46,0.43,0.33,0.28,0.37,0.39,0.34,0.14,0.36,0.37,0.38,0.33,0.4,0.35,0.42,0.34,0.36,0.26,0.32,0.34,0.3,0.28,0.24,0.33,0.36,0.24,0.3,0.21,0.3,0.29,0.21,0.31,0.39,0.27,0.22,0.27,0.31,0.12,0.25,0.23,0.2,0.2,0.25,0.26,0.23,0.19,0.12,0.21,0.21,0.21,0.26,0.0,0.24,0.16,0.2,0.32,0.18,0.14,0.13,0.19,0.0,0.17,0.22,0.24,0.21,0.19,0.19,0.19,0.22,0.19,0.14,0.2,0.18,0.18,0.2,0.26,0.16,0.24,0.17,0.0,0.22,0.16,0.15,0.15,0.37,0.17,0.17,0.13,0.17,0.15,0.13,0.12,0.15,0.15,0.14,0.17,0.13,0.1,0.13,0.13,0.0,0.11,0.11,0.14,0.14,0.21,0.32,0.0,0.1,0.1,0.0,0.0,0.0,0.16,0.11,0.0,0.15,0.12,0.0,0.0,0.13,0.14,0.16,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.13,0.0,0.11,0.15,0.12,0.12,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.13,0.13,0.11,0.0,0.1,0.15,0.0,0.12,0.0,0.12,0.12,0.12,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.69
12/31/2021,4.88,4.31,2.55,1.57,2.0,1.99,1.85,1.46,1.49,1.77,1.65,2.02,1.39,1.09,1.35,1.15,0.97,1.11,1.09,1.11,1.03,1.12,0.85,0.85,0.98,0.86,0.75,0.86,0.92,0.79,1.68,0.75,0.76,0.78,0.64,0.53,0.58,0.67,0.62,0.67,0.5,0.56,0.8,0.53,0.53,0.48,0.25,0.57,0.46,0.55,0.51,0.46,0.42,0.26,0.67,0.35,0.27,0.44,0.39,0.56,0.46,0.44,0.33,0.27,0.37,0.39,0.33,0.14,0.36,0.37,0.38,0.33,0.4,0.35,0.43,0.34,0.36,0.26,0.32,0.34,0.31,0.28,0.24,0.33,0.36,0.24,0.3,0.21,0.3,0.29,0.21,0.3,0.39,0.27,0.22,0.27,0.31,0.12,0.25,0.23,0.2,0.2,0.26,0.26,0.23,0.19,0.12,0.21,0.21,0.21,0.27,0.0,0.24,0.16,0.2,0.32,0.18,0.14,0.12,0.19,0.0,0.17,0.22,0.24,0.21,0.19,0.19,0.19,0.22,0.19,0.14,0.2,0.18,0.18,0.2,0.26,0.16,0.24,0.18,0.0,0.22,0.15,0.16,0.15,0.37,0.17,0.17,0.13,0.17,0.15,0.13,0.12,0.15,0.15,0.14,0.17,0.13,0.0,0.13,0.13,0.0,0.11,0.11,0.14,0.14,0.21,0.32,0.0,0.1,0.1,0.0,0.0,0.0,0.16,0.11,0.0,0.15,0.12,0.0,0.0,0.13,0.14,0.16,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.13,0.0,0.11,0.15,0.12,0.12,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.13,0.14,0.1,0.0,0.1,0.14,0.0,0.12,0.0,0.12,0.12,0.12,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.64999999999998
01/03/2022,4.85,4.29,2.55,1.57,2.0,1.98,1.85,1.48,1.46,1.77,1.65,2.03,1.38,1.09,1.36,1.15,0.97,1.11,1.08,1.12,1.02,1.13,0.86,0.85,0.99,0.86,0.75,0.86,0.93,0.79,1.67,0.75,0.76,0.78,0.64,0.53,0.58,0.67,0.61,0.67,0.5,0.56,0.79,0.54,0.54,0.47,0.26,0.57,0.46,0.55,0.51,0.46,0.42,0.26,0.67,0.35,0.27,0.44,0.39,0.56,0.46,0.44,0.33,0.27,0.37,0.39,0.33,0.14,0.37,0.37,0.38,0.33,0.4,0.34,0.44,0.34,0.36,0.26,0.33,0.34,0.31,0.28,0.24,0.33,0.36,0.25,0.3,0.22,0.3,0.29,0.21,0.29,0.39,0.27,0.23,0.27,0.31,0.12,0.26,0.22,0.2,0.2,0.26,0.26,0.23,0.19,0.12,0.21,0.21,0.21,0.27,0.0,0.24,0.16,0.2,0.32,0.18,0.14,0.12,0.18,0.0,0.17,0.22,0.24,0.21,0.19,0.19,0.19,0.22,0.19,0.14,0.2,0.18,0.18,0.2,0.25,0.16,0.25,0.18,0.1,0.22,0.15,0.16,0.15,0.37,0.17,0.17,0.13,0.17,0.15,0.13,0.12,0.15,0.15,0.14,0.17,0.13,0.0,0.13,0.13,0.0,0.11,0.11,0.14,0.13,0.21,0.32,0.0,0.1,0.1,0.0,0.0,0.0,0.16,0.11,0.0,0.15,0.11,0.0,0.0,0.13,0.14,0.16,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.14,0.0,0.11,0.15,0.12,0.13,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.13,0.14,0.1,0.0,0.1,0.14,0.0,0.12,0.0,0.12,0.12,0.12,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.65
01/03/2022,4.84,4.25,2.55,1.56,2.0,1.97,1.86,1.47,1.48,1.75,1.64,2.03,1.37,1.09,1.38,1.15,0.97,1.11,1.08,1.12,1.02,1.13,0.85,0.85,1.0,0.85,0.75,0.86,0.94,0.8,1.63,0.75,0.76,0.79,0.63,0.53,0.59,0.67,0.61,0.67,0.5,0.56,0.79,0.54,0.54,0.47,0.26,0.58,0.46,0.55,0.51,0.46,0.42,0.26,0.66,0.35,0.28,0.44,0.39,0.55,0.46,0.44,0.32,0.27,0.37,0.39,0.33,0.14,0.36,0.37,0.38,0.32,0.41,0.34,0.44,0.34,0.36,0.26,0.33,0.34,0.31,0.28,0.24,0.33,0.36,0.24,0.3,0.21,0.3,0.29,0.21,0.3,0.39,0.27,0.23,0.28,0.32,0.12,0.26,0.22,0.2,0.21,0.26,0.26,0.23,0.19,0.12,0.22,0.21,0.21,0.27,0.13,0.24,0.16,0.2,0.32,0.18,0.14,0.12,0.19,0.0,0.17,0.22,0.24,0.21,0.19,0.19,0.19,0.22,0.19,0.14,0.2,0.19,0.18,0.2,0.25,0.16,0.25,0.18,0.1,0.22,0.15,0.16,0.15,0.37,0.17,0.17,0.13,0.17,0.16,0.13,0.12,0.15,0.15,0.14,0.17,0.13,0.0,0.13,0.13,0.0,0.11,0.11,0.14,0.13,0.21,0.32,0.0,0.1,0.1,0.0,0.0,0.0,0.16,0.11,0.0,0.15,0.11,0.0,0.0,0.13,0.14,0.16,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.14,0.0,0.11,0.15,0.12,0.13,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.13,0.13,0.1,0.0,0.1,0.14,0.0,0.0,0.0,0.12,0.12,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.57999999999998
01/03/2022,4.84,4.25,2.55,1.56,2.0,1.97,1.86,1.47,1.48,1.75,1.64,2.03,1.37,1.09,1.38,1.15,0.97,1.11,1.08,1.12,1.02,1.13,0.85,0.85,1.0,0.85,0.75,0.86,0.94,0.8,1.63,0.75,0.76,0.79,0.63,0.53,0.59,0.67,0.61,0.67,0.5,0.56,0.79,0.54,0.54,0.47,0.26,0.58,0.46,0.55,0.51,0.46,0.42,0.26,0.66,0.35,0.28,0.44,0.39,0.55,0.46,0.44,0.32,0.27,0.37,0.39,0.33,0.14,0.36,0.37,0.38,0.32,0.41,0.34,0.44,0.34,0.36,0.26,0.33,0.34,0.31,0.28,0.24,0.33,0.36,0.24,0.3,0.21,0.3,0.29,0.21,0.3,0.39,0.27,0.23,0.28,0.32,0.12,0.26,0.22,0.2,0.21,0.26,0.26,0.23,0.19,0.12,0.22,0.21,0.21,0.27,0.13,0.24,0.16,0.2,0.32,0.18,0.14,0.12,0.19,0.0,0.17,0.22,0.24,0.21,0.19,0.19,0.19,0.22,0.19,0.14,0.2,0.19,0.18,0.2,0.25,0.16,0.25,0.18,0.1,0.22,0.15,0.16,0.15,0.37,0.17,0.17,0.13,0.17,0.16,0.13,0.12,0.15,0.15,0.14,0.17,0.13,0.0,0.13,0.13,0.0,0.11,0.11,0.14,0.13,0.21,0.32,0.0,0.1,0.1,0.0,0.0,0.0,0.16,0.11,0.0,0.15,0.11,0.0,0.0,0.13,0.14,0.16,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.14,0.0,0.11,0.15,0.12,0.13,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.13,0.13,0.1,0.0,0.1,0.14,0.0,0.0,0.0,0.12,0.12,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.57999999999998
01/04/2022,4.84,4.25,2.55,1.56,2.0,1.97,1.86,1.47,1.48,1.75,1.64,2.03,1.37,1.09,1.38,1.15,0.97,1.11,1.08,1.12,1.02,1.13,0.85,0.85,1.0,0.85,0.75,0.86,0.94,0.8,1.63,0.75,0.76,0.79,0.63,0.53,0.59,0.67,0.61,0.67,0.5,0.56,0.79,0.54,0.54,0.47,0.26,0.58,0.46,0.55,0.51,0.46,0.42,0.26,0.66,0.35,0.28,0.44,0.39,0.55,0.46,0.44,0.32,0.27,0.37,0.39,0.33,0.14,0.36,0.37,0.38,0.32,0.41,0.34,0.44,0.34,0.36,0.26,0.33,0.34,0.31,0.28,0.24,0.33,0.36,0.24,0.3,0.21,0.3,0.29,0.21,0.3,0.39,0.27,0.23,0.28,0.32,0.12,0.26,0.22,0.2,0.21,0.26,0.26,0.23,0.19,0.12,0.22,0.21,0.21,0.27,0.13,0.24,0.16,0.2,0.32,0.18,0.14,0.12,0.19,0.0,0.17,0.22,0.24,0.21,0.19,0.19,0.19,0.22,0.19,0.14,0.2,0.19,0.18,0.2,0.25,0.16,0.25,0.18,0.1,0.22,0.15,0.16,0.15,0.37,0.17,0.17,0.13,0.17,0.16,0.13,0.12,0.15,0.15,0.14,0.17,0.13,0.0,0.13,0.13,0.0,0.11,0.11,0.14,0.13,0.21,0.32,0.0,0.1,0.1,0.0,0.0,0.0,0.16,0.11,0.0,0.15,0.11,0.0,0.0,0.13,0.14,0.16,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.14,0.0,0.11,0.15,0.12,0.13,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.13,0.13,0.1,0.0,0.1,0.14,0.0,0.0,0.0,0.12,0.12,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.57999999999998
01/05/2022,4.84,4.25,2.55,1.56,2.0,1.97,1.86,1.47,1.48,1.75,1.64,2.03,1.37,1.09,1.38,1.15,0.97,1.11,1.08,1.12,1.02,1.13,0.85,0.85,1.0,0.85,0.75,0.86,0.94,0.8,1.63,0.75,0.76,0.79,0.63,0.53,0.59,0.67,0.61,0.67,0.5,0.56,0.79,0.54,0.54,0.47,0.26,0.58,0.46,0.55,0.51,0.46,0.42,0.26,0.66,0.35,0.28,0.44,0.39,0.55,0.46,0.44,0.32,0.27,0.37,0.39,0.33,0.14,0.36,0.37,0.38,0.32,0.41,0.34,0.44,0.34,0.36,0.26,0.33,0.34,0.31,0.28,0.24,0.33,0.36,0.24,0.3,0.21,0.3,0.29,0.21,0.3,0.39,0.27,0.23,0.28,0.32,0.12,0.26,0.22,0.2,0.21,0.26,0.26,0.23,0.19,0.12,0.22,0.21,0.21,0.27,0.13,0.24,0.16,0.2,0.32,0.18,0.14,0.12,0.19,0.0,0.17,0.22,0.24,0.21,0.19,0.19,0.19,0.22,0.19,0.14,0.2,0.19,0.18,0.2,0.25,0.16,0.25,0.18,0.1,0.22,0.15,0.16,0.15,0.37,0.17,0.17,0.13,0.17,0.16,0.13,0.12,0.15,0.15,0.14,0.17,0.13,0.0,0.13,0.13,0.0,0.11,0.11,0.14,0.13,0.21,0.32,0.0,0.1,0.1,0.0,0.0,0.0,0.16,0.11,0.0,0.15,0.11,0.0,0.0,0.13,0.14,0.16,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.14,0.0,0.11,0.15,0.12,0.13,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.13,0.13,0.1,0.0,0.1,0.14,0.0,0.0,0.0,0.12,0.12,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.57999999999998
01/06/2022,4.93,4.2,2.58,1.61,2.06,2.03,1.84,1.46,1.52,1.74,1.63,2.03,1.37,1.14,1.35,1.19,0.96,1.12,1.08,1.11,1.03,1.11,0.85,0.85,0.96,0.84,0.75,0.85,0.92,0.8,1.63,0.74,0.77,0.77,0.65,0.53,0.58,0.67,0.63,0.68,0.5,0.56,0.8,0.55,0.54,0.48,0.25,0.57,0.46,0.54,0.5,0.46,0.42,0.26,0.67,0.36,0.27,0.43,0.39,0.56,0.45,0.43,0.33,0.27,0.36,0.39,0.33,0.15,0.36,0.36,0.38,0.32,0.41,0.35,0.44,0.34,0.36,0.25,0.33,0.34,0.31,0.27,0.24,0.33,0.36,0.25,0.3,0.21,0.31,0.29,0.21,0.29,0.38,0.27,0.23,0.27,0.31,0.12,0.26,0.22,0.21,0.21,0.25,0.26,0.23,0.19,0.12,0.21,0.21,0.21,0.26,0.12,0.24,0.16,0.2,0.32,0.18,0.14,0.12,0.19,0.0,0.17,0.22,0.25,0.21,0.2,0.19,0.19,0.22,0.19,0.13,0.2,0.18,0.18,0.2,0.25,0.16,0.24,0.18,0.1,0.22,0.15,0.16,0.15,0.38,0.17,0.17,0.13,0.17,0.15,0.12,0.12,0.15,0.15,0.13,0.17,0.13,0.0,0.13,0.12,0.0,0.11,0.11,0.14,0.13,0.22,0.31,0.0,0.11,0.1,0.0,0.0,0.0,0.16,0.11,0.0,0.15,0.11,0.0,0.0,0.13,0.15,0.17,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.14,0.0,0.11,0.15,0.12,0.12,0.0,0.13,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.15,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.13,0.13,0.1,0.0,0.1,0.14,0.0,0.0,0.0,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7
01/07/2022,4.83,4.1,2.66,1.59,2.12,2.03,1.83,1.45,1.57,1.72,1.61,2.06,1.38,1.18,1.35,1.19,0.92,1.12,1.09,1.1,1.04,1.11,0.85,0.85,0.91,0.83,0.74,0.83,0.93,0.8,1.61,0.75,0.78,0.78,0.65,0.52,0.58,0.68,0.64,0.68,0.5,0.56,0.82,0.54,0.52,0.49,0.25,0.56,0.45,0.54,0.49,0.45,0.44,0.26,0.67,0.37,0.27,0.44,0.4,0.57,0.43,0.44,0.33,0.26,0.36,0.39,0.33,0.14,0.35,0.35,0.39,0.32,0.42,0.36,0.44,0.33,0.37,0.24,0.32,0.35,0.3,0.27,0.24,0.33,0.37,0.25,0.3,0.2,0.31,0.29,0.21,0.28,0.39,0.28,0.23,0.27,0.3,0.12,0.25,0.23,0.21,0.21,0.26,0.26,0.22,0.19,0.13,0.21,0.21,0.21,0.25,0.12,0.24,0.16,0.21,0.31,0.17,0.13,0.13,0.19,0.0,0.17,0.21,0.25,0.21,0.2,0.2,0.18,0.22,0.2,0.13,0.2,0.18,0.19,0.2,0.25,0.16,0.24,0.18,0.1,0.23,0.15,0.16,0.15,0.38,0.17,0.16,0.13,0.18,0.15,0.12,0.12,0.15,0.15,0.13,0.17,0.13,0.1,0.13,0.12,0.0,0.11,0.11,0.13,0.14,0.22,0.32,0.0,0.11,0.0,0.0,0.0,0.0,0.17,0.11,0.0,0.15,0.11,0.0,0.0,0.13,0.15,0.17,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.14,0.0,0.1,0.15,0.12,0.12,0.0,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.15,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.13,0.12,0.13,0.13,0.1,0.0,0.11,0.15,0.0,0.0,0.0,0.12,0.12,0.12,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.6
