,6098.HK,ZTO,300750 C2,1919 HK,586.HK,267.HK,2338 HK,656.HK,3898.HK,601919 C1,3319.HK,2128.HK,002352 C2,144.HK,1882.HK,JOBS,600031 C1,257.HK,390 HK,2869.HK,2588.HK,601668 C1,300124 C2,300014 C2,2357.HK,152.HK,3311.HK,300274 C2,1199.HK,177 HK,1157 HK,753 HK,576.HK,3808.HK,600406 C1,694.HK,552.HK,2208 HK,000338 C2,601816 C1,1055 HK,601100 C1,601390 C1,600893 C1,601989 C1,1995.HK,600760 C1,002050 C2,603899 C1,601877 C1,CASH,000768 C2,000786 C2,000157 C2,002791 C2,601669 C1,600029 C1,002074 C2,601021 C1,601618 C1,601111 C1,000425 C2,600089 C1,600885 C1,600018 C1,300207 C2,600009 C1,600115 C1,601117 C1,002202 C2,002120 C2,002690 C2,002013 C2,603638 C1,601727 C1,600038 C1,002372 C2,600233 C1,600516 C1,600875 C1,600066 C1,600522 C1,631.HK,603338 C1,600170 C1,600372 C1,601636 C1,300070 C2,002081 C2,000738 C2,601598 C1,002212 C2,688006 C1,300751 C2,600153 C1,600879 C1,603613 C1,603218 C1,600862 C1,002430 C2,002266,600150,601615,603185,600039 C1,603185 C1,600039,601615 C1,600862,DIDI,1995 HK,600879,688006,603613,002266 C2,600150 C1,n/a,1157.HK,601766 C1,000009 C2,3898 HK,SUM
08/18/2021,7.21,7.54,7.17,4.29,4.27,4.16,3.2,2.19,2.37,1.72,1.56,1.53,1.52,1.48,1.63,1.36,1.68,1.82,1.29,1.14,1.17,1.26,1.24,1.37,1.25,1.08,1.01,1.39,1.0,0.9,1.01,0.83,0.89,1.0,1.16,0.74,0.78,0.96,0.92,0.68,0.68,0.95,0.74,0.96,0.0,0.0,0.0,0.62,0.46,0.8,0.0,0.0,0.42,0.41,0.52,0.55,0.35,0.5,0.31,0.45,0.3,0.35,0.44,0.36,0.32,0.45,0.25,0.29,0.37,0.33,0.27,0.21,0.3,0.24,0.27,0.22,0.21,0.2,0.27,0.24,0.18,0.18,0.25,0.23,0.16,0.0,0.17,0.14,0.13,0.2,0.13,0.16,0.17,0.32,0.13,0.0,0.12,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.12,0.2,0.0,0.15,0.0,1.33,0.54,0.0,0.0,0.0,0.15,0.14,0.01,0.0,0.0,0.0,0.0,99.99
08/19/2021,7.29,7.4,6.92,4.04,4.39,4.27,3.31,2.18,2.33,1.66,1.58,1.51,1.54,1.51,1.69,1.4,1.62,1.81,1.31,1.18,1.17,1.3,1.24,1.33,1.25,1.09,1.04,1.38,1.03,0.92,0.99,0.84,0.9,1.0,1.1,0.76,0.81,0.94,0.98,0.69,0.7,0.92,0.75,0.96,0.0,0.0,0.0,0.63,0.47,0.78,0.0,0.0,0.43,0.41,0.51,0.56,0.36,0.47,0.32,0.48,0.31,0.35,0.42,0.35,0.33,0.42,0.26,0.3,0.39,0.32,0.27,0.21,0.3,0.25,0.27,0.23,0.22,0.2,0.29,0.25,0.19,0.18,0.25,0.24,0.17,0.0,0.17,0.14,0.14,0.2,0.14,0.16,0.17,0.31,0.14,0.0,0.12,0.17,0.0,0.15,0.0,0.0,0.0,0.0,0.13,0.2,0.0,0.14,0.0,1.31,0.54,0.0,0.0,0.0,0.16,0.14,0.01,0.0,0.0,0.0,0.0,100.06
08/20/2021,7.05,7.48,7.04,4.04,4.37,4.27,3.3,2.19,2.26,1.68,1.61,1.44,1.52,1.49,1.66,1.4,1.61,1.81,1.33,1.14,1.18,1.3,1.22,1.33,1.25,1.12,1.07,1.44,1.02,0.95,0.99,0.87,0.89,1.01,1.11,0.76,0.82,0.93,0.94,0.7,0.73,0.94,0.76,0.95,0.0,0.0,0.0,0.62,0.46,0.76,0.0,0.0,0.44,0.4,0.52,0.62,0.37,0.46,0.34,0.51,0.32,0.35,0.41,0.34,0.33,0.44,0.27,0.31,0.36,0.31,0.27,0.2,0.3,0.25,0.26,0.23,0.22,0.2,0.26,0.27,0.19,0.17,0.25,0.23,0.17,0.0,0.17,0.14,0.13,0.2,0.13,0.16,0.16,0.31,0.14,0.0,0.12,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.19,0.0,0.13,0.0,1.39,0.52,0.0,0.0,0.0,0.16,0.14,0.01,0.0,0.0,0.0,0.0,100.01
08/23/2021,6.82,7.33,7.41,4.14,4.34,4.22,3.32,2.19,2.29,1.7,1.57,1.39,1.51,1.47,1.67,1.45,1.58,1.78,1.32,1.12,1.17,1.32,1.23,1.32,1.29,1.11,1.14,1.37,1.03,0.97,0.93,0.87,0.89,0.99,1.17,0.78,0.81,0.92,0.94,0.69,0.72,0.94,0.77,1.03,0.0,0.0,0.0,0.61,0.46,0.77,0.0,0.0,0.43,0.39,0.45,0.64,0.37,0.48,0.34,0.49,0.33,0.35,0.43,0.35,0.33,0.45,0.27,0.32,0.35,0.32,0.28,0.2,0.31,0.25,0.24,0.27,0.22,0.2,0.27,0.29,0.18,0.16,0.25,0.23,0.17,0.0,0.2,0.15,0.14,0.21,0.13,0.15,0.18,0.32,0.14,0.0,0.12,0.17,0.0,0.15,0.0,0.0,0.0,0.0,0.13,0.19,0.0,0.14,0.0,1.19,0.5,0.0,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,99.97
08/24/2021,6.82,7.33,7.41,4.14,4.34,4.22,3.32,2.19,2.29,1.7,1.57,1.39,1.51,1.47,1.67,1.45,1.58,1.78,1.32,1.12,1.17,1.32,1.23,1.32,1.29,1.11,1.14,1.37,1.03,0.97,0.93,0.87,0.89,0.99,1.17,0.78,0.81,0.92,0.94,0.69,0.72,0.94,0.77,1.03,0.0,0.5,0.0,0.61,0.46,0.77,0.0,0.0,0.43,0.39,0.45,0.64,0.37,0.48,0.34,0.49,0.33,0.35,0.43,0.35,0.33,0.45,0.27,0.32,0.35,0.32,0.28,0.2,0.31,0.25,0.24,0.27,0.22,0.2,0.27,0.29,0.18,0.16,0.25,0.23,0.17,0.0,0.2,0.15,0.14,0.21,0.13,0.15,0.18,0.32,0.14,0.0,0.12,0.17,0.0,0.15,0.0,0.0,0.0,0.0,0.13,0.19,0.0,0.14,0.0,1.19,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,99.97
08/25/2021,6.63,7.7,7.39,3.98,4.38,4.3,3.22,2.17,2.28,1.66,1.53,1.41,1.54,1.45,1.64,1.49,1.59,1.77,1.33,1.08,1.12,1.33,1.22,1.28,1.25,1.11,1.15,1.39,0.98,0.96,0.92,0.88,0.85,0.97,1.2,0.78,0.83,0.96,0.94,0.69,0.72,0.88,0.77,1.02,0.0,0.5,0.0,0.62,0.46,0.78,0.0,0.0,0.43,0.4,0.45,0.64,0.38,0.49,0.34,0.47,0.34,0.36,0.44,0.35,0.34,0.44,0.27,0.31,0.34,0.34,0.29,0.2,0.31,0.25,0.26,0.28,0.22,0.2,0.29,0.32,0.18,0.16,0.24,0.23,0.17,0.0,0.21,0.15,0.14,0.22,0.14,0.15,0.18,0.32,0.14,0.0,0.13,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.13,0.2,0.0,0.14,0.0,1.25,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,99.96
08/26/2021,6.84,7.38,7.62,4.23,4.37,4.27,3.15,2.09,2.39,1.74,1.52,1.4,1.47,1.44,1.62,1.45,1.6,1.77,1.3,1.04,1.06,1.29,1.27,1.27,1.35,1.08,1.11,1.43,0.97,0.96,0.0,0.85,0.89,0.94,1.22,0.77,0.84,1.01,0.92,0.69,0.7,0.88,0.76,1.04,0.0,0.49,0.0,0.62,0.46,0.77,0.0,0.0,0.44,0.39,0.43,0.64,0.37,0.47,0.33,0.47,0.32,0.35,0.44,0.35,0.33,0.43,0.26,0.31,0.34,0.34,0.29,0.21,0.32,0.25,0.25,0.27,0.22,0.2,0.28,0.31,0.18,0.16,0.24,0.23,0.17,0.0,0.21,0.14,0.13,0.22,0.13,0.15,0.17,0.35,0.14,0.0,0.13,0.19,0.0,0.15,0.0,0.0,0.0,0.0,0.13,0.21,0.0,0.16,0.0,1.26,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.9,0.0,0.0,0.0,99.99
08/27/2021,7.01,7.23,7.53,4.1,4.39,4.16,3.23,2.16,2.49,1.69,1.57,1.44,1.54,1.48,1.63,1.43,1.54,1.74,1.28,1.1,1.08,1.26,1.27,1.26,1.38,1.06,1.1,1.43,0.98,0.95,0.89,0.86,0.88,0.92,1.21,0.74,0.82,1.02,0.91,0.67,0.71,0.86,0.75,1.05,0.0,0.52,0.0,0.61,0.46,0.79,0.0,0.0,0.43,0.38,0.43,0.62,0.36,0.47,0.33,0.49,0.32,0.35,0.44,0.35,0.33,0.45,0.26,0.3,0.34,0.34,0.3,0.2,0.31,0.25,0.24,0.27,0.22,0.2,0.29,0.29,0.19,0.16,0.24,0.23,0.16,0.0,0.22,0.14,0.13,0.22,0.13,0.15,0.17,0.34,0.14,0.0,0.13,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.13,0.22,0.0,0.16,0.0,1.4,0.0,0.0,0.0,0.0,0.15,0.15,-0.01,0.0,0.0,0.0,0.0,100.01999999999998
08/30/2021,7.05,7.23,7.48,4.14,4.26,4.29,3.2,2.18,2.4,1.72,1.52,1.45,1.51,1.54,1.63,1.46,1.48,1.69,1.32,1.12,1.08,1.27,1.25,1.2,1.37,1.07,1.15,1.46,0.97,0.93,0.88,0.87,0.89,0.89,1.19,0.8,0.81,0.95,0.89,0.69,0.73,0.85,0.78,1.01,0.0,0.54,0.0,0.6,0.44,0.8,0.0,0.0,0.4,0.37,0.42,0.6,0.37,0.44,0.34,0.55,0.33,0.33,0.49,0.33,0.34,0.44,0.28,0.31,0.38,0.33,0.29,0.2,0.35,0.24,0.26,0.27,0.2,0.2,0.33,0.29,0.19,0.16,0.24,0.21,0.17,0.0,0.23,0.15,0.13,0.21,0.14,0.15,0.16,0.35,0.14,0.0,0.14,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.13,0.23,0.0,0.16,0.0,1.35,0.0,0.0,0.0,0.0,0.15,0.17,0.0,0.0,0.0,0.0,0.0,100.0
08/31/2021,7.05,7.23,7.48,4.14,4.26,4.29,3.2,2.18,2.4,1.72,1.52,1.45,1.51,1.54,1.63,1.46,1.48,1.69,1.32,1.12,1.08,1.27,1.25,1.2,1.37,1.07,1.15,1.46,0.97,0.93,0.0,0.87,0.89,0.89,1.19,0.8,0.81,0.95,0.89,0.69,0.73,0.85,0.78,1.01,0.0,0.54,0.0,0.6,0.44,0.8,0.0,0.0,0.4,0.37,0.42,0.6,0.37,0.44,0.34,0.55,0.33,0.33,0.49,0.33,0.34,0.44,0.28,0.31,0.38,0.33,0.29,0.2,0.35,0.24,0.26,0.27,0.2,0.2,0.33,0.29,0.19,0.16,0.24,0.21,0.17,0.0,0.23,0.15,0.13,0.21,0.14,0.15,0.16,0.35,0.14,0.0,0.14,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.13,0.23,0.0,0.16,0.0,1.35,0.0,0.0,0.0,0.0,0.15,0.17,0.0,0.88,0.0,0.0,0.0,100.0
09/01/2021,7.04,7.24,7.28,4.17,4.29,4.32,3.32,2.11,2.38,1.74,1.52,1.42,1.46,1.54,1.64,1.46,1.49,1.68,1.32,1.08,1.1,1.29,1.26,1.27,1.36,1.05,1.16,1.45,1.0,0.91,0.0,0.86,0.89,0.89,1.17,0.78,0.81,0.95,0.94,0.69,0.71,0.83,0.79,0.97,0.0,0.52,0.0,0.63,0.43,0.85,0.0,0.0,0.39,0.37,0.4,0.62,0.37,0.47,0.33,0.56,0.33,0.33,0.52,0.34,0.33,0.43,0.28,0.3,0.42,0.33,0.29,0.2,0.34,0.24,0.26,0.26,0.21,0.2,0.33,0.28,0.19,0.15,0.24,0.23,0.17,0.0,0.24,0.14,0.13,0.21,0.14,0.15,0.16,0.35,0.14,0.0,0.13,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.25,0.0,0.16,0.0,1.31,0.0,0.0,0.0,0.0,0.16,0.18,0.0,0.89,0.0,0.0,0.0,99.94
09/02/2021,6.9,7.54,7.12,4.29,4.21,4.53,3.2,2.11,2.35,1.73,1.5,1.43,1.43,1.55,1.65,1.44,1.38,1.74,1.32,1.1,1.07,1.26,1.22,1.28,1.42,1.03,1.13,1.55,1.03,0.9,0.0,0.85,0.89,0.93,1.19,0.8,0.84,1.0,0.92,0.67,0.7,0.83,0.77,1.04,0.0,0.51,0.0,0.62,0.43,0.87,0.0,0.0,0.38,0.35,0.38,0.6,0.36,0.49,0.32,0.55,0.32,0.32,0.56,0.34,0.35,0.41,0.26,0.3,0.44,0.35,0.31,0.19,0.35,0.22,0.26,0.24,0.2,0.2,0.35,0.29,0.19,0.16,0.24,0.23,0.16,0.0,0.23,0.15,0.13,0.21,0.14,0.15,0.16,0.36,0.14,0.0,0.13,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.25,0.0,0.16,0.0,1.28,0.0,0.0,0.0,0.0,0.16,0.17,-0.01,0.86,0.0,0.0,0.0,100.03999999999998
09/03/2021,0.0,8.63,7.53,4.46,4.69,5.1,3.44,2.24,2.32,1.71,0.0,1.62,1.71,1.74,1.7,1.64,1.45,1.79,1.34,0.0,1.09,1.31,1.19,1.27,1.46,1.11,1.15,1.49,1.08,0.88,0.9,0.86,0.88,0.95,1.27,0.79,0.9,1.04,0.89,1.27,0.7,0.81,0.75,1.19,0.0,0.0,0.0,0.59,0.42,0.88,0.0,0.0,0.37,0.36,0.31,0.63,0.47,0.46,0.33,0.6,0.32,0.34,0.61,0.31,0.35,0.41,0.28,0.34,0.44,0.34,0.29,0.19,0.36,0.21,0.4,0.24,0.2,0.2,0.32,0.29,0.18,0.15,0.98,0.23,0.17,0.0,0.48,0.15,0.13,0.19,0.14,0.14,0.14,0.58,0.14,0.0,0.23,0.2,0.0,0.22,0.0,0.0,0.0,0.0,0.23,0.62,0.0,0.28,0.0,1.76,0.0,0.0,0.0,0.0,0.23,0.18,0.53,0.0,1.07,0.46,0.0,100.01
09/06/2021,0.0,9.05,7.38,4.08,4.76,5.07,3.41,2.32,2.21,1.61,0.0,1.48,1.66,1.77,1.67,1.61,1.55,1.74,1.49,0.0,1.08,1.4,1.16,1.16,1.39,1.1,1.24,1.33,1.04,0.86,0.96,0.85,0.87,0.96,1.31,0.8,0.89,1.15,0.86,1.28,0.68,0.8,0.82,1.09,0.0,0.0,0.0,0.6,0.4,0.86,0.0,0.0,0.39,0.4,0.29,0.69,0.47,0.45,0.34,0.6,0.32,0.38,0.66,0.3,0.36,0.38,0.28,0.34,0.46,0.36,0.33,0.18,0.34,0.2,0.41,0.23,0.19,0.22,0.32,0.3,0.18,0.16,1.01,0.24,0.17,0.0,0.46,0.16,0.13,0.19,0.14,0.14,0.24,0.51,0.14,0.0,0.21,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.24,0.67,0.0,0.28,0.0,1.85,0.0,0.0,0.0,0.0,0.24,0.77,-0.05,0.0,1.09,0.41,0.0,99.97
09/08/2021,0.0,9.27,7.3,4.2,4.8,5.19,3.4,2.35,2.22,1.62,0.0,1.51,1.64,1.77,1.67,1.61,1.54,1.77,1.54,0.0,1.08,1.37,1.14,1.1,1.33,1.09,1.28,1.31,1.06,0.87,0.96,0.86,0.87,0.96,1.28,0.81,0.9,1.16,0.84,1.28,0.69,0.77,0.8,1.02,0.0,0.0,0.0,0.59,0.39,0.78,0.0,0.0,0.4,0.39,0.28,0.69,0.49,0.44,0.35,0.58,0.33,0.37,0.7,0.3,0.36,0.36,0.29,0.35,0.45,0.39,0.33,0.18,0.33,0.21,0.4,0.22,0.19,0.22,0.29,0.29,0.18,0.16,1.02,0.23,0.17,0.0,0.47,0.15,0.13,0.18,0.15,0.14,0.23,0.48,0.14,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0.24,0.6,0.0,0.3,0.0,1.9,0.0,0.0,0.0,0.0,0.22,0.71,-0.05,0.0,1.05,0.37,0.0,99.97
09/09/2021,0.0,9.27,7.3,4.2,4.8,5.19,3.4,2.35,2.22,1.62,0.0,1.51,1.64,1.77,1.67,1.61,1.54,1.77,1.54,0.0,1.08,1.37,1.14,1.1,1.33,1.09,1.28,1.31,1.06,0.87,0.96,0.86,0.87,0.96,1.28,0.81,0.9,1.16,0.84,1.28,0.69,0.77,0.8,1.02,0.0,0.0,0.0,0.59,0.39,0.78,0.0,0.0,0.4,0.39,0.28,0.69,0.49,0.44,0.35,0.58,0.33,0.37,0.7,0.3,0.36,0.36,0.29,0.35,0.45,0.39,0.33,0.18,0.33,0.21,0.4,0.22,0.19,0.22,0.29,0.29,0.18,0.16,1.02,0.23,0.17,0.0,0.47,0.15,0.13,0.18,0.15,0.14,0.23,0.48,0.14,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0.24,0.6,0.0,0.3,0.0,1.9,0.0,0.0,0.0,0.0,0.22,0.71,-0.05,0.0,1.05,0.37,0.0,99.97
09/10/2021,0.0,9.26,7.55,4.34,4.77,4.95,3.39,2.28,1.96,1.66,0.0,1.49,1.68,1.71,1.62,1.58,1.56,1.91,1.56,0.0,1.05,1.37,1.18,1.21,1.32,1.18,1.27,1.3,1.0,0.85,0.99,0.86,0.86,0.94,1.17,0.79,0.89,1.14,0.85,1.26,0.68,0.79,0.82,1.02,0.0,0.0,0.0,0.6,0.39,0.76,0.0,0.0,0.41,0.4,0.29,0.79,0.48,0.47,0.35,0.62,0.33,0.37,0.69,0.3,0.36,0.37,0.29,0.34,0.44,0.38,0.32,0.18,0.36,0.2,0.39,0.22,0.19,0.23,0.28,0.28,0.18,0.16,1.0,0.23,0.17,0.0,0.44,0.15,0.13,0.19,0.15,0.14,0.24,0.48,0.14,0.0,0.22,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0.25,0.58,0.0,0.28,0.0,2.0,0.0,0.0,0.0,0.0,0.22,0.71,-0.03,0.0,1.04,0.38,0.0,100.01
09/13/2021,0.0,9.22,7.5,4.29,4.77,5.06,3.35,2.23,1.95,1.67,0.0,1.42,1.83,1.72,1.63,1.53,1.53,1.9,1.57,0.0,1.08,1.42,1.14,1.23,1.3,1.14,1.29,1.27,0.99,0.87,0.98,0.88,0.87,0.9,1.09,0.8,0.87,1.11,0.84,1.31,0.7,0.79,0.84,1.05,0.0,0.0,0.0,0.59,0.38,0.71,0.0,0.0,0.41,0.4,0.28,0.85,0.49,0.48,0.35,0.68,0.34,0.37,0.66,0.31,0.37,0.36,0.29,0.36,0.48,0.38,0.33,0.18,0.36,0.2,0.39,0.22,0.19,0.24,0.3,0.32,0.18,0.17,1.01,0.21,0.18,0.0,0.41,0.16,0.13,0.19,0.16,0.14,0.23,0.46,0.15,0.0,0.22,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.54,0.0,0.27,0.0,1.87,0.0,0.0,0.0,0.0,0.23,0.82,-0.04,0.0,1.07,0.36,0.0,99.96
09/14/2021,0.0,9.22,7.5,4.29,4.77,5.06,3.35,2.23,1.95,1.67,0.0,1.42,1.83,1.72,1.63,1.53,1.53,1.9,1.57,0.0,1.08,1.42,1.14,1.23,1.3,1.14,1.29,1.27,0.99,0.87,0.98,0.88,0.87,0.9,1.09,0.8,0.87,1.11,0.84,1.31,0.7,0.79,0.84,1.05,0.0,0.0,0.0,0.59,0.38,0.71,0.0,0.0,0.41,0.4,0.28,0.85,0.49,0.48,0.35,0.68,0.34,0.37,0.66,0.31,0.37,0.36,0.29,0.36,0.48,0.38,0.33,0.18,0.36,0.2,0.39,0.22,0.19,0.24,0.3,0.32,0.18,0.17,1.01,0.21,0.18,0.0,0.41,0.16,0.13,0.19,0.16,0.14,0.23,0.46,0.15,0.0,0.22,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.54,0.0,0.27,0.0,1.87,0.0,0.0,0.0,0.0,0.23,0.82,-0.04,0.0,1.07,0.36,0.0,99.96
09/15/2021,0.0,9.11,7.43,4.59,4.75,5.01,3.31,2.25,1.94,1.79,0.0,1.47,1.81,1.73,1.63,1.51,1.53,1.88,1.58,0.0,1.13,1.4,1.14,1.19,1.29,1.15,1.29,1.32,0.98,0.86,1.0,0.88,0.85,0.89,1.13,0.81,0.85,1.13,0.82,1.3,0.71,0.79,0.83,1.03,0.0,0.0,0.0,0.56,0.37,0.72,0.0,0.0,0.41,0.41,0.32,0.87,0.49,0.49,0.36,0.64,0.33,0.36,0.65,0.31,0.37,0.37,0.29,0.36,0.52,0.38,0.33,0.18,0.36,0.2,0.38,0.22,0.19,0.25,0.28,0.3,0.17,0.16,0.98,0.22,0.18,0.0,0.41,0.15,0.13,0.19,0.16,0.14,0.23,0.43,0.16,0.0,0.22,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.51,0.0,0.27,0.0,1.78,0.0,0.0,0.0,0.0,0.24,0.74,0.11,0.0,1.06,0.35,0.0,99.99
09/16/2021,0.0,9.16,7.48,4.63,4.82,5.12,3.18,2.22,1.88,1.86,0.0,1.44,1.79,1.73,1.63,1.5,1.49,2.07,1.61,0.0,1.15,1.42,1.11,1.13,1.26,1.15,1.28,1.25,0.99,0.86,0.99,0.88,0.86,0.89,1.14,0.79,0.85,1.12,0.81,1.29,0.69,0.76,0.85,1.0,0.0,0.0,0.0,0.55,0.38,0.71,0.0,0.0,0.42,0.41,0.32,0.87,0.49,0.47,0.34,0.67,0.33,0.36,0.62,0.3,0.38,0.35,0.28,0.35,0.52,0.38,0.34,0.19,0.36,0.2,0.38,0.22,0.19,0.25,0.29,0.3,0.17,0.16,0.98,0.21,0.18,0.0,0.39,0.16,0.13,0.19,0.17,0.13,0.24,0.41,0.16,0.0,0.24,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.26,0.5,0.0,0.27,0.0,1.81,0.0,0.0,0.0,0.0,0.24,0.75,0.1,0.0,1.04,0.33,0.0,99.97
09/17/2021,0.0,9.11,7.98,4.44,4.84,5.05,3.13,2.25,1.92,1.8,0.0,1.46,1.87,1.74,1.63,1.52,1.48,2.03,1.54,0.0,1.17,1.38,1.13,1.19,1.26,1.17,1.21,1.27,1.0,0.87,0.97,0.84,0.85,0.86,1.14,0.78,0.85,1.13,0.8,1.26,0.68,0.76,0.81,0.99,0.0,0.0,0.0,0.55,0.38,0.75,0.0,0.0,0.4,0.4,0.32,0.85,0.48,0.48,0.34,0.62,0.32,0.36,0.61,0.31,0.38,0.38,0.28,0.34,0.51,0.4,0.35,0.19,0.35,0.21,0.38,0.22,0.19,0.26,0.3,0.3,0.17,0.16,0.98,0.21,0.18,0.0,0.39,0.16,0.13,0.19,0.16,0.13,0.24,0.42,0.16,0.0,0.23,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.27,0.52,0.0,0.27,0.0,1.79,0.0,0.0,0.0,0.0,0.24,0.72,0.14,0.0,1.03,0.37,0.0,100.03
09/20/2021,0.0,9.43,7.68,4.27,4.93,5.12,3.11,2.25,1.89,1.71,0.0,1.33,1.92,1.78,1.68,1.54,1.51,2.02,1.58,0.0,1.18,1.37,1.11,1.14,1.25,1.16,1.24,1.22,1.03,0.88,0.98,0.82,0.85,0.85,1.22,0.74,0.88,1.19,0.8,1.3,0.66,0.76,0.82,0.97,0.0,0.0,0.0,0.54,0.39,0.73,0.0,0.0,0.37,0.41,0.3,0.82,0.48,0.47,0.34,0.6,0.33,0.36,0.59,0.33,0.39,0.37,0.28,0.34,0.5,0.43,0.34,0.18,0.36,0.21,0.4,0.22,0.18,0.25,0.33,0.3,0.17,0.17,1.0,0.2,0.18,0.0,0.36,0.16,0.13,0.21,0.16,0.14,0.24,0.41,0.16,0.0,0.24,0.23,0.0,0.2,0.0,0.0,0.0,0.0,0.28,0.49,0.0,0.31,0.0,1.77,0.0,0.0,0.0,0.0,0.24,0.73,0.14,0.0,1.04,0.34,0.0,100.01
09/21/2021,0.0,9.43,7.68,4.27,4.93,5.12,3.11,2.25,1.89,1.71,0.0,1.33,1.92,1.78,1.68,1.54,1.51,2.02,1.58,0.0,1.18,1.37,1.11,1.14,1.25,1.16,1.24,1.22,1.03,0.88,0.98,0.82,0.85,0.85,1.22,0.74,0.88,1.19,0.8,1.3,0.66,0.76,0.82,0.97,0.0,0.0,0.0,0.54,0.39,0.73,0.0,0.0,0.37,0.41,0.3,0.82,0.48,0.47,0.34,0.6,0.33,0.36,0.59,0.33,0.39,0.37,0.28,0.34,0.5,0.43,0.34,0.18,0.36,0.21,0.4,0.22,0.18,0.25,0.33,0.3,0.17,0.17,1.0,0.2,0.18,0.0,0.36,0.16,0.13,0.21,0.16,0.14,0.24,0.41,0.16,0.0,0.24,0.23,0.0,0.2,0.0,0.0,0.0,0.0,0.28,0.49,0.0,0.31,0.0,1.77,0.0,0.0,0.0,0.0,0.24,0.73,0.14,0.0,1.04,0.34,0.0,100.01
09/22/2021,0.0,9.53,7.74,4.35,4.88,5.03,3.14,2.15,1.92,1.72,0.0,1.29,1.91,1.78,1.69,1.55,1.48,2.0,1.55,0.0,1.18,1.36,1.11,1.14,1.27,1.14,1.22,1.19,1.08,0.86,0.99,0.83,0.79,0.86,1.31,0.73,0.89,1.24,0.81,1.3,0.66,0.73,0.81,0.93,0.0,0.0,0.0,0.53,0.39,0.73,0.0,0.0,0.37,0.4,0.31,0.83,0.48,0.45,0.35,0.6,0.33,0.36,0.59,0.33,0.39,0.35,0.29,0.34,0.49,0.45,0.36,0.19,0.35,0.21,0.41,0.21,0.18,0.27,0.31,0.31,0.17,0.17,0.98,0.2,0.18,0.0,0.35,0.16,0.12,0.19,0.16,0.14,0.24,0.4,0.16,0.0,0.24,0.24,0.0,0.19,0.0,0.0,0.0,0.0,0.29,0.46,0.0,0.33,0.0,1.8,0.0,0.0,0.0,0.0,0.26,0.76,0.14,0.0,1.03,0.36,0.0,100.02
09/23/2021,0.0,9.47,7.82,4.22,5.06,4.95,3.09,2.19,1.88,1.74,0.0,1.25,1.93,1.76,1.63,1.53,1.5,2.01,1.51,0.0,1.18,1.38,1.12,1.16,1.25,1.12,1.21,1.2,1.08,0.86,0.98,0.83,0.81,0.83,1.32,0.73,0.89,1.22,0.82,1.32,0.65,0.73,0.82,0.94,0.0,0.0,0.0,0.53,0.4,0.74,0.0,0.0,0.37,0.41,0.31,0.84,0.49,0.46,0.35,0.61,0.34,0.37,0.6,0.33,0.4,0.35,0.29,0.34,0.49,0.45,0.36,0.19,0.36,0.21,0.41,0.22,0.18,0.27,0.32,0.31,0.17,0.18,0.98,0.2,0.18,0.0,0.36,0.16,0.12,0.2,0.17,0.14,0.24,0.4,0.16,0.0,0.24,0.24,0.0,0.19,0.0,0.0,0.0,0.0,0.3,0.47,0.0,0.34,0.0,1.7,0.0,0.0,0.0,0.0,0.26,0.77,0.17,0.0,1.04,0.36,0.0,100.03
