,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,V,JNJ,HD,DIS,ADBE,MA,UNH,PYPL,BAC,PG,BRK.B,PEP,KO,NEE,CSCO,TXN,INTC,CRM,XOM,VZ,NFLX,NKE,CMCSA,AXP,BLK,TMO,MMM,RTX,HON,LLY,MRK,C,ACN,CVX,MS,INTU,IBM,ABBV,LIN,T,LOW,AMGN,AMAT,AMT,BMY,MCD,PFE,COST,ABT,ZTS,TGT,ADP,UPS,MMC,JCI,ORCL,GILD,CAT,PLD,NOW,EQIX,UNP,LRCX,AVGO,QCOM,ECL,CL,XYL,COP,A,CI,DHR,SBUX,WST,ISRG,SPGI,CCI,EW,EXPD,DE,GE,TT,LHX,AMD,KMB,INFO,CSX,ES,TFC,CVS,PEG,SQ,ADSK,GS,IDXX,MET,ANTM,NSC,K,BKNG,SCHW,CME,XTSLA,ILMN,SLB,APTV,EXC,MU,SRE,BK,PNC,MELI,CB,WAT,MCO,HLT,ED,VRTX,TJX,HCA,TWLO,BIIB,FIS,MDT,GWW,ZM,PEAK,ROP,TROW,RF,CBRE,PRU,MDLZ,FDX,TRV,PPG,HBAN,DXCM,WDAY,MRNA,BBY,ANSS,SNAP,PODD,ADM,WY,FISV,NTRS,ITW,DOCU,VFC,AMCR,CERN,WELL,CMI,MSI,STT,RMD,OKTA,HUM,AIG,NEM,APD,CLX,MTD,KSU,SNPS,SHW,HRL,HES,BDX,IFF,TMUS,DD,UBER,LULU,GIS,TRMB,PINS,HPE,TWTR,CDNS,USB,MRVL,ROKU,EBAY,CRWD,KR,NXPI,PSX,ALLY,EQR,SPG,IPG,FAST,KEYS,DGX,KDP,CARR,CHRW,REGN,ATVI,HOLX,EXAS,SPLK,HPQ,CMG,HUBS,ALGN,GE.,FTV,TDY,MPC,RHI,XLNX,ADI,BLL,HII,SNOW,IEX,ETR,DOW,LDOS,VTR,HAS,CZR,MDB,BG,MTN,OXY,SIVB,ON,MOS,NET,BKR,LNG,OKE,ETSY,MKC,ICE,STE,DFS,BXP,SYF,n/a,TAP,VLO,HAL,VMW,EOG,DISCK,PLUG,DRI,IQV,MGM,ZBRA,HWM,BF.B,J,ZI,MAR,PTC,BWA,PNR,ODFL,ROST,RNG,BILL,STX,CNC,LH,BKI,CTVA,VIAC,DOV,ARE,CBOE,LUMN,LII,SWKS,CPRT,ABNB,COUP,SUM
10/28/2021,5.86,5.54,3.58,1.73,1.96,1.92,1.54,2.07,1.27,1.02,0.94,1.15,0.88,0.92,0.8,0.84,0.67,0.95,0.79,0.58,0.75,0.71,0.77,0.73,0.77,0.58,0.77,0.58,0.49,0.65,0.55,0.48,0.59,0.54,0.54,0.56,0.49,0.48,0.5,0.5,0.52,0.55,0.51,0.52,0.52,0.45,0.42,0.49,0.37,0.51,0.41,0.44,0.41,0.35,0.39,0.32,0.41,0.37,0.41,0.39,0.43,0.31,0.36,0.41,0.37,0.31,0.3,0.36,0.4,0.31,0.26,0.3,0.24,0.22,0.36,0.28,0.34,0.41,0.3,0.26,0.39,0.25,0.32,0.28,0.29,0.24,0.29,0.33,0.26,0.22,0.27,0.28,0.32,0.25,0.23,0.26,0.29,0.29,0.25,0.25,0.25,0.24,0.23,0.23,0.28,0.25,0.23,0.26,0.23,0.24,0.22,0.19,0.19,0.23,0.26,0.25,0.18,0.19,0.25,0.21,0.19,0.23,0.21,0.21,0.23,0.21,0.19,0.2,0.2,0.21,0.15,0.14,0.0,0.27,0.0,0.18,0.19,0.17,0.26,0.21,0.2,0.0,0.0,0.18,0.15,0.25,0.2,0.19,0.27,0.22,0.16,0.0,0.16,0.17,0.19,0.16,0.2,0.16,0.13,0.14,0.16,0.16,0.16,0.15,0.16,0.19,0.16,0.15,0.15,0.19,0.13,0.0,0.13,0.17,0.15,0.14,0.0,0.0,0.2,0.0,0.13,0.0,0.0,0.0,0.15,0.14,0.17,0.0,0.13,0.0,0.15,0.14,0.15,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.22,0.18,0.2,0.18,0.15,0.0,0.0,0.13,0.0,0.0,0.13,0.14,0.14,0.13,0.15,0.14,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.21999999999998
10/29/2021,5.88,5.56,3.63,1.66,1.97,1.94,1.64,2.05,1.27,1.01,0.94,1.14,0.88,0.91,0.79,0.84,0.66,0.95,0.8,0.58,0.76,0.71,0.78,0.74,0.76,0.56,0.77,0.59,0.49,0.65,0.55,0.48,0.58,0.55,0.54,0.56,0.48,0.48,0.5,0.5,0.51,0.55,0.51,0.53,0.52,0.44,0.42,0.49,0.36,0.51,0.41,0.42,0.42,0.35,0.38,0.33,0.41,0.37,0.41,0.39,0.43,0.33,0.36,0.41,0.36,0.31,0.29,0.36,0.4,0.31,0.26,0.3,0.24,0.22,0.38,0.29,0.34,0.41,0.3,0.26,0.39,0.25,0.32,0.29,0.3,0.24,0.29,0.33,0.25,0.23,0.27,0.26,0.32,0.25,0.24,0.26,0.29,0.29,0.25,0.25,0.25,0.24,0.23,0.23,0.28,0.25,0.23,0.26,0.24,0.24,0.22,0.19,0.19,0.23,0.26,0.25,0.18,0.2,0.25,0.21,0.2,0.23,0.21,0.21,0.23,0.21,0.19,0.2,0.2,0.2,0.15,0.14,0.0,0.27,0.0,0.19,0.19,0.17,0.26,0.21,0.2,0.0,0.0,0.17,0.15,0.25,0.19,0.19,0.27,0.22,0.16,0.0,0.16,0.17,0.19,0.16,0.2,0.16,0.13,0.14,0.16,0.16,0.16,0.14,0.16,0.19,0.16,0.15,0.15,0.18,0.13,0.0,0.13,0.17,0.15,0.14,0.0,0.0,0.2,0.0,0.13,0.0,0.0,0.0,0.15,0.14,0.16,0.0,0.0,0.0,0.15,0.14,0.15,0.0,0.14,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.16,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.22,0.18,0.19,0.18,0.14,0.0,0.0,0.13,0.0,0.0,0.13,0.13,0.14,0.13,0.15,0.14,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.25
11/01/2021,5.98,5.79,3.69,1.66,2.05,2.02,1.65,2.16,1.26,0.91,0.92,1.14,0.86,0.9,0.73,0.84,0.64,0.94,0.79,0.57,0.75,0.73,0.79,0.74,0.72,0.56,0.78,0.57,0.49,0.65,0.55,0.46,0.56,0.55,0.55,0.55,0.47,0.48,0.51,0.53,0.51,0.55,0.51,0.52,0.52,0.44,0.42,0.49,0.37,0.51,0.41,0.43,0.41,0.34,0.4,0.32,0.41,0.37,0.41,0.39,0.43,0.32,0.36,0.41,0.36,0.31,0.3,0.36,0.4,0.32,0.26,0.3,0.24,0.22,0.36,0.29,0.34,0.4,0.3,0.26,0.39,0.25,0.32,0.29,0.3,0.24,0.29,0.32,0.25,0.22,0.27,0.25,0.31,0.25,0.24,0.27,0.28,0.28,0.25,0.25,0.25,0.24,0.23,0.23,0.27,0.24,0.23,0.25,0.23,0.23,0.22,0.19,0.19,0.22,0.26,0.25,0.18,0.19,0.25,0.2,0.19,0.24,0.21,0.22,0.23,0.21,0.18,0.19,0.21,0.16,0.15,0.13,0.0,0.26,0.0,0.19,0.18,0.18,0.25,0.21,0.19,0.0,0.0,0.17,0.15,0.24,0.19,0.19,0.27,0.22,0.16,0.0,0.16,0.17,0.19,0.14,0.2,0.16,0.13,0.14,0.16,0.16,0.16,0.15,0.16,0.19,0.16,0.14,0.15,0.19,0.0,0.0,0.13,0.17,0.15,0.14,0.0,0.0,0.19,0.0,0.13,0.0,0.0,0.0,0.15,0.14,0.17,0.0,0.0,0.0,0.15,0.14,0.15,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.16,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.21,0.19,0.19,0.18,0.15,0.13,0.0,0.0,0.0,0.13,0.13,0.13,0.15,0.13,0.15,0.13,0.0,0.14,0.15,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.34
11/02/2021,5.86,5.91,3.6,1.69,2.08,2.05,1.69,2.23,1.25,0.91,0.92,1.14,0.85,0.92,0.74,0.85,0.63,0.94,0.79,0.57,0.75,0.73,0.78,0.74,0.72,0.57,0.78,0.57,0.49,0.66,0.55,0.45,0.55,0.55,0.56,0.54,0.47,0.48,0.51,0.54,0.5,0.55,0.51,0.52,0.53,0.43,0.44,0.49,0.36,0.51,0.4,0.44,0.41,0.35,0.4,0.33,0.41,0.37,0.42,0.39,0.44,0.32,0.36,0.4,0.36,0.3,0.3,0.35,0.41,0.31,0.26,0.3,0.24,0.22,0.36,0.28,0.34,0.39,0.3,0.26,0.4,0.23,0.32,0.29,0.3,0.24,0.3,0.32,0.25,0.22,0.27,0.26,0.31,0.24,0.24,0.26,0.28,0.28,0.25,0.24,0.24,0.24,0.23,0.23,0.26,0.24,0.23,0.25,0.23,0.23,0.22,0.2,0.19,0.22,0.26,0.25,0.18,0.19,0.25,0.2,0.19,0.24,0.21,0.22,0.23,0.21,0.19,0.2,0.21,0.17,0.15,0.13,0.0,0.28,0.0,0.19,0.18,0.18,0.25,0.21,0.19,0.0,0.0,0.17,0.15,0.24,0.21,0.19,0.27,0.22,0.16,0.0,0.16,0.16,0.18,0.14,0.2,0.16,0.13,0.14,0.16,0.17,0.16,0.14,0.16,0.19,0.15,0.14,0.15,0.18,0.0,0.0,0.13,0.17,0.15,0.14,0.0,0.0,0.19,0.0,0.13,0.0,0.0,0.0,0.16,0.14,0.17,0.0,0.0,0.0,0.15,0.14,0.15,0.0,0.14,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.16,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.21,0.19,0.19,0.19,0.14,0.0,0.0,0.13,0.0,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.0,0.13,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.47
11/03/2021,5.86,5.91,3.6,1.69,2.08,2.05,1.69,2.23,1.25,0.91,0.92,1.14,0.85,0.92,0.74,0.85,0.63,0.94,0.79,0.57,0.75,0.73,0.78,0.74,0.72,0.57,0.78,0.57,0.49,0.66,0.55,0.45,0.55,0.55,0.56,0.54,0.47,0.48,0.51,0.54,0.5,0.55,0.51,0.52,0.53,0.43,0.44,0.49,0.36,0.51,0.4,0.44,0.41,0.35,0.4,0.33,0.41,0.37,0.42,0.39,0.44,0.32,0.36,0.4,0.36,0.3,0.3,0.35,0.41,0.31,0.26,0.3,0.24,0.22,0.36,0.28,0.34,0.39,0.3,0.26,0.4,0.23,0.32,0.29,0.3,0.24,0.3,0.32,0.25,0.22,0.27,0.26,0.31,0.24,0.24,0.26,0.28,0.28,0.25,0.24,0.24,0.24,0.23,0.23,0.26,0.24,0.23,0.25,0.23,0.23,0.22,0.2,0.19,0.22,0.26,0.25,0.18,0.19,0.25,0.2,0.19,0.24,0.21,0.22,0.23,0.21,0.19,0.2,0.21,0.17,0.15,0.13,0.0,0.28,0.0,0.19,0.18,0.18,0.25,0.21,0.19,0.0,0.0,0.17,0.15,0.24,0.21,0.19,0.27,0.22,0.16,0.0,0.16,0.16,0.18,0.14,0.2,0.16,0.13,0.14,0.16,0.17,0.16,0.14,0.16,0.19,0.15,0.14,0.15,0.18,0.0,0.0,0.13,0.17,0.15,0.14,0.0,0.0,0.19,0.0,0.13,0.0,0.0,0.0,0.16,0.14,0.17,0.0,0.0,0.0,0.15,0.14,0.15,0.0,0.14,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.16,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.21,0.19,0.19,0.19,0.14,0.0,0.0,0.13,0.0,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.0,0.13,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.47
11/04/2021,5.81,5.85,3.54,1.72,2.01,1.98,1.7,2.41,1.25,0.91,0.92,1.12,0.86,0.9,0.73,0.83,0.62,0.94,0.79,0.56,0.75,0.73,0.78,0.74,0.71,0.57,0.79,0.58,0.48,0.65,0.55,0.46,0.55,0.54,0.56,0.54,0.47,0.48,0.5,0.53,0.5,0.54,0.51,0.53,0.52,0.44,0.44,0.49,0.36,0.51,0.41,0.44,0.41,0.35,0.4,0.32,0.41,0.37,0.41,0.38,0.43,0.32,0.35,0.4,0.35,0.3,0.3,0.35,0.4,0.31,0.26,0.31,0.24,0.23,0.36,0.28,0.34,0.39,0.3,0.26,0.39,0.24,0.32,0.29,0.29,0.24,0.28,0.33,0.26,0.22,0.27,0.25,0.32,0.24,0.24,0.26,0.28,0.28,0.25,0.25,0.24,0.24,0.23,0.23,0.27,0.24,0.23,0.26,0.24,0.23,0.21,0.19,0.19,0.22,0.27,0.25,0.18,0.19,0.25,0.2,0.19,0.23,0.21,0.21,0.23,0.21,0.19,0.2,0.21,0.17,0.15,0.13,0.0,0.29,0.0,0.19,0.18,0.18,0.25,0.2,0.19,0.0,0.0,0.17,0.15,0.24,0.21,0.19,0.26,0.22,0.16,0.0,0.16,0.16,0.19,0.14,0.2,0.16,0.13,0.14,0.16,0.17,0.16,0.15,0.16,0.19,0.15,0.14,0.15,0.19,0.0,0.0,0.13,0.17,0.15,0.14,0.0,0.0,0.19,0.0,0.13,0.0,0.0,0.0,0.16,0.14,0.16,0.0,0.0,0.0,0.15,0.14,0.15,0.0,0.14,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.21,0.19,0.19,0.19,0.15,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.14,0.13,0.15,0.14,0.13,0.13,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.24
11/05/2021,5.84,5.91,3.52,1.7,2.03,2.0,1.74,2.33,1.25,0.9,0.93,1.12,0.85,0.9,0.72,0.83,0.62,0.94,0.8,0.57,0.75,0.73,0.77,0.76,0.72,0.58,0.78,0.57,0.48,0.65,0.55,0.46,0.55,0.55,0.56,0.55,0.46,0.48,0.52,0.54,0.49,0.55,0.51,0.53,0.52,0.44,0.45,0.5,0.36,0.51,0.42,0.45,0.41,0.35,0.4,0.34,0.41,0.37,0.41,0.39,0.44,0.31,0.35,0.41,0.36,0.3,0.3,0.36,0.4,0.31,0.26,0.31,0.24,0.23,0.37,0.28,0.33,0.38,0.3,0.26,0.4,0.24,0.33,0.29,0.29,0.24,0.29,0.32,0.25,0.22,0.27,0.24,0.33,0.25,0.23,0.26,0.28,0.28,0.25,0.24,0.24,0.24,0.23,0.22,0.27,0.23,0.23,0.26,0.23,0.23,0.22,0.24,0.19,0.22,0.27,0.25,0.18,0.19,0.25,0.2,0.19,0.23,0.2,0.21,0.22,0.21,0.18,0.2,0.21,0.17,0.15,0.13,0.0,0.29,0.0,0.19,0.18,0.18,0.25,0.2,0.19,0.0,0.0,0.17,0.15,0.24,0.22,0.19,0.27,0.22,0.16,0.0,0.16,0.16,0.18,0.14,0.2,0.16,0.13,0.14,0.16,0.17,0.16,0.14,0.16,0.19,0.15,0.15,0.14,0.18,0.0,0.0,0.14,0.17,0.15,0.14,0.0,0.0,0.18,0.0,0.13,0.0,0.14,0.0,0.16,0.14,0.17,0.0,0.0,0.0,0.15,0.14,0.15,0.0,0.14,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.21,0.19,0.18,0.19,0.15,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.14,0.13,0.15,0.14,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.42999999999998
11/08/2021,5.81,5.9,3.65,1.72,2.05,2.02,1.94,2.42,1.22,0.89,0.92,1.13,0.85,0.93,0.73,0.83,0.61,0.92,0.79,0.56,0.75,0.72,0.76,0.74,0.72,0.58,0.79,0.56,0.47,0.63,0.57,0.46,0.54,0.55,0.56,0.54,0.46,0.48,0.54,0.54,0.48,0.55,0.5,0.5,0.52,0.41,0.44,0.5,0.35,0.51,0.41,0.47,0.4,0.35,0.4,0.32,0.42,0.37,0.41,0.38,0.43,0.31,0.34,0.4,0.35,0.3,0.29,0.36,0.4,0.3,0.25,0.31,0.25,0.26,0.37,0.28,0.33,0.38,0.3,0.25,0.38,0.24,0.32,0.29,0.29,0.24,0.28,0.34,0.25,0.22,0.26,0.25,0.35,0.24,0.23,0.26,0.27,0.28,0.26,0.24,0.23,0.24,0.22,0.22,0.26,0.23,0.22,0.26,0.23,0.23,0.21,0.24,0.19,0.22,0.27,0.25,0.18,0.19,0.24,0.19,0.19,0.23,0.19,0.2,0.23,0.21,0.19,0.2,0.2,0.18,0.15,0.13,0.0,0.29,0.0,0.18,0.18,0.18,0.25,0.21,0.19,0.0,0.0,0.17,0.15,0.23,0.21,0.19,0.22,0.23,0.17,0.0,0.15,0.16,0.19,0.14,0.2,0.16,0.13,0.14,0.16,0.17,0.16,0.14,0.16,0.18,0.15,0.14,0.14,0.18,0.0,0.0,0.13,0.17,0.15,0.15,0.0,0.0,0.18,0.0,0.0,0.0,0.14,0.0,0.16,0.14,0.16,0.0,0.0,0.0,0.16,0.13,0.15,0.0,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.21,0.18,0.17,0.19,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.13,0.14,0.14,0.14,0.0,0.16,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.44999999999999
11/09/2021,5.81,5.88,3.69,1.75,2.05,2.02,1.93,2.4,1.22,0.92,0.91,1.11,0.87,0.92,0.75,0.82,0.6,0.91,0.8,0.56,0.76,0.73,0.76,0.74,0.73,0.58,0.79,0.57,0.47,0.61,0.58,0.47,0.55,0.55,0.54,0.54,0.47,0.49,0.52,0.49,0.48,0.55,0.5,0.5,0.51,0.42,0.44,0.5,0.35,0.51,0.41,0.48,0.39,0.35,0.4,0.36,0.42,0.35,0.41,0.37,0.44,0.31,0.34,0.4,0.35,0.3,0.3,0.35,0.4,0.29,0.26,0.32,0.25,0.27,0.37,0.29,0.34,0.39,0.29,0.25,0.37,0.25,0.3,0.29,0.29,0.23,0.29,0.32,0.25,0.23,0.27,0.25,0.34,0.24,0.23,0.25,0.27,0.28,0.26,0.24,0.22,0.25,0.22,0.22,0.26,0.23,0.22,0.25,0.25,0.23,0.21,0.22,0.18,0.22,0.26,0.25,0.18,0.19,0.24,0.19,0.2,0.23,0.19,0.2,0.24,0.21,0.19,0.21,0.2,0.18,0.15,0.13,0.0,0.28,0.0,0.18,0.18,0.18,0.25,0.21,0.19,0.0,0.0,0.17,0.15,0.24,0.21,0.19,0.18,0.23,0.17,0.0,0.15,0.16,0.19,0.14,0.2,0.16,0.0,0.14,0.16,0.17,0.16,0.14,0.15,0.18,0.15,0.14,0.14,0.18,0.0,0.0,0.13,0.18,0.15,0.14,0.0,0.0,0.18,0.0,0.0,0.0,0.14,0.0,0.16,0.14,0.16,0.0,0.0,0.0,0.15,0.14,0.15,0.0,0.13,0.0,0.14,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.22,0.18,0.17,0.19,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.43999999999998
11/10/2021,5.81,5.88,3.69,1.75,2.05,2.02,1.93,2.4,1.22,0.92,0.91,1.11,0.87,0.92,0.75,0.82,0.6,0.91,0.8,0.56,0.76,0.73,0.76,0.74,0.73,0.58,0.79,0.57,0.47,0.61,0.58,0.47,0.55,0.55,0.54,0.54,0.47,0.49,0.52,0.49,0.48,0.55,0.5,0.5,0.51,0.42,0.44,0.5,0.35,0.51,0.41,0.48,0.39,0.35,0.4,0.36,0.42,0.35,0.41,0.37,0.44,0.31,0.34,0.4,0.35,0.3,0.3,0.35,0.4,0.29,0.26,0.32,0.25,0.27,0.37,0.29,0.34,0.39,0.29,0.25,0.37,0.25,0.3,0.29,0.29,0.23,0.29,0.32,0.25,0.23,0.27,0.25,0.34,0.24,0.23,0.25,0.27,0.28,0.26,0.24,0.22,0.25,0.22,0.22,0.26,0.23,0.22,0.25,0.25,0.23,0.21,0.22,0.18,0.22,0.26,0.25,0.18,0.19,0.24,0.19,0.2,0.23,0.19,0.2,0.24,0.21,0.19,0.21,0.2,0.18,0.15,0.13,0.0,0.28,0.0,0.18,0.18,0.18,0.25,0.21,0.19,0.0,0.0,0.17,0.15,0.24,0.21,0.19,0.18,0.23,0.17,0.0,0.15,0.16,0.19,0.14,0.2,0.16,0.0,0.14,0.16,0.17,0.16,0.14,0.15,0.18,0.15,0.14,0.14,0.18,0.0,0.0,0.13,0.18,0.15,0.14,0.0,0.0,0.18,0.0,0.0,0.0,0.14,0.0,0.16,0.14,0.16,0.0,0.0,0.0,0.15,0.14,0.15,0.0,0.13,0.0,0.14,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.22,0.18,0.17,0.19,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.43999999999998
