,BG,SJM,TSN,CAG,REYN,ADM,SPB,CVS,HLF,POST,CTVA,FLO,CASY,PPC,GIS,KR,PG,HRL,CPB,MDLZ,K,DAR,STZ,ACI,CHD,KMB,FRPT,GO,KDP,MNST,PM,BYND,CL,PEP,CLX,HSY,MKC,MCK,KHC,SAM,US Dollar,MISXX,Morgan Stanley Instl Lqudty Trs Instl,Interest/Overdraft,n/a,8174.T,688101.SS,688001.SS,WBA,INGR,USFD,SYY,PEP.,4I1.,TAP,KO,HAIN,SUM
09/29/2021,4.23,3.86,4.34,3.85,3.79,4.14,4.68,4.26,2.8,3.36,3.2,3.25,3.27,4.32,3.34,3.5,2.68,2.15,2.34,2.43,2.5,2.74,2.29,4.01,1.63,1.67,1.54,1.06,1.61,1.7,1.73,1.17,0.79,0.87,0.77,0.84,0.8,0.89,0.75,0.42,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/30/2021,4.3,3.87,4.36,3.88,3.77,4.19,4.68,4.29,2.79,3.38,3.28,3.23,3.28,4.35,3.27,3.51,2.63,2.15,2.32,2.39,2.49,2.77,2.27,3.94,1.62,1.66,1.52,1.06,1.61,1.68,1.73,1.2,0.78,0.86,0.77,0.82,0.8,0.89,0.76,0.43,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/01/2021,4.32,3.88,4.42,3.87,3.84,4.19,4.72,4.3,2.78,3.37,3.25,3.27,3.28,4.37,3.26,3.54,2.62,2.16,2.32,2.36,2.5,2.72,2.26,4.0,1.64,1.67,1.46,1.05,1.62,1.64,1.66,1.14,0.78,0.85,0.78,0.81,0.79,0.89,0.75,0.42,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/04/2021,4.39,3.91,4.52,3.93,3.8,4.18,4.75,4.29,2.71,3.43,3.2,3.3,3.27,4.43,3.31,3.56,2.62,2.17,2.32,2.36,2.52,2.7,2.28,4.01,1.64,1.67,1.48,1.05,1.64,1.64,1.61,1.13,0.78,0.86,0.78,0.82,0.77,0.88,0.76,0.42,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/05/2021,4.45,3.89,4.47,3.9,3.86,4.22,4.86,4.24,2.77,3.45,3.3,3.31,3.24,4.45,3.35,3.44,2.61,2.16,2.3,2.36,2.51,2.76,2.31,3.83,1.63,1.66,1.5,1.04,1.59,1.66,1.63,1.12,0.78,0.86,0.77,0.83,0.77,0.88,0.76,0.42,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/06/2021,4.45,3.89,4.47,3.9,3.86,4.22,4.86,4.24,2.77,3.45,3.3,3.31,3.24,4.45,3.35,3.44,2.61,2.16,2.3,2.36,2.51,2.76,2.31,3.83,1.63,1.66,1.5,1.04,1.59,1.66,1.63,1.12,0.78,0.86,0.77,0.83,0.77,0.88,0.76,0.42,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/07/2021,4.45,3.89,4.47,3.9,3.86,4.22,4.86,4.24,2.77,3.45,3.3,3.31,3.24,4.45,3.35,3.44,2.61,2.16,2.3,2.36,2.51,2.76,2.31,3.83,1.63,1.66,1.5,1.04,1.59,1.66,1.63,1.12,0.78,0.86,0.77,0.83,0.77,0.88,0.76,0.42,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/08/2021,4.27,4.17,4.09,4.18,3.3,4.28,2.52,4.07,2.52,1.66,3.41,2.55,3.31,4.15,2.55,2.44,1.65,2.49,3.36,2.5,2.48,4.15,0.83,0.78,1.62,0.82,0.0,3.3,1.62,1.66,1.68,0.0,0.81,1.66,0.0,0.85,0.82,3.28,3.32,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,3.31,1.73,0.86,0.85,0.0,0.0,0.0,0.0,0.0,99.98
10/11/2021,4.26,4.23,4.11,4.2,3.3,4.28,2.48,4.04,2.49,1.62,3.29,2.59,3.31,4.12,2.57,2.42,1.67,2.52,3.35,2.56,2.49,4.09,0.83,0.75,1.65,0.83,0.0,3.31,1.65,1.67,1.68,0.0,0.82,1.7,0.0,0.87,0.82,3.28,3.35,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,3.29,1.74,0.86,0.85,0.0,0.0,0.0,0.0,0.0,99.97
10/12/2021,4.27,4.17,4.09,4.1,3.31,4.34,2.46,4.09,2.51,1.57,3.35,2.59,3.33,4.07,2.54,2.41,1.67,2.51,3.32,2.53,2.42,4.16,0.86,0.72,1.66,0.83,0.0,3.32,1.69,1.65,1.66,0.0,0.82,1.71,0.0,0.86,0.81,3.3,3.29,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,3.31,1.76,0.91,0.87,0.0,0.0,0.0,0.0,0.0,100.05
10/13/2021,4.27,4.17,4.09,4.1,3.31,4.34,2.46,4.09,2.51,1.57,3.35,2.59,3.33,4.07,2.54,2.41,1.67,2.51,3.32,2.53,2.42,4.16,0.86,0.72,1.66,0.83,0.0,3.32,1.69,1.65,1.66,0.0,0.82,1.71,0.0,0.86,0.81,3.3,3.29,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,3.31,1.76,0.91,0.87,0.0,0.0,0.0,0.0,0.0,100.05
10/14/2021,4.27,4.17,4.09,4.1,3.31,4.34,2.46,4.09,2.51,1.57,3.35,2.59,3.33,4.07,2.54,2.41,1.67,2.51,3.32,2.53,2.42,4.16,0.86,0.72,1.66,0.83,0.0,3.32,1.69,1.65,1.66,0.0,0.82,1.71,0.0,0.86,0.81,3.3,3.29,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,3.31,1.76,0.91,0.87,0.0,0.0,0.0,0.0,0.0,100.05
10/15/2021,4.3,4.17,4.08,4.08,3.35,4.39,2.46,4.09,2.52,1.57,3.32,2.61,3.24,4.08,2.55,2.42,1.68,2.52,3.3,2.52,2.42,4.14,0.86,0.72,1.65,0.82,0.0,3.31,1.69,1.63,1.65,0.0,0.83,1.71,0.0,0.87,0.8,3.33,3.29,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,3.32,1.77,0.89,0.87,0.0,0.0,0.0,0.0,0.0,100.03
10/18/2021,4.29,4.13,4.1,4.05,3.33,4.34,2.48,4.05,2.51,1.56,3.35,2.61,3.26,4.07,2.54,2.36,1.67,2.55,3.22,2.54,2.37,4.19,0.85,0.74,1.64,0.82,0.0,3.61,1.69,1.56,1.69,0.0,0.82,1.72,0.0,0.87,0.8,3.31,3.29,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.76,0.88,0.85,0.0,0.0,0.0,0.0,0.0,100.0
10/19/2021,4.3,4.15,4.12,4.0,3.32,4.35,2.47,4.13,2.51,1.56,3.37,2.59,3.25,4.08,2.54,2.34,1.69,2.55,3.21,2.53,2.37,4.21,0.85,0.75,1.65,0.82,0.0,3.57,1.69,1.57,1.69,0.0,0.82,1.72,0.0,0.87,0.8,3.34,3.28,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,3.39,1.78,0.89,0.85,0.0,0.0,0.0,0.0,0.0,100.01
10/20/2021,4.3,4.15,4.12,4.0,3.32,4.35,2.47,4.13,2.51,1.56,3.37,2.59,3.25,4.08,2.54,2.34,1.69,2.55,3.21,2.53,2.37,4.21,0.85,0.75,1.65,0.82,0.0,3.57,1.69,1.57,1.69,0.0,0.82,1.72,0.0,0.87,0.8,3.34,3.28,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,3.39,1.78,0.89,0.85,0.0,0.0,0.0,0.0,0.0,100.01
10/21/2021,4.31,4.14,4.12,4.01,3.38,4.35,2.45,4.08,2.55,1.57,3.37,2.59,3.28,4.06,2.53,2.38,1.67,2.52,3.2,2.52,2.36,4.31,0.84,0.78,1.65,0.81,0.0,3.54,1.67,1.58,1.68,0.0,0.82,1.72,0.0,0.86,0.8,3.3,3.28,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,3.37,1.77,0.88,0.85,0.0,0.0,0.0,0.0,0.0,99.99
10/22/2021,4.35,4.12,4.15,4.01,3.34,4.4,2.42,4.09,2.59,1.56,3.39,2.58,3.3,4.05,2.53,2.37,1.65,2.49,3.19,2.52,2.36,4.4,0.84,0.74,1.65,0.8,0.0,3.52,1.66,1.56,1.65,0.0,0.81,1.74,0.0,0.87,0.81,3.32,3.27,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,3.34,1.79,0.88,0.85,0.0,0.0,0.0,0.0,0.0,100.0
10/25/2021,4.38,4.13,4.18,4.0,3.33,4.4,2.43,4.16,2.65,1.56,3.3,2.58,3.3,4.06,2.55,2.37,1.62,2.48,3.16,2.52,2.35,4.33,0.84,0.77,1.65,0.81,0.0,3.55,1.64,1.56,1.66,0.0,0.81,1.72,0.0,0.87,0.81,3.38,3.21,0.0,0.0,0.32,0.0,0.0,-0.28,0.0,0.0,0.0,3.4,1.78,0.86,0.82,0.0,0.0,0.0,0.0,0.0,100.01999999999998
10/26/2021,4.39,4.14,4.22,3.97,3.3,4.46,2.41,4.16,2.7,1.57,3.28,2.57,3.29,4.03,2.54,2.41,1.63,2.48,3.14,2.52,2.35,4.41,0.84,0.8,1.66,0.81,0.0,3.49,1.64,1.54,1.65,0.0,0.81,1.72,0.0,0.87,0.8,3.39,3.19,0.0,0.0,0.32,0.0,0.0,-0.28,0.0,0.0,0.0,3.36,1.76,0.85,0.81,0.0,0.0,0.0,0.0,0.0,100.0
10/27/2021,4.39,4.14,4.22,3.97,3.3,4.46,2.41,4.16,2.7,1.57,3.28,2.57,3.29,4.03,2.54,2.41,1.63,2.48,3.14,2.52,2.35,4.41,0.84,0.8,1.66,0.81,0.0,3.49,1.64,1.54,1.65,0.0,0.81,1.72,0.0,0.87,0.8,3.39,3.19,0.0,0.0,0.32,0.0,0.0,-0.28,0.0,0.0,0.0,3.36,1.76,0.85,0.81,0.0,0.0,0.0,0.0,0.0,100.0
10/28/2021,4.39,4.15,4.26,3.93,3.25,4.49,2.4,4.18,2.72,1.56,3.27,2.59,3.32,4.04,2.51,2.42,1.63,2.48,3.11,2.52,2.34,4.48,0.84,0.8,1.64,0.79,0.0,3.45,1.63,1.54,1.65,0.0,0.8,1.71,0.0,0.86,0.8,3.36,3.18,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3.38,1.77,0.84,0.8,0.0,0.0,0.0,0.0,0.0,100.02
10/29/2021,4.39,4.15,4.26,3.93,3.25,4.49,2.4,4.18,2.72,1.56,3.27,2.59,3.32,4.04,2.51,2.42,1.63,2.48,3.11,2.52,2.34,4.48,0.84,0.8,1.64,0.79,0.0,3.45,1.63,1.54,1.65,0.0,0.8,1.71,0.0,0.86,0.8,3.36,3.18,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3.38,1.77,0.84,0.8,0.0,0.0,0.0,0.0,0.0,100.02
11/01/2021,4.63,4.21,4.16,3.92,3.22,4.38,2.4,4.23,2.66,1.5,3.32,2.56,3.24,3.93,2.52,2.39,1.65,2.54,3.12,2.55,2.35,4.74,0.83,0.78,1.67,0.8,0.0,3.28,1.68,1.55,1.64,0.0,0.82,1.74,0.0,0.86,0.81,3.33,3.21,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3.25,1.73,0.83,0.79,0.0,0.0,0.0,0.0,0.0,99.96
11/02/2021,4.62,4.15,4.11,3.86,3.2,4.35,2.39,4.27,2.67,1.5,3.33,2.55,3.3,3.93,2.52,2.41,1.66,2.51,3.1,2.54,2.34,4.77,0.84,0.81,1.72,0.79,0.0,3.34,1.72,1.55,1.62,0.0,0.82,1.74,0.0,0.84,0.8,3.39,3.17,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,3.25,1.74,0.81,0.8,0.0,0.0,0.0,0.0,0.0,100.02
11/03/2021,4.62,4.15,4.11,3.86,3.2,4.35,2.39,4.27,2.67,1.5,3.33,2.55,3.3,3.93,2.52,2.41,1.66,2.51,3.1,2.54,2.34,4.77,0.84,0.81,1.72,0.79,0.0,3.34,1.72,1.55,1.62,0.0,0.82,1.74,0.0,0.84,0.8,3.39,3.17,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,3.25,1.74,0.81,0.8,0.0,0.0,0.0,0.0,0.0,100.02
11/04/2021,4.62,4.15,4.11,3.86,3.2,4.35,2.39,4.27,2.67,1.5,3.33,2.55,3.3,3.93,2.52,2.41,1.66,2.51,3.1,2.54,2.34,4.77,0.84,0.81,1.72,0.79,0.0,3.34,1.72,1.55,1.62,0.0,0.82,1.74,0.0,0.84,0.8,3.39,3.17,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,3.25,1.74,0.81,0.8,0.0,0.0,0.0,0.0,0.0,100.02
11/05/2021,4.51,4.15,4.16,3.9,3.23,4.25,2.4,4.32,2.53,1.5,3.28,2.57,3.29,3.92,2.53,2.43,1.66,2.54,3.11,2.55,2.36,4.63,0.84,0.82,1.74,0.8,0.0,3.41,1.7,1.56,1.6,0.0,0.81,1.74,0.0,0.83,0.81,3.54,3.24,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,3.27,1.67,0.83,0.8,0.0,0.0,0.0,0.0,0.0,100.01
11/08/2021,4.52,4.13,4.07,3.82,3.28,4.25,2.36,4.42,2.43,1.5,3.58,2.55,3.35,3.83,2.5,2.56,1.65,2.5,3.11,2.54,2.34,4.62,0.83,0.89,1.72,0.79,0.0,3.39,1.68,1.57,1.57,0.0,0.81,1.73,0.0,0.82,0.8,3.55,3.21,0.0,0.0,0.35,0.0,0.0,-0.28,0.0,0.0,0.0,3.34,1.72,0.85,0.79,0.0,0.0,0.0,0.0,0.0,100.04
11/09/2021,4.5,4.13,4.07,3.79,3.36,4.24,2.39,4.36,2.41,1.5,3.57,2.53,3.37,3.8,2.48,2.48,1.65,2.49,3.07,2.53,2.31,4.65,0.83,0.88,1.7,0.79,0.0,3.41,1.68,1.63,1.57,0.0,0.81,1.74,0.0,0.82,0.79,3.51,3.24,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3.36,1.74,0.88,0.82,0.0,0.0,0.0,0.0,0.0,100.02
11/10/2021,4.51,4.13,4.08,3.8,3.36,4.24,2.39,4.36,2.41,1.5,3.57,2.53,3.37,3.8,2.48,2.48,1.65,2.49,3.07,2.53,2.32,4.65,0.83,0.88,1.7,0.79,0.0,3.41,1.68,1.63,1.57,0.0,0.81,1.74,0.0,0.82,0.79,3.51,3.24,0.0,0.0,0.35,0.0,0.0,-0.28,0.0,0.0,0.0,3.37,1.74,0.88,0.82,0.0,0.0,0.0,0.0,0.0,100.0
11/11/2021,4.52,4.14,4.1,3.79,3.4,4.22,2.41,4.39,2.37,1.5,3.52,2.55,3.4,3.85,2.5,2.46,1.65,2.53,3.1,2.54,2.32,4.61,0.84,0.85,1.7,0.8,0.0,3.38,1.66,1.63,1.56,0.0,0.82,1.72,0.0,0.82,0.79,3.51,3.21,0.0,0.0,0.35,0.0,0.0,-0.28,0.0,0.0,0.0,3.37,1.77,0.84,0.81,0.0,0.0,0.0,0.0,0.0,100.02
11/12/2021,4.52,4.24,4.09,3.8,3.39,4.25,2.4,4.33,2.37,1.53,3.6,2.56,3.39,3.82,2.51,2.46,1.65,2.51,3.13,2.54,2.34,4.51,0.83,0.86,1.72,0.79,0.0,3.4,1.66,1.64,1.56,0.0,0.82,1.72,0.0,0.82,0.79,3.49,3.21,0.0,0.0,0.35,0.0,0.0,-0.28,0.0,0.0,0.0,3.3,1.77,0.81,0.8,0.0,0.0,0.0,0.0,0.0,100.0
11/15/2021,4.53,4.12,4.13,3.72,3.42,4.33,2.32,4.36,2.31,1.51,3.56,2.54,3.35,3.92,2.48,2.46,1.64,2.49,3.07,2.53,2.33,4.31,0.84,0.87,1.72,0.79,0.0,3.85,1.64,1.63,1.57,0.0,0.81,1.7,0.0,0.83,0.79,3.51,3.18,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,3.33,1.75,0.79,0.78,0.0,0.0,0.0,0.0,0.0,100.0
11/16/2021,4.57,4.14,4.02,3.72,3.4,4.29,2.52,4.33,2.32,1.51,3.62,2.59,3.31,3.88,2.48,2.46,1.64,2.48,3.11,2.53,2.32,4.16,0.84,0.88,1.7,0.79,0.0,4.02,1.63,1.62,1.56,0.0,0.81,1.69,0.0,0.82,0.79,3.52,3.16,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,3.29,1.74,0.77,0.76,0.0,0.0,0.0,0.0,0.0,100.01
11/17/2021,4.57,4.14,4.02,3.72,3.4,4.29,2.52,4.33,2.32,1.51,3.62,2.59,3.31,3.88,2.48,2.46,1.64,2.48,3.11,2.53,2.32,4.16,0.84,0.88,1.7,0.79,0.0,4.02,1.63,1.62,1.56,0.0,0.81,1.69,0.0,0.82,0.79,3.52,3.16,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,3.29,1.74,0.77,0.76,0.0,0.0,0.0,0.0,0.0,100.01
11/18/2021,4.58,4.16,4.13,3.7,3.4,4.33,2.55,4.27,2.32,1.52,3.57,2.66,3.27,3.88,2.48,2.45,1.64,2.46,3.1,2.51,2.33,4.19,0.84,0.87,1.71,0.79,0.0,4.0,1.62,1.62,1.56,0.0,0.8,1.69,0.0,0.81,0.79,3.45,3.17,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.25,1.74,0.77,0.76,0.0,0.0,0.0,0.0,0.0,99.99
11/19/2021,4.59,4.14,4.13,3.68,3.42,4.32,2.55,4.27,2.33,1.51,3.59,2.66,3.25,3.85,2.48,2.41,1.64,2.46,3.09,2.51,2.32,4.11,0.86,0.85,1.72,0.79,0.0,4.08,1.63,1.62,1.53,0.0,0.8,1.69,0.0,0.82,0.8,3.45,3.14,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,3.22,1.74,0.78,0.76,0.0,0.0,0.0,0.0,0.0,99.96
11/22/2021,4.59,4.14,4.13,3.68,3.42,4.32,2.55,4.27,2.33,1.51,3.59,2.66,3.25,3.85,2.48,2.41,1.64,2.46,3.09,2.51,2.32,4.11,0.86,0.85,1.72,0.79,0.0,4.08,1.63,1.62,1.53,0.0,0.8,1.69,0.0,0.82,0.8,3.45,3.14,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,3.22,1.74,0.78,0.76,0.0,0.0,0.0,0.0,0.0,99.96
11/23/2021,4.59,4.14,4.13,3.68,3.42,4.32,2.55,4.27,2.33,1.51,3.59,2.66,3.25,3.85,2.48,2.41,1.64,2.46,3.09,2.51,2.32,4.11,0.86,0.85,1.72,0.79,0.0,4.08,1.63,1.62,1.53,0.0,0.8,1.69,0.0,0.82,0.8,3.45,3.14,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,3.22,1.74,0.78,0.76,0.0,0.0,0.0,0.0,0.0,99.96
11/24/2021,4.59,4.1,4.09,3.59,3.46,4.31,2.61,4.35,2.27,1.46,3.6,2.7,3.26,3.9,2.47,2.4,1.66,2.47,3.08,2.47,2.3,3.94,0.89,0.86,1.77,0.8,0.0,4.09,1.63,1.59,1.51,0.0,0.81,1.73,0.0,0.84,0.82,3.51,3.04,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,3.17,1.73,0.76,0.75,0.0,0.0,0.0,0.0,0.0,99.98
11/25/2021,4.55,4.14,4.13,3.64,3.49,4.35,2.62,4.3,2.22,1.48,3.55,2.67,3.33,3.86,2.48,2.5,1.66,2.47,3.08,2.47,2.3,3.97,0.87,0.91,1.78,0.8,0.0,4.14,1.65,1.59,1.49,0.0,0.81,1.71,0.0,0.84,0.82,3.5,3.03,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.16,1.73,0.79,0.75,0.0,0.0,0.0,0.0,0.0,100.01
11/26/2021,4.55,4.14,4.13,3.64,3.49,4.35,2.62,4.3,2.22,1.48,3.55,2.67,3.33,3.86,2.48,2.5,1.66,2.47,3.08,2.47,2.3,3.97,0.87,0.91,1.78,0.8,0.0,4.14,1.65,1.59,1.49,0.0,0.81,1.71,0.0,0.84,0.82,3.5,3.03,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.16,1.73,0.79,0.75,0.0,0.0,0.0,0.0,0.0,100.01
11/29/2021,4.48,4.32,4.13,3.66,3.48,4.33,2.57,4.28,2.17,1.48,3.55,2.69,3.29,3.87,2.49,2.47,1.67,2.46,3.1,2.48,2.33,3.99,0.87,0.88,1.77,0.8,0.0,4.21,1.64,1.57,1.49,0.0,0.81,1.71,0.0,0.84,0.83,3.56,3.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.11,1.73,0.79,0.76,0.0,0.0,0.0,0.0,0.0,100.04
11/30/2021,4.43,4.35,4.11,3.72,3.53,4.28,2.56,4.3,2.19,1.48,3.55,2.68,3.3,3.87,2.51,2.55,1.68,2.5,3.17,2.48,2.38,3.95,0.87,0.91,1.8,0.81,0.0,4.22,1.63,1.56,1.49,0.0,0.81,1.71,0.0,0.84,0.84,3.54,3.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.11,1.73,0.76,0.74,0.0,0.0,0.0,0.0,0.0,100.01
12/01/2021,4.43,4.35,4.11,3.72,3.53,4.28,2.56,4.3,2.19,1.48,3.55,2.68,3.3,3.87,2.51,2.55,1.68,2.5,3.17,2.48,2.38,3.95,0.87,0.91,1.8,0.81,0.0,4.22,1.63,1.56,1.49,0.0,0.81,1.71,0.0,0.84,0.84,3.54,3.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.11,1.73,0.76,0.74,0.0,0.0,0.0,0.0,0.0,100.01
12/02/2021,4.44,4.29,4.13,3.7,3.51,4.3,2.55,4.32,2.19,1.46,3.53,2.67,3.34,3.87,2.54,2.5,1.7,2.48,3.14,2.49,2.39,3.92,0.86,0.91,1.81,0.81,0.0,4.27,1.64,1.56,1.47,0.0,0.82,1.74,0.0,0.84,0.85,3.57,3.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.12,1.75,0.75,0.74,0.0,0.0,0.0,0.0,0.0,100.03
12/06/2021,4.3,4.33,4.16,3.72,3.5,4.23,2.58,4.31,2.17,1.45,3.57,2.63,3.39,3.92,2.56,2.69,1.71,2.5,3.15,2.49,2.36,3.76,0.87,0.94,1.79,0.82,0.0,4.17,1.63,1.52,1.51,0.0,0.81,1.74,0.0,0.85,0.87,3.6,2.94,0.0,0.0,0.17,0.0,0.0,0.03,0.0,0.0,0.0,3.08,1.72,0.74,0.73,0.0,0.0,0.0,0.0,0.0,100.01
12/07/2021,4.3,4.33,4.16,3.72,3.5,4.23,2.58,4.31,2.17,1.45,3.57,2.63,3.39,3.92,2.56,2.69,1.71,2.5,3.15,2.49,2.36,3.76,0.87,0.94,1.79,0.82,0.0,4.17,1.63,1.52,1.51,0.0,0.81,1.74,0.0,0.85,0.87,3.6,2.94,0.0,0.0,0.17,0.0,0.0,0.03,0.0,0.0,0.0,3.08,1.72,0.74,0.73,0.0,0.0,0.0,0.0,0.0,100.01
12/08/2021,4.3,4.33,4.16,3.72,3.5,4.23,2.58,4.31,2.17,1.45,3.57,2.63,3.39,3.92,2.56,2.69,1.71,2.5,3.15,2.49,2.36,3.76,0.87,0.94,1.79,0.82,0.0,4.17,1.63,1.52,1.51,0.0,0.81,1.74,0.0,0.85,0.87,3.6,2.94,0.0,0.0,0.17,0.0,0.0,0.03,0.0,0.0,0.0,3.08,1.72,0.74,0.73,0.0,0.0,0.0,0.0,0.0,100.01
12/09/2021,4.3,4.33,4.16,3.72,3.5,4.23,2.58,4.31,2.17,1.45,3.57,2.63,3.39,3.92,2.56,2.69,1.71,2.5,3.15,2.49,2.36,3.76,0.87,0.94,1.79,0.82,0.0,4.17,1.63,1.52,1.51,0.0,0.81,1.74,0.0,0.85,0.87,3.6,2.94,0.0,0.0,0.17,0.0,0.0,0.03,0.0,0.0,0.0,3.08,1.72,0.74,0.73,0.0,0.0,0.0,0.0,0.0,100.01
12/10/2021,4.3,4.33,4.16,3.72,3.5,4.23,2.58,4.31,2.17,1.45,3.57,2.63,3.39,3.92,2.56,2.69,1.71,2.5,3.15,2.49,2.36,3.76,0.87,0.94,1.79,0.82,0.0,4.17,1.63,1.52,1.51,0.0,0.81,1.74,0.0,0.85,0.87,3.6,2.94,0.0,0.0,0.17,0.0,0.0,0.03,0.0,0.0,0.0,3.08,1.72,0.74,0.73,0.0,0.0,0.0,0.0,0.0,100.01
12/13/2021,4.3,4.33,4.16,3.72,3.5,4.23,2.58,4.31,2.17,1.45,3.57,2.63,3.39,3.92,2.56,2.69,1.71,2.5,3.15,2.49,2.36,3.76,0.87,0.94,1.79,0.82,0.0,4.17,1.63,1.52,1.51,0.0,0.81,1.74,0.0,0.85,0.87,3.6,2.94,0.0,0.0,0.17,0.0,0.0,0.03,0.0,0.0,0.0,3.08,1.72,0.74,0.73,0.0,0.0,0.0,0.0,0.0,100.01
12/14/2021,4.3,4.33,4.16,3.72,3.5,4.23,2.58,4.31,2.17,1.45,3.57,2.63,3.39,3.92,2.56,2.69,1.71,2.5,3.15,2.49,2.36,3.76,0.87,0.94,1.79,0.82,0.0,4.17,1.63,1.52,1.51,0.0,0.81,1.74,0.0,0.85,0.87,3.6,2.94,0.0,0.0,0.17,0.0,0.0,0.03,0.0,0.0,0.0,3.08,1.72,0.74,0.73,0.0,0.0,0.0,0.0,0.0,100.01
12/15/2021,4.3,4.33,4.16,3.72,3.5,4.23,2.58,4.31,2.17,1.45,3.57,2.63,3.39,3.92,2.56,2.69,1.71,2.5,3.15,2.49,2.36,3.76,0.87,0.94,1.79,0.82,0.0,4.17,1.63,1.52,1.51,0.0,0.81,1.74,0.0,0.85,0.87,3.6,2.94,0.0,0.0,0.17,0.0,0.0,0.03,0.0,0.0,0.0,3.08,1.72,0.74,0.73,0.0,0.0,0.0,0.0,0.0,100.01
12/16/2021,4.3,4.33,4.16,3.72,3.5,4.23,2.58,4.31,2.17,1.45,3.57,2.63,3.39,3.92,2.56,2.69,1.71,2.5,3.15,2.49,2.36,3.76,0.87,0.94,1.79,0.82,0.0,4.17,1.63,1.52,1.51,0.0,0.81,1.74,0.0,0.85,0.87,3.6,2.94,0.0,0.0,0.17,0.0,0.0,0.03,0.0,0.0,0.0,3.08,1.72,0.74,0.73,0.0,0.0,0.0,0.0,0.0,100.01
12/17/2021,4.3,4.33,4.16,3.72,3.5,4.23,2.58,4.31,2.17,1.45,3.57,2.63,3.39,3.92,2.56,2.69,1.71,2.5,3.15,2.49,2.36,3.76,0.87,0.94,1.79,0.82,0.0,4.17,1.63,1.52,1.51,0.0,0.81,1.74,0.0,0.85,0.87,3.6,2.94,0.0,0.0,0.17,0.0,0.0,0.03,0.0,0.0,0.0,3.08,1.72,0.74,0.73,0.0,0.0,0.0,0.0,0.0,100.01
