,SPY,IVV,QQQ,VIXY,VXX,SLQD,SCHJ,NEAR,SPSB,ULST,SHV,IGSB,MINT,n/a,SHY,BIL,DOG,SDOW,DIA,IJR,UGL,SLV,TQQQ,UVXY,RSP,DBA,XLF,ITA,AVUV,DBC,XLE,PAVE,RSX,IYT,AGC,SKYY,XLB,ITB,INDA,TAN,TMF,XLY,XME,KRE,SMH,DWAS,IJK,XLV,XBI,BITO,MGK,XRT,EUO,XLI,KWEB,IDRV,LIT,KRBN,IYR,REMX,META,SPLV,USMV,XLP,XLU,XLRE,TLT,FIVG,ESSC,SUM
10/19/2021,23.8,0.0,9.48,6.04,8.28,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,4.3,2.48,3.05,1.25,0.93,2.04,5.12,4.98,7.11,4.03,3.55,2.08,2.04,2.06,2.03,2.07,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/20/2021,23.8,0.0,9.48,6.04,8.28,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,4.3,2.48,3.05,1.25,0.93,2.04,5.12,4.98,7.11,4.03,3.55,2.08,2.04,2.06,2.03,2.07,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/21/2021,23.8,0.0,9.48,6.04,8.28,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,4.3,2.48,3.05,1.25,0.93,2.04,5.12,4.98,7.11,4.03,3.55,2.08,2.04,2.06,2.03,2.07,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/22/2021,24.1,0.0,9.67,5.87,8.06,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,2.49,3.06,1.27,0.0,1.07,3.13,3.01,7.2,0.0,3.57,2.07,2.07,2.07,2.06,3.84,2.99,4.3,2.02,2.02,2.0,1.04,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
10/25/2021,21.79,0.0,9.68,5.84,8.01,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,2.51,3.13,1.31,0.0,1.05,0.0,3.03,5.22,0.0,3.62,2.1,2.09,2.1,2.07,5.49,2.93,4.31,2.05,4.12,2.0,1.03,0.87,3.01,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/26/2021,21.91,0.0,9.77,5.66,7.77,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,2.52,3.13,1.3,0.0,1.01,0.0,3.01,5.21,0.0,3.62,2.08,2.06,2.11,2.04,5.57,3.14,4.36,2.05,4.13,1.99,1.03,0.87,3.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
10/27/2021,21.91,0.0,9.77,5.66,7.77,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,2.52,3.13,1.3,0.0,1.01,0.0,3.01,5.21,0.0,3.62,2.08,2.06,2.11,2.04,5.57,3.14,4.36,2.05,4.13,1.99,1.03,0.87,3.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
10/28/2021,21.91,0.0,9.77,5.66,7.77,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,2.52,3.13,1.3,0.0,1.01,0.0,3.01,5.21,0.0,3.62,2.08,2.06,2.11,2.04,5.57,3.14,4.36,2.05,4.13,1.99,1.03,0.87,3.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
10/29/2021,21.91,0.0,9.77,5.66,7.77,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,2.52,3.13,1.3,0.0,1.01,0.0,3.01,5.21,0.0,3.62,2.08,2.06,2.11,2.04,5.57,3.14,4.36,2.05,4.13,1.99,1.03,0.87,3.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
11/01/2021,21.91,0.0,9.77,5.66,7.77,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,2.52,3.13,1.3,0.0,1.01,0.0,3.01,5.21,0.0,3.62,2.08,2.06,2.11,2.04,5.57,3.14,4.36,2.05,4.13,1.99,1.03,0.87,3.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
11/02/2021,21.91,0.0,9.77,5.66,7.77,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,2.52,3.13,1.3,0.0,1.01,0.0,3.01,5.21,0.0,3.62,2.08,2.06,2.11,2.04,5.57,3.14,4.36,2.05,4.13,1.99,1.03,0.87,3.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
11/03/2021,21.91,0.0,9.77,5.66,7.77,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,2.52,3.13,1.3,0.0,1.01,0.0,3.01,5.21,0.0,3.62,2.08,2.06,2.11,2.04,5.57,3.14,4.36,2.05,4.13,1.99,1.03,0.87,3.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
11/04/2021,21.91,0.0,9.77,5.66,7.77,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,2.52,3.13,1.3,0.0,1.01,0.0,3.01,5.21,0.0,3.62,2.08,2.06,2.11,2.04,5.57,3.14,4.36,2.05,4.13,1.99,1.03,0.87,3.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
11/05/2021,21.91,0.0,9.77,5.66,7.77,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,2.52,3.13,1.3,0.0,1.01,0.0,3.01,5.21,0.0,3.62,2.08,2.06,2.11,2.04,5.57,3.14,4.36,2.05,4.13,1.99,1.03,0.87,3.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
11/08/2021,22.11,0.0,10.11,2.77,7.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,1.98,2.02,2.14,0.0,5.68,2.03,4.36,4.11,4.15,0.0,1.1,0.93,3.26,0.0,3.01,2.68,2.1,2.06,2.03,2.03,1.96,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/09/2021,21.98,0.0,10.03,2.84,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,1.99,2.03,2.15,0.0,5.68,1.03,4.27,4.11,4.17,0.0,1.07,0.97,3.25,0.0,3.01,2.68,2.11,2.05,1.99,1.98,1.94,1.89,1.92,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/10/2021,21.98,0.0,10.03,2.84,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,1.99,2.03,2.15,0.0,5.68,1.03,4.27,4.11,4.17,0.0,1.07,0.97,3.25,0.0,3.01,2.68,2.11,2.05,1.99,1.98,1.94,1.89,1.92,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/11/2021,21.98,0.0,10.03,2.84,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,1.99,2.03,2.15,0.0,5.68,1.03,4.27,4.11,4.17,0.0,1.07,0.97,3.25,0.0,3.01,2.68,2.11,2.05,1.99,1.98,1.94,1.89,1.92,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/12/2021,21.86,0.0,9.95,2.83,7.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,2.04,2.17,0.0,5.67,1.06,4.31,4.13,4.15,0.0,1.07,0.96,3.18,0.0,2.99,2.71,2.1,2.04,1.99,1.96,2.09,1.88,1.9,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/15/2021,21.69,0.0,9.84,2.86,7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,2.04,2.15,0.0,5.63,1.34,4.32,4.13,4.23,0.0,1.06,0.99,3.11,0.0,2.97,2.7,2.08,2.03,1.97,1.92,2.12,1.86,1.91,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/16/2021,21.69,0.0,9.84,2.86,7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,2.04,2.15,0.0,5.63,1.34,4.32,4.13,4.23,0.0,1.06,0.99,3.11,0.0,2.97,2.7,2.08,2.03,1.97,1.92,2.12,1.86,1.91,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/17/2021,21.69,0.0,9.84,2.86,7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,2.04,2.15,0.0,5.63,1.34,4.32,4.13,4.23,0.0,1.06,0.99,3.11,0.0,2.97,2.7,2.08,2.03,1.97,1.92,2.12,1.86,1.91,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/18/2021,21.69,0.0,9.84,2.86,7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,2.04,2.15,0.0,5.63,1.34,4.32,4.13,4.23,0.0,1.06,0.99,3.11,0.0,2.97,2.7,2.08,2.03,1.97,1.92,2.12,1.86,1.91,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/19/2021,21.96,0.0,9.94,2.75,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,2.88,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,3.07,2.03,2.17,0.0,5.67,1.55,2.36,4.2,4.29,0.0,1.09,0.89,3.14,0.0,3.02,2.72,2.07,2.05,1.99,1.87,2.02,1.88,1.94,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/22/2021,21.98,0.0,9.98,2.75,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,2.83,0.0,0.0,1.09,0.0,0.0,3.0,0.0,0.0,3.06,2.02,2.17,0.0,5.65,1.56,2.38,4.17,4.35,0.0,1.08,0.0,3.18,0.0,3.01,2.74,2.08,2.05,0.0,0.0,1.88,1.89,1.96,1.03,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/23/2021,21.98,0.0,9.98,2.75,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,2.83,0.0,0.0,1.09,0.0,0.0,3.0,0.0,0.0,3.06,2.02,2.17,0.0,5.65,1.56,2.38,4.17,4.35,0.0,1.08,0.0,3.18,0.0,3.01,2.74,2.08,2.05,0.0,0.0,1.88,1.89,1.96,1.03,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/24/2021,22.38,0.0,10.34,2.92,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,2.88,0.0,0.0,0.0,0.0,1.02,2.97,0.0,0.0,3.05,1.94,2.2,0.0,5.68,0.0,2.35,4.2,4.49,0.0,0.0,0.0,3.31,0.0,3.02,2.87,2.05,2.07,0.0,0.0,1.86,1.95,1.94,1.05,1.79,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
11/25/2021,22.36,0.0,10.24,2.97,7.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,2.75,0.0,0.0,0.0,0.0,1.03,3.02,0.0,0.0,3.08,1.98,2.22,0.0,5.73,0.0,2.26,4.22,4.48,0.0,0.0,0.0,3.31,0.0,3.05,2.83,2.04,2.06,0.0,0.0,1.8,1.93,1.97,1.06,1.8,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/26/2021,22.36,0.0,10.24,2.97,7.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,2.75,0.0,0.0,0.0,0.0,1.03,3.02,0.0,0.0,3.08,1.98,2.22,0.0,5.73,0.0,2.26,4.22,4.48,0.0,0.0,0.0,3.31,0.0,3.05,2.83,2.04,2.06,0.0,0.0,1.8,1.93,1.97,1.06,1.8,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/29/2021,23.23,0.0,10.59,2.96,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.99,0.0,2.13,3.17,0.0,0.0,3.23,0.0,3.19,0.0,5.92,0.0,0.0,4.34,4.65,0.0,1.02,0.0,3.41,0.0,3.2,2.94,0.0,2.12,0.0,0.0,1.91,2.0,1.98,1.11,1.86,0.0,1.04,1.03,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/30/2021,22.52,0.0,10.3,3.67,9.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,1.35,0.0,2.09,3.04,0.0,0.0,3.01,0.0,3.07,0.0,5.69,0.0,0.0,4.23,4.51,0.0,0.98,0.0,3.28,0.0,3.02,2.83,0.0,2.05,0.0,0.0,1.78,1.94,1.92,1.08,1.8,0.0,0.99,1.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/01/2021,22.52,0.0,10.3,3.67,9.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,1.35,0.0,2.09,3.04,0.0,0.0,3.01,0.0,3.07,0.0,5.69,0.0,0.0,4.23,4.51,0.0,0.98,0.0,3.28,0.0,3.02,2.83,0.0,2.05,0.0,0.0,1.78,1.94,1.92,1.08,1.8,0.0,0.99,1.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/02/2021,22.52,0.0,10.3,3.67,9.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,1.35,0.0,2.09,3.04,0.0,0.0,3.01,0.0,3.07,0.0,5.69,0.0,0.0,4.23,4.51,0.0,0.98,0.0,3.28,0.0,3.02,2.83,0.0,2.05,0.0,0.0,1.78,1.94,1.92,1.08,1.8,0.0,0.99,1.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/06/2021,21.83,0.0,6.55,3.85,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,3.08,3.03,0.0,0.0,0.0,3.35,3.98,0.0,0.0,0.0,0.0,3.03,4.12,0.0,0.0,0.0,3.04,0.0,3.34,3.43,0.0,0.0,0.0,0.0,0.0,4.06,0.0,4.16,0.0,0.0,0.0,3.4,3.53,4.04,3.36,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/07/2021,21.83,0.0,6.55,3.85,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,3.08,3.03,0.0,0.0,0.0,3.35,3.98,0.0,0.0,0.0,0.0,3.03,4.12,0.0,0.0,0.0,3.04,0.0,3.34,3.43,0.0,0.0,0.0,0.0,0.0,4.06,0.0,4.16,0.0,0.0,0.0,3.4,3.53,4.04,3.36,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/08/2021,21.83,0.0,6.55,3.85,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,3.08,3.03,0.0,0.0,0.0,3.35,3.98,0.0,0.0,0.0,0.0,3.03,4.12,0.0,0.0,0.0,3.04,0.0,3.34,3.43,0.0,0.0,0.0,0.0,0.0,4.06,0.0,4.16,0.0,0.0,0.0,3.4,3.53,4.04,3.36,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/09/2021,21.83,0.0,6.55,3.85,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,3.08,3.03,0.0,0.0,0.0,3.35,3.98,0.0,0.0,0.0,0.0,3.03,4.12,0.0,0.0,0.0,3.04,0.0,3.34,3.43,0.0,0.0,0.0,0.0,0.0,4.06,0.0,4.16,0.0,0.0,0.0,3.4,3.53,4.04,3.36,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/10/2021,21.83,0.0,6.55,3.85,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,3.08,3.03,0.0,0.0,0.0,3.35,3.98,0.0,0.0,0.0,0.0,3.03,4.12,0.0,0.0,0.0,3.04,0.0,3.34,3.43,0.0,0.0,0.0,0.0,0.0,4.06,0.0,4.16,0.0,0.0,0.0,3.4,3.53,4.04,3.36,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/13/2021,21.83,0.0,6.55,3.85,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,3.08,3.03,0.0,0.0,0.0,3.35,3.98,0.0,0.0,0.0,0.0,3.03,4.12,0.0,0.0,0.0,3.04,0.0,3.34,3.43,0.0,0.0,0.0,0.0,0.0,4.06,0.0,4.16,0.0,0.0,0.0,3.4,3.53,4.04,3.36,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/14/2021,21.83,0.0,6.55,3.85,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,3.08,3.03,0.0,0.0,0.0,3.35,3.98,0.0,0.0,0.0,0.0,3.03,4.12,0.0,0.0,0.0,3.04,0.0,3.34,3.43,0.0,0.0,0.0,0.0,0.0,4.06,0.0,4.16,0.0,0.0,0.0,3.4,3.53,4.04,3.36,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/15/2021,21.83,0.0,6.55,3.85,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,3.08,3.03,0.0,0.0,0.0,3.35,3.98,0.0,0.0,0.0,0.0,3.03,4.12,0.0,0.0,0.0,3.04,0.0,3.34,3.43,0.0,0.0,0.0,0.0,0.0,4.06,0.0,4.16,0.0,0.0,0.0,3.4,3.53,4.04,3.36,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/16/2021,21.83,0.0,6.55,3.85,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,3.08,3.03,0.0,0.0,0.0,3.35,3.98,0.0,0.0,0.0,0.0,3.03,4.12,0.0,0.0,0.0,3.04,0.0,3.34,3.43,0.0,0.0,0.0,0.0,0.0,4.06,0.0,4.16,0.0,0.0,0.0,3.4,3.53,4.04,3.36,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/17/2021,21.83,0.0,6.55,3.85,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,3.08,3.03,0.0,0.0,0.0,3.35,3.98,0.0,0.0,0.0,0.0,3.03,4.12,0.0,0.0,0.0,3.04,0.0,3.34,3.43,0.0,0.0,0.0,0.0,0.0,4.06,0.0,4.16,0.0,0.0,0.0,3.4,3.53,4.04,3.36,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/20/2021,21.83,0.0,6.55,3.85,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,3.08,3.03,0.0,0.0,0.0,3.35,3.98,0.0,0.0,0.0,0.0,3.03,4.12,0.0,0.0,0.0,3.04,0.0,3.34,3.43,0.0,0.0,0.0,0.0,0.0,4.06,0.0,4.16,0.0,0.0,0.0,3.4,3.53,4.04,3.36,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/21/2021,22.63,0.0,4.94,3.15,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,2.52,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,4.16,4.28,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,4.21,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,3.48,4.32,0.0,0.0,8.49,8.39,4.36,4.25,0.0,0.0,0.0,0.0,100.01
12/22/2021,22.63,0.0,4.94,3.15,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,2.52,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,4.16,4.28,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,4.21,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,3.48,4.32,0.0,0.0,8.49,8.39,4.36,4.25,0.0,0.0,0.0,0.0,100.01
12/23/2021,22.63,0.0,4.94,3.15,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,2.52,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,4.16,4.28,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,4.21,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,3.48,4.32,0.0,0.0,8.49,8.39,4.36,4.25,0.0,0.0,0.0,0.0,100.01
