,AKTS,CHK,BBD.B.TO,TTD,RYCEY,MIME,VMEO,HUBS,BIDU,KURA,603256.SS,PUBM,RNG,DOCU,INSG,PING,AVGO,QRVO,WILD.TO,QTNT,NNOX,VYNE,KBH,NET,GRTS,QS,BOWX,TENB,ABCL,VRNS,MARA,ADAP,First American Government Obligs X,GTES,PROSY,BABA,IAC,Rolls-Royce Holdings PLC ADR,Prosus NV ADR,AbCellera Biologics Inc Ordinary Shares,FGXXX,RFL,KERN,TMHC,NRZ,AGNC,VYNE Therapeutics Inc,688098.SS,ET,PCG,NLY,LVS,AMZN,MDC,n/a,GDDY,GOOGL,ODP,XPEL,688065.SS,APPS,PMT,AVLR,MFA,MKSI,CHKEZ,FOUR,NTRA,ARQQ,BNGO,WYNN,MGM,CLLS,ZIOP,ALVR,ILMN,XPDI,OWLT,SUM
09/10/2021,13.62,0.0,1.94,0.0,1.96,1.14,1.69,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,1.92,1.69,1.59,1.01,2.27,2.61,0.0,2.77,0.69,0.0,0.0,0.96,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,1.0,23.19,2.11,1.31,2.11,2.29,0.0,0.0,1.45,1.72,2.11,1.88,0.0,2.75,0.0,2.88,0.0,2.53,2.7,0.0,1.8,0.68,0.64,0.46,3.59,0.58,0.49,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/13/2021,13.64,0.0,1.99,0.0,2.06,1.17,1.73,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,1.96,1.82,1.62,1.04,2.3,2.64,0.0,2.61,0.67,0.0,0.0,0.96,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.09,23.64,2.13,1.32,2.2,2.37,0.0,0.0,1.51,1.77,2.19,1.92,0.0,2.82,0.0,2.34,0.0,2.66,2.8,0.0,1.8,0.71,0.66,0.48,3.66,0.0,0.48,0.42,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/14/2021,12.4,0.0,1.98,0.0,2.04,1.17,1.74,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,1.95,1.88,1.59,1.02,2.29,2.63,0.0,2.67,0.69,0.0,0.0,0.97,0.0,0.0,1.05,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.09,24.86,2.11,1.3,2.19,2.38,0.0,0.0,1.48,1.77,2.19,1.9,0.0,2.8,0.0,2.33,0.0,2.69,2.93,0.0,1.88,0.72,0.65,0.48,3.7,0.0,0.47,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/15/2021,12.4,0.0,1.98,0.0,2.04,1.17,1.74,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,1.95,1.88,1.59,1.02,2.29,2.63,0.0,2.67,0.69,0.0,0.0,0.97,0.0,0.0,1.05,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.09,24.86,2.11,1.3,2.19,2.38,0.0,0.0,1.48,1.77,2.19,1.9,0.0,2.8,0.0,2.33,0.0,2.69,2.93,0.0,1.88,0.72,0.65,0.48,3.7,0.0,0.47,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/16/2021,12.4,0.0,1.98,0.0,2.04,1.17,1.74,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,1.95,1.88,1.59,1.02,2.29,2.63,0.0,2.67,0.69,0.0,0.0,0.97,0.0,0.0,1.05,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.09,24.86,2.11,1.3,2.19,2.38,0.0,0.0,1.48,1.77,2.19,1.9,0.0,2.8,0.0,2.33,0.0,2.69,2.93,0.0,1.88,0.72,0.65,0.48,3.7,0.0,0.47,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/17/2021,12.39,0.0,2.04,0.0,2.06,0.0,1.68,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,1.99,1.96,1.49,0.98,2.19,2.31,0.0,3.05,0.69,0.0,0.0,0.93,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.23,25.53,2.08,1.29,2.21,2.4,0.0,0.0,1.49,1.87,2.21,1.87,0.0,2.8,0.0,2.34,0.0,2.6,3.06,0.0,1.83,0.73,0.65,0.48,3.77,0.0,0.47,0.42,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/20/2021,11.73,0.0,1.55,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,1.97,2.91,1.43,0.97,2.14,2.31,0.0,2.89,0.49,0.0,0.0,1.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.23,26.3,1.9,1.27,2.23,2.39,0.0,0.0,1.48,1.59,2.23,2.57,0.0,2.8,2.0,1.88,0.0,2.58,2.47,0.0,1.84,0.73,0.65,0.47,3.8,0.0,0.46,0.43,0.0,0.39,1.28,1.19,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/21/2021,11.9,0.0,1.3,0.0,2.01,0.0,0.52,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,1.95,3.17,1.47,1.01,2.25,2.33,0.0,2.62,0.5,0.0,0.0,1.04,0.0,0.0,0.73,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.23,25.97,1.89,1.27,2.19,2.36,0.0,0.0,1.45,1.54,2.21,2.5,0.0,2.8,0.0,1.83,0.0,2.55,2.45,0.0,1.84,0.72,0.66,0.47,3.73,0.0,0.47,0.42,0.0,0.39,1.85,1.21,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/22/2021,11.9,0.0,1.3,0.0,2.01,0.0,0.52,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,1.95,3.17,1.47,1.01,2.25,2.33,0.0,2.62,0.5,0.0,0.0,1.04,0.0,0.0,0.73,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.23,25.97,1.89,1.27,2.19,2.36,0.0,0.0,1.45,1.54,2.21,2.5,0.0,2.8,0.0,1.83,0.0,2.55,2.45,0.0,1.84,0.72,0.66,0.47,3.73,0.0,0.47,0.42,0.0,0.39,1.85,1.21,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/23/2021,11.9,0.0,1.3,0.0,2.01,0.0,0.52,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,1.95,3.17,1.47,1.01,2.25,2.33,0.0,2.62,0.5,0.0,0.0,1.04,0.0,0.0,0.73,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.23,25.97,1.89,1.27,2.19,2.36,0.0,0.0,1.45,1.54,2.21,2.5,0.0,2.8,0.0,1.83,0.0,2.55,2.45,0.0,1.84,0.72,0.66,0.47,3.73,0.0,0.47,0.42,0.0,0.39,1.85,1.21,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/24/2021,11.28,0.0,0.0,0.0,1.75,0.0,0.49,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,2.16,3.53,1.85,0.85,2.16,2.31,0.0,2.49,0.58,0.0,0.0,1.32,0.0,0.0,0.37,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.46,26.25,1.96,1.29,2.24,2.91,0.0,0.0,1.44,0.0,2.53,2.43,0.0,2.75,0.0,1.81,0.0,2.25,2.49,0.0,2.84,0.74,0.67,0.49,3.8,0.0,0.48,0.44,0.0,1.17,1.77,1.21,0.29,0.28,0.0,0.0,0.0,0.0,100.0
09/27/2021,11.5,0.0,0.0,0.0,1.75,0.0,0.49,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,2.14,3.61,1.76,0.85,2.13,2.28,0.0,2.34,0.55,0.0,0.0,1.31,0.0,0.0,0.38,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.66,26.11,1.87,1.28,2.24,2.89,0.0,0.0,1.47,0.0,2.53,2.42,0.0,2.71,0.0,1.8,0.0,2.24,2.44,0.0,3.0,0.73,0.67,0.48,3.75,0.0,0.49,0.44,0.0,1.2,1.78,1.26,0.28,0.28,0.0,0.0,0.0,0.0,99.97
09/28/2021,12.1,0.0,0.0,0.0,1.81,0.0,0.48,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,2.1,3.6,1.79,0.85,2.12,2.24,0.0,2.38,0.62,0.0,0.0,1.27,0.0,0.0,0.37,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.09,26.33,1.89,1.26,2.19,2.82,0.0,0.0,1.48,0.0,2.47,2.44,0.0,2.66,0.0,1.76,0.0,2.17,2.36,0.0,3.07,0.71,0.65,0.48,3.74,0.0,0.5,0.43,0.0,1.21,1.8,1.28,0.28,0.31,0.0,0.0,0.0,0.0,99.98999999999998
09/29/2021,12.1,0.0,0.0,0.0,1.81,0.0,0.48,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,2.1,3.6,1.79,0.85,2.12,2.24,0.0,2.38,0.62,0.0,0.0,1.27,0.0,0.0,0.37,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.09,26.33,1.89,1.26,2.19,2.82,0.0,0.0,1.48,0.0,2.47,2.44,0.0,2.66,0.0,1.76,0.0,2.17,2.36,0.0,3.07,0.71,0.65,0.48,3.74,0.0,0.5,0.43,0.0,1.21,1.8,1.28,0.28,0.31,0.0,0.0,0.0,0.0,99.98999999999998
09/30/2021,12.35,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,2.15,3.66,1.71,0.87,2.14,2.29,0.0,2.34,0.63,0.0,0.0,1.3,0.0,0.0,0.38,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.1,25.2,1.87,1.28,2.22,2.87,0.0,0.0,1.47,0.0,2.52,2.47,0.0,2.71,1.92,1.78,0.0,2.26,2.37,0.0,3.14,0.72,0.67,0.48,3.82,0.0,0.51,0.42,0.0,1.21,1.82,1.31,0.28,0.3,0.0,0.0,0.0,0.0,100.03
10/01/2021,12.06,0.0,0.0,0.0,2.06,0.0,0.46,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,2.15,3.77,1.59,0.89,2.17,2.27,0.0,2.33,0.6,0.0,0.0,1.22,0.0,0.0,0.36,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.09,25.76,1.78,1.29,2.23,2.91,0.0,0.0,1.53,0.0,2.55,2.53,0.0,2.71,0.0,1.79,0.0,2.3,2.29,0.0,3.04,0.73,0.62,0.49,3.81,0.0,0.49,0.38,0.0,1.22,1.88,1.33,0.27,0.28,0.0,0.0,0.0,0.0,100.04
10/04/2021,11.67,0.0,0.0,0.0,2.44,0.0,0.46,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,2.19,3.94,1.64,0.85,2.09,2.33,0.0,2.28,0.62,0.0,0.0,1.25,0.0,0.0,0.36,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.09,24.81,1.76,1.33,2.31,2.97,0.0,0.0,0.99,0.0,2.53,2.55,0.0,2.77,0.0,1.83,0.0,2.39,2.09,0.0,3.02,0.76,0.65,0.49,3.92,0.0,0.49,0.4,0.5,1.2,1.92,1.34,0.27,0.29,0.39,0.0,0.0,0.0,100.01
10/05/2021,11.96,0.0,0.0,0.0,2.4,0.0,0.47,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,2.2,4.0,1.66,0.86,2.13,2.31,0.0,2.37,0.61,0.0,0.0,1.31,0.0,0.0,0.36,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.13,22.43,1.88,1.32,2.35,2.99,0.0,0.0,1.01,0.0,2.56,2.61,0.0,2.75,0.0,1.86,0.0,2.3,2.13,0.0,2.56,0.77,0.66,0.5,3.52,0.0,0.48,0.42,0.35,1.29,1.99,1.35,0.28,0.28,0.4,2.24,0.0,0.0,100.02
10/06/2021,11.96,0.0,0.0,0.0,2.4,0.0,0.47,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,2.2,4.0,1.66,0.86,2.13,2.31,0.0,2.37,0.61,0.0,0.0,1.31,0.0,0.0,0.36,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.13,22.43,1.88,1.32,2.35,2.99,0.0,0.0,1.01,0.0,2.56,2.61,0.0,2.75,0.0,1.86,0.0,2.3,2.13,0.0,2.56,0.77,0.66,0.5,3.52,0.0,0.48,0.42,0.35,1.29,1.99,1.35,0.28,0.28,0.4,2.24,0.0,0.0,100.02
10/07/2021,11.78,0.0,0.0,0.0,2.48,0.0,0.47,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,2.2,3.96,1.9,0.86,2.11,2.27,0.0,2.35,0.6,0.0,0.0,1.11,0.0,0.0,0.37,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.13,22.91,1.87,1.32,2.3,2.97,0.0,0.0,0.0,0.0,2.54,2.69,0.0,2.69,0.0,1.89,0.0,2.35,2.03,0.0,2.28,0.77,0.65,0.5,3.45,0.0,0.5,0.42,0.31,1.21,2.01,1.38,0.27,0.28,0.41,2.15,1.31,0.0,99.99
10/08/2021,11.09,0.0,0.0,0.0,2.51,0.0,0.47,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.59,4.02,2.09,0.85,1.95,2.32,0.0,2.17,0.58,0.0,0.0,1.09,0.0,0.0,0.37,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.12,24.18,1.82,1.37,2.34,3.08,0.0,0.0,0.0,0.0,2.61,2.66,0.0,2.77,0.0,1.9,0.0,2.43,2.39,0.0,2.28,0.79,0.63,0.51,3.43,0.0,0.5,0.42,0.87,1.2,1.98,1.41,0.27,0.28,0.37,2.12,1.35,0.0,100.02
10/11/2021,3.08,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.61,4.5,2.27,0.88,2.0,2.39,0.0,2.78,0.59,0.0,0.0,1.06,0.0,0.0,0.37,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,26.44,2.13,1.41,2.41,3.12,0.0,0.0,0.0,0.0,2.64,2.72,0.0,2.87,0.0,1.23,0.0,2.5,2.45,0.0,2.6,0.81,0.65,0.52,2.53,0.0,0.51,0.45,1.32,1.25,2.06,0.7,0.82,0.86,0.38,0.56,1.37,5.62,100.02
10/12/2021,3.08,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.61,4.5,2.27,0.88,2.0,2.39,0.0,2.78,0.59,0.0,0.0,1.06,0.0,0.0,0.37,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,26.44,2.13,1.41,2.41,3.12,0.0,0.0,0.0,0.0,2.64,2.72,0.0,2.87,0.0,1.23,0.0,2.5,2.45,0.0,2.6,0.81,0.65,0.52,2.53,0.0,0.51,0.45,1.32,1.25,2.06,0.7,0.82,0.86,0.38,0.56,1.37,5.62,100.02
10/13/2021,3.08,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.61,4.5,2.27,0.88,2.0,2.39,0.0,2.78,0.59,0.0,0.0,1.06,0.0,0.0,0.37,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,26.44,2.13,1.41,2.41,3.12,0.0,0.0,0.0,0.0,2.64,2.72,0.0,2.87,0.0,1.23,0.0,2.5,2.45,0.0,2.6,0.81,0.65,0.52,2.53,0.0,0.51,0.45,1.32,1.25,2.06,0.7,0.82,0.86,0.38,0.56,1.37,5.62,100.02000000000001
