,AMZN,AAPL,MSFT,TSLA,FB,NVDA,GOOG,GOOGL,CRM,PYPL,PG,JNJ,HD,WMT,UNH,ADBE,JPM,MRNA,NFLX,ABBV,V,ZM,MA,TMO,FIS,BRK.B,AMD,TMUS,AVGO,NOW,BAC,DHR,GILD,INTC,ABT,LLY,SQ,DIS,CMCSA,MRK,ORCL,VZ,PEP,BMY,CSCO,T,KO,TJX,ACN,COST,QCOM,LOW,UPS,GE,BKNG,NKE,PFE,TXN,MO,AMAT,SNOW,CHTR,BSX,MDT,AMGN,INTU,STLA.MI,FDX,DASH,TGT,MS,XOM,SBUX,MCD,WFC,BLK,SNAP,NEE,PM,FISV,ADSK,TFC,LRCX,HON,UNP,AMT,GPN,SCHW,TEL,PLD,CRWD,CVX,IBM,MU,GS,C,LMT,ROKU,MMM,TWLO,PTON,ANTM,SPGI,DOCU,LHX,ISRG,PINS,KMI,ATVI,DE,FCX,SGEN,CVS,ROST,VRTX,SYK,AXP,BDX,ZTS,DXCM,RTX,ICE,First American Government Obligs X,CI,LBRDK,IR,ETSY,CAT,UBER,CCI,MDLZ,KHC,ADP,RBLX,EQIX,ALGN,WDAY,REGN,MCO,PRU,DUK,CME,CNC,BX,SHW,GM,CB,CL,IQV,MMC,PLTR,EL,DG,USB,ZBH,ADI,VEEV,EW,HUM,HCA,IDXX,WBA,KLAC,NOC,CSX,SBAC,PGR,ILMN,TWTR,ALXN,NEM,APD,CTVA,PNC,MCHP,DOW,D,ITW,SO,COF,PXD,SNPS,MNST,MRVL,WY,TTD,NSC,WM,WDC,KDP,BA,AES,W,EMR,OKTA,CMG,FTNT,ALNY,AON,COP,PSA,TROW,PANW,DLR,FGXXX,MSCI,KMB,EBAY,A,HOLX,CDNS,RMD,GE.,ETN,U,n/a,ZS,LNG,GD,MET,HUBS,INFO,SUM
08/13/2021,5.62,5.59,5.32,3.75,2.24,1.9,2.03,1.87,1.07,0.97,1.0,0.93,0.86,0.85,0.79,0.82,0.75,1.42,0.67,0.7,0.7,0.65,0.64,0.63,0.55,0.61,0.67,0.56,0.57,0.57,0.53,0.6,0.52,0.5,0.54,0.59,0.56,0.48,0.46,0.41,0.48,0.42,0.44,0.42,0.43,0.39,0.42,0.42,0.42,0.44,0.4,0.38,0.35,0.0,0.38,0.4,0.44,0.36,0.35,0.35,0.39,0.35,0.32,0.32,0.29,0.33,0.32,0.27,0.31,0.32,0.33,0.27,0.3,0.3,0.32,0.31,0.33,0.32,0.29,0.3,0.31,0.28,0.25,0.27,0.25,0.26,0.22,0.25,0.27,0.27,0.25,0.23,0.23,0.22,0.25,0.24,0.22,0.2,0.23,0.21,0.21,0.22,0.23,0.24,0.23,0.23,0.15,0.2,0.19,0.22,0.21,0.2,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.22,0.19,0.18,0.0,0.16,0.18,0.18,0.16,0.17,0.15,0.17,0.17,0.15,0.18,0.16,0.16,0.18,0.15,0.16,0.16,0.16,0.16,0.15,0.13,0.17,0.16,0.13,0.16,0.14,0.14,0.15,0.13,0.14,0.15,0.14,0.12,0.14,0.14,0.14,0.12,0.15,0.14,0.13,0.14,0.12,0.13,0.13,0.12,0.13,0.12,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.12,0.11,0.11,0.12,0.1,0.11,0.0,0.11,0.1,0.0,0.0,0.11,0.0,0.12,0.13,0.12,0.11,0.0,0.1,0.11,0.0,0.0,0.14,0.11,0.0,0.0,0.1,0.11,0.0,0.1,0.37,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.73
08/16/2021,5.57,5.7,5.37,3.8,2.24,1.89,2.03,1.87,1.09,0.97,1.0,0.93,0.86,0.85,0.77,0.83,0.76,1.21,0.66,0.7,0.67,0.63,0.63,0.63,0.55,0.61,0.67,0.57,0.57,0.57,0.53,0.61,0.53,0.5,0.54,0.57,0.55,0.49,0.46,0.42,0.48,0.42,0.44,0.42,0.43,0.39,0.42,0.42,0.42,0.44,0.4,0.38,0.35,0.0,0.37,0.39,0.43,0.35,0.35,0.33,0.41,0.35,0.33,0.32,0.29,0.34,0.33,0.28,0.31,0.32,0.34,0.27,0.3,0.3,0.33,0.31,0.32,0.33,0.29,0.3,0.31,0.28,0.24,0.27,0.26,0.26,0.22,0.25,0.28,0.27,0.24,0.23,0.23,0.2,0.26,0.24,0.22,0.19,0.23,0.21,0.2,0.21,0.23,0.23,0.23,0.23,0.15,0.2,0.19,0.23,0.21,0.2,0.21,0.2,0.19,0.2,0.2,0.19,0.2,0.21,0.19,0.18,0.0,0.16,0.19,0.19,0.17,0.18,0.14,0.17,0.17,0.15,0.18,0.16,0.16,0.18,0.15,0.16,0.16,0.16,0.16,0.15,0.13,0.17,0.16,0.13,0.16,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.12,0.14,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.12,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.1,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.11,0.0,0.12,0.13,0.12,0.12,0.0,0.1,0.11,0.0,0.0,0.18,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.74
08/17/2021,5.57,5.7,5.37,3.8,2.24,1.89,2.03,1.87,1.09,0.97,1.0,0.93,0.86,0.85,0.77,0.83,0.76,1.21,0.66,0.7,0.67,0.63,0.63,0.63,0.55,0.61,0.67,0.57,0.57,0.57,0.53,0.61,0.53,0.5,0.54,0.57,0.55,0.49,0.46,0.42,0.48,0.42,0.44,0.42,0.43,0.39,0.42,0.42,0.42,0.44,0.4,0.38,0.35,0.0,0.37,0.39,0.43,0.35,0.35,0.33,0.41,0.35,0.33,0.32,0.29,0.34,0.33,0.28,0.31,0.32,0.34,0.27,0.3,0.3,0.33,0.31,0.32,0.33,0.29,0.3,0.31,0.28,0.24,0.27,0.26,0.26,0.22,0.25,0.28,0.27,0.24,0.23,0.23,0.2,0.26,0.24,0.22,0.19,0.23,0.21,0.2,0.21,0.23,0.23,0.23,0.23,0.15,0.2,0.19,0.23,0.21,0.2,0.21,0.2,0.19,0.2,0.2,0.19,0.2,0.21,0.19,0.18,0.0,0.16,0.19,0.19,0.17,0.18,0.14,0.17,0.17,0.15,0.18,0.16,0.16,0.18,0.15,0.16,0.16,0.16,0.16,0.15,0.13,0.17,0.16,0.13,0.16,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.12,0.14,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.12,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.1,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.11,0.0,0.12,0.13,0.12,0.12,0.0,0.1,0.11,0.0,0.0,0.18,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.37,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.74
08/18/2021,5.54,5.69,5.4,3.76,2.23,1.91,2.02,1.87,1.1,0.96,1.0,0.94,0.85,0.86,0.78,0.83,0.75,1.2,0.67,0.71,0.68,0.62,0.63,0.64,0.55,0.6,0.69,0.56,0.57,0.57,0.53,0.61,0.53,0.5,0.54,0.57,0.54,0.49,0.47,0.42,0.48,0.42,0.45,0.42,0.43,0.39,0.42,0.41,0.42,0.44,0.41,0.37,0.35,0.0,0.37,0.39,0.44,0.35,0.36,0.33,0.41,0.35,0.33,0.32,0.29,0.34,0.33,0.28,0.32,0.32,0.34,0.27,0.3,0.3,0.33,0.31,0.32,0.33,0.3,0.3,0.31,0.28,0.24,0.27,0.26,0.26,0.22,0.25,0.27,0.27,0.24,0.23,0.23,0.21,0.25,0.24,0.21,0.19,0.23,0.21,0.2,0.21,0.23,0.23,0.23,0.23,0.15,0.2,0.19,0.23,0.21,0.2,0.21,0.2,0.19,0.2,0.2,0.19,0.2,0.21,0.18,0.18,0.0,0.16,0.18,0.19,0.16,0.17,0.14,0.17,0.17,0.15,0.18,0.16,0.17,0.18,0.15,0.17,0.16,0.16,0.16,0.14,0.13,0.17,0.16,0.13,0.16,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.12,0.14,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.12,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.0,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.1,0.11,0.0,0.13,0.13,0.12,0.12,0.0,0.1,0.11,0.0,0.0,0.2,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.37,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.72
08/19/2021,5.54,5.69,5.4,3.76,2.23,1.91,2.02,1.87,1.1,0.96,1.0,0.94,0.85,0.86,0.78,0.83,0.75,1.2,0.67,0.71,0.68,0.62,0.63,0.64,0.55,0.6,0.69,0.56,0.57,0.57,0.53,0.61,0.53,0.5,0.54,0.57,0.54,0.49,0.47,0.42,0.48,0.42,0.45,0.42,0.43,0.39,0.42,0.41,0.42,0.44,0.41,0.37,0.35,0.0,0.37,0.39,0.44,0.35,0.36,0.33,0.41,0.35,0.33,0.32,0.29,0.34,0.33,0.28,0.32,0.32,0.34,0.27,0.3,0.3,0.33,0.31,0.32,0.33,0.3,0.3,0.31,0.28,0.24,0.27,0.26,0.26,0.22,0.25,0.27,0.27,0.24,0.23,0.23,0.21,0.25,0.24,0.21,0.19,0.23,0.21,0.2,0.21,0.23,0.23,0.23,0.23,0.15,0.2,0.19,0.23,0.21,0.2,0.21,0.2,0.19,0.2,0.2,0.19,0.2,0.21,0.18,0.18,0.0,0.16,0.18,0.19,0.16,0.17,0.14,0.17,0.17,0.15,0.18,0.16,0.17,0.18,0.15,0.17,0.16,0.16,0.16,0.14,0.13,0.17,0.16,0.13,0.16,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.12,0.14,0.14,0.14,0.12,0.15,0.14,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.12,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.0,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.1,0.11,0.0,0.13,0.13,0.12,0.12,0.0,0.1,0.11,0.0,0.0,0.2,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.37,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.72
08/20/2021,5.55,5.78,5.44,3.6,2.26,1.89,2.04,1.88,1.09,0.98,1.01,0.95,0.87,0.86,0.79,0.83,0.74,1.15,0.67,0.72,0.69,0.61,0.63,0.65,0.54,0.61,0.67,0.55,0.57,0.57,0.52,0.62,0.54,0.5,0.54,0.59,0.54,0.48,0.47,0.43,0.48,0.42,0.45,0.43,0.43,0.39,0.42,0.41,0.43,0.45,0.41,0.38,0.36,0.0,0.36,0.4,0.45,0.36,0.35,0.33,0.4,0.36,0.34,0.33,0.29,0.34,0.33,0.28,0.31,0.32,0.34,0.27,0.31,0.31,0.32,0.31,0.31,0.33,0.3,0.3,0.31,0.28,0.24,0.28,0.26,0.26,0.22,0.25,0.28,0.27,0.23,0.22,0.23,0.21,0.25,0.23,0.22,0.19,0.23,0.2,0.2,0.21,0.23,0.22,0.23,0.24,0.15,0.2,0.19,0.23,0.2,0.2,0.21,0.2,0.19,0.2,0.2,0.19,0.2,0.22,0.18,0.18,0.0,0.16,0.19,0.19,0.16,0.17,0.14,0.17,0.17,0.15,0.18,0.15,0.17,0.18,0.15,0.17,0.16,0.16,0.16,0.14,0.13,0.17,0.16,0.13,0.16,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.12,0.14,0.13,0.14,0.12,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.12,0.14,0.11,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.0,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.13,0.13,0.12,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.1,0.0,0.0,0.36,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/23/2021,5.44,5.69,5.57,3.59,2.22,1.91,2.03,1.87,1.12,0.96,1.03,0.96,0.85,0.87,0.82,0.84,0.73,1.18,0.71,0.73,0.68,0.59,0.63,0.65,0.54,0.61,0.66,0.56,0.56,0.58,0.52,0.63,0.55,0.5,0.56,0.6,0.53,0.48,0.47,0.43,0.48,0.43,0.46,0.43,0.45,0.39,0.42,0.44,0.44,0.46,0.39,0.4,0.36,0.0,0.36,0.39,0.45,0.35,0.36,0.33,0.4,0.36,0.34,0.33,0.29,0.34,0.31,0.27,0.3,0.3,0.33,0.25,0.3,0.31,0.31,0.31,0.31,0.34,0.3,0.31,0.31,0.27,0.24,0.27,0.26,0.27,0.21,0.24,0.27,0.28,0.23,0.22,0.23,0.21,0.25,0.23,0.22,0.18,0.22,0.2,0.2,0.22,0.23,0.23,0.23,0.25,0.14,0.19,0.19,0.22,0.18,0.21,0.21,0.21,0.2,0.2,0.19,0.2,0.21,0.22,0.18,0.18,0.0,0.16,0.19,0.18,0.17,0.16,0.14,0.17,0.17,0.15,0.18,0.16,0.17,0.18,0.15,0.18,0.16,0.15,0.16,0.14,0.13,0.17,0.16,0.12,0.16,0.14,0.15,0.15,0.14,0.14,0.15,0.13,0.12,0.14,0.14,0.15,0.12,0.16,0.14,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.13,0.12,0.13,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.13,0.13,0.12,0.12,0.0,0.11,0.11,0.0,0.11,0.18,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.35,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.81000000000002
08/24/2021,5.44,5.69,5.57,3.59,2.22,1.91,2.03,1.87,1.12,0.96,1.03,0.96,0.85,0.87,0.82,0.84,0.73,1.18,0.71,0.73,0.68,0.59,0.63,0.65,0.54,0.61,0.66,0.56,0.56,0.58,0.52,0.63,0.55,0.5,0.56,0.6,0.53,0.48,0.47,0.43,0.48,0.43,0.46,0.43,0.45,0.39,0.42,0.44,0.44,0.46,0.39,0.4,0.36,0.0,0.36,0.39,0.45,0.35,0.36,0.33,0.4,0.36,0.34,0.33,0.29,0.34,0.31,0.27,0.3,0.3,0.33,0.25,0.3,0.31,0.31,0.31,0.31,0.34,0.3,0.31,0.31,0.27,0.24,0.27,0.26,0.27,0.21,0.24,0.27,0.28,0.23,0.22,0.23,0.21,0.25,0.23,0.22,0.18,0.22,0.2,0.2,0.22,0.23,0.23,0.23,0.25,0.14,0.19,0.19,0.22,0.18,0.21,0.21,0.21,0.2,0.2,0.19,0.2,0.21,0.22,0.18,0.18,0.0,0.16,0.19,0.18,0.17,0.16,0.14,0.17,0.17,0.15,0.18,0.16,0.17,0.18,0.15,0.18,0.16,0.15,0.16,0.14,0.13,0.17,0.16,0.12,0.16,0.14,0.15,0.15,0.14,0.14,0.15,0.13,0.12,0.14,0.14,0.15,0.12,0.16,0.14,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.13,0.12,0.13,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.13,0.13,0.12,0.12,0.0,0.11,0.11,0.0,0.11,0.18,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.35,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.81000000000002
08/25/2021,5.42,5.7,5.66,3.59,2.23,1.99,2.04,1.88,1.13,0.97,1.02,0.96,0.85,0.87,0.82,0.85,0.73,1.19,0.71,0.73,0.68,0.59,0.62,0.65,0.54,0.6,0.66,0.56,0.56,0.59,0.51,0.62,0.55,0.49,0.56,0.59,0.54,0.48,0.47,0.43,0.48,0.42,0.45,0.43,0.45,0.39,0.42,0.44,0.44,0.46,0.39,0.41,0.35,0.35,0.36,0.39,0.45,0.35,0.36,0.32,0.38,0.36,0.34,0.33,0.29,0.34,0.31,0.27,0.3,0.31,0.33,0.25,0.3,0.3,0.31,0.31,0.31,0.34,0.3,0.31,0.31,0.27,0.23,0.27,0.26,0.27,0.21,0.24,0.27,0.28,0.23,0.21,0.23,0.2,0.25,0.23,0.22,0.18,0.22,0.2,0.2,0.22,0.23,0.22,0.23,0.24,0.14,0.19,0.19,0.21,0.18,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.21,0.23,0.18,0.18,0.0,0.15,0.19,0.18,0.17,0.16,0.14,0.17,0.17,0.15,0.17,0.16,0.17,0.18,0.15,0.18,0.16,0.15,0.16,0.14,0.13,0.17,0.16,0.12,0.16,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.12,0.13,0.14,0.15,0.12,0.16,0.14,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.13,0.12,0.13,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.13,0.13,0.12,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/26/2021,5.42,5.7,5.66,3.59,2.23,1.99,2.04,1.88,1.13,0.97,1.02,0.96,0.85,0.87,0.82,0.85,0.73,1.19,0.71,0.73,0.68,0.59,0.62,0.65,0.54,0.6,0.66,0.56,0.56,0.59,0.51,0.62,0.55,0.49,0.56,0.59,0.54,0.48,0.47,0.43,0.48,0.42,0.45,0.43,0.45,0.39,0.42,0.44,0.44,0.46,0.39,0.41,0.35,0.35,0.36,0.39,0.45,0.35,0.36,0.32,0.38,0.36,0.34,0.33,0.29,0.34,0.31,0.27,0.3,0.31,0.33,0.25,0.3,0.3,0.31,0.31,0.31,0.34,0.3,0.31,0.31,0.27,0.23,0.27,0.26,0.27,0.21,0.24,0.27,0.28,0.23,0.21,0.23,0.2,0.25,0.23,0.22,0.18,0.22,0.2,0.2,0.22,0.23,0.22,0.23,0.24,0.14,0.19,0.19,0.21,0.18,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.21,0.23,0.18,0.18,0.0,0.15,0.19,0.18,0.17,0.16,0.14,0.17,0.17,0.15,0.17,0.16,0.17,0.18,0.15,0.18,0.16,0.15,0.16,0.14,0.13,0.17,0.16,0.12,0.16,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.12,0.13,0.14,0.15,0.12,0.16,0.14,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.13,0.12,0.13,0.12,0.0,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.13,0.13,0.12,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/27/2021,5.53,5.68,5.56,3.7,2.24,2.06,2.07,1.91,1.13,0.98,1.0,0.93,0.83,0.85,0.8,0.85,0.73,1.21,0.71,0.72,0.68,0.59,0.63,0.64,0.53,0.6,0.67,0.55,0.56,0.6,0.52,0.61,0.54,0.5,0.55,0.57,0.55,0.48,0.46,0.42,0.47,0.41,0.44,0.42,0.45,0.38,0.41,0.44,0.43,0.45,0.39,0.4,0.35,0.36,0.38,0.39,0.44,0.35,0.35,0.33,0.4,0.36,0.33,0.33,0.28,0.34,0.31,0.27,0.31,0.3,0.33,0.26,0.3,0.3,0.31,0.31,0.32,0.33,0.29,0.31,0.32,0.28,0.24,0.27,0.25,0.26,0.21,0.25,0.27,0.27,0.26,0.22,0.23,0.21,0.25,0.23,0.21,0.18,0.22,0.21,0.2,0.21,0.23,0.23,0.23,0.24,0.15,0.19,0.18,0.22,0.19,0.22,0.21,0.2,0.2,0.21,0.19,0.19,0.2,0.22,0.18,0.18,0.0,0.16,0.19,0.18,0.17,0.17,0.13,0.17,0.17,0.15,0.17,0.17,0.17,0.18,0.16,0.18,0.16,0.15,0.16,0.14,0.13,0.18,0.16,0.12,0.16,0.14,0.14,0.15,0.14,0.15,0.14,0.13,0.12,0.13,0.13,0.15,0.12,0.15,0.14,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.12,0.11,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.13,0.12,0.12,0.12,0.0,0.11,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.85
08/30/2021,5.56,5.62,5.51,3.67,2.24,2.09,2.07,1.92,1.17,0.96,0.99,0.92,0.83,0.84,0.79,0.85,0.75,1.23,0.71,0.73,0.67,0.59,0.61,0.64,0.52,0.6,0.67,0.54,0.56,0.61,0.53,0.61,0.53,0.49,0.55,0.57,0.53,0.48,0.46,0.42,0.47,0.41,0.44,0.42,0.45,0.38,0.41,0.43,0.43,0.44,0.39,0.4,0.35,0.36,0.39,0.38,0.43,0.35,0.36,0.33,0.43,0.36,0.33,0.33,0.28,0.34,0.3,0.27,0.31,0.3,0.33,0.26,0.3,0.3,0.32,0.31,0.31,0.33,0.29,0.31,0.29,0.28,0.24,0.27,0.25,0.26,0.21,0.25,0.27,0.27,0.27,0.22,0.23,0.21,0.25,0.23,0.22,0.18,0.22,0.21,0.2,0.21,0.23,0.23,0.23,0.24,0.15,0.19,0.18,0.22,0.19,0.22,0.21,0.19,0.2,0.21,0.2,0.19,0.2,0.22,0.18,0.18,0.0,0.15,0.19,0.18,0.18,0.17,0.14,0.16,0.17,0.15,0.17,0.16,0.17,0.18,0.16,0.18,0.16,0.15,0.16,0.14,0.13,0.18,0.16,0.12,0.16,0.13,0.15,0.15,0.14,0.15,0.14,0.13,0.12,0.13,0.14,0.15,0.12,0.16,0.14,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.12,0.11,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.13,0.13,0.12,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.77
08/31/2021,5.56,5.62,5.51,3.67,2.24,2.09,2.07,1.92,1.17,0.96,0.99,0.92,0.83,0.84,0.79,0.85,0.75,1.23,0.71,0.73,0.67,0.59,0.61,0.64,0.52,0.6,0.67,0.54,0.56,0.61,0.53,0.61,0.53,0.49,0.55,0.57,0.53,0.48,0.46,0.42,0.47,0.41,0.44,0.42,0.45,0.38,0.41,0.43,0.43,0.44,0.39,0.4,0.35,0.36,0.39,0.38,0.43,0.35,0.36,0.33,0.43,0.36,0.33,0.33,0.28,0.34,0.3,0.27,0.31,0.3,0.33,0.26,0.3,0.3,0.32,0.31,0.31,0.33,0.29,0.31,0.29,0.28,0.24,0.27,0.25,0.26,0.21,0.25,0.27,0.27,0.27,0.22,0.23,0.21,0.25,0.23,0.22,0.18,0.22,0.21,0.2,0.21,0.23,0.23,0.23,0.24,0.15,0.19,0.18,0.22,0.19,0.22,0.21,0.19,0.2,0.21,0.2,0.19,0.2,0.22,0.18,0.18,0.0,0.15,0.19,0.18,0.18,0.17,0.14,0.16,0.17,0.15,0.17,0.16,0.17,0.18,0.16,0.18,0.16,0.15,0.16,0.14,0.13,0.18,0.16,0.12,0.16,0.13,0.15,0.15,0.14,0.15,0.14,0.13,0.12,0.13,0.14,0.15,0.12,0.16,0.14,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.12,0.11,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.13,0.13,0.12,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.77
09/01/2021,5.57,5.62,5.48,3.7,2.27,2.12,2.09,1.93,1.15,0.97,0.99,0.91,0.83,0.83,0.79,0.85,0.75,1.17,0.72,0.72,0.67,0.59,0.61,0.63,0.52,0.59,0.69,0.53,0.57,0.61,0.53,0.61,0.53,0.5,0.54,0.56,0.54,0.48,0.46,0.41,0.47,0.41,0.44,0.41,0.45,0.37,0.4,0.43,0.43,0.44,0.39,0.4,0.35,0.37,0.39,0.38,0.42,0.35,0.36,0.34,0.42,0.36,0.33,0.33,0.28,0.35,0.3,0.26,0.3,0.3,0.34,0.26,0.3,0.3,0.32,0.31,0.31,0.32,0.29,0.31,0.29,0.28,0.25,0.27,0.25,0.26,0.21,0.25,0.27,0.27,0.27,0.22,0.22,0.21,0.26,0.23,0.21,0.18,0.22,0.21,0.19,0.21,0.23,0.23,0.23,0.24,0.15,0.19,0.18,0.22,0.2,0.21,0.21,0.19,0.2,0.21,0.2,0.19,0.2,0.22,0.18,0.18,0.0,0.15,0.19,0.19,0.18,0.17,0.14,0.16,0.17,0.15,0.17,0.16,0.17,0.18,0.17,0.17,0.16,0.15,0.16,0.14,0.13,0.19,0.16,0.12,0.16,0.13,0.14,0.15,0.14,0.15,0.14,0.14,0.12,0.19,0.14,0.15,0.12,0.15,0.14,0.12,0.14,0.12,0.13,0.13,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.12,0.11,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.13,0.13,0.12,0.12,0.0,0.0,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.82000000000001
