,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,JPM,NVDA,V,JNJ,PG,PYPL,UNH,MA,BAC,HD,DIS,XOM,KO,ADBE,PEP,CMCSA,NKE,NFLX,ACN,PFE,CVX,CSCO,INTC,USD,CRM,ABT,WFC,TMO,ABBV,WMT,VZ,LLY,MRK,T,COST,HON,UPS,UNP,MDT,TXN,C,QCOM,BMY,RTX,BLK,BA,LOW,MS,AMT,GS,SBUX,AMGN,ORCL,CAT,GE,MMM,SCHW,AXP,TGT,INTU,IBM,AMAT,SPGI,MDLZ,DE,ISRG,CVS,DUK,AMD,SQ,GM,NOW,LMT,PLD,FIS,ADP,CCI,CHTR,ANTM,SYK,SO,ZTS,BKNG,PNC,CL,COP,EQIX,USB,D,GILD,TFC,TJX,MU,LRCX,CB,FDX,MMC,CI,COF,ITW,ICE,TMUS,FISV,F,SHW,APD,BDX,WM,ETN,ILMN,MCO,NOC,EW,EMR,GPN,PGR,AON,ADSK,KMB,EXC,AEP,TWLO,BSX,ADI,HUM,ECL,NEM,SRE,FCX,REGN,HCA,APTV,EA,JCI,LULU,GD,DG,IDXX,MSCI,XEL,DOW,TT,MET,DOCU,BIIB,TWTR,VRTX,A,TROW,GIS,ALGN,EBAY,SLB,DLR,AIG,CMG,KLAC,BK,CNC,PRU,ADM,TRV,ALL,PEG,PSX,SNPS,BAX,IFF,MPC,CMI,ES,AFL,WDAY,RMD,FRC,MTD,HPQ,MAR,SWK,ROK,STT,CBRE,AJG,EQR,KEYS,ED,ZBRA,VFC,XLNX,WBA,SIVB,PANW,YUM,HLT,FTNT,AZO,HSY,VRSK,MSI,KHC,WMB,AVB,AMP,SYF,MCK,NUE,GE.,KR,BLL,GRMN,FITB,LUV,HUBS,ALB,ETSY,EIX,n/a,AVGO,DHR,MRNA,CSX,UBER,MRVL,SBAC,INFO,NXPI,CARR,SYY,CDNS,IQV,WY,LHX,ROST,RSG,CTSH,CTVA,ZM,DD,OTIS,DFS,SUM
08/13/2021,6.27,5.92,4.23,2.37,2.26,2.15,1.58,1.31,1.33,1.33,1.32,1.06,1.12,1.06,1.03,1.04,0.94,0.76,0.84,0.81,0.81,0.78,0.81,0.65,0.67,0.78,0.61,0.64,0.6,0.69,0.59,0.62,0.68,0.62,0.59,0.62,0.57,0.66,0.55,0.5,0.57,0.53,0.45,0.48,0.49,0.48,0.5,0.45,0.44,0.44,0.43,0.42,0.4,0.47,0.41,0.44,0.4,0.38,0.43,0.39,0.0,0.38,0.39,0.36,0.38,0.37,0.35,0.35,0.35,0.33,0.35,0.34,0.32,0.34,0.35,0.35,0.28,0.31,0.3,0.31,0.27,0.3,0.27,0.29,0.27,0.26,0.28,0.27,0.26,0.27,0.25,0.24,0.24,0.26,0.25,0.25,0.26,0.25,0.23,0.24,0.26,0.22,0.25,0.21,0.25,0.24,0.22,0.21,0.22,0.21,0.24,0.2,0.2,0.2,0.22,0.21,0.2,0.18,0.2,0.2,0.16,0.19,0.2,0.2,0.17,0.19,0.18,0.16,0.18,0.17,0.16,0.17,0.15,0.17,0.18,0.18,0.18,0.17,0.15,0.17,0.18,0.16,0.17,0.16,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.15,0.16,0.16,0.14,0.16,0.13,0.12,0.14,0.15,0.15,0.14,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.1,0.12,0.11,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.12,0.1,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.11,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.37999999999998
08/16/2021,6.38,5.96,4.18,2.37,2.25,2.14,1.6,1.3,1.29,1.33,1.32,1.06,1.1,1.04,1.04,1.05,0.95,0.75,0.84,0.83,0.81,0.78,0.8,0.64,0.67,0.76,0.61,0.65,0.59,0.72,0.6,0.62,0.69,0.61,0.59,0.62,0.57,0.64,0.56,0.5,0.57,0.53,0.46,0.49,0.49,0.47,0.5,0.45,0.43,0.44,0.43,0.42,0.4,0.48,0.41,0.45,0.4,0.38,0.43,0.39,0.0,0.38,0.39,0.36,0.38,0.37,0.35,0.32,0.35,0.33,0.36,0.34,0.33,0.33,0.35,0.34,0.29,0.31,0.29,0.31,0.27,0.3,0.27,0.3,0.26,0.26,0.28,0.27,0.26,0.27,0.25,0.24,0.24,0.26,0.25,0.26,0.26,0.25,0.21,0.23,0.27,0.22,0.25,0.21,0.26,0.24,0.22,0.21,0.22,0.21,0.24,0.19,0.21,0.21,0.22,0.22,0.2,0.18,0.2,0.2,0.16,0.19,0.2,0.2,0.17,0.19,0.18,0.16,0.18,0.17,0.15,0.17,0.15,0.17,0.18,0.18,0.18,0.17,0.15,0.17,0.18,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.16,0.16,0.14,0.16,0.14,0.12,0.15,0.15,0.15,0.14,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.1,0.12,0.11,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.0,0.0,0.0,0.1,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.12,0.1,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.12,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.39999999999998
08/17/2021,6.42,6.05,4.19,2.38,2.27,2.16,1.59,1.33,1.3,1.35,1.34,1.06,1.12,1.05,1.04,1.04,0.96,0.75,0.85,0.83,0.83,0.79,0.81,0.65,0.68,0.79,0.61,0.65,0.59,0.0,0.61,0.62,0.69,0.62,0.6,0.63,0.58,0.65,0.56,0.5,0.58,0.53,0.46,0.5,0.5,0.48,0.5,0.46,0.44,0.43,0.43,0.41,0.4,0.48,0.42,0.45,0.4,0.38,0.43,0.39,0.0,0.38,0.38,0.36,0.38,0.38,0.35,0.33,0.35,0.34,0.36,0.34,0.33,0.33,0.37,0.34,0.28,0.32,0.29,0.32,0.27,0.3,0.28,0.3,0.26,0.27,0.28,0.28,0.26,0.27,0.25,0.23,0.24,0.26,0.26,0.26,0.25,0.25,0.22,0.23,0.27,0.22,0.25,0.21,0.26,0.24,0.21,0.21,0.22,0.2,0.25,0.2,0.21,0.21,0.22,0.22,0.2,0.18,0.2,0.2,0.17,0.19,0.2,0.2,0.18,0.19,0.18,0.16,0.18,0.17,0.15,0.18,0.15,0.17,0.18,0.18,0.18,0.17,0.15,0.17,0.18,0.16,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.16,0.16,0.14,0.16,0.15,0.12,0.15,0.15,0.15,0.14,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.1,0.12,0.11,0.12,0.12,0.11,0.13,0.13,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.12,0.1,0.11,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.1,0.1,0.0,0.12,0.0,0.11,0.1,0.1,0.0,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.12,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.47
08/18/2021,6.38,6.01,4.16,2.37,2.25,2.14,1.58,1.32,1.29,1.34,1.33,1.05,1.11,1.04,1.03,1.04,0.96,0.74,0.84,0.83,0.82,0.79,0.81,0.65,0.67,0.78,0.61,0.65,0.59,0.72,0.61,0.62,0.68,0.62,0.59,0.62,0.57,0.65,0.56,0.5,0.58,0.53,0.46,0.49,0.5,0.47,0.5,0.46,0.43,0.43,0.43,0.41,0.4,0.47,0.42,0.44,0.4,0.38,0.43,0.39,0.0,0.38,0.38,0.35,0.38,0.38,0.35,0.32,0.35,0.33,0.35,0.34,0.32,0.33,0.36,0.34,0.28,0.32,0.29,0.32,0.27,0.3,0.27,0.29,0.26,0.26,0.28,0.28,0.26,0.26,0.25,0.23,0.24,0.26,0.25,0.26,0.25,0.25,0.22,0.22,0.27,0.22,0.25,0.21,0.26,0.24,0.21,0.21,0.22,0.2,0.24,0.2,0.21,0.21,0.22,0.22,0.2,0.18,0.2,0.2,0.16,0.18,0.2,0.2,0.17,0.19,0.18,0.16,0.18,0.17,0.15,0.18,0.15,0.17,0.18,0.18,0.18,0.17,0.15,0.17,0.18,0.16,0.16,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.16,0.16,0.14,0.16,0.15,0.12,0.15,0.15,0.15,0.14,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.0,0.12,0.11,0.12,0.12,0.11,0.13,0.13,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.0,0.1,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.1,0.1,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.12,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.49000000000001
08/19/2021,6.44,6.03,4.15,2.38,2.26,2.14,1.56,1.3,1.3,1.35,1.33,1.06,1.13,1.04,1.02,1.04,0.94,0.73,0.84,0.83,0.83,0.78,0.81,0.65,0.68,0.78,0.6,0.65,0.59,0.73,0.6,0.62,0.67,0.63,0.6,0.63,0.57,0.66,0.57,0.5,0.58,0.53,0.46,0.49,0.5,0.48,0.49,0.45,0.44,0.43,0.43,0.4,0.4,0.47,0.42,0.44,0.4,0.38,0.43,0.39,0.0,0.38,0.38,0.35,0.38,0.38,0.35,0.33,0.35,0.34,0.35,0.35,0.33,0.33,0.35,0.33,0.28,0.31,0.29,0.32,0.27,0.3,0.27,0.3,0.26,0.27,0.28,0.28,0.25,0.26,0.25,0.23,0.24,0.25,0.25,0.26,0.25,0.25,0.22,0.23,0.27,0.23,0.25,0.21,0.26,0.24,0.21,0.2,0.22,0.2,0.24,0.2,0.21,0.21,0.22,0.22,0.2,0.18,0.2,0.2,0.16,0.19,0.2,0.2,0.18,0.19,0.18,0.15,0.18,0.17,0.15,0.17,0.15,0.17,0.17,0.18,0.18,0.17,0.15,0.17,0.18,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.16,0.16,0.14,0.16,0.15,0.12,0.15,0.15,0.15,0.14,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.1,0.12,0.11,0.12,0.12,0.11,0.13,0.13,0.12,0.12,0.11,0.12,0.1,0.1,0.11,0.12,0.1,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.1,0.0,0.12,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.58
08/20/2021,6.45,6.04,4.11,2.35,2.25,2.13,1.55,1.27,1.31,1.37,1.34,1.04,1.15,1.05,1.02,1.01,0.93,0.73,0.85,0.83,0.83,0.79,0.8,0.65,0.69,0.81,0.6,0.65,0.58,0.74,0.6,0.63,0.66,0.63,0.61,0.63,0.58,0.67,0.58,0.5,0.58,0.53,0.47,0.49,0.51,0.47,0.49,0.45,0.45,0.43,0.43,0.39,0.38,0.47,0.43,0.44,0.4,0.38,0.43,0.38,0.0,0.38,0.37,0.35,0.37,0.37,0.35,0.32,0.35,0.34,0.35,0.35,0.33,0.34,0.36,0.33,0.26,0.31,0.29,0.32,0.27,0.3,0.28,0.3,0.27,0.27,0.29,0.28,0.25,0.26,0.25,0.23,0.24,0.25,0.26,0.27,0.25,0.24,0.22,0.23,0.27,0.22,0.26,0.21,0.26,0.24,0.22,0.21,0.22,0.19,0.24,0.2,0.21,0.21,0.22,0.22,0.2,0.18,0.21,0.2,0.16,0.18,0.21,0.2,0.18,0.19,0.18,0.15,0.19,0.17,0.15,0.18,0.15,0.17,0.16,0.19,0.18,0.16,0.15,0.17,0.17,0.16,0.16,0.17,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.16,0.16,0.14,0.16,0.14,0.12,0.15,0.15,0.15,0.14,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.0,0.12,0.11,0.12,0.12,0.11,0.13,0.13,0.12,0.12,0.11,0.12,0.1,0.1,0.0,0.12,0.0,0.1,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.12,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.11,0.36,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.55999999999999
08/23/2021,6.36,6.18,4.08,2.35,2.25,2.15,1.54,1.31,1.3,1.38,1.36,1.05,1.18,1.04,1.01,1.02,0.93,0.7,0.85,0.84,0.84,0.79,0.79,0.69,0.69,0.8,0.57,0.67,0.59,0.76,0.62,0.64,0.65,0.63,0.61,0.63,0.58,0.67,0.58,0.49,0.59,0.52,0.46,0.49,0.51,0.47,0.48,0.44,0.45,0.42,0.43,0.38,0.43,0.46,0.43,0.43,0.4,0.38,0.43,0.37,0.0,0.37,0.37,0.34,0.36,0.38,0.34,0.33,0.35,0.34,0.34,0.37,0.33,0.34,0.35,0.33,0.26,0.32,0.29,0.33,0.26,0.3,0.28,0.3,0.27,0.27,0.29,0.29,0.25,0.26,0.25,0.22,0.25,0.25,0.26,0.26,0.25,0.26,0.22,0.23,0.28,0.22,0.26,0.21,0.25,0.24,0.22,0.21,0.23,0.19,0.24,0.19,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.2,0.16,0.19,0.21,0.2,0.18,0.2,0.19,0.15,0.18,0.17,0.16,0.18,0.15,0.17,0.15,0.19,0.19,0.16,0.15,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.17,0.16,0.14,0.16,0.15,0.12,0.15,0.15,0.15,0.14,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.0,0.13,0.11,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.1,0.1,0.0,0.12,0.0,0.1,0.1,0.0,0.1,0.11,0.1,0.0,0.1,0.1,0.0,0.0,0.12,0.0,0.11,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.36,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.72
08/24/2021,6.42,6.33,4.1,2.37,2.28,2.17,1.54,1.37,1.3,1.38,1.36,1.06,1.18,1.03,1.01,1.04,0.94,0.7,0.84,0.85,0.84,0.8,0.8,0.7,0.7,0.79,0.57,0.68,0.58,0.0,0.63,0.64,0.65,0.64,0.61,0.64,0.58,0.67,0.58,0.49,0.6,0.52,0.46,0.49,0.51,0.47,0.48,0.44,0.45,0.42,0.44,0.38,0.44,0.46,0.44,0.43,0.4,0.38,0.43,0.37,0.0,0.37,0.37,0.35,0.37,0.38,0.34,0.32,0.35,0.34,0.33,0.36,0.33,0.34,0.35,0.34,0.26,0.33,0.29,0.33,0.27,0.3,0.28,0.31,0.27,0.27,0.29,0.29,0.25,0.26,0.25,0.22,0.25,0.25,0.26,0.27,0.25,0.26,0.22,0.22,0.28,0.22,0.26,0.21,0.25,0.24,0.22,0.21,0.23,0.19,0.25,0.19,0.21,0.21,0.22,0.21,0.2,0.18,0.21,0.2,0.16,0.19,0.21,0.2,0.18,0.2,0.19,0.15,0.18,0.17,0.16,0.18,0.14,0.17,0.15,0.19,0.19,0.16,0.15,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.17,0.16,0.14,0.16,0.15,0.12,0.15,0.15,0.16,0.14,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.0,0.13,0.11,0.12,0.11,0.11,0.13,0.13,0.12,0.12,0.11,0.12,0.0,0.11,0.1,0.12,0.0,0.1,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.11,0.11,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.11,0.36,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.63999999999999
08/25/2021,6.37,6.28,4.06,2.36,2.26,2.15,1.53,1.36,1.29,1.37,1.35,1.05,1.17,1.02,1.0,1.04,0.93,0.69,0.84,0.85,0.83,0.79,0.79,0.69,0.69,0.79,0.57,0.67,0.58,0.76,0.62,0.64,0.65,0.63,0.61,0.64,0.57,0.67,0.58,0.49,0.59,0.52,0.46,0.49,0.51,0.47,0.48,0.44,0.45,0.42,0.43,0.37,0.44,0.46,0.43,0.43,0.4,0.37,0.42,0.37,0.36,0.37,0.37,0.34,0.37,0.38,0.34,0.32,0.35,0.34,0.33,0.36,0.33,0.34,0.35,0.34,0.26,0.32,0.29,0.33,0.26,0.3,0.28,0.3,0.27,0.27,0.29,0.28,0.25,0.26,0.25,0.22,0.25,0.25,0.26,0.26,0.25,0.26,0.22,0.22,0.27,0.22,0.26,0.21,0.25,0.24,0.21,0.21,0.23,0.19,0.25,0.19,0.21,0.21,0.22,0.21,0.2,0.18,0.21,0.2,0.16,0.19,0.21,0.2,0.18,0.2,0.19,0.15,0.18,0.17,0.15,0.18,0.14,0.17,0.15,0.19,0.19,0.16,0.15,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.13,0.15,0.17,0.16,0.14,0.16,0.15,0.11,0.15,0.15,0.15,0.13,0.14,0.11,0.14,0.12,0.13,0.13,0.13,0.0,0.13,0.11,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.12,0.1,0.1,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.12,0.1,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.66
08/26/2021,6.38,6.24,4.11,2.36,2.29,2.18,1.54,1.43,1.29,1.35,1.33,1.06,1.15,1.03,1.01,1.02,0.94,0.71,0.83,0.85,0.82,0.79,0.79,0.69,0.69,0.8,0.57,0.67,0.58,0.76,0.63,0.63,0.64,0.62,0.61,0.63,0.57,0.65,0.57,0.49,0.58,0.52,0.45,0.48,0.5,0.47,0.48,0.44,0.44,0.42,0.43,0.38,0.43,0.46,0.43,0.43,0.39,0.37,0.42,0.37,0.36,0.37,0.37,0.34,0.36,0.38,0.34,0.33,0.35,0.33,0.33,0.36,0.32,0.33,0.36,0.34,0.25,0.33,0.29,0.32,0.26,0.29,0.28,0.3,0.27,0.27,0.28,0.28,0.25,0.26,0.25,0.23,0.24,0.25,0.26,0.26,0.25,0.26,0.22,0.23,0.27,0.21,0.26,0.2,0.25,0.24,0.21,0.21,0.23,0.19,0.24,0.19,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.2,0.16,0.19,0.2,0.2,0.18,0.19,0.18,0.15,0.18,0.17,0.15,0.18,0.15,0.17,0.16,0.19,0.19,0.16,0.15,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.17,0.16,0.14,0.16,0.14,0.12,0.15,0.15,0.15,0.14,0.14,0.11,0.13,0.12,0.13,0.13,0.13,0.0,0.13,0.11,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.11,0.11,0.0,0.11,0.1,0.12,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.11,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.59
08/27/2021,6.37,6.18,4.16,2.37,2.3,2.19,1.55,1.41,1.29,1.33,1.31,1.07,1.14,1.03,1.02,1.01,0.94,0.72,0.82,0.85,0.81,0.79,0.79,0.69,0.68,0.77,0.58,0.68,0.59,0.76,0.62,0.63,0.65,0.62,0.61,0.62,0.56,0.64,0.56,0.48,0.58,0.52,0.45,0.48,0.51,0.47,0.49,0.44,0.44,0.42,0.43,0.39,0.42,0.47,0.42,0.44,0.39,0.37,0.42,0.38,0.37,0.37,0.38,0.34,0.36,0.38,0.34,0.33,0.34,0.33,0.34,0.36,0.32,0.33,0.35,0.34,0.26,0.33,0.29,0.31,0.26,0.29,0.27,0.3,0.26,0.27,0.28,0.28,0.27,0.26,0.24,0.23,0.24,0.25,0.25,0.26,0.25,0.26,0.22,0.23,0.27,0.21,0.26,0.21,0.25,0.24,0.21,0.21,0.23,0.19,0.24,0.19,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.2,0.16,0.18,0.2,0.2,0.17,0.19,0.18,0.16,0.18,0.17,0.15,0.17,0.15,0.17,0.16,0.19,0.19,0.16,0.15,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.17,0.16,0.13,0.16,0.14,0.12,0.15,0.15,0.15,0.14,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.1,0.13,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.11,0.1,0.12,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.53999999999999
08/30/2021,6.35,6.18,4.22,2.39,2.33,2.21,1.6,1.45,1.29,1.33,1.32,1.06,1.14,1.02,1.05,1.01,0.94,0.72,0.82,0.85,0.82,0.79,0.79,0.69,0.7,0.77,0.58,0.69,0.59,0.0,0.65,0.63,0.67,0.63,0.62,0.62,0.56,0.64,0.56,0.48,0.58,0.53,0.46,0.48,0.52,0.48,0.49,0.44,0.43,0.42,0.44,0.38,0.43,0.48,0.42,0.45,0.39,0.37,0.42,0.38,0.37,0.37,0.38,0.36,0.36,0.39,0.34,0.33,0.35,0.33,0.35,0.36,0.32,0.33,0.36,0.34,0.26,0.34,0.29,0.32,0.26,0.29,0.27,0.31,0.26,0.27,0.29,0.28,0.27,0.27,0.25,0.23,0.24,0.25,0.26,0.26,0.25,0.26,0.22,0.23,0.27,0.22,0.26,0.21,0.25,0.24,0.22,0.2,0.23,0.19,0.24,0.19,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.2,0.16,0.19,0.21,0.19,0.18,0.19,0.18,0.16,0.18,0.17,0.15,0.18,0.14,0.17,0.16,0.19,0.19,0.16,0.15,0.18,0.18,0.16,0.16,0.17,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.13,0.15,0.17,0.16,0.13,0.16,0.15,0.12,0.15,0.15,0.16,0.14,0.15,0.11,0.14,0.13,0.13,0.13,0.13,0.0,0.14,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.0,0.11,0.1,0.12,0.11,0.1,0.0,0.1,0.11,0.11,0.1,0.0,0.1,0.0,0.0,0.12,0.11,0.1,0.11,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.52000000000001
08/31/2021,6.34,6.14,4.22,2.42,2.35,2.23,1.6,1.47,1.29,1.31,1.31,1.07,1.13,1.02,1.05,1.01,0.95,0.73,0.82,0.85,0.81,0.79,0.78,0.7,0.7,0.75,0.59,0.68,0.59,0.0,0.64,0.62,0.67,0.62,0.61,0.61,0.56,0.63,0.56,0.48,0.58,0.52,0.46,0.48,0.52,0.48,0.49,0.44,0.43,0.42,0.45,0.39,0.43,0.48,0.42,0.45,0.39,0.37,0.42,0.38,0.38,0.37,0.39,0.36,0.36,0.39,0.34,0.34,0.34,0.33,0.35,0.35,0.32,0.33,0.37,0.34,0.26,0.34,0.29,0.32,0.26,0.29,0.27,0.31,0.26,0.27,0.28,0.28,0.27,0.27,0.24,0.24,0.24,0.26,0.25,0.26,0.25,0.26,0.23,0.24,0.27,0.21,0.26,0.21,0.26,0.24,0.22,0.2,0.23,0.2,0.24,0.19,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.2,0.16,0.19,0.21,0.19,0.17,0.19,0.18,0.16,0.18,0.24,0.15,0.18,0.15,0.17,0.17,0.19,0.19,0.16,0.15,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.13,0.15,0.17,0.16,0.13,0.16,0.15,0.12,0.15,0.15,0.15,0.14,0.15,0.11,0.14,0.13,0.13,0.13,0.13,0.0,0.14,0.11,0.12,0.12,0.11,0.12,0.13,0.13,0.12,0.12,0.12,0.0,0.11,0.1,0.12,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.12,0.11,0.1,0.12,0.0,0.0,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.57999999999998
