,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,V,UNH,HD,PYPL,MA,ADBE,NFLX,CRM,TMO,AVGO,COST,DHR,LIN,INTU,BA,BLK,AMT,ISRG,NOW,CHTR,SPGI,SQ,BKNG,ZTS,LRCX,TMUS,ZM,CI,UBER,EL,EQIX,ILMN,EW,SHW,ADSK,FISV,SNAP,TWLO,BSX,REGN,MCO,HUM,GPN,HCA,NXPI,IDXX,NOC,TWTR,DOCU,VRTX,DG,NEM,CRWD,ROP,ROKU,IQV,WDAY,LHX,ALGN,MSCI,CMG,VEEV,MTCH,LULU,PINS,CNC,SNPS,DXCM,ALXN,ORLY,CDNS,RMD,PANW,TDG,SBAC,ZBH,CTAS,MNST,FTNT,AZO,TTD,PTON,MTD,CSGP,ANSS,SIVB,OKTA,EPAM,ZBRA,CBRE,VRSK,LBRDK,CPRT,WST,GNRC,HUBS,ENPH,ETSY,DELL,ODFL,EXPE,RNG,SPLK,DDOG,DLTR,WORK,W,QRVO,ABNB,IT,MLM,TDOC,FLT,HZNP,EXAS,TTWO,CVNA,LNG,ALNY,ANET,COO,SGEN,TDY,COUP,MDB,ULTA,TFX,TYL,PAYC,Z,CRL,POOL,PODD,DPZ,AVTR,FANG,MKTX,TECH,NVR,ZEN,MKL,ON,SSNC,MPWR,LYFT,ZS,INCY,BMRN,PTC,MOH,GDDY,SNOW,XPO,FICO,SEDG,ABMD,BIO,AVLR,E-Mini Russ 1000 Gsep21 Xcme 20210917,FDS,VMW,MASI,LYV,FIVN,BKI,JKHY,FOXA,CHGG,Ssc Government Mm Gvmxx,NDSN,TREX,BILL,PLTR,DT,NCLH,GH,CABO,PFPT,AZPN,OLED,Y,ESTC,NBIX,PEN,SYNH,CIEN,WEX,BERY,SAM,ATH,CONE,HII,UKCM.L,USFD,ATUS,PLAN,LSXMK,RGLD,AMD,KKR,NET,HLT,DASH,MCK,URI,CZR,U,PKI,BKR,n/a,HAL,DKNG,RGEN,UPST,TXG,PLUG,FND,PATH,DECK,NVCR,RH,AXON,PCTY,FIVE,AFRM,SOFI,COIN,DNA,SUM
11/11/2021,11.33,12.05,7.31,3.88,4.28,4.01,4.73,3.54,1.74,2.05,0.0,1.27,1.45,1.51,1.36,1.42,1.16,1.09,1.08,0.89,0.82,0.8,0.0,0.65,0.6,0.62,0.65,0.42,0.53,0.45,0.51,0.49,0.42,0.34,0.27,0.35,0.36,0.39,0.33,0.29,0.35,0.37,0.34,0.29,0.27,0.25,0.29,0.31,0.3,0.28,0.19,0.0,0.28,0.26,0.0,0.2,0.25,0.24,0.25,0.21,0.26,0.24,0.15,0.23,0.26,0.21,0.24,0.26,0.24,0.21,0.0,0.26,0.12,0.21,0.25,0.29,0.0,0.21,0.24,0.18,0.23,0.17,0.18,0.0,0.18,0.16,0.22,0.19,0.14,0.07,0.17,0.16,0.17,0.21,0.15,0.19,0.15,0.17,0.17,0.12,0.16,0.14,0.13,0.17,0.15,0.16,0.07,0.16,0.13,0.09,0.13,0.21,0.0,0.0,0.09,0.08,0.32,0.13,0.0,0.11,0.1,0.12,0.08,0.1,0.12,0.12,0.11,0.14,0.1,0.12,0.1,0.08,0.17,0.1,0.08,0.1,0.12,0.05,0.09,0.1,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.06,0.09,0.12,0.08,0.11,0.07,0.13,0.06,0.07,0.06,0.08,0.06,0.4,0.0,0.05,0.09,0.08,0.07,0.07,0.0,0.08,0.12,0.07,0.08,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.14,0.0,0.07,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.05,0.05,0.04,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.22,0.25,0.2,0.15,0.16,0.14,0.11,0.11,0.09,0.1,0.0,0.1,0.07,0.07,0.07,0.08,0.09,0.07,0.07,0.06,0.05,0.05,0.06,0.05,0.06,0.07,0.06,0.05,0.0,99.13000000000002
11/12/2021,11.25,12.05,7.23,3.84,4.27,4.01,4.49,3.65,1.77,2.08,0.0,1.28,1.45,1.51,1.37,1.43,1.17,1.09,1.06,0.91,0.83,0.8,0.0,0.66,0.6,0.62,0.65,0.42,0.53,0.45,0.52,0.49,0.41,0.34,0.27,0.35,0.35,0.39,0.34,0.28,0.35,0.37,0.34,0.28,0.27,0.25,0.29,0.31,0.3,0.28,0.19,0.0,0.28,0.26,0.0,0.21,0.25,0.24,0.25,0.21,0.27,0.25,0.15,0.23,0.26,0.21,0.25,0.26,0.24,0.21,0.0,0.26,0.12,0.21,0.25,0.29,0.0,0.21,0.24,0.18,0.24,0.17,0.18,0.0,0.18,0.16,0.23,0.19,0.18,0.07,0.17,0.16,0.17,0.21,0.15,0.19,0.15,0.17,0.17,0.12,0.16,0.15,0.13,0.17,0.15,0.16,0.07,0.16,0.13,0.09,0.13,0.22,0.0,0.0,0.09,0.08,0.32,0.13,0.0,0.11,0.1,0.12,0.08,0.1,0.12,0.12,0.11,0.14,0.1,0.12,0.1,0.08,0.18,0.1,0.08,0.11,0.12,0.05,0.09,0.1,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.06,0.09,0.12,0.08,0.11,0.08,0.13,0.06,0.07,0.06,0.08,0.06,0.4,0.0,0.05,0.09,0.08,0.07,0.07,0.0,0.08,0.12,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.14,0.0,0.07,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.22,0.26,0.2,0.14,0.16,0.14,0.11,0.12,0.09,0.1,0.05,0.11,0.07,0.07,0.07,0.08,0.1,0.07,0.07,0.05,0.05,0.05,0.06,0.05,0.06,0.07,0.06,0.05,0.0,99.13
11/15/2021,11.25,12.05,7.23,3.84,4.27,4.01,4.49,3.65,1.77,2.08,0.0,1.28,1.45,1.51,1.37,1.43,1.17,1.09,1.06,0.91,0.83,0.8,0.0,0.66,0.6,0.62,0.65,0.42,0.53,0.45,0.52,0.49,0.41,0.34,0.27,0.35,0.35,0.39,0.34,0.28,0.35,0.37,0.34,0.28,0.27,0.25,0.29,0.31,0.3,0.28,0.19,0.0,0.28,0.26,0.0,0.21,0.25,0.24,0.25,0.21,0.27,0.25,0.15,0.23,0.26,0.21,0.25,0.26,0.24,0.21,0.0,0.26,0.12,0.21,0.25,0.29,0.0,0.21,0.24,0.18,0.24,0.17,0.18,0.0,0.18,0.16,0.23,0.19,0.18,0.07,0.17,0.16,0.17,0.21,0.15,0.19,0.15,0.17,0.17,0.12,0.16,0.15,0.13,0.17,0.15,0.16,0.07,0.16,0.13,0.09,0.13,0.22,0.0,0.0,0.09,0.08,0.32,0.13,0.0,0.11,0.1,0.12,0.08,0.1,0.12,0.12,0.11,0.14,0.1,0.12,0.1,0.08,0.18,0.1,0.08,0.11,0.12,0.05,0.09,0.1,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.06,0.09,0.12,0.08,0.11,0.08,0.13,0.06,0.07,0.06,0.08,0.06,0.4,0.0,0.05,0.09,0.08,0.07,0.07,0.0,0.08,0.12,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.14,0.0,0.07,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.22,0.26,0.2,0.14,0.16,0.14,0.11,0.12,0.09,0.1,0.05,0.11,0.07,0.07,0.07,0.08,0.1,0.07,0.07,0.05,0.05,0.05,0.06,0.05,0.06,0.07,0.06,0.05,0.0,99.13
11/16/2021,11.25,12.05,7.23,3.84,4.27,4.01,4.49,3.65,1.77,2.08,0.0,1.28,1.45,1.51,1.37,1.43,1.17,1.09,1.06,0.91,0.83,0.8,0.0,0.66,0.6,0.62,0.65,0.42,0.53,0.45,0.52,0.49,0.41,0.34,0.27,0.35,0.35,0.39,0.34,0.28,0.35,0.37,0.34,0.28,0.27,0.25,0.29,0.31,0.3,0.28,0.19,0.0,0.28,0.26,0.0,0.21,0.25,0.24,0.25,0.21,0.27,0.25,0.15,0.23,0.26,0.21,0.25,0.26,0.24,0.21,0.0,0.26,0.12,0.21,0.25,0.29,0.0,0.21,0.24,0.18,0.24,0.17,0.18,0.0,0.18,0.16,0.23,0.19,0.18,0.07,0.17,0.16,0.17,0.21,0.15,0.19,0.15,0.17,0.17,0.12,0.16,0.15,0.13,0.17,0.15,0.16,0.07,0.16,0.13,0.09,0.13,0.22,0.0,0.0,0.09,0.08,0.32,0.13,0.0,0.11,0.1,0.12,0.08,0.1,0.12,0.12,0.11,0.14,0.1,0.12,0.1,0.08,0.18,0.1,0.08,0.11,0.12,0.05,0.09,0.1,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.06,0.09,0.12,0.08,0.11,0.08,0.13,0.06,0.07,0.06,0.08,0.06,0.4,0.0,0.05,0.09,0.08,0.07,0.07,0.0,0.08,0.12,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.14,0.0,0.07,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.22,0.26,0.2,0.14,0.16,0.14,0.11,0.12,0.09,0.1,0.05,0.11,0.07,0.07,0.07,0.08,0.1,0.07,0.07,0.05,0.05,0.05,0.06,0.05,0.06,0.07,0.06,0.05,0.0,99.13
11/17/2021,11.25,12.05,7.23,3.84,4.27,4.01,4.49,3.65,1.77,2.08,0.0,1.28,1.45,1.51,1.37,1.43,1.17,1.09,1.06,0.91,0.83,0.8,0.0,0.66,0.6,0.62,0.65,0.42,0.53,0.45,0.52,0.49,0.41,0.34,0.27,0.35,0.35,0.39,0.34,0.28,0.35,0.37,0.34,0.28,0.27,0.25,0.29,0.31,0.3,0.28,0.19,0.0,0.28,0.26,0.0,0.21,0.25,0.24,0.25,0.21,0.27,0.25,0.15,0.23,0.26,0.21,0.25,0.26,0.24,0.21,0.0,0.26,0.12,0.21,0.25,0.29,0.0,0.21,0.24,0.18,0.24,0.17,0.18,0.0,0.18,0.16,0.23,0.19,0.18,0.07,0.17,0.16,0.17,0.21,0.15,0.19,0.15,0.17,0.17,0.12,0.16,0.15,0.13,0.17,0.15,0.16,0.07,0.16,0.13,0.09,0.13,0.22,0.0,0.0,0.09,0.08,0.32,0.13,0.0,0.11,0.1,0.12,0.08,0.1,0.12,0.12,0.11,0.14,0.1,0.12,0.1,0.08,0.18,0.1,0.08,0.11,0.12,0.05,0.09,0.1,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.06,0.09,0.12,0.08,0.11,0.08,0.13,0.06,0.07,0.06,0.08,0.06,0.4,0.0,0.05,0.09,0.08,0.07,0.07,0.0,0.08,0.12,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.14,0.0,0.07,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.22,0.26,0.2,0.14,0.16,0.14,0.11,0.12,0.09,0.1,0.05,0.11,0.07,0.07,0.07,0.08,0.1,0.07,0.07,0.05,0.05,0.05,0.06,0.05,0.06,0.07,0.06,0.05,0.0,99.13
11/18/2021,11.25,12.05,7.23,3.84,4.27,4.01,4.49,3.65,1.77,2.08,0.0,1.28,1.45,1.51,1.37,1.43,1.17,1.09,1.06,0.91,0.83,0.8,0.0,0.66,0.6,0.62,0.65,0.42,0.53,0.45,0.52,0.49,0.41,0.34,0.27,0.35,0.35,0.39,0.34,0.28,0.35,0.37,0.34,0.28,0.27,0.25,0.29,0.31,0.3,0.28,0.19,0.0,0.28,0.26,0.0,0.21,0.25,0.24,0.25,0.21,0.27,0.25,0.15,0.23,0.26,0.21,0.25,0.26,0.24,0.21,0.0,0.26,0.12,0.21,0.25,0.29,0.0,0.21,0.24,0.18,0.24,0.17,0.18,0.0,0.18,0.16,0.23,0.19,0.18,0.07,0.17,0.16,0.17,0.21,0.15,0.19,0.15,0.17,0.17,0.12,0.16,0.15,0.13,0.17,0.15,0.16,0.07,0.16,0.13,0.09,0.13,0.22,0.0,0.0,0.09,0.08,0.32,0.13,0.0,0.11,0.1,0.12,0.08,0.1,0.12,0.12,0.11,0.14,0.1,0.12,0.1,0.08,0.18,0.1,0.08,0.11,0.12,0.05,0.09,0.1,0.1,0.09,0.11,0.09,0.07,0.09,0.08,0.06,0.09,0.12,0.08,0.11,0.08,0.13,0.06,0.07,0.06,0.08,0.06,0.4,0.0,0.05,0.09,0.08,0.07,0.07,0.0,0.08,0.12,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.06,0.14,0.0,0.07,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.22,0.26,0.2,0.14,0.16,0.14,0.11,0.12,0.09,0.1,0.05,0.11,0.07,0.07,0.07,0.08,0.1,0.07,0.07,0.05,0.05,0.05,0.06,0.05,0.06,0.07,0.06,0.05,0.0,99.13
11/24/2021,11.89,12.16,7.55,3.88,4.23,3.99,4.35,3.88,1.6,1.96,0.0,1.07,1.4,1.55,1.42,1.38,1.18,1.1,1.11,0.94,0.81,0.89,0.0,0.62,0.56,0.59,0.63,0.41,0.52,0.42,0.45,0.51,0.43,0.32,0.26,0.34,0.34,0.39,0.33,0.26,0.34,0.38,0.33,0.28,0.25,0.22,0.28,0.32,0.3,0.26,0.17,0.0,0.28,0.26,0.0,0.18,0.24,0.22,0.25,0.21,0.24,0.25,0.13,0.24,0.26,0.21,0.24,0.26,0.23,0.2,0.0,0.26,0.12,0.2,0.26,0.29,0.0,0.21,0.25,0.18,0.24,0.16,0.18,0.0,0.18,0.16,0.22,0.19,0.22,0.07,0.17,0.15,0.17,0.2,0.14,0.18,0.15,0.16,0.18,0.11,0.15,0.16,0.13,0.17,0.17,0.18,0.07,0.16,0.12,0.09,0.1,0.22,0.0,0.0,0.1,0.08,0.31,0.13,0.0,0.09,0.09,0.11,0.07,0.09,0.12,0.12,0.1,0.14,0.09,0.12,0.1,0.07,0.17,0.11,0.07,0.11,0.11,0.04,0.09,0.11,0.1,0.09,0.11,0.08,0.06,0.09,0.08,0.06,0.08,0.13,0.08,0.12,0.07,0.14,0.06,0.08,0.06,0.08,0.06,0.42,0.0,0.05,0.09,0.07,0.08,0.06,0.0,0.08,0.12,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.13,0.0,0.06,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.22,0.26,0.19,0.16,0.16,0.13,0.1,0.14,0.1,0.09,0.07,0.09,0.06,0.07,0.05,0.06,0.11,0.07,0.06,0.06,0.04,0.05,0.06,0.05,0.06,0.06,0.06,0.04,0.0,99.24000000000002
11/25/2021,11.89,12.16,7.55,3.88,4.23,3.99,4.35,3.88,1.6,1.96,0.0,1.07,1.4,1.55,1.42,1.38,1.18,1.1,1.11,0.94,0.81,0.89,0.0,0.62,0.56,0.59,0.63,0.41,0.52,0.42,0.45,0.51,0.43,0.32,0.26,0.34,0.34,0.39,0.33,0.26,0.34,0.38,0.33,0.28,0.25,0.22,0.28,0.32,0.3,0.26,0.17,0.0,0.28,0.26,0.0,0.18,0.24,0.22,0.25,0.21,0.24,0.25,0.13,0.24,0.26,0.21,0.24,0.26,0.23,0.2,0.0,0.26,0.12,0.2,0.26,0.29,0.0,0.21,0.25,0.18,0.24,0.16,0.18,0.0,0.18,0.16,0.22,0.19,0.22,0.07,0.17,0.15,0.17,0.2,0.14,0.18,0.15,0.16,0.18,0.11,0.15,0.16,0.13,0.17,0.17,0.18,0.07,0.16,0.12,0.09,0.1,0.22,0.0,0.0,0.1,0.08,0.31,0.13,0.0,0.09,0.09,0.11,0.07,0.09,0.12,0.12,0.1,0.14,0.09,0.12,0.1,0.07,0.17,0.11,0.07,0.11,0.11,0.04,0.09,0.11,0.1,0.09,0.11,0.08,0.06,0.09,0.08,0.06,0.08,0.13,0.08,0.12,0.07,0.14,0.06,0.08,0.06,0.08,0.06,0.42,0.0,0.05,0.09,0.07,0.08,0.06,0.0,0.08,0.12,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.13,0.0,0.06,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.22,0.26,0.19,0.16,0.16,0.13,0.1,0.14,0.1,0.09,0.07,0.09,0.06,0.07,0.05,0.06,0.11,0.07,0.06,0.06,0.04,0.05,0.06,0.05,0.06,0.06,0.06,0.04,0.0,99.24000000000002
11/29/2021,12.17,12.15,7.46,3.89,4.21,3.95,4.33,3.9,1.64,2.03,0.0,1.06,1.42,1.52,1.39,1.34,1.19,1.1,1.16,0.96,0.81,0.89,0.0,0.64,0.58,0.58,0.62,0.41,0.53,0.41,0.46,0.51,0.45,0.32,0.22,0.34,0.33,0.39,0.34,0.26,0.34,0.38,0.27,0.28,0.25,0.23,0.28,0.33,0.3,0.27,0.18,0.0,0.28,0.25,0.0,0.18,0.23,0.23,0.25,0.21,0.22,0.24,0.13,0.24,0.25,0.21,0.23,0.25,0.23,0.19,0.0,0.26,0.11,0.21,0.25,0.28,0.0,0.21,0.24,0.18,0.26,0.15,0.19,0.0,0.18,0.16,0.22,0.19,0.22,0.06,0.17,0.15,0.16,0.21,0.13,0.17,0.15,0.17,0.18,0.11,0.15,0.15,0.13,0.17,0.16,0.18,0.08,0.16,0.12,0.09,0.1,0.21,0.0,0.0,0.1,0.08,0.29,0.13,0.0,0.08,0.09,0.11,0.07,0.09,0.12,0.12,0.11,0.14,0.09,0.11,0.1,0.07,0.16,0.11,0.07,0.1,0.1,0.05,0.09,0.11,0.1,0.09,0.11,0.09,0.07,0.09,0.09,0.05,0.08,0.13,0.08,0.11,0.06,0.13,0.06,0.08,0.06,0.09,0.05,0.39,0.0,0.05,0.09,0.07,0.08,0.06,0.0,0.08,0.12,0.07,0.07,0.04,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.13,0.0,0.06,0.0,0.05,0.04,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.21,0.25,0.19,0.14,0.17,0.13,0.1,0.14,0.09,0.1,0.07,0.1,0.06,0.07,0.05,0.07,0.11,0.07,0.06,0.06,0.0,0.05,0.06,0.05,0.06,0.06,0.06,0.04,0.0,99.25
11/30/2021,12.04,12.11,7.46,3.88,4.19,3.93,4.29,3.84,1.63,2.03,0.0,1.08,1.38,1.54,1.44,1.35,1.23,1.1,1.18,1.01,0.81,0.89,0.0,0.63,0.59,0.57,0.63,0.42,0.54,0.41,0.43,0.51,0.45,0.33,0.23,0.34,0.32,0.38,0.35,0.27,0.33,0.38,0.27,0.29,0.25,0.24,0.27,0.33,0.3,0.27,0.18,0.0,0.28,0.25,0.0,0.18,0.24,0.23,0.26,0.22,0.23,0.25,0.13,0.25,0.26,0.21,0.23,0.25,0.23,0.2,0.0,0.26,0.12,0.21,0.26,0.28,0.0,0.21,0.24,0.18,0.25,0.14,0.19,0.0,0.18,0.16,0.22,0.19,0.22,0.07,0.17,0.15,0.16,0.2,0.14,0.17,0.15,0.16,0.18,0.11,0.15,0.16,0.13,0.18,0.16,0.18,0.08,0.16,0.11,0.09,0.1,0.21,0.0,0.0,0.1,0.08,0.29,0.13,0.0,0.09,0.09,0.12,0.07,0.1,0.12,0.12,0.11,0.14,0.09,0.11,0.1,0.07,0.16,0.11,0.07,0.1,0.1,0.05,0.09,0.11,0.1,0.1,0.11,0.09,0.07,0.09,0.09,0.06,0.08,0.13,0.09,0.11,0.06,0.13,0.06,0.08,0.05,0.08,0.06,0.4,0.0,0.05,0.09,0.07,0.08,0.06,0.0,0.08,0.12,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.13,0.0,0.06,0.0,0.05,0.04,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.21,0.26,0.19,0.14,0.17,0.13,0.1,0.14,0.1,0.09,0.07,0.09,0.06,0.07,0.05,0.07,0.1,0.07,0.06,0.06,0.0,0.05,0.06,0.05,0.06,0.06,0.06,0.04,0.0,99.26000000000002
12/01/2021,12.04,12.11,7.46,3.88,4.19,3.93,4.29,3.84,1.63,2.03,0.0,1.08,1.38,1.54,1.44,1.35,1.23,1.1,1.18,1.01,0.81,0.89,0.0,0.63,0.59,0.57,0.63,0.42,0.54,0.41,0.43,0.51,0.45,0.33,0.23,0.34,0.32,0.38,0.35,0.27,0.33,0.38,0.27,0.29,0.25,0.24,0.27,0.33,0.3,0.27,0.18,0.0,0.28,0.25,0.0,0.18,0.24,0.23,0.26,0.22,0.23,0.25,0.13,0.25,0.26,0.21,0.23,0.25,0.23,0.2,0.0,0.26,0.12,0.21,0.26,0.28,0.0,0.21,0.24,0.18,0.25,0.14,0.19,0.0,0.18,0.16,0.22,0.19,0.22,0.07,0.17,0.15,0.16,0.2,0.14,0.17,0.15,0.16,0.18,0.11,0.15,0.16,0.13,0.18,0.16,0.18,0.08,0.16,0.11,0.09,0.1,0.21,0.0,0.0,0.1,0.08,0.29,0.13,0.0,0.09,0.09,0.12,0.07,0.1,0.12,0.12,0.11,0.14,0.09,0.11,0.1,0.07,0.16,0.11,0.07,0.1,0.1,0.05,0.09,0.11,0.1,0.1,0.11,0.09,0.07,0.09,0.09,0.06,0.08,0.13,0.09,0.11,0.06,0.13,0.06,0.08,0.05,0.08,0.06,0.4,0.0,0.05,0.09,0.07,0.08,0.06,0.0,0.08,0.12,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.13,0.0,0.06,0.0,0.05,0.04,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.21,0.26,0.19,0.14,0.17,0.13,0.1,0.14,0.1,0.09,0.07,0.09,0.06,0.07,0.05,0.07,0.1,0.07,0.06,0.06,0.0,0.05,0.06,0.05,0.06,0.06,0.06,0.04,0.0,99.26000000000002
12/02/2021,12.06,12.13,7.44,3.86,4.2,3.95,4.42,3.99,1.59,2.04,0.0,1.05,1.35,1.57,1.41,1.38,1.22,1.11,1.18,0.99,0.79,0.91,0.0,0.64,0.58,0.57,0.64,0.41,0.54,0.41,0.43,0.51,0.47,0.32,0.23,0.33,0.31,0.38,0.35,0.26,0.33,0.39,0.28,0.28,0.25,0.23,0.26,0.33,0.31,0.26,0.17,0.0,0.28,0.26,0.0,0.18,0.23,0.24,0.25,0.21,0.21,0.24,0.13,0.25,0.26,0.21,0.22,0.26,0.23,0.19,0.0,0.26,0.11,0.21,0.26,0.26,0.0,0.21,0.25,0.18,0.26,0.15,0.19,0.0,0.18,0.16,0.22,0.19,0.22,0.06,0.17,0.15,0.17,0.2,0.13,0.17,0.16,0.16,0.18,0.11,0.15,0.16,0.13,0.18,0.17,0.17,0.08,0.16,0.12,0.09,0.1,0.21,0.0,0.0,0.1,0.08,0.29,0.13,0.0,0.08,0.08,0.11,0.07,0.09,0.12,0.12,0.1,0.14,0.09,0.11,0.1,0.07,0.16,0.11,0.07,0.1,0.1,0.04,0.09,0.11,0.1,0.09,0.11,0.09,0.06,0.09,0.08,0.05,0.08,0.13,0.08,0.12,0.06,0.13,0.06,0.08,0.06,0.08,0.06,0.4,0.0,0.05,0.09,0.07,0.08,0.06,0.0,0.08,0.12,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.07,0.13,0.0,0.06,0.0,0.05,0.04,0.0,0.0,0.0,0.04,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.21,0.24,0.18,0.13,0.17,0.12,0.1,0.13,0.1,0.09,0.07,0.09,0.06,0.07,0.05,0.06,0.1,0.07,0.06,0.05,0.0,0.05,0.06,0.05,0.06,0.06,0.06,0.04,0.0,99.25
12/06/2021,12.65,12.18,7.36,3.64,4.23,3.98,4.33,3.94,1.65,2.07,0.0,1.08,1.37,1.57,1.34,1.25,1.21,1.12,1.14,0.99,0.82,0.94,0.0,0.65,0.6,0.57,0.61,0.42,0.55,0.38,0.44,0.52,0.46,0.32,0.2,0.33,0.3,0.38,0.35,0.26,0.34,0.4,0.28,0.29,0.25,0.22,0.28,0.33,0.31,0.27,0.18,0.0,0.29,0.25,0.0,0.17,0.22,0.26,0.25,0.21,0.21,0.24,0.12,0.25,0.25,0.21,0.23,0.26,0.22,0.18,0.0,0.26,0.1,0.2,0.26,0.27,0.0,0.22,0.25,0.18,0.26,0.15,0.19,0.0,0.19,0.15,0.21,0.2,0.2,0.07,0.18,0.15,0.17,0.21,0.14,0.17,0.16,0.17,0.18,0.11,0.15,0.16,0.13,0.17,0.16,0.16,0.08,0.16,0.12,0.08,0.09,0.2,0.0,0.0,0.09,0.08,0.28,0.13,0.0,0.08,0.08,0.12,0.07,0.09,0.11,0.12,0.11,0.14,0.09,0.1,0.1,0.06,0.15,0.1,0.07,0.1,0.1,0.05,0.09,0.11,0.1,0.1,0.11,0.09,0.07,0.09,0.09,0.06,0.08,0.13,0.08,0.12,0.06,0.13,0.06,0.08,0.06,0.08,0.06,0.4,0.0,0.05,0.08,0.07,0.08,0.06,0.0,0.09,0.12,0.07,0.07,0.05,0.0,0.0,0.06,0.0,0.0,0.07,0.08,0.11,0.0,0.06,0.0,0.05,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.22,0.22,0.19,0.13,0.17,0.12,0.09,0.12,0.1,0.1,0.04,0.1,0.05,0.07,0.0,0.07,0.09,0.07,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.0,99.27
