,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,V,UNH,HD,PYPL,MA,ADBE,NFLX,CRM,TMO,AVGO,COST,DHR,LIN,INTU,BA,BLK,AMT,ISRG,NOW,CHTR,SPGI,SQ,BKNG,ZTS,LRCX,TMUS,ZM,CI,UBER,EL,EQIX,ILMN,EW,SHW,ADSK,FISV,SNAP,TWLO,BSX,REGN,MCO,HUM,GPN,HCA,NXPI,IDXX,NOC,TWTR,DOCU,VRTX,DG,NEM,CRWD,ROP,ROKU,IQV,WDAY,LHX,ALGN,MSCI,CMG,VEEV,MTCH,LULU,PINS,CNC,SNPS,DXCM,ALXN,ORLY,CDNS,RMD,PANW,TDG,SBAC,ZBH,CTAS,MNST,FTNT,AZO,TTD,PTON,MTD,CSGP,ANSS,SIVB,OKTA,EPAM,ZBRA,CBRE,VRSK,LBRDK,CPRT,WST,GNRC,HUBS,ENPH,ETSY,DELL,ODFL,EXPE,RNG,SPLK,DDOG,DLTR,WORK,W,QRVO,ABNB,IT,MLM,TDOC,FLT,HZNP,EXAS,TTWO,CVNA,LNG,ALNY,ANET,COO,SGEN,TDY,COUP,MDB,ULTA,TFX,TYL,PAYC,Z,CRL,POOL,PODD,DPZ,AVTR,FANG,MKTX,TECH,NVR,ZEN,MKL,ON,SSNC,MPWR,LYFT,ZS,INCY,BMRN,PTC,MOH,GDDY,SNOW,XPO,FICO,SEDG,ABMD,BIO,AVLR,E-Mini Russ 1000 Gsep21 Xcme 20210917,FDS,VMW,MASI,LYV,FIVN,BKI,JKHY,FOXA,CHGG,Ssc Government Mm Gvmxx,NDSN,TREX,BILL,PLTR,DT,NCLH,GH,CABO,PFPT,AZPN,OLED,Y,ESTC,NBIX,PEN,SYNH,CIEN,WEX,BERY,SAM,ATH,CONE,HII,UKCM.L,USFD,ATUS,PLAN,LSXMK,RGLD,AMD,KKR,NET,HLT,DASH,MCK,URI,CZR,U,PKI,BKR,n/a,HAL,DKNG,RGEN,UPST,TXG,PLUG,FND,PATH,DECK,NVCR,RH,AXON,PCTY,FIVE,AFRM,SOFI,COIN,DNA,SUM
10/06/2021,11.77,11.42,7.51,4.3,4.32,4.04,3.31,2.72,2.04,1.95,0.0,1.63,1.65,1.45,1.43,1.41,1.18,1.05,1.04,1.01,0.81,0.78,0.0,0.63,0.64,0.63,0.66,0.49,0.54,0.5,0.53,0.49,0.43,0.39,0.3,0.36,0.4,0.38,0.37,0.3,0.37,0.36,0.33,0.34,0.41,0.28,0.33,0.32,0.31,0.26,0.25,0.0,0.27,0.28,0.0,0.26,0.26,0.25,0.26,0.22,0.26,0.25,0.19,0.24,0.25,0.23,0.26,0.26,0.27,0.21,0.0,0.25,0.15,0.19,0.24,0.28,0.0,0.22,0.22,0.2,0.25,0.18,0.19,0.0,0.18,0.18,0.21,0.19,0.16,0.12,0.17,0.18,0.16,0.2,0.16,0.17,0.14,0.18,0.17,0.13,0.16,0.16,0.13,0.16,0.11,0.14,0.15,0.14,0.13,0.1,0.13,0.18,0.0,0.0,0.1,0.1,0.31,0.13,0.0,0.11,0.12,0.13,0.09,0.1,0.13,0.12,0.12,0.1,0.11,0.12,0.11,0.09,0.16,0.11,0.09,0.1,0.13,0.08,0.11,0.09,0.1,0.09,0.13,0.09,0.08,0.1,0.08,0.07,0.09,0.1,0.08,0.11,0.08,0.11,0.07,0.07,0.07,0.08,0.06,0.36,0.0,0.06,0.07,0.08,0.08,0.08,0.0,0.08,0.06,0.07,0.07,0.06,0.0,0.0,0.07,0.05,0.0,0.07,0.06,0.13,0.0,0.08,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.19,0.16,0.2,0.16,0.16,0.14,0.13,0.1,0.1,0.11,0.0,0.1,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.0,0.0,99.08
10/07/2021,11.77,11.42,7.51,4.3,4.32,4.04,3.31,2.72,2.04,1.95,0.0,1.63,1.65,1.45,1.43,1.41,1.18,1.05,1.04,1.01,0.81,0.78,0.0,0.63,0.64,0.63,0.66,0.49,0.54,0.5,0.53,0.49,0.43,0.39,0.3,0.36,0.4,0.38,0.37,0.3,0.37,0.36,0.33,0.34,0.41,0.28,0.33,0.32,0.31,0.26,0.25,0.0,0.27,0.28,0.0,0.26,0.26,0.25,0.26,0.22,0.26,0.25,0.19,0.24,0.25,0.23,0.26,0.26,0.27,0.21,0.0,0.25,0.15,0.19,0.24,0.28,0.0,0.22,0.22,0.2,0.25,0.18,0.19,0.0,0.18,0.18,0.21,0.19,0.16,0.12,0.17,0.18,0.16,0.2,0.16,0.17,0.14,0.18,0.17,0.13,0.16,0.16,0.13,0.16,0.11,0.14,0.15,0.14,0.13,0.1,0.13,0.18,0.0,0.0,0.1,0.1,0.31,0.13,0.0,0.11,0.12,0.13,0.09,0.1,0.13,0.12,0.12,0.1,0.11,0.12,0.11,0.09,0.16,0.11,0.09,0.1,0.13,0.08,0.11,0.09,0.1,0.09,0.13,0.09,0.08,0.1,0.08,0.07,0.09,0.1,0.08,0.11,0.08,0.11,0.07,0.07,0.07,0.08,0.06,0.36,0.0,0.06,0.07,0.08,0.08,0.08,0.0,0.08,0.06,0.07,0.07,0.06,0.0,0.0,0.07,0.05,0.0,0.07,0.06,0.13,0.0,0.08,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.19,0.16,0.2,0.16,0.16,0.14,0.13,0.1,0.1,0.11,0.0,0.1,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.0,0.0,99.08
10/08/2021,11.76,11.46,7.48,4.19,4.33,4.06,3.41,2.65,2.04,1.97,0.0,1.61,1.61,1.43,1.44,1.42,1.21,1.05,1.05,1.02,0.82,0.77,0.0,0.64,0.65,0.62,0.66,0.51,0.54,0.48,0.54,0.49,0.42,0.4,0.3,0.37,0.4,0.38,0.38,0.3,0.36,0.37,0.32,0.35,0.4,0.28,0.33,0.31,0.31,0.27,0.25,0.0,0.27,0.28,0.0,0.25,0.26,0.25,0.26,0.24,0.26,0.25,0.19,0.25,0.25,0.24,0.25,0.26,0.27,0.21,0.0,0.25,0.15,0.2,0.24,0.27,0.0,0.22,0.22,0.2,0.25,0.18,0.2,0.0,0.18,0.18,0.21,0.19,0.15,0.12,0.17,0.18,0.16,0.21,0.15,0.17,0.14,0.18,0.17,0.14,0.16,0.16,0.14,0.15,0.11,0.14,0.16,0.14,0.13,0.09,0.12,0.18,0.0,0.0,0.1,0.1,0.3,0.14,0.0,0.1,0.12,0.14,0.09,0.1,0.13,0.13,0.12,0.1,0.11,0.12,0.11,0.08,0.15,0.11,0.09,0.1,0.13,0.08,0.11,0.09,0.1,0.09,0.13,0.09,0.09,0.1,0.09,0.07,0.09,0.1,0.08,0.11,0.08,0.11,0.07,0.07,0.07,0.08,0.06,0.36,0.0,0.06,0.07,0.08,0.08,0.08,0.0,0.08,0.06,0.07,0.07,0.06,0.0,0.0,0.07,0.05,0.0,0.07,0.06,0.12,0.0,0.07,0.0,0.06,0.05,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.19,0.16,0.21,0.16,0.17,0.14,0.14,0.1,0.1,0.11,0.0,0.11,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.0,0.0,99.10000000000002
10/11/2021,11.74,11.6,7.48,4.19,4.36,4.08,3.35,2.72,2.01,1.96,0.0,1.63,1.6,1.43,1.49,1.41,1.19,1.06,1.05,1.01,0.81,0.77,0.0,0.63,0.64,0.63,0.66,0.5,0.54,0.5,0.53,0.49,0.41,0.39,0.29,0.36,0.4,0.38,0.36,0.3,0.36,0.38,0.32,0.34,0.4,0.28,0.32,0.3,0.31,0.27,0.25,0.0,0.27,0.28,0.0,0.26,0.27,0.25,0.26,0.23,0.26,0.25,0.2,0.24,0.26,0.24,0.25,0.26,0.27,0.21,0.0,0.25,0.15,0.19,0.24,0.28,0.0,0.22,0.22,0.2,0.25,0.18,0.19,0.0,0.18,0.18,0.22,0.19,0.16,0.12,0.17,0.18,0.16,0.2,0.15,0.17,0.14,0.17,0.17,0.13,0.15,0.16,0.13,0.16,0.11,0.14,0.15,0.14,0.13,0.09,0.13,0.18,0.0,0.0,0.1,0.1,0.3,0.13,0.0,0.11,0.11,0.13,0.08,0.1,0.13,0.12,0.13,0.1,0.11,0.12,0.11,0.09,0.16,0.11,0.09,0.1,0.13,0.08,0.11,0.09,0.11,0.09,0.13,0.09,0.08,0.1,0.09,0.07,0.09,0.1,0.08,0.11,0.08,0.11,0.07,0.08,0.07,0.08,0.06,0.37,0.0,0.06,0.07,0.08,0.08,0.08,0.0,0.08,0.06,0.07,0.07,0.05,0.0,0.0,0.07,0.05,0.0,0.07,0.06,0.13,0.0,0.07,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.19,0.18,0.2,0.17,0.16,0.13,0.13,0.11,0.1,0.11,0.0,0.11,0.09,0.07,0.07,0.07,0.07,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.05,0.0,0.0,99.20000000000002
10/12/2021,11.75,11.6,7.5,4.12,4.41,4.13,3.34,2.72,2.04,2.02,0.0,1.6,1.62,1.44,1.47,1.39,1.2,1.06,1.05,1.0,0.8,0.76,0.0,0.63,0.62,0.61,0.64,0.47,0.54,0.5,0.53,0.49,0.41,0.37,0.29,0.37,0.41,0.38,0.35,0.32,0.35,0.37,0.32,0.34,0.41,0.28,0.32,0.3,0.31,0.28,0.25,0.0,0.26,0.27,0.0,0.27,0.27,0.24,0.26,0.23,0.26,0.25,0.2,0.24,0.25,0.25,0.25,0.26,0.27,0.21,0.0,0.25,0.15,0.2,0.23,0.27,0.0,0.22,0.22,0.19,0.25,0.18,0.19,0.0,0.18,0.18,0.22,0.19,0.16,0.12,0.17,0.18,0.16,0.21,0.15,0.17,0.14,0.17,0.18,0.13,0.16,0.16,0.13,0.16,0.11,0.14,0.15,0.14,0.13,0.1,0.13,0.18,0.0,0.0,0.1,0.1,0.3,0.13,0.0,0.11,0.11,0.13,0.08,0.11,0.12,0.12,0.13,0.11,0.11,0.11,0.1,0.09,0.15,0.11,0.09,0.1,0.13,0.08,0.11,0.09,0.11,0.09,0.12,0.1,0.08,0.1,0.09,0.07,0.09,0.1,0.08,0.11,0.08,0.11,0.06,0.07,0.07,0.09,0.06,0.37,0.0,0.06,0.07,0.08,0.08,0.07,0.0,0.08,0.06,0.07,0.07,0.05,0.0,0.0,0.07,0.05,0.0,0.07,0.06,0.13,0.0,0.07,0.0,0.06,0.05,0.0,0.0,0.0,0.05,0.06,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.2,0.19,0.21,0.16,0.16,0.13,0.13,0.11,0.1,0.11,0.0,0.11,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.05,0.0,0.0,99.19
10/13/2021,11.75,11.6,7.5,4.12,4.41,4.13,3.34,2.72,2.04,2.02,0.0,1.6,1.62,1.44,1.47,1.39,1.2,1.06,1.05,1.0,0.8,0.76,0.0,0.63,0.62,0.61,0.64,0.47,0.54,0.5,0.53,0.49,0.41,0.37,0.29,0.37,0.41,0.38,0.35,0.32,0.35,0.37,0.32,0.34,0.41,0.28,0.32,0.3,0.31,0.28,0.25,0.0,0.26,0.27,0.0,0.27,0.27,0.24,0.26,0.23,0.26,0.25,0.2,0.24,0.25,0.25,0.25,0.26,0.27,0.21,0.0,0.25,0.15,0.2,0.23,0.27,0.0,0.22,0.22,0.19,0.25,0.18,0.19,0.0,0.18,0.18,0.22,0.19,0.16,0.12,0.17,0.18,0.16,0.21,0.15,0.17,0.14,0.17,0.18,0.13,0.16,0.16,0.13,0.16,0.11,0.14,0.15,0.14,0.13,0.1,0.13,0.18,0.0,0.0,0.1,0.1,0.3,0.13,0.0,0.11,0.11,0.13,0.08,0.11,0.12,0.12,0.13,0.11,0.11,0.11,0.1,0.09,0.15,0.11,0.09,0.1,0.13,0.08,0.11,0.09,0.11,0.09,0.12,0.1,0.08,0.1,0.09,0.07,0.09,0.1,0.08,0.11,0.08,0.11,0.06,0.07,0.07,0.09,0.06,0.37,0.0,0.06,0.07,0.08,0.08,0.07,0.0,0.08,0.06,0.07,0.07,0.05,0.0,0.0,0.07,0.05,0.0,0.07,0.06,0.13,0.0,0.07,0.0,0.06,0.05,0.0,0.0,0.0,0.05,0.06,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.2,0.19,0.21,0.16,0.16,0.13,0.13,0.11,0.1,0.11,0.0,0.11,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.05,0.0,0.0,99.19
10/14/2021,11.75,11.6,7.5,4.12,4.41,4.13,3.34,2.72,2.04,2.02,0.0,1.6,1.62,1.44,1.47,1.39,1.2,1.06,1.05,1.0,0.8,0.76,0.0,0.63,0.62,0.61,0.64,0.47,0.54,0.5,0.53,0.49,0.41,0.37,0.29,0.37,0.41,0.38,0.35,0.32,0.35,0.37,0.32,0.34,0.41,0.28,0.32,0.3,0.31,0.28,0.25,0.0,0.26,0.27,0.0,0.27,0.27,0.24,0.26,0.23,0.26,0.25,0.2,0.24,0.25,0.25,0.25,0.26,0.27,0.21,0.0,0.25,0.15,0.2,0.23,0.27,0.0,0.22,0.22,0.19,0.25,0.18,0.19,0.0,0.18,0.18,0.22,0.19,0.16,0.12,0.17,0.18,0.16,0.21,0.15,0.17,0.14,0.17,0.18,0.13,0.16,0.16,0.13,0.16,0.11,0.14,0.15,0.14,0.13,0.1,0.13,0.18,0.0,0.0,0.1,0.1,0.3,0.13,0.0,0.11,0.11,0.13,0.08,0.11,0.12,0.12,0.13,0.11,0.11,0.11,0.1,0.09,0.15,0.11,0.09,0.1,0.13,0.08,0.11,0.09,0.11,0.09,0.12,0.1,0.08,0.1,0.09,0.07,0.09,0.1,0.08,0.11,0.08,0.11,0.06,0.07,0.07,0.09,0.06,0.37,0.0,0.06,0.07,0.08,0.08,0.07,0.0,0.08,0.06,0.07,0.07,0.05,0.0,0.0,0.07,0.05,0.0,0.07,0.06,0.13,0.0,0.07,0.0,0.06,0.05,0.0,0.0,0.0,0.05,0.06,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.2,0.19,0.21,0.16,0.16,0.13,0.13,0.11,0.1,0.11,0.0,0.11,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.05,0.0,0.0,99.19
10/15/2021,11.82,11.66,7.45,4.09,4.41,4.12,3.39,2.72,2.0,2.01,0.0,1.58,1.59,1.44,1.46,1.4,1.2,1.07,1.05,1.0,0.8,0.76,0.0,0.63,0.63,0.61,0.64,0.47,0.54,0.49,0.53,0.49,0.42,0.36,0.29,0.37,0.4,0.38,0.35,0.31,0.36,0.37,0.32,0.33,0.41,0.28,0.32,0.3,0.31,0.28,0.23,0.0,0.26,0.27,0.0,0.26,0.27,0.25,0.26,0.23,0.26,0.25,0.2,0.24,0.25,0.25,0.24,0.26,0.26,0.21,0.0,0.24,0.15,0.19,0.23,0.27,0.0,0.22,0.22,0.19,0.26,0.18,0.19,0.0,0.19,0.17,0.22,0.19,0.16,0.12,0.17,0.18,0.16,0.21,0.15,0.17,0.14,0.17,0.18,0.13,0.16,0.16,0.14,0.16,0.11,0.14,0.15,0.14,0.13,0.1,0.13,0.18,0.0,0.0,0.1,0.1,0.3,0.13,0.0,0.11,0.11,0.13,0.08,0.1,0.13,0.13,0.13,0.11,0.1,0.11,0.1,0.09,0.15,0.11,0.09,0.1,0.13,0.08,0.11,0.09,0.11,0.09,0.12,0.1,0.08,0.1,0.09,0.07,0.09,0.1,0.08,0.1,0.08,0.11,0.06,0.08,0.07,0.09,0.06,0.37,0.0,0.06,0.08,0.08,0.08,0.07,0.0,0.08,0.06,0.07,0.07,0.05,0.0,0.0,0.07,0.05,0.0,0.07,0.06,0.13,0.0,0.07,0.0,0.06,0.05,0.0,0.0,0.0,0.05,0.06,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.2,0.2,0.21,0.16,0.16,0.13,0.13,0.11,0.1,0.11,0.0,0.12,0.09,0.07,0.08,0.07,0.08,0.07,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.0,0.0,99.18
10/18/2021,11.59,11.66,7.49,4.05,4.34,4.07,3.45,2.73,1.97,1.99,0.0,1.58,1.56,1.47,1.46,1.45,1.18,1.04,1.03,0.98,0.81,0.77,0.0,0.65,0.63,0.61,0.66,0.46,0.54,0.51,0.53,0.49,0.41,0.36,0.3,0.36,0.39,0.38,0.36,0.31,0.36,0.37,0.33,0.33,0.41,0.3,0.31,0.3,0.31,0.28,0.23,0.0,0.25,0.28,0.0,0.26,0.26,0.25,0.26,0.24,0.28,0.25,0.2,0.24,0.26,0.25,0.23,0.26,0.27,0.22,0.0,0.25,0.15,0.19,0.24,0.28,0.0,0.22,0.22,0.19,0.26,0.17,0.19,0.0,0.19,0.17,0.22,0.19,0.17,0.12,0.16,0.18,0.16,0.21,0.16,0.18,0.14,0.17,0.18,0.13,0.16,0.16,0.14,0.18,0.12,0.14,0.15,0.14,0.13,0.1,0.14,0.2,0.0,0.0,0.1,0.09,0.31,0.13,0.0,0.11,0.11,0.14,0.09,0.1,0.12,0.13,0.13,0.11,0.1,0.12,0.1,0.1,0.17,0.11,0.09,0.1,0.13,0.08,0.11,0.09,0.11,0.09,0.11,0.1,0.08,0.1,0.09,0.08,0.09,0.09,0.08,0.11,0.08,0.12,0.06,0.07,0.07,0.08,0.06,0.39,0.0,0.06,0.08,0.08,0.08,0.08,0.0,0.08,0.06,0.07,0.07,0.06,0.0,0.0,0.07,0.05,0.0,0.07,0.06,0.14,0.0,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.69,0.2,0.22,0.21,0.16,0.16,0.13,0.13,0.11,0.1,0.11,0.0,0.11,0.09,0.07,0.08,0.07,0.09,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.0,0.0,99.17000000000002
10/19/2021,11.6,11.66,7.57,3.95,4.34,4.07,3.49,2.78,1.99,2.06,0.0,1.61,1.58,1.48,1.42,1.45,1.17,1.05,1.02,0.98,0.81,0.77,0.0,0.66,0.63,0.6,0.67,0.45,0.55,0.5,0.53,0.49,0.41,0.35,0.29,0.36,0.4,0.38,0.36,0.31,0.36,0.37,0.33,0.33,0.41,0.3,0.32,0.3,0.31,0.29,0.24,0.0,0.26,0.28,0.0,0.26,0.26,0.24,0.26,0.23,0.28,0.25,0.19,0.24,0.26,0.25,0.22,0.26,0.26,0.22,0.0,0.24,0.15,0.19,0.24,0.27,0.0,0.22,0.22,0.19,0.25,0.17,0.18,0.0,0.19,0.16,0.22,0.19,0.17,0.12,0.17,0.19,0.16,0.21,0.16,0.18,0.14,0.17,0.17,0.12,0.16,0.15,0.15,0.18,0.12,0.14,0.15,0.14,0.13,0.1,0.14,0.19,0.0,0.0,0.09,0.09,0.29,0.13,0.0,0.11,0.11,0.13,0.09,0.1,0.12,0.13,0.13,0.11,0.1,0.12,0.1,0.09,0.16,0.11,0.09,0.1,0.13,0.08,0.1,0.09,0.11,0.09,0.11,0.09,0.08,0.1,0.09,0.08,0.09,0.1,0.08,0.11,0.08,0.12,0.06,0.07,0.07,0.08,0.06,0.39,0.0,0.06,0.08,0.08,0.08,0.08,0.0,0.08,0.06,0.07,0.07,0.05,0.0,0.0,0.07,0.0,0.0,0.07,0.05,0.13,0.0,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.69,0.2,0.23,0.21,0.17,0.16,0.13,0.12,0.11,0.1,0.11,0.0,0.12,0.08,0.07,0.09,0.07,0.08,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.0,0.0,99.18000000000002
10/20/2021,11.6,11.66,7.57,3.95,4.34,4.07,3.49,2.78,1.99,2.06,0.0,1.61,1.58,1.48,1.42,1.45,1.17,1.05,1.02,0.98,0.81,0.77,0.0,0.66,0.63,0.6,0.67,0.45,0.55,0.5,0.53,0.49,0.41,0.35,0.29,0.36,0.4,0.38,0.36,0.31,0.36,0.37,0.33,0.33,0.41,0.3,0.32,0.3,0.31,0.29,0.24,0.0,0.26,0.28,0.0,0.26,0.26,0.24,0.26,0.23,0.28,0.25,0.19,0.24,0.26,0.25,0.22,0.26,0.26,0.22,0.0,0.24,0.15,0.19,0.24,0.27,0.0,0.22,0.22,0.19,0.25,0.17,0.18,0.0,0.19,0.16,0.22,0.19,0.17,0.12,0.17,0.19,0.16,0.21,0.16,0.18,0.14,0.17,0.17,0.12,0.16,0.15,0.15,0.18,0.12,0.14,0.15,0.14,0.13,0.1,0.14,0.19,0.0,0.0,0.09,0.09,0.29,0.13,0.0,0.11,0.11,0.13,0.09,0.1,0.12,0.13,0.13,0.11,0.1,0.12,0.1,0.09,0.16,0.11,0.09,0.1,0.13,0.08,0.1,0.09,0.11,0.09,0.11,0.09,0.08,0.1,0.09,0.08,0.09,0.1,0.08,0.11,0.08,0.12,0.06,0.07,0.07,0.08,0.06,0.39,0.0,0.06,0.08,0.08,0.08,0.08,0.0,0.08,0.06,0.07,0.07,0.05,0.0,0.0,0.07,0.0,0.0,0.07,0.05,0.13,0.0,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.69,0.2,0.23,0.21,0.17,0.16,0.13,0.12,0.11,0.1,0.11,0.0,0.12,0.08,0.07,0.09,0.07,0.08,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.0,0.0,99.18000000000002
10/21/2021,11.6,11.66,7.57,3.95,4.34,4.07,3.49,2.78,1.99,2.06,0.0,1.61,1.58,1.48,1.42,1.45,1.17,1.05,1.02,0.98,0.81,0.77,0.0,0.66,0.63,0.6,0.67,0.45,0.55,0.5,0.53,0.49,0.41,0.35,0.29,0.36,0.4,0.38,0.36,0.31,0.36,0.37,0.33,0.33,0.41,0.3,0.32,0.3,0.31,0.29,0.24,0.0,0.26,0.28,0.0,0.26,0.26,0.24,0.26,0.23,0.28,0.25,0.19,0.24,0.26,0.25,0.22,0.26,0.26,0.22,0.0,0.24,0.15,0.19,0.24,0.27,0.0,0.22,0.22,0.19,0.25,0.17,0.18,0.0,0.19,0.16,0.22,0.19,0.17,0.12,0.17,0.19,0.16,0.21,0.16,0.18,0.14,0.17,0.17,0.12,0.16,0.15,0.15,0.18,0.12,0.14,0.15,0.14,0.13,0.1,0.14,0.19,0.0,0.0,0.09,0.09,0.29,0.13,0.0,0.11,0.11,0.13,0.09,0.1,0.12,0.13,0.13,0.11,0.1,0.12,0.1,0.09,0.16,0.11,0.09,0.1,0.13,0.08,0.1,0.09,0.11,0.09,0.11,0.09,0.08,0.1,0.09,0.08,0.09,0.1,0.08,0.11,0.08,0.12,0.06,0.07,0.07,0.08,0.06,0.39,0.0,0.06,0.08,0.08,0.08,0.08,0.0,0.08,0.06,0.07,0.07,0.05,0.0,0.0,0.07,0.0,0.0,0.07,0.05,0.13,0.0,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.69,0.2,0.23,0.21,0.17,0.16,0.13,0.12,0.11,0.1,0.11,0.0,0.12,0.08,0.07,0.09,0.07,0.08,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.0,0.0,99.18000000000002
10/22/2021,11.71,11.61,7.52,4.06,4.32,4.06,3.52,2.79,1.98,2.01,0.0,1.6,1.58,1.52,1.42,1.42,1.17,1.05,1.04,0.98,0.8,0.79,0.0,0.65,0.62,0.6,0.68,0.46,0.55,0.51,0.51,0.49,0.41,0.35,0.3,0.35,0.38,0.36,0.35,0.3,0.36,0.36,0.33,0.33,0.4,0.31,0.32,0.29,0.31,0.28,0.24,0.0,0.26,0.27,0.0,0.26,0.27,0.24,0.25,0.23,0.28,0.25,0.2,0.24,0.26,0.24,0.22,0.26,0.26,0.22,0.0,0.25,0.15,0.19,0.24,0.27,0.0,0.22,0.22,0.19,0.25,0.17,0.18,0.0,0.19,0.16,0.23,0.19,0.18,0.12,0.17,0.19,0.16,0.21,0.16,0.18,0.14,0.17,0.17,0.13,0.16,0.15,0.15,0.18,0.13,0.14,0.15,0.14,0.12,0.1,0.14,0.19,0.0,0.0,0.1,0.09,0.29,0.13,0.0,0.11,0.11,0.13,0.08,0.1,0.12,0.13,0.12,0.11,0.1,0.12,0.1,0.09,0.16,0.1,0.09,0.1,0.13,0.07,0.1,0.09,0.1,0.09,0.11,0.09,0.08,0.1,0.08,0.08,0.09,0.1,0.08,0.11,0.07,0.12,0.06,0.07,0.07,0.08,0.06,0.39,0.0,0.06,0.08,0.08,0.08,0.08,0.0,0.08,0.07,0.07,0.07,0.05,0.0,0.0,0.07,0.0,0.0,0.07,0.06,0.13,0.0,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.71,0.2,0.23,0.2,0.16,0.16,0.13,0.12,0.12,0.1,0.11,0.0,0.12,0.08,0.07,0.08,0.07,0.09,0.07,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.0,0.0,99.17999999999998
