,TSM,NVDA,ASML,QCOM,AMD,INTC,TXN,AVGO,AMAT,MU,ADI,LRCX,NXPI,KLAC,MCHP,XLNX,MRVL,CDNS,SWKS,STM,MXIM,QRVO,TER,ON,OLED,010950.KS,PTBL.TA,1379.T,SAR.AX,GVMXX,n/a,SNPS,SUM
11/24/2021,14.2,14.69,6.4,5.62,5.7,4.0,4.47,4.48,4.37,4.47,4.44,4.11,2.67,2.63,1.85,2.57,2.4,2.1,1.24,1.81,0.0,0.83,1.16,1.09,0.33,0.0,0.0,0.0,0.0,0.0,0.0,2.36,99.99
11/25/2021,14.2,14.69,6.4,5.62,5.7,4.0,4.47,4.48,4.37,4.47,4.44,4.11,2.67,2.63,1.85,2.57,2.4,2.1,1.24,1.81,0.0,0.83,1.16,1.09,0.33,0.0,0.0,0.0,0.0,0.0,0.0,2.36,99.99
11/26/2021,14.48,14.45,6.26,5.59,5.68,4.09,4.48,4.42,4.37,4.59,4.43,4.19,2.72,2.58,1.88,2.6,2.38,2.09,1.22,1.81,0.0,0.82,1.17,1.08,0.33,0.0,0.0,0.0,0.0,0.0,0.0,2.33,100.04
11/29/2021,13.97,14.73,6.06,5.55,5.86,4.07,4.49,4.45,4.4,4.7,4.34,4.27,2.7,2.61,1.9,2.71,2.41,2.07,1.23,1.75,0.0,0.82,1.18,1.09,0.32,0.0,0.0,0.0,0.0,0.0,0.0,2.33,100.01
11/30/2021,13.96,14.64,6.09,5.56,5.92,4.11,4.5,4.49,4.36,4.69,4.37,4.27,2.67,2.6,1.87,2.71,2.42,2.07,1.23,1.74,0.0,0.82,1.18,1.08,0.32,0.0,0.0,0.0,0.0,0.0,0.0,2.35,100.02
12/01/2021,13.96,14.64,6.09,5.56,5.92,4.11,4.5,4.49,4.36,4.69,4.37,4.27,2.67,2.6,1.87,2.71,2.42,2.07,1.23,1.74,0.0,0.82,1.18,1.08,0.32,0.0,0.0,0.0,0.0,0.0,0.0,2.35,100.02
12/02/2021,13.96,14.64,6.09,5.56,5.92,4.11,4.5,4.49,4.36,4.69,4.37,4.27,2.67,2.6,1.87,2.71,2.42,2.07,1.23,1.74,0.0,0.82,1.18,1.08,0.32,0.0,0.0,0.0,0.0,0.0,0.0,2.35,100.02
12/06/2021,14.17,14.39,6.17,5.48,5.62,4.03,4.52,4.49,4.54,4.71,4.37,4.55,2.77,2.64,1.94,2.62,2.35,2.0,1.19,1.78,0.0,0.8,1.21,1.09,0.31,0.0,0.0,0.0,0.0,0.0,-0.01,2.27,100.0
12/07/2021,14.17,14.39,6.17,5.48,5.62,4.03,4.52,4.49,4.54,4.71,4.37,4.55,2.77,2.64,1.94,2.62,2.35,2.0,1.19,1.78,0.0,0.8,1.21,1.09,0.31,0.0,0.0,0.0,0.0,0.0,-0.01,2.27,100.0
12/08/2021,14.17,14.39,6.17,5.48,5.62,4.03,4.52,4.49,4.54,4.71,4.37,4.55,2.77,2.64,1.94,2.62,2.35,2.0,1.19,1.78,0.0,0.8,1.21,1.09,0.31,0.0,0.0,0.0,0.0,0.0,-0.01,2.27,100.0
12/09/2021,14.17,14.39,6.17,5.48,5.62,4.03,4.52,4.49,4.54,4.71,4.37,4.55,2.77,2.64,1.94,2.62,2.35,2.0,1.19,1.78,0.0,0.8,1.21,1.09,0.31,0.0,0.0,0.0,0.0,0.0,-0.01,2.27,100.0
12/10/2021,14.17,14.39,6.17,5.48,5.62,4.03,4.52,4.49,4.54,4.71,4.37,4.55,2.77,2.64,1.94,2.62,2.35,2.0,1.19,1.78,0.0,0.8,1.21,1.09,0.31,0.0,0.0,0.0,0.0,0.0,-0.01,2.27,100.0
12/13/2021,14.17,14.39,6.17,5.48,5.62,4.03,4.52,4.49,4.54,4.71,4.37,4.55,2.77,2.64,1.94,2.62,2.35,2.0,1.19,1.78,0.0,0.8,1.21,1.09,0.31,0.0,0.0,0.0,0.0,0.0,-0.01,2.27,100.0
12/14/2021,14.17,14.39,6.17,5.48,5.62,4.03,4.52,4.49,4.54,4.71,4.37,4.55,2.77,2.64,1.94,2.62,2.35,2.0,1.19,1.78,0.0,0.8,1.21,1.09,0.31,0.0,0.0,0.0,0.0,0.0,-0.01,2.27,100.0
12/15/2021,14.17,14.39,6.17,5.48,5.62,4.03,4.52,4.49,4.54,4.71,4.37,4.55,2.77,2.64,1.94,2.62,2.35,2.0,1.19,1.78,0.0,0.8,1.21,1.09,0.31,0.0,0.0,0.0,0.0,0.0,-0.01,2.27,100.0
12/16/2021,14.17,14.39,6.17,5.48,5.62,4.03,4.52,4.49,4.54,4.71,4.37,4.55,2.77,2.64,1.94,2.62,2.35,2.0,1.19,1.78,0.0,0.8,1.21,1.09,0.31,0.0,0.0,0.0,0.0,0.0,-0.01,2.27,100.0
12/17/2021,14.17,14.39,6.17,5.48,5.62,4.03,4.52,4.49,4.54,4.71,4.37,4.55,2.77,2.64,1.94,2.62,2.35,2.0,1.19,1.78,0.0,0.8,1.21,1.09,0.31,0.0,0.0,0.0,0.0,0.0,-0.01,2.27,100.0
12/20/2021,14.17,14.39,6.17,5.48,5.62,4.03,4.52,4.49,4.54,4.71,4.37,4.55,2.77,2.64,1.94,2.62,2.35,2.0,1.19,1.78,0.0,0.8,1.21,1.09,0.31,0.0,0.0,0.0,0.0,0.0,-0.01,2.27,100.0
12/21/2021,14.06,13.1,5.92,5.68,5.34,4.32,4.52,5.29,4.51,4.73,4.23,4.51,2.79,2.58,2.0,2.46,2.86,2.11,1.24,1.74,0.0,0.83,1.27,1.13,0.35,0.0,0.0,0.0,0.0,0.0,0.01,2.42,100.0
12/22/2021,14.06,13.1,5.92,5.68,5.34,4.32,4.52,5.29,4.51,4.73,4.23,4.51,2.79,2.58,2.0,2.46,2.86,2.11,1.24,1.74,0.0,0.83,1.27,1.13,0.35,0.0,0.0,0.0,0.0,0.0,0.01,2.42,100.0
12/23/2021,14.06,13.1,5.92,5.68,5.34,4.32,4.52,5.29,4.51,4.73,4.23,4.51,2.79,2.58,2.0,2.46,2.86,2.11,1.24,1.74,0.0,0.83,1.27,1.13,0.35,0.0,0.0,0.0,0.0,0.0,0.01,2.42,100.0
12/24/2021,9.83,9.48,4.99,5.15,4.98,5.1,5.0,5.84,4.42,4.57,4.33,4.44,3.88,3.43,2.65,3.26,3.88,2.85,1.64,2.33,0.0,1.07,1.7,1.46,0.46,0.0,0.0,0.0,0.0,0.0,0.02,3.24,100.0
12/27/2021,9.85,9.55,4.98,5.02,5.01,4.98,4.81,5.63,4.41,4.78,4.21,4.41,3.84,3.49,2.64,3.39,3.86,2.84,1.58,2.29,0.0,1.05,1.67,1.49,0.46,0.0,0.0,0.0,0.0,0.0,0.53,3.25,100.02
12/28/2021,9.71,9.54,5.0,5.02,5.04,4.97,4.78,5.66,4.46,4.95,4.18,4.41,3.81,3.53,2.63,3.38,3.8,2.83,1.58,2.27,0.0,1.04,1.67,1.5,0.46,0.0,0.0,0.0,0.0,0.0,0.53,3.23,99.98
12/29/2021,9.71,9.54,5.0,5.02,5.04,4.97,4.78,5.66,4.46,4.95,4.18,4.41,3.81,3.53,2.63,3.38,3.8,2.83,1.58,2.27,0.0,1.04,1.67,1.5,0.46,0.0,0.0,0.0,0.0,0.0,0.53,3.23,99.98
12/30/2021,9.67,9.75,4.95,5.01,5.21,4.92,4.79,5.62,4.57,4.85,4.16,4.47,3.82,3.61,2.65,3.41,3.86,2.83,1.57,2.3,0.0,1.04,1.7,1.54,0.45,0.0,0.0,0.0,0.0,0.0,0.01,3.24,100.0
12/31/2021,9.72,9.66,4.97,5.02,5.23,4.96,4.83,5.64,4.53,4.82,4.18,4.48,3.84,3.59,2.64,3.41,3.78,2.84,1.59,2.3,0.0,1.06,1.68,1.52,0.46,0.0,0.0,0.0,0.0,0.0,0.01,3.25,100.01
01/03/2022,9.66,9.55,4.94,5.05,5.06,4.96,4.82,5.66,4.57,4.99,4.2,4.54,3.82,3.61,2.64,3.36,3.8,2.84,1.59,2.29,0.0,1.07,1.7,1.53,0.47,0.0,0.0,0.0,0.0,0.0,0.01,3.26,99.99
01/03/2022,9.7,9.53,4.99,5.02,5.01,5.01,4.84,5.67,4.53,4.93,4.24,4.54,3.84,3.58,2.64,3.35,3.79,2.85,1.61,2.3,0.0,1.07,1.68,1.52,0.47,0.0,0.0,0.0,0.0,0.0,0.01,3.27,99.99
01/03/2022,9.7,9.53,4.99,5.02,5.01,5.01,4.84,5.67,4.53,4.93,4.24,4.54,3.84,3.58,2.64,3.35,3.79,2.85,1.61,2.3,0.0,1.07,1.68,1.52,0.47,0.0,0.0,0.0,0.0,0.0,0.01,3.27,99.99
01/04/2022,9.7,9.53,4.99,5.02,5.01,5.01,4.84,5.67,4.53,4.93,4.24,4.54,3.84,3.58,2.64,3.35,3.79,2.85,1.61,2.3,0.0,1.07,1.68,1.52,0.47,0.0,0.0,0.0,0.0,0.0,0.01,3.27,99.99
01/05/2022,9.7,9.53,4.99,5.02,5.01,5.01,4.84,5.67,4.53,4.93,4.24,4.54,3.84,3.58,2.64,3.35,3.79,2.85,1.61,2.3,0.0,1.07,1.68,1.52,0.47,0.0,0.0,0.0,0.0,0.0,0.01,3.27,99.99
01/06/2022,9.7,9.53,4.99,5.02,5.01,5.01,4.84,5.67,4.53,4.93,4.24,4.54,3.84,3.58,2.64,3.35,3.79,2.85,1.61,2.3,0.0,1.07,1.68,1.52,0.47,0.0,0.0,0.0,0.0,0.0,0.01,3.27,99.99
01/07/2022,10.18,9.52,4.88,5.02,5.09,5.06,4.78,5.55,4.5,4.93,4.21,4.5,3.81,3.58,2.61,3.4,3.81,2.72,1.62,2.31,0.0,1.07,1.68,1.55,0.48,0.0,0.0,0.0,0.0,0.0,0.04,3.13,100.03
01/10/2022,10.45,9.08,4.75,5.23,4.8,5.33,4.87,5.6,4.51,5.06,4.28,4.47,3.85,3.6,2.61,3.22,3.73,2.67,1.66,2.31,0.0,1.1,1.68,1.55,0.49,0.0,0.0,0.0,0.0,0.0,0.02,3.06,99.98
01/11/2022,10.37,9.15,4.92,5.17,4.75,5.4,4.78,5.5,4.51,5.17,4.27,4.41,3.87,3.65,2.59,3.15,3.76,2.62,1.66,2.44,0.0,1.11,1.7,1.51,0.47,0.0,0.0,0.0,0.0,0.0,0.03,3.04,100.0
01/12/2022,10.37,9.15,4.92,5.17,4.75,5.4,4.78,5.5,4.51,5.17,4.27,4.41,3.87,3.65,2.59,3.15,3.76,2.62,1.66,2.44,0.0,1.11,1.7,1.51,0.47,0.0,0.0,0.0,0.0,0.0,0.03,3.04,100.0
01/13/2022,10.37,9.15,4.92,5.17,4.75,5.4,4.78,5.5,4.51,5.17,4.27,4.41,3.87,3.65,2.59,3.15,3.76,2.62,1.66,2.44,0.0,1.11,1.7,1.51,0.47,0.0,0.0,0.0,0.0,0.0,0.03,3.04,100.0
01/14/2022,10.62,9.15,4.65,5.2,4.84,5.53,4.82,5.41,4.47,5.05,4.3,4.35,3.9,3.65,2.62,3.2,3.82,2.61,1.64,2.34,0.0,1.06,1.69,1.51,0.47,0.0,0.0,0.0,0.0,0.0,0.03,3.07,100.0
01/17/2022,10.78,9.13,4.69,5.18,4.81,5.47,4.81,5.37,4.64,5.05,4.26,4.39,3.89,3.69,2.61,3.14,3.73,2.61,1.63,2.31,0.0,1.06,1.7,1.51,0.47,0.0,0.0,0.0,0.0,0.0,0.03,3.03,99.99
01/18/2022,11.42,8.75,4.68,5.22,4.76,5.44,4.81,5.12,4.83,5.15,4.2,4.65,3.81,3.76,2.57,3.13,3.63,2.46,1.62,2.34,0.0,1.03,1.71,1.5,0.47,0.0,0.0,0.0,0.0,0.0,0.02,2.9,99.98
01/19/2022,11.42,8.75,4.68,5.22,4.76,5.44,4.81,5.12,4.83,5.15,4.2,4.65,3.81,3.76,2.57,3.13,3.63,2.46,1.62,2.34,0.0,1.03,1.71,1.5,0.47,0.0,0.0,0.0,0.0,0.0,0.02,2.9,99.98
01/20/2022,11.42,8.75,4.68,5.22,4.76,5.44,4.81,5.12,4.83,5.15,4.2,4.65,3.81,3.76,2.57,3.13,3.63,2.46,1.62,2.34,0.0,1.03,1.71,1.5,0.47,0.0,0.0,0.0,0.0,0.0,0.02,2.9,99.98
01/21/2022,11.42,8.75,4.68,5.22,4.76,5.44,4.81,5.12,4.83,5.15,4.2,4.65,3.81,3.76,2.57,3.13,3.63,2.46,1.62,2.34,0.0,1.03,1.71,1.5,0.47,0.0,0.0,0.0,0.0,0.0,0.02,2.9,99.98
01/24/2022,11.57,8.71,4.93,5.12,4.71,5.64,4.96,5.22,4.47,5.0,4.3,4.38,3.75,3.6,2.51,3.25,3.58,2.54,1.65,2.37,0.0,1.05,1.68,1.4,0.47,0.0,0.0,0.0,0.0,0.0,0.08,3.06,100.0
01/25/2022,11.42,8.57,4.93,5.16,4.67,5.74,5.11,5.17,4.41,4.89,4.4,4.36,3.82,3.56,2.53,3.34,3.58,2.55,1.64,2.39,0.0,1.05,1.68,1.4,0.47,0.0,0.0,0.0,0.0,0.0,0.08,3.05,99.97
01/26/2022,11.42,8.57,4.93,5.16,4.67,5.74,5.11,5.17,4.41,4.89,4.4,4.36,3.82,3.56,2.53,3.34,3.58,2.55,1.64,2.39,0.0,1.05,1.68,1.4,0.47,0.0,0.0,0.0,0.0,0.0,0.08,3.05,99.97
01/27/2022,11.42,8.57,4.93,5.16,4.67,5.74,5.11,5.17,4.41,4.89,4.4,4.36,3.82,3.56,2.53,3.34,3.58,2.55,1.64,2.39,0.0,1.05,1.68,1.4,0.47,0.0,0.0,0.0,0.0,0.0,0.08,3.05,99.97
01/28/2022,11.41,8.47,4.82,5.25,4.53,5.66,5.12,5.19,4.5,4.9,4.4,4.42,3.83,3.69,2.55,3.27,3.52,2.58,1.67,2.41,0.0,1.06,1.71,1.4,0.49,0.0,0.0,0.0,0.0,0.0,0.08,3.06,99.98999999999998
01/31/2022,11.31,8.53,4.78,5.34,4.27,5.62,5.39,5.57,4.51,4.98,4.52,4.23,3.81,3.66,2.59,3.27,3.4,2.53,1.71,2.48,0.0,1.06,1.38,1.46,0.49,0.0,0.0,0.0,0.0,0.0,0.09,3.04,100.02
02/01/2022,11.2,8.7,4.76,5.42,4.3,5.47,5.35,5.64,4.49,4.92,4.55,4.19,3.76,3.64,2.58,3.29,3.4,2.6,1.71,2.52,0.0,1.05,1.36,1.43,0.49,0.0,0.0,0.0,0.0,0.0,0.09,3.09,100.0
02/02/2022,11.2,8.7,4.76,5.42,4.3,5.47,5.35,5.64,4.49,4.92,4.55,4.19,3.76,3.64,2.58,3.29,3.4,2.6,1.71,2.52,0.0,1.05,1.36,1.43,0.49,0.0,0.0,0.0,0.0,0.0,0.09,3.09,100.0
02/03/2022,11.2,8.7,4.76,5.42,4.3,5.47,5.35,5.64,4.49,4.92,4.55,4.19,3.76,3.64,2.58,3.29,3.4,2.6,1.71,2.52,0.0,1.05,1.36,1.43,0.49,0.0,0.0,0.0,0.0,0.0,0.09,3.09,100.0
