,OMCL,SAIA,GTLS,NEO,GME,POWI,MSTR,IIPR,EXPO,ENSG,BCPC,AEIS,TRUP,LPSN,VIAV,ALRM,SHAK,STMP,SPSC,EXLS,LGIH,WDFC,MTH,ONTO,VG,DIOD,MED,LCII,EPRT,RCII,KWR,MMSI,SFBS,FELE,LTHM,EGHT,WD,MXL,DORM,REGI,BMI,AMN,FORM,MATX,FIX,PRFT,IBP,SNBR,EVTC,WTS,JBT,MDRX,AAON,PCRX,PRLB,GDOT,VCEL,ROCK,IRBT,ADC,GKOS,FWRD,CELH,VSTO,FSS,AX,HSKA,CORT,VICR,RRC,SEM,ITRI,UFPI,COOP,SSTK,CNMD,UCTT,AVAV,HI,FN,AIT,DDD,MODV,CCOI,BIG,XNCR,BGS,SHEN,ROG,SWN,VRTS,CYH,ARNC,TTEC,NMIH,CBU,CCS,TTGT,AVNS,PRAA,UNF,COHU,KLIC,CWT,FUL,PLMR,OMI,TBK,AWR,MDC,AJRD,SPXC,MTDR,LMNX,PATK,SUPN,FLGT,MANT,UNIT,CVET,THRM,DIN,EAT,ACA,HIBB,EHTH,ALG,KFY,PLXS,BOOT,ESE,BSIG,SMPL,CYTK,SCL,JOE,XPER,PGTI,RGNX,AIN,PRGS,MLAB,ADUS,SHOO,ALGT,ITGR,LXP,FCPT,FBC,KTB,CTRE,AGYS,SAFE,WGO,CENTA,PIPR,RMBS,CVCO,TUP,JJSF,CHCT,JYNT,TRHC,PNTG,FIZZ,LNN,CPK,UNFI,BOOM,WWW,CEVA,SNEX,BRC,CVBF,HZO,FLOW,TCMD,LMAT,MD,VIVO,POLY,MRTN,MLI,IRT,RILY,RGR,MOG.A,OSIS,PSMT,BCEI,VGR,QNST,CASH,RAVN,CHRS,LZB,EPAY,PRK,OSPN,INVA,CSII,ASTE,IOSP,CAKE,MYRG,STATE STREET INSTITUTIONAL LIQ STATE STR,INDB,COLL,CALM,ACLS,AMEH,USPH,CRVL,MSEX,COKE,CBB,ILPT,NXRT,BLFS,LGND,SLQT,CSR,n/a,TBBK,OPRX,SUM
08/13/2021,1.34,1.31,1.26,1.01,0.0,1.22,1.19,1.11,1.22,0.88,0.86,0.7,0.68,0.81,0.75,0.8,0.68,1.22,0.81,0.8,0.7,0.69,0.85,0.77,0.67,0.77,0.57,0.77,0.71,0.73,0.7,0.66,0.71,0.65,0.82,0.55,0.62,0.7,0.58,0.57,0.61,0.64,0.61,0.65,0.57,0.69,0.58,0.5,0.56,0.59,0.58,0.49,0.59,0.5,0.46,0.51,0.44,0.47,0.5,0.51,0.3,0.49,0.52,0.53,0.48,0.52,0.53,0.45,0.52,0.44,0.4,0.39,0.48,0.54,0.48,0.41,0.42,0.48,0.45,0.44,0.43,0.41,0.45,0.42,0.37,0.37,0.4,0.2,0.41,0.37,0.45,0.32,0.4,0.38,0.4,0.39,0.41,0.39,0.33,0.38,0.35,0.33,0.44,0.39,0.36,0.38,0.31,0.38,0.36,0.34,0.32,0.34,0.28,0.0,0.39,0.27,0.35,0.32,0.4,0.28,0.37,0.26,0.27,0.27,0.3,0.26,0.3,0.3,0.29,0.31,0.29,0.32,0.27,0.53,0.27,0.29,0.27,0.28,0.22,0.24,0.26,0.28,0.28,0.26,0.26,0.24,0.27,0.24,0.28,0.25,0.23,0.23,0.26,0.26,0.22,0.25,0.24,0.25,0.25,0.21,0.22,0.28,0.0,0.0,0.21,0.23,0.23,0.21,0.17,0.24,0.22,0.22,0.21,0.21,0.23,0.26,0.17,0.2,0.22,0.19,0.0,0.18,0.2,0.2,0.17,0.19,0.17,0.18,0.18,0.0,0.19,0.18,0.18,0.18,0.18,0.17,0.19,0.19,0.0,0.2,0.0,0.18,0.18,0.0,0.19,0.0,0.18,0.0,0.0,0.2,0.0,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.29
08/16/2021,1.34,1.33,1.27,1.03,0.0,1.21,1.14,1.13,1.22,0.88,0.85,0.68,0.67,0.82,0.74,0.79,0.68,1.22,0.84,0.81,0.71,0.68,0.87,0.73,0.65,0.78,0.57,0.77,0.73,0.79,0.69,0.66,0.71,0.65,0.84,0.56,0.61,0.71,0.58,0.54,0.63,0.64,0.56,0.66,0.57,0.69,0.58,0.51,0.57,0.6,0.57,0.49,0.58,0.53,0.46,0.51,0.45,0.48,0.52,0.51,0.3,0.5,0.49,0.53,0.5,0.53,0.54,0.44,0.52,0.44,0.4,0.39,0.49,0.54,0.47,0.41,0.39,0.48,0.45,0.43,0.44,0.4,0.46,0.4,0.38,0.38,0.4,0.2,0.41,0.35,0.46,0.32,0.39,0.39,0.4,0.39,0.43,0.39,0.34,0.37,0.35,0.3,0.4,0.39,0.37,0.38,0.32,0.38,0.36,0.34,0.3,0.35,0.27,0.0,0.39,0.27,0.36,0.32,0.4,0.3,0.38,0.27,0.27,0.27,0.3,0.23,0.31,0.3,0.29,0.31,0.29,0.32,0.28,0.54,0.27,0.29,0.27,0.28,0.23,0.24,0.27,0.27,0.28,0.26,0.26,0.25,0.27,0.24,0.29,0.25,0.22,0.24,0.26,0.26,0.22,0.26,0.23,0.26,0.26,0.21,0.22,0.26,0.17,0.0,0.21,0.23,0.23,0.21,0.0,0.24,0.21,0.23,0.21,0.21,0.23,0.26,0.17,0.19,0.23,0.18,0.0,0.18,0.2,0.2,0.0,0.19,0.17,0.18,0.17,0.0,0.19,0.17,0.18,0.18,0.19,0.18,0.18,0.2,0.0,0.2,0.0,0.18,0.18,0.0,0.19,0.0,0.18,0.0,0.0,0.2,0.0,0.17,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.38000000000001
08/17/2021,1.34,1.32,1.27,1.03,0.0,1.22,1.16,1.14,1.23,0.88,0.87,0.68,0.67,0.83,0.75,0.78,0.67,1.23,0.86,0.82,0.71,0.68,0.88,0.73,0.65,0.79,0.57,0.76,0.75,0.78,0.69,0.67,0.71,0.66,0.85,0.55,0.61,0.71,0.57,0.53,0.63,0.65,0.56,0.65,0.57,0.7,0.57,0.5,0.57,0.6,0.57,0.49,0.58,0.53,0.45,0.51,0.45,0.49,0.51,0.52,0.3,0.51,0.49,0.51,0.49,0.53,0.53,0.45,0.52,0.42,0.4,0.38,0.49,0.54,0.48,0.41,0.38,0.47,0.44,0.43,0.44,0.36,0.45,0.4,0.38,0.38,0.4,0.2,0.41,0.33,0.46,0.31,0.4,0.39,0.4,0.39,0.43,0.38,0.34,0.37,0.35,0.31,0.4,0.39,0.37,0.38,0.31,0.38,0.37,0.34,0.3,0.35,0.27,0.0,0.4,0.27,0.34,0.31,0.4,0.3,0.38,0.27,0.27,0.27,0.29,0.23,0.31,0.3,0.3,0.31,0.28,0.33,0.28,0.54,0.27,0.28,0.27,0.27,0.23,0.24,0.27,0.28,0.28,0.26,0.26,0.25,0.27,0.24,0.29,0.25,0.23,0.24,0.26,0.26,0.22,0.26,0.24,0.26,0.25,0.22,0.23,0.26,0.0,0.0,0.21,0.23,0.24,0.21,0.0,0.24,0.21,0.22,0.21,0.22,0.23,0.25,0.17,0.19,0.22,0.18,0.0,0.18,0.21,0.21,0.0,0.18,0.17,0.18,0.17,0.0,0.19,0.17,0.18,0.18,0.19,0.18,0.19,0.19,0.0,0.21,0.0,0.18,0.18,0.0,0.19,0.0,0.18,0.0,0.0,0.2,0.0,0.17,0.18,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.37
08/18/2021,1.34,1.32,1.27,1.03,0.0,1.22,1.16,1.14,1.23,0.88,0.87,0.68,0.67,0.83,0.75,0.78,0.67,1.23,0.86,0.82,0.71,0.68,0.88,0.73,0.65,0.79,0.57,0.76,0.75,0.78,0.69,0.67,0.71,0.66,0.85,0.55,0.61,0.71,0.57,0.53,0.63,0.65,0.56,0.65,0.57,0.7,0.57,0.5,0.57,0.6,0.57,0.49,0.58,0.53,0.45,0.51,0.45,0.49,0.51,0.52,0.3,0.51,0.49,0.51,0.49,0.53,0.53,0.45,0.52,0.42,0.4,0.38,0.49,0.54,0.48,0.41,0.38,0.47,0.44,0.43,0.44,0.36,0.45,0.4,0.38,0.38,0.4,0.2,0.41,0.33,0.46,0.31,0.4,0.39,0.4,0.39,0.43,0.38,0.34,0.37,0.35,0.31,0.4,0.39,0.37,0.38,0.31,0.38,0.37,0.34,0.3,0.35,0.27,0.0,0.4,0.27,0.34,0.31,0.4,0.3,0.38,0.27,0.27,0.27,0.29,0.23,0.31,0.3,0.3,0.31,0.28,0.33,0.28,0.54,0.27,0.28,0.27,0.27,0.23,0.24,0.27,0.28,0.28,0.26,0.26,0.25,0.27,0.24,0.29,0.25,0.23,0.24,0.26,0.26,0.22,0.26,0.24,0.26,0.25,0.22,0.23,0.26,0.0,0.0,0.21,0.23,0.24,0.21,0.0,0.24,0.21,0.22,0.21,0.22,0.23,0.25,0.17,0.19,0.22,0.18,0.0,0.18,0.21,0.21,0.0,0.18,0.17,0.18,0.17,0.0,0.19,0.17,0.18,0.18,0.19,0.18,0.19,0.19,0.0,0.21,0.0,0.18,0.18,0.0,0.19,0.0,0.18,0.0,0.0,0.2,0.0,0.17,0.18,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.37
08/19/2021,1.34,1.34,1.29,1.02,0.0,1.23,1.11,1.13,1.23,0.88,0.88,0.68,0.64,0.81,0.77,0.76,0.65,1.23,0.89,0.83,0.72,0.69,0.9,0.72,0.64,0.79,0.56,0.77,0.75,0.79,0.68,0.67,0.71,0.66,0.81,0.54,0.61,0.71,0.58,0.52,0.64,0.67,0.57,0.67,0.58,0.71,0.58,0.5,0.57,0.61,0.57,0.49,0.59,0.52,0.42,0.51,0.47,0.49,0.5,0.52,0.3,0.51,0.49,0.51,0.5,0.53,0.54,0.44,0.52,0.42,0.41,0.38,0.49,0.54,0.48,0.42,0.38,0.47,0.45,0.42,0.43,0.35,0.46,0.4,0.38,0.38,0.4,0.2,0.41,0.32,0.46,0.31,0.39,0.4,0.4,0.39,0.42,0.38,0.34,0.37,0.36,0.31,0.41,0.4,0.37,0.37,0.31,0.38,0.37,0.35,0.29,0.35,0.26,0.0,0.39,0.27,0.35,0.32,0.4,0.29,0.39,0.27,0.27,0.27,0.29,0.24,0.3,0.3,0.3,0.32,0.28,0.33,0.28,0.53,0.27,0.28,0.27,0.27,0.23,0.24,0.27,0.27,0.28,0.26,0.26,0.25,0.28,0.24,0.29,0.25,0.23,0.23,0.26,0.26,0.22,0.26,0.24,0.27,0.25,0.22,0.22,0.25,0.0,0.0,0.21,0.23,0.24,0.21,0.0,0.24,0.21,0.22,0.21,0.22,0.24,0.26,0.17,0.2,0.22,0.18,0.0,0.18,0.21,0.2,0.0,0.19,0.18,0.18,0.17,0.0,0.19,0.17,0.18,0.18,0.2,0.18,0.19,0.19,0.0,0.21,0.0,0.18,0.18,0.0,0.19,0.0,0.18,0.0,0.0,0.2,0.0,0.17,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.43
08/20/2021,1.36,1.35,1.24,1.04,0.0,1.23,1.08,1.14,1.24,0.88,0.89,0.67,0.62,0.81,0.77,0.75,0.66,1.25,0.89,0.84,0.7,0.67,0.87,0.69,0.64,0.78,0.56,0.78,0.76,0.76,0.69,0.69,0.71,0.66,0.76,0.55,0.61,0.7,0.58,0.52,0.63,0.67,0.56,0.68,0.57,0.72,0.57,0.49,0.58,0.61,0.57,0.5,0.58,0.53,0.42,0.53,0.48,0.48,0.5,0.53,0.3,0.51,0.45,0.5,0.5,0.53,0.56,0.45,0.53,0.42,0.4,0.38,0.49,0.54,0.47,0.43,0.38,0.47,0.45,0.46,0.44,0.34,0.46,0.41,0.38,0.4,0.41,0.2,0.41,0.33,0.47,0.32,0.4,0.39,0.4,0.39,0.41,0.38,0.34,0.39,0.36,0.3,0.41,0.4,0.37,0.36,0.31,0.38,0.38,0.34,0.3,0.34,0.27,0.0,0.39,0.27,0.34,0.33,0.41,0.29,0.38,0.26,0.26,0.27,0.28,0.24,0.3,0.31,0.3,0.31,0.28,0.33,0.28,0.54,0.28,0.28,0.28,0.26,0.23,0.24,0.27,0.28,0.29,0.25,0.26,0.26,0.28,0.24,0.29,0.26,0.23,0.22,0.26,0.26,0.22,0.26,0.24,0.26,0.24,0.22,0.23,0.25,0.0,0.0,0.21,0.22,0.24,0.22,0.0,0.24,0.2,0.23,0.21,0.22,0.23,0.26,0.0,0.2,0.23,0.18,0.0,0.18,0.21,0.21,0.0,0.19,0.18,0.18,0.17,0.0,0.2,0.0,0.18,0.18,0.21,0.17,0.19,0.19,0.0,0.22,0.0,0.18,0.18,0.0,0.19,0.0,0.19,0.0,0.17,0.2,0.0,0.17,0.18,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.44000000000001
08/23/2021,1.37,1.35,1.29,1.07,0.0,1.27,1.11,1.16,1.27,0.87,0.9,0.68,0.61,0.82,0.77,0.74,0.65,1.27,0.92,0.85,0.7,0.68,0.86,0.69,0.65,0.8,0.54,0.74,0.76,0.78,0.67,0.71,0.71,0.67,0.77,0.55,0.61,0.71,0.58,0.5,0.63,0.67,0.58,0.66,0.57,0.72,0.57,0.48,0.59,0.62,0.56,0.47,0.6,0.51,0.41,0.54,0.49,0.49,0.48,0.54,0.3,0.5,0.46,0.49,0.5,0.52,0.56,0.46,0.54,0.4,0.38,0.38,0.49,0.54,0.47,0.44,0.37,0.46,0.46,0.49,0.43,0.34,0.47,0.4,0.37,0.38,0.41,0.21,0.41,0.31,0.45,0.31,0.4,0.39,0.4,0.39,0.41,0.36,0.33,0.39,0.38,0.31,0.41,0.4,0.36,0.39,0.31,0.38,0.38,0.35,0.3,0.34,0.26,0.0,0.38,0.27,0.33,0.31,0.4,0.28,0.38,0.26,0.26,0.27,0.28,0.22,0.3,0.31,0.3,0.3,0.28,0.33,0.28,0.52,0.27,0.27,0.28,0.26,0.22,0.25,0.26,0.28,0.28,0.25,0.25,0.27,0.28,0.25,0.29,0.25,0.23,0.22,0.27,0.25,0.22,0.26,0.24,0.26,0.23,0.22,0.23,0.24,0.0,0.0,0.21,0.22,0.24,0.21,0.0,0.24,0.21,0.23,0.21,0.22,0.22,0.26,0.17,0.2,0.22,0.18,0.0,0.19,0.21,0.21,0.0,0.19,0.18,0.18,0.17,0.0,0.2,0.0,0.18,0.18,0.21,0.18,0.2,0.19,0.0,0.22,0.0,0.17,0.18,0.0,0.19,0.0,0.19,0.0,0.17,0.2,0.0,0.0,0.19,0.18,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.45
08/24/2021,1.38,1.37,1.32,1.08,0.0,1.27,1.16,1.17,1.26,0.88,0.91,0.67,0.63,0.83,0.77,0.75,0.64,1.25,0.93,0.83,0.7,0.67,0.86,0.68,0.65,0.8,0.55,0.75,0.76,0.79,0.66,0.71,0.71,0.67,0.81,0.54,0.62,0.71,0.58,0.47,0.64,0.67,0.57,0.67,0.57,0.73,0.58,0.48,0.58,0.61,0.56,0.47,0.59,0.52,0.41,0.54,0.49,0.48,0.46,0.53,0.3,0.5,0.45,0.49,0.5,0.53,0.55,0.45,0.54,0.39,0.38,0.37,0.49,0.55,0.48,0.43,0.37,0.47,0.46,0.5,0.43,0.34,0.48,0.4,0.38,0.39,0.41,0.21,0.41,0.31,0.45,0.33,0.39,0.4,0.4,0.39,0.41,0.36,0.33,0.39,0.37,0.3,0.41,0.4,0.37,0.39,0.3,0.38,0.38,0.35,0.3,0.34,0.25,0.0,0.38,0.27,0.33,0.31,0.4,0.27,0.38,0.26,0.26,0.28,0.29,0.22,0.3,0.3,0.3,0.3,0.28,0.33,0.28,0.52,0.27,0.28,0.28,0.26,0.22,0.25,0.27,0.27,0.28,0.25,0.24,0.27,0.28,0.25,0.29,0.24,0.22,0.23,0.27,0.25,0.22,0.26,0.24,0.26,0.23,0.22,0.23,0.25,0.0,0.0,0.21,0.22,0.24,0.21,0.0,0.24,0.21,0.23,0.21,0.22,0.22,0.26,0.17,0.2,0.23,0.18,0.0,0.19,0.21,0.21,0.0,0.18,0.18,0.18,0.17,0.0,0.19,0.17,0.18,0.18,0.21,0.18,0.2,0.19,0.0,0.21,0.0,0.17,0.18,0.0,0.19,0.0,0.19,0.0,0.17,0.2,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.55
08/25/2021,1.38,1.37,1.32,1.08,0.0,1.27,1.16,1.17,1.26,0.88,0.91,0.67,0.63,0.83,0.77,0.75,0.64,1.25,0.93,0.83,0.7,0.67,0.86,0.68,0.65,0.8,0.55,0.75,0.76,0.79,0.66,0.71,0.71,0.67,0.81,0.54,0.62,0.71,0.58,0.47,0.64,0.67,0.57,0.67,0.57,0.73,0.58,0.48,0.58,0.61,0.56,0.47,0.59,0.52,0.41,0.54,0.49,0.48,0.46,0.53,0.3,0.5,0.45,0.49,0.5,0.53,0.55,0.45,0.54,0.39,0.38,0.37,0.49,0.55,0.48,0.43,0.37,0.47,0.46,0.5,0.43,0.34,0.48,0.4,0.38,0.39,0.41,0.21,0.41,0.31,0.45,0.33,0.39,0.4,0.4,0.39,0.41,0.36,0.33,0.39,0.37,0.3,0.41,0.4,0.37,0.39,0.3,0.38,0.38,0.35,0.3,0.34,0.25,0.0,0.38,0.27,0.33,0.31,0.4,0.27,0.38,0.26,0.26,0.28,0.29,0.22,0.3,0.3,0.3,0.3,0.28,0.33,0.28,0.52,0.27,0.28,0.28,0.26,0.22,0.25,0.27,0.27,0.28,0.25,0.24,0.27,0.28,0.25,0.29,0.24,0.22,0.23,0.27,0.25,0.22,0.26,0.24,0.26,0.23,0.22,0.23,0.25,0.0,0.0,0.21,0.22,0.24,0.21,0.0,0.24,0.21,0.23,0.21,0.22,0.22,0.26,0.17,0.2,0.23,0.18,0.0,0.19,0.21,0.21,0.0,0.18,0.18,0.18,0.17,0.0,0.19,0.17,0.18,0.18,0.21,0.18,0.2,0.19,0.0,0.21,0.0,0.17,0.18,0.0,0.19,0.0,0.19,0.0,0.17,0.2,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.55
08/26/2021,1.36,1.38,1.3,1.08,0.0,1.27,1.15,1.17,1.26,0.87,0.91,0.66,0.66,0.83,0.77,0.76,0.64,1.23,0.95,0.83,0.69,0.66,0.85,0.7,0.66,0.81,0.55,0.74,0.74,0.78,0.67,0.71,0.7,0.66,0.82,0.55,0.61,0.73,0.57,0.49,0.65,0.68,0.59,0.67,0.57,0.73,0.57,0.47,0.58,0.61,0.56,0.47,0.59,0.53,0.41,0.54,0.5,0.49,0.46,0.52,0.3,0.5,0.48,0.49,0.5,0.52,0.55,0.45,0.54,0.39,0.37,0.38,0.48,0.54,0.49,0.43,0.37,0.47,0.45,0.47,0.43,0.35,0.49,0.4,0.37,0.39,0.38,0.21,0.42,0.31,0.45,0.32,0.39,0.4,0.39,0.39,0.4,0.37,0.33,0.38,0.37,0.3,0.41,0.39,0.36,0.38,0.3,0.38,0.37,0.34,0.3,0.34,0.26,0.0,0.38,0.28,0.34,0.3,0.4,0.27,0.38,0.27,0.27,0.28,0.29,0.21,0.3,0.31,0.3,0.31,0.29,0.32,0.27,0.53,0.27,0.28,0.29,0.26,0.23,0.24,0.27,0.27,0.27,0.25,0.25,0.27,0.28,0.24,0.29,0.24,0.22,0.22,0.26,0.25,0.22,0.26,0.23,0.26,0.24,0.21,0.22,0.25,0.0,0.0,0.21,0.22,0.24,0.21,0.0,0.24,0.21,0.23,0.21,0.22,0.22,0.26,0.17,0.19,0.23,0.18,0.0,0.19,0.21,0.21,0.0,0.18,0.17,0.18,0.18,0.0,0.19,0.17,0.18,0.18,0.22,0.17,0.2,0.19,0.0,0.2,0.0,0.17,0.18,0.0,0.19,0.0,0.19,0.0,0.17,0.2,0.0,0.17,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.44
08/27/2021,1.37,1.37,1.3,1.1,0.0,1.29,1.14,1.17,1.23,0.86,0.89,0.69,0.66,0.83,0.78,0.76,0.65,1.23,0.94,0.81,0.7,0.67,0.86,0.71,0.65,0.8,0.54,0.75,0.74,0.8,0.67,0.71,0.7,0.66,0.8,0.55,0.6,0.72,0.57,0.5,0.64,0.66,0.59,0.68,0.57,0.74,0.59,0.49,0.57,0.61,0.56,0.47,0.58,0.53,0.41,0.54,0.5,0.49,0.48,0.51,0.31,0.49,0.49,0.48,0.5,0.52,0.56,0.46,0.54,0.4,0.37,0.39,0.48,0.54,0.51,0.44,0.38,0.46,0.46,0.47,0.43,0.36,0.48,0.39,0.38,0.38,0.39,0.2,0.42,0.31,0.45,0.32,0.39,0.39,0.39,0.39,0.41,0.37,0.32,0.38,0.36,0.31,0.41,0.39,0.36,0.39,0.3,0.38,0.37,0.35,0.3,0.34,0.27,0.0,0.39,0.27,0.34,0.3,0.39,0.27,0.39,0.27,0.27,0.27,0.31,0.22,0.3,0.31,0.3,0.31,0.28,0.33,0.27,0.53,0.27,0.28,0.29,0.26,0.23,0.24,0.27,0.27,0.28,0.26,0.25,0.27,0.27,0.24,0.29,0.24,0.22,0.22,0.26,0.26,0.21,0.26,0.23,0.26,0.25,0.21,0.22,0.25,0.0,0.0,0.21,0.22,0.23,0.21,0.0,0.24,0.21,0.22,0.2,0.22,0.22,0.26,0.18,0.19,0.23,0.18,0.0,0.19,0.21,0.2,0.0,0.18,0.17,0.18,0.17,0.0,0.19,0.17,0.18,0.18,0.21,0.18,0.2,0.19,0.0,0.2,0.0,0.18,0.18,0.0,0.19,0.0,0.19,0.0,0.17,0.21,0.0,0.17,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.55
08/30/2021,1.38,1.28,1.34,1.15,0.0,1.32,1.11,1.17,1.22,0.85,0.9,0.7,0.62,0.84,0.77,0.76,0.65,1.24,0.97,0.81,0.7,0.67,0.86,0.73,0.65,0.82,0.54,0.74,0.76,0.79,0.68,0.7,0.7,0.66,0.79,0.54,0.61,0.73,0.56,0.49,0.63,0.67,0.6,0.68,0.56,0.77,0.58,0.48,0.57,0.61,0.56,0.45,0.57,0.52,0.4,0.55,0.51,0.49,0.47,0.52,0.33,0.49,0.49,0.49,0.5,0.51,0.54,0.46,0.53,0.42,0.38,0.39,0.49,0.54,0.52,0.44,0.39,0.47,0.46,0.46,0.43,0.35,0.48,0.4,0.36,0.38,0.39,0.19,0.42,0.32,0.45,0.31,0.39,0.4,0.39,0.38,0.41,0.38,0.32,0.38,0.36,0.33,0.42,0.39,0.37,0.4,0.3,0.38,0.37,0.35,0.29,0.34,0.26,0.0,0.39,0.28,0.35,0.3,0.39,0.27,0.38,0.28,0.27,0.28,0.33,0.2,0.31,0.31,0.3,0.32,0.28,0.34,0.27,0.53,0.27,0.28,0.28,0.26,0.23,0.25,0.27,0.27,0.28,0.25,0.25,0.26,0.27,0.24,0.29,0.24,0.22,0.23,0.26,0.26,0.21,0.26,0.23,0.26,0.24,0.21,0.22,0.26,0.0,0.0,0.21,0.22,0.23,0.21,0.0,0.24,0.21,0.23,0.2,0.21,0.22,0.26,0.17,0.19,0.23,0.18,0.0,0.19,0.2,0.21,0.0,0.18,0.18,0.18,0.18,0.0,0.19,0.17,0.18,0.18,0.22,0.17,0.2,0.19,0.0,0.19,0.0,0.18,0.18,0.0,0.2,0.0,0.19,0.0,0.17,0.22,0.0,0.17,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.69
08/31/2021,1.38,1.27,1.33,1.15,0.0,1.32,1.1,1.15,1.22,0.85,0.9,0.71,0.63,0.83,0.77,0.76,0.65,1.2,0.97,0.81,0.7,0.65,0.85,0.75,0.64,0.83,0.55,0.73,0.75,0.78,0.68,0.71,0.7,0.66,0.8,0.54,0.61,0.73,0.55,0.5,0.63,0.66,0.62,0.69,0.56,0.77,0.57,0.48,0.56,0.61,0.56,0.45,0.57,0.53,0.4,0.55,0.52,0.5,0.47,0.51,0.34,0.49,0.5,0.49,0.5,0.51,0.53,0.46,0.53,0.45,0.38,0.4,0.5,0.53,0.52,0.44,0.4,0.47,0.46,0.47,0.44,0.35,0.48,0.39,0.33,0.39,0.38,0.19,0.42,0.34,0.46,0.31,0.39,0.4,0.4,0.38,0.41,0.39,0.32,0.38,0.36,0.34,0.43,0.38,0.37,0.41,0.3,0.38,0.36,0.34,0.28,0.34,0.27,0.0,0.39,0.28,0.33,0.3,0.38,0.26,0.39,0.29,0.27,0.27,0.29,0.21,0.31,0.31,0.3,0.31,0.28,0.33,0.27,0.55,0.27,0.29,0.29,0.27,0.23,0.25,0.27,0.27,0.27,0.25,0.25,0.26,0.27,0.24,0.28,0.24,0.22,0.23,0.26,0.25,0.21,0.26,0.23,0.26,0.24,0.21,0.22,0.26,0.0,0.0,0.21,0.22,0.23,0.21,0.0,0.24,0.22,0.23,0.2,0.21,0.22,0.26,0.17,0.19,0.23,0.18,0.0,0.19,0.21,0.2,0.0,0.18,0.18,0.17,0.18,0.0,0.2,0.17,0.18,0.18,0.22,0.17,0.2,0.19,0.0,0.19,0.0,0.18,0.18,0.0,0.2,0.0,0.18,0.0,0.0,0.23,0.0,0.17,0.19,0.17,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.66
09/01/2021,1.39,0.0,1.35,1.16,0.0,1.34,1.12,1.17,1.22,0.86,0.91,0.71,0.64,0.84,0.78,0.77,0.65,1.22,0.98,0.82,0.7,0.65,0.87,0.76,0.65,0.84,0.55,0.74,0.76,0.79,0.68,0.72,0.71,0.67,0.81,0.55,0.62,0.74,0.56,0.5,0.63,0.66,0.62,0.69,0.56,0.78,0.57,0.49,0.57,0.62,0.56,0.45,0.57,0.53,0.41,0.56,0.53,0.51,0.47,0.51,0.34,0.5,0.51,0.49,0.5,0.52,0.53,0.46,0.53,0.45,0.39,0.41,0.5,0.54,0.53,0.45,0.41,0.47,0.47,0.47,0.44,0.36,0.49,0.39,0.34,0.39,0.39,0.2,0.43,0.34,0.46,0.31,0.4,0.4,0.4,0.39,0.42,0.4,0.33,0.39,0.37,0.35,0.43,0.38,0.37,0.41,0.3,0.39,0.37,0.35,0.28,0.34,0.27,0.0,0.39,0.29,0.33,0.3,0.39,0.27,0.39,0.29,0.27,0.28,0.3,0.21,0.31,0.32,0.3,0.32,0.28,0.33,0.27,0.56,0.27,0.29,0.29,0.26,0.23,0.25,0.28,0.27,0.28,0.25,0.25,0.26,0.27,0.24,0.28,0.24,0.22,0.24,0.26,0.26,0.21,0.26,0.24,0.27,0.24,0.21,0.22,0.27,0.0,0.0,0.21,0.22,0.23,0.22,0.0,0.24,0.22,0.23,0.2,0.22,0.22,0.26,0.17,0.2,0.23,0.17,0.0,0.19,0.21,0.21,0.17,0.17,0.18,0.18,0.18,0.0,0.19,0.18,0.18,0.18,0.21,0.17,0.21,0.19,0.0,0.19,0.0,0.17,0.18,0.0,0.2,0.0,0.19,0.0,0.0,0.23,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.17,0.36,0.0,0.0,0.0,0.0,0.0,0.0,86.64000000000001
