,TSLA,PG,KO,PEP,NKE,PM,MDLZ,MO,EL,GM,ATVI,CL,F,KMB,LULU,APTV,EA,STZ,GIS,MNST,SWK,PTON,ADM,DHI,LEN,VFC,KHC,HSY,CLX,MKC,TSN,CHD,KDP,TTWO,POOL,GPC,NVR,CAG,K,PHM,SJM,WHR,BF.B,HRL,HAS,LW,TPR,BWA,MHK,ZNGA,DECK,DAR,BG,TAP,NWL,LEA,CPB,SAM,USFD,GNTX,ALV,TPX,PVH,BC,PII,BYND,HOG,MAT,LEG,SKX,POST,TOL,PFGC,HBI,INGR,THO,RL,HELE,FLO,HLF,QS,CRI,XTSLA,LAZR,UAA,LANC,UA,RBLX,HAIN,USD,COLM,THS,ENR,COTY,LEVI,REYN,PLTK,LEN.B,FIZZ,PPC,SEB,SGAFT,IXRU1,FAU1,IXYU1,FAZ1,IXRZ1,CVS,SYY,WBA,MCK,CTVA,KR,ABC,CASY,FRPT,ACI,SPB,BF.A,GO,SUM
08/25/2021,15.79,10.7,6.62,6.59,6.44,4.76,2.69,2.7,2.31,1.88,1.93,2.01,1.48,1.4,1.42,1.26,1.21,1.09,1.11,1.08,0.93,0.87,0.99,0.94,0.87,0.74,0.71,0.79,0.64,0.66,0.71,0.63,0.61,0.56,0.59,0.54,0.53,0.49,0.5,0.42,0.43,0.42,0.38,0.39,0.37,0.29,0.34,0.31,0.35,0.26,0.36,0.34,0.31,0.27,0.28,0.26,0.26,0.17,0.22,0.23,0.21,0.23,0.22,0.23,0.22,0.18,0.18,0.22,0.19,0.2,0.2,0.2,0.17,0.2,0.17,0.19,0.17,0.17,0.15,0.13,0.1,0.14,0.19,0.09,0.13,0.11,0.12,0.1,0.1,0.01,0.09,0.06,0.07,0.07,0.07,0.05,0.05,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/26/2021,16.29,10.57,6.55,6.53,6.47,4.7,2.65,2.68,2.33,1.84,1.91,1.98,1.49,1.39,1.43,1.26,1.22,1.09,1.09,1.07,0.92,0.86,0.99,0.93,0.86,0.74,0.71,0.78,0.63,0.65,0.7,0.62,0.61,0.57,0.57,0.53,0.53,0.48,0.5,0.42,0.43,0.41,0.38,0.39,0.37,0.29,0.35,0.3,0.35,0.27,0.36,0.36,0.32,0.27,0.28,0.26,0.26,0.17,0.22,0.23,0.21,0.24,0.23,0.24,0.22,0.18,0.18,0.22,0.19,0.2,0.2,0.2,0.18,0.2,0.17,0.19,0.17,0.17,0.14,0.13,0.11,0.14,0.19,0.1,0.13,0.11,0.12,0.1,0.1,0.01,0.09,0.06,0.07,0.07,0.07,0.05,0.05,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/27/2021,16.33,10.48,6.5,6.44,6.48,4.69,2.62,2.67,2.34,1.89,1.9,1.97,1.53,1.37,1.44,1.28,1.22,1.1,1.07,1.07,0.93,0.91,1.0,0.94,0.88,0.74,0.71,0.77,0.62,0.64,0.7,0.61,0.61,0.57,0.57,0.53,0.53,0.48,0.49,0.42,0.42,0.41,0.38,0.38,0.37,0.29,0.36,0.31,0.36,0.27,0.36,0.36,0.32,0.27,0.28,0.26,0.25,0.17,0.22,0.23,0.22,0.24,0.24,0.24,0.22,0.19,0.19,0.23,0.19,0.2,0.2,0.2,0.18,0.2,0.17,0.19,0.17,0.17,0.14,0.13,0.11,0.14,0.19,0.1,0.14,0.11,0.12,0.11,0.1,0.01,0.09,0.06,0.07,0.07,0.07,0.05,0.05,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/30/2021,16.3,10.52,6.5,6.44,6.42,4.76,2.6,2.72,2.35,1.87,1.9,1.97,1.53,1.39,1.44,1.26,1.22,1.09,1.05,1.08,0.94,0.92,1.01,0.95,0.88,0.74,0.71,0.77,0.62,0.64,0.69,0.61,0.61,0.55,0.58,0.53,0.53,0.48,0.48,0.43,0.41,0.42,0.38,0.38,0.38,0.28,0.35,0.31,0.36,0.27,0.36,0.37,0.32,0.27,0.29,0.26,0.25,0.16,0.23,0.22,0.21,0.25,0.23,0.24,0.21,0.18,0.18,0.23,0.2,0.2,0.2,0.21,0.19,0.2,0.18,0.19,0.17,0.17,0.14,0.14,0.11,0.14,0.2,0.1,0.13,0.1,0.12,0.11,0.09,0.0,0.09,0.06,0.07,0.08,0.07,0.05,0.05,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/31/2021,16.42,10.43,6.46,6.41,6.39,4.76,2.6,2.74,2.36,1.9,1.92,1.96,1.56,1.38,1.44,1.27,1.22,1.07,1.05,1.08,0.94,0.84,1.01,0.95,0.89,0.74,0.71,0.77,0.61,0.63,0.69,0.61,0.61,0.55,0.58,0.53,0.53,0.47,0.48,0.43,0.41,0.42,0.38,0.38,0.38,0.29,0.36,0.31,0.36,0.27,0.35,0.38,0.33,0.27,0.29,0.27,0.25,0.16,0.23,0.23,0.21,0.25,0.23,0.24,0.21,0.18,0.18,0.23,0.2,0.2,0.2,0.22,0.2,0.2,0.18,0.19,0.17,0.17,0.14,0.14,0.11,0.14,0.2,0.1,0.14,0.11,0.12,0.11,0.09,0.02,0.09,0.06,0.07,0.08,0.07,0.05,0.05,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/01/2021,16.42,10.43,6.46,6.41,6.39,4.76,2.6,2.74,2.36,1.9,1.92,1.96,1.56,1.38,1.44,1.27,1.22,1.07,1.05,1.08,0.94,0.84,1.01,0.95,0.89,0.74,0.71,0.77,0.61,0.63,0.69,0.61,0.61,0.55,0.58,0.53,0.53,0.47,0.48,0.43,0.41,0.42,0.38,0.38,0.38,0.29,0.36,0.31,0.36,0.27,0.35,0.38,0.33,0.27,0.29,0.27,0.25,0.16,0.23,0.23,0.21,0.25,0.23,0.24,0.21,0.18,0.18,0.23,0.2,0.2,0.2,0.22,0.2,0.2,0.18,0.19,0.17,0.17,0.14,0.14,0.11,0.14,0.2,0.1,0.14,0.11,0.12,0.11,0.09,0.02,0.09,0.06,0.07,0.08,0.07,0.05,0.05,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/02/2021,16.77,10.42,6.49,6.42,6.38,4.78,2.6,2.74,2.37,1.87,1.88,1.96,1.52,1.37,1.46,1.23,1.22,1.07,1.05,1.08,0.94,0.81,1.0,0.94,0.89,0.74,0.7,0.77,0.62,0.63,0.69,0.61,0.61,0.54,0.59,0.53,0.52,0.47,0.47,0.43,0.4,0.42,0.38,0.38,0.38,0.28,0.34,0.31,0.35,0.27,0.35,0.37,0.32,0.26,0.28,0.26,0.25,0.16,0.22,0.22,0.21,0.25,0.23,0.24,0.21,0.18,0.18,0.23,0.19,0.2,0.2,0.21,0.19,0.2,0.18,0.19,0.17,0.17,0.14,0.13,0.11,0.14,0.2,0.1,0.13,0.1,0.12,0.1,0.09,0.02,0.09,0.06,0.07,0.08,0.07,0.05,0.06,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
09/03/2021,16.89,10.38,6.51,6.44,6.26,4.78,2.6,2.77,2.35,1.86,1.91,1.96,1.52,1.39,1.41,1.23,1.24,1.06,1.05,1.08,0.93,0.8,1.0,0.93,0.88,0.73,0.7,0.78,0.62,0.64,0.69,0.61,0.62,0.56,0.59,0.53,0.53,0.47,0.47,0.42,0.4,0.41,0.38,0.38,0.38,0.28,0.33,0.3,0.35,0.27,0.35,0.36,0.32,0.27,0.29,0.26,0.25,0.16,0.22,0.22,0.21,0.24,0.22,0.22,0.2,0.18,0.18,0.22,0.19,0.2,0.2,0.21,0.2,0.19,0.18,0.19,0.17,0.17,0.14,0.13,0.11,0.13,0.2,0.1,0.13,0.1,0.12,0.1,0.09,0.04,0.09,0.06,0.07,0.08,0.06,0.05,0.05,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
09/06/2021,16.77,10.47,6.54,6.44,6.2,4.89,2.58,2.81,2.37,1.86,1.88,1.97,1.52,1.41,1.37,1.21,1.24,1.07,1.05,1.07,0.93,0.81,1.0,0.94,0.88,0.72,0.7,0.77,0.63,0.65,0.69,0.61,0.62,0.56,0.59,0.53,0.52,0.48,0.48,0.43,0.4,0.42,0.38,0.37,0.38,0.28,0.34,0.31,0.35,0.27,0.34,0.36,0.32,0.26,0.29,0.26,0.26,0.16,0.22,0.22,0.21,0.25,0.25,0.23,0.2,0.18,0.18,0.22,0.19,0.2,0.2,0.21,0.22,0.2,0.18,0.2,0.17,0.17,0.14,0.13,0.11,0.13,0.21,0.1,0.13,0.1,0.12,0.1,0.09,0.0,0.09,0.06,0.07,0.08,0.07,0.05,0.06,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
09/07/2021,16.83,10.5,6.55,6.46,6.2,4.92,2.58,2.81,2.36,1.85,1.88,1.96,1.5,1.41,1.37,1.21,1.25,1.07,1.05,1.07,0.92,0.79,1.0,0.93,0.87,0.73,0.69,0.77,0.63,0.65,0.69,0.62,0.61,0.55,0.59,0.53,0.52,0.48,0.48,0.42,0.39,0.42,0.39,0.36,0.38,0.28,0.34,0.31,0.34,0.27,0.34,0.36,0.33,0.26,0.29,0.26,0.26,0.16,0.22,0.22,0.21,0.25,0.24,0.23,0.21,0.17,0.18,0.22,0.19,0.2,0.19,0.21,0.21,0.2,0.18,0.19,0.16,0.17,0.14,0.14,0.11,0.13,0.1,0.1,0.13,0.1,0.12,0.1,0.09,0.05,0.09,0.06,0.07,0.08,0.07,0.05,0.06,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02999999999996
09/08/2021,16.83,10.5,6.55,6.46,6.2,4.92,2.58,2.81,2.36,1.85,1.88,1.96,1.5,1.41,1.37,1.21,1.25,1.07,1.05,1.07,0.92,0.79,1.0,0.93,0.87,0.73,0.69,0.77,0.63,0.65,0.69,0.62,0.61,0.55,0.59,0.53,0.52,0.48,0.48,0.42,0.39,0.42,0.39,0.36,0.38,0.28,0.34,0.31,0.34,0.27,0.34,0.36,0.33,0.26,0.29,0.26,0.26,0.16,0.22,0.22,0.21,0.25,0.24,0.23,0.21,0.17,0.18,0.22,0.19,0.2,0.19,0.21,0.21,0.2,0.18,0.19,0.16,0.17,0.14,0.14,0.11,0.13,0.1,0.1,0.13,0.1,0.12,0.1,0.09,0.05,0.09,0.06,0.07,0.08,0.07,0.05,0.06,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02999999999996
09/09/2021,16.83,10.5,6.56,6.46,6.2,4.92,2.58,2.81,2.36,1.86,1.88,1.96,1.5,1.41,1.37,1.21,1.25,1.07,1.05,1.08,0.92,0.79,1.0,0.93,0.87,0.73,0.69,0.78,0.63,0.65,0.69,0.62,0.61,0.55,0.59,0.53,0.52,0.48,0.48,0.42,0.39,0.42,0.39,0.36,0.38,0.28,0.34,0.31,0.34,0.27,0.34,0.36,0.33,0.26,0.29,0.26,0.26,0.16,0.22,0.22,0.21,0.25,0.24,0.23,0.21,0.17,0.18,0.22,0.19,0.2,0.19,0.21,0.21,0.2,0.18,0.19,0.16,0.17,0.14,0.14,0.11,0.13,0.1,0.1,0.13,0.1,0.12,0.1,0.09,0.05,0.09,0.06,0.07,0.08,0.07,0.05,0.06,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/10/2021,17.35,10.51,6.46,6.39,6.2,4.94,2.52,2.81,2.34,1.86,1.82,1.95,1.52,1.41,1.37,1.22,1.24,1.06,1.04,1.05,0.88,0.78,0.99,0.92,0.86,0.69,0.69,0.76,0.63,0.65,0.68,0.62,0.6,0.55,0.59,0.52,0.52,0.48,0.47,0.42,0.39,0.41,0.38,0.36,0.38,0.27,0.34,0.31,0.34,0.26,0.34,0.36,0.33,0.26,0.29,0.26,0.26,0.16,0.22,0.22,0.2,0.25,0.24,0.22,0.2,0.17,0.18,0.22,0.19,0.19,0.19,0.21,0.21,0.2,0.18,0.19,0.16,0.17,0.14,0.14,0.11,0.13,0.07,0.1,0.13,0.1,0.12,0.1,0.09,0.07,0.09,0.07,0.07,0.08,0.07,0.05,0.06,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/13/2021,17.38,10.53,6.48,6.43,6.22,4.78,2.54,2.8,2.34,1.85,1.81,1.95,1.49,1.39,1.49,1.2,1.22,1.09,1.07,1.07,0.91,0.86,1.0,0.88,0.83,0.69,0.71,0.77,0.63,0.65,0.67,0.61,0.6,0.54,0.59,0.51,0.52,0.48,0.47,0.38,0.4,0.41,0.39,0.36,0.37,0.27,0.34,0.31,0.33,0.25,0.34,0.34,0.32,0.26,0.29,0.26,0.26,0.15,0.22,0.23,0.2,0.26,0.24,0.22,0.2,0.17,0.17,0.21,0.19,0.19,0.19,0.21,0.21,0.2,0.17,0.19,0.16,0.17,0.14,0.14,0.11,0.13,0.05,0.1,0.13,0.1,0.12,0.11,0.09,0.11,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/14/2021,17.02,10.59,6.47,6.44,6.26,4.84,2.54,2.81,2.34,1.9,1.86,1.96,1.49,1.39,1.51,1.19,1.25,1.08,1.07,1.06,0.9,0.92,1.0,0.88,0.83,0.68,0.71,0.77,0.63,0.64,0.66,0.61,0.61,0.53,0.59,0.51,0.53,0.48,0.47,0.38,0.4,0.4,0.39,0.36,0.38,0.27,0.34,0.31,0.33,0.27,0.35,0.35,0.32,0.26,0.28,0.25,0.26,0.15,0.22,0.23,0.2,0.26,0.23,0.23,0.21,0.17,0.17,0.21,0.19,0.19,0.19,0.21,0.2,0.2,0.17,0.19,0.16,0.17,0.14,0.14,0.11,0.14,0.05,0.1,0.13,0.1,0.12,0.11,0.09,0.11,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.04,0.04,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
09/15/2021,17.02,10.59,6.47,6.44,6.26,4.84,2.54,2.81,2.34,1.9,1.86,1.96,1.49,1.39,1.51,1.19,1.25,1.08,1.07,1.06,0.9,0.92,1.0,0.88,0.83,0.68,0.71,0.77,0.63,0.64,0.66,0.61,0.61,0.53,0.59,0.51,0.53,0.48,0.47,0.38,0.4,0.4,0.39,0.36,0.38,0.27,0.34,0.31,0.33,0.27,0.35,0.35,0.32,0.26,0.28,0.25,0.26,0.15,0.22,0.23,0.2,0.26,0.23,0.23,0.21,0.17,0.17,0.21,0.19,0.19,0.19,0.21,0.2,0.2,0.17,0.19,0.16,0.17,0.14,0.14,0.11,0.14,0.05,0.1,0.13,0.1,0.12,0.11,0.09,0.11,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.04,0.04,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
09/16/2021,17.12,10.67,6.51,6.44,6.08,4.78,2.55,2.77,2.31,1.94,1.82,1.96,1.52,1.39,1.51,1.2,1.24,1.09,1.07,1.06,0.9,0.9,1.02,0.87,0.82,0.69,0.71,0.77,0.64,0.63,0.67,0.61,0.61,0.53,0.57,0.52,0.51,0.48,0.48,0.38,0.4,0.41,0.39,0.36,0.37,0.27,0.34,0.31,0.34,0.25,0.35,0.36,0.33,0.26,0.28,0.26,0.27,0.15,0.22,0.23,0.21,0.26,0.24,0.23,0.21,0.17,0.17,0.21,0.19,0.19,0.19,0.2,0.21,0.2,0.18,0.19,0.16,0.17,0.14,0.14,0.11,0.13,0.05,0.1,0.12,0.1,0.11,0.1,0.09,0.11,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.04,0.04,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/17/2021,17.23,10.69,6.49,6.44,6.08,4.77,2.55,2.69,2.3,1.95,1.82,1.96,1.51,1.4,1.5,1.22,1.25,1.09,1.08,1.06,0.88,0.88,1.01,0.87,0.82,0.68,0.71,0.77,0.64,0.64,0.67,0.62,0.61,0.53,0.57,0.52,0.51,0.48,0.48,0.37,0.4,0.41,0.39,0.36,0.37,0.27,0.34,0.31,0.33,0.25,0.36,0.36,0.33,0.26,0.28,0.26,0.26,0.15,0.22,0.23,0.21,0.26,0.23,0.23,0.21,0.17,0.17,0.21,0.19,0.19,0.19,0.2,0.2,0.2,0.17,0.18,0.16,0.17,0.14,0.11,0.11,0.13,0.05,0.1,0.12,0.1,0.11,0.1,0.09,0.21,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.04,0.04,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/20/2021,17.46,10.56,6.43,6.43,6.01,4.8,2.55,2.7,2.24,1.97,1.84,1.94,1.57,1.37,1.51,1.21,1.16,1.09,1.07,1.06,0.91,0.84,1.05,0.89,0.83,0.67,0.71,0.77,0.62,0.64,0.67,0.61,0.62,0.53,0.57,0.54,0.52,0.48,0.48,0.38,0.4,0.4,0.39,0.35,0.38,0.27,0.34,0.31,0.32,0.24,0.37,0.38,0.34,0.26,0.28,0.25,0.26,0.15,0.22,0.23,0.2,0.26,0.24,0.23,0.21,0.16,0.18,0.21,0.19,0.18,0.19,0.21,0.2,0.2,0.18,0.18,0.16,0.17,0.14,0.11,0.11,0.13,0.05,0.1,0.12,0.1,0.11,0.1,0.1,0.19,0.09,0.06,0.07,0.07,0.06,0.04,0.06,0.04,0.04,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/21/2021,0.0,16.75,10.16,10.24,0.0,7.69,3.76,3.84,0.0,0.0,0.0,3.13,0.0,2.5,0.0,0.0,0.0,1.88,1.97,1.93,0.0,0.0,1.9,0.0,0.0,0.0,1.33,1.4,1.12,1.18,1.19,1.12,1.34,0.0,0.0,0.0,0.0,0.86,0.88,0.0,0.71,0.0,0.7,0.65,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.67,0.61,0.45,0.0,0.0,0.46,0.26,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.24,0.26,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.07,0.06,0.01,0.0,0.0,0.0,0.0,0.0,4.52,2.03,1.95,1.76,1.69,1.68,1.0,0.39,0.33,0.26,0.21,0.16,0.11,100.0
09/22/2021,0.0,16.75,10.16,10.24,0.0,7.69,3.76,3.84,0.0,0.0,0.0,3.13,0.0,2.5,0.0,0.0,0.0,1.88,1.97,1.93,0.0,0.0,1.9,0.0,0.0,0.0,1.33,1.4,1.12,1.18,1.19,1.12,1.34,0.0,0.0,0.0,0.0,0.86,0.88,0.0,0.71,0.0,0.7,0.65,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.67,0.61,0.45,0.0,0.0,0.46,0.26,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.24,0.26,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.07,0.06,0.01,0.0,0.0,0.0,0.0,0.0,4.52,2.03,1.95,1.76,1.69,1.68,1.0,0.39,0.33,0.26,0.21,0.16,0.11,100.0
09/23/2021,0.0,16.76,10.2,10.32,0.0,7.71,3.77,3.84,0.0,0.0,0.0,3.17,0.0,2.51,0.0,0.0,0.0,1.86,1.99,1.91,0.0,0.0,1.87,0.0,0.0,0.0,1.33,1.41,1.12,1.18,1.2,1.14,1.33,0.0,0.0,0.0,0.0,0.86,0.88,0.0,0.71,0.0,0.7,0.65,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.65,0.59,0.45,0.0,0.0,0.46,0.27,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.24,0.26,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.07,0.06,0.01,0.0,0.0,0.0,0.0,0.0,4.52,2.06,1.92,1.73,1.7,1.67,1.0,0.38,0.33,0.26,0.21,0.17,0.11,100.0
09/24/2021,0.0,16.83,10.22,10.34,0.0,7.69,3.77,3.84,0.0,0.0,0.0,3.18,0.0,2.52,0.0,0.0,0.0,1.86,1.97,1.89,0.0,0.0,1.85,0.0,0.0,0.0,1.32,1.39,1.12,1.18,1.2,1.15,1.32,0.0,0.0,0.0,0.0,0.86,0.88,0.0,0.7,0.0,0.7,0.65,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.65,0.59,0.44,0.0,0.0,0.46,0.27,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.24,0.26,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.06,0.01,0.0,0.0,0.0,0.0,0.0,4.49,2.07,1.91,1.73,1.7,1.68,1.0,0.38,0.34,0.26,0.21,0.17,0.11,100.01
09/27/2021,0.0,16.82,10.14,10.3,0.0,7.7,3.77,3.87,0.0,0.0,0.0,3.17,0.0,2.48,0.0,0.0,0.0,1.88,2.03,1.9,0.0,0.0,1.85,0.0,0.0,0.0,1.33,1.39,1.1,1.16,1.2,1.13,1.32,0.0,0.0,0.0,0.0,0.86,0.88,0.0,0.69,0.0,0.69,0.63,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.65,0.6,0.46,0.0,0.0,0.45,0.27,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.24,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.07,0.06,0.01,0.0,0.0,0.0,0.0,0.0,4.51,2.14,1.92,1.73,1.72,1.65,1.0,0.38,0.34,0.27,0.22,0.16,0.11,99.98
09/28/2021,0.0,16.77,10.13,10.32,0.0,7.74,3.75,3.85,0.0,0.0,0.0,3.17,0.0,2.47,0.0,0.0,0.0,1.88,2.04,1.9,0.0,0.0,1.84,0.0,0.0,0.0,1.33,1.4,1.12,1.16,1.21,1.12,1.31,0.0,0.0,0.0,0.0,0.86,0.89,0.0,0.69,0.0,0.69,0.64,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.65,0.6,0.46,0.0,0.0,0.46,0.26,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.24,0.25,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.19,0.15,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.07,0.06,0.01,0.0,0.0,0.0,0.0,0.0,4.51,2.16,1.91,1.74,1.72,1.65,1.0,0.38,0.34,0.27,0.22,0.16,0.11,99.99
09/29/2021,0.0,16.77,10.13,10.32,0.0,7.74,3.75,3.85,0.0,0.0,0.0,3.17,0.0,2.47,0.0,0.0,0.0,1.88,2.04,1.9,0.0,0.0,1.84,0.0,0.0,0.0,1.33,1.4,1.12,1.16,1.21,1.12,1.31,0.0,0.0,0.0,0.0,0.86,0.89,0.0,0.69,0.0,0.69,0.64,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.65,0.6,0.46,0.0,0.0,0.46,0.26,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.24,0.25,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.19,0.15,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.07,0.06,0.01,0.0,0.0,0.0,0.0,0.0,4.51,2.16,1.91,1.74,1.72,1.65,1.0,0.38,0.34,0.27,0.22,0.16,0.11,99.99000000000001
