,ROG.SW,NOVN.SW,ULVR.L,SIE.DE,SAN.PA,BHP.AX,ALV.DE,GSK.L,RIO.L,VALE3.SA,BATS.L,939.HK,ENEL.MI,IBE.MC,7974.T,BHP.L,ZURN.SW,2317.TW,AAL.L,9433.T,WES.AX,TRP.TO,BN.PA,NG.L,MFC.TO,9434.T,Cash & Cash Equivalents,8001.T,RIO.AX,NTR.TO,1180.SR,9432.T,1398.HK,AD.AS,O39.SI,HOLN.SW,8766.T,SLF.TO,FMG.AX,SREN.SW,5108.T,TSCO.L,U11.SI,BA.L,2914.T,G.MI,QNBK.QA,GMKN.ME,IMB.L,7010.SR,UPM.HE,FAB.,16.HK,SGSN.SW,B3SA3.SA,1925.T,2881.TW,POW.TO,PPL.TO,2503.T,WALMEX.MX,2.HK,III.L,SLHN.SW,11.HK,SCMN.SW,BBRI.JK,2891.TW,GMEXICOB.MX,1301.TW,PBBANK.KL,1113.HK,3407.T,PSN.L,SJR.B.TO,NN.AS,1109.HK,8725.T,1928.T,2388.HK,FORTUM.HE,8630.T,SRG.MI,SNPMF,ASX.AX,017670.KS,STJ.L,TRN.MI,ADEN.SW,1326.TW,ETISALAT.,2884.TW,TATN.ME,TLKM.JK,3034.TW,960.HK,1997.HK,T.TO,1101.TW,RAND.AS,YAR.OL,TRYG.CO,CTC.A.TO,EMIRATESNBD.DB,AQN.TO,HDEF,MRW.L,2601.HK,688.HK,ELISA.HE,033780.KS,ADM.L,2007.HK,6.HK,SVT.L,EN.PA,2892.TW,MNG.L,GFI.JO,GWO.TO,SLM.JO,992.HK,ITC.NS,ELE.MC,MAYBANK.KL,REE.MC,H.TO,POLY.L,HL.L,NTPC.NS,NTGY.MC,ORK.OL,BMRI.JK,868.HK,8795.T,6488,BALN.SW,1801.T,POWERGRID.NS,LUNE.ST,1088.HK,TEL2 B.ST,EVK.DE,1050.SR,CPU.AX,1812.T,MPL.AX,12.HK,BRDT3.SA,AQE.,S68.SI,2328.HK,ELUX B.ST,G1A.DE,PLZL.ME,SPK.NZ,KEY.TO,EVN.AX,SDR.L,IAG.TO,000810.KS,5876.TW,2912.TW,MFG.AX,1802.T,4704.T,ENG.MC,2887.TW,DLG.L,101.HK,1658.HK,BPCL.NS,TOPGLOV.KL,83.HK,4042.T,PTTEP-R.BK,6823.HK,SECU B.ST,AZJ.AX,2202.HK,HEROMOTOCO.NS,ICA.ST,2301.TW,1044.HK,032830.KS,2890.TW,S63.SI,600900.SS,VIVT3.SA,ORNBV.HE,NLMK.ME,BTO.TO,GJF.OL,MBT,1038.HK,4732.T,EQTL3.SA,4182.T,270.HK,ZAIN.,HTO.AT,ALDAR.,010130.KS,DEM,n/a,5347,V03.SI,135.HK,2888.TW,2324.TW,2377.TW,BCE.TO,151.HK,3231.T,ELUXB.ST,SPK.AX,SUM
08/27/2021,5.99,4.53,3.24,2.77,2.6,2.12,2.14,2.25,1.83,1.65,1.77,1.54,1.63,1.61,1.22,1.42,1.47,1.07,1.16,1.12,1.17,0.98,1.06,1.06,0.85,0.84,0.0,0.81,0.64,0.77,0.76,0.75,0.69,0.78,0.64,0.66,0.71,0.67,0.54,0.63,0.58,0.58,0.51,0.56,0.52,0.49,0.52,0.45,0.44,0.46,0.47,0.45,0.42,0.43,0.36,0.39,0.43,0.43,0.38,0.35,0.42,0.36,0.39,0.37,0.31,0.35,0.33,0.32,0.3,0.3,0.32,0.29,0.29,0.28,0.3,0.32,0.25,0.31,0.26,0.26,0.3,0.31,0.28,0.24,0.28,0.22,0.25,0.27,0.19,0.22,0.26,0.24,0.22,0.26,0.21,0.19,0.18,0.22,0.19,0.19,0.19,0.2,0.2,0.21,0.21,0.53,0.21,0.17,0.19,0.2,0.18,0.22,0.18,0.19,0.2,0.21,0.19,0.17,0.18,0.19,0.18,0.16,0.18,0.17,0.18,0.19,0.18,0.16,0.17,0.16,0.17,0.15,0.17,0.16,0.15,0.14,0.17,0.15,0.16,0.13,0.15,0.16,0.15,0.15,0.15,0.15,0.16,0.14,0.13,0.15,0.13,0.13,0.12,0.15,0.13,0.13,0.12,0.12,0.13,0.14,0.13,0.11,0.14,0.1,0.12,0.15,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.09,0.11,0.0,0.1,0.09,0.1,0.0,0.09,0.0,0.0,0.0,0.09,0.09,0.09,0.14,0.82,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.88
09/02/2021,5.94,4.47,3.2,2.79,2.59,2.16,2.12,2.24,1.82,1.68,1.77,1.51,1.63,1.6,1.2,1.45,1.44,1.07,1.2,1.11,1.09,0.99,1.05,1.03,0.84,0.83,0.0,0.81,0.67,0.77,0.76,0.76,0.68,0.78,0.64,0.66,0.7,0.67,0.58,0.62,0.58,0.59,0.51,0.56,0.52,0.49,0.52,0.45,0.44,0.46,0.47,0.45,0.41,0.42,0.36,0.39,0.45,0.43,0.38,0.34,0.41,0.36,0.39,0.37,0.31,0.34,0.34,0.33,0.32,0.31,0.33,0.29,0.28,0.28,0.3,0.32,0.26,0.31,0.26,0.25,0.3,0.31,0.26,0.25,0.28,0.22,0.25,0.25,0.2,0.23,0.25,0.25,0.21,0.26,0.2,0.18,0.18,0.22,0.19,0.2,0.2,0.2,0.2,0.21,0.21,0.53,0.21,0.17,0.19,0.2,0.18,0.22,0.19,0.19,0.2,0.21,0.19,0.16,0.18,0.19,0.19,0.17,0.18,0.17,0.18,0.19,0.18,0.16,0.17,0.17,0.16,0.15,0.17,0.17,0.15,0.15,0.16,0.15,0.16,0.13,0.16,0.16,0.15,0.15,0.15,0.14,0.16,0.14,0.13,0.14,0.13,0.13,0.13,0.16,0.13,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.13,0.09,0.12,0.15,0.12,0.15,0.13,0.12,0.12,0.12,0.12,0.1,0.11,0.1,0.11,0.11,0.11,0.09,0.1,0.11,0.11,0.0,0.09,0.11,0.1,0.09,0.1,0.09,0.11,0.0,0.1,0.09,0.09,0.0,0.1,0.0,0.0,0.0,0.1,0.09,0.09,0.14,0.84,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.72
09/03/2021,5.98,4.52,3.21,2.8,2.58,2.15,2.13,2.23,1.83,1.67,1.8,1.52,1.63,1.61,1.21,1.44,1.45,1.09,1.2,1.1,1.09,1.02,1.04,1.01,0.83,0.85,0.0,0.79,0.67,0.76,0.77,0.75,0.69,0.77,0.63,0.65,0.68,0.66,0.57,0.61,0.59,0.59,0.51,0.55,0.52,0.5,0.52,0.46,0.44,0.47,0.48,0.45,0.4,0.42,0.37,0.39,0.45,0.43,0.37,0.33,0.41,0.36,0.39,0.37,0.3,0.34,0.34,0.34,0.32,0.31,0.32,0.29,0.28,0.28,0.3,0.31,0.26,0.32,0.27,0.25,0.3,0.3,0.26,0.25,0.28,0.0,0.25,0.25,0.19,0.23,0.25,0.25,0.2,0.26,0.2,0.17,0.18,0.22,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.39,0.21,0.17,0.19,0.2,0.18,0.21,0.19,0.19,0.21,0.21,0.19,0.16,0.18,0.19,0.19,0.18,0.19,0.17,0.18,0.19,0.18,0.16,0.17,0.17,0.16,0.14,0.18,0.17,0.15,0.15,0.16,0.13,0.16,0.13,0.17,0.16,0.15,0.15,0.15,0.13,0.16,0.14,0.14,0.15,0.12,0.13,0.12,0.16,0.14,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.13,0.09,0.12,0.17,0.12,0.15,0.13,0.12,0.13,0.12,0.11,0.1,0.11,0.1,0.11,0.12,0.12,0.1,0.1,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.11,0.09,0.11,0.0,0.1,0.09,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.09,0.1,0.11,0.8,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.55
09/06/2021,5.93,4.5,3.14,2.82,2.6,2.0,2.12,2.26,1.84,1.66,1.79,1.53,1.65,1.65,1.24,1.35,1.46,1.1,1.21,1.11,1.06,1.03,1.03,1.02,0.83,0.86,0.0,0.78,0.65,0.78,0.77,0.77,0.7,0.78,0.64,0.65,0.69,0.66,0.57,0.6,0.58,0.6,0.5,0.55,0.52,0.5,0.51,0.46,0.44,0.46,0.48,0.44,0.4,0.42,0.37,0.4,0.44,0.42,0.38,0.33,0.4,0.36,0.4,0.37,0.3,0.34,0.33,0.33,0.31,0.3,0.31,0.28,0.28,0.28,0.3,0.32,0.27,0.33,0.27,0.25,0.31,0.31,0.26,0.25,0.27,0.0,0.26,0.25,0.2,0.22,0.25,0.25,0.21,0.25,0.2,0.19,0.18,0.22,0.19,0.2,0.2,0.2,0.2,0.21,0.21,0.39,0.21,0.18,0.19,0.2,0.18,0.21,0.19,0.19,0.21,0.21,0.19,0.16,0.18,0.19,0.19,0.17,0.19,0.17,0.18,0.19,0.18,0.15,0.17,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.16,0.13,0.16,0.14,0.17,0.16,0.15,0.15,0.15,0.13,0.16,0.14,0.13,0.16,0.13,0.14,0.13,0.16,0.14,0.13,0.12,0.12,0.15,0.13,0.13,0.12,0.13,0.1,0.12,0.17,0.12,0.14,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.1,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.0,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.0,0.1,0.09,0.09,0.0,0.1,0.0,0.0,0.0,0.09,0.09,0.09,0.11,0.95,0.11,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.54
09/07/2021,5.93,4.5,3.14,2.82,2.6,2.0,2.12,2.26,1.84,1.66,1.79,1.53,1.65,1.65,1.24,1.35,1.46,1.1,1.21,1.11,1.06,1.03,1.03,1.02,0.83,0.86,0.0,0.78,0.65,0.78,0.77,0.77,0.7,0.78,0.64,0.65,0.69,0.66,0.57,0.6,0.58,0.6,0.5,0.55,0.52,0.5,0.51,0.46,0.44,0.46,0.48,0.44,0.4,0.42,0.37,0.4,0.44,0.42,0.38,0.33,0.4,0.36,0.4,0.37,0.3,0.34,0.33,0.33,0.31,0.3,0.31,0.28,0.28,0.28,0.3,0.32,0.27,0.33,0.27,0.25,0.31,0.31,0.26,0.25,0.27,0.0,0.26,0.25,0.2,0.22,0.25,0.25,0.21,0.25,0.2,0.19,0.18,0.22,0.19,0.2,0.2,0.2,0.2,0.21,0.21,0.39,0.21,0.18,0.19,0.2,0.18,0.21,0.19,0.19,0.21,0.21,0.19,0.16,0.18,0.19,0.19,0.17,0.19,0.17,0.18,0.19,0.18,0.15,0.17,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.16,0.13,0.16,0.14,0.17,0.16,0.15,0.15,0.15,0.13,0.16,0.14,0.13,0.16,0.13,0.14,0.13,0.16,0.14,0.13,0.12,0.12,0.15,0.13,0.13,0.12,0.13,0.1,0.12,0.17,0.12,0.14,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.1,0.11,0.12,0.12,0.11,0.1,0.11,0.11,0.0,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.0,0.1,0.09,0.09,0.0,0.1,0.0,0.0,0.0,0.09,0.09,0.09,0.11,0.95,0.11,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.54
09/08/2021,5.9,4.42,3.15,2.82,2.58,2.02,2.1,2.26,1.83,1.65,1.79,1.53,1.63,1.63,1.23,1.35,1.44,1.1,1.21,1.15,1.06,1.03,1.03,1.01,0.83,0.87,0.0,0.79,0.67,0.77,0.77,0.79,0.7,0.77,0.64,0.65,0.7,0.66,0.57,0.59,0.59,0.6,0.5,0.55,0.52,0.5,0.51,0.47,0.45,0.46,0.48,0.44,0.4,0.42,0.37,0.4,0.45,0.42,0.37,0.34,0.4,0.35,0.39,0.36,0.3,0.34,0.34,0.33,0.31,0.3,0.32,0.28,0.28,0.28,0.3,0.31,0.27,0.34,0.27,0.24,0.31,0.31,0.26,0.26,0.28,0.0,0.26,0.25,0.19,0.23,0.25,0.25,0.21,0.25,0.2,0.19,0.19,0.22,0.2,0.19,0.19,0.2,0.2,0.21,0.21,0.39,0.21,0.18,0.19,0.2,0.18,0.21,0.19,0.18,0.21,0.21,0.19,0.16,0.18,0.19,0.19,0.17,0.19,0.17,0.18,0.19,0.18,0.16,0.16,0.17,0.16,0.14,0.17,0.16,0.15,0.16,0.16,0.14,0.16,0.14,0.17,0.16,0.15,0.15,0.15,0.14,0.16,0.13,0.13,0.16,0.13,0.14,0.12,0.16,0.14,0.13,0.12,0.12,0.15,0.13,0.13,0.12,0.13,0.1,0.13,0.17,0.12,0.15,0.13,0.11,0.13,0.12,0.11,0.1,0.12,0.1,0.11,0.12,0.12,0.1,0.1,0.11,0.11,0.0,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.0,0.1,0.09,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.09,0.11,1.01,0.11,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.47
09/10/2021,5.86,4.38,3.15,2.9,2.56,2.0,2.11,2.24,1.81,1.63,1.79,1.55,1.6,1.61,1.26,1.35,1.43,1.07,1.21,1.21,1.05,1.04,1.01,1.0,0.83,0.89,0.0,0.81,0.65,0.79,0.78,0.82,0.71,0.77,0.64,0.6,0.71,0.65,0.49,0.6,0.61,0.61,0.51,0.54,0.53,0.51,0.52,0.47,0.45,0.47,0.49,0.45,0.4,0.42,0.37,0.41,0.46,0.42,0.37,0.34,0.41,0.35,0.39,0.37,0.3,0.34,0.34,0.33,0.3,0.3,0.32,0.27,0.29,0.27,0.3,0.32,0.27,0.34,0.28,0.25,0.31,0.32,0.26,0.26,0.27,0.0,0.26,0.25,0.19,0.23,0.25,0.25,0.2,0.26,0.19,0.18,0.19,0.22,0.2,0.19,0.18,0.19,0.2,0.21,0.2,0.39,0.21,0.19,0.19,0.2,0.18,0.21,0.18,0.18,0.21,0.21,0.19,0.16,0.18,0.19,0.18,0.17,0.19,0.17,0.18,0.19,0.17,0.15,0.16,0.17,0.16,0.14,0.18,0.16,0.15,0.15,0.16,0.14,0.16,0.14,0.18,0.16,0.15,0.15,0.15,0.13,0.16,0.13,0.13,0.17,0.13,0.14,0.12,0.16,0.14,0.14,0.12,0.12,0.15,0.13,0.13,0.13,0.13,0.1,0.13,0.17,0.12,0.15,0.13,0.11,0.13,0.12,0.11,0.1,0.12,0.1,0.11,0.12,0.12,0.1,0.1,0.11,0.11,0.0,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.0,0.1,0.09,0.0,0.09,0.1,0.0,0.0,0.0,0.09,0.09,0.09,0.1,1.02,0.12,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.44
09/13/2021,5.69,4.28,3.19,2.87,2.48,1.96,2.1,2.21,1.78,1.58,1.78,1.56,1.61,1.61,1.25,1.33,1.45,1.06,1.2,1.23,1.04,1.05,1.02,1.03,0.84,0.92,0.0,0.83,0.64,0.81,0.79,0.84,0.71,0.78,0.65,0.6,0.71,0.67,0.5,0.6,0.61,0.61,0.51,0.55,0.53,0.52,0.52,0.47,0.45,0.48,0.49,0.48,0.41,0.42,0.35,0.43,0.46,0.43,0.38,0.35,0.42,0.35,0.39,0.37,0.3,0.34,0.32,0.34,0.3,0.3,0.32,0.27,0.3,0.27,0.3,0.32,0.27,0.34,0.28,0.25,0.31,0.32,0.27,0.26,0.26,0.0,0.26,0.25,0.19,0.23,0.26,0.25,0.21,0.26,0.2,0.18,0.2,0.23,0.2,0.19,0.19,0.2,0.2,0.21,0.21,0.39,0.22,0.19,0.19,0.2,0.18,0.21,0.18,0.18,0.22,0.22,0.19,0.16,0.17,0.19,0.19,0.17,0.19,0.17,0.18,0.19,0.18,0.15,0.16,0.17,0.17,0.14,0.18,0.15,0.16,0.16,0.16,0.14,0.16,0.14,0.18,0.16,0.15,0.15,0.16,0.14,0.16,0.13,0.12,0.17,0.13,0.14,0.12,0.16,0.14,0.13,0.12,0.12,0.15,0.14,0.13,0.13,0.13,0.09,0.13,0.18,0.12,0.15,0.13,0.11,0.13,0.13,0.1,0.1,0.12,0.1,0.11,0.12,0.12,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.0,0.1,0.09,0.0,0.1,0.09,0.0,0.0,0.0,0.09,0.09,0.09,0.11,1.05,0.11,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.43000000000002
09/14/2021,5.69,4.28,3.19,2.87,2.48,1.96,2.1,2.21,1.78,1.58,1.78,1.56,1.61,1.61,1.25,1.33,1.45,1.06,1.2,1.23,1.04,1.05,1.02,1.03,0.84,0.92,0.0,0.83,0.64,0.81,0.79,0.84,0.71,0.78,0.65,0.6,0.71,0.67,0.5,0.6,0.61,0.61,0.51,0.55,0.53,0.52,0.52,0.47,0.45,0.48,0.49,0.48,0.41,0.42,0.35,0.43,0.46,0.43,0.38,0.35,0.42,0.35,0.39,0.37,0.3,0.34,0.32,0.34,0.3,0.3,0.32,0.27,0.3,0.27,0.3,0.32,0.27,0.34,0.28,0.25,0.31,0.32,0.27,0.26,0.26,0.0,0.26,0.25,0.19,0.23,0.26,0.25,0.21,0.26,0.2,0.18,0.2,0.23,0.2,0.19,0.19,0.2,0.2,0.21,0.21,0.39,0.22,0.19,0.19,0.2,0.18,0.21,0.18,0.18,0.22,0.22,0.19,0.16,0.17,0.19,0.19,0.17,0.19,0.17,0.18,0.19,0.18,0.15,0.16,0.17,0.17,0.14,0.18,0.15,0.16,0.16,0.16,0.14,0.16,0.14,0.18,0.16,0.15,0.15,0.16,0.14,0.16,0.13,0.12,0.17,0.13,0.14,0.12,0.16,0.14,0.13,0.12,0.12,0.15,0.14,0.13,0.13,0.13,0.09,0.13,0.18,0.12,0.15,0.13,0.11,0.13,0.13,0.1,0.1,0.12,0.1,0.11,0.12,0.12,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.0,0.1,0.09,0.0,0.1,0.09,0.0,0.0,0.0,0.09,0.09,0.09,0.11,1.05,0.11,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.43000000000002
09/16/2021,5.55,4.19,3.2,2.92,2.41,1.98,2.09,2.19,1.81,1.59,1.77,1.59,1.59,1.59,1.26,1.34,1.45,1.06,1.23,1.22,1.06,1.07,1.01,1.04,0.84,0.93,0.0,0.85,0.64,0.8,0.78,0.83,0.72,0.77,0.64,0.6,0.73,0.67,0.51,0.6,0.62,0.61,0.51,0.54,0.53,0.51,0.52,0.48,0.45,0.47,0.47,0.47,0.41,0.42,0.37,0.44,0.48,0.43,0.38,0.35,0.42,0.35,0.39,0.37,0.3,0.34,0.32,0.34,0.3,0.31,0.32,0.28,0.32,0.27,0.3,0.32,0.28,0.35,0.29,0.26,0.31,0.32,0.26,0.26,0.26,0.0,0.26,0.25,0.19,0.23,0.26,0.25,0.21,0.26,0.2,0.18,0.19,0.22,0.21,0.19,0.18,0.2,0.2,0.22,0.2,0.39,0.21,0.19,0.19,0.2,0.18,0.21,0.19,0.18,0.22,0.21,0.19,0.16,0.17,0.19,0.18,0.16,0.19,0.17,0.18,0.19,0.18,0.15,0.16,0.17,0.17,0.14,0.18,0.15,0.16,0.16,0.16,0.14,0.16,0.15,0.19,0.16,0.15,0.15,0.15,0.14,0.16,0.13,0.13,0.17,0.13,0.15,0.12,0.16,0.14,0.14,0.13,0.12,0.15,0.13,0.13,0.13,0.13,0.0,0.13,0.18,0.12,0.16,0.12,0.11,0.13,0.13,0.09,0.1,0.12,0.1,0.11,0.11,0.12,0.1,0.1,0.11,0.11,0.0,0.09,0.11,0.1,0.1,0.1,0.09,0.11,0.0,0.1,0.1,0.09,0.1,0.1,0.0,0.0,0.0,0.09,0.09,0.1,0.11,1.07,0.11,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.39
09/17/2021,5.64,4.21,3.22,2.96,2.43,1.98,2.08,2.19,1.78,1.58,1.77,1.55,1.58,1.57,1.25,1.31,1.44,1.07,1.19,1.26,1.04,1.06,1.02,1.05,0.83,0.92,0.0,0.86,0.64,0.78,0.78,0.84,0.71,0.78,0.65,0.61,0.78,0.67,0.5,0.6,0.62,0.61,0.51,0.54,0.54,0.51,0.52,0.47,0.44,0.47,0.47,0.47,0.4,0.43,0.37,0.45,0.48,0.43,0.38,0.35,0.42,0.35,0.38,0.37,0.3,0.34,0.32,0.34,0.3,0.31,0.31,0.28,0.32,0.27,0.29,0.32,0.27,0.36,0.29,0.25,0.32,0.33,0.27,0.26,0.26,0.0,0.26,0.25,0.18,0.23,0.26,0.25,0.22,0.26,0.2,0.18,0.19,0.22,0.21,0.19,0.19,0.19,0.2,0.22,0.2,0.39,0.21,0.18,0.19,0.2,0.18,0.21,0.17,0.18,0.22,0.21,0.19,0.16,0.17,0.19,0.19,0.17,0.19,0.16,0.18,0.19,0.18,0.15,0.16,0.17,0.17,0.15,0.18,0.15,0.17,0.16,0.16,0.14,0.16,0.15,0.18,0.16,0.15,0.15,0.15,0.14,0.16,0.13,0.12,0.17,0.13,0.14,0.12,0.16,0.14,0.14,0.13,0.12,0.15,0.13,0.13,0.13,0.13,0.0,0.13,0.18,0.12,0.16,0.13,0.11,0.13,0.13,0.09,0.1,0.13,0.1,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.09,0.1,0.09,0.09,0.11,1.06,0.11,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.43
09/20/2021,5.75,4.26,3.24,3.06,2.48,1.97,2.12,2.21,1.76,1.51,1.82,1.6,1.52,1.49,1.24,1.3,1.47,1.1,1.14,1.29,1.07,1.1,1.03,1.08,0.87,0.95,0.0,0.88,0.64,0.83,0.81,0.86,0.72,0.8,0.66,0.61,0.79,0.68,0.49,0.61,0.64,0.63,0.52,0.56,0.55,0.53,0.54,0.47,0.46,0.48,0.47,0.51,0.4,0.44,0.38,0.46,0.49,0.44,0.4,0.36,0.43,0.37,0.39,0.38,0.31,0.35,0.32,0.35,0.32,0.32,0.32,0.27,0.33,0.28,0.3,0.34,0.26,0.37,0.31,0.25,0.32,0.34,0.27,0.27,0.27,0.0,0.27,0.26,0.19,0.24,0.27,0.26,0.22,0.27,0.2,0.18,0.19,0.22,0.22,0.19,0.2,0.2,0.21,0.22,0.21,0.4,0.22,0.18,0.18,0.2,0.18,0.21,0.15,0.19,0.23,0.22,0.19,0.17,0.16,0.2,0.19,0.17,0.21,0.15,0.19,0.2,0.18,0.15,0.16,0.18,0.17,0.15,0.18,0.14,0.17,0.16,0.16,0.15,0.17,0.16,0.19,0.17,0.15,0.14,0.16,0.14,0.16,0.13,0.13,0.17,0.13,0.14,0.12,0.17,0.13,0.14,0.14,0.12,0.16,0.14,0.13,0.13,0.13,0.0,0.14,0.18,0.12,0.16,0.13,0.11,0.13,0.12,0.1,0.1,0.13,0.1,0.12,0.12,0.12,0.09,0.11,0.11,0.12,0.0,0.1,0.11,0.1,0.09,0.1,0.1,0.11,0.0,0.1,0.1,0.09,0.1,0.1,0.0,0.0,0.09,0.1,0.1,0.1,0.11,0.0,0.11,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9
09/24/2021,5.69,4.25,3.29,3.02,2.51,1.84,2.08,2.24,1.65,1.44,1.82,1.53,1.51,1.49,1.25,1.22,1.42,1.25,1.0,1.27,1.08,1.08,1.04,1.07,0.82,0.94,0.0,0.86,0.59,0.82,0.81,0.87,0.7,0.8,0.65,0.58,0.8,0.67,0.41,0.59,0.64,0.62,0.52,0.57,0.55,0.53,0.54,0.44,0.45,0.48,0.45,0.5,0.37,0.42,0.36,0.44,0.54,0.43,0.4,0.35,0.44,0.37,0.4,0.37,0.3,0.34,0.33,0.4,0.3,0.36,0.33,0.26,0.31,0.28,0.3,0.32,0.28,0.38,0.3,0.25,0.31,0.34,0.27,0.27,0.27,0.0,0.26,0.25,0.18,0.27,0.27,0.29,0.22,0.28,0.23,0.17,0.18,0.23,0.24,0.18,0.19,0.2,0.19,0.22,0.21,0.21,0.22,0.17,0.18,0.21,0.2,0.21,0.16,0.19,0.22,0.22,0.22,0.17,0.17,0.19,0.18,0.17,0.23,0.16,0.19,0.2,0.18,0.15,0.16,0.19,0.17,0.15,0.18,0.14,0.17,0.18,0.16,0.13,0.17,0.15,0.17,0.17,0.15,0.14,0.15,0.15,0.16,0.12,0.13,0.17,0.13,0.15,0.12,0.16,0.13,0.14,0.13,0.12,0.14,0.13,0.15,0.15,0.15,0.0,0.13,0.18,0.13,0.18,0.12,0.1,0.12,0.11,0.0,0.1,0.11,0.11,0.12,0.11,0.12,0.09,0.11,0.11,0.12,0.0,0.11,0.13,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.09,0.1,0.1,0.1,0.0,0.46,0.13,0.09,0.1,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,93.21
09/27/2021,5.69,4.22,3.26,3.07,2.51,1.87,2.11,2.22,1.7,1.34,1.82,1.54,1.53,1.47,1.23,1.24,1.44,1.09,1.05,1.23,1.08,1.1,1.04,1.04,0.86,0.91,0.0,0.81,0.61,0.84,0.79,0.84,0.69,0.8,0.64,0.59,0.77,0.68,0.44,0.6,0.62,0.63,0.51,0.57,0.54,0.53,0.54,0.45,0.46,0.47,0.46,0.5,0.38,0.42,0.36,0.43,0.47,0.42,0.4,0.34,0.43,0.37,0.41,0.38,0.3,0.34,0.43,0.35,0.3,0.32,0.33,0.26,0.3,0.28,0.3,0.32,0.29,0.37,0.3,0.25,0.31,0.33,0.27,0.27,0.27,0.0,0.26,0.25,0.18,0.23,0.27,0.26,0.23,0.28,0.2,0.19,0.19,0.23,0.22,0.19,0.2,0.2,0.2,0.22,0.21,0.21,0.22,0.18,0.19,0.21,0.18,0.2,0.17,0.19,0.21,0.22,0.19,0.17,0.17,0.19,0.19,0.17,0.22,0.16,0.18,0.2,0.18,0.15,0.15,0.19,0.17,0.16,0.18,0.14,0.17,0.16,0.16,0.13,0.17,0.16,0.17,0.17,0.15,0.14,0.15,0.14,0.16,0.12,0.13,0.17,0.13,0.14,0.12,0.17,0.13,0.14,0.13,0.12,0.15,0.14,0.13,0.13,0.14,0.09,0.13,0.18,0.13,0.16,0.12,0.11,0.12,0.11,0.0,0.1,0.11,0.11,0.12,0.11,0.12,0.09,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.09,0.1,0.1,0.0,0.0,1.24,0.11,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,93.46
