,MRNA,BIO,LH,BNTX,NVAX,ALNY,DGX,ZLAB,CVAC,IMAB,VIR,ADPT,ABCL,IBRX,QDEL,TBLD.L,ETFMG Sit Ultra Short ETF,EBS,DRNA,BCRX,OPK,FLGT,TBIO,INO,AVIR,IMCR,VBIV,LMNX,LLY,REGN,HOLX,ABT,AZN,MRK,ALXN,GILD,GSK,BMY,ABBV,TAK,PFE,SNY,JNJ,PCVX,DVAX,SBTX,VIVO,ARCT,VXRT,ENTA,FGXXX,CMRX,OSUR,ALGS,VACC,XBIT,SIGA,SQZ,CDAK,CUE,TNXP,CVM,PRTK,ATHX,IBIO,ABUS,HOOK,CRMD,TLIS,LHDX,ENOB,CODX,IMNM,PHAS,CFRX,ASMB,ENZ,IMV.TO,EVAX,IFRX,688101.SS,n/a,VALT,688001.SS,688226.SS,OCDX,ADGI,ICVX,HLTH,SRNE,OCGN,GRTS,VAXX,ALT,SABS,ATOS,SUM
10/06/2021,5.86,4.09,6.19,5.3,4.79,6.57,4.21,3.2,2.95,3.07,2.65,2.77,2.83,2.31,3.3,0.0,0.0,1.74,0.93,1.45,1.44,1.47,0.0,0.83,2.05,1.01,0.43,0.0,0.72,0.69,0.73,0.74,0.81,0.86,0.0,0.77,0.75,0.73,0.79,0.8,0.75,0.74,0.75,0.81,1.14,0.22,0.5,0.66,0.51,0.73,0.46,0.31,0.46,0.39,0.33,0.24,0.35,0.24,0.21,0.26,0.12,0.27,0.14,0.17,0.13,0.25,0.1,0.11,0.09,0.16,0.21,0.15,0.14,0.09,0.09,0.09,0.1,0.08,0.1,0.07,0.0,0.0,2.01,0.0,0.0,2.65,2.12,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/07/2021,5.68,4.09,6.19,5.26,4.77,6.76,4.21,3.24,2.79,3.15,2.67,2.73,2.75,2.31,3.43,0.0,0.0,1.72,0.93,1.43,1.44,1.37,0.0,0.8,2.21,1.02,0.42,0.0,0.72,0.68,0.73,0.74,0.84,0.89,0.0,0.77,0.77,0.74,0.8,0.8,0.75,0.76,0.75,0.8,1.18,0.19,0.5,0.61,0.5,0.73,0.46,0.3,0.46,0.38,0.33,0.24,0.36,0.22,0.2,0.23,0.12,0.26,0.13,0.17,0.12,0.25,0.1,0.11,0.09,0.15,0.21,0.14,0.13,0.09,0.09,0.09,0.1,0.08,0.0,0.06,0.0,0.1,2.04,0.0,0.0,2.69,2.2,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/08/2021,5.68,4.09,6.19,5.26,4.77,6.76,4.21,3.24,2.79,3.15,2.67,2.73,2.75,2.31,3.43,0.0,0.0,1.72,0.93,1.43,1.44,1.37,0.0,0.8,2.21,1.02,0.42,0.0,0.72,0.68,0.73,0.74,0.84,0.89,0.0,0.77,0.77,0.74,0.8,0.8,0.75,0.76,0.75,0.8,1.18,0.19,0.5,0.61,0.5,0.73,0.46,0.3,0.46,0.38,0.33,0.24,0.36,0.22,0.2,0.23,0.12,0.26,0.13,0.17,0.12,0.25,0.1,0.11,0.09,0.15,0.21,0.14,0.13,0.09,0.09,0.09,0.1,0.08,0.1,0.06,0.0,0.0,2.04,0.0,0.0,2.69,2.2,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/11/2021,5.35,4.1,6.28,5.05,4.4,7.06,4.3,3.26,2.79,3.2,2.66,2.75,2.64,2.27,3.42,0.0,0.0,1.71,0.91,1.47,1.53,1.39,0.0,0.82,2.01,1.08,0.43,0.0,0.74,0.68,0.74,0.76,0.84,0.88,0.0,0.78,0.77,0.75,0.82,0.72,0.75,0.77,0.77,0.76,1.23,0.2,0.49,0.65,0.52,0.75,0.41,0.3,0.47,0.37,0.32,0.23,0.37,0.2,0.2,0.24,0.11,0.24,0.14,0.17,0.12,0.24,0.1,0.11,0.09,0.15,0.22,0.14,0.13,0.09,0.09,0.09,0.1,0.08,0.1,0.06,0.0,0.0,2.07,0.0,0.0,2.79,2.42,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/12/2021,5.37,4.07,6.25,5.18,4.41,6.99,4.26,3.28,2.82,3.17,2.69,2.82,2.62,2.26,3.38,0.0,0.0,1.7,0.93,1.49,1.52,1.43,0.0,0.83,2.03,1.04,0.43,0.0,0.74,0.67,0.73,0.75,0.83,0.87,0.0,0.77,0.77,0.73,0.81,0.71,0.75,0.76,0.76,0.78,1.24,0.2,0.48,0.64,0.51,0.82,0.4,0.29,0.49,0.37,0.31,0.23,0.35,0.2,0.2,0.24,0.11,0.25,0.14,0.17,0.12,0.24,0.1,0.11,0.09,0.15,0.22,0.14,0.12,0.1,0.09,0.09,0.11,0.08,0.1,0.06,0.0,0.0,2.03,0.0,0.0,2.81,2.4,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/13/2021,5.37,4.07,6.25,5.18,4.41,6.99,4.26,3.28,2.82,3.17,2.69,2.82,2.62,2.26,3.38,0.0,0.0,1.7,0.93,1.49,1.52,1.43,0.0,0.83,2.03,1.04,0.43,0.0,0.74,0.67,0.73,0.75,0.83,0.87,0.0,0.77,0.77,0.73,0.81,0.71,0.75,0.76,0.76,0.78,1.24,0.2,0.48,0.64,0.51,0.82,0.4,0.29,0.49,0.37,0.31,0.23,0.35,0.2,0.2,0.24,0.11,0.25,0.14,0.17,0.12,0.24,0.1,0.11,0.09,0.15,0.22,0.14,0.12,0.1,0.09,0.09,0.11,0.08,0.1,0.06,0.0,0.0,2.03,0.0,0.0,2.81,2.4,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/14/2021,5.32,4.05,6.27,5.2,4.4,7.07,4.24,3.24,2.82,3.09,2.9,2.76,2.57,2.07,3.45,0.0,0.0,1.69,0.93,1.55,1.51,1.46,0.0,0.83,1.99,1.02,0.42,0.0,0.75,0.67,0.73,0.76,0.84,0.86,0.0,0.78,0.77,0.72,0.82,0.7,0.75,0.77,0.76,0.76,1.19,0.19,0.49,0.63,0.51,0.85,0.42,0.28,0.48,0.35,0.31,0.24,0.34,0.2,0.18,0.24,0.11,0.24,0.13,0.17,0.12,0.23,0.1,0.11,0.09,0.14,0.22,0.14,0.12,0.1,0.09,0.09,0.11,0.08,0.1,0.07,0.0,0.0,2.04,0.0,0.0,2.82,2.64,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
10/15/2021,5.34,4.04,6.19,5.15,4.45,7.12,4.2,3.23,2.79,2.94,3.15,2.66,2.49,2.3,3.41,0.0,0.0,1.66,0.93,1.55,1.54,1.49,0.0,0.86,1.94,1.02,0.43,0.0,0.75,0.67,0.72,0.75,0.85,0.86,0.0,0.78,0.77,0.72,0.82,0.71,0.74,0.77,0.76,0.78,1.21,0.18,0.47,0.65,0.49,0.86,0.42,0.29,0.47,0.35,0.31,0.24,0.34,0.21,0.2,0.23,0.11,0.25,0.14,0.17,0.12,0.25,0.09,0.11,0.09,0.14,0.22,0.14,0.12,0.11,0.09,0.09,0.12,0.08,0.09,0.07,0.0,0.0,2.05,0.0,0.0,2.77,2.7,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/18/2021,5.46,4.0,6.2,5.18,4.4,7.09,4.22,3.17,2.67,2.85,3.23,2.78,2.54,2.18,3.39,0.0,0.0,1.65,0.96,1.59,1.53,1.46,0.0,0.88,1.92,1.02,0.44,0.0,0.75,0.67,0.72,0.76,0.84,0.86,0.0,0.77,0.77,0.72,0.81,0.7,0.74,0.76,0.75,0.78,1.25,0.18,0.48,0.67,0.49,0.87,0.42,0.29,0.46,0.37,0.33,0.23,0.34,0.21,0.19,0.23,0.11,0.25,0.15,0.17,0.12,0.25,0.1,0.11,0.09,0.14,0.23,0.14,0.12,0.11,0.09,0.09,0.11,0.08,0.09,0.06,0.0,0.0,2.05,0.0,0.0,2.8,2.71,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/19/2021,5.72,3.99,6.13,5.23,4.5,7.17,4.2,3.2,2.89,2.87,3.12,2.79,2.63,2.22,3.33,0.0,0.0,1.63,0.98,1.64,1.52,1.38,0.0,0.89,1.99,1.01,0.43,0.0,0.74,0.67,0.71,0.75,0.82,0.83,0.0,0.77,0.76,0.71,0.79,0.69,0.73,0.75,0.75,0.77,1.16,0.19,0.47,0.7,0.51,0.85,0.44,0.31,0.46,0.39,0.31,0.24,0.34,0.2,0.19,0.23,0.11,0.25,0.14,0.16,0.11,0.24,0.1,0.11,0.09,0.13,0.25,0.14,0.12,0.11,0.09,0.09,0.11,0.08,0.09,0.07,0.0,0.0,2.02,0.0,0.0,2.76,2.35,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/20/2021,5.67,4.05,6.12,5.24,4.35,7.24,4.26,3.23,2.57,2.87,3.07,2.83,2.6,2.19,3.21,0.0,0.0,1.63,0.99,1.63,1.52,1.38,0.0,0.89,1.95,1.02,0.43,0.0,0.76,0.68,0.72,0.76,0.84,0.84,0.0,0.77,0.78,0.73,0.81,0.7,0.73,0.77,0.76,0.77,1.17,0.19,0.48,0.68,0.5,0.87,0.46,0.31,0.45,0.41,0.31,0.24,0.34,0.2,0.19,0.23,0.12,0.25,0.14,0.17,0.11,0.24,0.1,0.12,0.09,0.13,0.27,0.14,0.12,0.11,0.09,0.09,0.11,0.08,0.09,0.07,0.0,0.0,2.11,0.0,0.0,2.78,2.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/21/2021,5.85,4.08,6.18,5.52,4.46,7.07,4.29,3.14,2.64,2.93,3.04,2.7,2.56,2.1,3.18,0.0,0.0,1.62,0.97,1.6,1.51,1.43,0.0,0.89,2.02,1.01,0.43,0.0,0.76,0.66,0.72,0.75,0.82,0.83,0.0,0.75,0.77,0.71,0.79,0.69,0.73,0.75,0.76,0.73,1.18,0.18,0.46,0.69,0.5,0.83,0.46,0.3,0.46,0.4,0.31,0.24,0.33,0.19,0.18,0.22,0.12,0.25,0.13,0.16,0.11,0.25,0.09,0.11,0.09,0.13,0.28,0.14,0.12,0.11,0.09,0.09,0.09,0.07,0.09,0.06,0.0,0.0,2.11,0.0,0.0,2.78,2.59,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/22/2021,5.82,4.11,6.21,5.55,4.3,7.16,4.35,3.2,2.66,2.86,3.16,2.86,2.67,2.15,3.25,0.0,0.0,1.64,0.97,1.61,1.53,1.47,0.0,0.9,0.69,1.02,0.46,0.0,0.77,0.68,0.73,0.77,0.83,0.85,0.0,0.76,0.78,0.72,0.79,0.7,0.74,0.75,0.77,0.73,1.21,0.18,0.47,0.68,0.51,0.85,0.44,0.29,0.47,0.39,0.31,0.24,0.33,0.2,0.18,0.22,0.12,0.27,0.14,0.17,0.11,0.25,0.09,0.11,0.09,0.13,0.28,0.14,0.13,0.11,0.09,0.09,0.09,0.08,0.09,0.07,0.0,0.0,2.11,0.0,0.0,2.84,2.85,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/25/2021,5.85,4.21,6.31,5.73,3.69,7.11,4.41,3.18,2.57,2.91,3.13,2.88,2.7,2.05,3.3,0.0,0.0,1.61,0.98,1.55,1.53,1.52,0.0,0.89,0.66,1.07,0.45,0.0,0.78,0.69,0.75,0.8,0.85,0.87,0.0,0.77,0.79,0.73,0.8,0.7,0.76,0.78,0.78,0.7,1.26,0.18,0.48,0.66,0.5,0.88,0.46,0.29,0.49,0.4,0.31,0.25,0.34,0.2,0.19,0.22,0.12,0.27,0.14,0.17,0.11,0.24,0.09,0.11,0.09,0.14,0.28,0.15,0.13,0.11,0.09,0.09,0.09,0.08,0.09,0.07,0.0,0.0,2.12,0.0,0.0,2.85,2.77,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/26/2021,5.93,4.26,6.3,6.05,3.72,7.08,4.34,3.16,2.59,2.92,3.13,2.87,2.73,1.98,3.35,0.0,0.0,1.63,0.98,1.57,1.51,1.5,0.0,0.89,0.63,1.01,0.43,0.0,0.77,0.7,0.76,0.8,0.85,0.87,0.0,0.77,0.79,0.72,0.8,0.69,0.76,0.77,0.77,0.71,1.3,0.18,0.48,0.67,0.5,0.87,0.46,0.29,0.47,0.4,0.31,0.26,0.33,0.2,0.19,0.22,0.12,0.27,0.13,0.16,0.11,0.24,0.09,0.11,0.09,0.14,0.26,0.14,0.13,0.11,0.09,0.09,0.09,0.08,0.09,0.07,0.0,0.0,2.11,0.0,0.0,2.8,2.59,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/27/2021,5.93,4.26,6.3,6.05,3.72,7.08,4.34,3.16,2.59,2.92,3.13,2.87,2.73,1.98,3.35,0.0,0.0,1.63,0.98,1.57,1.51,1.5,0.0,0.89,0.63,1.01,0.43,0.0,0.77,0.7,0.76,0.8,0.85,0.87,0.0,0.77,0.79,0.72,0.8,0.69,0.76,0.77,0.77,0.71,1.3,0.18,0.48,0.67,0.5,0.87,0.46,0.29,0.47,0.4,0.31,0.26,0.33,0.2,0.19,0.22,0.12,0.27,0.13,0.16,0.11,0.24,0.09,0.11,0.09,0.14,0.26,0.14,0.13,0.11,0.09,0.09,0.09,0.08,0.09,0.07,0.0,0.0,2.11,0.0,0.0,2.8,2.59,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/28/2021,5.75,4.26,6.41,5.94,3.64,6.95,4.41,3.22,2.51,2.96,3.18,2.87,2.7,1.96,3.4,0.0,0.0,1.62,1.03,1.59,1.52,1.5,0.0,0.86,0.64,1.02,0.44,0.0,0.78,0.71,0.76,0.82,0.87,0.88,0.0,0.78,0.8,0.73,0.81,0.7,0.77,0.79,0.78,0.72,1.26,0.18,0.49,0.67,0.49,0.91,0.46,0.27,0.47,0.41,0.31,0.26,0.34,0.2,0.19,0.22,0.11,0.27,0.14,0.16,0.1,0.24,0.09,0.11,0.08,0.14,0.26,0.14,0.13,0.11,0.09,0.09,0.09,0.08,0.09,0.08,0.0,0.0,2.13,0.0,0.0,2.8,2.62,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/29/2021,6.08,4.31,6.31,6.21,3.62,6.9,4.32,3.28,2.55,2.94,3.23,2.86,2.75,1.94,3.34,0.0,0.0,1.63,0.99,1.65,1.47,1.49,0.0,0.87,0.63,1.02,0.43,0.0,0.78,0.7,0.75,0.81,0.85,0.87,0.0,0.77,0.79,0.72,0.8,0.69,0.76,0.78,0.77,0.71,1.33,0.17,0.49,0.67,0.49,0.92,0.45,0.26,0.47,0.41,0.31,0.26,0.34,0.2,0.19,0.22,0.11,0.27,0.14,0.16,0.1,0.24,0.09,0.11,0.08,0.14,0.27,0.14,0.13,0.11,0.08,0.08,0.09,0.08,0.09,0.08,0.0,0.0,2.1,0.0,0.0,2.68,2.46,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/01/2021,6.05,4.36,6.42,5.99,3.86,6.74,4.37,3.38,2.51,2.74,3.12,2.78,2.61,1.86,3.36,0.0,0.0,1.57,1.02,1.63,1.49,1.49,0.0,0.87,0.61,1.03,0.42,0.0,0.81,0.73,0.75,0.83,0.87,0.89,0.0,0.78,0.82,0.72,0.81,0.69,0.77,0.79,0.79,0.7,1.38,0.17,0.49,0.69,0.49,0.99,0.46,0.27,0.47,0.42,0.3,0.26,0.35,0.22,0.18,0.22,0.11,0.26,0.14,0.15,0.1,0.25,0.09,0.12,0.08,0.13,0.27,0.14,0.16,0.11,0.09,0.09,0.09,0.08,0.09,0.08,0.0,0.0,2.14,0.0,0.0,2.74,2.49,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
11/02/2021,6.12,4.45,6.47,6.04,4.07,5.66,4.38,3.35,2.56,2.64,3.05,2.94,2.68,1.94,3.34,0.0,0.0,1.58,1.01,1.65,1.51,1.51,0.0,0.93,0.6,1.03,0.43,0.0,0.81,0.77,0.75,0.83,0.87,0.93,0.0,0.77,0.85,0.72,0.81,0.7,0.77,0.79,0.78,0.73,1.42,0.17,0.49,0.72,0.5,1.02,0.46,0.28,0.46,0.42,0.3,0.26,0.34,0.23,0.18,0.22,0.11,0.28,0.14,0.15,0.1,0.24,0.09,0.12,0.08,0.13,0.28,0.14,0.16,0.11,0.09,0.09,0.1,0.08,0.08,0.11,0.0,0.0,2.13,0.0,0.0,2.78,2.52,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/03/2021,6.11,4.52,6.55,5.97,4.04,5.61,4.44,3.35,2.62,2.73,3.0,2.86,2.66,1.86,3.36,0.0,0.0,1.55,0.98,1.63,1.57,1.49,0.0,0.91,0.59,1.05,0.42,0.0,0.82,0.79,0.76,0.84,0.88,0.96,0.0,0.75,0.86,0.74,0.86,0.7,0.78,0.8,0.78,0.74,1.39,0.17,0.5,0.68,0.49,1.06,0.46,0.27,0.47,0.41,0.3,0.27,0.35,0.23,0.19,0.22,0.11,0.27,0.14,0.15,0.1,0.24,0.09,0.11,0.08,0.14,0.29,0.14,0.16,0.11,0.09,0.09,0.1,0.08,0.09,0.11,0.0,0.0,2.14,0.0,0.0,2.83,2.28,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
11/04/2021,6.11,4.52,6.55,5.97,4.04,5.61,4.44,3.35,2.62,2.73,3.0,2.86,2.66,1.86,3.36,0.0,0.0,1.55,0.98,1.63,1.57,1.49,0.0,0.91,0.59,1.05,0.42,0.0,0.82,0.79,0.76,0.84,0.88,0.96,0.0,0.75,0.86,0.74,0.86,0.7,0.78,0.8,0.78,0.74,1.39,0.17,0.5,0.68,0.49,1.06,0.46,0.27,0.47,0.41,0.3,0.27,0.35,0.23,0.19,0.22,0.11,0.27,0.14,0.15,0.1,0.24,0.09,0.11,0.08,0.14,0.29,0.14,0.16,0.11,0.09,0.09,0.1,0.08,0.09,0.11,0.0,0.0,2.14,0.0,0.0,2.83,2.28,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
11/05/2021,5.84,4.36,6.45,5.75,4.59,5.73,4.37,3.28,2.69,2.76,2.88,2.96,2.83,1.93,3.41,0.0,0.0,1.59,0.98,1.63,1.56,1.52,0.0,0.91,0.59,1.01,0.43,0.0,0.79,0.78,0.74,0.82,0.86,0.93,0.0,0.74,0.84,0.73,0.84,0.7,0.76,0.8,0.76,0.78,1.41,0.17,0.49,0.7,0.5,1.02,0.46,0.27,0.47,0.41,0.29,0.28,0.34,0.23,0.19,0.23,0.12,0.28,0.15,0.16,0.1,0.23,0.09,0.13,0.08,0.14,0.28,0.14,0.15,0.11,0.09,0.09,0.1,0.08,0.09,0.12,0.0,0.0,2.09,0.0,0.0,2.73,2.34,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
11/08/2021,4.92,4.36,6.36,5.75,4.78,6.39,4.26,3.23,2.65,2.7,2.86,3.09,2.89,2.01,3.38,0.0,0.0,1.68,1.03,1.24,1.68,1.5,0.0,0.89,0.58,1.03,0.44,0.0,0.86,0.79,0.73,0.82,0.88,0.96,0.0,0.75,0.85,0.74,0.86,0.71,0.77,0.81,0.77,0.78,1.42,0.17,0.49,0.67,0.49,1.06,0.4,0.31,0.44,0.41,0.3,0.29,0.35,0.24,0.19,0.25,0.11,0.29,0.15,0.17,0.11,0.23,0.09,0.12,0.08,0.14,0.28,0.14,0.16,0.11,0.09,0.09,0.1,0.08,0.14,0.12,0.0,0.0,2.09,0.0,0.0,2.73,2.32,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/09/2021,4.92,4.36,6.36,5.75,4.78,6.39,4.26,3.23,2.65,2.7,2.86,3.09,2.89,2.01,3.38,0.0,0.0,1.68,1.03,1.24,1.68,1.5,0.0,0.89,0.58,1.03,0.44,0.0,0.86,0.79,0.73,0.82,0.88,0.96,0.0,0.75,0.85,0.74,0.86,0.71,0.77,0.81,0.77,0.78,1.42,0.17,0.49,0.67,0.49,1.06,0.4,0.31,0.44,0.41,0.3,0.29,0.35,0.24,0.19,0.25,0.11,0.29,0.15,0.17,0.11,0.23,0.09,0.12,0.08,0.14,0.28,0.14,0.16,0.11,0.09,0.09,0.1,0.08,0.14,0.12,0.0,0.0,2.09,0.0,0.0,2.73,2.32,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/10/2021,4.44,4.37,6.64,4.92,4.58,6.97,4.51,3.01,2.63,2.85,2.63,3.34,2.71,2.12,3.25,0.0,0.0,1.14,1.1,1.43,1.79,1.47,0.0,0.91,0.58,1.1,0.46,0.0,0.91,0.8,0.76,0.86,0.94,0.94,0.0,0.81,0.93,0.8,0.93,0.76,0.92,0.87,0.83,0.85,1.19,0.18,0.51,0.6,0.52,1.27,0.43,0.31,0.45,0.46,0.31,0.31,0.38,0.26,0.23,0.27,0.12,0.31,0.16,0.19,0.11,0.22,0.1,0.14,0.09,0.15,0.3,0.15,0.15,0.12,0.1,0.09,0.1,0.09,0.09,0.13,0.0,0.0,2.27,0.0,0.0,3.0,1.66,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
11/11/2021,4.44,4.37,6.64,4.92,4.58,6.97,4.51,3.01,2.63,2.85,2.63,3.34,2.71,2.12,3.25,0.0,0.0,1.14,1.1,1.43,1.79,1.47,0.0,0.91,0.58,1.1,0.46,0.0,0.91,0.8,0.76,0.86,0.94,0.94,0.0,0.81,0.93,0.8,0.93,0.76,0.92,0.87,0.83,0.85,1.19,0.18,0.51,0.6,0.52,1.27,0.43,0.31,0.45,0.46,0.31,0.31,0.38,0.26,0.23,0.27,0.12,0.31,0.16,0.19,0.11,0.22,0.1,0.14,0.09,0.15,0.3,0.15,0.15,0.12,0.1,0.09,0.1,0.09,0.09,0.13,0.0,0.0,2.27,0.0,0.0,3.0,1.66,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
11/12/2021,4.5,4.33,6.66,5.4,4.89,6.87,4.48,2.91,2.58,2.71,2.69,3.25,2.7,2.11,3.32,0.0,0.0,1.17,1.1,1.38,1.8,1.5,0.0,0.9,0.56,1.13,0.45,0.0,0.87,0.8,0.77,0.86,0.92,0.93,0.0,0.79,0.9,0.78,0.9,0.75,0.9,0.85,0.81,0.83,1.17,0.18,0.51,0.61,0.52,1.21,0.43,0.31,0.46,0.48,0.31,0.31,0.37,0.25,0.21,0.28,0.12,0.31,0.15,0.18,0.11,0.23,0.1,0.13,0.1,0.15,0.31,0.15,0.15,0.1,0.1,0.09,0.1,0.08,0.08,0.13,0.0,0.0,2.22,0.0,0.0,3.01,1.56,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
11/15/2021,4.19,4.48,6.87,5.3,4.83,6.38,4.7,2.87,2.5,2.82,2.76,3.03,2.68,1.95,3.56,0.0,0.0,1.21,1.1,1.41,1.78,1.61,0.0,0.97,0.56,1.12,0.46,0.0,0.89,0.81,0.79,0.87,0.93,0.96,0.0,0.82,0.92,0.79,0.91,0.75,0.94,0.86,0.82,0.86,1.2,0.17,0.54,0.6,0.5,1.17,0.45,0.32,0.45,0.46,0.29,0.3,0.38,0.26,0.2,0.29,0.12,0.3,0.16,0.18,0.1,0.22,0.08,0.13,0.09,0.17,0.33,0.15,0.13,0.12,0.1,0.08,0.1,0.08,0.07,0.14,0.0,0.0,2.24,0.0,0.0,3.08,1.57,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03999999999998
11/16/2021,4.19,4.48,6.87,5.3,4.83,6.38,4.7,2.87,2.5,2.82,2.76,3.03,2.68,1.95,3.56,0.0,0.0,1.21,1.1,1.41,1.78,1.61,0.0,0.97,0.56,1.12,0.46,0.0,0.89,0.81,0.79,0.87,0.93,0.96,0.0,0.82,0.92,0.79,0.91,0.75,0.94,0.86,0.82,0.86,1.2,0.17,0.54,0.6,0.5,1.17,0.45,0.32,0.45,0.46,0.29,0.3,0.38,0.26,0.2,0.29,0.12,0.3,0.16,0.18,0.1,0.22,0.08,0.13,0.09,0.17,0.33,0.15,0.13,0.12,0.1,0.08,0.1,0.08,0.07,0.14,0.0,0.0,2.24,0.0,0.0,3.08,1.57,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03999999999998
11/17/2021,4.19,4.48,6.87,5.3,4.83,6.38,4.7,2.87,2.5,2.82,2.76,3.03,2.68,1.95,3.56,0.0,0.0,1.21,1.1,1.41,1.78,1.61,0.0,0.97,0.56,1.12,0.46,0.0,0.89,0.81,0.79,0.87,0.93,0.96,0.0,0.82,0.92,0.79,0.91,0.75,0.94,0.86,0.82,0.86,1.2,0.17,0.54,0.6,0.5,1.17,0.45,0.32,0.45,0.46,0.29,0.3,0.38,0.26,0.2,0.29,0.12,0.3,0.16,0.18,0.1,0.22,0.08,0.13,0.09,0.17,0.33,0.15,0.13,0.12,0.1,0.08,0.1,0.08,0.07,0.14,0.0,0.0,2.24,0.0,0.0,3.08,1.57,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03999999999998
11/18/2021,4.25,4.47,7.05,5.3,4.8,6.24,4.72,2.84,2.49,2.76,2.73,2.96,2.65,1.91,3.78,0.0,0.0,1.25,1.09,1.39,1.77,1.66,0.0,0.98,0.59,1.12,0.45,0.0,0.87,0.81,0.8,0.87,0.86,0.95,0.0,0.81,0.91,0.78,0.91,0.75,0.92,0.84,0.82,0.87,1.23,0.17,0.57,0.59,0.52,1.17,0.44,0.32,0.45,0.46,0.28,0.28,0.37,0.25,0.19,0.31,0.12,0.31,0.16,0.16,0.1,0.22,0.08,0.13,0.09,0.15,0.33,0.16,0.13,0.11,0.1,0.08,0.1,0.08,0.07,0.16,0.0,0.0,2.22,0.0,0.0,3.08,1.55,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95999999999998
11/19/2021,4.32,4.45,6.76,5.57,4.86,6.32,4.61,2.86,2.44,2.78,2.71,2.9,2.89,1.76,3.85,0.0,0.0,1.28,1.04,1.34,1.74,1.74,0.0,0.98,0.6,1.1,0.44,0.0,0.87,0.83,0.79,0.88,0.87,0.94,0.0,0.81,0.91,0.78,0.91,0.75,0.92,0.84,0.81,0.86,1.24,0.18,0.55,0.56,0.51,1.15,0.46,0.31,0.45,0.45,0.29,0.26,0.38,0.25,0.2,0.34,0.12,0.29,0.15,0.16,0.1,0.21,0.07,0.13,0.09,0.15,0.34,0.17,0.13,0.09,0.09,0.08,0.1,0.08,0.07,0.14,0.0,0.0,2.22,0.0,0.0,3.04,1.65,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/22/2021,4.25,4.49,6.75,5.67,4.75,6.24,4.59,3.0,2.48,3.12,2.72,2.87,2.85,1.73,3.88,0.0,0.0,1.36,1.03,1.35,1.76,1.73,0.0,0.96,0.59,1.06,0.45,0.0,0.85,0.82,0.78,0.88,0.83,0.94,0.0,0.79,0.88,0.77,0.89,0.73,0.91,0.83,0.8,0.84,1.23,0.17,0.55,0.58,0.51,1.16,0.45,0.33,0.46,0.44,0.28,0.27,0.38,0.25,0.19,0.32,0.12,0.29,0.15,0.17,0.09,0.21,0.07,0.13,0.08,0.17,0.35,0.17,0.13,0.09,0.08,0.07,0.1,0.08,0.07,0.13,0.0,0.0,2.19,0.0,0.0,3.03,1.62,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03999999999998
