,FGXXX,OXY,FANG,VIAC,EOG,DFS,WFC,CF,COF,KMI,FB,SYF,HCA,GS,ORLY,GDDY,ADBE,INCY,BK,ALL,CBOE,ORCL,GRMN,NOC,VFC,NTAP,XOM,LHX,PM,NVR,EMR,CFG,SLB,IP,ICE,UHS,BMY,GOOGL,EIX,MCD,DOV,BAH,DHI,DRI,PH,CSCO,JNJ,NFLX,FDX,C,LSXMK,LOW,FNF,VMW,CMA,SO,IBM,KEY,GILD,AIG,SWKS,AEE,PFG,MRK,MMM,EMN,ABT,JPM,LDOS,MDT,VTRS,DOW,WDC,USB,CERN,TSN,PFE,VZ,DE,SSNC,CAT,AEP,LYB,MU,AMGN,RF,AFL,LMT,T,BBY,ON,MAS,TFC,CTSH,CSX,HBAN,UNP,CMI,CVS,TRV,MO,FMC,BDX,GIS,DLTR,FOXA,CTXS,FLT,TTWO,DTE,HOLX,INTC,BKNG,QRVO,PSA,HST,CNC,LEN,INVH,O,CUZ,WPC,NNN,LAMR,GD,COR,AVGO,CMS,PSB,FISV,GLPI,MPW,AGR,CPB,HTA,KMB,DTM WI,OGN,CI,STZ,ABBV,GPN,ROKU,CZR,BSX,TXT,SBUX,SYK,BXP,SUI,V,KO,DUK,CG,ATVI,PCAR,n/a,ADSK,MTB,ZBH,FIS,SRC,NSC,MPC,SYY,PRU,PINS,TEL,PPL,SLVM WI,SLVM,WBA,ULTA,WAB,VLO,RTX,NXPI,TRU,HSY,PEAK,MET,SBAC,SUM
08/17/2021,1.63,0.87,0.79,0.67,0.76,1.03,1.01,0.84,1.01,0.84,0.91,0.93,0.84,0.97,0.77,0.0,0.79,0.0,0.91,0.86,0.91,0.78,0.95,0.83,0.81,0.85,0.75,0.88,0.83,0.85,0.88,0.8,0.71,0.8,0.0,0.81,0.82,1.61,0.73,0.83,0.0,0.0,0.85,0.77,0.77,0.85,0.85,0.77,0.74,0.84,0.82,0.78,0.88,0.8,0.83,0.85,0.0,0.79,0.81,0.87,0.0,0.85,0.82,0.75,0.78,0.77,0.81,0.79,0.72,0.78,0.78,0.77,0.67,0.78,0.77,0.82,1.35,0.75,0.82,0.8,0.77,0.79,0.76,0.66,0.69,0.76,0.0,0.7,0.72,0.75,0.85,0.0,0.77,0.8,0.77,0.77,0.73,0.7,0.73,0.73,0.71,0.6,0.69,0.82,0.66,0.63,0.56,0.66,0.81,0.66,0.0,0.52,0.81,0.46,0.47,0.41,0.0,0.44,0.43,0.0,0.0,0.43,0.41,0.43,0.43,0.43,0.41,0.0,0.4,0.81,0.39,0.41,0.37,0.31,0.45,0.0,0.0,0.0,0.66,0.7,0.76,0.73,0.71,0.84,0.83,0.83,0.79,0.76,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/18/2021,1.63,0.83,0.75,0.66,0.75,1.04,0.99,0.82,1.01,0.83,0.91,0.94,0.84,0.96,0.77,0.0,0.79,0.0,0.89,0.86,0.91,0.79,0.96,0.83,0.81,0.84,0.75,0.87,0.84,0.85,0.88,0.79,0.7,0.79,0.0,0.82,0.83,1.62,0.73,0.84,0.0,0.0,0.85,0.77,0.77,0.85,0.85,0.77,0.74,0.82,0.82,0.78,0.89,0.8,0.82,0.85,0.0,0.78,0.81,0.89,0.0,0.86,0.82,0.76,0.78,0.76,0.81,0.79,0.72,0.78,0.78,0.77,0.68,0.77,0.77,0.84,1.39,0.75,0.82,0.8,0.76,0.79,0.77,0.66,0.7,0.75,0.0,0.7,0.72,0.72,0.85,0.0,0.75,0.82,0.77,0.76,0.73,0.7,0.73,0.73,0.71,0.6,0.69,0.83,0.67,0.63,0.56,0.67,0.81,0.67,0.0,0.52,0.82,0.46,0.47,0.41,0.0,0.44,0.44,0.0,0.0,0.43,0.42,0.43,0.43,0.44,0.41,0.0,0.4,0.82,0.39,0.42,0.38,0.31,0.46,0.0,0.0,0.0,0.67,0.7,0.77,0.75,0.69,0.81,0.84,0.82,0.8,0.77,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/19/2021,1.63,0.83,0.75,0.66,0.75,1.04,0.99,0.82,1.01,0.83,0.91,0.94,0.84,0.96,0.77,0.0,0.79,0.0,0.89,0.86,0.91,0.79,0.96,0.83,0.81,0.84,0.75,0.87,0.84,0.85,0.88,0.79,0.7,0.79,0.0,0.82,0.83,1.62,0.73,0.84,0.0,0.0,0.85,0.77,0.77,0.85,0.85,0.77,0.74,0.82,0.82,0.78,0.89,0.8,0.82,0.85,0.0,0.78,0.81,0.89,0.0,0.86,0.82,0.76,0.78,0.76,0.81,0.79,0.72,0.78,0.78,0.77,0.68,0.77,0.77,0.84,1.39,0.75,0.82,0.8,0.76,0.79,0.77,0.66,0.7,0.75,0.0,0.7,0.72,0.72,0.85,0.0,0.75,0.82,0.77,0.76,0.73,0.7,0.73,0.73,0.71,0.6,0.69,0.83,0.67,0.63,0.56,0.67,0.81,0.67,0.0,0.52,0.82,0.46,0.47,0.41,0.0,0.44,0.44,0.0,0.0,0.43,0.42,0.43,0.43,0.44,0.41,0.0,0.4,0.82,0.39,0.42,0.38,0.31,0.46,0.0,0.0,0.0,0.67,0.7,0.77,0.75,0.69,0.81,0.84,0.82,0.8,0.77,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/20/2021,1.64,0.8,0.72,0.65,0.72,1.03,0.97,0.79,1.01,0.82,0.92,0.93,0.86,0.95,0.78,0.0,0.79,0.0,0.9,0.87,0.9,0.79,0.97,0.84,0.8,0.83,0.74,0.89,0.85,0.85,0.88,0.78,0.69,0.79,0.0,0.83,0.84,1.62,0.74,0.84,0.0,0.0,0.86,0.77,0.78,0.85,0.86,0.78,0.75,0.81,0.82,0.79,0.88,0.8,0.82,0.86,0.0,0.78,0.82,0.89,0.0,0.87,0.81,0.77,0.79,0.76,0.82,0.78,0.73,0.79,0.78,0.76,0.66,0.76,0.78,0.83,1.4,0.75,0.82,0.79,0.76,0.8,0.75,0.67,0.7,0.74,0.0,0.71,0.72,0.74,0.85,0.0,0.75,0.81,0.77,0.75,0.73,0.7,0.74,0.74,0.71,0.59,0.7,0.84,0.67,0.64,0.56,0.66,0.81,0.66,0.0,0.52,0.79,0.46,0.47,0.4,0.0,0.45,0.44,0.0,0.0,0.44,0.42,0.42,0.43,0.44,0.41,0.0,0.4,0.82,0.39,0.41,0.38,0.32,0.45,0.0,0.0,0.0,0.67,0.7,0.78,0.73,0.69,0.78,0.84,0.82,0.81,0.77,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
08/23/2021,0.87,0.73,0.69,0.0,0.72,0.99,0.95,0.76,0.98,0.79,0.91,0.91,0.88,0.94,0.8,0.0,0.81,0.0,0.89,0.88,0.93,0.79,0.98,0.84,0.78,0.83,0.71,0.9,0.86,0.84,0.88,0.76,0.67,0.79,0.0,0.84,0.86,1.63,0.76,0.85,0.0,0.0,0.83,0.76,0.77,0.88,0.88,0.84,0.73,0.81,0.0,0.85,0.89,0.8,0.8,0.88,0.0,0.76,0.83,0.88,0.0,0.89,0.81,0.8,0.78,0.74,0.85,0.77,0.74,0.81,0.0,0.75,0.65,0.75,0.79,0.84,1.43,0.76,0.78,0.79,0.73,0.82,0.73,0.82,0.7,0.74,0.0,0.71,0.72,0.72,0.82,0.0,0.74,0.0,0.78,0.75,0.74,0.69,0.74,0.76,0.72,0.58,0.71,0.85,0.68,0.63,0.57,0.66,0.84,0.0,0.0,0.53,0.79,0.79,0.49,0.39,0.0,0.44,0.46,0.0,0.0,0.43,0.42,0.43,0.43,0.46,0.41,0.0,0.41,0.87,0.39,0.42,0.39,0.32,0.47,0.0,0.0,0.0,0.67,0.72,0.8,0.73,0.68,0.75,0.85,0.8,0.8,0.79,0.4,0.42,0.82,0.81,0.81,0.77,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/24/2021,0.87,0.73,0.69,0.0,0.72,0.99,0.95,0.76,0.98,0.79,0.91,0.91,0.88,0.94,0.8,0.0,0.81,0.0,0.89,0.88,0.93,0.79,0.98,0.84,0.78,0.83,0.71,0.9,0.86,0.84,0.88,0.76,0.67,0.79,0.0,0.84,0.86,1.63,0.76,0.85,0.0,0.0,0.83,0.76,0.77,0.88,0.88,0.84,0.73,0.81,0.0,0.85,0.89,0.8,0.8,0.88,0.0,0.76,0.83,0.88,0.0,0.89,0.81,0.8,0.78,0.74,0.85,0.77,0.74,0.81,0.0,0.75,0.65,0.75,0.79,0.84,1.43,0.76,0.78,0.79,0.73,0.82,0.73,0.82,0.7,0.74,0.0,0.71,0.72,0.72,0.82,0.0,0.74,0.0,0.78,0.75,0.74,0.69,0.74,0.76,0.72,0.58,0.71,0.85,0.68,0.63,0.57,0.66,0.84,0.0,0.0,0.53,0.79,0.79,0.49,0.39,0.0,0.44,0.46,0.0,0.0,0.43,0.42,0.43,0.43,0.46,0.41,0.0,0.41,0.87,0.39,0.42,0.39,0.32,0.47,0.0,0.0,0.0,0.67,0.72,0.8,0.73,0.68,0.75,0.85,0.8,0.8,0.79,0.4,0.42,0.82,0.81,0.81,0.77,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/25/2021,0.88,0.72,0.69,0.0,0.72,0.99,0.95,0.77,0.97,0.78,0.92,0.91,0.88,0.94,0.8,0.0,0.82,0.0,0.9,0.87,0.94,0.79,0.99,0.84,0.78,0.84,0.71,0.89,0.85,0.85,0.88,0.76,0.67,0.79,0.0,0.85,0.86,1.64,0.78,0.85,0.0,0.0,0.84,0.77,0.77,0.89,0.88,0.83,0.72,0.8,0.0,0.86,0.89,0.8,0.8,0.88,0.0,0.77,0.84,0.88,0.0,0.88,0.81,0.79,0.77,0.74,0.85,0.77,0.73,0.81,0.0,0.75,0.66,0.75,0.78,0.84,1.42,0.76,0.76,0.79,0.72,0.82,0.73,0.81,0.69,0.74,0.0,0.71,0.72,0.73,0.83,0.0,0.74,0.0,0.78,0.75,0.73,0.69,0.74,0.76,0.72,0.57,0.71,0.85,0.68,0.64,0.57,0.67,0.83,0.0,0.0,0.52,0.78,0.79,0.49,0.39,0.0,0.44,0.46,0.0,0.0,0.43,0.42,0.43,0.43,0.46,0.41,0.0,0.41,0.86,0.39,0.42,0.39,0.32,0.46,0.0,0.0,0.0,0.67,0.71,0.8,0.72,0.69,0.78,0.85,0.8,0.8,0.78,0.4,0.42,0.81,0.81,0.81,0.78,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/26/2021,0.0,0.76,0.73,0.0,0.75,0.99,0.95,0.77,0.97,0.79,0.92,0.91,0.87,0.94,0.78,0.0,0.82,0.0,0.9,0.89,0.91,0.78,0.99,0.83,0.78,0.83,0.73,0.89,0.84,0.84,0.88,0.76,0.69,0.78,0.0,0.84,0.85,1.66,0.77,0.85,0.0,0.0,0.83,0.78,0.78,0.89,0.87,0.84,0.72,0.81,0.0,0.85,0.89,0.81,0.8,0.87,0.0,0.77,0.83,0.89,0.0,0.85,0.81,0.78,0.76,0.74,0.84,0.78,0.73,0.79,0.0,0.76,0.67,0.75,0.76,0.83,1.44,0.75,0.78,0.8,0.73,0.8,0.74,0.82,0.69,0.75,0.0,0.71,0.71,0.72,0.84,0.0,0.74,0.0,0.77,0.76,0.72,0.7,0.74,0.75,0.72,0.57,0.71,0.83,0.68,0.64,0.56,0.67,0.83,0.0,0.0,0.53,0.8,0.8,0.48,0.4,0.0,0.43,0.45,0.0,0.0,0.43,0.41,0.43,0.43,0.45,0.41,0.0,0.4,0.87,0.39,0.42,0.38,0.31,0.46,0.0,0.0,0.0,0.66,0.72,0.8,0.73,0.7,0.8,0.84,0.8,0.8,0.78,0.4,0.41,0.81,0.8,0.79,0.78,0.4,0.4,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/27/2021,0.87,0.79,0.74,0.0,0.75,0.99,0.96,0.77,0.97,0.8,0.92,0.91,0.87,0.95,0.78,0.0,0.82,0.0,0.91,0.88,0.9,0.77,1.0,0.83,0.78,0.83,0.73,0.89,0.84,0.84,0.88,0.77,0.7,0.79,0.0,0.85,0.84,1.66,0.76,0.84,0.0,0.0,0.84,0.8,0.79,0.9,0.85,0.83,0.72,0.81,0.0,0.83,0.88,0.8,0.81,0.85,0.0,0.78,0.82,0.88,0.0,0.85,0.82,0.77,0.76,0.75,0.83,0.78,0.73,0.81,0.0,0.77,0.65,0.75,0.75,0.82,1.39,0.74,0.79,0.8,0.74,0.79,0.75,0.82,0.68,0.76,0.0,0.71,0.7,0.78,0.86,0.0,0.75,0.0,0.76,0.77,0.71,0.69,0.73,0.75,0.71,0.58,0.7,0.81,0.69,0.64,0.56,0.67,0.83,0.0,0.0,0.53,0.83,0.8,0.47,0.41,0.0,0.44,0.45,0.0,0.0,0.42,0.4,0.43,0.43,0.44,0.41,0.0,0.39,0.87,0.39,0.42,0.37,0.31,0.46,0.0,0.0,0.0,0.67,0.71,0.79,0.73,0.69,0.84,0.85,0.81,0.79,0.79,0.4,0.41,0.81,0.79,0.78,0.79,0.4,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/30/2021,0.87,0.78,0.73,0.0,0.74,1.0,0.97,0.76,0.98,0.78,0.92,0.92,0.88,0.96,0.78,0.0,0.82,0.0,0.92,0.88,0.9,0.78,1.0,0.84,0.77,0.88,0.72,0.9,0.84,0.83,0.89,0.78,0.7,0.79,0.0,0.85,0.83,1.67,0.74,0.83,0.0,0.0,0.84,0.81,0.8,0.9,0.84,0.83,0.72,0.82,0.0,0.84,0.88,0.81,0.82,0.86,0.0,0.78,0.82,0.88,0.0,0.85,0.82,0.76,0.76,0.75,0.83,0.8,0.74,0.82,0.0,0.77,0.67,0.76,0.74,0.81,1.36,0.74,0.81,0.79,0.74,0.79,0.74,0.83,0.67,0.75,0.0,0.71,0.69,0.76,0.87,0.0,0.75,0.0,0.76,0.78,0.71,0.7,0.72,0.75,0.72,0.6,0.7,0.8,0.61,0.63,0.55,0.66,0.81,0.0,0.0,0.52,0.85,0.8,0.47,0.41,0.0,0.44,0.45,0.0,0.0,0.42,0.41,0.44,0.43,0.44,0.41,0.0,0.4,0.86,0.4,0.41,0.38,0.29,0.46,0.0,0.0,0.0,0.66,0.71,0.8,0.71,0.68,0.9,0.85,0.8,0.79,0.79,0.39,0.41,0.8,0.78,0.78,0.8,0.39,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/31/2021,0.0,0.78,0.73,0.0,0.74,1.0,0.97,0.76,0.98,0.78,0.92,0.92,0.88,0.96,0.78,0.0,0.82,0.0,0.92,0.88,0.9,0.78,1.0,0.84,0.77,0.88,0.72,0.9,0.84,0.83,0.89,0.78,0.7,0.79,0.0,0.85,0.83,1.67,0.74,0.83,0.0,0.0,0.84,0.81,0.8,0.9,0.84,0.83,0.72,0.82,0.0,0.84,0.88,0.81,0.82,0.86,0.0,0.78,0.82,0.88,0.0,0.85,0.82,0.76,0.76,0.75,0.83,0.8,0.74,0.82,0.0,0.77,0.67,0.76,0.74,0.81,1.36,0.74,0.81,0.79,0.74,0.79,0.74,0.83,0.67,0.75,0.0,0.71,0.69,0.76,0.87,0.0,0.75,0.0,0.76,0.78,0.71,0.7,0.72,0.75,0.72,0.6,0.7,0.8,0.61,0.63,0.55,0.66,0.81,0.0,0.0,0.52,0.85,0.8,0.47,0.41,0.0,0.44,0.45,0.0,0.0,0.42,0.41,0.44,0.43,0.44,0.41,0.0,0.4,0.86,0.4,0.41,0.38,0.29,0.46,0.0,0.0,0.0,0.66,0.71,0.8,0.71,0.68,0.9,0.85,0.8,0.79,0.79,0.39,0.41,0.8,0.78,0.78,0.8,0.39,0.4,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/01/2021,0.87,0.82,0.76,0.0,0.76,1.02,0.98,0.77,1.0,0.8,0.93,0.94,0.87,0.97,0.76,0.0,0.82,0.0,0.93,0.87,0.89,0.77,1.0,0.83,0.77,0.88,0.73,0.88,0.84,0.83,0.89,0.79,0.72,0.8,0.0,0.85,0.81,1.68,0.73,0.83,0.0,0.0,0.84,0.83,0.79,0.88,0.83,0.83,0.71,0.82,0.0,0.84,0.88,0.75,0.83,0.85,0.0,0.79,0.81,0.89,0.0,0.85,0.83,0.75,0.75,0.76,0.82,0.8,0.73,0.81,0.0,0.78,0.68,0.77,0.74,0.8,1.33,0.73,0.81,0.78,0.74,0.79,0.75,0.84,0.67,0.76,0.0,0.71,0.69,0.74,0.89,0.0,0.76,0.0,0.75,0.78,0.71,0.7,0.72,0.75,0.72,0.59,0.69,0.8,0.59,0.63,0.55,0.66,0.8,0.0,0.0,0.53,0.85,0.82,0.47,0.42,0.0,0.44,0.45,0.0,0.0,0.42,0.41,0.44,0.43,0.43,0.42,0.0,0.4,0.86,0.39,0.41,0.37,0.3,0.46,0.0,0.0,0.0,0.66,0.69,0.79,0.71,0.68,0.93,0.84,0.81,0.79,0.79,0.39,0.41,0.8,0.78,0.77,0.79,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/02/2021,0.87,0.82,0.76,0.0,0.76,1.02,0.98,0.77,1.0,0.8,0.93,0.94,0.87,0.97,0.76,0.0,0.82,0.0,0.93,0.87,0.89,0.77,1.0,0.83,0.77,0.88,0.73,0.88,0.84,0.83,0.89,0.79,0.72,0.8,0.0,0.85,0.81,1.68,0.73,0.83,0.0,0.0,0.84,0.83,0.79,0.88,0.83,0.83,0.71,0.82,0.0,0.84,0.88,0.75,0.83,0.85,0.0,0.79,0.81,0.89,0.0,0.85,0.83,0.75,0.75,0.76,0.82,0.8,0.73,0.81,0.0,0.78,0.68,0.77,0.74,0.8,1.33,0.73,0.81,0.78,0.74,0.79,0.75,0.84,0.67,0.76,0.0,0.71,0.69,0.74,0.89,0.0,0.76,0.0,0.75,0.78,0.71,0.7,0.72,0.75,0.72,0.59,0.69,0.8,0.59,0.63,0.55,0.66,0.8,0.0,0.0,0.53,0.85,0.82,0.47,0.42,0.0,0.44,0.45,0.0,0.0,0.42,0.41,0.44,0.43,0.43,0.42,0.0,0.4,0.86,0.39,0.41,0.37,0.3,0.46,0.0,0.0,0.0,0.66,0.69,0.79,0.71,0.68,0.93,0.84,0.81,0.79,0.79,0.39,0.41,0.8,0.78,0.77,0.79,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/03/2021,0.0,0.81,0.76,0.0,0.74,0.97,0.95,0.76,0.94,0.79,0.96,0.89,0.88,0.96,0.77,0.0,0.83,0.0,0.91,0.86,0.89,0.78,1.02,0.84,0.77,0.9,0.73,0.88,0.85,0.83,0.9,0.77,0.7,0.79,0.0,0.85,0.82,1.7,0.74,0.83,0.0,0.0,0.84,0.82,0.79,0.89,0.84,0.85,0.71,0.81,0.0,0.84,0.89,0.76,0.81,0.85,0.0,0.76,0.82,0.88,0.0,0.86,0.82,0.76,0.76,0.75,0.83,0.79,0.73,0.82,0.0,0.77,0.67,0.75,0.74,0.8,1.34,0.74,0.81,0.78,0.74,0.79,0.74,0.83,0.68,0.74,0.0,0.71,0.7,0.75,0.89,0.0,0.74,0.0,0.75,0.77,0.7,0.7,0.73,0.75,0.73,0.59,0.7,0.8,0.6,0.64,0.56,0.66,0.8,0.0,0.0,0.53,0.85,0.82,0.48,0.42,0.0,0.44,0.46,0.0,0.0,0.43,0.41,0.45,0.43,0.45,0.42,0.0,0.41,0.85,0.4,0.42,0.38,0.3,0.47,0.0,0.0,0.0,0.66,0.7,0.8,0.7,0.69,0.91,0.85,0.8,0.79,0.8,0.39,0.42,0.8,0.79,0.78,0.8,0.39,0.41,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/06/2021,0.89,0.85,0.76,0.0,0.75,0.95,0.88,0.78,0.91,0.79,0.94,0.87,0.88,0.96,0.74,0.0,0.82,0.0,0.9,0.85,0.91,0.78,1.01,0.84,0.76,0.91,0.72,0.89,0.87,0.83,0.9,0.77,0.71,0.8,0.0,0.86,0.81,1.68,0.76,0.84,0.0,0.0,0.84,0.82,0.77,0.89,0.84,0.88,0.71,0.8,0.0,0.84,0.87,0.74,0.8,0.86,0.0,0.76,0.82,0.89,0.0,0.86,0.81,0.76,0.75,0.75,0.84,0.79,0.74,0.82,0.0,0.75,0.66,0.74,0.74,0.81,1.34,0.74,0.82,0.77,0.73,0.8,0.71,0.84,0.68,0.73,0.0,0.7,0.7,0.74,0.89,0.0,0.74,0.0,0.74,0.77,0.7,0.69,0.75,0.75,0.75,0.61,0.71,0.8,0.6,0.64,0.57,0.67,0.82,0.0,0.0,0.52,0.85,0.8,0.49,0.42,0.0,0.44,0.47,0.0,0.0,0.44,0.41,0.45,0.43,0.47,0.41,0.0,0.42,0.84,0.42,0.45,0.38,0.31,0.48,0.0,0.0,0.0,0.69,0.7,0.74,0.69,0.67,0.92,0.85,0.81,0.8,0.81,0.4,0.43,0.77,0.79,0.79,0.82,0.39,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/07/2021,0.89,0.85,0.76,0.0,0.75,0.95,0.88,0.78,0.91,0.79,0.94,0.87,0.88,0.96,0.74,0.0,0.82,0.0,0.9,0.85,0.91,0.78,1.01,0.84,0.76,0.91,0.72,0.89,0.87,0.83,0.9,0.77,0.71,0.8,0.0,0.86,0.81,1.68,0.76,0.84,0.0,0.0,0.84,0.82,0.77,0.89,0.84,0.88,0.71,0.8,0.0,0.84,0.87,0.74,0.8,0.86,0.0,0.76,0.82,0.89,0.0,0.86,0.81,0.76,0.75,0.75,0.84,0.79,0.74,0.82,0.0,0.75,0.66,0.74,0.74,0.81,1.34,0.74,0.82,0.77,0.73,0.8,0.71,0.84,0.68,0.73,0.0,0.7,0.7,0.74,0.89,0.0,0.74,0.0,0.74,0.77,0.7,0.69,0.75,0.75,0.75,0.61,0.71,0.8,0.6,0.64,0.57,0.67,0.82,0.0,0.0,0.52,0.85,0.8,0.49,0.42,0.0,0.44,0.47,0.0,0.0,0.44,0.41,0.45,0.43,0.47,0.41,0.0,0.42,0.84,0.42,0.45,0.38,0.31,0.48,0.0,0.0,0.0,0.69,0.7,0.74,0.69,0.67,0.92,0.85,0.81,0.8,0.81,0.4,0.43,0.77,0.79,0.79,0.82,0.39,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/08/2021,0.89,0.85,0.76,0.0,0.75,0.95,0.88,0.78,0.91,0.79,0.94,0.87,0.88,0.96,0.74,0.0,0.82,0.0,0.9,0.85,0.91,0.78,1.01,0.84,0.76,0.91,0.72,0.89,0.87,0.83,0.9,0.77,0.71,0.8,0.0,0.86,0.81,1.68,0.76,0.84,0.0,0.0,0.84,0.82,0.77,0.89,0.84,0.88,0.71,0.8,0.0,0.84,0.87,0.74,0.8,0.86,0.0,0.76,0.82,0.89,0.0,0.86,0.81,0.76,0.75,0.75,0.84,0.79,0.74,0.82,0.0,0.75,0.66,0.74,0.74,0.81,1.34,0.74,0.82,0.77,0.73,0.8,0.71,0.84,0.68,0.73,0.0,0.7,0.7,0.74,0.89,0.0,0.74,0.0,0.74,0.77,0.7,0.69,0.75,0.75,0.75,0.61,0.71,0.8,0.6,0.64,0.57,0.67,0.82,0.0,0.0,0.52,0.85,0.8,0.49,0.42,0.0,0.44,0.47,0.0,0.0,0.44,0.41,0.45,0.43,0.47,0.41,0.0,0.42,0.84,0.42,0.45,0.38,0.31,0.48,0.0,0.0,0.0,0.69,0.7,0.74,0.69,0.67,0.92,0.85,0.81,0.8,0.81,0.4,0.43,0.77,0.79,0.79,0.82,0.39,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
