,MSFT,AAPL,AMZN,GOOGL,FB,JPM,BRK.B,UNH,JNJ,V,CMCSA,NVDA,MA,BAC,PG,TSLA,Ssc Government Mm Gvmxx,INTC,DIS,PYPL,VZ,HD,XOM,CSCO,TGT,PFE,T,WMT,ADBE,WFC,CVX,MRK,ACN,TXN,ABT,PEP,TMO,NKE,ORCL,AVGO,KO,MS,LLY,QCOM,UNP,C,COST,GOOG,ABBV,NFLX,LOW,AMAT,DHR,CRM,IBM,AMGN,RTX,HON,CHTR,MCD,EBAY,ANTM,CAT,MDT,SCHW,COF,GS,LRCX,CI,BMY,INTU,CVS,NSC,AXP,DE,UPS,SBUX,A,AMP,PH,LIN,MSCI,TROW,SPGI,NEE,MMM,KR,TT,ADI,PM,MU,DFS,KLAC,BBY,ZTS,IQV,PNC,TFC,BA,WM,SHW,HUM,ITW,GM,PPG,CSX,USB,GILD,FDX,TRV,ROK,ETN,PCAR,MDLZ,APH,COP,MTD,MRVL,ATVI,CMI,AMT,DG,BLK,LH,GLW,IDXX,FITB,AON,ALL,BIIB,CBRE,BK,TJX,LMT,SWKS,PGR,MMC,URI,DUK,MCO,SWK,ADP,GE,RMD,NUE,STX,RSG,JCI,MCHP,APD,EMR,BKNG,PAYX,TMUS,DHI,IP,MO,MCK,CARR,ISRG,ILMN,KSU,SYF,SO,EXC,AMD,MXIM,SYK,PEG,FIS,HIG,MSI,TSCO,ROST,PLD,ORLY,ZBH,AME,ICE,VLO,ALLY,AEP,EW,DGX,TEL,ADM,MPC,CNC,SNPS,GPN,AFL,NEM,INFO,KEYS,FCX,LBRDK,FAST,ALXN,CPRT,F,ANSGR.IS,AZO,DOV,EL,BLL,SIVB,CCI,EFX,n/a,MRNA,GE.,CTSH,LULU,PRU,FTNT,HCA,XLNX,NOW,ADSK,VRSK,AIG,ETR,EOG,RF,FRC,NOC,STT,CB,HLT,APTV,CDNS,MRVL.UW,ODFL,SUM
09/17/2021,3.86,3.55,2.43,1.99,1.46,0.89,0.81,0.82,0.8,0.66,0.68,0.7,0.54,0.56,0.61,0.59,0.0,0.5,0.53,0.49,0.49,0.53,0.4,0.5,0.44,0.5,0.39,0.43,0.43,0.39,0.35,0.35,0.43,0.37,0.4,0.39,0.41,0.38,0.41,0.37,0.36,0.41,0.35,0.34,0.31,0.32,0.37,0.36,0.3,0.35,0.34,0.31,0.36,0.33,0.28,0.26,0.29,0.3,0.31,0.3,0.29,0.26,0.26,0.29,0.27,0.27,0.29,0.24,0.22,0.24,0.28,0.25,0.22,0.23,0.25,0.22,0.25,0.27,0.25,0.22,0.24,0.27,0.25,0.24,0.25,0.21,0.23,0.22,0.38,0.22,0.19,0.22,0.23,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.17,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.2,0.18,0.18,0.21,0.18,0.21,0.2,0.15,0.18,0.2,0.18,0.19,0.2,0.17,0.19,0.18,0.22,0.19,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.19,0.18,0.18,0.15,0.17,0.17,0.2,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.0,0.16,0.16,0.17,0.17,0.19,0.18,0.15,0.16,0.16,0.17,0.18,0.19,0.0,0.16,0.16,0.0,0.17,0.17,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.16,0.16,0.17,0.17,0.16,0.15,0.0,0.0,0.18,0.0,0.15,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.16,0.15,0.0,0.16,0.0,0.18,0.0,0.15,0.16,0.0,0.0,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53
09/20/2021,3.86,3.55,2.43,1.99,1.46,0.89,0.81,0.82,0.8,0.66,0.68,0.7,0.54,0.56,0.61,0.59,0.0,0.5,0.53,0.49,0.49,0.53,0.4,0.5,0.44,0.5,0.39,0.43,0.43,0.39,0.35,0.35,0.43,0.37,0.4,0.39,0.41,0.38,0.41,0.37,0.36,0.41,0.35,0.34,0.31,0.32,0.37,0.36,0.3,0.35,0.34,0.31,0.36,0.33,0.28,0.26,0.29,0.3,0.31,0.3,0.29,0.26,0.26,0.29,0.27,0.27,0.29,0.24,0.22,0.24,0.28,0.25,0.22,0.23,0.25,0.22,0.25,0.27,0.25,0.22,0.24,0.27,0.25,0.24,0.25,0.21,0.23,0.22,0.38,0.22,0.19,0.22,0.23,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.17,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.2,0.18,0.18,0.21,0.18,0.21,0.2,0.15,0.18,0.2,0.18,0.19,0.2,0.17,0.19,0.18,0.22,0.19,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.19,0.18,0.18,0.15,0.17,0.17,0.2,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.0,0.16,0.16,0.17,0.17,0.19,0.18,0.15,0.16,0.16,0.17,0.18,0.19,0.0,0.16,0.16,0.0,0.17,0.17,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.16,0.16,0.17,0.17,0.16,0.15,0.0,0.0,0.18,0.0,0.15,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.16,0.15,0.0,0.16,0.0,0.18,0.0,0.15,0.16,0.0,0.0,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53
09/21/2021,3.86,3.55,2.43,1.99,1.46,0.89,0.81,0.82,0.8,0.66,0.68,0.7,0.54,0.56,0.61,0.59,0.0,0.5,0.53,0.49,0.49,0.53,0.4,0.5,0.44,0.5,0.39,0.43,0.43,0.39,0.35,0.35,0.43,0.37,0.4,0.39,0.41,0.38,0.41,0.37,0.36,0.41,0.35,0.34,0.31,0.32,0.37,0.36,0.3,0.35,0.34,0.31,0.36,0.33,0.28,0.26,0.29,0.3,0.31,0.3,0.29,0.26,0.26,0.29,0.27,0.27,0.29,0.24,0.22,0.24,0.28,0.25,0.22,0.23,0.25,0.22,0.25,0.27,0.25,0.22,0.24,0.27,0.25,0.24,0.25,0.21,0.23,0.22,0.38,0.22,0.19,0.22,0.23,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.17,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.2,0.18,0.18,0.21,0.18,0.21,0.2,0.15,0.18,0.2,0.18,0.19,0.2,0.17,0.19,0.18,0.22,0.19,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.19,0.18,0.18,0.15,0.17,0.17,0.2,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.0,0.16,0.16,0.17,0.17,0.19,0.18,0.15,0.16,0.16,0.17,0.18,0.19,0.0,0.16,0.16,0.0,0.17,0.17,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.16,0.16,0.17,0.17,0.16,0.15,0.0,0.0,0.18,0.0,0.15,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.16,0.15,0.0,0.16,0.0,0.18,0.0,0.15,0.16,0.0,0.0,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53
09/22/2021,3.86,3.55,2.43,1.99,1.46,0.89,0.81,0.82,0.8,0.66,0.68,0.7,0.54,0.56,0.61,0.59,0.0,0.5,0.53,0.49,0.49,0.53,0.4,0.5,0.44,0.5,0.39,0.43,0.43,0.39,0.35,0.35,0.43,0.37,0.4,0.39,0.41,0.38,0.41,0.37,0.36,0.41,0.35,0.34,0.31,0.32,0.37,0.36,0.3,0.35,0.34,0.31,0.36,0.33,0.28,0.26,0.29,0.3,0.31,0.3,0.29,0.26,0.26,0.29,0.27,0.27,0.29,0.24,0.22,0.24,0.28,0.25,0.22,0.23,0.25,0.22,0.25,0.27,0.25,0.22,0.24,0.27,0.25,0.24,0.25,0.21,0.23,0.22,0.38,0.22,0.19,0.22,0.23,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.17,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.2,0.18,0.18,0.21,0.18,0.21,0.2,0.15,0.18,0.2,0.18,0.19,0.2,0.17,0.19,0.18,0.22,0.19,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.19,0.18,0.18,0.15,0.17,0.17,0.2,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.0,0.16,0.16,0.17,0.17,0.19,0.18,0.15,0.16,0.16,0.17,0.18,0.19,0.0,0.16,0.16,0.0,0.17,0.17,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.16,0.16,0.17,0.17,0.16,0.15,0.0,0.0,0.18,0.0,0.15,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.16,0.15,0.0,0.16,0.0,0.18,0.0,0.15,0.16,0.0,0.0,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53
09/23/2021,3.86,3.55,2.43,1.99,1.46,0.89,0.81,0.82,0.8,0.66,0.68,0.7,0.54,0.56,0.61,0.59,0.0,0.5,0.53,0.49,0.49,0.53,0.4,0.5,0.44,0.5,0.39,0.43,0.43,0.39,0.35,0.35,0.43,0.37,0.4,0.39,0.41,0.38,0.41,0.37,0.36,0.41,0.35,0.34,0.31,0.32,0.37,0.36,0.3,0.35,0.34,0.31,0.36,0.33,0.28,0.26,0.29,0.3,0.31,0.3,0.29,0.26,0.26,0.29,0.27,0.27,0.29,0.24,0.22,0.24,0.28,0.25,0.22,0.23,0.25,0.22,0.25,0.27,0.25,0.22,0.24,0.27,0.25,0.24,0.25,0.21,0.23,0.22,0.38,0.22,0.19,0.22,0.23,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.17,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.2,0.18,0.18,0.21,0.18,0.21,0.2,0.15,0.18,0.2,0.18,0.19,0.2,0.17,0.19,0.18,0.22,0.19,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.19,0.18,0.18,0.15,0.17,0.17,0.2,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.0,0.16,0.16,0.17,0.17,0.19,0.18,0.15,0.16,0.16,0.17,0.18,0.19,0.0,0.16,0.16,0.0,0.17,0.17,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.16,0.16,0.17,0.17,0.16,0.15,0.0,0.0,0.18,0.0,0.15,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.16,0.15,0.0,0.16,0.0,0.18,0.0,0.15,0.16,0.0,0.0,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53
09/24/2021,3.86,3.55,2.43,1.99,1.46,0.89,0.81,0.82,0.8,0.66,0.68,0.7,0.54,0.56,0.61,0.59,0.0,0.5,0.53,0.49,0.49,0.53,0.4,0.5,0.44,0.5,0.39,0.43,0.43,0.39,0.35,0.35,0.43,0.37,0.4,0.39,0.41,0.38,0.41,0.37,0.36,0.41,0.35,0.34,0.31,0.32,0.37,0.36,0.3,0.35,0.34,0.31,0.36,0.33,0.28,0.26,0.29,0.3,0.31,0.3,0.29,0.26,0.26,0.29,0.27,0.27,0.29,0.24,0.22,0.24,0.28,0.25,0.22,0.23,0.25,0.22,0.25,0.27,0.25,0.22,0.24,0.27,0.25,0.24,0.25,0.21,0.23,0.22,0.38,0.22,0.19,0.22,0.23,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.17,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.2,0.18,0.18,0.21,0.18,0.21,0.2,0.15,0.18,0.2,0.18,0.19,0.2,0.17,0.19,0.18,0.22,0.19,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.19,0.18,0.18,0.15,0.17,0.17,0.2,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.0,0.16,0.16,0.17,0.17,0.19,0.18,0.15,0.16,0.16,0.17,0.18,0.19,0.0,0.16,0.16,0.0,0.17,0.17,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.16,0.16,0.17,0.17,0.16,0.15,0.0,0.0,0.18,0.0,0.15,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.16,0.15,0.0,0.16,0.0,0.18,0.0,0.15,0.16,0.0,0.0,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53
09/27/2021,3.86,3.55,2.43,1.99,1.46,0.89,0.81,0.82,0.8,0.66,0.68,0.7,0.54,0.56,0.61,0.59,0.0,0.5,0.53,0.49,0.49,0.53,0.4,0.5,0.44,0.5,0.39,0.43,0.43,0.39,0.35,0.35,0.43,0.37,0.4,0.39,0.41,0.38,0.41,0.37,0.36,0.41,0.35,0.34,0.31,0.32,0.37,0.36,0.3,0.35,0.34,0.31,0.36,0.33,0.28,0.26,0.29,0.3,0.31,0.3,0.29,0.26,0.26,0.29,0.27,0.27,0.29,0.24,0.22,0.24,0.28,0.25,0.22,0.23,0.25,0.22,0.25,0.27,0.25,0.22,0.24,0.27,0.25,0.24,0.25,0.21,0.23,0.22,0.38,0.22,0.19,0.22,0.23,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.17,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.2,0.18,0.18,0.21,0.18,0.21,0.2,0.15,0.18,0.2,0.18,0.19,0.2,0.17,0.19,0.18,0.22,0.19,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.19,0.18,0.18,0.15,0.17,0.17,0.2,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.0,0.16,0.16,0.17,0.17,0.19,0.18,0.15,0.16,0.16,0.17,0.18,0.19,0.0,0.16,0.16,0.0,0.17,0.17,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.16,0.16,0.17,0.17,0.16,0.15,0.0,0.0,0.18,0.0,0.15,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.16,0.15,0.0,0.16,0.0,0.18,0.0,0.15,0.16,0.0,0.0,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53
09/28/2021,3.86,3.55,2.43,1.99,1.46,0.89,0.81,0.82,0.8,0.66,0.68,0.7,0.54,0.56,0.61,0.59,0.0,0.5,0.53,0.49,0.49,0.53,0.4,0.5,0.44,0.5,0.39,0.43,0.43,0.39,0.35,0.35,0.43,0.37,0.4,0.39,0.41,0.38,0.41,0.37,0.36,0.41,0.35,0.34,0.31,0.32,0.37,0.36,0.3,0.35,0.34,0.31,0.36,0.33,0.28,0.26,0.29,0.3,0.31,0.3,0.29,0.26,0.26,0.29,0.27,0.27,0.29,0.24,0.22,0.24,0.28,0.25,0.22,0.23,0.25,0.22,0.25,0.27,0.25,0.22,0.24,0.27,0.25,0.24,0.25,0.21,0.23,0.22,0.38,0.22,0.19,0.22,0.23,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.17,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.2,0.18,0.18,0.21,0.18,0.21,0.2,0.15,0.18,0.2,0.18,0.19,0.2,0.17,0.19,0.18,0.22,0.19,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.19,0.18,0.18,0.15,0.17,0.17,0.2,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.0,0.16,0.16,0.17,0.17,0.19,0.18,0.15,0.16,0.16,0.17,0.18,0.19,0.0,0.16,0.16,0.0,0.17,0.17,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.16,0.16,0.17,0.17,0.16,0.15,0.0,0.0,0.18,0.0,0.15,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.16,0.15,0.0,0.16,0.0,0.18,0.0,0.15,0.16,0.0,0.0,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53
09/29/2021,3.86,3.55,2.43,1.99,1.46,0.89,0.81,0.82,0.8,0.66,0.68,0.7,0.54,0.56,0.61,0.59,0.0,0.5,0.53,0.49,0.49,0.53,0.4,0.5,0.44,0.5,0.39,0.43,0.43,0.39,0.35,0.35,0.43,0.37,0.4,0.39,0.41,0.38,0.41,0.37,0.36,0.41,0.35,0.34,0.31,0.32,0.37,0.36,0.3,0.35,0.34,0.31,0.36,0.33,0.28,0.26,0.29,0.3,0.31,0.3,0.29,0.26,0.26,0.29,0.27,0.27,0.29,0.24,0.22,0.24,0.28,0.25,0.22,0.23,0.25,0.22,0.25,0.27,0.25,0.22,0.24,0.27,0.25,0.24,0.25,0.21,0.23,0.22,0.38,0.22,0.19,0.22,0.23,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.17,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.2,0.18,0.18,0.21,0.18,0.21,0.2,0.15,0.18,0.2,0.18,0.19,0.2,0.17,0.19,0.18,0.22,0.19,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.19,0.18,0.18,0.15,0.17,0.17,0.2,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.0,0.16,0.16,0.17,0.17,0.19,0.18,0.15,0.16,0.16,0.17,0.18,0.19,0.0,0.16,0.16,0.0,0.17,0.17,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.16,0.16,0.17,0.17,0.16,0.15,0.0,0.0,0.18,0.0,0.15,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.16,0.15,0.0,0.16,0.0,0.18,0.0,0.15,0.16,0.0,0.0,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53
09/30/2021,3.86,3.55,2.43,1.99,1.46,0.89,0.81,0.82,0.8,0.66,0.68,0.7,0.54,0.56,0.61,0.59,0.0,0.5,0.53,0.49,0.49,0.53,0.4,0.5,0.44,0.5,0.39,0.43,0.43,0.39,0.35,0.35,0.43,0.37,0.4,0.39,0.41,0.38,0.41,0.37,0.36,0.41,0.35,0.34,0.31,0.32,0.37,0.36,0.3,0.35,0.34,0.31,0.36,0.33,0.28,0.26,0.29,0.3,0.31,0.3,0.29,0.26,0.26,0.29,0.27,0.27,0.29,0.24,0.22,0.24,0.28,0.25,0.22,0.23,0.25,0.22,0.25,0.27,0.25,0.22,0.24,0.27,0.25,0.24,0.25,0.21,0.23,0.22,0.38,0.22,0.19,0.22,0.23,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.17,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.2,0.18,0.18,0.21,0.18,0.21,0.2,0.15,0.18,0.2,0.18,0.19,0.2,0.17,0.19,0.18,0.22,0.19,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.19,0.18,0.18,0.15,0.17,0.17,0.2,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.0,0.16,0.16,0.17,0.17,0.19,0.18,0.15,0.16,0.16,0.17,0.18,0.19,0.0,0.16,0.16,0.0,0.17,0.17,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.16,0.16,0.17,0.17,0.16,0.15,0.0,0.0,0.18,0.0,0.15,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.16,0.15,0.0,0.16,0.0,0.18,0.0,0.15,0.16,0.0,0.0,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53
10/01/2021,3.86,3.55,2.43,1.99,1.46,0.89,0.81,0.82,0.8,0.66,0.68,0.7,0.54,0.56,0.61,0.59,0.0,0.5,0.53,0.49,0.49,0.53,0.4,0.5,0.44,0.5,0.39,0.43,0.43,0.39,0.35,0.35,0.43,0.37,0.4,0.39,0.41,0.38,0.41,0.37,0.36,0.41,0.35,0.34,0.31,0.32,0.37,0.36,0.3,0.35,0.34,0.31,0.36,0.33,0.28,0.26,0.29,0.3,0.31,0.3,0.29,0.26,0.26,0.29,0.27,0.27,0.29,0.24,0.22,0.24,0.28,0.25,0.22,0.23,0.25,0.22,0.25,0.27,0.25,0.22,0.24,0.27,0.25,0.24,0.25,0.21,0.23,0.22,0.38,0.22,0.19,0.22,0.23,0.2,0.23,0.22,0.2,0.2,0.18,0.22,0.22,0.18,0.19,0.17,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.2,0.18,0.18,0.21,0.18,0.21,0.2,0.15,0.18,0.2,0.18,0.19,0.2,0.17,0.19,0.18,0.22,0.19,0.16,0.2,0.18,0.18,0.16,0.17,0.17,0.2,0.19,0.18,0.18,0.15,0.17,0.17,0.2,0.19,0.16,0.19,0.18,0.17,0.15,0.17,0.17,0.17,0.0,0.16,0.16,0.17,0.17,0.19,0.18,0.15,0.16,0.16,0.17,0.18,0.19,0.0,0.16,0.16,0.0,0.17,0.17,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.16,0.16,0.17,0.17,0.16,0.15,0.0,0.0,0.18,0.0,0.15,0.0,0.16,0.17,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.16,0.15,0.16,0.15,0.0,0.16,0.0,0.18,0.0,0.15,0.16,0.0,0.0,0.15,0.15,0.16,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53
10/04/2021,3.75,3.51,2.37,1.91,1.4,0.85,0.82,0.83,0.84,0.73,0.68,0.62,0.61,0.53,0.61,0.56,0.0,0.49,0.51,0.48,0.51,0.53,0.43,0.48,0.48,0.48,0.41,0.43,0.42,0.39,0.37,0.38,0.4,0.37,0.39,0.4,0.4,0.41,0.4,0.36,0.37,0.38,0.36,0.36,0.34,0.31,0.36,0.35,0.33,0.31,0.32,0.31,0.34,0.32,0.29,0.3,0.3,0.32,0.3,0.3,0.28,0.28,0.26,0.29,0.25,0.28,0.27,0.26,0.25,0.26,0.27,0.25,0.24,0.25,0.25,0.22,0.25,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.23,0.23,0.22,0.24,0.21,0.22,0.2,0.22,0.23,0.21,0.23,0.21,0.2,0.2,0.19,0.21,0.21,0.19,0.2,0.19,0.19,0.2,0.19,0.2,0.18,0.19,0.21,0.21,0.18,0.19,0.2,0.18,0.2,0.19,0.16,0.18,0.19,0.2,0.18,0.2,0.19,0.2,0.17,0.2,0.18,0.17,0.2,0.18,0.18,0.17,0.18,0.17,0.19,0.18,0.18,0.18,0.17,0.18,0.17,0.19,0.19,0.17,0.18,0.18,0.16,0.17,0.18,0.16,0.18,0.16,0.17,0.16,0.17,0.17,0.19,0.18,0.17,0.15,0.16,0.17,0.17,0.19,0.15,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.15,0.16,0.16,0.0,0.16,0.16,0.17,0.16,0.17,0.0,0.0,0.0,0.16,0.15,0.15,0.0,0.15,0.16,0.15,0.0,0.15,0.0,0.16,0.0,0.0,0.15,0.16,0.15,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.15,0.15,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.17999999999999
10/05/2021,3.75,3.51,2.37,1.91,1.4,0.85,0.82,0.83,0.84,0.73,0.68,0.62,0.61,0.53,0.61,0.56,0.0,0.49,0.51,0.48,0.51,0.53,0.43,0.48,0.48,0.48,0.41,0.43,0.42,0.39,0.37,0.38,0.4,0.37,0.39,0.4,0.4,0.41,0.4,0.36,0.37,0.38,0.36,0.36,0.34,0.31,0.36,0.35,0.33,0.31,0.32,0.31,0.34,0.32,0.29,0.3,0.3,0.32,0.3,0.3,0.28,0.28,0.26,0.29,0.25,0.28,0.27,0.26,0.25,0.26,0.27,0.25,0.24,0.25,0.25,0.22,0.25,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.23,0.23,0.22,0.24,0.21,0.22,0.2,0.22,0.23,0.21,0.23,0.21,0.2,0.2,0.19,0.21,0.21,0.19,0.2,0.19,0.19,0.2,0.19,0.2,0.18,0.19,0.21,0.21,0.18,0.19,0.2,0.18,0.2,0.19,0.16,0.18,0.19,0.2,0.18,0.2,0.19,0.2,0.17,0.2,0.18,0.17,0.2,0.18,0.18,0.17,0.18,0.17,0.19,0.18,0.18,0.18,0.17,0.18,0.17,0.19,0.19,0.17,0.18,0.18,0.16,0.17,0.18,0.16,0.18,0.16,0.17,0.16,0.17,0.17,0.19,0.18,0.17,0.15,0.16,0.17,0.17,0.19,0.15,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.15,0.16,0.16,0.0,0.16,0.16,0.17,0.16,0.17,0.0,0.0,0.0,0.16,0.15,0.15,0.0,0.15,0.16,0.15,0.0,0.15,0.0,0.16,0.0,0.0,0.15,0.16,0.15,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.15,0.15,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.17999999999999
