,GNW,MCY,ANAT,AR,AEL,INT,BTU,FHI,FYBR,UMPQ,UFS,APAM,RILY,CWH,VGR,MDP,IDA,HE,RDN,AJRD,VIRT,FBC,TGNA,ASB,APR,TMHC,COWN,CMC,ABM,QDEL,NSIT,HI,PSN,SANM,HCSG,GTN,SYKE,BCC,VSH,NUS,RUSHA,CRUS,SWBI,TPH,TNET,WTM,GVA,NWLI,HBT,SSTK,AMCX,CNNE,EVC,KTB,MLHR,HNI,CNO,AAWW,XPER,TEX,KELYA,CSGS,HTH,STC,SWM,VCTR,SAFT,WWW,PBH,TTMI,INVA,BSIG,STMP,REGI,MD,ICUI,EBS,MODV,TG,NHC,GBX,NTCT,GIII,MLI,ARCB,MEI,FIX,PRGS,APOG,PRIM,VRNT,LRN,PLXS,BHE,VHI,MTX,HZO,NUVA,LZB,SCSC,CEIX,CCAP,OPY,SCVL,DY,MMSI,EXLS,TBIO,ZUMZ,KFRC,STFC,YELP,MYGN,IDCC,DGICA,BRY,TBI,GLT,MYRG,BRBR,HBNC,SUPN,NMIH,PFC,EBF,CCS,SXC,AAN,FLGT,DSSI,DNOW,USNA,DHIL,CONN,HLX,MBIN,PAHC,CLW,ETH,CORT,JOAN,BPMC,GBL,ITIC,SPWH,FOSL,RGP,NEOG,CUBI,ASTE,TITN,WSBF,DFIN,HSTM,VIVO,USPH,QLYS,LMNX,CVEO,MOD,MSGN,MBWM,CVLT,HMHC,NVEC,PETS,KE,TVTY,FISI,VNDA,NX,NXGN,IBCP,INSW,EGRX,NTGR,PCRX,TIPT,AVIR,IRWD,HCKT,MLR,BVS,LMAT,CCNE,COLL,BGFV,RCUS,HAYN,MLAB,POWL,PFIS,ACNB,HSKA,SPFI,ATRI,ONEW,SCPL,NR,SAGE,ANGO,HIFS,AMPH,TRUE,NET CURRENT ASSETS USD,INGN,DGII,APEI,DTRXX,GPX,CIVB,FMNB,SMBC,Dreyfus Treasury Obligations Csh Mgt Ins,HMTV,PKBK,OSUR,NTUS,ATEN,SLYV,CPSI,OFIX,ETD,n/a,CHRS,LEU,XRX,HRB,TEN,DDS,CADE,GSKY,PFSI,ABCB,AXL,PDCE,MATX,VRS,WSFS,ATKR,ATGE,BZH,CNMD,HVT,RRR,RYAM,GDOT,HAFC,CATO,CPK,UVSP,THRY,MOV,TMST,HSII,ASIX,HMST,CTS,BBSI,STRL,XOG,IIIN,FORR,IEA,AVD,EXTR,IDT,MCBC,ANIP,MPB,VRA,CPRX,INBK,MLKN,ARAY,NATR,SIGA,AVID,UTMD,SUM
08/09/2021,0.7,0.66,0.81,0.66,0.72,0.77,0.89,0.61,0.71,0.65,0.61,0.61,0.54,0.68,0.62,0.65,0.67,0.63,0.6,0.58,0.55,0.66,0.56,0.56,0.61,0.56,0.52,0.56,0.57,0.62,0.53,0.54,0.43,0.51,0.42,0.49,0.51,0.47,0.5,0.49,0.53,0.47,0.41,0.54,0.59,0.47,0.46,0.43,0.44,0.5,0.35,0.44,0.43,0.46,0.43,0.42,0.45,0.48,0.45,0.49,0.45,0.45,0.41,0.48,0.45,0.44,0.45,0.46,0.48,0.43,0.49,0.47,0.71,0.43,0.43,0.4,0.41,0.45,0.4,0.46,0.44,0.41,0.39,0.42,0.47,0.4,0.41,0.4,0.41,0.39,0.4,0.39,0.4,0.38,0.37,0.41,0.44,0.36,0.37,0.4,0.47,0.39,0.34,0.37,0.38,0.41,0.42,0.5,0.32,0.38,1.11,0.35,0.44,0.37,0.4,0.29,0.36,0.41,0.41,0.37,0.37,0.32,0.36,0.37,0.34,0.39,0.36,0.32,0.47,0.0,0.31,0.34,0.39,0.32,0.0,0.32,0.29,0.37,0.31,0.34,0.37,0.37,0.35,0.36,0.35,0.31,0.35,0.33,0.34,0.33,0.31,0.35,0.36,0.36,0.33,0.34,0.35,0.0,0.38,0.0,0.0,0.35,0.33,0.42,0.33,0.3,0.34,0.0,0.34,0.0,0.32,0.31,0.31,0.57,0.33,0.29,0.33,0.35,0.38,0.33,0.3,0.29,0.0,0.29,0.31,0.32,0.0,0.34,0.31,0.32,0.0,0.31,0.29,0.33,0.29,0.31,0.31,0.0,0.0,0.0,0.3,0.29,0.29,0.0,0.0,0.0,0.29,0.29,0.0,0.34,0.29,0.28,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.95,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.25999999999999
08/10/2021,0.7,0.66,0.81,0.66,0.72,0.77,0.89,0.61,0.71,0.65,0.61,0.61,0.54,0.68,0.62,0.65,0.67,0.63,0.6,0.58,0.55,0.66,0.56,0.56,0.61,0.56,0.52,0.56,0.57,0.62,0.53,0.54,0.43,0.51,0.42,0.49,0.51,0.47,0.5,0.49,0.53,0.47,0.41,0.54,0.59,0.47,0.46,0.43,0.44,0.5,0.35,0.44,0.43,0.46,0.43,0.42,0.45,0.48,0.45,0.49,0.45,0.45,0.41,0.48,0.45,0.44,0.45,0.46,0.48,0.43,0.49,0.47,0.71,0.43,0.43,0.4,0.41,0.45,0.4,0.46,0.44,0.41,0.39,0.42,0.47,0.4,0.41,0.4,0.41,0.39,0.4,0.39,0.4,0.38,0.37,0.41,0.44,0.36,0.37,0.4,0.47,0.39,0.34,0.37,0.38,0.41,0.42,0.5,0.32,0.38,1.11,0.35,0.44,0.37,0.4,0.29,0.36,0.41,0.41,0.37,0.37,0.32,0.36,0.37,0.34,0.39,0.36,0.32,0.47,0.0,0.31,0.34,0.39,0.32,0.0,0.32,0.29,0.37,0.31,0.34,0.37,0.37,0.35,0.36,0.35,0.31,0.35,0.33,0.34,0.33,0.31,0.35,0.36,0.36,0.33,0.34,0.35,0.0,0.38,0.0,0.0,0.35,0.33,0.42,0.33,0.3,0.34,0.0,0.34,0.0,0.32,0.31,0.31,0.57,0.33,0.29,0.33,0.35,0.38,0.33,0.3,0.29,0.0,0.29,0.31,0.32,0.0,0.34,0.31,0.32,0.0,0.31,0.29,0.33,0.29,0.31,0.31,0.0,0.0,0.0,0.3,0.29,0.29,0.0,0.0,0.0,0.29,0.29,0.0,0.34,0.29,0.28,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.95,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.25999999999999
08/11/2021,0.7,0.66,0.81,0.66,0.72,0.77,0.89,0.61,0.71,0.65,0.61,0.61,0.54,0.68,0.62,0.65,0.67,0.63,0.6,0.58,0.55,0.66,0.56,0.56,0.61,0.56,0.52,0.56,0.57,0.62,0.53,0.54,0.43,0.51,0.42,0.49,0.51,0.47,0.5,0.49,0.53,0.47,0.41,0.54,0.59,0.47,0.46,0.43,0.44,0.5,0.35,0.44,0.43,0.46,0.43,0.42,0.45,0.48,0.45,0.49,0.45,0.45,0.41,0.48,0.45,0.44,0.45,0.46,0.48,0.43,0.49,0.47,0.71,0.43,0.43,0.4,0.41,0.45,0.4,0.46,0.44,0.41,0.39,0.42,0.47,0.4,0.41,0.4,0.41,0.39,0.4,0.39,0.4,0.38,0.37,0.41,0.44,0.36,0.37,0.4,0.47,0.39,0.34,0.37,0.38,0.41,0.42,0.5,0.32,0.38,1.11,0.35,0.44,0.37,0.4,0.29,0.36,0.41,0.41,0.37,0.37,0.32,0.36,0.37,0.34,0.39,0.36,0.32,0.47,0.0,0.31,0.34,0.39,0.32,0.0,0.32,0.29,0.37,0.31,0.34,0.37,0.37,0.35,0.36,0.35,0.31,0.35,0.33,0.34,0.33,0.31,0.35,0.36,0.36,0.33,0.34,0.35,0.0,0.38,0.0,0.0,0.35,0.33,0.42,0.33,0.3,0.34,0.0,0.34,0.0,0.32,0.31,0.31,0.57,0.33,0.29,0.33,0.35,0.38,0.33,0.3,0.29,0.0,0.29,0.31,0.32,0.0,0.34,0.31,0.32,0.0,0.31,0.29,0.33,0.29,0.31,0.31,0.0,0.0,0.0,0.3,0.29,0.29,0.0,0.0,0.0,0.29,0.29,0.0,0.34,0.29,0.28,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.95,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.25999999999999
08/12/2021,0.73,0.67,0.89,0.66,0.76,0.76,0.88,0.62,0.68,0.67,0.61,0.62,0.55,0.63,0.61,0.62,0.66,0.63,0.61,0.57,0.56,0.66,0.55,0.57,0.62,0.55,0.52,0.58,0.57,0.56,0.51,0.52,0.45,0.51,0.43,0.47,0.51,0.47,0.5,0.48,0.52,0.46,0.4,0.53,0.59,0.48,0.46,0.5,0.45,0.5,0.38,0.45,0.48,0.45,0.42,0.42,0.45,0.49,0.45,0.49,0.44,0.45,0.42,0.48,0.44,0.46,0.46,0.47,0.49,0.43,0.48,0.48,0.7,0.4,0.47,0.4,0.41,0.44,0.41,0.46,0.44,0.4,0.37,0.42,0.47,0.4,0.41,0.4,0.41,0.37,0.4,0.39,0.4,0.39,0.35,0.42,0.42,0.35,0.36,0.4,0.49,0.39,0.36,0.38,0.38,0.41,0.43,0.5,0.32,0.37,1.11,0.37,0.41,0.39,0.4,0.29,0.36,0.42,0.41,0.33,0.38,0.31,0.37,0.38,0.34,0.38,0.37,0.3,0.46,0.0,0.3,0.34,0.39,0.33,0.0,0.32,0.29,0.39,0.31,0.34,0.35,0.39,0.36,0.36,0.34,0.31,0.35,0.32,0.34,0.33,0.31,0.35,0.35,0.37,0.31,0.32,0.34,0.0,0.39,0.29,0.0,0.35,0.32,0.41,0.33,0.3,0.33,0.0,0.35,0.0,0.32,0.31,0.31,0.54,0.34,0.28,0.32,0.34,0.43,0.32,0.3,0.3,0.0,0.29,0.32,0.0,0.0,0.31,0.31,0.31,0.0,0.32,0.29,0.33,0.3,0.31,0.29,0.3,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.3,0.29,0.0,0.34,0.29,0.29,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.96,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.24
08/13/2021,0.73,0.66,0.9,0.68,0.76,0.77,0.96,0.63,0.68,0.67,0.61,0.62,0.54,0.63,0.62,0.62,0.66,0.62,0.61,0.57,0.54,0.66,0.55,0.58,0.6,0.55,0.52,0.6,0.57,0.55,0.5,0.53,0.46,0.5,0.43,0.48,0.51,0.48,0.5,0.47,0.53,0.46,0.39,0.53,0.6,0.47,0.47,0.49,0.45,0.5,0.38,0.44,0.51,0.46,0.43,0.42,0.46,0.48,0.44,0.5,0.46,0.45,0.42,0.48,0.44,0.46,0.46,0.49,0.5,0.42,0.48,0.47,0.7,0.4,0.47,0.39,0.4,0.44,0.42,0.45,0.45,0.4,0.39,0.43,0.47,0.4,0.41,0.39,0.42,0.37,0.39,0.39,0.39,0.38,0.36,0.42,0.43,0.34,0.38,0.41,0.51,0.39,0.36,0.4,0.38,0.4,0.43,0.5,0.33,0.37,1.1,0.37,0.4,0.38,0.39,0.3,0.36,0.42,0.41,0.35,0.38,0.3,0.37,0.39,0.34,0.39,0.38,0.31,0.4,0.0,0.3,0.33,0.38,0.34,0.0,0.33,0.28,0.4,0.33,0.33,0.36,0.38,0.36,0.37,0.34,0.32,0.34,0.31,0.34,0.34,0.32,0.36,0.34,0.36,0.31,0.31,0.36,0.0,0.38,0.29,0.0,0.36,0.32,0.41,0.32,0.3,0.34,0.0,0.35,0.0,0.32,0.3,0.31,0.58,0.34,0.29,0.3,0.35,0.44,0.33,0.29,0.3,0.0,0.29,0.33,0.0,0.28,0.31,0.33,0.31,0.0,0.32,0.29,0.33,0.3,0.31,0.3,0.29,0.0,0.0,0.29,0.29,0.28,0.0,0.0,0.0,0.29,0.0,0.0,0.34,0.29,0.29,0.0,0.0,0.0,0.28,0.0,0.0,0.29,0.96,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.5
08/16/2021,0.72,0.66,0.9,0.66,0.75,0.77,1.03,0.63,0.68,0.68,0.6,0.62,0.54,0.62,0.61,0.65,0.65,0.62,0.64,0.54,0.55,0.68,0.54,0.58,0.66,0.57,0.51,0.62,0.57,0.53,0.5,0.52,0.46,0.5,0.43,0.47,0.5,0.49,0.5,0.46,0.53,0.46,0.39,0.54,0.6,0.47,0.49,0.5,0.45,0.49,0.37,0.45,0.51,0.46,0.43,0.42,0.46,0.49,0.43,0.52,0.45,0.45,0.42,0.48,0.44,0.46,0.46,0.49,0.5,0.42,0.5,0.47,0.69,0.38,0.47,0.38,0.41,0.44,0.41,0.45,0.45,0.39,0.39,0.43,0.49,0.41,0.41,0.39,0.42,0.37,0.39,0.42,0.39,0.37,0.39,0.42,0.43,0.34,0.39,0.42,0.5,0.39,0.35,0.4,0.39,0.4,0.43,0.49,0.33,0.37,1.09,0.36,0.4,0.39,0.4,0.3,0.36,0.41,0.41,0.35,0.38,0.3,0.37,0.39,0.34,0.39,0.37,0.33,0.41,0.0,0.29,0.33,0.38,0.34,0.0,0.32,0.29,0.4,0.34,0.32,0.36,0.38,0.35,0.37,0.34,0.35,0.36,0.31,0.34,0.35,0.32,0.35,0.33,0.36,0.3,0.31,0.36,0.0,0.38,0.29,0.0,0.35,0.32,0.41,0.31,0.29,0.34,0.0,0.35,0.0,0.33,0.3,0.31,0.56,0.34,0.29,0.3,0.35,0.41,0.33,0.31,0.3,0.28,0.28,0.32,0.0,0.0,0.3,0.33,0.3,0.0,0.31,0.29,0.33,0.3,0.3,0.3,0.31,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.34,0.29,0.29,0.28,0.0,0.0,0.29,0.0,0.0,0.29,0.96,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.62
08/17/2021,0.72,0.66,0.9,0.66,0.75,0.77,1.03,0.63,0.68,0.68,0.6,0.62,0.54,0.62,0.61,0.65,0.65,0.62,0.64,0.54,0.55,0.68,0.54,0.58,0.66,0.57,0.51,0.62,0.57,0.53,0.5,0.52,0.46,0.5,0.43,0.47,0.5,0.49,0.5,0.46,0.53,0.46,0.39,0.54,0.6,0.47,0.49,0.5,0.45,0.49,0.37,0.45,0.51,0.46,0.43,0.42,0.46,0.49,0.43,0.52,0.45,0.45,0.42,0.48,0.44,0.46,0.46,0.49,0.5,0.42,0.5,0.47,0.69,0.38,0.47,0.38,0.41,0.44,0.41,0.45,0.45,0.39,0.39,0.43,0.49,0.41,0.41,0.39,0.42,0.37,0.39,0.42,0.39,0.37,0.39,0.42,0.43,0.34,0.39,0.42,0.5,0.39,0.35,0.4,0.39,0.4,0.43,0.49,0.33,0.37,1.09,0.36,0.4,0.39,0.4,0.3,0.36,0.41,0.41,0.35,0.38,0.3,0.37,0.39,0.34,0.39,0.37,0.33,0.41,0.0,0.29,0.33,0.38,0.34,0.0,0.32,0.29,0.4,0.34,0.32,0.36,0.38,0.35,0.37,0.34,0.35,0.36,0.31,0.34,0.35,0.32,0.35,0.33,0.36,0.3,0.31,0.36,0.0,0.38,0.29,0.0,0.35,0.32,0.41,0.31,0.29,0.34,0.0,0.35,0.0,0.33,0.3,0.31,0.56,0.34,0.29,0.3,0.35,0.41,0.33,0.31,0.3,0.28,0.28,0.32,0.0,0.0,0.3,0.33,0.3,0.0,0.31,0.29,0.33,0.3,0.3,0.3,0.31,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.34,0.29,0.29,0.28,0.0,0.0,0.29,0.0,0.0,0.29,0.96,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.62
08/18/2021,0.73,0.65,0.9,0.62,0.75,0.76,1.01,0.63,0.68,0.67,0.61,0.62,0.53,0.6,0.62,0.66,0.66,0.63,0.64,0.52,0.55,0.68,0.54,0.58,0.69,0.57,0.5,0.63,0.58,0.52,0.51,0.51,0.45,0.51,0.44,0.47,0.51,0.49,0.51,0.47,0.53,0.46,0.38,0.54,0.61,0.47,0.49,0.5,0.45,0.5,0.36,0.46,0.51,0.47,0.43,0.43,0.46,0.51,0.43,0.51,0.44,0.46,0.42,0.47,0.44,0.47,0.47,0.49,0.5,0.42,0.52,0.47,0.69,0.37,0.46,0.38,0.41,0.44,0.4,0.44,0.45,0.39,0.39,0.45,0.49,0.41,0.41,0.39,0.42,0.37,0.39,0.45,0.39,0.38,0.39,0.42,0.43,0.34,0.38,0.41,0.49,0.39,0.35,0.4,0.39,0.4,0.44,0.5,0.32,0.37,1.1,0.36,0.4,0.38,0.4,0.29,0.36,0.41,0.41,0.37,0.38,0.3,0.37,0.39,0.34,0.39,0.37,0.33,0.39,0.0,0.29,0.33,0.38,0.32,0.0,0.33,0.3,0.4,0.34,0.33,0.35,0.38,0.35,0.37,0.34,0.35,0.37,0.31,0.33,0.34,0.32,0.35,0.33,0.37,0.3,0.31,0.36,0.0,0.38,0.29,0.0,0.35,0.32,0.43,0.33,0.28,0.34,0.0,0.35,0.0,0.32,0.3,0.31,0.57,0.34,0.29,0.31,0.35,0.37,0.33,0.31,0.3,0.0,0.28,0.32,0.0,0.0,0.3,0.32,0.3,0.0,0.31,0.29,0.33,0.3,0.3,0.29,0.31,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.34,0.29,0.29,0.28,0.0,0.0,0.28,0.0,0.0,0.29,0.96,0.3,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.65
08/19/2021,0.73,0.65,0.9,0.62,0.75,0.76,1.01,0.63,0.68,0.67,0.61,0.62,0.53,0.6,0.62,0.66,0.66,0.63,0.64,0.52,0.55,0.68,0.54,0.58,0.69,0.57,0.5,0.63,0.58,0.52,0.51,0.51,0.45,0.51,0.44,0.47,0.51,0.49,0.51,0.47,0.53,0.46,0.38,0.54,0.61,0.47,0.49,0.5,0.45,0.5,0.36,0.46,0.51,0.47,0.43,0.43,0.46,0.51,0.43,0.51,0.44,0.46,0.42,0.47,0.44,0.47,0.47,0.49,0.5,0.42,0.52,0.47,0.69,0.37,0.46,0.38,0.41,0.44,0.4,0.44,0.45,0.39,0.39,0.45,0.49,0.41,0.41,0.39,0.42,0.37,0.39,0.45,0.39,0.38,0.39,0.42,0.43,0.34,0.38,0.41,0.49,0.39,0.35,0.4,0.39,0.4,0.44,0.5,0.32,0.37,1.1,0.36,0.4,0.38,0.4,0.29,0.36,0.41,0.41,0.37,0.38,0.3,0.37,0.39,0.34,0.39,0.37,0.33,0.39,0.0,0.29,0.33,0.38,0.32,0.0,0.33,0.3,0.4,0.34,0.33,0.35,0.38,0.35,0.37,0.34,0.35,0.37,0.31,0.33,0.34,0.32,0.35,0.33,0.37,0.3,0.31,0.36,0.0,0.38,0.29,0.0,0.35,0.32,0.43,0.33,0.28,0.34,0.0,0.35,0.0,0.32,0.3,0.31,0.57,0.34,0.29,0.31,0.35,0.37,0.33,0.31,0.3,0.0,0.28,0.32,0.0,0.0,0.3,0.32,0.3,0.0,0.31,0.29,0.33,0.3,0.3,0.29,0.31,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.34,0.29,0.29,0.28,0.0,0.0,0.28,0.0,0.0,0.29,0.96,0.3,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.65
08/20/2021,0.72,0.67,0.91,0.63,0.74,0.73,1.02,0.63,0.66,0.68,0.62,0.62,0.53,0.59,0.62,0.64,0.68,0.65,0.64,0.52,0.55,0.68,0.55,0.58,0.7,0.57,0.5,0.6,0.58,0.52,0.51,0.52,0.47,0.51,0.42,0.47,0.52,0.47,0.51,0.46,0.52,0.46,0.39,0.53,0.62,0.47,0.47,0.49,0.45,0.49,0.36,0.44,0.49,0.47,0.43,0.43,0.47,0.53,0.44,0.5,0.41,0.47,0.42,0.48,0.44,0.48,0.48,0.48,0.51,0.43,0.53,0.48,0.7,0.36,0.47,0.4,0.42,0.45,0.41,0.45,0.45,0.4,0.38,0.45,0.49,0.4,0.41,0.39,0.42,0.36,0.4,0.43,0.4,0.37,0.36,0.41,0.41,0.36,0.37,0.42,0.48,0.4,0.35,0.39,0.38,0.41,0.44,0.51,0.31,0.37,1.12,0.34,0.41,0.38,0.4,0.28,0.36,0.42,0.41,0.37,0.38,0.3,0.37,0.39,0.35,0.37,0.36,0.32,0.39,0.0,0.29,0.34,0.39,0.31,0.0,0.33,0.31,0.4,0.33,0.33,0.33,0.39,0.36,0.38,0.34,0.33,0.37,0.32,0.33,0.34,0.31,0.35,0.33,0.36,0.3,0.32,0.36,0.0,0.37,0.0,0.0,0.35,0.32,0.41,0.31,0.28,0.34,0.0,0.35,0.0,0.32,0.3,0.31,0.59,0.35,0.29,0.31,0.35,0.39,0.33,0.32,0.3,0.0,0.29,0.33,0.0,0.0,0.31,0.32,0.3,0.0,0.31,0.29,0.34,0.3,0.32,0.28,0.3,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.34,0.29,0.29,0.28,0.0,0.0,0.28,0.0,0.28,0.29,0.95,0.3,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.63
08/23/2021,0.7,0.67,0.92,0.6,0.75,0.72,0.97,0.63,0.67,0.68,0.62,0.61,0.53,0.58,0.62,0.65,0.69,0.65,0.64,0.53,0.55,0.67,0.55,0.58,0.71,0.57,0.5,0.6,0.58,0.51,0.51,0.53,0.46,0.51,0.41,0.48,0.52,0.48,0.51,0.46,0.52,0.47,0.38,0.53,0.62,0.48,0.47,0.5,0.45,0.49,0.36,0.43,0.48,0.47,0.42,0.43,0.47,0.51,0.45,0.49,0.41,0.46,0.43,0.49,0.44,0.48,0.48,0.49,0.51,0.44,0.52,0.47,0.71,0.35,0.46,0.4,0.41,0.45,0.41,0.45,0.44,0.4,0.39,0.45,0.48,0.4,0.41,0.39,0.42,0.36,0.4,0.43,0.4,0.38,0.37,0.41,0.41,0.36,0.37,0.42,0.47,0.4,0.35,0.4,0.38,0.42,0.45,0.51,0.32,0.36,1.12,0.36,0.41,0.38,0.4,0.28,0.36,0.42,0.41,0.36,0.39,0.3,0.38,0.39,0.35,0.38,0.36,0.32,0.37,0.0,0.28,0.34,0.39,0.31,0.0,0.33,0.31,0.4,0.33,0.33,0.33,0.39,0.36,0.38,0.35,0.34,0.37,0.32,0.33,0.34,0.32,0.35,0.34,0.37,0.3,0.31,0.36,0.0,0.37,0.0,0.0,0.35,0.32,0.41,0.31,0.29,0.34,0.0,0.35,0.0,0.32,0.3,0.31,0.6,0.35,0.29,0.3,0.35,0.4,0.33,0.33,0.3,0.28,0.29,0.33,0.0,0.0,0.31,0.32,0.3,0.0,0.32,0.29,0.35,0.29,0.33,0.0,0.31,0.0,0.0,0.29,0.3,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.35,0.29,0.29,0.28,0.0,0.0,0.28,0.0,0.29,0.29,0.95,0.3,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.69000000000001
