,AAPL,MSFT,AMZN,FB,GOOGL,TSLA,NVDA,JPM,JNJ,V,UNH,BRK.B,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,VZ,PFE,NFLX,INTC,CSCO,KO,CRM,ABT,T,PEP,WMT,CVX,NKE,ABBV,ACN,TMO,MRK,WFC,LLY,COST,DHR,MCD,TXN,MDT,HON,UPS,QCOM,BMY,UNP,PM,C,ORCL,AVGO,BA,LOW,NEE,MS,SBUX,RTX,BLK,GS,AMGN,IBM,INTU,SCHW,AMAT,CAT,AMT,TGT,MMM,AMD,AXP,CVS,TMUS,ISRG,GE,CHTR,DE,LMT,NOW,SPGI,SQ,ZTS,BKNG,FIS,MU,ANTM,MDLZ,SYK,UBER,ADP,PLD,TJX,PNC,LRCX,CCI,COP,MRNA,USB,ZM,MO,TFC,CI,GM,EL,GILD,CB,DUK,BDX,SNAP,CME,FDX,CL,EQIX,MMC,SHW,COF,ICE,BX,ATVI,ADSK,SO,NSC,TWLO,EW,CSX,ITW,APD,D,MCO,FISV,BSX,ADI,EMR,ETN,WM,F,TWTR,PGR,ILMN,FCX,NOC,DOCU,ECL,IDXX,HCA,AON,NXPI,CRWD,JCI,HUM,GPN,EBAY,NEM,IQV,REGN,TEL,ROKU,VRTX,MET,ALGN,GD,ROP,DOW,MSCI,BIIB,PSA,SLB,PINS,TROW,TT,LHX,WDAY,KMB,DG,DD,PLTR,BK,MAR,PXD,VEEV,CNC,APTV,KLAC,SPG,A,PH,EXC,CMG,BAX,ROST,STZ,SYY,MRVL,MTCH,EOG,EA,PSX,PPG,US Dollar,SNPS,ALL,ORLY,PANW,AEP,DLR,AIG,DXCM,OTIS,CDNS,CTSH,CARR,CQE.AX,APH,KKR,PRU,GE.,DFS,FTNT,n/a,MSI,688101.SS,688001.SS,RMD,MCHP,SNOW,ABNB,DASH,MPC,COIN,SIVB,GIS,AZO,TTD,VRSK,HPQ,O,PAYX,ROK,SBAC,PEP.,CHV.,4I1.,TRVC.,8CW.,DUT.,PEO.,WBA,SUM
08/10/2021,6.35,5.98,3.99,2.27,2.24,1.51,1.29,1.31,1.25,1.12,1.02,0.98,0.96,0.9,0.95,0.9,0.88,0.83,0.79,0.74,0.67,0.63,0.69,0.59,0.57,0.61,0.61,0.58,0.6,0.55,0.58,0.58,0.54,0.6,0.55,0.56,0.55,0.5,0.55,0.57,0.53,0.54,0.48,0.46,0.45,0.44,0.38,0.43,0.42,0.4,0.4,0.4,0.43,0.41,0.37,0.37,0.41,0.41,0.38,0.36,0.35,0.37,0.32,0.35,0.37,0.33,0.34,0.31,0.33,0.33,0.31,0.37,0.31,0.29,0.28,0.31,0.27,0.29,0.29,0.26,0.29,0.29,0.3,0.26,0.24,0.23,0.25,0.24,0.24,0.24,0.2,0.25,0.25,0.23,0.22,0.23,0.22,0.2,0.38,0.21,0.21,0.21,0.21,0.18,0.19,0.21,0.2,0.22,0.21,0.19,0.22,0.19,0.18,0.18,0.19,0.19,0.2,0.19,0.19,0.21,0.16,0.2,0.19,0.17,0.17,0.19,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.17,0.15,0.15,0.14,0.14,0.13,0.12,0.12,0.12,0.13,0.14,0.14,0.11,0.12,0.12,0.14,0.13,0.13,0.12,0.14,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.0,0.12,0.11,0.0,0.12,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.13,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.54
08/11/2021,6.35,5.98,3.99,2.27,2.24,1.51,1.29,1.31,1.25,1.12,1.02,0.98,0.96,0.9,0.95,0.9,0.88,0.83,0.79,0.74,0.67,0.63,0.69,0.59,0.57,0.61,0.61,0.58,0.6,0.55,0.58,0.58,0.54,0.6,0.55,0.56,0.55,0.5,0.55,0.57,0.53,0.54,0.48,0.46,0.45,0.44,0.38,0.43,0.42,0.4,0.4,0.4,0.43,0.41,0.37,0.37,0.41,0.41,0.38,0.36,0.35,0.37,0.32,0.35,0.37,0.33,0.34,0.31,0.33,0.33,0.31,0.37,0.31,0.29,0.28,0.31,0.27,0.29,0.29,0.26,0.29,0.29,0.3,0.26,0.24,0.23,0.25,0.24,0.24,0.24,0.2,0.25,0.25,0.23,0.22,0.23,0.22,0.2,0.38,0.21,0.21,0.21,0.21,0.18,0.19,0.21,0.2,0.22,0.21,0.19,0.22,0.19,0.18,0.18,0.19,0.19,0.2,0.19,0.19,0.21,0.16,0.2,0.19,0.17,0.17,0.19,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.17,0.15,0.15,0.14,0.14,0.13,0.12,0.12,0.12,0.13,0.14,0.14,0.11,0.12,0.12,0.14,0.13,0.13,0.12,0.14,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.0,0.12,0.11,0.0,0.12,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.13,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.54
08/12/2021,6.36,5.96,3.99,2.26,2.26,1.54,1.29,1.31,1.25,1.12,1.01,0.98,0.96,0.9,0.95,0.89,0.88,0.84,0.78,0.73,0.66,0.63,0.71,0.59,0.57,0.61,0.61,0.58,0.6,0.55,0.58,0.58,0.53,0.6,0.55,0.56,0.55,0.5,0.55,0.58,0.53,0.54,0.48,0.46,0.45,0.44,0.38,0.43,0.41,0.4,0.4,0.41,0.43,0.41,0.37,0.36,0.41,0.41,0.38,0.36,0.36,0.37,0.32,0.35,0.37,0.34,0.34,0.31,0.33,0.34,0.31,0.36,0.31,0.3,0.28,0.31,0.27,0.29,0.29,0.26,0.29,0.29,0.3,0.26,0.24,0.23,0.25,0.24,0.24,0.23,0.2,0.25,0.25,0.23,0.22,0.23,0.22,0.19,0.45,0.21,0.21,0.21,0.21,0.18,0.19,0.21,0.2,0.22,0.21,0.19,0.23,0.19,0.17,0.18,0.19,0.2,0.2,0.19,0.19,0.21,0.16,0.2,0.19,0.17,0.17,0.19,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.13,0.12,0.12,0.12,0.13,0.14,0.14,0.12,0.12,0.12,0.14,0.13,0.13,0.12,0.14,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.11,0.12,0.13,0.11,0.11,0.12,0.11,0.0,0.12,0.0,0.11,0.12,0.11,0.11,0.1,0.11,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.62
08/13/2021,6.33,5.92,3.96,2.25,2.26,1.54,1.27,1.32,1.26,1.11,1.01,0.99,0.97,0.88,0.96,0.88,0.88,0.86,0.77,0.74,0.68,0.63,0.74,0.59,0.57,0.61,0.61,0.57,0.6,0.55,0.58,0.6,0.54,0.6,0.56,0.56,0.55,0.5,0.56,0.59,0.54,0.54,0.48,0.46,0.44,0.44,0.38,0.43,0.41,0.4,0.41,0.41,0.43,0.41,0.38,0.37,0.41,0.42,0.38,0.36,0.36,0.38,0.32,0.35,0.36,0.34,0.33,0.32,0.33,0.34,0.32,0.35,0.3,0.3,0.28,0.3,0.0,0.29,0.29,0.26,0.29,0.29,0.29,0.26,0.25,0.23,0.23,0.24,0.24,0.23,0.2,0.25,0.25,0.24,0.22,0.22,0.21,0.2,0.42,0.21,0.2,0.21,0.21,0.18,0.19,0.21,0.2,0.22,0.21,0.19,0.22,0.19,0.17,0.18,0.19,0.19,0.2,0.2,0.18,0.21,0.16,0.2,0.19,0.17,0.16,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.16,0.14,0.14,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.16,0.15,0.14,0.14,0.12,0.12,0.13,0.12,0.13,0.14,0.14,0.11,0.12,0.13,0.14,0.13,0.12,0.12,0.14,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.11,0.12,0.13,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.11,0.11,0.11,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.56000000000002
08/16/2021,6.44,5.96,3.92,2.25,2.25,1.56,1.26,1.34,1.26,1.07,0.99,0.99,0.97,0.88,0.96,0.86,0.89,0.87,0.79,0.74,0.66,0.63,0.72,0.58,0.56,0.62,0.61,0.58,0.6,0.55,0.58,0.59,0.54,0.59,0.56,0.56,0.55,0.5,0.58,0.57,0.54,0.54,0.48,0.45,0.45,0.44,0.38,0.43,0.41,0.41,0.4,0.42,0.43,0.41,0.38,0.37,0.42,0.43,0.37,0.36,0.36,0.39,0.32,0.35,0.37,0.35,0.31,0.33,0.33,0.34,0.32,0.35,0.3,0.31,0.28,0.3,0.0,0.29,0.3,0.26,0.29,0.29,0.29,0.26,0.24,0.23,0.21,0.23,0.24,0.23,0.2,0.25,0.25,0.24,0.22,0.2,0.22,0.2,0.36,0.22,0.2,0.21,0.21,0.18,0.19,0.21,0.2,0.22,0.21,0.2,0.22,0.19,0.17,0.18,0.19,0.19,0.2,0.21,0.18,0.21,0.16,0.2,0.19,0.17,0.16,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.16,0.14,0.14,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.16,0.15,0.13,0.14,0.12,0.11,0.13,0.12,0.13,0.14,0.14,0.11,0.12,0.13,0.14,0.13,0.12,0.12,0.14,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.11,0.12,0.11,0.11,0.0,0.11,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.27,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.55000000000001
08/17/2021,6.44,6.01,3.91,2.25,2.26,1.54,1.27,1.32,1.26,1.07,1.0,0.98,0.96,0.88,0.96,0.86,0.9,0.86,0.79,0.74,0.66,0.63,0.74,0.59,0.56,0.62,0.61,0.58,0.6,0.55,0.59,0.6,0.54,0.6,0.56,0.56,0.55,0.5,0.57,0.57,0.54,0.55,0.48,0.45,0.45,0.44,0.38,0.43,0.41,0.41,0.41,0.41,0.43,0.41,0.37,0.37,0.42,0.42,0.37,0.36,0.36,0.38,0.32,0.35,0.37,0.34,0.31,0.33,0.33,0.33,0.32,0.37,0.29,0.3,0.28,0.3,0.0,0.29,0.3,0.26,0.29,0.29,0.29,0.26,0.24,0.23,0.22,0.23,0.24,0.24,0.19,0.25,0.25,0.23,0.22,0.2,0.22,0.19,0.36,0.22,0.19,0.22,0.21,0.18,0.18,0.21,0.2,0.22,0.21,0.2,0.21,0.18,0.18,0.18,0.19,0.2,0.2,0.21,0.18,0.21,0.16,0.2,0.19,0.17,0.16,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.16,0.14,0.14,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.16,0.15,0.13,0.14,0.12,0.12,0.14,0.12,0.13,0.14,0.14,0.0,0.12,0.13,0.14,0.13,0.12,0.12,0.14,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.27,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.57000000000001
08/18/2021,6.44,6.01,3.91,2.25,2.26,1.54,1.27,1.32,1.26,1.07,1.0,0.98,0.96,0.88,0.96,0.86,0.9,0.86,0.79,0.74,0.66,0.63,0.74,0.59,0.56,0.62,0.61,0.58,0.6,0.55,0.59,0.6,0.54,0.6,0.56,0.56,0.55,0.5,0.57,0.57,0.54,0.55,0.48,0.45,0.45,0.44,0.38,0.43,0.41,0.41,0.41,0.41,0.43,0.41,0.37,0.37,0.42,0.42,0.37,0.36,0.36,0.38,0.32,0.35,0.37,0.34,0.31,0.33,0.33,0.33,0.32,0.37,0.29,0.3,0.28,0.3,0.0,0.29,0.3,0.26,0.29,0.29,0.29,0.26,0.24,0.23,0.22,0.23,0.24,0.24,0.19,0.25,0.25,0.23,0.22,0.2,0.22,0.19,0.36,0.22,0.19,0.22,0.21,0.18,0.18,0.21,0.2,0.22,0.21,0.2,0.21,0.18,0.18,0.18,0.19,0.2,0.2,0.21,0.18,0.21,0.16,0.2,0.19,0.17,0.16,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.16,0.14,0.14,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.16,0.15,0.13,0.14,0.12,0.12,0.14,0.12,0.13,0.14,0.14,0.0,0.12,0.13,0.14,0.13,0.12,0.12,0.14,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.27,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.57000000000001
08/19/2021,6.52,6.03,3.9,2.27,2.26,1.47,1.26,1.31,1.27,1.08,1.02,0.98,0.97,0.89,0.96,0.86,0.88,0.85,0.79,0.74,0.64,0.63,0.74,0.59,0.56,0.61,0.61,0.57,0.6,0.55,0.59,0.6,0.53,0.6,0.57,0.57,0.56,0.51,0.56,0.58,0.54,0.55,0.49,0.45,0.45,0.44,0.39,0.43,0.42,0.41,0.41,0.41,0.43,0.41,0.36,0.37,0.43,0.42,0.38,0.36,0.36,0.38,0.32,0.35,0.37,0.33,0.31,0.32,0.33,0.34,0.32,0.36,0.29,0.31,0.27,0.3,0.0,0.29,0.3,0.26,0.29,0.29,0.28,0.27,0.24,0.22,0.22,0.24,0.24,0.24,0.19,0.25,0.25,0.23,0.22,0.21,0.22,0.19,0.34,0.21,0.19,0.21,0.21,0.18,0.18,0.21,0.21,0.23,0.21,0.2,0.21,0.18,0.18,0.18,0.19,0.2,0.2,0.21,0.18,0.21,0.16,0.2,0.19,0.17,0.15,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.17,0.14,0.14,0.15,0.17,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.15,0.13,0.14,0.12,0.11,0.14,0.12,0.13,0.14,0.14,0.0,0.12,0.13,0.14,0.13,0.12,0.12,0.14,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.11,0.12,0.13,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.26,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.61
08/20/2021,6.52,6.04,3.86,2.23,2.25,1.44,1.23,1.3,1.29,1.09,1.03,0.99,0.93,0.87,0.97,0.87,0.87,0.85,0.79,0.75,0.64,0.64,0.77,0.59,0.55,0.61,0.62,0.57,0.61,0.55,0.6,0.6,0.53,0.6,0.58,0.57,0.57,0.52,0.55,0.59,0.55,0.56,0.49,0.45,0.46,0.44,0.39,0.42,0.42,0.41,0.42,0.41,0.44,0.4,0.36,0.35,0.43,0.42,0.38,0.36,0.36,0.38,0.32,0.35,0.37,0.33,0.31,0.32,0.34,0.33,0.32,0.36,0.29,0.31,0.27,0.31,0.0,0.3,0.29,0.26,0.29,0.29,0.28,0.27,0.24,0.23,0.22,0.24,0.25,0.24,0.19,0.25,0.26,0.23,0.22,0.2,0.22,0.19,0.37,0.21,0.19,0.22,0.21,0.18,0.17,0.2,0.21,0.23,0.22,0.2,0.21,0.18,0.18,0.19,0.19,0.2,0.2,0.2,0.18,0.21,0.16,0.19,0.19,0.17,0.15,0.19,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.13,0.14,0.15,0.17,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.14,0.13,0.14,0.12,0.11,0.14,0.12,0.13,0.14,0.14,0.0,0.12,0.13,0.13,0.13,0.12,0.12,0.14,0.12,0.13,0.0,0.0,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.59000000000002
08/23/2021,6.44,6.18,3.84,2.24,2.26,1.47,1.27,1.29,1.3,1.09,1.06,0.98,0.95,0.88,0.98,0.86,0.87,0.84,0.8,0.75,0.62,0.63,0.76,0.63,0.56,0.63,0.62,0.59,0.62,0.54,0.61,0.61,0.5,0.58,0.58,0.58,0.57,0.52,0.54,0.59,0.55,0.56,0.49,0.45,0.46,0.44,0.39,0.42,0.42,0.41,0.42,0.4,0.43,0.4,0.34,0.4,0.44,0.41,0.37,0.35,0.36,0.37,0.32,0.34,0.38,0.33,0.31,0.31,0.35,0.32,0.31,0.35,0.29,0.31,0.28,0.32,0.0,0.3,0.28,0.26,0.29,0.29,0.28,0.27,0.23,0.22,0.22,0.24,0.25,0.24,0.19,0.25,0.26,0.25,0.22,0.2,0.22,0.18,0.35,0.21,0.18,0.22,0.21,0.18,0.17,0.21,0.21,0.23,0.22,0.2,0.21,0.18,0.17,0.18,0.2,0.2,0.2,0.2,0.18,0.21,0.16,0.2,0.19,0.17,0.15,0.19,0.18,0.17,0.16,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.13,0.14,0.15,0.15,0.13,0.15,0.15,0.15,0.15,0.16,0.16,0.14,0.13,0.14,0.13,0.11,0.14,0.12,0.14,0.15,0.13,0.0,0.12,0.12,0.14,0.13,0.12,0.12,0.14,0.12,0.13,0.0,0.0,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.12,0.13,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.76
08/24/2021,6.45,6.29,3.82,2.24,2.27,1.47,1.32,1.29,1.3,1.08,1.06,0.98,0.96,0.88,0.97,0.85,0.87,0.84,0.81,0.75,0.61,0.63,0.75,0.62,0.55,0.64,0.61,0.6,0.62,0.54,0.6,0.61,0.5,0.59,0.58,0.58,0.57,0.52,0.54,0.59,0.56,0.56,0.49,0.44,0.46,0.43,0.38,0.42,0.42,0.41,0.41,0.4,0.43,0.4,0.34,0.4,0.44,0.41,0.37,0.35,0.36,0.37,0.31,0.34,0.37,0.33,0.3,0.31,0.34,0.33,0.31,0.35,0.29,0.31,0.28,0.31,0.0,0.3,0.27,0.26,0.3,0.29,0.28,0.27,0.23,0.22,0.22,0.24,0.24,0.24,0.18,0.25,0.26,0.24,0.22,0.2,0.22,0.18,0.36,0.21,0.19,0.22,0.21,0.18,0.17,0.21,0.21,0.23,0.21,0.2,0.21,0.18,0.17,0.18,0.19,0.2,0.21,0.2,0.18,0.21,0.16,0.2,0.2,0.17,0.15,0.19,0.18,0.17,0.15,0.18,0.17,0.17,0.16,0.16,0.17,0.17,0.17,0.13,0.14,0.15,0.15,0.13,0.15,0.15,0.15,0.15,0.16,0.16,0.14,0.13,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.0,0.12,0.12,0.13,0.13,0.12,0.12,0.14,0.12,0.13,0.0,0.0,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.26,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.76
08/25/2021,6.45,6.29,3.82,2.24,2.27,1.47,1.32,1.29,1.3,1.08,1.06,0.98,0.96,0.88,0.97,0.85,0.87,0.84,0.81,0.75,0.61,0.63,0.75,0.62,0.55,0.64,0.61,0.6,0.62,0.54,0.6,0.61,0.5,0.59,0.58,0.58,0.57,0.52,0.54,0.59,0.56,0.56,0.49,0.44,0.46,0.43,0.38,0.42,0.42,0.41,0.41,0.4,0.43,0.4,0.34,0.4,0.44,0.41,0.37,0.35,0.36,0.37,0.31,0.34,0.37,0.33,0.3,0.31,0.34,0.33,0.31,0.35,0.29,0.31,0.28,0.31,0.26,0.3,0.27,0.26,0.3,0.29,0.28,0.27,0.23,0.22,0.22,0.24,0.24,0.24,0.18,0.25,0.26,0.24,0.22,0.2,0.22,0.18,0.36,0.21,0.19,0.22,0.21,0.18,0.17,0.21,0.21,0.23,0.21,0.2,0.21,0.18,0.17,0.18,0.19,0.2,0.21,0.2,0.18,0.21,0.16,0.2,0.2,0.17,0.15,0.19,0.18,0.17,0.15,0.18,0.17,0.17,0.16,0.16,0.17,0.17,0.17,0.13,0.14,0.15,0.15,0.13,0.15,0.15,0.15,0.15,0.16,0.16,0.14,0.13,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.0,0.12,0.12,0.13,0.13,0.12,0.12,0.14,0.12,0.13,0.0,0.0,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.12,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.76
