,NARI,AMKR,MRVI,SWI,UI,PGNY,TTEC,EBS,ALRM,SAGE,QLYS,INNV,SPSC,NSIT,PCRX,CORT,FLGT,CRSR,SLGN,FORM,TNET,APPF,AQUA,UCTT,AJRD,TROX,NGVT,SUPN,NSP,ATKR,ADUS,ONTF,INVA,ACMR,FIX,LMAT,NRC,PNTG,JYNT,SLP,BCC,EXPI,PLUS,GMS,AAWW,MGRC,ARRY,IIPR,HYLN,LESL,ATRS,SAFE,PRIM,NSA,MYRG,MITK,NVEE,WWE,LGIH,ACI,PGTI,MRTN,CARG,ASO,CPRX,ZYXI,EPRT,OLO,SSTK,ERII,STMP,MDC,MTH,IBP,NSSC,LCII,ROAD,IESC,SKY,UPST,SSTI,REYN,SNBR,CTRE,RVLV,IRBT,USLM,HEAR,CACC,BOOT,MAX,CELH,XPEL,BIG,HWKN,CCS,CVCO,DEA,FIZZ,PATK,MHO,DSP,MBUU,MED,UMBF,GO,HASI,ESGR,INS,HLI,SFM,LORL,PFSI,KNSL,COKE,FLWS,MCY,SFBS,GRBK,ABCB,FHI,LOVE,HLNE,VIRT,WD,HZO,JOUT,SLQT,AEL,HTH,VGR,CRMT,FOCS,AX,SI,RKT,LOB,SPWH,TTCF,FBC,RILY,POSH,SCPL,PLMR,NMIH,WMK,JOAN,PJT,CRCT,BRBR,CASH,EHTH,STC,ONEW,TBBK,ENVA,SAFT,FBNC,NBHC,MBIN,SGC,COWN,VITL,STEP,FFWM,PUBM,KRNY,PFBC,BY,Invesco Liquid Assets Portfoilio Shares-Fund 1913,ALTA,FBMS,QCRH,NCBS,CAC,ATLC,WTRH,HIFS,LAKE,BFC,VCTR,ALRS,MCB,WSBF,MVBF,AMAL,BFST,IBCP,BWB,RBNC,FMNB,CCBG,GNTY,EBTC,SMBC,STXB,RRBI,SMBK,FCBP,CCB,ITIC,NABL WI,ANSGR.IS,IPO-ROF.L,NABL,603613.SS,n/a,IS,FIGS,DV,DOCS,SQSP,LZ,TSP,PRVA,DOMO,AOSL,PCH,KE,ZIP,PAY,QNST,AOUT,HBNC,BRMK,SWIEUR,DNLI,TWKS,ENSG,CMC,PLXS,HI,MRCY,SGH,SCHN,CLFD,OLPX,VIVO,FTDR,SMLR,WGO,MC,LAND,KMPR,ACT,HLLY,TRNS,THRY,RLGT,CENTA,MCFT,AGFY,HONE,IMKTA,DX,BRDG,DOUG,SUM
10/26/2021,2.31,2.4,2.11,1.34,3.1,2.71,1.98,1.44,1.79,1.24,1.96,0.46,2.6,1.44,1.23,1.19,1.29,1.03,1.92,1.23,1.65,1.09,1.22,0.88,0.91,1.7,1.32,0.83,1.17,1.07,0.64,0.41,0.6,0.87,0.76,0.62,0.58,0.38,0.63,0.42,0.57,0.62,0.64,0.0,0.58,0.47,0.67,0.52,0.35,0.42,0.32,0.35,0.37,0.46,0.45,0.37,0.4,0.23,0.38,0.57,0.31,0.34,0.29,0.41,0.33,0.23,0.3,0.32,0.49,0.29,0.0,0.37,0.42,0.36,0.36,0.38,0.33,0.26,0.38,1.21,0.19,0.25,0.23,0.18,0.3,0.25,0.28,0.21,0.41,0.3,0.0,0.3,0.22,0.17,0.35,0.23,0.23,0.17,0.23,0.21,0.19,0.07,0.16,0.1,0.2,0.1,0.19,0.17,0.16,0.22,0.11,0.08,0.18,0.16,0.12,0.12,0.13,0.18,0.12,0.15,0.13,0.12,0.14,0.13,0.17,0.11,0.1,0.09,0.13,0.12,0.09,0.08,0.15,0.13,0.15,0.1,0.0,0.08,0.06,0.12,0.07,0.11,0.04,0.09,0.09,0.06,0.05,0.09,0.07,0.04,0.08,0.05,0.08,0.05,0.07,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.07,0.05,0.06,0.0,0.0,0.04,0.0,0.0,0.03,0.03,0.03,0.03,0.05,0.0,0.03,0.0,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,3.22,2.82,2.54,1.83,1.57,1.38,1.79,1.27,1.17,0.37,0.32,0.31,0.19,0.15,0.07,0.04,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.71
10/27/2021,2.31,2.4,2.11,1.34,3.1,2.71,1.98,1.44,1.79,1.24,1.96,0.46,2.6,1.44,1.23,1.19,1.29,1.03,1.92,1.23,1.65,1.09,1.22,0.88,0.91,1.7,1.32,0.83,1.17,1.07,0.64,0.41,0.6,0.87,0.76,0.62,0.58,0.38,0.63,0.42,0.57,0.62,0.64,0.0,0.58,0.47,0.67,0.52,0.35,0.42,0.32,0.35,0.37,0.46,0.45,0.37,0.4,0.23,0.38,0.57,0.31,0.34,0.29,0.41,0.33,0.23,0.3,0.32,0.49,0.29,0.0,0.37,0.42,0.36,0.36,0.38,0.33,0.26,0.38,1.21,0.19,0.25,0.23,0.18,0.3,0.25,0.28,0.21,0.41,0.3,0.0,0.3,0.22,0.17,0.35,0.23,0.23,0.17,0.23,0.21,0.19,0.07,0.16,0.1,0.2,0.1,0.19,0.17,0.16,0.22,0.11,0.08,0.18,0.16,0.12,0.12,0.13,0.18,0.12,0.15,0.13,0.12,0.14,0.13,0.17,0.11,0.1,0.09,0.13,0.12,0.09,0.08,0.15,0.13,0.15,0.1,0.0,0.08,0.06,0.12,0.07,0.11,0.04,0.09,0.09,0.06,0.05,0.09,0.07,0.04,0.08,0.05,0.08,0.05,0.07,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.07,0.05,0.06,0.0,0.0,0.04,0.0,0.0,0.03,0.03,0.03,0.03,0.05,0.0,0.03,0.0,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,3.22,2.82,2.54,1.83,1.57,1.38,1.79,1.27,1.17,0.37,0.32,0.31,0.19,0.15,0.07,0.04,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.71
10/28/2021,2.31,2.4,2.11,1.34,3.1,2.71,1.98,1.44,1.79,1.24,1.96,0.46,2.6,1.44,1.23,1.19,1.29,1.03,1.92,1.23,1.65,1.09,1.22,0.88,0.91,1.7,1.32,0.83,1.17,1.07,0.64,0.41,0.6,0.87,0.76,0.62,0.58,0.38,0.63,0.42,0.57,0.62,0.64,0.0,0.58,0.47,0.67,0.52,0.35,0.42,0.32,0.35,0.37,0.46,0.45,0.37,0.4,0.23,0.38,0.57,0.31,0.34,0.29,0.41,0.33,0.23,0.3,0.32,0.49,0.29,0.0,0.37,0.42,0.36,0.36,0.38,0.33,0.26,0.38,1.21,0.19,0.25,0.23,0.18,0.3,0.25,0.28,0.21,0.41,0.3,0.0,0.3,0.22,0.17,0.35,0.23,0.23,0.17,0.23,0.21,0.19,0.07,0.16,0.1,0.2,0.1,0.19,0.17,0.16,0.22,0.11,0.08,0.18,0.16,0.12,0.12,0.13,0.18,0.12,0.15,0.13,0.12,0.14,0.13,0.17,0.11,0.1,0.09,0.13,0.12,0.09,0.08,0.15,0.13,0.15,0.1,0.0,0.08,0.06,0.12,0.07,0.11,0.04,0.09,0.09,0.06,0.05,0.09,0.07,0.04,0.08,0.05,0.08,0.05,0.07,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.07,0.05,0.06,0.0,0.0,0.04,0.0,0.0,0.03,0.03,0.03,0.03,0.05,0.0,0.03,0.0,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,3.22,2.82,2.54,1.83,1.57,1.38,1.79,1.27,1.17,0.37,0.32,0.31,0.19,0.15,0.07,0.04,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.71
10/29/2021,2.31,2.4,2.11,1.34,3.1,2.71,1.98,1.44,1.79,1.24,1.96,0.46,2.6,1.44,1.23,1.19,1.29,1.03,1.92,1.23,1.65,1.09,1.22,0.88,0.91,1.7,1.32,0.83,1.17,1.07,0.64,0.41,0.6,0.87,0.76,0.62,0.58,0.38,0.63,0.42,0.57,0.62,0.64,0.0,0.58,0.47,0.67,0.52,0.35,0.42,0.32,0.35,0.37,0.46,0.45,0.37,0.4,0.23,0.38,0.57,0.31,0.34,0.29,0.41,0.33,0.23,0.3,0.32,0.49,0.29,0.0,0.37,0.42,0.36,0.36,0.38,0.33,0.26,0.38,1.21,0.19,0.25,0.23,0.18,0.3,0.25,0.28,0.21,0.41,0.3,0.0,0.3,0.22,0.17,0.35,0.23,0.23,0.17,0.23,0.21,0.19,0.07,0.16,0.1,0.2,0.1,0.19,0.17,0.16,0.22,0.11,0.08,0.18,0.16,0.12,0.12,0.13,0.18,0.12,0.15,0.13,0.12,0.14,0.13,0.17,0.11,0.1,0.09,0.13,0.12,0.09,0.08,0.15,0.13,0.15,0.1,0.0,0.08,0.06,0.12,0.07,0.11,0.04,0.09,0.09,0.06,0.05,0.09,0.07,0.04,0.08,0.05,0.08,0.05,0.07,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.07,0.05,0.06,0.0,0.0,0.04,0.0,0.0,0.03,0.03,0.03,0.03,0.05,0.0,0.03,0.0,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,3.22,2.82,2.54,1.83,1.57,1.38,1.79,1.27,1.17,0.37,0.32,0.31,0.19,0.15,0.07,0.04,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.71
11/01/2021,2.35,2.38,2.25,1.29,2.93,2.88,1.89,1.38,1.78,1.26,2.05,0.45,2.68,1.43,1.22,1.09,1.3,1.01,1.93,1.27,1.69,1.1,1.26,0.85,0.91,1.65,1.32,0.83,1.24,1.09,0.71,0.4,0.6,0.79,0.79,0.63,0.58,0.36,0.61,0.49,0.55,0.66,0.64,0.0,0.61,0.48,0.61,0.54,0.33,0.42,0.32,0.35,0.37,0.48,0.46,0.38,0.41,0.23,0.39,0.62,0.32,0.36,0.28,0.43,0.31,0.22,0.31,0.32,0.47,0.3,0.0,0.39,0.44,0.4,0.38,0.38,0.33,0.27,0.38,1.05,0.19,0.25,0.23,0.18,0.29,0.24,0.3,0.2,0.4,0.32,0.0,0.31,0.22,0.17,0.35,0.23,0.24,0.17,0.23,0.2,0.18,0.07,0.15,0.1,0.2,0.09,0.2,0.16,0.16,0.22,0.11,0.09,0.17,0.16,0.12,0.12,0.13,0.18,0.14,0.16,0.13,0.12,0.16,0.13,0.18,0.12,0.1,0.09,0.13,0.12,0.09,0.08,0.16,0.13,0.17,0.1,0.0,0.08,0.06,0.11,0.07,0.11,0.05,0.09,0.09,0.06,0.05,0.08,0.07,0.05,0.08,0.05,0.08,0.05,0.07,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.03,0.08,0.05,0.06,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.03,0.05,0.02,0.03,0.0,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.21,2.54,2.61,1.75,1.52,1.41,1.72,1.34,1.11,0.38,0.32,0.32,0.19,0.16,0.07,0.03,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.76
11/02/2021,2.33,2.35,2.22,1.14,2.93,2.79,1.91,1.36,1.8,1.26,2.03,0.47,2.7,1.42,1.21,1.07,1.3,1.01,1.92,1.33,1.69,1.1,1.25,0.99,0.9,1.55,1.33,0.82,1.24,1.12,0.73,0.39,0.63,0.81,0.83,0.63,0.57,0.37,0.64,0.51,0.55,0.66,0.65,0.0,0.6,0.47,0.61,0.55,0.36,0.42,0.31,0.35,0.37,0.48,0.45,0.37,0.41,0.23,0.39,0.6,0.32,0.36,0.28,0.42,0.32,0.22,0.31,0.32,0.47,0.29,0.0,0.37,0.44,0.39,0.38,0.38,0.33,0.27,0.38,1.08,0.19,0.24,0.23,0.18,0.3,0.25,0.3,0.2,0.4,0.32,0.0,0.31,0.22,0.16,0.32,0.24,0.24,0.17,0.22,0.2,0.18,0.07,0.15,0.1,0.2,0.09,0.2,0.16,0.16,0.22,0.11,0.09,0.16,0.16,0.12,0.12,0.13,0.18,0.14,0.16,0.13,0.13,0.15,0.13,0.17,0.12,0.1,0.09,0.13,0.12,0.09,0.08,0.15,0.13,0.17,0.09,0.0,0.08,0.06,0.11,0.08,0.11,0.04,0.09,0.09,0.06,0.05,0.08,0.07,0.05,0.07,0.05,0.08,0.05,0.08,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.03,0.08,0.05,0.06,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.03,0.05,0.02,0.03,0.0,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.16,2.52,2.69,1.76,1.54,1.39,1.87,1.37,1.08,0.4,0.31,0.31,0.18,0.15,0.06,0.03,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.73000000000002
11/03/2021,2.33,2.35,2.22,1.14,2.93,2.79,1.91,1.36,1.8,1.26,2.03,0.47,2.7,1.42,1.21,1.07,1.3,1.01,1.92,1.33,1.69,1.1,1.25,0.99,0.9,1.55,1.33,0.82,1.24,1.12,0.73,0.39,0.63,0.81,0.83,0.63,0.57,0.37,0.64,0.51,0.55,0.66,0.65,0.0,0.6,0.47,0.61,0.55,0.36,0.42,0.31,0.35,0.37,0.48,0.45,0.37,0.41,0.23,0.39,0.6,0.32,0.36,0.28,0.42,0.32,0.22,0.31,0.32,0.47,0.29,0.0,0.37,0.44,0.39,0.38,0.38,0.33,0.27,0.38,1.08,0.19,0.24,0.23,0.18,0.3,0.25,0.3,0.2,0.4,0.32,0.0,0.31,0.22,0.16,0.32,0.24,0.24,0.17,0.22,0.2,0.18,0.07,0.15,0.1,0.2,0.09,0.2,0.16,0.16,0.22,0.11,0.09,0.16,0.16,0.12,0.12,0.13,0.18,0.14,0.16,0.13,0.13,0.15,0.13,0.17,0.12,0.1,0.09,0.13,0.12,0.09,0.08,0.15,0.13,0.17,0.09,0.0,0.08,0.06,0.11,0.08,0.11,0.04,0.09,0.09,0.06,0.05,0.08,0.07,0.05,0.07,0.05,0.08,0.05,0.08,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.03,0.08,0.05,0.06,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.03,0.05,0.02,0.03,0.0,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.16,2.52,2.69,1.76,1.54,1.39,1.87,1.37,1.08,0.4,0.31,0.31,0.18,0.15,0.06,0.03,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.73000000000002
11/04/2021,2.33,2.35,2.22,1.14,2.93,2.79,1.91,1.36,1.8,1.26,2.03,0.47,2.7,1.42,1.21,1.07,1.3,1.01,1.92,1.33,1.69,1.1,1.25,0.99,0.9,1.55,1.33,0.82,1.24,1.12,0.73,0.39,0.63,0.81,0.83,0.63,0.57,0.37,0.64,0.51,0.55,0.66,0.65,0.0,0.6,0.47,0.61,0.55,0.36,0.42,0.31,0.35,0.37,0.48,0.45,0.37,0.41,0.23,0.39,0.6,0.32,0.36,0.28,0.42,0.32,0.22,0.31,0.32,0.47,0.29,0.0,0.37,0.44,0.39,0.38,0.38,0.33,0.27,0.38,1.08,0.19,0.24,0.23,0.18,0.3,0.25,0.3,0.2,0.4,0.32,0.0,0.31,0.22,0.16,0.32,0.24,0.24,0.17,0.22,0.2,0.18,0.07,0.15,0.1,0.2,0.09,0.2,0.16,0.16,0.22,0.11,0.09,0.16,0.16,0.12,0.12,0.13,0.18,0.14,0.16,0.13,0.13,0.15,0.13,0.17,0.12,0.1,0.09,0.13,0.12,0.09,0.08,0.15,0.13,0.17,0.09,0.0,0.08,0.06,0.11,0.08,0.11,0.04,0.09,0.09,0.06,0.05,0.08,0.07,0.05,0.07,0.05,0.08,0.05,0.08,0.05,0.05,0.06,0.06,0.05,0.04,0.05,0.03,0.08,0.05,0.06,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.03,0.05,0.02,0.03,0.0,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.16,2.52,2.69,1.76,1.54,1.39,1.87,1.37,1.08,0.4,0.31,0.31,0.18,0.15,0.06,0.03,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.73000000000002
11/05/2021,2.3,2.35,2.34,1.1,2.98,2.82,1.94,1.4,1.83,1.31,2.08,0.45,2.24,1.45,1.22,1.07,1.3,1.01,1.91,1.38,1.69,1.07,1.29,1.02,0.9,1.56,1.32,0.82,1.19,1.16,0.76,0.38,0.63,0.82,0.86,0.59,0.61,0.3,0.63,0.53,0.62,0.64,0.65,0.0,0.61,0.45,0.7,0.55,0.37,0.42,0.32,0.35,0.36,0.49,0.45,0.35,0.41,0.23,0.35,0.62,0.33,0.35,0.28,0.43,0.33,0.22,0.31,0.33,0.45,0.3,0.0,0.36,0.42,0.4,0.37,0.38,0.34,0.26,0.39,1.1,0.19,0.24,0.22,0.17,0.29,0.26,0.3,0.2,0.43,0.34,0.0,0.32,0.22,0.17,0.32,0.24,0.23,0.16,0.23,0.2,0.18,0.07,0.16,0.1,0.2,0.09,0.2,0.16,0.15,0.25,0.11,0.09,0.17,0.19,0.12,0.12,0.13,0.18,0.14,0.15,0.14,0.12,0.16,0.13,0.17,0.12,0.1,0.09,0.13,0.12,0.09,0.08,0.16,0.14,0.22,0.1,0.0,0.08,0.06,0.1,0.09,0.1,0.04,0.1,0.09,0.06,0.05,0.08,0.07,0.04,0.08,0.05,0.08,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.03,0.08,0.05,0.06,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.03,0.06,0.02,0.03,0.0,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.05,2.56,2.53,1.82,1.53,1.29,1.82,1.38,1.05,0.42,0.31,0.31,0.19,0.16,0.06,0.03,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.72
11/08/2021,2.34,2.38,2.26,1.11,2.86,2.69,1.95,1.41,1.78,1.37,2.22,0.45,2.23,1.47,1.25,1.16,1.26,1.04,1.89,1.44,1.66,1.08,1.25,1.05,0.89,1.55,1.28,0.84,1.15,1.13,0.8,0.36,0.61,0.8,0.84,0.56,0.61,0.31,0.69,0.54,0.65,0.55,0.66,0.0,0.64,0.45,0.71,0.53,0.35,0.44,0.31,0.34,0.36,0.47,0.44,0.35,0.41,0.22,0.34,0.66,0.32,0.35,0.29,0.44,0.32,0.25,0.3,0.32,0.46,0.31,0.0,0.36,0.42,0.4,0.35,0.39,0.36,0.26,0.42,1.0,0.18,0.24,0.22,0.16,0.3,0.27,0.3,0.19,0.44,0.36,0.0,0.32,0.22,0.18,0.32,0.23,0.25,0.16,0.23,0.19,0.17,0.06,0.16,0.1,0.2,0.09,0.2,0.16,0.15,0.24,0.11,0.09,0.16,0.19,0.12,0.13,0.12,0.18,0.13,0.15,0.13,0.13,0.16,0.13,0.18,0.12,0.1,0.09,0.12,0.12,0.09,0.08,0.16,0.14,0.23,0.1,0.0,0.08,0.06,0.1,0.09,0.1,0.04,0.09,0.08,0.07,0.05,0.08,0.07,0.04,0.08,0.05,0.08,0.06,0.07,0.05,0.05,0.06,0.06,0.05,0.04,0.04,0.03,0.08,0.05,0.06,0.0,0.0,0.04,0.0,0.0,0.03,0.04,0.03,0.03,0.05,0.0,0.03,0.0,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.95,3.03,2.37,1.77,1.59,1.28,1.79,1.45,1.07,0.42,0.32,0.3,0.19,0.15,0.07,0.03,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.77
11/09/2021,2.28,2.41,1.77,1.11,2.84,2.82,2.01,0.89,1.87,1.33,2.2,0.47,2.22,1.55,1.3,1.2,1.14,1.03,1.87,1.44,1.72,1.07,1.27,1.09,0.91,1.61,1.34,0.86,1.16,1.18,0.81,0.35,0.63,0.76,0.88,0.59,0.63,0.34,0.7,0.55,0.67,0.53,0.69,0.0,0.61,0.47,0.7,0.55,0.37,0.45,0.32,0.34,0.38,0.46,0.47,0.33,0.43,0.21,0.35,0.67,0.33,0.35,0.29,0.44,0.33,0.25,0.3,0.32,0.46,0.32,0.0,0.37,0.44,0.41,0.37,0.39,0.37,0.27,0.43,1.04,0.19,0.25,0.21,0.17,0.32,0.26,0.31,0.19,0.43,0.36,0.0,0.33,0.21,0.18,0.33,0.24,0.25,0.16,0.24,0.2,0.18,0.06,0.17,0.11,0.2,0.09,0.2,0.16,0.16,0.24,0.11,0.09,0.17,0.19,0.13,0.13,0.12,0.19,0.14,0.16,0.14,0.13,0.17,0.13,0.19,0.12,0.11,0.07,0.13,0.12,0.09,0.09,0.16,0.14,0.23,0.1,0.0,0.08,0.06,0.1,0.09,0.1,0.04,0.1,0.08,0.07,0.05,0.08,0.07,0.04,0.08,0.04,0.08,0.06,0.08,0.06,0.05,0.06,0.06,0.06,0.04,0.05,0.03,0.08,0.05,0.05,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.03,0.06,0.0,0.03,0.0,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,3.13,2.19,1.66,1.65,1.22,1.72,1.46,1.03,0.47,0.32,0.3,0.19,0.16,0.07,0.03,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.73
11/10/2021,2.28,2.41,1.77,1.11,2.84,2.82,2.01,0.89,1.87,1.33,2.2,0.47,2.22,1.55,1.3,1.2,1.14,1.03,1.87,1.44,1.72,1.07,1.27,1.09,0.91,1.61,1.34,0.86,1.16,1.18,0.81,0.35,0.63,0.76,0.88,0.59,0.63,0.34,0.7,0.55,0.67,0.53,0.69,0.0,0.61,0.47,0.7,0.55,0.37,0.45,0.32,0.34,0.38,0.46,0.47,0.33,0.43,0.21,0.35,0.67,0.33,0.35,0.29,0.44,0.33,0.25,0.3,0.32,0.46,0.32,0.0,0.37,0.44,0.41,0.37,0.39,0.37,0.27,0.43,1.04,0.19,0.25,0.21,0.17,0.32,0.26,0.31,0.19,0.43,0.36,0.0,0.33,0.21,0.18,0.33,0.24,0.25,0.16,0.24,0.2,0.18,0.06,0.17,0.11,0.2,0.09,0.2,0.16,0.16,0.24,0.11,0.09,0.17,0.19,0.13,0.13,0.12,0.19,0.14,0.16,0.14,0.13,0.17,0.13,0.19,0.12,0.11,0.07,0.13,0.12,0.09,0.09,0.16,0.14,0.23,0.1,0.0,0.08,0.06,0.1,0.09,0.1,0.04,0.1,0.08,0.07,0.05,0.08,0.07,0.04,0.08,0.04,0.08,0.06,0.08,0.06,0.05,0.06,0.06,0.06,0.04,0.05,0.03,0.08,0.05,0.05,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.03,0.06,0.0,0.03,0.0,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,3.13,2.19,1.66,1.65,1.22,1.72,1.46,1.03,0.47,0.32,0.3,0.19,0.16,0.07,0.03,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.73
