,RIO.AX,2330.TW,ULVR.L,ASML.AS,NOVO B.CO,ROG.SW,REL.L,8035.T,PGHN.SW,CNR.TO,RO.SW,RMS.PA,NESTE.HE,INFY.NS,700.HK,QSP.UN.TO,GIVN.SW,CSL.AX,4503.T,4519.T,9983.T,SIKA.SW,000660.KS,CP.TO,TLKM.JK,ATCOB.ST,ITC.NS,COLO B.CO,TCS.NS,KBX.DE,MIN.AX,S68.SI,7741.T,HINDUNILVR.NS,RACE.MI,MBT,LOGN.SW,GAIL.NS,2688.HK,EVO.ST,BNZL.L,4507.T,2313.HK,IMI.L,NZYM B.CO,EQT.ST,3008.TW,SCHP.SW,3034.TW,688012.SS,6857.T,2327.TW,ASHM.L,CIX.TO,4768.T,1308.HK,REC.MI,VRLA.PA,ATD.B.TO,DSV.CO,MRU.TO,2912.TW,NPI.TO,1093.HK,EVN.AX,4922.T,7951.T,DMP.AX,BAJAJ-AUTO.NS,ENX.PA,4684.T,2020.HK,BESI.AS,CCL.B.TO,2379.TW,2345.TW,1476.TW,RBREW.CO,HLMA.L,EPIB.ST,CSU.TO,AMS.JO,ORNBV.HE,6506.T,HEROMOTOCO.NS,TECHM.NS,NMDC.NS,6869.T,GTT.PA,PLZL.L,3092.T,4716.T,EGIE3.SA,SFSN.SW,2371.T,TIH.TO,1929.HK,HSV.L,KIMBERA.MX,2337.TW,968.HK,JSWSTEEL.NS,LIFCO B.ST,ASIANPAINT.NS,2331.HK,1030.HK,6186.HK,9910.TW,051900.KS,9697.T,6920.T,7988.T,2408.TW,BEL.NS,EREGL.IS,SPP.JO,2377.TW,867.HK,MARUTI.NS,HCLTECH.NS,GAW.L,DIM.PA,2395.TW,TRI.PA,036570.KS,BEIJ B.ST,MELE.BR,SIM.CO,2382.HK,MARICO.NS,6383.T,2413.T,DELTA-R.BK,GN.CO,PETRONET.NS,STRS.TA,COLPAL.NS,2127.T,8464.TW,2412.T,6669.TW,3064.T,TEMN.SW,EQTL3.SA,2492.TW,IP.MI,4816.T,NST.AX,FPE.,BC8.DE,4751.T,345.HK,3990.HK,2772.HK,TCELL.IS,3769.T,3799.HK,UPL.NS,DMP.DE,BRG.AX,3380.HK,7956.T,BTO.TO,6028.T,4921.T,FROTO.IS,GRUMAB.MX,TORNTPOWER.NS,TBIG.JK,2782.T,6409.TW,MPHASIS.NS,LREN3.SA,REY.MI,PMETAL.KL,RENT3.SA,3659.T,6110.HK,1112.HK,3038.T,7564.T,BALKRISIND.NS,DIA.MI,PIDILITIND.NS,HDFCAMC.NS,3765.T,DABUR.NS,SWON.SW,EICHERMOT.NS,MYCR.ST,CBG-R.BK,MUTHOOTFIN.NS,MGLU3.SA,7747.T,881.HK,ANG.JO,036490.KQ,UNVR.JK,2049.TW,6750.T,ADDT B.ST,1268.HK,DRREDDY.NS,8111.T,6532.T,TOPGLOV.KL,LTI.NS,BIDI11.SA,EREGL.E.IS,TCELL.E.IS,FROTO.E.IS,4521.T,CMPUY,HAVELLS.NS,n/a,DWM,DEM,8919.T,SUPREMEIND.NS,NAM-INDIA.NS,3563.T,DIVISLAB.NS,TITAN.NS,VOLTAS.NS,NWL.AX,SUM
10/08/2021,3.57,4.59,4.19,4.47,4.55,3.63,3.59,3.17,2.68,2.98,2.57,1.91,1.77,2.04,1.23,1.46,1.43,1.39,1.35,1.14,1.18,1.08,0.82,0.9,1.26,0.9,1.04,0.74,0.83,0.66,0.52,0.58,0.71,0.65,0.6,0.58,0.41,0.59,0.43,0.44,0.47,0.63,0.39,0.43,0.42,0.49,0.31,0.4,0.37,0.0,0.43,0.33,0.34,0.45,0.39,0.34,0.4,0.37,0.39,0.36,0.37,0.4,0.33,0.29,0.27,0.24,0.37,0.4,0.29,0.32,0.32,0.25,0.27,0.27,0.28,0.21,0.24,0.25,0.27,0.24,0.28,0.2,0.23,0.24,0.25,0.32,0.19,0.26,0.23,0.2,0.27,0.27,0.2,0.21,0.25,0.2,0.18,0.19,0.19,0.16,0.2,0.2,0.21,0.21,0.18,0.16,0.15,0.17,0.14,0.17,0.2,0.15,0.14,0.2,0.0,0.17,0.16,0.11,0.15,0.21,0.13,0.17,0.18,0.12,0.1,0.16,0.14,0.13,0.13,0.15,0.15,0.13,0.1,0.1,0.13,0.13,0.12,0.14,0.11,0.17,0.09,0.11,0.1,0.11,0.08,0.12,0.16,0.1,0.1,0.12,0.1,0.07,0.07,0.09,0.0,0.1,0.11,0.09,0.11,0.09,0.07,0.07,0.06,0.12,0.09,0.0,0.09,0.1,0.08,0.08,0.1,0.12,0.06,0.08,0.09,0.06,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.06,0.05,0.0,0.06,0.0,0.06,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.06,0.0,0.15,0.1,0.08,0.0,0.0,0.05,0.46,0.0,0.0,0.05,0.05,0.05,0.0,0.05,0.0,0.0,0.0,98.06000000000002
10/11/2021,3.57,4.62,4.15,4.62,4.59,3.66,3.63,3.06,2.75,3.03,2.56,1.92,1.72,2.04,1.22,1.44,1.46,1.4,1.36,1.08,1.07,1.1,0.8,0.93,1.31,0.9,1.02,0.74,0.84,0.66,0.52,0.57,0.71,0.65,0.61,0.59,0.4,0.61,0.45,0.42,0.47,0.62,0.37,0.43,0.42,0.49,0.31,0.4,0.37,0.0,0.41,0.32,0.33,0.45,0.38,0.33,0.4,0.37,0.4,0.37,0.38,0.41,0.33,0.29,0.27,0.24,0.36,0.39,0.28,0.33,0.32,0.24,0.28,0.27,0.28,0.2,0.23,0.26,0.27,0.24,0.29,0.2,0.23,0.24,0.24,0.32,0.18,0.25,0.23,0.21,0.26,0.26,0.2,0.21,0.24,0.21,0.18,0.18,0.19,0.15,0.19,0.2,0.22,0.21,0.18,0.16,0.15,0.16,0.14,0.17,0.2,0.15,0.13,0.19,0.0,0.17,0.16,0.11,0.15,0.21,0.13,0.18,0.18,0.12,0.1,0.16,0.15,0.13,0.12,0.15,0.14,0.13,0.1,0.1,0.13,0.13,0.12,0.14,0.1,0.18,0.09,0.11,0.1,0.11,0.08,0.12,0.16,0.1,0.1,0.12,0.1,0.07,0.06,0.09,0.0,0.1,0.1,0.09,0.11,0.08,0.07,0.08,0.06,0.11,0.09,0.0,0.09,0.1,0.08,0.09,0.09,0.12,0.06,0.08,0.1,0.06,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.0,0.06,0.0,0.06,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.06,0.0,0.15,0.1,0.08,0.0,0.0,0.05,0.48,0.0,0.0,0.05,0.05,0.05,0.0,0.05,0.0,0.0,0.0,98.04
10/12/2021,3.68,4.57,4.1,4.6,4.61,3.72,3.6,3.14,2.75,2.97,2.59,1.93,1.72,2.07,1.3,1.46,1.42,1.41,1.39,1.06,1.08,1.11,0.77,0.93,1.31,0.89,1.0,0.73,0.86,0.66,0.53,0.56,0.7,0.63,0.62,0.57,0.41,0.57,0.43,0.41,0.47,0.61,0.37,0.43,0.41,0.49,0.29,0.4,0.36,0.0,0.41,0.32,0.33,0.46,0.38,0.29,0.39,0.4,0.4,0.37,0.37,0.41,0.32,0.29,0.27,0.24,0.36,0.37,0.28,0.33,0.32,0.24,0.27,0.27,0.28,0.22,0.22,0.26,0.27,0.24,0.29,0.22,0.24,0.23,0.24,0.33,0.18,0.25,0.23,0.21,0.26,0.28,0.2,0.21,0.25,0.21,0.19,0.17,0.18,0.16,0.19,0.19,0.21,0.21,0.17,0.16,0.15,0.16,0.14,0.17,0.2,0.15,0.13,0.19,0.0,0.16,0.17,0.12,0.16,0.22,0.13,0.17,0.18,0.12,0.1,0.15,0.15,0.13,0.13,0.15,0.14,0.13,0.1,0.09,0.13,0.13,0.12,0.14,0.1,0.18,0.09,0.11,0.1,0.11,0.08,0.13,0.16,0.1,0.1,0.11,0.1,0.07,0.06,0.08,0.0,0.1,0.1,0.09,0.11,0.08,0.07,0.07,0.06,0.12,0.09,0.0,0.08,0.09,0.08,0.08,0.09,0.13,0.06,0.08,0.1,0.06,0.0,0.05,0.0,0.07,0.05,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.06,0.0,0.15,0.1,0.08,0.0,0.0,0.05,0.47,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.0,98.03
10/13/2021,3.68,4.57,4.1,4.6,4.61,3.72,3.6,3.14,2.75,2.97,2.59,1.93,1.72,2.07,1.3,1.46,1.42,1.41,1.39,1.06,1.08,1.11,0.77,0.93,1.31,0.89,1.0,0.73,0.86,0.66,0.53,0.56,0.7,0.63,0.62,0.57,0.41,0.57,0.43,0.41,0.47,0.61,0.37,0.43,0.41,0.49,0.29,0.4,0.36,0.0,0.41,0.32,0.33,0.46,0.38,0.29,0.39,0.4,0.4,0.37,0.37,0.41,0.32,0.29,0.27,0.24,0.36,0.37,0.28,0.33,0.32,0.24,0.27,0.27,0.28,0.22,0.22,0.26,0.27,0.24,0.29,0.22,0.24,0.23,0.24,0.33,0.18,0.25,0.23,0.21,0.26,0.28,0.2,0.21,0.25,0.21,0.19,0.17,0.18,0.16,0.19,0.19,0.21,0.21,0.17,0.16,0.15,0.16,0.14,0.17,0.2,0.15,0.13,0.19,0.0,0.16,0.17,0.12,0.16,0.22,0.13,0.17,0.18,0.12,0.1,0.15,0.15,0.13,0.13,0.15,0.14,0.13,0.1,0.09,0.13,0.13,0.12,0.14,0.1,0.18,0.09,0.11,0.1,0.11,0.08,0.13,0.16,0.1,0.1,0.11,0.1,0.07,0.06,0.08,0.0,0.1,0.1,0.09,0.11,0.08,0.07,0.07,0.06,0.12,0.09,0.0,0.08,0.09,0.08,0.08,0.09,0.13,0.06,0.08,0.1,0.06,0.0,0.05,0.0,0.07,0.05,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.06,0.0,0.15,0.1,0.08,0.0,0.0,0.05,0.47,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.0,98.03
10/14/2021,3.68,4.57,4.1,4.6,4.61,3.72,3.6,3.14,2.75,2.97,2.59,1.93,1.72,2.07,1.3,1.46,1.42,1.41,1.39,1.06,1.08,1.11,0.77,0.93,1.31,0.89,1.0,0.73,0.86,0.66,0.53,0.56,0.7,0.63,0.62,0.57,0.41,0.57,0.43,0.41,0.47,0.61,0.37,0.43,0.41,0.49,0.29,0.4,0.36,0.0,0.41,0.32,0.33,0.46,0.38,0.29,0.39,0.4,0.4,0.37,0.37,0.41,0.32,0.29,0.27,0.24,0.36,0.37,0.28,0.33,0.32,0.24,0.27,0.27,0.28,0.22,0.22,0.26,0.27,0.24,0.29,0.22,0.24,0.23,0.24,0.33,0.18,0.25,0.23,0.21,0.26,0.28,0.2,0.21,0.25,0.21,0.19,0.17,0.18,0.16,0.19,0.19,0.21,0.21,0.17,0.16,0.15,0.16,0.14,0.17,0.2,0.15,0.13,0.19,0.0,0.16,0.17,0.12,0.16,0.22,0.13,0.17,0.18,0.12,0.1,0.15,0.15,0.13,0.13,0.15,0.14,0.13,0.1,0.09,0.13,0.13,0.12,0.14,0.1,0.18,0.09,0.11,0.1,0.11,0.08,0.13,0.16,0.1,0.1,0.11,0.1,0.07,0.06,0.08,0.0,0.1,0.1,0.09,0.11,0.08,0.07,0.07,0.06,0.12,0.09,0.0,0.08,0.09,0.08,0.08,0.09,0.13,0.06,0.08,0.1,0.06,0.0,0.05,0.0,0.07,0.05,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.06,0.0,0.15,0.1,0.08,0.0,0.0,0.05,0.47,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.0,98.03
10/15/2021,3.78,4.57,4.09,4.57,4.63,3.74,3.61,3.07,2.74,2.97,2.58,1.95,1.71,2.02,1.33,1.46,1.43,1.4,1.39,1.05,1.08,1.1,0.76,0.93,1.31,0.88,1.03,0.74,0.8,0.66,0.55,0.56,0.7,0.63,0.63,0.57,0.4,0.57,0.43,0.4,0.46,0.62,0.38,0.43,0.41,0.48,0.29,0.4,0.36,0.0,0.4,0.32,0.33,0.46,0.38,0.29,0.4,0.4,0.4,0.36,0.37,0.41,0.32,0.29,0.28,0.24,0.36,0.38,0.28,0.33,0.32,0.23,0.27,0.27,0.28,0.22,0.22,0.26,0.27,0.24,0.29,0.22,0.24,0.23,0.24,0.31,0.19,0.25,0.23,0.21,0.26,0.27,0.2,0.21,0.25,0.21,0.19,0.17,0.18,0.16,0.2,0.2,0.21,0.21,0.17,0.16,0.15,0.16,0.14,0.17,0.19,0.15,0.13,0.2,0.0,0.16,0.17,0.12,0.16,0.21,0.13,0.17,0.18,0.12,0.1,0.15,0.15,0.13,0.13,0.15,0.14,0.12,0.1,0.09,0.13,0.13,0.12,0.14,0.1,0.19,0.09,0.11,0.1,0.11,0.08,0.12,0.15,0.1,0.1,0.11,0.09,0.07,0.06,0.08,0.0,0.1,0.1,0.09,0.11,0.08,0.07,0.07,0.06,0.12,0.09,0.0,0.08,0.1,0.08,0.08,0.09,0.12,0.06,0.08,0.1,0.06,0.0,0.05,0.0,0.07,0.05,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.06,0.0,0.15,0.1,0.08,0.0,0.0,0.05,0.47,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.0,97.95000000000002
10/18/2021,3.68,4.47,4.06,4.76,4.64,3.64,3.62,3.09,2.86,3.04,2.54,2.02,1.74,2.02,1.28,1.42,1.39,1.44,1.36,1.04,1.05,1.11,0.76,0.95,1.31,0.91,1.09,0.73,0.77,0.65,0.52,0.56,0.69,0.62,0.62,0.56,0.41,0.56,0.42,0.43,0.48,0.61,0.38,0.43,0.41,0.53,0.28,0.4,0.33,0.0,0.39,0.31,0.33,0.47,0.37,0.29,0.41,0.4,0.39,0.37,0.37,0.4,0.34,0.28,0.29,0.23,0.36,0.36,0.29,0.32,0.31,0.22,0.28,0.28,0.27,0.21,0.22,0.26,0.28,0.25,0.3,0.24,0.24,0.21,0.25,0.32,0.19,0.25,0.23,0.23,0.25,0.28,0.2,0.21,0.24,0.21,0.19,0.18,0.18,0.15,0.19,0.2,0.23,0.21,0.17,0.16,0.15,0.16,0.14,0.17,0.19,0.15,0.13,0.19,0.0,0.16,0.16,0.12,0.16,0.2,0.14,0.18,0.17,0.12,0.1,0.16,0.14,0.13,0.12,0.15,0.13,0.12,0.1,0.09,0.13,0.13,0.12,0.14,0.1,0.19,0.09,0.11,0.1,0.11,0.08,0.13,0.16,0.1,0.1,0.12,0.09,0.07,0.06,0.08,0.0,0.1,0.1,0.09,0.11,0.09,0.07,0.07,0.06,0.12,0.09,0.0,0.08,0.09,0.08,0.08,0.1,0.12,0.06,0.09,0.1,0.06,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.0,0.15,0.09,0.08,0.0,0.0,0.05,0.47,0.0,0.0,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.0,98.0
10/19/2021,3.61,4.65,4.01,4.79,4.68,3.63,3.6,3.14,2.84,3.03,2.54,2.01,1.71,2.0,1.3,1.4,1.38,1.43,1.37,1.04,1.04,1.11,0.79,0.96,1.29,0.92,1.08,0.74,0.76,0.65,0.52,0.56,0.7,0.62,0.63,0.56,0.39,0.56,0.41,0.44,0.48,0.61,0.38,0.43,0.42,0.53,0.28,0.4,0.35,0.0,0.39,0.32,0.32,0.46,0.38,0.28,0.4,0.4,0.39,0.36,0.37,0.4,0.34,0.27,0.29,0.23,0.37,0.36,0.28,0.32,0.32,0.21,0.28,0.28,0.27,0.2,0.21,0.26,0.28,0.26,0.29,0.24,0.24,0.22,0.24,0.31,0.19,0.25,0.23,0.23,0.26,0.28,0.2,0.22,0.24,0.21,0.21,0.17,0.18,0.16,0.2,0.2,0.23,0.21,0.17,0.15,0.14,0.16,0.14,0.18,0.21,0.15,0.13,0.19,0.0,0.16,0.17,0.12,0.15,0.2,0.14,0.18,0.17,0.12,0.1,0.16,0.14,0.13,0.13,0.15,0.14,0.12,0.1,0.09,0.13,0.13,0.12,0.14,0.1,0.19,0.08,0.11,0.09,0.11,0.08,0.13,0.15,0.1,0.1,0.12,0.09,0.07,0.06,0.08,0.0,0.1,0.09,0.09,0.11,0.09,0.06,0.07,0.06,0.12,0.09,0.0,0.08,0.09,0.08,0.08,0.1,0.12,0.06,0.09,0.1,0.06,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.0,0.05,0.0,0.06,0.05,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.0,0.15,0.09,0.08,0.0,0.0,0.05,0.47,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,98.03
10/20/2021,3.61,4.65,4.01,4.79,4.68,3.63,3.6,3.14,2.84,3.03,2.54,2.01,1.71,2.0,1.3,1.4,1.38,1.43,1.37,1.04,1.04,1.11,0.79,0.96,1.29,0.92,1.08,0.74,0.76,0.65,0.52,0.56,0.7,0.62,0.63,0.56,0.39,0.56,0.41,0.44,0.48,0.61,0.38,0.43,0.42,0.53,0.28,0.4,0.35,0.0,0.39,0.32,0.32,0.46,0.38,0.28,0.4,0.4,0.39,0.36,0.37,0.4,0.34,0.27,0.29,0.23,0.37,0.36,0.28,0.32,0.32,0.21,0.28,0.28,0.27,0.2,0.21,0.26,0.28,0.26,0.29,0.24,0.24,0.22,0.24,0.31,0.19,0.25,0.23,0.23,0.26,0.28,0.2,0.22,0.24,0.21,0.21,0.17,0.18,0.16,0.2,0.2,0.23,0.21,0.17,0.15,0.14,0.16,0.14,0.18,0.21,0.15,0.13,0.19,0.0,0.16,0.17,0.12,0.15,0.2,0.14,0.18,0.17,0.12,0.1,0.16,0.14,0.13,0.13,0.15,0.14,0.12,0.1,0.09,0.13,0.13,0.12,0.14,0.1,0.19,0.08,0.11,0.09,0.11,0.08,0.13,0.15,0.1,0.1,0.12,0.09,0.07,0.06,0.08,0.0,0.1,0.09,0.09,0.11,0.09,0.06,0.07,0.06,0.12,0.09,0.0,0.08,0.09,0.08,0.08,0.1,0.12,0.06,0.09,0.1,0.06,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.0,0.05,0.0,0.06,0.05,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.0,0.15,0.09,0.08,0.0,0.0,0.05,0.47,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,98.03
10/21/2021,3.67,4.57,3.98,4.77,4.75,3.67,3.6,3.17,2.86,3.06,2.55,1.98,1.72,2.08,1.3,1.39,1.39,1.41,1.35,1.02,1.04,1.12,0.77,0.96,1.28,0.91,1.1,0.74,0.77,0.65,0.52,0.55,0.69,0.62,0.62,0.56,0.4,0.56,0.41,0.44,0.48,0.6,0.38,0.43,0.41,0.53,0.28,0.4,0.35,0.0,0.39,0.32,0.32,0.47,0.37,0.29,0.4,0.4,0.39,0.36,0.37,0.4,0.33,0.27,0.28,0.23,0.36,0.34,0.28,0.32,0.31,0.22,0.28,0.27,0.26,0.19,0.22,0.25,0.28,0.25,0.3,0.23,0.24,0.22,0.24,0.32,0.19,0.25,0.23,0.23,0.25,0.27,0.2,0.21,0.24,0.21,0.21,0.17,0.18,0.16,0.2,0.2,0.23,0.2,0.18,0.15,0.14,0.16,0.13,0.18,0.2,0.15,0.13,0.2,0.0,0.17,0.17,0.12,0.16,0.19,0.14,0.18,0.17,0.12,0.1,0.16,0.14,0.13,0.13,0.15,0.14,0.12,0.1,0.09,0.13,0.13,0.12,0.14,0.1,0.18,0.08,0.11,0.09,0.11,0.08,0.13,0.15,0.1,0.11,0.12,0.09,0.07,0.06,0.08,0.0,0.1,0.09,0.09,0.11,0.09,0.07,0.07,0.06,0.12,0.08,0.0,0.08,0.09,0.08,0.08,0.1,0.13,0.06,0.09,0.1,0.06,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.0,0.05,0.0,0.06,0.05,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.15,0.09,0.08,0.0,0.0,0.05,0.46,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.0,98.02
10/22/2021,3.56,4.63,3.93,4.82,4.76,3.59,3.61,3.2,2.86,3.05,2.5,1.99,1.75,2.1,1.3,1.38,1.39,1.42,1.32,1.03,1.06,1.12,0.78,0.96,1.26,0.92,1.03,0.76,0.76,0.66,0.52,0.56,0.71,0.59,0.63,0.56,0.4,0.54,0.41,0.47,0.48,0.6,0.4,0.43,0.41,0.54,0.29,0.4,0.36,0.0,0.39,0.32,0.32,0.48,0.38,0.3,0.4,0.4,0.39,0.36,0.37,0.4,0.33,0.28,0.27,0.23,0.36,0.35,0.28,0.33,0.32,0.23,0.28,0.27,0.27,0.2,0.22,0.25,0.28,0.26,0.3,0.24,0.24,0.22,0.24,0.34,0.18,0.25,0.23,0.23,0.26,0.28,0.2,0.21,0.24,0.21,0.21,0.17,0.18,0.15,0.21,0.19,0.23,0.2,0.18,0.15,0.15,0.16,0.14,0.18,0.21,0.15,0.13,0.19,0.0,0.17,0.17,0.12,0.16,0.19,0.14,0.18,0.17,0.12,0.11,0.16,0.14,0.13,0.13,0.15,0.14,0.12,0.1,0.09,0.12,0.13,0.11,0.14,0.1,0.18,0.09,0.11,0.09,0.1,0.08,0.13,0.15,0.1,0.1,0.12,0.09,0.07,0.06,0.08,0.0,0.1,0.09,0.09,0.11,0.09,0.07,0.07,0.06,0.12,0.08,0.0,0.08,0.09,0.08,0.08,0.1,0.13,0.06,0.08,0.1,0.06,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.0,0.05,0.0,0.06,0.05,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.0,0.15,0.09,0.08,0.0,0.0,0.05,0.46,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,98.08
10/25/2021,3.33,4.3,3.69,4.32,4.41,3.3,3.39,2.98,2.69,3.0,2.3,1.89,1.68,1.95,1.24,1.29,1.29,1.33,1.23,0.95,0.99,1.04,0.73,0.91,1.17,0.86,0.96,0.71,0.71,0.61,0.47,0.52,0.65,0.54,0.58,0.52,0.38,0.49,0.39,0.44,0.45,0.55,0.37,0.4,0.38,0.52,0.27,0.37,0.33,0.0,0.37,0.3,0.3,0.45,0.35,0.28,0.38,0.37,0.36,0.34,0.34,0.37,0.31,0.25,0.26,0.21,0.34,0.33,0.26,0.3,0.29,0.21,0.26,0.25,0.25,0.18,0.21,0.23,0.26,0.24,0.28,0.22,0.23,0.2,0.22,0.31,0.17,0.23,0.22,0.22,0.24,0.26,0.19,0.19,0.22,0.19,0.18,0.16,0.17,0.14,0.19,0.18,0.21,0.18,0.17,0.14,0.14,0.15,0.13,0.17,0.2,0.14,0.12,0.17,0.0,0.16,0.16,0.11,0.15,0.18,0.13,0.17,0.16,0.11,0.1,0.14,0.13,0.12,0.12,0.14,0.13,0.11,0.09,0.08,0.12,0.12,0.1,0.13,0.09,0.17,0.08,0.1,0.09,0.09,0.08,0.12,0.14,0.09,0.1,0.11,0.08,0.07,0.06,0.08,0.0,0.09,0.09,0.08,0.11,0.08,0.06,0.07,0.06,0.11,0.08,0.0,0.08,0.08,0.07,0.07,0.09,0.12,0.05,0.08,0.09,0.05,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.0,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.05,0.43,3.32,3.5,0.04,0.05,0.04,0.0,0.0,0.0,0.0,0.0,98.08
10/26/2021,3.28,4.3,3.74,4.39,4.42,3.36,3.45,2.86,2.74,3.05,2.36,1.92,1.66,1.9,1.23,1.3,1.31,1.32,1.24,0.93,0.97,1.04,0.72,0.91,1.2,0.84,0.96,0.71,0.7,0.61,0.46,0.51,0.64,0.53,0.59,0.51,0.38,0.49,0.38,0.44,0.45,0.55,0.37,0.4,0.38,0.55,0.27,0.35,0.33,0.0,0.36,0.3,0.3,0.46,0.35,0.28,0.38,0.37,0.37,0.34,0.34,0.36,0.31,0.25,0.26,0.21,0.33,0.32,0.25,0.3,0.29,0.21,0.27,0.25,0.25,0.18,0.21,0.23,0.27,0.25,0.28,0.21,0.22,0.2,0.21,0.31,0.17,0.23,0.22,0.22,0.24,0.25,0.18,0.19,0.22,0.19,0.18,0.16,0.17,0.14,0.19,0.18,0.21,0.17,0.17,0.15,0.14,0.15,0.13,0.17,0.18,0.13,0.12,0.17,0.0,0.15,0.16,0.11,0.15,0.18,0.13,0.17,0.16,0.11,0.1,0.15,0.14,0.12,0.12,0.14,0.13,0.11,0.09,0.08,0.12,0.12,0.1,0.13,0.09,0.16,0.08,0.1,0.08,0.09,0.08,0.12,0.14,0.09,0.1,0.11,0.08,0.07,0.06,0.07,0.0,0.09,0.09,0.08,0.11,0.08,0.06,0.06,0.06,0.11,0.08,0.0,0.08,0.08,0.07,0.07,0.09,0.12,0.05,0.08,0.09,0.05,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.0,0.44,3.3,3.46,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,98.03000000000002
