,RIO.AX,2330.TW,ULVR.L,ASML.AS,NOVO B.CO,ROG.SW,REL.L,8035.T,PGHN.SW,CNR.TO,RO.SW,RMS.PA,NESTE.HE,INFY.NS,700.HK,QSP.UN.TO,GIVN.SW,CSL.AX,4503.T,4519.T,9983.T,SIKA.SW,000660.KS,CP.TO,TLKM.JK,ATCOB.ST,ITC.NS,COLO B.CO,TCS.NS,KBX.DE,MIN.AX,S68.SI,7741.T,HINDUNILVR.NS,RACE.MI,MBT,LOGN.SW,GAIL.NS,2688.HK,EVO.ST,BNZL.L,4507.T,2313.HK,IMI.L,NZYM B.CO,EQT.ST,3008.TW,SCHP.SW,3034.TW,688012.SS,6857.T,2327.TW,ASHM.L,CIX.TO,4768.T,1308.HK,REC.MI,VRLA.PA,ATD.B.TO,DSV.CO,MRU.TO,2912.TW,NPI.TO,1093.HK,EVN.AX,4922.T,7951.T,DMP.AX,BAJAJ-AUTO.NS,ENX.PA,4684.T,2020.HK,BESI.AS,CCL.B.TO,2379.TW,2345.TW,1476.TW,RBREW.CO,HLMA.L,EPIB.ST,CSU.TO,AMS.JO,ORNBV.HE,6506.T,HEROMOTOCO.NS,TECHM.NS,NMDC.NS,6869.T,GTT.PA,PLZL.L,3092.T,4716.T,EGIE3.SA,SFSN.SW,2371.T,TIH.TO,1929.HK,HSV.L,KIMBERA.MX,2337.TW,968.HK,JSWSTEEL.NS,LIFCO B.ST,ASIANPAINT.NS,2331.HK,1030.HK,6186.HK,9910.TW,051900.KS,9697.T,6920.T,7988.T,2408.TW,BEL.NS,EREGL.IS,SPP.JO,2377.TW,867.HK,MARUTI.NS,HCLTECH.NS,GAW.L,DIM.PA,2395.TW,TRI.PA,036570.KS,BEIJ B.ST,MELE.BR,SIM.CO,2382.HK,MARICO.NS,6383.T,2413.T,DELTA-R.BK,GN.CO,PETRONET.NS,STRS.TA,COLPAL.NS,2127.T,8464.TW,2412.T,6669.TW,3064.T,TEMN.SW,EQTL3.SA,2492.TW,IP.MI,4816.T,NST.AX,FPE.,BC8.DE,4751.T,345.HK,3990.HK,2772.HK,TCELL.IS,3769.T,3799.HK,UPL.NS,DMP.DE,BRG.AX,3380.HK,7956.T,BTO.TO,6028.T,4921.T,FROTO.IS,GRUMAB.MX,TORNTPOWER.NS,TBIG.JK,2782.T,6409.TW,MPHASIS.NS,LREN3.SA,REY.MI,PMETAL.KL,RENT3.SA,3659.T,6110.HK,1112.HK,3038.T,7564.T,BALKRISIND.NS,DIA.MI,PIDILITIND.NS,HDFCAMC.NS,3765.T,DABUR.NS,SWON.SW,EICHERMOT.NS,MYCR.ST,CBG-R.BK,MUTHOOTFIN.NS,MGLU3.SA,7747.T,881.HK,ANG.JO,036490.KQ,UNVR.JK,2049.TW,6750.T,ADDT B.ST,1268.HK,DRREDDY.NS,8111.T,6532.T,TOPGLOV.KL,LTI.NS,BIDI11.SA,EREGL.E.IS,TCELL.E.IS,FROTO.E.IS,4521.T,CMPUY,HAVELLS.NS,n/a,DWM,DEM,8919.T,SUPREMEIND.NS,NAM-INDIA.NS,3563.T,DIVISLAB.NS,TITAN.NS,VOLTAS.NS,NWL.AX,SUM
09/01/2021,3.81,4.55,4.1,4.94,4.55,3.64,3.49,2.96,2.98,2.66,2.59,1.92,1.77,1.98,1.19,1.44,1.49,1.43,1.28,1.13,1.04,1.17,0.82,0.92,1.07,0.95,0.86,0.79,0.79,0.71,0.6,0.57,0.7,0.62,0.59,0.51,0.46,0.5,0.5,0.48,0.5,0.55,0.37,0.45,0.47,0.57,0.37,0.46,0.39,0.0,0.4,0.36,0.39,0.41,0.37,0.39,0.44,0.37,0.4,0.38,0.36,0.38,0.33,0.29,0.28,0.24,0.32,0.37,0.26,0.31,0.3,0.26,0.31,0.28,0.3,0.24,0.21,0.25,0.28,0.25,0.28,0.24,0.23,0.23,0.22,0.32,0.19,0.22,0.23,0.22,0.26,0.24,0.2,0.21,0.22,0.19,0.17,0.19,0.19,0.17,0.21,0.19,0.23,0.19,0.2,0.17,0.15,0.16,0.14,0.17,0.18,0.14,0.13,0.17,0.0,0.17,0.15,0.11,0.14,0.18,0.15,0.19,0.18,0.13,0.11,0.18,0.16,0.14,0.14,0.14,0.13,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.11,0.14,0.1,0.1,0.11,0.11,0.1,0.13,0.12,0.1,0.11,0.12,0.09,0.07,0.09,0.09,0.0,0.1,0.09,0.09,0.1,0.09,0.07,0.09,0.09,0.1,0.08,0.0,0.08,0.09,0.08,0.08,0.07,0.11,0.07,0.09,0.08,0.06,0.06,0.06,0.05,0.08,0.06,0.06,0.08,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.05,0.46,0.17,0.1,0.09,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.08
09/02/2021,3.81,4.55,4.1,4.94,4.55,3.64,3.49,2.96,2.98,2.66,2.59,1.92,1.77,1.98,1.19,1.44,1.49,1.43,1.28,1.13,1.04,1.17,0.82,0.92,1.07,0.95,0.86,0.79,0.79,0.71,0.6,0.57,0.7,0.62,0.59,0.51,0.46,0.5,0.5,0.48,0.5,0.55,0.37,0.45,0.47,0.57,0.37,0.46,0.39,0.0,0.4,0.36,0.39,0.41,0.37,0.39,0.44,0.37,0.4,0.38,0.36,0.38,0.33,0.29,0.28,0.24,0.32,0.37,0.26,0.31,0.3,0.26,0.31,0.28,0.3,0.24,0.21,0.25,0.28,0.25,0.28,0.24,0.23,0.23,0.22,0.32,0.19,0.22,0.23,0.22,0.26,0.24,0.2,0.21,0.22,0.19,0.17,0.19,0.19,0.17,0.21,0.19,0.23,0.19,0.2,0.17,0.15,0.16,0.14,0.17,0.18,0.14,0.13,0.17,0.0,0.17,0.15,0.11,0.14,0.18,0.15,0.19,0.18,0.13,0.11,0.18,0.16,0.14,0.14,0.14,0.13,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.11,0.14,0.1,0.1,0.11,0.11,0.1,0.13,0.12,0.1,0.11,0.12,0.09,0.07,0.09,0.09,0.0,0.1,0.09,0.09,0.1,0.09,0.07,0.09,0.09,0.1,0.08,0.0,0.08,0.09,0.08,0.08,0.07,0.11,0.07,0.09,0.08,0.06,0.06,0.06,0.05,0.08,0.06,0.06,0.08,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.05,0.46,0.17,0.1,0.09,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.08
09/03/2021,3.81,4.55,4.1,4.94,4.55,3.64,3.49,2.96,2.98,2.66,2.59,1.92,1.77,1.98,1.19,1.44,1.49,1.43,1.28,1.13,1.04,1.17,0.82,0.92,1.07,0.95,0.86,0.79,0.79,0.71,0.6,0.57,0.7,0.62,0.59,0.51,0.46,0.5,0.5,0.48,0.5,0.55,0.37,0.45,0.47,0.57,0.37,0.46,0.39,0.0,0.4,0.36,0.39,0.41,0.37,0.39,0.44,0.37,0.4,0.38,0.36,0.38,0.33,0.29,0.28,0.24,0.32,0.37,0.26,0.31,0.3,0.26,0.31,0.28,0.3,0.24,0.21,0.25,0.28,0.25,0.28,0.24,0.23,0.23,0.22,0.32,0.19,0.22,0.23,0.22,0.26,0.24,0.2,0.21,0.22,0.19,0.17,0.19,0.19,0.17,0.21,0.19,0.23,0.19,0.2,0.17,0.15,0.16,0.14,0.17,0.18,0.14,0.13,0.17,0.0,0.17,0.15,0.11,0.14,0.18,0.15,0.19,0.18,0.13,0.11,0.18,0.16,0.14,0.14,0.14,0.13,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.11,0.14,0.1,0.1,0.11,0.11,0.1,0.13,0.12,0.1,0.11,0.12,0.09,0.07,0.09,0.09,0.0,0.1,0.09,0.09,0.1,0.09,0.07,0.09,0.09,0.1,0.08,0.0,0.08,0.09,0.08,0.08,0.07,0.11,0.07,0.09,0.08,0.06,0.06,0.06,0.05,0.08,0.06,0.06,0.08,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.05,0.46,0.17,0.1,0.09,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.08
09/06/2021,3.77,4.6,4.04,4.95,4.41,3.58,3.47,2.99,2.94,2.89,2.55,1.94,1.81,1.93,1.23,1.41,1.45,1.41,1.3,1.13,1.04,1.14,0.85,0.91,1.07,0.94,0.87,0.78,0.78,0.71,0.61,0.56,0.73,0.63,0.59,0.52,0.45,0.5,0.52,0.48,0.49,0.55,0.38,0.45,0.46,0.54,0.37,0.45,0.4,0.0,0.41,0.36,0.37,0.41,0.38,0.38,0.43,0.37,0.39,0.38,0.36,0.37,0.33,0.3,0.28,0.24,0.34,0.38,0.27,0.32,0.31,0.27,0.32,0.28,0.32,0.23,0.21,0.26,0.28,0.24,0.28,0.23,0.22,0.24,0.22,0.31,0.18,0.22,0.23,0.21,0.26,0.24,0.2,0.21,0.22,0.19,0.19,0.19,0.19,0.17,0.22,0.19,0.22,0.2,0.21,0.17,0.15,0.16,0.14,0.18,0.19,0.14,0.14,0.17,0.0,0.17,0.15,0.12,0.14,0.18,0.15,0.2,0.18,0.13,0.11,0.17,0.15,0.15,0.14,0.14,0.13,0.12,0.14,0.1,0.12,0.12,0.12,0.13,0.11,0.15,0.1,0.1,0.11,0.11,0.1,0.12,0.12,0.1,0.1,0.12,0.09,0.07,0.09,0.1,0.0,0.1,0.09,0.09,0.11,0.09,0.07,0.09,0.09,0.1,0.09,0.0,0.08,0.09,0.08,0.08,0.07,0.11,0.06,0.09,0.08,0.06,0.06,0.06,0.05,0.08,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.05,0.46,0.16,0.11,0.09,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.15
09/07/2021,3.85,4.62,3.97,4.97,4.36,3.53,3.46,3.07,2.9,2.98,2.5,1.9,1.82,1.94,1.22,1.39,1.44,1.39,1.28,1.13,1.05,1.13,0.83,0.9,1.08,0.93,0.87,0.78,0.8,0.7,0.63,0.56,0.72,0.63,0.59,0.52,0.44,0.5,0.52,0.48,0.47,0.56,0.39,0.45,0.45,0.54,0.37,0.44,0.39,0.0,0.43,0.36,0.36,0.4,0.39,0.36,0.42,0.36,0.39,0.38,0.36,0.37,0.33,0.3,0.27,0.24,0.34,0.39,0.26,0.32,0.31,0.27,0.31,0.28,0.31,0.23,0.21,0.25,0.28,0.24,0.28,0.23,0.23,0.25,0.23,0.31,0.18,0.24,0.23,0.21,0.26,0.24,0.21,0.21,0.23,0.19,0.18,0.2,0.19,0.17,0.22,0.19,0.23,0.2,0.19,0.17,0.16,0.16,0.14,0.18,0.21,0.14,0.13,0.18,0.0,0.17,0.16,0.12,0.14,0.18,0.15,0.2,0.18,0.13,0.1,0.17,0.15,0.14,0.14,0.14,0.14,0.13,0.16,0.1,0.12,0.12,0.12,0.14,0.11,0.15,0.1,0.1,0.1,0.11,0.1,0.12,0.13,0.1,0.1,0.12,0.09,0.07,0.09,0.1,0.0,0.1,0.09,0.09,0.11,0.09,0.07,0.09,0.09,0.1,0.09,0.0,0.08,0.09,0.08,0.08,0.07,0.11,0.06,0.09,0.08,0.06,0.06,0.06,0.05,0.08,0.05,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.16,0.1,0.08,0.0,0.0,0.05,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.03
09/08/2021,3.85,4.62,3.97,4.97,4.36,3.53,3.46,3.07,2.9,2.98,2.5,1.9,1.82,1.94,1.22,1.39,1.44,1.39,1.28,1.13,1.05,1.13,0.83,0.9,1.08,0.93,0.87,0.78,0.8,0.7,0.63,0.56,0.72,0.63,0.59,0.52,0.44,0.5,0.52,0.48,0.47,0.56,0.39,0.45,0.45,0.54,0.37,0.44,0.39,0.0,0.43,0.36,0.36,0.4,0.39,0.36,0.42,0.36,0.39,0.38,0.36,0.37,0.33,0.3,0.27,0.24,0.34,0.39,0.26,0.32,0.31,0.27,0.31,0.28,0.31,0.23,0.21,0.25,0.28,0.24,0.28,0.23,0.23,0.25,0.23,0.31,0.18,0.24,0.23,0.21,0.26,0.24,0.21,0.21,0.23,0.19,0.18,0.2,0.19,0.17,0.22,0.19,0.23,0.2,0.19,0.17,0.16,0.16,0.14,0.18,0.21,0.14,0.13,0.18,0.0,0.17,0.16,0.12,0.14,0.18,0.15,0.2,0.18,0.13,0.1,0.17,0.15,0.14,0.14,0.14,0.14,0.13,0.16,0.1,0.12,0.12,0.12,0.14,0.11,0.15,0.1,0.1,0.1,0.11,0.1,0.12,0.13,0.1,0.1,0.12,0.09,0.07,0.09,0.1,0.0,0.1,0.09,0.09,0.11,0.09,0.07,0.09,0.09,0.1,0.09,0.0,0.08,0.09,0.08,0.08,0.07,0.11,0.06,0.09,0.08,0.06,0.06,0.06,0.05,0.08,0.05,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.16,0.1,0.08,0.0,0.0,0.05,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.03
09/09/2021,3.85,4.62,3.97,4.97,4.36,3.53,3.46,3.07,2.9,2.98,2.5,1.9,1.82,1.94,1.22,1.39,1.44,1.39,1.28,1.13,1.05,1.13,0.83,0.9,1.08,0.93,0.87,0.78,0.8,0.7,0.63,0.56,0.72,0.63,0.59,0.52,0.44,0.5,0.52,0.48,0.47,0.56,0.39,0.45,0.45,0.54,0.37,0.44,0.39,0.0,0.43,0.36,0.36,0.4,0.39,0.36,0.42,0.36,0.39,0.38,0.36,0.37,0.33,0.3,0.27,0.24,0.34,0.39,0.26,0.32,0.31,0.27,0.31,0.28,0.31,0.23,0.21,0.25,0.28,0.24,0.28,0.23,0.23,0.25,0.23,0.31,0.18,0.24,0.23,0.21,0.26,0.24,0.21,0.21,0.23,0.19,0.18,0.2,0.19,0.17,0.22,0.19,0.23,0.2,0.19,0.17,0.16,0.16,0.14,0.18,0.21,0.14,0.13,0.18,0.0,0.17,0.16,0.12,0.14,0.18,0.15,0.2,0.18,0.13,0.1,0.17,0.15,0.14,0.14,0.14,0.14,0.13,0.16,0.1,0.12,0.12,0.12,0.14,0.11,0.15,0.1,0.1,0.1,0.11,0.1,0.12,0.13,0.1,0.1,0.12,0.09,0.07,0.09,0.1,0.0,0.1,0.09,0.09,0.11,0.09,0.07,0.09,0.09,0.1,0.09,0.0,0.08,0.09,0.08,0.08,0.07,0.11,0.06,0.09,0.08,0.06,0.06,0.06,0.05,0.08,0.05,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.16,0.1,0.08,0.0,0.0,0.05,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.03
09/10/2021,3.85,4.62,3.97,4.97,4.36,3.53,3.46,3.07,2.9,2.98,2.5,1.9,1.82,1.94,1.22,1.39,1.44,1.39,1.28,1.13,1.05,1.13,0.83,0.9,1.08,0.93,0.87,0.78,0.8,0.7,0.63,0.56,0.72,0.63,0.59,0.52,0.44,0.5,0.52,0.48,0.47,0.56,0.39,0.45,0.45,0.54,0.37,0.44,0.39,0.0,0.43,0.36,0.36,0.4,0.39,0.36,0.42,0.36,0.39,0.38,0.36,0.37,0.33,0.3,0.27,0.24,0.34,0.39,0.26,0.32,0.31,0.27,0.31,0.28,0.31,0.23,0.21,0.25,0.28,0.24,0.28,0.23,0.23,0.25,0.23,0.31,0.18,0.24,0.23,0.21,0.26,0.24,0.21,0.21,0.23,0.19,0.18,0.2,0.19,0.17,0.22,0.19,0.23,0.2,0.19,0.17,0.16,0.16,0.14,0.18,0.21,0.14,0.13,0.18,0.0,0.17,0.16,0.12,0.14,0.18,0.15,0.2,0.18,0.13,0.1,0.17,0.15,0.14,0.14,0.14,0.14,0.13,0.16,0.1,0.12,0.12,0.12,0.14,0.11,0.15,0.1,0.1,0.1,0.11,0.1,0.12,0.13,0.1,0.1,0.12,0.09,0.07,0.09,0.1,0.0,0.1,0.09,0.09,0.11,0.09,0.07,0.09,0.09,0.1,0.09,0.0,0.08,0.09,0.08,0.08,0.07,0.11,0.06,0.09,0.08,0.06,0.06,0.06,0.05,0.08,0.05,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.16,0.1,0.08,0.0,0.0,0.05,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.03
09/13/2021,3.71,4.63,3.99,4.97,4.4,3.46,3.46,3.25,2.83,2.88,2.48,1.95,1.86,1.93,1.31,1.4,1.42,1.41,1.3,1.11,1.07,1.11,0.82,0.9,1.06,0.91,0.87,0.79,0.78,0.71,0.59,0.56,0.75,0.64,0.59,0.52,0.43,0.49,0.53,0.49,0.47,0.59,0.39,0.44,0.44,0.5,0.35,0.43,0.37,0.0,0.45,0.34,0.36,0.4,0.4,0.38,0.41,0.35,0.38,0.38,0.36,0.36,0.33,0.28,0.27,0.25,0.35,0.39,0.26,0.32,0.32,0.28,0.31,0.28,0.29,0.22,0.21,0.26,0.28,0.24,0.28,0.21,0.22,0.25,0.23,0.31,0.18,0.25,0.23,0.21,0.25,0.25,0.2,0.21,0.23,0.18,0.18,0.2,0.18,0.16,0.21,0.19,0.22,0.2,0.2,0.16,0.15,0.16,0.14,0.19,0.23,0.15,0.13,0.18,0.0,0.17,0.16,0.11,0.14,0.18,0.15,0.2,0.19,0.13,0.1,0.17,0.15,0.14,0.14,0.14,0.15,0.13,0.17,0.11,0.12,0.12,0.12,0.14,0.11,0.17,0.1,0.11,0.1,0.1,0.09,0.12,0.16,0.09,0.1,0.12,0.09,0.07,0.09,0.1,0.0,0.1,0.09,0.09,0.11,0.09,0.07,0.09,0.09,0.11,0.09,0.0,0.08,0.09,0.08,0.08,0.07,0.11,0.06,0.09,0.09,0.06,0.07,0.06,0.0,0.08,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.05,0.0,0.16,0.1,0.08,0.0,0.0,0.05,0.46,0.08,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.02
09/14/2021,3.65,4.66,3.96,5.05,4.35,3.34,3.45,3.43,2.84,2.82,2.4,1.97,1.83,1.93,1.23,1.42,1.42,1.38,1.29,1.08,1.07,1.11,0.81,0.86,1.07,0.94,0.87,0.78,0.79,0.72,0.61,0.57,0.75,0.64,0.59,0.52,0.44,0.49,0.51,0.48,0.47,0.58,0.4,0.44,0.43,0.52,0.35,0.43,0.39,0.0,0.47,0.36,0.35,0.41,0.4,0.4,0.4,0.35,0.38,0.38,0.35,0.37,0.32,0.29,0.26,0.25,0.36,0.4,0.26,0.32,0.34,0.28,0.32,0.28,0.3,0.22,0.22,0.24,0.28,0.24,0.28,0.2,0.22,0.25,0.23,0.31,0.18,0.25,0.21,0.21,0.26,0.26,0.2,0.21,0.24,0.19,0.18,0.2,0.19,0.17,0.22,0.19,0.22,0.2,0.2,0.16,0.14,0.16,0.13,0.19,0.22,0.15,0.13,0.18,0.0,0.17,0.16,0.12,0.14,0.19,0.15,0.2,0.19,0.12,0.1,0.16,0.15,0.14,0.14,0.15,0.15,0.13,0.16,0.1,0.12,0.12,0.12,0.14,0.11,0.18,0.09,0.11,0.1,0.11,0.09,0.12,0.17,0.09,0.1,0.12,0.09,0.07,0.09,0.1,0.0,0.11,0.09,0.09,0.11,0.09,0.07,0.09,0.08,0.11,0.09,0.0,0.08,0.09,0.08,0.09,0.07,0.11,0.06,0.09,0.09,0.06,0.06,0.05,0.0,0.09,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.05,0.0,0.16,0.1,0.08,0.0,0.0,0.05,0.46,0.08,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.92000000000002
09/15/2021,3.65,4.66,3.96,5.05,4.35,3.34,3.45,3.43,2.84,2.82,2.4,1.97,1.83,1.93,1.23,1.42,1.42,1.38,1.29,1.08,1.07,1.11,0.81,0.86,1.07,0.94,0.87,0.78,0.79,0.72,0.61,0.57,0.75,0.64,0.59,0.52,0.44,0.49,0.51,0.48,0.47,0.58,0.4,0.44,0.43,0.52,0.35,0.43,0.39,0.0,0.47,0.36,0.35,0.41,0.4,0.4,0.4,0.35,0.38,0.38,0.35,0.37,0.32,0.29,0.26,0.25,0.36,0.4,0.26,0.32,0.34,0.28,0.32,0.28,0.3,0.22,0.22,0.24,0.28,0.24,0.28,0.2,0.22,0.25,0.23,0.31,0.18,0.25,0.21,0.21,0.26,0.26,0.2,0.21,0.24,0.19,0.18,0.2,0.19,0.17,0.22,0.19,0.22,0.2,0.2,0.16,0.14,0.16,0.13,0.19,0.22,0.15,0.13,0.18,0.0,0.17,0.16,0.12,0.14,0.19,0.15,0.2,0.19,0.12,0.1,0.16,0.15,0.14,0.14,0.15,0.15,0.13,0.16,0.1,0.12,0.12,0.12,0.14,0.11,0.18,0.09,0.11,0.1,0.11,0.09,0.12,0.17,0.09,0.1,0.12,0.09,0.07,0.09,0.1,0.0,0.11,0.09,0.09,0.11,0.09,0.07,0.09,0.08,0.11,0.09,0.0,0.08,0.09,0.08,0.09,0.07,0.11,0.06,0.09,0.09,0.06,0.06,0.05,0.0,0.09,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.05,0.0,0.16,0.1,0.08,0.0,0.0,0.05,0.46,0.08,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.92000000000002
09/17/2021,3.65,4.62,4.01,5.07,4.37,3.31,3.47,3.49,2.83,2.77,2.38,1.94,1.88,1.93,1.2,1.42,1.42,1.38,1.3,1.1,1.07,1.12,0.82,0.86,1.07,0.94,0.88,0.77,0.8,0.73,0.6,0.56,0.76,0.63,0.59,0.53,0.42,0.5,0.51,0.45,0.47,0.59,0.39,0.45,0.43,0.51,0.35,0.43,0.38,0.0,0.48,0.36,0.36,0.41,0.4,0.39,0.4,0.36,0.38,0.38,0.35,0.37,0.32,0.29,0.27,0.24,0.36,0.4,0.26,0.32,0.33,0.27,0.32,0.28,0.3,0.22,0.22,0.24,0.28,0.24,0.28,0.21,0.22,0.26,0.23,0.31,0.18,0.26,0.21,0.21,0.26,0.26,0.2,0.21,0.24,0.19,0.18,0.2,0.19,0.16,0.21,0.19,0.22,0.21,0.2,0.17,0.14,0.16,0.13,0.19,0.22,0.14,0.13,0.18,0.0,0.17,0.16,0.11,0.14,0.19,0.15,0.19,0.18,0.13,0.1,0.16,0.15,0.14,0.14,0.15,0.15,0.13,0.14,0.1,0.12,0.12,0.12,0.15,0.11,0.18,0.09,0.11,0.1,0.11,0.09,0.12,0.16,0.1,0.1,0.12,0.1,0.07,0.09,0.1,0.0,0.11,0.09,0.09,0.11,0.09,0.07,0.08,0.09,0.11,0.09,0.0,0.09,0.09,0.08,0.09,0.07,0.11,0.06,0.08,0.09,0.06,0.06,0.05,0.0,0.08,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.05,0.0,0.16,0.1,0.08,0.0,0.0,0.05,0.46,0.08,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.93000000000002
09/20/2021,3.59,4.57,3.98,5.15,4.43,3.34,3.44,3.58,2.83,2.77,2.42,1.9,1.84,1.96,1.14,1.4,1.42,1.38,1.28,1.08,1.08,1.12,0.83,0.86,1.11,0.95,0.89,0.77,0.82,0.7,0.6,0.56,0.77,0.63,0.6,0.53,0.42,0.54,0.48,0.46,0.46,0.59,0.39,0.44,0.43,0.51,0.34,0.42,0.37,0.0,0.49,0.35,0.35,0.43,0.41,0.39,0.39,0.36,0.38,0.38,0.34,0.37,0.32,0.28,0.27,0.24,0.37,0.4,0.27,0.32,0.34,0.26,0.33,0.27,0.29,0.22,0.23,0.23,0.28,0.24,0.28,0.2,0.22,0.26,0.23,0.32,0.18,0.25,0.21,0.2,0.27,0.25,0.2,0.2,0.24,0.19,0.18,0.19,0.2,0.16,0.21,0.19,0.22,0.21,0.2,0.14,0.14,0.16,0.14,0.19,0.23,0.15,0.13,0.19,0.0,0.17,0.16,0.11,0.14,0.2,0.15,0.2,0.18,0.12,0.1,0.16,0.16,0.13,0.14,0.14,0.15,0.14,0.12,0.1,0.12,0.12,0.12,0.15,0.11,0.18,0.09,0.11,0.1,0.11,0.09,0.12,0.18,0.1,0.1,0.12,0.1,0.07,0.08,0.09,0.0,0.11,0.08,0.09,0.11,0.09,0.06,0.08,0.09,0.11,0.09,0.0,0.09,0.09,0.08,0.09,0.08,0.12,0.06,0.08,0.09,0.06,0.06,0.05,0.0,0.08,0.05,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.05,0.0,0.15,0.1,0.08,0.0,0.0,0.05,0.46,0.08,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9
